Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19114595__DIRAS3	0.58928	0.060057	0.096991	0.068146	0.91111	0.93621	0.070059	0.95178	0.95009	0.041533	0.056083	0.44344	0.079903	0.091007	0.052196	0.32712	0.91493	0.055709	0.12767	0.20243	0.60257	0.67686	0.56217	0.59852	0.93308	0.91383	0.19599	0.092222	0.868	0.062125	0.55412	0.57431	0.62636	0.64763	0.04936	0.2858	0.090771	0.061554	0.59707	0.52553
Meth__cg13117105__PAQR5	0.073504	0.045769	0.13721	0.063034	0.033758	0.52938	0.074715	0.74796	0.058741	0.10202	0.046121	0.52372	0.13749	0.15063	0.045312	0.070295	0.068661	0.056358	0.10327	0.047129	0.54141	0.57859	0.45293	0.10718	0.048164	0.094099	0.074665	0.091619	0.10429	0.076398	0.039802	0.070957	0.036455	0.058363	0.036841	0.054466	0.13016	0.039271	0.035638	0.045577
Meth__cg17868994__NIPSNAP3B	0.080845	0.024161	0.45731	0.056881	0.020222	0.67668	0.086171	0.50872	0.044422	0.028419	0.024031	0.059295	0.032182	0.039045	0.02067	0.047372	0.039681	0.024144	0.16643	0.01737	0.037968	0.034841	0.18879	0.0447	0.027108	0.72346	0.041928	0.063551	0.16233	0.020318	0.033811	0.030439	0.04527	0.064022	0.03071	0.6701	0.033833	0.023247	0.24664	0.2877
Meth__cg21958798__GUCY1A2	0.071599	0.071005	0.92033	0.05986	0.040047	0.043829	0.08048	0.87787	0.17559	0.064407	0.063333	0.7822	0.20482	0.41599	0.044174	0.060509	0.45515	0.051117	0.11032	0.39908	0.075292	0.095106	0.15125	0.093027	0.045755	0.89516	0.063151	0.12012	0.10547	0.1003	0.036589	0.04432	0.070556	0.047543	0.046984	0.061707	0.08422	0.053104	0.07082	0.083785
Meth__cg11692477__SLC40A1	0.048483	0.040327	0.9556	0.053757	0.03849	0.9403	0.051911	0.54504	0.072823	0.040494	0.040856	0.043068	0.14705	0.40328	0.039903	0.048257	0.22003	0.043313	0.09976	0.050448	0.95555	0.94346	0.55951	0.05241	0.03272	0.44822	0.044886	0.14782	0.073284	0.10008	0.049784	0.043412	0.069418	0.055221	0.031664	0.56936	0.062391	0.05364	0.041971	0.045313
Meth__cg01214847__TMPRSS3	0.12648	0.05722	0.13328	0.24967	0.16233	0.20285	0.11649	0.64035	0.52518	0.10947	0.21191	0.37334	0.18512	0.18115	0.37923	0.1644	0.13204	0.18218	0.07232	0.10153	0.83302	0.85944	0.79257	0.096237	0.077067	0.6314	0.19791	0.24571	0.78605	0.14925	0.56021	0.079382	0.3931	0.37266	0.096944	0.1754	0.16157	0.098841	0.40279	0.78139
Meth__cg03752628__PTGFRN	0.30375	0.050089	0.028833	0.34264	0.28567	0.46271	0.51286	0.48535	0.0293	0.023625	0.45468	0.18986	0.020968	0.028236	0.021066	0.025973	0.034109	0.033035	0.039067	0.019505	0.33659	0.62872	0.94448	0.35051	0.3617	0.61372	0.56719	0.041017	0.036399	0.056648	0.61895	0.021666	0.021672	0.12866	0.030528	0.015998	0.096507	0.10413	0.13895	0.065712
Meth__cg21208104__PRSS12	0.042079	0.03085	0.94696	0.54876	0.030762	0.73135	0.046896	0.53962	0.23054	0.035039	0.035278	0.037527	0.127	0.30719	0.034283	0.036731	0.045059	0.33758	0.047743	0.80341	0.22092	0.16788	0.70847	0.04944	0.28211	0.80226	0.042426	0.058693	0.66282	0.048892	0.051605	0.038199	0.072178	0.18003	0.030669	0.43233	0.072513	0.05802	0.050072	0.12513
Meth__cg01869233__C20orf75	0.03273	0.021875	0.037046	0.071568	0.20221	0.65144	0.16595	0.37138	0.037006	0.022974	0.089934	0.2007	0.30119	0.14328	0.033478	0.027909	0.090444	0.84355	0.088123	0.13321	0.060268	0.2599	0.8811	0.34071	0.15896	0.053843	0.31982	0.059585	0.10958	0.04419	0.36938	0.032932	0.25624	0.36359	0.033428	0.40993	0.049603	0.23279	0.13	0.28838
Meth__cg06980380__DTNB	0.059958	0.37104	0.3588	0.63434	0.10898	0.57587	0.2264	0.34701	0.50169	0.072015	0.08714	0.51517	0.1066	0.44134	0.06557	0.072641	0.30327	0.075797	0.11384	0.049668	0.35106	0.15904	0.64241	0.64759	0.1547	0.42636	0.39765	0.097285	0.095485	0.20908	0.054708	0.073684	0.14207	0.65084	0.049575	0.18586	0.11713	0.066372	0.14954	0.52158
Meth__cg22152328__MX1	0.41445	0.081711	0.034535	0.76703	0.023546	0.72868	0.587	0.04844	0.89795	0.017313	0.057066	0.023423	0.022848	0.90505	0.016348	0.23663	0.93339	0.018942	0.03178	0.018204	0.95556	0.91143	0.45848	0.068608	0.020919	0.59196	0.91837	0.024913	0.6299	0.061172	0.098605	0.028749	0.025205	0.12798	0.024637	0.8889	0.099882	0.030053	0.66009	0.79613
Meth__cg03734660__CRABP2	0.021001	0.043242	0.037173	0.025448	0.01693	0.25767	0.11123	0.31229	0.027057	0.014933	0.02311	0.03045	0.029795	0.063752	0.019229	0.023639	0.022011	0.019808	0.040931	0.022809	0.023702	0.028424	0.022051	0.69475	0.019533	0.070357	0.030435	0.055451	0.046411	0.063229	0.024151	0.015677	0.017253	0.082062	0.019875	0.039026	0.04118	0.023294	0.021683	0.1767
Meth__cg24648715__TCEAL3	0.15185	0.62653	0.081578	0.090062	0.51208	0.052984	0.078667	0.10415	0.34874	0.6241	0.64844	0.072856	0.088279	0.12061	0.64874	0.60262	0.55542	0.49514	0.21145	0.053323	0.077546	0.064647	0.25833	0.18517	0.548	0.10224	0.078076	0.49399	0.43917	0.56411	0.081288	0.078716	0.58559	0.7381	0.054433	0.295	0.15053	0.6633	0.34207	0.062455
Meth__cg20264732__RBM35B	0.046686	0.034188	0.057528	0.039043	0.027442	0.95268	0.043285	0.93204	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.024904	0.032751	0.42705	0.072816	0.07017	0.92495	0.033588	0.046215	0.033661	0.93122	0.032962	0.88563	0.052389	0.071887	0.075573	0.098937	0.83739	0.031245	0.94422	0.027784	0.032487	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg00216361__GAP43	0.18379	0.030707	0.054914	0.37669	0.038462	0.092419	0.60721	0.063377	0.94297	0.38119	0.044896	0.18937	0.71057	0.055361	0.05613	0.25921	0.085214	0.036246	0.047988	0.32527	0.042178	0.03475	0.87407	0.04169	0.045706	0.59274	0.047788	0.069023	0.30754	0.08467	0.041953	0.31243	0.028402	0.74269	0.030134	0.067612	0.0449	0.035752	0.17588	0.36933
Meth__cg23303782__GRK5	0.050515	0.059057	0.093973	0.064213	0.065475	0.041561	0.086919	0.029168	0.046134	0.04305	0.05201	0.064051	0.06196	0.17762	0.10108	0.052912	0.041374	0.038739	0.069946	0.039315	0.06612	0.052857	0.069187	0.051149	0.11466	0.060179	0.053762	0.12388	0.36012	0.071559	0.069387	0.046007	0.054953	0.051236	0.042418	0.2537	0.071945	0.050132	0.086927	0.052772
Meth__cg09593402__LNPEP	0.035829	0.054136	0.03859	0.052231	0.036029	0.040516	0.045553	0.026742	0.042431	0.23121	0.045487	0.045273	0.038413	0.072788	0.033167	0.18044	0.042581	0.033496	0.062423	0.035764	0.0329	0.048586	0.046442	0.051932	0.04796	0.091213	0.055431	0.1067	0.074042	0.12129	0.046781	0.65009	0.05351	0.036209	0.048143	0.046276	0.045559	0.050183	0.061206	0.053536
Meth__cg08617916__RASSF5	0.032871	0.034054	0.049301	0.02489	0.018803	0.025508	0.027982	0.014384	0.019386	0.59591	0.024731	0.027565	0.043773	0.038359	0.022139	0.51671	0.024636	0.022765	0.038698	0.017394	0.019585	0.033288	0.025323	0.028773	0.027389	0.03728	0.025381	0.02267	0.048853	0.028942	0.027345	0.033122	0.034264	0.018404	0.022307	0.078423	0.036519	0.026653	0.028292	0.031705
Meth__cg00616129__STYK1	0.051211	0.044281	0.097431	0.092377	0.044256	0.69054	0.077649	0.52758	0.057729	0.042107	0.064352	0.056382	0.052474	0.24573	0.029199	0.055378	0.059216	0.094055	0.1153	0.28818	0.059272	0.064288	0.06697	0.053178	0.048423	0.20678	0.068774	0.067521	0.31169	0.087672	0.042336	0.04816	0.05007	0.11003	0.035587	0.084263	0.25701	0.055201	0.043259	0.057516
Meth__cg20728496__NADSYN1	0.18961	0.067592	0.078265	0.082126	0.059322	0.48085	0.16912	0.69186	0.078497	0.075708	0.093968	0.25462	0.10682	0.3401	0.04755	0.063291	0.074893	0.089141	0.13282	0.74925	0.076287	0.070952	0.18867	0.87195	0.03075	0.82452	0.094749	0.21132	0.14339	0.19573	0.36442	0.058261	0.77989	0.069515	0.04233	0.086063	0.23026	0.054692	0.099849	0.060624
Meth__cg21048501__MRPS24	0.037841	0.020228	0.023117	0.045037	0.021997	0.035122	0.062611	0.047036	0.030979	0.027727	0.051528	0.018031	0.035859	0.034456	0.025585	0.020587	0.03624	0.027736	0.060623	0.027699	0.044936	0.068072	0.074708	0.029925	0.029198	0.047257	0.041446	0.051894	0.49254	0.033426	0.031442	0.039283	0.03151	0.042302	0.032818	0.044146	0.063532	0.026612	0.028105	0.030981
Meth__cg05016953__SLC6A4	0.047394	0.039958	0.058384	0.027374	0.023555	0.30932	0.037314	0.18957	0.1013	0.024666	0.024124	0.86507	0.042541	0.52587	0.032368	0.02194	0.80927	0.042482	0.04723	0.40105	0.036369	0.031714	0.68081	0.10443	0.042564	0.93687	0.027819	0.14924	0.16797	0.047253	0.022803	0.029684	0.37722	0.01882	0.017522	0.43516	0.04046	0.030433	0.52694	0.599
Meth__cg11378686__ZNF318	0.22962	0.68681	0.83235	0.4956	0.42451	0.43086	0.40158	0.13743	0.083969	0.52547	0.35266	0.037017	0.761	0.52044	0.76037	0.43904	0.54251	0.053798	0.57077	0.049652	0.23742	0.11608	0.078757	0.20574	0.44457	0.14825	0.17593	0.083347	0.33563	0.73674	0.045788	0.047918	0.060734	0.18673	0.57186	0.32172	0.093169	0.37321	0.26407	0.43322
Meth__cg18780401__OTUD5	0.56823	0.14805	0.11146	0.069071	0.41763	0.023701	0.047172	0.036284	0.048973	0.3869	0.51629	0.10052	0.52284	0.38005	0.5705	0.36736	0.58728	0.03888	0.57023	0.026245	0.022734	0.055538	0.45709	0.071469	0.42284	0.076343	0.54984	0.56118	0.60103	0.71093	0.49732	0.034317	0.47059	0.027196	0.030162	0.039038	0.087233	0.45348	0.37571	0.033079
Meth__cg09225321__OTOP2	0.30862	0.053798	0.48649	0.59171	0.44799	0.44358	0.22932	0.12587	0.53605	0.064515	0.13145	0.55608	0.32365	0.56428	0.10435	0.058837	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.16091	0.202	0.054023	0.065204	0.056261	0.26191	0.092656	0.15696	0.11455	0.29054	0.35696	0.42666
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.1158	0.06417	0.032388	0.21748	0.055628	0.77878	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.037596	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.4537	0.088295	0.042982	0.033878	0.046647	0.036181	0.030985	0.041909	0.072105	0.054344	0.041332	0.039727
Meth__cg01655355__SLC5A5	0.27949	0.06467	0.40045	0.30092	0.40528	0.18487	0.17057	0.80257	0.74151	0.029736	0.068632	0.52589	0.51692	0.46918	0.024411	0.034425	0.41315	0.089636	0.060936	0.026614	0.12232	0.11068	0.69482	0.70778	0.66102	0.16371	0.12148	0.091823	0.41387	0.11588	0.14825	0.10617	0.066154	0.68556	0.026688	0.089795	0.064233	0.052179	0.28606	0.35365
Meth__cg13436799__LRP2	0.13188	0.068508	0.88592	0.099158	0.079257	0.87317	0.088749	0.33634	0.10132	0.087841	0.075029	0.12383	0.10514	0.33038	0.10567	0.079349	0.11323	0.094551	0.097253	0.18971	0.62254	0.089306	0.09554	0.10415	0.069132	0.25908	0.098818	0.12282	0.32763	0.17223	0.072278	0.048847	0.066124	0.15178	0.052257	0.67612	0.51052	0.11915	0.12759	0.11767
Meth__cg20877313__GLS2	0.031986	0.37903	0.74801	0.037527	0.024241	0.75943	0.030338	0.92344	0.040941	0.02362	0.027957	0.97264	0.066679	0.095578	0.032976	0.02393	0.92728	0.097449	0.030751	0.029276	0.96527	0.8443	0.030161	0.9754	0.022067	0.62196	0.68387	0.065136	0.03805	0.22582	0.16503	0.025537	0.031722	0.8251	0.086272	0.87886	0.4706	0.031298	0.055784	0.032912
Meth__cg15309006__LOC63928	0.57507	0.094617	0.9591	0.41898	0.045934	0.78244	0.41741	0.64611	0.96667	0.12006	0.031713	0.96234	0.46776	0.26844	0.071943	0.0903	0.50591	0.43373	0.31914	0.34487	0.65307	0.9536	0.13116	0.23784	0.049061	0.90237	0.13884	0.092423	0.89879	0.11321	0.059679	0.69948	0.22436	0.35886	0.030443	0.68632	0.19995	0.032908	0.17597	0.19843
Meth__cg00513467__KLHL9	0.10652	0.061969	0.077325	0.11533	0.071286	0.060559	0.08204	0.15468	0.08023	0.065372	0.066062	0.063381	0.089901	0.10493	0.044362	0.075504	0.062686	0.077352	0.11599	0.063809	0.078778	0.079178	0.10135	0.061812	0.051561	0.57889	0.088019	0.15085	0.19628	0.058726	0.06986	0.050793	0.083452	0.071205	0.065652	0.054267	0.13298	0.075996	0.077366	0.062193
Meth__cg02326006__ARHGEF9	0.073573	0.033698	0.11063	0.046584	0.062715	0.057084	0.094787	0.11111	0.25701	0.031615	0.045833	0.064445	0.43278	0.099773	0.039983	0.035616	0.22584	0.0334	0.10882	0.048738	0.0587	0.054488	0.27453	0.033957	0.042906	0.14227	0.050881	0.047297	0.14261	0.11665	0.04518	0.044308	0.031819	0.052557	0.044964	0.074517	0.12974	0.047282	0.044712	0.072129
Meth__cg01909921__GFI1B	0.11511	0.10565	0.73147	0.076345	0.36413	0.47679	0.4601	0.68613	0.93454	0.085725	0.079446	0.11026	0.66798	0.67034	0.10509	0.079446	0.69837	0.060823	0.11587	0.07971	0.15187	0.55848	0.57087	0.84052	0.251	0.66697	0.5147	0.27712	0.76036	0.061261	0.072898	0.10806	0.086542	0.076588	0.08122	0.80817	0.17927	0.42867	0.32181	0.57731
Meth__cg01263716__PHLDA2	0.034605	0.022087	0.036152	0.04523	0.028707	0.63009	0.042687	0.0442	0.038984	0.032278	0.034479	0.63497	0.039905	0.065696	0.03165	0.037378	0.042927	0.037477	0.073112	0.032293	0.044688	0.041257	0.053176	0.043948	0.026756	0.084325	0.047705	0.084442	0.076868	0.047726	0.029182	0.030999	0.035182	0.039769	0.027128	0.040529	0.062942	0.042595	0.038547	0.035971
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.023088	0.58875	0.028438	0.76622	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.036252	0.033631	0.51852	0.55548	0.018457	0.48161	0.090583	0.072588	0.038674	0.86547	0.02353	0.49481	0.027432	0.047399	0.054307	0.057189	0.31228	0.088952	0.043283	0.025832	0.025407	0.032073	0.049677	0.046297	0.039787	0.034642
Meth__cg27601516__JUB	0.064789	0.1093	0.090797	0.14102	0.077558	0.12511	0.14862	0.51065	0.37695	0.083885	0.086698	0.061891	0.19344	0.1212	0.067699	0.14066	0.19441	0.076446	0.1966	0.085407	0.14808	0.091324	0.58721	0.12657	0.091024	0.30739	0.11747	0.18597	0.15223	0.23662	0.062823	0.059324	0.086772	0.11619	0.096379	0.14074	0.10448	0.063494	0.09724	0.066708
Meth__cg15359413__FIGNL1	0.045259	0.015616	0.032098	0.030137	0.02525	0.019899	0.02834	0.15063	0.018357	0.024155	0.027527	0.027018	0.14841	0.028855	0.018442	0.0179	0.032371	0.024441	0.042472	0.032192	0.04514	0.041855	0.022993	0.022801	0.018546	0.047811	0.030425	0.035176	0.058356	0.039088	0.022872	0.028304	0.022402	0.026551	0.018954	0.025351	0.051714	0.029607	0.032823	0.023866
Meth__cg04970117__SLC6A20	0.93259	0.035729	0.90868	0.43629	0.58236	0.8895	0.96842	0.61127	0.60351	0.024633	0.979	0.29665	0.2883	0.96487	0.16862	0.021016	0.95635	0.028054	0.10192	0.096087	0.98238	0.97074	0.96689	0.051796	0.8029	0.95151	0.96299	0.092067	0.95375	0.061897	0.3956	0.027538	0.5821	0.55218	0.020785	0.96721	0.77139	0.034661	0.62104	0.96997
Meth__cg20937139__PDGFC	0.034777	0.0253	0.19098	0.063292	0.02442	0.6019	0.040182	0.068376	0.054174	0.022738	0.019622	0.034937	0.037998	0.028509	0.01516	0.026526	0.034411	0.036367	0.061734	0.015459	0.024782	0.039186	0.033987	0.042182	0.021556	0.067775	0.036906	0.025758	0.051887	0.029363	0.028537	0.022965	0.017264	0.02133	0.030619	0.024686	0.050114	0.035156	0.03174	0.029278
Meth__cg24514921__VPS54	0.048585	0.04308	0.038242	0.066467	0.037813	0.040185	0.054574	0.099831	0.034462	0.040526	0.042635	0.046595	0.09771	0.10513	0.025134	0.047814	0.054804	0.052213	0.088635	0.060503	0.032599	0.054046	0.049089	0.047035	0.035828	0.091629	0.052378	0.06332	0.053142	0.053833	0.047566	0.035264	0.040354	0.030681	0.040201	0.046139	0.30035	0.04938	0.054988	0.059219
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.03652	0.92898	0.075771	0.90875	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.052974	0.063894	0.88193	0.94787	0.1373	0.70766	0.074811	0.079126	0.073119	0.92101	0.048147	0.86271	0.063345	0.14187	0.24839	0.075923	0.9203	0.44319	0.94559	0.043162	0.046024	0.049245	0.11597	0.053438	0.057515	0.082597
Meth__cg11903151__LOC388152	0.049133	0.036669	0.48203	0.066246	0.033382	0.14697	0.071252	0.29665	0.37162	0.054044	0.061102	0.053338	0.15445	0.30268	0.044062	0.051105	0.045463	0.050499	0.10964	0.050249	0.03707	0.049587	0.29058	0.083598	0.046689	0.39301	0.22806	0.058655	0.10948	0.056618	0.042	0.044933	0.046028	0.27263	0.058279	0.15419	0.05924	0.047941	0.058104	0.07692
Meth__cg08560942__ACHE	0.03743	0.025572	0.050649	0.093884	0.054734	0.039465	0.37955	0.056617	0.035747	0.12569	0.039174	0.05646	0.050926	0.086077	0.14633	0.12257	0.03429	0.038303	0.18262	0.037336	0.046157	0.043853	0.05615	0.033182	0.041132	0.32161	0.052203	0.076745	0.16042	0.060819	0.041409	0.056592	0.046019	0.038762	0.046194	0.24965	0.12105	0.049778	0.043637	0.029181
Meth__cg07845390__KCNT2	0.49922	0.042918	0.60254	0.3974	0.044838	0.59679	0.8003	0.33884	0.91211	0.1905	0.058308	0.11906	0.38077	0.54223	0.097178	0.16633	0.6766	0.29811	0.16827	0.097715	0.13633	0.080598	0.49801	0.28766	0.034832	0.74504	0.30903	0.12614	0.64167	0.087579	0.049559	0.41212	0.052394	0.15777	0.042514	0.55783	0.063695	0.54846	0.14463	0.56122
Meth__cg10588377__HTRA1	0.052268	0.043518	0.92195	0.062881	0.050154	0.45064	0.056788	0.10611	0.25641	0.038864	0.037202	0.12332	0.062056	0.24663	0.051277	0.066556	0.30295	0.038325	0.11379	0.024272	0.94799	0.72095	0.70109	0.21798	0.059144	0.43809	0.22203	0.04591	0.37497	0.070201	0.034145	0.030835	0.032104	0.11651	0.026987	0.65424	0.10873	0.059878	0.16176	0.20208
Meth__cg11695266__DNAJB6	0.055403	0.034463	0.050894	0.070967	0.024664	0.95873	0.48346	0.27225	0.39676	0.024797	0.031776	0.040096	0.15056	0.19104	0.031145	0.038267	0.097386	0.029499	0.070565	0.21796	0.030319	0.04115	0.96403	0.072415	0.27297	0.45877	0.47902	0.081395	0.098832	0.087978	0.11968	0.41882	0.077545	0.03252	0.033546	0.51759	0.15714	0.055769	0.071053	0.74419
Meth__cg00411097__MGC9712	0.062201	0.046784	0.060083	0.070449	0.050457	0.84711	0.062746	0.86779	0.23167	0.052009	0.055929	0.11714	0.059242	0.11088	0.039113	0.057435	0.053678	0.87928	0.081624	0.91082	0.054827	0.063628	0.055187	0.75835	0.044654	0.17113	0.064269	0.07397	0.11693	0.099658	0.15839	0.052402	0.49591	0.040498	0.052713	0.04734	0.087792	0.05352	0.052635	0.061862
Meth__cg16222762__SYT4	0.17267	0.021916	0.065092	0.26269	0.018559	0.067924	0.77291	0.044467	0.77192	0.034502	0.043785	0.81931	0.16987	0.071897	0.026384	0.036903	0.033438	0.031415	0.04331	0.46728	0.25779	0.058907	0.94937	0.04331	0.023498	0.070976	0.032227	0.06567	0.87104	0.070314	0.025887	0.50553	0.023272	0.49977	0.022602	0.67382	0.043459	0.026137	0.43546	0.26414
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.23153	0.111	0.301	0.68219	0.11429	0.67285	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.52885	0.13246	0.57075	0.32675	0.28407	0.7622	0.73994	0.40389	0.41105	0.17219	0.10304	0.12463	0.12452	0.20374	0.13461	0.41822	0.22229	0.12733	0.19544	0.19895	0.14034	0.11432	0.11508
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.46159	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.051727	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.30425	0.047024	0.31484	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg05868799__NCOA2	0.079954	0.75865	0.93402	0.58698	0.91121	0.7343	0.090865	0.62911	0.090849	0.20922	0.82488	0.068348	0.4846	0.8971	0.11329	0.3189	0.72122	0.16837	0.17148	0.41917	0.071568	0.15457	0.37577	0.11733	0.40291	0.67304	0.092832	0.151	0.21226	0.61627	0.081792	0.10336	0.91811	0.083618	0.31778	0.33495	0.1767	0.7158	0.092082	0.14832
Meth__cg02397514__HES4	0.054613	0.034298	0.058817	0.033688	0.022799	0.034801	0.045608	0.038165	0.081664	0.025342	0.024197	0.042039	0.07116	0.040636	0.0235	0.030305	0.68297	0.045846	0.063478	0.40481	0.032468	0.062256	0.11485	0.062236	0.04412	0.06668	0.042044	0.0472	0.088115	0.083226	0.056342	0.026103	0.064567	0.024413	0.020218	0.02964	0.1284	0.031838	0.024017	0.024289
Meth__cg10364513__RXRG	0.19848	0.042288	0.96685	0.21699	0.056336	0.95135	0.73901	0.85937	0.98419	0.11845	0.051935	0.70508	0.19318	0.96354	0.060505	0.088997	0.61707	0.24076	0.27146	0.3159	0.4393	0.14545	0.96522	0.11603	0.034834	0.93203	0.54192	0.12531	0.54939	0.079117	0.22745	0.45531	0.42144	0.93674	0.041838	0.94798	0.071121	0.062047	0.19249	0.55244
Meth__cg17648241__ALKBH8	0.082411	0.042298	0.052781	0.069856	0.048972	0.039595	0.086926	0.14381	0.079831	0.045061	0.068847	0.054989	0.096996	0.060997	0.046017	0.051098	0.049514	0.050512	0.10737	0.034804	0.078336	0.081445	0.081147	0.40828	0.056175	0.10828	0.070234	0.10859	0.22454	0.10274	0.032785	0.064621	0.062466	0.056582	0.04242	0.059888	0.10281	0.073253	0.062798	0.053531
Meth__cg08141873__HRAS	0.036449	0.050319	0.037764	0.045968	0.044035	0.25114	0.053108	0.19929	0.079807	0.086895	0.04076	0.05443	0.095357	0.060664	0.047549	0.076141	0.14311	0.12275	0.092121	0.077967	0.034711	0.040703	0.037082	0.64196	0.031695	0.53914	0.054101	0.10323	0.038997	0.082197	0.036238	0.05832	0.42361	0.03846	0.025032	0.029341	0.080895	0.046006	0.053095	0.052367
Meth__cg23681213__PNMA1	0.036904	0.0709	0.18131	0.029372	0.026128	0.0255	0.032221	0.034037	0.027807	0.030569	0.034371	0.034382	0.03098	0.12415	0.031687	0.17174	0.034915	0.033283	0.079673	0.028419	0.027686	0.035327	0.035012	0.037169	0.47662	0.07749	0.1151	0.038695	0.10941	0.23919	0.029251	0.076153	0.27569	0.033613	0.33071	0.033916	0.046471	0.04034	0.048791	0.03194
Meth__cg04733388__UBE1DC1	0.075317	0.051554	0.063193	0.10023	0.49806	0.050019	0.063641	0.084421	0.046631	0.072448	0.10293	0.054842	0.062565	0.10762	0.026311	0.073962	0.065415	0.041479	0.0671	0.041658	0.65048	0.3613	0.55599	0.094518	0.32599	0.12123	0.25529	0.0875	0.11468	0.15921	0.03337	0.037602	0.048948	0.94096	0.039192	0.038481	0.10352	0.062175	0.57072	0.68825
Meth__cg01837574__TRAPPC1	0.080761	0.18882	0.072186	0.6365	0.097139	0.086736	0.12488	0.30703	0.29758	0.81831	0.13013	0.46717	0.89892	0.1465	0.11617	0.66627	0.28955	0.082558	0.18424	0.043939	0.086368	0.064281	0.089265	0.17008	0.14929	0.087433	0.063197	0.12449	0.14047	0.26284	0.06167	0.35351	0.11089	0.044962	0.10346	0.06718	0.10099	0.11205	0.0655	0.072278
Meth__cg15534084__ZNF649	0.15646	0.16107	0.15257	0.1768	0.11398	0.090142	0.7291	0.31361	0.60356	0.15627	0.14071	0.27986	0.25333	0.30303	0.10494	0.11848	0.20793	0.11283	0.17528	0.21687	0.90452	0.80229	0.10891	0.54778	0.16865	0.70985	0.19171	0.24618	0.24873	0.21886	0.14647	0.13367	0.15812	0.098605	0.092501	0.24579	0.14927	0.11292	0.21064	0.24302
Meth__cg16961218__ATP9B	0.025985	0.020655	0.024808	0.025483	0.0218	0.50987	0.025031	0.099062	0.020299	0.021383	0.025181	0.024554	0.0367	0.46338	0.019763	0.022979	0.021227	0.022096	0.051022	0.017593	0.019285	0.029479	0.022422	0.03104	0.02371	0.07781	0.032359	0.034758	0.025598	0.038565	0.014736	0.019567	0.013065	0.0277	0.021702	0.017934	0.063306	0.030285	0.02904	0.026061
Meth__cg02210123__RHOJ	0.53147	0.066054	0.49148	0.83874	0.46828	0.089181	0.77798	0.13224	0.26223	0.10239	0.10681	0.12463	0.323	0.52915	0.21067	0.10814	0.12933	0.097066	0.15688	0.11567	0.093265	0.20944	0.73425	0.10262	0.083051	0.13993	0.53605	0.15593	0.73062	0.073558	0.076003	0.077368	0.13093	0.851	0.057485	0.41626	0.34056	0.086456	0.71665	0.75144
Meth__cg02798801__G10	0.41801	0.075058	0.49338	0.13728	0.13805	0.14399	0.1398	0.74703	0.12704	0.12148	0.112	0.078297	0.15725	0.11683	0.078095	0.14106	0.12089	0.1248	0.1335	0.10833	0.088541	0.14307	0.16141	0.55024	0.22814	0.26802	0.34557	0.14257	0.16782	0.082333	0.10937	0.080054	0.13156	0.38373	0.12882	0.1054	0.20417	0.62432	0.099868	0.10347
