Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg20909686__OVOL1	0.088069	0.069777	0.086874	0.10301	0.97643	0.12061	0.98002	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.075235	0.10482	0.95575	0.13779	0.77941	0.09988	0.11669	0.095091	0.97623	0.18378	0.95658	0.13472	0.15399	0.98015	0.27786	0.11968	0.090363	0.78106	0.14531	0.9805	0.05763	0.11476	0.054725	0.17166	0.6407	0.17602	0.57205
Meth__cg11065385__B4GALNT3	0.021913	0.042264	0.086399	0.033125	0.95205	0.028177	0.47953	0.045366	0.024061	0.023575	0.030575	0.061224	0.18053	0.049509	0.029743	0.074944	0.043921	0.35204	0.041028	0.054018	0.15204	0.039235	0.046872	0.84555	0.047002	0.037733	0.18958	0.083704	0.052791	0.066879	0.03715	0.17562	0.28008	0.017907	0.27106	0.050144	0.039707	0.039722	0.10593	0.28333
Meth__cg26825755__ACSM2	0.31943	0.03162	0.84684	0.7752	0.053456	0.58444	0.068011	0.049958	0.68454	0.13401	0.045287	0.043953	0.059708	0.18246	0.49248	0.069407	0.077886	0.064191	0.051009	0.1656	0.84363	0.42737	0.066698	0.11771	0.051618	0.1197	0.040541	0.11221	0.10191	0.079982	0.037198	0.089463	0.048921	0.62579	0.057464	0.092606	0.3097	0.17431	0.099187	0.17911
Meth__cg02629761__PTPN21	0.063916	0.053683	0.0836	0.069259	0.05312	0.070644	0.048102	0.088963	0.053076	0.060039	0.06182	0.04812	0.098301	0.035889	0.046516	0.053048	0.10917	0.06243	0.060401	0.071112	0.69624	0.067623	0.077958	0.072629	0.068926	0.12252	0.056433	0.55727	0.057151	0.08245	0.058349	0.052483	0.063098	0.1003	0.052771	0.074488	0.07477	0.067814	0.19529	0.074807
Meth__cg15612436__MPPED1	0.29544	0.016418	0.38883	0.23512	0.038556	0.32837	0.085416	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.029026	0.023662	0.48399	0.38087	0.65658	0.50211	0.78027	0.041153	0.11905	0.035194	0.12705	0.19388	0.025136	0.026986	0.26268	0.025477	0.031002	0.054965	0.042239	0.053094	0.36844	0.22685	0.079992	0.06719
Meth__cg01888566__MEST	0.62762	0.017643	0.3121	0.020258	0.98538	0.65902	0.98574	0.80943	0.51194	0.017237	0.98918	0.72074	0.40524	0.016306	0.45698	0.98138	0.31079	0.64246	0.018481	0.017339	0.68134	0.98235	0.020724	0.65529	0.021608	0.028137	0.97673	0.03247	0.016928	0.0317	0.98076	0.74062	0.036315	0.62497	0.98014	0.84321	0.018447	0.021045	0.02812	0.025861
Meth__cg12689475__RPUSD1	0.216	0.037022	0.073524	0.046925	0.074373	0.066403	0.59997	0.054479	0.1687	0.067736	0.032735	0.21349	0.3304	0.063362	0.21481	0.065438	0.077163	0.25027	0.038243	0.050835	0.11239	0.14324	0.04372	0.47903	0.23739	0.056348	0.047834	0.2651	0.094962	0.077029	0.043719	0.04267	0.039407	0.060084	0.053305	0.30778	0.037578	0.034881	0.13987	0.036617
Meth__cg02040734__C10orf95	0.075347	0.092708	0.06621	0.10615	0.15197	0.082854	0.80148	0.053342	0.085056	0.083258	0.096177	0.63868	0.15197	0.3199	0.097659	0.11672	0.12345	0.84763	0.054973	0.072337	0.053768	0.91392	0.04151	0.63006	0.077568	0.11059	0.073499	0.18066	0.17444	0.20718	0.068053	0.056788	0.087614	0.058302	0.040636	0.05385	0.08797	0.073704	0.12361	0.087827
Meth__cg13501507__DMXL2	0.034815	0.029362	0.053404	0.041552	0.35478	0.035665	0.13057	0.093722	0.03241	0.04107	0.049124	0.061658	0.043825	0.027563	0.047694	0.034741	0.062679	0.040788	0.020363	0.022749	0.047814	0.062643	0.02531	0.082077	0.066871	0.14296	0.037416	0.11386	0.060245	0.06268	0.047771	0.038854	0.044734	0.042577	0.033803	0.064483	0.045133	0.038814	0.052083	0.025163
Meth__cg19866103__NICN1	0.061592	0.034941	0.063693	0.049837	0.033797	0.065984	0.077626	0.026623	0.040623	0.078558	0.060356	0.046604	0.093991	0.039181	0.038531	0.04138	0.057249	0.041603	0.053295	0.085466	0.048356	0.11188	0.028623	0.050101	0.048444	0.17206	0.033676	0.054836	0.052834	0.083963	0.025665	0.033299	0.034657	0.026438	0.046231	0.32531	0.050363	0.046014	0.05457	0.053627
Meth__cg02442161__PI3	0.32468	0.096427	0.66586	0.77922	0.15441	0.24791	0.25573	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.11749	0.74246	0.70569	0.13598	0.076814	0.50398	0.44377	0.90469	0.3291	0.83097	0.16976	0.17444	0.083333	0.2196	0.48438	0.11834	0.14345	0.10697	0.085726	0.13616	0.89446	0.62516	0.11379	0.7537	0.52654	0.22615	0.48671
Meth__cg01367992__LY9	0.65231	0.10224	0.78368	0.84833	0.054197	0.22222	0.21584	0.87381	0.80121	0.59528	0.14243	0.70392	0.7408	0.038835	0.64792	0.273	0.31074	0.062479	0.69667	0.65197	0.10938	0.088208	0.87144	0.23035	0.49133	0.10144	0.15503	0.16802	0.52038	0.090342	0.073003	0.1322	0.078379	0.7983	0.19425	0.12087	0.66262	0.42857	0.14706	0.20834
Meth__cg13797031__NIPSNAP1	0.5637	0.30544	0.17869	0.1057	0.81447	0.13538	0.83887	0.31271	0.078127	0.069126	0.20315	0.29126	0.44172	0.18712	0.082022	0.8179	0.21006	0.45843	0.059096	0.12418	0.20295	0.088822	0.31705	0.78506	0.36818	0.25278	0.82216	0.16741	0.77144	0.26347	0.35866	0.044663	0.82051	0.15173	0.18906	0.19834	0.054777	0.28615	0.24777	0.3908
Meth__cg18611847__RGS16	0.017003	0.023731	0.12115	0.028883	0.65733	0.024959	0.22045	0.022013	0.2458	0.029836	0.036967	0.013169	0.154	0.024658	0.20677	0.57367	0.048939	0.022692	0.017472	0.025958	0.075984	0.40843	0.019594	0.056308	0.16632	0.031242	0.2936	0.045739	0.025825	0.029859	0.02802	0.02275	0.016812	0.022078	0.7628	0.076977	0.017422	0.031159	0.13427	0.019311
Meth__cg12966875__SLPI	0.052278	0.039292	0.91018	0.79246	0.27961	0.77399	0.1424	0.098799	0.060396	0.67407	0.029105	0.028931	0.055931	0.074074	0.045047	0.075608	0.060557	0.046577	0.44432	0.47454	0.94492	0.12673	0.15699	0.11416	0.7246	0.49931	0.057122	0.81111	0.052779	0.07162	0.041263	0.036019	0.065029	0.90971	0.16228	0.047146	0.20003	0.18924	0.19159	0.2103
Meth__cg22438810__LCN2	0.096322	0.082367	0.91478	0.77873	0.69911	0.84289	0.59628	0.12421	0.079803	0.55347	0.07845	0.060536	0.11655	0.2856	0.081367	0.091684	0.1315	0.56287	0.88305	0.89348	0.85773	0.79054	0.69375	0.64329	0.87664	0.39209	0.72256	0.61878	0.13197	0.14833	0.20988	0.059498	0.58788	0.8106	0.6635	0.64901	0.71867	0.58609	0.33366	0.68639
Meth__cg21480743__PTEN	0.026795	0.29398	0.029444	0.036861	0.91041	0.040328	0.021661	0.065372	0.92428	0.03332	0.74791	0.33259	0.20223	0.026117	0.77259	0.42152	0.077248	0.8689	0.033818	0.036613	0.2568	0.21882	0.04777	0.050633	0.030157	0.077052	0.12344	0.048933	0.84421	0.19451	0.41215	0.029171	0.071138	0.46697	0.032612	0.045229	0.073561	0.045913	0.069451	0.028151
Meth__cg18846362__CA12	0.033493	0.084139	0.041844	0.032705	0.24464	0.042444	0.5963	0.29235	0.03868	0.039455	0.25556	0.10428	0.50464	0.052764	0.036898	0.38957	0.061906	0.035648	0.028781	0.035712	0.030906	0.27967	0.03268	0.09404	0.041325	0.076869	0.044194	0.14622	0.072166	0.059118	0.033327	0.037937	0.032895	0.10829	0.12114	0.1277	0.03916	0.032214	0.053957	0.035911
Meth__cg26542888__RNF2	0.038471	0.027809	0.54791	0.068837	0.57577	0.087043	0.57184	0.57978	0.52952	0.048253	0.37655	0.38933	0.70364	0.049008	0.36902	0.35766	0.061541	0.13914	0.070692	0.032033	0.16051	0.37734	0.071716	0.29053	0.082075	0.037887	0.76767	0.13045	0.20642	0.077103	0.037837	0.14969	0.1818	0.19918	0.28699	0.041394	0.032185	0.23069	0.095596	0.24053
Meth__cg18408326__CACNB2	0.27802	0.042508	0.73495	0.48067	0.06669	0.4214	0.46751	0.63171	0.052307	0.18947	0.8285	0.53467	0.4228	0.10467	0.041377	0.14031	0.054891	0.053872	0.36645	0.31295	0.62805	0.05959	0.19697	0.59874	0.36219	0.16047	0.1285	0.30064	0.19826	0.077633	0.046185	0.18884	0.071775	0.12502	0.23727	0.060041	0.51583	0.53668	0.40754	0.52214
Meth__cg15003158__KENAE	0.053349	0.043698	0.055494	0.038817	0.06385	0.048978	0.81621	0.077116	0.055921	0.053854	0.044532	0.041211	0.0692	0.038898	0.058488	0.05866	0.080292	0.060681	0.044223	0.058818	0.081491	0.10656	0.046146	0.089004	0.060136	0.060678	0.059281	0.19583	0.054312	0.056568	0.056605	0.051441	0.045324	0.042343	0.042638	0.067773	0.055546	0.054732	0.11487	0.048386
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.49069	0.14346	0.89734	0.066634	0.88045	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.045545	0.20721	0.11607	0.11559	0.85596	0.16372	0.080597	0.085484	0.8779	0.078094	0.84344	0.083305	0.23253	0.8831	0.072633	0.84078	0.13885	0.42263	0.10951	0.86493	0.32626	0.049729	0.074136	0.83956	0.064022	0.18415	0.058976
Meth__cg08077673__MEST	0.95817	0.048213	0.20735	0.042728	0.94893	0.52411	0.95749	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.029607	0.26222	0.96253	0.8485	0.80857	0.037336	0.051716	0.57478	0.93992	0.070173	0.45657	0.062344	0.069981	0.95371	0.094008	0.056402	0.056973	0.92465	0.95445	0.12636	0.51584	0.93502	0.92845	0.055832	0.038431	0.080703	0.043868
Meth__cg19206010__UXT	0.59739	0.026192	0.18158	0.3635	0.5103	0.043799	0.063613	0.29906	0.11217	0.13078	0.037025	0.76413	0.47744	0.68918	0.082413	0.68862	0.43713	0.17814	0.049649	0.055173	0.61156	0.46279	0.5026	0.4606	0.56086	0.3854	0.5312	0.39108	0.60595	0.4317	0.57834	0.059101	0.67307	0.058606	0.084854	0.036465	0.48239	0.29858	0.5738	0.12483
Meth__cg15383120__DUSP22	0.50402	0.028701	0.5711	0.21271	0.57925	0.4967	0.29791	0.44268	0.038562	0.058644	0.59966	0.048382	0.51755	0.042182	0.052111	0.79845	0.33919	0.048283	0.55039	0.43378	0.048964	0.039336	0.6093	0.37312	0.39037	0.13581	0.49526	0.16717	0.35505	0.48106	0.56095	0.55254	0.040761	0.036843	0.50816	0.13373	0.46146	0.56842	0.62024	0.44921
Meth__cg16413777__RSAD1	0.041526	0.046368	0.059944	0.042315	0.098999	0.043365	0.050384	0.051924	0.067895	0.037717	0.03667	0.20587	0.10095	0.026113	0.054706	0.037463	0.072414	0.032481	0.043902	0.04122	0.27746	0.05573	0.044942	0.096236	0.042598	0.088858	0.049935	0.088889	0.050735	0.087094	0.030713	0.046716	0.040655	0.0449	0.04574	0.040933	0.042785	0.045721	0.084984	0.036815
Meth__cg00647741__ZNF274	0.094048	0.087222	0.095457	0.059116	0.63383	0.063288	0.59135	0.093117	0.097075	0.066983	0.16908	0.15848	0.16266	0.04859	0.10147	0.14764	0.1383	0.092489	0.066869	0.10134	0.10332	0.20274	0.083835	0.21875	0.088331	0.070678	0.34864	0.14642	0.08288	0.11726	0.07767	0.28892	0.16412	0.075439	0.1078	0.15912	0.10994	0.10486	0.098033	0.077823
Meth__cg15841415__SLC1A3	0.14981	0.11276	0.4102	0.57651	0.63708	0.8345	0.24408	0.30292	0.14738	0.13178	0.23667	0.1379	0.15544	0.13026	0.16432	0.67013	0.06218	0.081726	0.5467	0.53652	0.8768	0.063668	0.39429	0.36314	0.24735	0.2137	0.10223	0.29773	0.12593	0.22471	0.2019	0.28368	0.10458	0.81266	0.82935	0.16118	0.21542	0.62069	0.34076	0.28394
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.0443	0.042788	0.032764	0.04482	0.05358	0.035977	0.03623	0.046696	0.04915	0.029088	0.1023	0.050034	0.039097	0.030202	0.1016	0.031087	0.050071	0.038271	0.050461	0.034357	0.042421	0.55527	0.042135	0.18222	0.039609	0.12852	0.037572	0.065814	0.027112	0.036606	0.03269	0.037171	0.040642	0.060669	0.37331	0.03924	0.082986	0.045737
Meth__cg25340403__LYPD3	0.041991	0.035241	0.052266	0.20651	0.83676	0.058992	0.90545	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.030084	0.056727	0.30018	0.076535	0.83915	0.03933	0.037908	0.2338	0.80747	0.035903	0.7884	0.036387	0.3407	0.27939	0.26306	0.20758	0.040486	0.82379	0.028007	0.51634	0.2241	0.02642	0.0736	0.040626	0.040225	0.27833	0.044181
Meth__cg17731079__CDC42EP3	0.033182	0.021298	0.023899	0.019794	0.018836	0.028647	0.023486	0.0159	0.021809	0.027485	0.042759	0.021365	0.056974	0.029462	0.028957	0.022802	0.048384	0.016726	0.03347	0.3007	0.02032	0.024224	0.016615	0.067419	0.0362	0.041781	0.019964	0.047294	0.024477	0.069638	0.024051	0.017698	0.020616	0.029149	0.019727	0.06494	0.03346	0.030931	0.063121	0.028161
Meth__cg23214764__PRSS23	0.071324	0.81117	0.12492	0.95764	0.062625	0.81121	0.083537	0.055836	0.32516	0.87849	0.60011	0.18624	0.60655	0.29312	0.23597	0.050302	0.16567	0.033861	0.46026	0.1274	0.26878	0.092856	0.09876	0.077997	0.099317	0.099866	0.068078	0.09123	0.25875	0.69641	0.034932	0.52503	0.90554	0.92175	0.057084	0.088005	0.07065	0.87845	0.073956	0.9223
Meth__cg25214366__DEFB103A	0.71345	0.041101	0.15556	0.1685	0.032298	0.25579	0.46481	0.72468	0.19724	0.061703	0.83281	0.25543	0.49384	0.035122	0.15874	0.74276	0.095238	0.048334	0.46793	0.29682	0.46834	0.14684	0.89749	0.089674	0.19859	0.14781	0.74932	0.060232	0.042825	0.069325	0.14041	0.14145	0.046658	0.31987	0.32689	0.20937	0.35554	0.40397	0.17884	0.49932
Meth__cg20263942__GOLPH2	0.17298	0.82379	0.91158	0.96369	0.05548	0.91388	0.2109	0.92801	0.098964	0.94152	0.093004	0.24312	0.57451	0.48656	0.14754	0.49864	0.13725	0.14807	0.94318	0.82786	0.96151	0.24898	0.63618	0.11799	0.52055	0.19375	0.36134	0.88356	0.70248	0.85451	0.07463	0.055348	0.19986	0.62526	0.63096	0.2149	0.12709	0.67723	0.20319	0.91808
Meth__cg26873164__SNAI1	0.047345	0.13833	0.20388	0.083101	0.774	0.076615	0.54286	0.10965	0.052494	0.064004	0.63402	0.28995	0.3935	0.03969	0.06858	0.18122	0.20486	0.80043	0.12643	0.10051	0.12541	0.55017	0.099284	0.29236	0.094837	0.11353	0.55479	0.093786	0.12779	0.1671	0.40104	0.40105	0.18248	0.10926	0.091599	0.086283	0.084615	0.11129	0.22547	0.089908
Meth__cg20352798__ZP3	0.041083	0.046584	0.59501	0.030289	0.83275	0.098987	0.94129	0.041238	0.031168	0.030487	0.027579	0.03377	0.048712	0.01942	0.028495	0.066212	0.043633	0.11667	0.028563	0.038779	0.83371	0.36624	0.03391	0.86693	0.73987	0.058699	0.33698	0.9406	0.053209	0.03493	0.031832	0.02944	0.10437	0.035733	0.041427	0.064449	0.057344	0.03553	0.050514	0.030161
Meth__cg18587271__GPT2	0.10048	0.12357	0.12433	0.15415	0.69281	0.34639	0.49171	0.61129	0.7733	0.14793	0.074461	0.34913	0.34371	0.067114	0.60736	0.44129	0.28598	0.25403	0.10001	0.13285	0.0915	0.26018	0.083777	0.1414	0.088492	0.17851	0.7763	0.15245	0.25519	0.14036	0.07598	0.073635	0.77526	0.085429	0.14742	0.19569	0.089138	0.18551	0.22879	0.34906
Meth__cg14161730__TIMP1	0.35594	0.065045	0.83017	0.18896	0.052533	0.34067	0.47714	0.34679	0.059628	0.60511	0.4094	0.29915	0.20277	0.029091	0.07177	0.088999	0.10984	0.11697	0.46679	0.34934	0.36512	0.074464	0.087577	0.26938	0.69521	0.33319	0.044548	0.40898	0.72758	0.077682	0.062861	0.11654	0.091624	0.18186	0.25905	0.17409	0.4521	0.094962	0.55634	0.28409
Meth__cg24889366__GNG13	0.039695	0.034513	0.040614	0.036974	0.55077	0.046729	0.61458	0.60194	0.047528	0.045447	0.58631	0.10593	0.20493	0.049939	0.054546	0.85567	0.094947	0.049739	0.049619	0.042227	0.040644	0.93341	0.16911	0.67336	0.16198	0.056211	0.79243	0.24133	0.071355	0.068439	0.077284	0.038898	0.027971	0.029247	0.026613	0.073254	0.034775	0.044332	0.12355	0.042113
Meth__cg07057831__EPIM	0.031351	0.03144	0.034983	0.048666	0.037473	0.029283	0.24555	0.094429	0.11122	0.03956	0.11106	0.89028	0.55967	0.063612	0.1215	0.2474	0.10291	0.027678	0.054213	0.035852	0.075383	0.2077	0.032002	0.13788	0.050706	0.068547	0.038995	0.092185	0.57233	0.11332	0.025567	0.55264	0.035212	0.38909	0.34452	0.075224	0.037616	0.037883	0.11758	0.036172
Meth__cg03922337__RRAS2	0.34336	0.064436	0.43942	0.6309	0.071619	0.53337	0.049967	0.79527	0.060353	0.69102	0.09781	0.068058	0.18893	0.36122	0.072051	0.10142	0.1281	0.041866	0.29579	0.46357	0.94851	0.051511	0.73957	0.094221	0.10195	0.4358	0.080094	0.83198	0.088422	0.31526	0.068137	0.053879	0.32831	0.23189	0.14639	0.055029	0.050125	0.20552	0.59212	0.096798
Meth__cg20420433__HLXB9	0.047722	0.32756	0.22066	0.13299	0.90805	0.37057	0.90101	0.56294	0.064093	0.48623	0.24034	0.94142	0.68498	0.068451	0.092267	0.80796	0.3249	0.45518	0.080023	0.12474	0.8681	0.91222	0.098483	0.15035	0.10058	0.094471	0.85891	0.049322	0.73488	0.48493	0.10869	0.078449	0.53783	0.10234	0.10385	0.080188	0.061715	0.12841	0.14188	0.042652
Meth__cg08896053__SNTG1	0.64157	0.038702	0.81728	0.18316	0.42803	0.86221	0.20993	0.67814	0.15686	0.27086	0.85722	0.5118	0.43229	0.43253	0.15054	0.63152	0.10593	0.039733	0.55152	0.80704	0.65655	0.090134	0.55273	0.49023	0.056556	0.086574	0.1447	0.46458	0.053016	0.053245	0.06062	0.082041	0.076758	0.77046	0.66211	0.11173	0.073924	0.13104	0.61557	0.15588
Meth__cg02566518__FUT11	0.083125	0.18464	0.26722	0.11705	0.028089	0.10853	0.16688	0.39525	0.028404	0.72416	0.054286	0.73613	0.42972	0.44435	0.064953	0.035959	0.061337	0.019856	0.38456	0.2871	0.040991	0.055775	0.27346	0.39536	0.67766	0.059914	0.020067	0.090326	0.036597	0.047979	0.026362	0.024455	0.45565	0.24963	0.17247	0.46567	0.25603	0.16176	0.629	0.92916
Meth__cg03890877__PTK9L	0.043177	0.022184	0.12029	0.066172	0.020999	0.18551	0.081719	0.031891	0.029142	0.049605	0.028148	0.61522	0.10087	0.032542	0.039854	0.028772	0.11083	0.023959	0.13956	0.16039	0.056723	0.048517	0.68863	0.058576	0.48117	0.34058	0.045511	0.068095	0.057631	0.057404	0.032929	0.027556	0.035181	0.028493	0.032996	0.48304	0.18621	0.038765	0.14563	0.048599
Meth__cg11178443__RANGNRF	0.030637	0.03461	0.033594	0.025033	0.026982	0.038779	0.044071	0.024396	0.0352	0.084957	0.9477	0.057261	0.093442	0.026108	0.03242	0.031681	0.066637	0.023605	0.60898	0.2001	0.03405	0.062884	0.034837	0.09169	0.039851	0.061308	0.028765	0.074625	0.035044	0.045381	0.025172	0.027469	0.03273	0.036156	0.030059	0.092211	0.039718	0.051147	0.061698	0.037921
Meth__cg14009688__CALD1	0.39371	0.053199	0.64896	0.12356	0.063161	0.62244	0.22664	0.076398	0.057855	0.077276	0.079697	0.12522	0.69184	0.048776	0.058352	0.053295	0.090646	0.069061	0.064074	0.38757	0.88458	0.080692	0.045051	0.12864	0.10778	0.1349	0.059495	0.67742	0.069794	0.16135	0.066341	0.059869	0.10962	0.13216	0.18979	0.30398	0.11815	0.79401	0.14341	0.72938
Meth__cg23967169__FAM19A4	0.90929	0.047501	0.91659	0.71161	0.53588	0.87721	0.081086	0.11151	0.28217	0.075882	0.89757	0.20965	0.54019	0.11086	0.26572	0.21669	0.37477	0.052017	0.83664	0.4537	0.47071	0.19658	0.73758	0.57418	0.29661	0.06236	0.49847	0.80849	0.5897	0.080425	0.6987	0.092004	0.69322	0.16676	0.22694	0.048952	0.43774	0.56934	0.64499	0.69244
Meth__cg24860534__CDC42BPA	0.036584	0.7935	0.071098	0.32725	0.69761	0.12615	0.35032	0.041338	0.83156	0.11408	0.045362	0.92186	0.87019	0.63217	0.61512	0.25688	0.5219	0.61094	0.1678	0.20928	0.36732	0.50515	0.16675	0.4744	0.043262	0.74014	0.87768	0.13836	0.25762	0.65177	0.22328	0.040346	0.86937	0.89038	0.1921	0.081852	0.050686	0.37994	0.38206	0.61239
Meth__cg13958676__LGI3	0.06036	0.22383	0.073201	0.075772	0.25966	0.091353	0.3224	0.051706	0.050821	0.060293	0.20248	0.11048	0.59609	0.062097	0.052319	0.86251	0.20498	0.060953	0.061911	0.063718	0.3422	0.57316	0.058934	0.37512	0.081216	0.18546	0.81569	0.19411	0.10305	0.17506	0.043923	0.073551	0.057438	0.045343	0.80496	0.16731	0.064349	0.050769	0.26014	0.057136
Meth__cg14844130__VPREB1	0.29641	0.048397	0.53914	0.41014	0.051145	0.13786	0.13178	0.19669	0.27951	0.18341	0.086059	0.32712	0.197	0.050626	0.18069	0.12585	0.078659	0.03415	0.38864	0.30154	0.8197	0.071214	0.80661	0.11526	0.11143	0.064155	0.17711	0.12614	0.12164	0.11881	0.036022	0.071231	0.057661	0.078912	0.10701	0.094616	0.078652	0.092254	0.1791	0.12378
Meth__cg11861730__ETS1	0.91658	0.028466	0.27935	0.043268	0.029044	0.32269	0.080872	0.023461	0.037372	0.048721	0.029429	0.028986	0.070678	0.16406	0.036906	0.023908	0.091659	0.049262	0.15794	0.1759	0.8288	0.041281	0.049953	0.10106	0.083978	0.085335	0.035847	0.65114	0.039125	0.053607	0.062275	0.02708	0.028614	0.38237	0.16855	0.035026	0.24537	0.080189	0.71215	0.061649
Meth__cg14473016__RASD2	0.027961	0.41038	0.9362	0.94147	0.73597	0.47817	0.048495	0.048689	0.066335	0.90576	0.067189	0.14903	0.88424	0.055897	0.054791	0.44868	0.10922	0.044405	0.9058	0.91145	0.20848	0.44323	0.047411	0.070807	0.89961	0.053556	0.080485	0.47883	0.89944	0.4491	0.046666	0.030039	0.049372	0.24465	0.031595	0.21596	0.41352	0.061024	0.48079	0.44149
Meth__cg04017769__TACC1	0.034997	0.023923	0.028951	0.024292	0.019902	0.4425	0.021001	0.024894	0.022175	0.022461	0.55729	0.031072	0.064649	0.014578	0.021965	0.022133	0.068733	0.015144	0.033035	0.029069	0.018469	0.024423	0.52555	0.095989	0.025409	0.070515	0.025311	0.048424	0.026953	0.061958	0.14703	0.023607	0.028473	0.020398	0.58186	0.093787	0.026091	0.029435	0.59638	0.030509
Meth__cg16483916__PLAC2	0.077275	0.062593	0.082285	0.038757	0.95649	0.087801	0.37737	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.079127	0.80321	0.027514	0.080213	0.05193	0.092526	0.044876	0.85646	0.12691	0.064756	0.038979	0.11727	0.093045	0.12985	0.37176	0.28642	0.18452	0.032644	0.49958	0.09085	0.047383	0.045858	0.19546	0.083556
Meth__cg10025443__SYK	0.07835	0.060413	0.057574	0.045185	0.88954	0.14651	0.56258	0.18393	0.043818	0.056916	0.55245	0.11087	0.099695	0.13966	0.053001	0.046535	0.16374	0.17001	0.038847	0.069589	0.31348	0.22925	0.046222	0.84583	0.052559	0.085696	0.75468	0.86207	0.045781	0.067032	0.39932	0.13256	0.55016	0.64856	0.05273	0.099896	0.06059	0.049748	0.10711	0.046584
Meth__cg18680834__ZNF536	0.10782	0.10304	0.7974	0.56837	0.067696	0.25166	0.21792	0.42894	0.042033	0.063217	0.12259	0.32469	0.092779	0.092196	0.048415	0.085848	0.065373	0.052953	0.43089	0.32644	0.1383	0.16823	0.25713	0.18838	0.10484	0.10896	0.22898	0.22837	0.041786	0.082445	0.050429	0.052874	0.087908	0.060699	0.1595	0.24203	0.83542	0.096552	0.13613	0.086406
Meth__cg12149391__DLG1	0.060346	0.038427	0.04438	0.03268	0.93464	0.049628	0.058145	0.31277	0.056491	0.040136	0.060142	0.046278	0.087053	0.02381	0.052887	0.093855	0.11233	0.81696	0.030249	0.038581	0.046833	0.25081	0.045771	0.14355	0.047258	0.094878	0.061951	0.070872	0.0639	0.099385	0.068792	0.044634	0.058814	0.056233	0.040331	0.055792	0.047398	0.055051	0.18148	0.047404
Meth__cg24493940__MMP17	0.061453	0.074163	0.069422	0.056238	0.083966	0.07095	0.41887	0.084068	0.10147	0.06203	0.11856	0.084081	0.11334	0.050162	0.10183	0.15058	0.13874	0.05273	0.062419	0.071447	0.056374	0.68055	0.058246	0.67911	0.069305	0.075396	0.08515	0.12695	0.070876	0.10433	0.038528	0.062222	0.056516	0.026086	0.17982	0.06205	0.064753	0.068735	0.099296	0.061516
Meth__cg25604883__AK5	0.92038	0.019489	0.48484	0.69526	0.87564	0.88679	0.57043	0.4759	0.031407	0.60207	0.27143	0.47054	0.91114	0.034638	0.030543	0.086819	0.069935	0.032727	0.83098	0.9485	0.43126	0.36676	0.43356	0.90101	0.31417	0.047571	0.45662	0.7938	0.5273	0.0289	0.022103	0.097709	0.65704	0.5847	0.52943	0.11933	0.52088	0.81993	0.30156	0.92936
Meth__cg11778001__NAB1	0.37777	0.081591	0.83849	0.81913	0.46567	0.63146	0.90794	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.56936	0.088967	0.045257	0.079548	0.55078	0.74356	0.55583	0.82083	0.5126	0.56383	0.35092	0.56894	0.08107	0.26175	0.37458	0.1284	0.19944	0.039828	0.032798	0.050908	0.89256	0.27698	0.06868	0.46968	0.50258	0.33037	0.80287
Meth__cg11695266__DNAJB6	0.055403	0.034463	0.070967	0.024664	0.95873	0.48346	0.27225	0.39676	0.024797	0.031776	0.040096	0.15056	0.19104	0.031145	0.038267	0.097386	0.070565	0.21796	0.030319	0.04115	0.96403	0.072415	0.27297	0.45877	0.47902	0.081395	0.76963	0.098832	0.30345	0.087978	0.11968	0.41882	0.077545	0.03252	0.51759	0.15714	0.055769	0.071053	0.079308	0.74419
Meth__cg07435592__DCBLD2	0.087358	0.089431	0.1002	0.15179	0.061908	0.88122	0.14787	0.073111	0.11264	0.080933	0.10391	0.14047	0.17359	0.083787	0.079617	0.07051	0.099973	0.046121	0.10622	0.088942	0.72575	0.08036	0.18994	0.10004	0.10475	0.12785	0.042349	0.17862	0.11612	0.092062	0.042254	0.051258	0.065699	0.45352	0.62651	0.21171	0.082051	0.11599	0.61044	0.15272
