Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751
Meth__cg25268678__PLEKHG6	0.044433	0.98189	0.044993	0.048518	0.20049	0.9809	0.71768	0.96118	0.027877	0.021103	0.056307	0.033201	0.028799	0.96789	0.079581	0.40855	0.061124	0.60926	0.075501	0.96034	0.046462	0.072742	0.025338	0.97469	0.028614	0.96343	0.46122	0.092847	0.071415	0.067055	0.031544	0.020913	0.98761	0.027808	0.16121	0.41015	0.12861	0.044755
Meth__cg05722552__NLGN1	0.077235	0.062436	0.092706	0.86177	0.25377	0.29756	0.4849	0.13703	0.79152	0.085366	0.080921	0.17772	0.23223	0.6003	0.13934	0.066834	0.073643	0.044657	0.054617	0.072177	0.07149	0.17325	0.81502	0.079528	0.51795	0.082728	0.075348	0.086839	0.54056	0.14586	0.050413	0.060362	0.10112	0.73828	0.048931	0.064076	0.13204	0.38554
Meth__cg25536676__DHCR24	0.034813	0.03376	0.035586	0.042806	0.093326	0.033906	0.044378	0.03003	0.032752	0.025605	0.088391	0.031119	0.06437	0.0541	0.029373	0.027604	0.46159	0.033793	0.048216	0.022887	0.045631	0.044319	0.2322	0.049472	0.030706	0.055575	0.051108	0.12011	0.070661	0.064448	0.29591	0.030945	0.037231	0.022051	0.024648	0.028351	0.080765	0.035481
Meth__cg06632528__NUDT22	0.034071	0.044609	0.043815	0.033897	0.037728	0.061054	0.043034	0.04977	0.027891	0.031604	0.047588	0.039411	0.056631	0.08134	0.027096	0.036507	0.051908	0.044121	0.066222	0.033329	0.031397	0.043207	0.039208	0.17377	0.033608	0.11671	0.044485	0.060853	0.078657	0.058691	0.03327	0.32361	0.046585	0.042547	0.029186	0.034271	0.054745	0.044248
Meth__cg17738194__GK2	0.2854	0.0403	0.15391	0.67279	0.65898	0.051928	0.30027	0.17727	0.67077	0.2708	0.088837	0.31965	0.14481	0.10723	0.36774	0.18938	0.054696	0.049814	0.12751	0.057124	0.051458	0.25561	0.59408	0.067202	0.82423	0.24394	0.30908	0.083183	0.37201	0.10443	0.089106	0.26769	0.084203	0.35298	0.038852	0.3278	0.10937	0.13877
Meth__cg10539507__NKX6-1	0.27448	0.059019	0.093273	0.63065	0.5291	0.069356	0.90672	0.081392	0.089657	0.080843	0.083427	0.33274	0.171	0.10072	0.61389	0.094412	0.073412	0.070549	0.38882	0.088565	0.90565	0.9059	0.57531	0.076323	0.4674	0.55903	0.68216	0.17453	0.84223	0.10935	0.047027	0.056732	0.092968	0.071326	0.22086	0.66851	0.58932	0.82697
Meth__cg03875678__GZMB	0.76693	0.13995	0.55584	0.79379	0.76556	0.074159	0.60506	0.22609	0.1557	0.50367	0.20271	0.6396	0.16981	0.36327	0.20162	0.34033	0.1604	0.11576	0.52789	0.10683	0.40727	0.41202	0.79602	0.13651	0.52536	0.10648	0.47075	0.16153	0.23757	0.22491	0.11012	0.17575	0.13672	0.83824	0.079908	0.31111	0.29551	0.59986
Meth__cg21604856__SUHW1	0.56026	0.067476	0.094088	0.8191	0.82589	0.11175	0.70626	0.56098	0.55185	0.60837	0.095147	0.47863	0.4228	0.49046	0.054096	0.47216	0.42121	0.076366	0.12364	0.042418	0.6494	0.17619	0.76456	0.11023	0.69948	0.11253	0.18134	0.072924	0.1333	0.091028	0.05963	0.31704	0.087076	0.52693	0.047174	0.20362	0.11903	0.29943
Meth__cg10319505__RASEF	0.032554	0.050956	0.033968	0.030579	0.024923	0.3371	0.037964	0.54446	0.040259	0.033299	0.03729	0.53325	0.052946	0.044266	0.033803	0.038316	0.79861	0.060373	0.071304	0.86788	0.021098	0.040247	0.031526	0.13888	0.028043	0.30772	0.046326	0.066157	0.10272	0.042103	0.036387	0.02885	0.57453	0.049797	0.030744	0.026773	0.051753	0.030581
Meth__cg14611174__SIX6	0.50362	0.048718	0.64341	0.49204	0.50542	0.68193	0.65051	0.15802	0.24594	0.046979	0.048967	0.73018	0.11387	0.64724	0.58846	0.2632	0.10179	0.084451	0.072457	0.044316	0.40498	0.29928	0.78472	0.062369	0.60023	0.46362	0.46061	0.073658	0.62179	0.086547	0.051092	0.040063	0.06843	0.84722	0.042862	0.19328	0.11035	0.38734
Meth__cg08558873__ZNF214	0.017725	0.013859	0.9049	0.19296	0.018913	0.45861	0.058932	0.052916	0.48442	0.0134	0.018878	0.33448	0.20582	0.53777	0.25653	0.069827	0.025684	0.014812	0.30624	0.017775	0.70088	0.73614	0.015463	0.17269	0.014986	0.082498	0.080416	0.077785	0.029144	0.027794	0.23505	0.020834	0.017947	0.014011	0.030514	0.020051	0.024956	0.02492
Meth__cg26415633__KLK1	0.30214	0.032941	0.74921	0.84452	0.56845	0.13461	0.20517	0.21147	0.86227	0.038336	0.32002	0.31383	0.79195	0.64356	0.022639	0.036506	0.43373	0.3614	0.051494	0.027902	0.55449	0.57178	0.15106	0.17863	0.83319	0.1106	0.2306	0.059011	0.20637	0.062562	0.37238	0.049292	0.070925	0.70783	0.093793	0.54378	0.23353	0.13359
Meth__cg09874127__UBE1L	0.079402	0.088348	0.080679	0.6977	0.35716	0.64095	0.44139	0.12429	0.50123	0.076292	0.082083	0.090508	0.059079	0.25401	0.18753	0.07817	0.1522	0.070197	0.079203	0.04774	0.37826	0.67305	0.26239	0.12726	0.35033	0.13933	0.55471	0.17402	0.29305	0.15205	0.10862	0.32717	0.066522	0.06465	0.069563	0.4742	0.13664	0.51463
Meth__cg26806924__PROCR	0.24564	0.03236	0.71153	0.83128	0.23269	0.49724	0.055518	0.028524	0.36875	0.049159	0.083601	0.55505	0.60045	0.6279	0.037339	0.053615	0.20501	0.11699	0.052395	0.04257	0.065139	0.088622	0.32232	0.077029	0.35987	0.070325	0.36627	0.056208	0.22513	0.06391	0.29257	0.041366	0.033557	0.50268	0.10444	0.44366	0.061734	0.3594
Meth__cg03642357__ADRBK2	0.12388	0.093804	0.94026	0.90915	0.86367	0.16574	0.37308	0.3594	0.28483	0.11311	0.31027	0.12878	0.23859	0.48324	0.60485	0.14367	0.24591	0.084798	0.15666	0.36927	0.22967	0.13031	0.70283	0.39199	0.1885	0.69821	0.1961	0.12465	0.35214	0.12976	0.11381	0.10818	0.10101	0.90682	0.084448	0.80096	0.20582	0.16973
Meth__cg18943195__RAB11FIP5	0.023537	0.1874	0.026012	0.067181	0.039545	0.020551	0.024068	0.012288	0.41618	0.11835	0.028494	0.016384	0.032706	0.030945	0.11779	0.10912	0.020444	0.021096	0.027896	0.017624	0.61738	0.46078	0.037064	0.23412	0.083374	0.031731	0.022619	0.037244	0.035886	0.22778	0.020968	0.018425	0.040146	0.016065	0.021008	0.0182	0.045075	0.017668
Meth__cg17477756__HNRPM	0.065482	0.069109	0.068893	0.060962	0.11164	0.30307	0.053649	0.22939	0.09445	0.052329	0.088973	0.049769	0.050464	0.089642	0.050901	0.047873	0.052216	0.049351	0.114	0.070249	0.06431	0.078009	0.058708	0.04426	0.045672	0.3366	0.083528	0.11194	0.14249	0.11389	0.031271	0.037675	0.047479	0.080261	0.062939	0.054838	0.25955	0.081102
Meth__cg03764585__FMOD	0.18908	0.022032	0.87062	0.70248	0.83684	0.17043	0.57589	0.55616	0.95883	0.59995	0.05106	0.56682	0.69654	0.75951	0.059159	0.46659	0.52228	0.85371	0.040591	0.067204	0.2558	0.24216	0.96314	0.82781	0.71884	0.16766	0.021908	0.041803	0.51499	0.035364	0.51495	0.099896	0.12847	0.84164	0.036503	0.67137	0.11143	0.19564
Meth__cg03790207__PEX6	0.042997	0.038908	0.55145	0.047011	0.50284	0.030555	0.04168	0.034797	0.53936	0.029606	0.036792	0.046735	0.029922	0.59863	0.62321	0.033737	0.039558	0.032183	0.066998	0.036271	0.76001	0.62152	0.067764	0.20719	0.032092	0.060757	0.4393	0.077752	0.077907	0.087373	0.030083	0.0341	0.042663	0.037302	0.030294	0.021943	0.06394	0.040933
Meth__cg03716999__FLJ46380	0.035866	0.61084	0.049015	0.97466	0.8172	0.97004	0.07918	0.037938	0.022973	0.061911	0.14658	0.047098	0.057341	0.21238	0.95038	0.37137	0.93575	0.037791	0.073376	0.027228	0.044534	0.047934	0.8651	0.6209	0.049123	0.077409	0.9667	0.16281	0.9372	0.47641	0.44422	0.021854	0.027137	0.70358	0.78921	0.03172	0.1142	0.52876
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.16653	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.24731	0.049537	0.43934	0.1406	0.099289	0.076025	0.16163	0.18093	0.3035	0.169	0.13769	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.23271	0.048824	0.04716	0.083269	0.084219
Meth__cg17846100__MT	0.042812	0.053208	0.043474	0.030663	0.023374	0.027307	0.038344	0.030718	0.041368	0.027673	0.031494	0.040442	0.027155	0.11982	0.031446	0.089107	0.028154	0.09837	0.061271	0.073878	0.028025	0.070933	0.023066	0.03773	0.037832	0.38601	0.034195	0.045976	0.073101	0.06985	0.033935	0.031721	0.036877	0.014931	0.031799	0.034888	0.044041	0.025055
Meth__cg19853760__LGALS1	0.093504	0.51621	0.062883	0.94098	0.58783	0.033077	0.045188	0.027162	0.067228	0.031494	0.061987	0.050154	0.19246	0.39771	0.13278	0.41766	0.10688	0.034093	0.11081	0.028775	0.62623	0.46262	0.53059	0.03724	0.31529	0.046878	0.89865	0.23595	0.38616	0.48233	0.033629	0.036956	0.031262	0.90769	0.78067	0.060641	0.064202	0.71672
Meth__cg21516384__KIAA1618	0.064106	0.42404	0.76813	0.74213	0.599	0.54262	0.36881	0.3647	0.54195	0.45276	0.66554	0.045053	0.88664	0.48051	0.81272	0.48617	0.1269	0.18468	0.054778	0.023537	0.64074	0.44086	0.5045	0.098691	0.11435	0.090634	0.69195	0.12526	0.40781	0.44503	0.02366	0.036718	0.17882	0.42164	0.5084	0.18131	0.25147	0.28266
Meth__cg05249393__LDLR	0.10354	0.1007	0.10162	0.066476	0.10656	0.062105	0.089097	0.10904	0.069321	0.077802	0.30614	0.082495	0.082943	0.1066	0.062528	0.055914	0.072772	0.067479	0.18537	0.60566	0.068943	0.078363	0.42594	0.061934	0.053156	0.12105	0.081962	0.15555	0.10223	0.15194	0.047716	0.046391	0.095588	0.16691	0.072787	0.065956	0.14876	0.10114
Meth__cg17001035__PCGF5	0.17385	0.11527	0.069196	0.089281	0.054628	0.11052	0.14297	0.39727	0.64883	0.83071	0.15142	0.048274	0.86377	0.87389	0.028937	0.54521	0.39707	0.49898	0.084521	0.48572	0.11214	0.030025	0.13644	0.090541	0.055816	0.1077	0.079776	0.042381	0.086837	0.076228	0.04664	0.26591	0.11644	0.91703	0.12364	0.49323	0.035332	0.38227
Meth__cg00044245__EPHA7	0.053977	0.049882	0.86366	0.059708	0.044852	0.86817	0.075852	0.72108	0.053767	0.043358	0.051898	0.41407	0.18086	0.52518	0.049504	0.068036	0.064082	0.10067	0.19622	0.25416	0.060648	0.05409	0.059169	0.052228	0.028538	0.39122	0.047507	0.11917	0.10575	0.051859	0.048628	0.096043	0.10593	0.043115	0.038522	0.84235	0.0962	0.054751
Meth__cg14892768__AXL	0.38564	0.21132	0.92694	0.91028	0.84973	0.043781	0.80681	0.11269	0.41124	0.18671	0.7753	0.72015	0.56411	0.88952	0.10517	0.19916	0.2274	0.052659	0.19196	0.042338	0.75584	0.92226	0.39482	0.083058	0.41118	0.11057	0.8766	0.10859	0.64986	0.090576	0.051547	0.046393	0.051573	0.73256	0.1811	0.69786	0.51304	0.73884
Meth__cg23043119__STARD4	0.037588	0.030007	0.11971	0.058169	0.089639	0.031676	0.49248	0.029844	0.047381	0.042349	0.040376	0.036443	0.035046	0.098313	0.070762	0.067658	0.054139	0.061075	0.058726	0.035552	0.0445	0.040932	0.13095	0.034954	0.047807	0.11165	0.049313	0.064998	0.065882	0.069942	0.041537	0.034998	0.035651	0.19256	0.034244	0.067179	0.076718	0.10635
Meth__cg24424381__PEX11A	0.089511	0.056338	0.060959	0.44298	0.081081	0.055615	0.056644	0.19016	0.061267	0.12479	0.077559	0.035714	0.077298	0.099895	0.083744	0.087299	0.050523	0.065277	0.078566	0.066484	0.05665	0.066631	0.061401	0.066579	0.03801	0.091021	0.074637	0.084975	0.11212	0.11181	0.040479	0.064661	0.074451	0.084826	0.064026	0.10573	0.14634	0.057838
Meth__cg06605933__BOLA1	0.16806	0.11106	0.038947	0.80618	0.022171	0.75707	0.03593	0.31328	0.1942	0.50101	0.043222	0.18517	0.16805	0.55694	0.035501	0.46207	0.044658	0.64832	0.1283	0.64727	0.020406	0.03114	0.90724	0.11932	0.029323	0.94454	0.053552	0.053465	0.099984	0.08659	0.028718	0.032107	0.33653	0.77526	0.031976	0.030164	0.081081	0.040927
Meth__cg25917510__HOXC8	0.051232	0.085338	0.97542	0.97839	0.97062	0.023829	0.96126	0.1018	0.035289	0.3394	0.030587	0.053634	0.97505	0.95865	0.98262	0.61879	0.81149	0.031739	0.93984	0.023398	0.02706	0.03544	0.69405	0.97194	0.9872	0.91482	0.89136	0.087299	0.97168	0.17866	0.034145	0.029714	0.043385	0.98253	0.98677	0.98285	0.98338	0.98072
Meth__cg03853987__CHST10	0.097867	0.3835	0.10244	0.19364	0.085206	0.088215	0.47994	0.46016	0.069777	0.10603	0.11241	0.12007	0.3089	0.52221	0.17737	0.17298	0.082591	0.086417	0.21482	0.11118	0.097763	0.095915	0.17096	0.096463	0.21117	0.35382	0.17611	0.32694	0.87024	0.13355	0.085144	0.086732	0.62096	0.73127	0.13823	0.93939	0.22949	0.15056
Meth__cg26164184__FCN2	0.9376	0.10469	0.93125	0.76232	0.76149	0.28841	0.63137	0.74018	0.45562	0.05062	0.38554	0.83093	0.91218	0.87724	0.054698	0.069209	0.6877	0.95427	0.086957	0.045661	0.53506	0.5676	0.93989	0.90407	0.95076	0.10145	0.23082	0.075573	0.11448	0.069767	0.2363	0.11086	0.089386	0.038449	0.10751	0.77248	0.11665	0.38241
Meth__cg10025443__SYK	0.07835	0.060413	0.065778	0.057574	0.045185	0.88954	0.14651	0.56258	0.18393	0.043818	0.056916	0.55245	0.11087	0.099695	0.13966	0.053001	0.046535	0.33465	0.16374	0.17001	0.038847	0.069589	0.31348	0.22925	0.046222	0.84583	0.052559	0.085696	0.86207	0.067032	0.39932	0.13256	0.55016	0.64856	0.04373	0.05273	0.099896	0.049748
Meth__cg11161417__SPACA3	0.43819	0.050059	0.49989	0.74198	0.7493	0.066199	0.15774	0.060436	0.10031	0.27516	0.078735	0.4521	0.22549	0.37659	0.02725	0.18119	0.13956	0.082687	0.075898	0.040048	0.57146	0.51375	0.89417	0.056901	0.91535	0.10209	0.12348	0.065276	0.11639	0.087799	0.037772	0.05	0.029491	0.64354	0.040537	0.083333	0.03902	0.10791
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.32298	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.073786
Meth__cg06824727__DHRS1	0.05527	0.041857	0.062417	0.049333	0.047203	0.4308	0.053791	0.060279	0.045761	0.043831	0.049858	0.053866	0.070436	0.09598	0.032822	0.055422	0.051564	0.056429	0.09157	0.05884	0.040028	0.053773	0.052828	0.052673	0.042599	0.18873	0.05449	0.060711	0.18022	0.067162	0.048156	0.050363	0.059018	0.050634	0.049132	0.040729	0.078312	0.048654
Meth__cg07059875__TACSTD1	0.13204	0.091491	0.091173	0.13351	0.092857	0.64855	0.18688	0.66423	0.069936	0.17099	0.15262	0.099898	0.11085	0.12433	0.074836	0.13007	0.10521	0.14055	0.15622	0.4566	0.065335	0.11767	0.11778	0.15933	0.088988	0.53084	0.10998	0.13534	0.16799	0.12142	0.38393	0.059336	0.31076	0.085918	0.081832	0.071983	0.15711	0.11072
Meth__cg19027571__CHFR	0.067765	0.065753	0.073171	0.060433	0.048661	0.063294	0.066328	0.44105	0.045522	0.066398	0.060167	0.078781	0.13024	0.10775	0.048274	0.066293	0.060706	0.063508	0.15404	0.060717	0.048028	0.056827	0.047073	0.066354	0.061069	0.5137	0.063503	0.1003	0.15201	0.15107	0.056612	0.063373	0.062513	0.056882	0.048392	0.052942	0.05057	0.063843
Meth__cg18979491__LBP	0.17217	0.048797	0.63837	0.51741	0.26538	0.088703	0.3393	0.40672	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.11815	0.064395	0.13314	0.061055	0.070701	0.3416	0.076672	0.12134	0.053702	0.15196
Meth__cg17720231__IGSF9	0.081094	0.065726	0.13046	0.1139	0.055529	0.62736	0.12937	0.38009	0.061216	0.088033	0.13222	0.11746	0.15701	0.16232	0.054556	0.10451	0.084407	0.086001	0.16614	0.45719	0.069488	0.15038	0.12811	0.11862	0.073161	0.77419	0.17187	0.19679	0.17274	0.10889	0.087773	0.069672	0.25363	0.084961	0.08773	0.061679	0.18013	0.090708
Meth__cg08747889__PTK7	0.02308	0.024687	0.16282	0.13158	0.48748	0.03203	0.59666	0.15932	0.03492	0.050105	0.82385	0.020014	0.13585	0.10703	0.85717	0.035422	0.044237	0.027633	0.14392	0.027763	0.24206	0.34302	0.41267	0.038395	0.34965	0.32375	0.087031	0.037054	0.034929	0.097797	0.022599	0.03372	0.023991	0.083973	0.030457	0.73147	0.16061	0.43355
Meth__cg13060997__CCNA1	0.12993	0.057153	0.08484	0.78402	0.19406	0.81496	0.92494	0.050778	0.060108	0.2368	0.07633	0.93283	0.29701	0.87604	0.94293	0.18514	0.52538	0.054291	0.076523	0.053765	0.046816	0.34899	0.061011	0.069881	0.17026	0.1087	0.84337	0.08363	0.89597	0.10981	0.054768	0.033185	0.044728	0.29326	0.041579	0.3455	0.85451	0.63373
Meth__cg22853986__TRMT12	0.077414	0.031619	0.11723	0.058888	0.039312	0.035669	0.039076	0.18129	0.041813	0.19692	0.048198	0.046202	0.059352	0.22166	0.03729	0.064555	0.042203	0.04186	0.13027	0.055261	0.037759	0.034843	0.060635	0.039808	0.034861	0.31224	0.050403	0.080944	0.42795	0.057625	0.04632	0.055252	0.10928	0.052447	0.035549	0.053586	0.053829	0.051526
Meth__cg04633513__AVPR1B	0.055829	0.053088	0.87055	0.16914	0.32949	0.30042	0.72962	0.066929	0.69208	0.049053	0.46149	0.58999	0.14824	0.77673	0.036379	0.054623	0.68341	0.058729	0.064063	0.053491	0.81512	0.61485	0.19663	0.66174	0.61529	0.51877	0.20534	0.10693	0.56035	0.11341	0.040325	0.051238	0.062868	0.25366	0.052329	0.63615	0.11922	0.34705
Meth__cg06437004__LDHB	0.71664	0.046459	0.91188	0.58354	0.4522	0.045803	0.9131	0.021552	0.037061	0.031974	0.057247	0.047387	0.06485	0.56611	0.67372	0.047277	0.42439	0.038202	0.070586	0.030881	0.8885	0.89914	0.92063	0.051113	0.090638	0.061648	0.058185	0.13333	0.86239	0.1302	0.033337	0.044269	0.037619	0.92681	0.057227	0.03705	0.48461	0.71358
Meth__cg13745870__SPATA12	0.11185	0.12979	0.13041	0.30764	0.80006	0.44681	0.42341	0.17227	0.073248	0.33468	0.43019	0.47328	0.27233	0.19797	0.6529	0.30226	0.089232	0.09338	0.22647	0.1601	0.2851	0.24682	0.82787	0.13023	0.19693	0.11399	0.53236	0.15565	0.57084	0.29567	0.11626	0.12008	0.13499	0.14751	0.15502	0.41859	0.45451	0.59259
Meth__cg11912049__AQP6	0.038693	0.022778	0.034332	0.047963	0.027072	0.36369	0.030083	0.041859	0.026043	0.029211	0.03865	0.21796	0.032265	0.058899	0.026736	0.037396	0.029671	0.063604	0.062305	0.022194	0.026425	0.033724	0.024638	0.036265	0.020455	0.054854	0.037973	0.050892	0.05163	0.040677	0.03069	0.017859	0.023186	0.12489	0.028281	0.049241	0.040419	0.034824
Meth__cg03733371__LIPH	0.12903	0.070169	0.10689	0.081199	0.10036	0.88043	0.10206	0.26923	0.098958	0.73551	0.075837	0.28314	0.066642	0.11345	0.073408	0.62091	0.11177	0.14967	0.20016	0.69613	0.066053	0.18488	0.49265	0.30006	0.07796	0.21229	0.12836	0.14965	0.47876	0.076242	0.6706	0.10821	0.22865	0.34394	0.092031	0.10876	0.2043	0.11652
Meth__cg08733774__RANBP2	0.050032	0.048459	0.10644	0.032447	0.078269	0.076055	0.035758	0.14427	0.043382	0.042174	0.053358	0.028825	0.14634	0.067984	0.019756	0.038626	0.052523	0.033904	0.054763	0.074643	0.047132	0.057962	0.17146	0.030526	0.033861	0.18475	0.052479	0.12933	0.043839	0.055271	0.02739	0.033728	0.33489	0.19852	0.030426	0.057549	0.065588	0.063454
Meth__cg19421752__SLC6A18	0.27382	0.016742	0.31091	0.56107	0.15219	0.063318	0.16637	0.036964	0.39659	0.03004	0.033522	0.11488	0.48348	0.26336	0.015534	0.02816	0.093166	0.57447	0.066081	0.029934	0.18047	0.36169	0.044358	0.26478	0.82287	0.10736	0.043941	0.031042	0.10925	0.038	0.042168	0.030271	0.024366	0.059478	0.023371	0.048863	0.056188	0.068784
Meth__cg10866709__GATA4	0.45871	0.043783	0.06302	0.056188	0.0752	0.35694	0.14093	0.076444	0.81664	0.21812	0.067593	0.38389	0.61877	0.62713	0.056437	0.18869	0.49169	0.3312	0.13381	0.03727	0.74907	0.61824	0.82634	0.68339	0.72309	0.4081	0.45379	0.083485	0.13652	0.080931	0.05527	0.069719	0.054588	0.18263	0.049111	0.15604	0.55136	0.13047
Meth__cg07639720__BNC1	0.70259	0.15118	0.86614	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.29475	0.14946	0.19236	0.047625	0.039314	0.050582	0.13105	0.17807	0.39291	0.24006
Meth__cg02293044__GAS2L1	0.049892	0.034499	0.76205	0.063633	0.074442	0.055323	0.49429	0.5865	0.042724	0.050426	0.086557	0.046696	0.91737	0.056791	0.82855	0.07527	0.13675	0.060378	0.28089	0.031995	0.26409	0.3257	0.15572	0.12446	0.062683	0.04469	0.59418	0.14174	0.11058	0.074515	0.030167	0.036728	0.04585	0.040131	0.18286	0.037624	0.052821	0.040003
Meth__cg06792598__CD55	0.056034	0.061138	0.061992	0.068039	0.054772	0.44384	0.06623	0.089606	0.035449	0.053792	0.065696	0.048457	0.054099	0.096907	0.04177	0.060578	0.04928	0.04807	0.12817	0.053338	0.055494	0.057687	0.056416	0.064409	0.056104	0.086385	0.055733	0.078897	0.1152	0.063899	0.05053	0.057864	0.061282	0.054619	0.054811	0.046008	0.076619	0.055794
Meth__cg20520725__HIST1H2AE	0.68511	0.11475	0.18224	0.11202	0.072243	0.083722	0.40672	0.20978	0.13377	0.11934	0.10985	0.74732	0.087904	0.18634	0.054816	0.10384	0.072562	0.076255	0.22786	0.27517	0.11059	0.083731	0.094733	0.090101	0.80371	0.79344	0.10318	0.09652	0.14537	0.13671	0.066236	0.33466	0.09145	0.6394	0.5028	0.84664	0.21217	0.1065
Meth__cg26567442__PSMD6	0.37896	0.025686	0.028168	0.041378	0.031432	0.07178	0.040634	0.075684	0.033735	0.038635	0.032151	0.045398	0.094148	0.064346	0.028727	0.031922	0.03022	0.028601	0.054905	0.03355	0.022576	0.046643	0.030385	0.046345	0.026635	0.14394	0.035299	0.65149	0.062635	0.069091	0.021955	0.029621	0.03259	0.035856	0.034493	0.026185	0.05473	0.028925
Meth__cg13828839__FXYD6	0.10484	0.063816	0.45921	0.092644	0.061233	0.93566	0.10147	0.16322	0.060358	0.059855	0.077617	0.066675	0.037706	0.46493	0.059668	0.067318	0.063972	0.086148	0.11742	0.070266	0.057734	0.053102	0.10628	0.076507	0.083786	0.8702	0.087942	0.14421	0.47504	0.13167	0.055151	0.059771	0.071074	0.10026	0.065515	0.10614	0.11641	0.082894
Meth__cg25306927__VSNL1	0.02472	0.019799	0.025651	0.13798	0.055202	0.36181	0.87703	0.29063	0.03345	0.02845	0.02428	0.033241	0.033209	0.039474	0.39294	0.025833	0.029603	0.04308	0.038632	0.019798	0.16627	0.25172	0.15962	0.031827	0.33715	0.031766	0.74072	0.042586	0.43274	0.045003	0.025683	0.024779	0.016734	0.02613	0.024675	0.26638	0.043293	0.28544
Meth__cg08250444__EFNA1	0.034524	0.031093	0.03397	0.031325	0.024754	0.033912	0.032918	0.058015	0.024741	0.037883	0.041749	0.027633	0.033106	0.07748	0.016876	0.031551	0.03366	0.030028	0.091665	0.28558	0.024771	0.034869	0.039355	0.035618	0.023801	0.14234	0.040606	0.072453	0.063635	0.10045	0.034472	0.025688	0.028777	0.031215	0.026018	0.024207	0.055129	0.028882
Meth__cg16421285__SAE1	0.084534	0.080591	0.52182	0.06903	0.10279	0.32228	0.087193	0.50409	0.075213	0.13036	0.10172	0.17172	0.2931	0.15494	0.0556	0.11426	0.086527	0.17789	0.19099	0.52129	0.058433	0.086697	0.1852	0.20616	0.075654	0.15718	0.078452	0.16117	0.13225	0.053113	0.070514	0.1804	0.39705	0.11027	0.041633	0.11959	0.18538	0.11071
Meth__cg25059428__UBE1	0.54117	0.025433	0.0668	0.052915	0.051827	0.034008	0.064454	0.20642	0.049954	0.066803	0.0336	0.079334	0.049933	0.52106	0.032372	0.061027	0.043334	0.089968	0.41973	0.075762	0.048794	0.051951	0.04459	0.090727	0.43764	0.16568	0.38411	0.062269	0.32802	0.038613	0.028687	0.045048	0.021512	0.89615	0.68723	0.13159	0.053184	0.13326
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.057248	0.94094	0.050841	0.51928	0.035478	0.56395	0.89579	0.81763	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.037398	0.13781	0.046866	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.032434	0.029888	0.21323	0.089823	0.50705
