Cell lines	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM52PE	UACC812	ZR751	ZR75B
RS_G1108__HES2__HES2	3.9302	2.8301	3.7611	1.2035	3.2374	5.4767	3.773	0.79735	3.298	1.9966	3.1671	1.5783	7.0011	1.8801	3.2803	2.8103	3.2227	4.7428	3.3004	1.7809	1.2412	3.0231	1.9509	0.95994	1.9497	2.1743	2.2709
RS_G6452__GATA5__GATA5	4.94	1.3896	5.8865	0	0.8752	0	6.1074	0	0.092615	0	0	1.0026	0	0	0.36992	0.28951	4.6308	0.56404	0	3.0839	0.85482	0	0	4.124	6.5887	2.8352	0.27519
Meth__cg06637893__C16orf48	0.76789	0.83007	0.14203	0.56719	0.20603	0.51336	0.67248	0.93503	0.4846	0.11261	0.52631	0.49265	0.068762	0.13773	0.74805	0.72663	0.29086	0.19947	0.53457	0.074915	0.10079	0.42195	0.047046	0.14454	0.051441	0.053897	0.041848
Meth__cg01041367__TMEM70	0.033363	0.074522	0.04181	0.0483	0.062117	0.035783	0.061827	0.16228	0.30654	0.045708	0.11556	0.036313	0.1199	0.045567	0.052983	0.058231	0.10736	0.063377	0.19135	0.090152	0.077765	0.10123	0.051271	0.063212	0.059051	0.061492	0.056728
Meth__cg05465755__CKS2	0.023083	0.05143	0.017936	0.021442	0.042298	0.03771	0.021783	0.050136	0.045071	0.41755	0.029998	0.027581	0.094943	0.015662	0.014136	0.049516	0.023254	0.023822	0.085692	0.038142	0.065112	0.054876	0.022324	0.023217	0.028871	0.023537	0.028519
Meth__cg25549413__ZNF688	0.065381	0.068923	0.023931	0.036281	0.050576	0.12648	0.065167	0.097204	0.051621	0.033499	0.047893	0.06119	0.084874	0.047493	0.14815	0.068925	0.061319	0.071461	0.084952	0.05447	0.079946	0.058848	0.042742	0.033709	0.062363	0.062167	0.048442
Meth__cg15626350__ESR1	0.07743	0.097128	0.11194	0.58569	0.10393	0.92222	0.085668	0.67831	0.88983	0.197	0.76134	0.08036	0.26272	0.35854	0.44655	0.23673	0.069348	0.79459	0.86373	0.11172	0.26032	0.10278	0.06994	0.88737	0.074428	0.70664	0.67695
Meth__cg05276137__SLC2A4RG	0.034909	0.3953	0.12825	0.43517	0.049333	0.48328	0.58364	0.042484	0.4229	0.067861	0.32423	0.17435	0.6147	0.037098	0.099316	0.24685	0.05869	0.37641	0.17542	0.16654	0.2693	0.070423	0.035896	0.088376	0.09221	0.11122	0.08685
Meth__cg08731300__FZD8	0.058113	0.069987	0.034523	0.049404	0.073748	0.13046	0.044364	0.084406	0.29394	0.085885	0.043145	0.070617	0.13103	0.03551	0.037791	0.089521	0.042288	0.038402	0.087224	0.065231	0.29888	0.070305	0.043791	0.029889	0.036169	0.041464	0.056714
RS_G2255__SLC5A1__SLC5A1	0.18874	0	0	0	0	7.3973	0	3.7281	4.9666	0.1983	2.8481	0	6.8247	0	0	0	0.79107	3.7325	0	0.37256	0	0	0	0	0.14429	0	0.29703
Meth__cg09875273__ERBB2	0.015603	0.026686	0.039669	0.037077	0.040262	0.041044	0.080723	0.82974	0.026325	0.016197	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.038746	0.051511	0.062746	0.019489	0.023267	0.029278	0.053346	0.03228	0.019065	0.051128	0.050681
Meth__cg16315923__KIAA0195	0.040037	0.057765	0.042542	0.060448	0.05441	0.058369	0.058118	0.058684	0.083633	0.061894	0.062591	0.042686	0.090686	0.041579	0.061178	0.060986	0.052678	0.054294	0.37777	0.061235	0.082287	0.073835	0.050019	0.050285	0.058687	0.053957	0.062067
Meth__cg04197051__PIGM	0.022701	0.038433	0.018368	0.037103	0.033983	0.045988	0.042254	0.038907	0.050387	0.02132	0.027006	0.023703	0.080042	0.026993	0.052233	0.045894	0.032915	0.028959	0.074552	0.041072	0.2206	0.045283	0.03155	0.025672	0.039742	0.031726	0.034417
Meth__cg02717570__ANKRD13B	0.064552	0.083285	0.061408	0.050664	0.068337	0.073824	0.071508	0.081857	0.19111	0.048634	0.051343	0.064147	0.095453	0.064207	0.048625	0.086357	0.055592	0.060011	0.094151	0.06044	0.10035	0.060801	0.053765	0.047157	0.065514	0.058008	0.055154
Meth__cg01663968__CTSZ	0.042954	0.061075	0.73201	0.67571	0.059328	0.31116	0.36671	0.78695	0.10379	0.42341	0.65803	0.035074	0.11067	0.053656	0.94142	0.91087	0.14184	0.063647	0.072266	0.064281	0.28843	0.07678	0.057934	0.030465	0.042172	0.077066	0.05692
Meth__cg16899442__C16orf25	0.1244	0.095671	0.055504	0.66883	0.10853	0.49231	0.12109	0.47081	0.59193	0.44886	0.48048	0.31335	0.20298	0.5165	0.429	0.15521	0.093301	0.1138	0.4214	0.20077	0.14596	0.14462	0.16291	0.25579	0.088903	0.30476	0.076523
Meth__cg06073471__FAM55C	0.036062	0.089176	0.63421	0.029712	0.037169	0.029649	0.041905	0.034207	0.092386	0.033955	0.044374	0.050675	0.04114	0.029734	0.045611	0.032717	0.060319	0.035138	0.16039	0.051098	0.097286	0.081574	0.02397	0.35068	0.058747	0.83445	0.95488
Meth__cg03790207__PEX6	0.038908	0.047011	0.50284	0.030555	0.04168	0.53936	0.036792	0.046735	0.59863	0.62321	0.039558	0.032183	0.066998	0.036271	0.76001	0.62152	0.067764	0.032092	0.060757	0.4393	0.077907	0.087373	0.030083	0.021943	0.07785	0.040933	0.033341
Meth__cg07038887__BLMH	0.031825	0.088872	0.024319	0.035491	0.056216	0.10456	0.051502	0.048534	0.071635	0.30433	0.037984	0.026928	0.096362	0.031252	0.03985	0.056679	0.040141	0.61776	0.12369	0.038661	0.79848	0.048213	0.036176	0.66729	0.040471	0.045296	0.043693
Meth__cg25875213__FLJ37549	0.035102	0.044841	0.34232	0.034496	0.46176	0.98221	0.037588	0.96245	0.83146	0.98729	0.9339	0.36096	0.098511	0.34612	0.97253	0.94684	0.060327	0.97546	0.94016	0.035543	0.11789	0.056223	0.031253	0.94791	0.43883	0.96392	0.91915
Meth__cg14795305__SMARCD3	0.15706	0.87412	0.034363	0.5663	0.68426	0.81642	0.068247	0.41143	0.40233	0.091407	0.19293	0.1814	0.054374	0.052589	0.78699	0.29981	0.055284	0.061283	0.41845	0.4801	0.13013	0.077265	0.056176	0.26432	0.076974	0.085488	0.16132
Meth__cg23499129__MGC35308	0.045932	0.12326	0.27734	0.88508	0.84744	0.68312	0.56578	0.95797	0.36426	0.066817	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.16999	0.61327	0.74105	0.067702	0.9095	0.050177	0.077898	0.82258	0.073425	0.069667	0.065076
RS_G22652__SERPINB3__SERPINB3	0.25379	0	0	0	0	0	0	0.82008	7.064	0	0.7401	0	9.5735	0	0	0	0	1.0359	0	0	0	0	0	0	0	0	0
Meth__cg05076631__PGF	0.10754	0.6165	0.11186	0.95987	0.66404	0.098927	0.11871	0.078992	0.10768	0.086462	0.084398	0.068072	0.095813	0.061426	0.28147	0.07119	0.20663	0.1282	0.13569	0.091017	0.75111	0.1153	0.090111	0.11445	0.746	0.52134	0.50808
Meth__cg25999015__ZNF575	0.057534	0.51165	0.047996	0.1191	0.054925	0.12637	0.048811	0.10703	0.34057	0.1412	0.28122	0.15931	0.13289	0.041273	0.087676	0.093458	0.047048	0.11258	0.38205	0.062744	0.078441	0.18244	0.048097	0.04682	0.061194	0.059189	0.097953
Meth__cg03046445__BHLHB3	0.1373	0.087394	0.31591	0.059842	0.3974	0.49079	0.048805	0.1029	0.1309	0.14037	0.80998	0.050072	0.080779	0.047302	0.17109	0.10812	0.87728	0.067536	0.11092	0.089826	0.10671	0.3161	0.27524	0.9034	0.19048	0.46626	0.6889
Meth__cg08321346__ANKMY1	0.0278	0.80146	0.02188	0.97137	0.030187	0.028023	0.48814	0.47002	0.93822	0.011517	0.76504	0.034684	0.074667	0.76161	0.39136	0.30339	0.021681	0.029242	0.91121	0.85949	0.14345	0.049684	0.027972	0.8778	0.051273	0.020868	0.028769
Meth__cg13666729__ZBTB8	0.032991	0.20949	0.036817	0.16847	0.1509	0.57617	0.040586	0.13793	0.51507	0.88179	0.029921	0.25433	0.12495	0.38019	0.46153	0.35253	0.041457	0.031084	0.88812	0.69195	0.84013	0.074698	0.030012	0.41199	0.054534	0.033949	0.086032
RS_G9455__FEZ1__FEZ1	0.25622	0.88065	0	0	0	2.4745	0.6851	2.2646	2.9029	0.89921	1.0831	3.6465	0.13447	2.796	4.9761	4.7184	0	0	0	0.33508	0	0	1.2689	0	0.66453	0.95527	1.079
Meth__cg23833896__CLN8	0.089876	0.29547	0.12676	0.070832	0.11308	0.25701	0.50607	0.097122	0.26904	0.26302	0.066482	0.15961	0.37749	0.043893	0.21327	0.23805	0.1405	0.087591	0.25117	0.19124	0.27524	0.13077	0.057277	0.13968	0.089213	0.081136	0.097148
Meth__cg05937453__SFRP5	0.063591	0.96048	0.10017	0.7734	0.60312	0.64996	0.31993	0.94842	0.91016	0.048957	0.48548	0.059446	0.09914	0.034598	0.95409	0.94144	0.25404	0.90737	0.92427	0.7371	0.93626	0.14028	0.059205	0.55873	0.811	0.51204	0.17832
Meth__cg10604168__RASL12	0.12718	0.92162	0.047391	0.87279	0.75716	0.9095	0.059181	0.61405	0.8863	0.13675	0.90925	0.05765	0.16152	0.2305	0.61525	0.53251	0.042253	0.48407	0.83201	0.22578	0.86338	0.14557	0.39685	0.83815	0.050525	0.47934	0.7008
Meth__cg11262815__CACNA1G	0.056209	0.28519	0.08788	0.1288	0.14564	0.27805	0.053037	0.44398	0.33091	0.26311	0.058082	0.03946	0.13449	0.039083	0.37765	0.72037	0.09402	0.83005	0.75535	0.075605	0.39922	0.12736	0.036129	0.12301	0.37002	0.21061	0.065138
Meth__cg06273903__UBE2A	0.030473	0.047102	0.045873	0.037544	0.041673	0.38992	0.03372	0.027048	0.067118	0.042894	0.12098	0.054444	0.080298	0.033988	0.023673	0.036364	0.53436	0.20599	0.104	0.037425	0.3778	0.05552	0.27793	0.22191	0.59511	0.2433	0.03804
Meth__cg18003791__GABRA3	0.11394	0.34629	0.083447	0.059067	0.52851	0.14035	0.30232	0.42466	0.61745	0.19346	0.48497	0.10708	0.16676	0.27844	0.13357	0.10994	0.060066	0.058182	0.78634	0.10704	0.49972	0.18336	0.35732	0.070444	0.047548	0.24855	0.45916
Meth__cg14854487__LAMP2	0.031949	0.042164	0.22737	0.025042	0.045858	0.32788	0.026675	0.052853	0.06892	0.028251	0.063562	0.59922	0.11665	0.035661	0.025168	0.034539	0.55786	0.50421	0.067828	0.046999	0.52416	0.075761	0.57047	0.19151	0.65888	0.053454	0.031216
Meth__cg01930621__ZNF649	0.062923	0.066214	0.055661	0.063516	0.51117	0.82403	0.069686	0.087054	0.16467	0.029708	0.078435	0.069829	0.070428	0.064492	0.62752	0.37482	0.070644	0.052398	0.2836	0.070967	0.12698	0.1254	0.06063	0.073425	0.056845	0.059663	0.091671
Meth__cg24646710__FLJ23191	0.026227	0.10223	0.024589	0.032536	0.21923	0.059717	0.02856	0.043528	0.39525	0.022242	0.045646	0.11811	0.065097	0.03022	0.3677	0.27719	0.068437	0.12623	0.064898	0.66079	0.32252	0.032687	0.033474	0.069051	0.034246	0.036126	0.028125
Meth__cg05989054__GAMT	0.096064	0.094304	0.066947	0.938	0.092937	0.97686	0.056482	0.78996	0.61074	0.036516	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.058247	0.14859	0.89647	0.14617	0.061819	0.13506	0.49665	0.057638	0.061422	0.064756	0.054482
Meth__cg00618396__VBP1	0.021061	0.036582	0.21379	0.023087	0.040767	0.30721	0.027062	0.025896	0.035132	0.020584	0.4088	0.47096	0.05766	0.027691	0.026583	0.022186	0.44235	0.55473	0.050611	0.029	0.23467	0.067253	0.11816	0.15077	0.69388	0.27368	0.034489
RS_G2317__APOL1__APOL1	3.5227	1.1643	3.4552	1.3012	1.7057	1.6865	3.9666	2.1987	5.1321	3.1321	2.7101	1.9318	9.1905	3.9423	2.3652	1.4636	7.2779	3.1483	5.25	5.4197	1.4483	1.1195	0.95525	2.5759	3.0261	1.8619	1.1437
Meth__cg18380975__C6orf1	0.048356	0.053366	0.046387	0.039701	0.072153	0.068258	0.049084	0.063368	0.075109	0.031444	0.037296	0.034606	0.18725	0.030581	0.050579	0.05906	0.05824	0.054127	0.082203	0.066355	0.098345	0.05383	0.037661	0.034611	0.043288	0.046576	0.052354
Meth__cg00704310__KCTD15	0.035398	0.04511	0.037907	0.034323	0.051602	0.038389	0.043203	0.047461	0.062084	0.041051	0.039738	0.04907	0.091206	0.050407	0.033935	0.042922	0.037109	0.0315	0.74817	0.046378	0.065779	0.085656	0.039369	0.029401	0.039596	0.03419	0.040221
RS_G12908__CPT1C__CPT1C	3.5784	0	2.7437	7.4381	0.43105	4.8268	2.5356	0	0.81333	1.3836	1.0342	0.67375	0.88718	3.7559	1.5574	2.7702	1.3798	4.9879	5.9182	0.24982	0.58011	2.3699	7.1905	3.0118	0.85989	6.2814	7.1736
Meth__cg23771929__FREQ	0.67721	0.72014	0.23725	0.2707	0.2827	0.9309	0.22471	0.32983	0.6463	0.08466	0.11203	0.33966	0.053149	0.40168	0.35733	0.39709	0.23228	0.16752	0.81405	0.59701	0.11981	0.521	0.036389	0.27897	0.044421	0.045052	0.044199
Meth__cg09867835__GLP1R	0.10312	0.86711	0.63697	0.13408	0.65337	0.19233	0.82283	0.72702	0.60813	0.098182	0.40053	0.09669	0.12185	0.085549	0.54435	0.36926	0.67857	0.4987	0.21352	0.45995	0.08486	0.095833	0.10138	0.46237	0.44269	0.12394	0.2224
RS_G5137__PCDHB8__PCDHB8	0	0.40791	0.19959	1.1122	0.29489	0	1.5596	0.8932	0.92476	2.3469	0.75205	1.2825	3.5918	3.0537	5.0151	3.7676	2.0712	4.0203	0.57331	2.9026	0.48847	0	4.5919	0.21773	0.99402	0.27829	1.5526
Meth__cg19287277__RKHD3	0.046629	0.041917	0.032708	0.030901	0.041719	0.05716	0.036769	0.04414	0.085042	0.048675	0.035201	0.044382	0.12675	0.035203	0.037489	0.040886	0.033609	0.069266	0.64304	0.045497	0.11492	0.063793	0.038236	0.034161	0.039091	0.035306	0.03613
Meth__cg04941721__EREG	0.46811	0.91797	0.5393	0.67003	0.66268	0.96923	0.054711	0.85909	0.84721	0.72442	0.771	0.046959	0.054205	0.27436	0.67625	0.8765	0.94669	0.95751	0.058011	0.72758	0.42386	0.063035	0.041262	0.66841	0.15938	0.80307	0.66823
RS_G21732__AL136362.10__AL136362.10	1.379	2.4086	2.3687	6.8619	2.9602	8.6421	5.6378	2.8629	3.0449	3.3737	4.9523	3.5242	4.687	7.4838	1.6056	2.2294	4.1893	2.5963	5.016	2.5979	2.9509	1.0728	4.8527	2.0514	2.6182	1.9024	2.0164
Meth__cg16419345__ACOX1	0.047705	0.42393	0.14123	0.050606	0.074853	0.027969	0.6081	0.047019	0.11817	0.95028	0.065397	0.031589	0.047913	0.046763	0.10795	0.16112	0.28847	0.10129	0.18301	0.65723	0.12914	0.077499	0.025952	0.035521	0.10202	0.042196	0.0448
Meth__cg14409941__ADAMTS2	0.032123	0.038249	0.031036	0.22597	0.81407	0.33908	0.053343	0.16776	0.33071	0.071525	0.032795	0.029032	0.095328	0.03091	0.93831	0.94281	0.90534	0.96161	0.88275	0.52219	0.91943	0.051305	0.030017	0.25959	0.10587	0.035239	0.039681
Meth__cg06290168__C12orf24	0.030407	0.21389	0.023685	0.036879	0.070403	0.040558	0.023242	0.097316	0.067054	0.014515	0.01591	0.035817	0.13866	0.024011	0.03491	0.099148	0.03073	0.032461	0.04507	0.060263	0.090607	0.028385	0.024664	0.018647	0.02965	0.029109	0.033085
Meth__cg13984181__ABHD7	0.1565	0.10679	0.064862	0.7681	0.077953	0.077227	0.063476	0.45792	0.45614	0.053061	0.042624	0.089501	0.23477	0.23466	0.077034	0.08454	0.41312	0.064634	0.067478	0.075869	0.6057	0.14266	0.11093	0.86291	0.062032	0.070289	0.65403
RS_G13254__IRX1__IRX1	0	0	0	0	0	9.066	0	0.24446	0.25437	0	3.6235	3.7902	0	0.86673	0	0.14025	0	0	0	0	0	0	0	0	0	0	0
Meth__cg17892556__ZNF625	0.068908	0.05428	0.055138	0.048723	0.06849	0.97414	0.090319	0.98024	0.93785	0.036995	0.97837	0.043888	0.29104	0.053163	0.9766	0.53842	0.051926	0.13597	0.8928	0.056029	0.95721	0.30125	0.046484	0.89966	0.047695	0.057011	0.45759
Meth__cg24874111__ZNF562	0.036823	0.035961	0.027493	0.025637	0.036724	0.70292	0.038299	0.035371	0.052083	0.023241	0.28928	0.024151	0.053175	0.027617	0.046418	0.045115	0.036151	0.028145	0.087941	0.030487	0.051607	0.040301	0.033343	0.026868	0.033165	0.03269	0.040343
Meth__cg24530795__FAM109A	0.031058	0.59718	0.14687	0.041118	0.51464	0.14188	0.21908	0.051428	0.27462	0.090531	0.080627	0.031728	0.070562	0.033762	0.16776	0.36138	0.17179	0.13562	0.061208	0.2382	0.046833	0.074235	0.041402	0.33839	0.12085	0.10674	0.16562
Meth__cg12506373__CAD	0.053796	0.047999	0.05008	0.032399	0.04772	0.036589	0.14568	0.090438	0.073631	0.040984	0.041142	0.036526	0.067015	0.043329	0.05518	0.055392	0.043144	0.054574	0.060098	0.62477	0.074643	0.097434	0.036185	0.049075	0.044603	0.042862	0.036091
Meth__cg10313675__C1orf74	0.022203	0.024879	0.021088	0.022099	0.037596	0.03345	0.040129	0.020901	0.037967	0.36981	0.024286	0.029246	0.83709	0.028419	0.026741	0.029393	0.029871	0.030775	0.044454	0.027605	0.044062	0.030037	0.025942	0.025696	0.030815	0.025632	0.023049
Meth__cg18630040__PLA2G7	0.027183	0.20499	0.027268	0.98021	0.97766	0.049739	0.034051	0.054795	0.90862	0.97066	0.52333	0.035396	0.074531	0.41194	0.98758	0.98085	0.11719	0.072602	0.93275	0.97933	0.91843	0.080811	0.025052	0.96158	0.69738	0.044194	0.04144
Meth__cg07295678__DPYSL4	0.023013	0.28479	0.31791	0.5243	0.95402	0.62888	0.90554	0.040798	0.77722	0.89264	0.034687	0.02893	0.091618	0.026716	0.015018	0.028171	0.023436	0.027021	0.93684	0.95248	0.925	0.037841	0.023287	0.01772	0.026486	0.129	0.2232
RS_G5529__G0S2__G0S2	0.48117	0	0	0	0	0	1.1623	5.0443	0	0	0	2.0825	2.064	7.3596	2.6929	0	0	0.44356	8.7926	1.026	0	0	0	0	0.37622	0	0
Meth__cg09754413__RNF182	0.078875	0.38098	0.13669	0.043119	0.81428	0.10896	0.13314	0.54797	0.64177	0.47783	0.34766	0.052158	0.11597	0.42179	0.70165	0.70021	0.87644	0.75151	0.3453	0.2409	0.66826	0.17378	0.05675	0.8306	0.083261	0.27329	0.20727
RS_G7670__DDX60__DDX60	0.32032	2.7237	6.0772	1.8134	2.4436	2.2916	2.325	7.7036	3.5657	4.5014	1.0877	3.1529	7.8636	1.6225	1.3036	1.3175	5.3043	0.698	3.1707	0.73398	0.62401	0	0.73295	2.1658	1.3425	1.1743	0.43139
Meth__cg14592099__PCDHB13	0.031692	0.83858	0.024439	0.41555	0.3397	0.8628	0.06088	0.52474	0.43908	0.71543	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.68808	0.60188	0.077865	0.45489	0.3187	0.099615	0.098111	0.10903	0.19962	0.18653	0.34402
RS_G19176__ITGBL1__ITGBL1	0	0	0	0.20264	0	4.0493	0.28041	0	0.1923	0.54398	0	6.5539	0.69579	6.9503	0	0.29988	0	3.9306	6.4769	0.052559	0	0	6.6087	0	0	0	0
Meth__cg00902195__SYT10	0.012566	0.55217	0.012629	0.88688	0.9653	0.98001	0.040163	0.96846	0.23776	0.96432	0.011165	0.10545	0.054748	0.13846	0.3949	0.37723	0.1906	0.01975	0.90213	0.72947	0.8825	0.025776	0.020788	0.67307	0.63684	0.014339	0.015449
Meth__cg01072821__UNQ9391	0.037627	0.057255	0.036846	0.028713	0.049521	0.74107	0.05224	0.5627	0.1317	0.045304	0.078212	0.10382	0.10046	0.02522	0.21995	0.44339	0.039353	0.667	0.21163	0.055201	0.069619	0.052971	0.033697	0.048738	0.61233	0.19734	0.2312
Meth__cg06659128__TMLHE	0.18596	0.059871	0.2368	0.048365	0.42966	0.55131	0.047611	0.051343	0.073135	0.23238	0.066249	0.32084	0.083865	0.044344	0.038144	0.052428	0.22536	0.44761	0.27706	0.28572	0.30655	0.14783	0.056996	0.52212	0.47992	0.51227	0.47187
Meth__cg10539418__CCND1	0.038241	0.048565	0.031912	0.041725	0.041545	0.15595	0.034213	0.4125	0.093065	0.2585	0.067417	0.035272	0.096155	0.025283	0.035901	0.055669	0.1442	0.09173	0.057379	0.041964	0.0859	0.095085	0.028953	0.024718	0.037562	0.046423	0.04329
Meth__cg09275137__CXorf12	0.057975	0.088453	0.063064	0.049946	0.078996	0.085612	0.05857	0.068686	0.078053	0.045219	0.33025	0.060933	0.13866	0.090909	0.054941	0.066007	0.084147	0.061551	0.13344	0.058409	0.24018	0.068503	0.046582	0.057457	0.062241	0.05689	0.067335
Meth__cg09637363__CCND1	0.063358	0.15303	0.076728	0.87259	0.085539	0.68227	0.13425	0.57933	0.45041	0.12935	0.66137	0.33031	0.14023	0.31323	0.43333	0.15962	0.079203	0.32142	0.21876	0.1339	0.12074	0.11749	0.85268	0.087831	0.33639	0.10812	0.066272
Meth__cg07525077__RNASE3	0.071873	0.82477	0.49857	0.12416	0.19661	0.82432	0.23729	0.53235	0.27284	0.0867	0.17081	0.14559	0.13533	0.14781	0.37266	0.1418	0.54208	0.7838	0.11444	0.29505	0.26944	0.12609	0.1002	0.07377	0.09771	0.37215	0.1718
RS_G8867__TM4SF19__TM4SF19	0	1.7121	1.2061	1.4021	0.82399	4.2581	1.0244	0.22523	3.7259	0	1.5527	2.3795	3.6887	2.0732	0.4553	1.6893	1.6472	2.016	7.2146	1.4234	0.74831	0	2.859	1.1632	1.6337	0	0.63044
Meth__cg14042128__CHMP2A	0.048814	0.064531	0.041207	0.044136	0.050613	0.048843	0.04962	0.10959	0.076659	0.040698	0.077226	0.05696	0.41079	0.047403	0.521	0.51646	0.058824	0.047935	0.10624	0.057916	0.099958	0.04931	0.068397	0.040947	0.057668	0.05024	0.051324
Meth__cg12893143__UNC5A	0.064418	0.057515	0.055671	0.044033	0.050821	0.1188	0.03496	0.16301	0.40536	0.039799	0.056076	0.043385	0.10245	0.029851	0.096841	0.084873	0.031002	0.056204	0.7705	0.079241	0.075725	0.092939	0.037183	0.038958	0.057135	0.066536	0.053091
Meth__cg04784672__LRFN5	0.023474	0.032396	0.023618	0.66062	0.75786	0.93455	0.28292	0.95922	0.7639	0.97893	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.95224	0.8719	0.028117	0.57157	0.042121	0.025892	0.52875	0.71244	0.80176	0.52011
Meth__cg12513308__CKLF	0.052853	0.06567	0.047028	0.048937	0.053774	0.050845	0.063991	0.053773	0.068617	0.033656	0.048299	0.039019	0.093949	0.04274	0.50098	0.07091	0.048486	0.033854	0.10404	0.062286	0.086278	0.062556	0.037359	0.043629	0.049686	0.046741	0.051343
Meth__cg18272264__CACNB4	0.14819	0.19595	0.29152	0.44791	0.45293	0.34382	0.23459	0.43226	0.43681	0.045449	0.08368	0.29208	0.33548	0.043655	0.53294	0.38104	0.5811	0.10702	0.097293	0.095511	0.79856	0.13055	0.098685	0.84877	0.42095	0.4308	0.49963
