Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg18565355__RBM35A	0.053114	0.06417	0.058305	0.04936	0.045203	0.89511	0.049756	0.042357	0.055787	0.052689	0.050598	0.089882	0.10983	0.05262	0.053972	0.68863	0.11547	0.56503	0.057271	0.051508	0.89147	0.74396	0.053287	0.09179	0.072782	0.12594	0.83076	0.041838	0.86879	0.045734	0.039021	0.054825	0.048901	0.045585	0.050395
Meth__cg02148711__ATRX	0.59868	0.04127	0.12042	0.05956	0.25479	0.038053	0.05975	0.47677	0.46243	0.66728	0.071099	0.0655	0.065831	0.33414	0.52015	0.40862	0.28707	0.048064	0.10156	0.049882	0.029832	0.16096	0.056411	0.42226	0.33269	0.3536	0.071868	0.049535	0.66179	0.035217	0.31698	0.17209	0.58708	0.37117	0.049741
Meth__cg13510262__SP1	0.059741	0.059342	0.070229	0.051212	0.047329	0.063469	0.058695	0.68717	0.057433	0.05712	0.048887	0.047702	0.097192	0.069072	0.052644	0.054603	0.078738	0.060032	0.07558	0.068846	0.060869	0.082902	0.051659	0.087511	0.097415	0.06513	0.055882	0.063633	0.060653	0.054929	0.048157	0.078708	0.06635	0.060366	0.061925
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.22493	0.31197	0.43667	0.071429	0.38733	0.065115	0.078641	0.093887	0.11354	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg07499072__FST	0.57022	0.51072	0.41828	0.47527	0.13749	0.049124	0.7538	0.042225	0.051983	0.39647	0.59998	0.089083	0.093037	0.063842	0.053862	0.12486	0.085899	0.073934	0.86134	0.82915	0.049879	0.059233	0.062082	0.075564	0.66973	0.38456	0.052701	0.064111	0.39906	0.037757	0.70046	0.44777	0.26777	0.10134	0.25794
Meth__cg16029957__QPCT	0.06882	0.22599	0.91428	0.42365	0.18334	0.28956	0.22688	0.42959	0.1136	0.099585	0.89365	0.41627	0.8442	0.12807	0.88251	0.51268	0.13284	0.092934	0.27199	0.26918	0.27028	0.1471	0.33314	0.13041	0.65477	0.20461	0.10096	0.083656	0.084521	0.090431	0.78951	0.31003	0.072693	0.19326	0.13049
Meth__cg14430111__TM7SF2	0.060894	0.022593	0.039456	0.028369	0.038005	0.026552	0.048356	0.033433	0.21539	0.038328	0.93217	0.019697	0.063696	0.19727	0.025745	0.27756	0.55914	0.41594	0.031608	0.038592	0.94155	0.093448	0.046493	0.054294	0.054024	0.059319	0.035785	0.028795	0.041822	0.96425	0.038909	0.071506	0.035951	0.039479	0.04268
Meth__cg18490846__C17orf73	0.028151	0.031281	0.47601	0.13664	0.15169	0.32115	0.035699	0.46022	0.49084	0.30968	0.45751	0.070695	0.11874	0.32512	0.24413	0.75483	0.050086	0.047859	0.48186	0.24246	0.6792	0.20263	0.27494	0.049987	0.13027	0.08817	0.16251	0.050326	0.068589	0.067448	0.033795	0.10971	0.31435	0.10976	0.071334
SNP__LCE3B	-1.958	0.495	-2.398	-0.129	-2.13	0.134	-1.961	-2.008	-1.872	0.015	1.19	-0.503	-1.825	0.754	-0.518	0.206	0.277	-0.064	-2.123	-1.955	0.833	-0.582	-0.172	0.716	-1.643	0.268	-0.255	-0.111	0	-2.222	0.291	-1.976	-1.915	-2.744	-2.627
Meth__cg08748415__CLIC5	0.077865	0.10279	0.52843	0.21641	0.087798	0.5706	0.13846	0.42255	0.087003	0.085617	0.26484	0.10296	0.11466	0.091442	0.58275	0.082524	0.12249	0.11024	0.14439	0.14963	0.1358	0.16447	0.11033	0.14903	0.17811	0.1172	0.10955	0.093793	0.087837	0.13191	0.25531	0.12313	0.084324	0.12881	0.099344
Meth__cg20247048__FLJ32065	0.20001	0.069185	0.3483	0.38722	0.12153	0.6686	0.071377	0.22124	0.61531	0.085534	0.097374	0.5395	0.48702	0.51287	0.85575	0.32148	0.1947	0.10307	0.18083	0.13163	0.22573	0.13475	0.18017	0.14749	0.25194	0.13592	0.056612	0.049794	0.23382	0.076809	0.040754	0.14838	0.069657	0.06245	0.057063
Meth__cg01311285__SPATA4	0.060447	0.047954	0.089201	0.086724	0.057211	0.049278	0.066627	0.035131	0.051477	0.047176	0.082493	0.050862	0.11538	0.27911	0.051236	0.073351	0.15142	0.056585	0.042398	0.056693	0.092332	0.10006	0.043407	0.07291	0.084553	0.07379	0.048944	0.045404	0.06052	0.053871	0.57947	0.081393	0.053221	0.05811	0.057309
Meth__cg16372520__NRXN3	0.55083	0.081887	0.11857	0.72632	0.42532	0.088629	0.082537	0.072677	0.071125	0.087107	0.16405	0.17063	0.1666	0.056993	0.06429	0.044681	0.087323	0.13539	0.046332	0.079712	0.064186	0.089945	0.094039	0.14521	0.18879	0.080154	0.065153	0.10187	0.05295	0.050308	0.14425	0.063037	0.099425	0.19954	0.12073
Meth__cg15120925__RASAL1	0.096519	0.076072	0.34546	0.73016	0.10707	0.51689	0.1354	0.16998	0.10154	0.1193	0.48012	0.10672	0.55055	0.10162	0.12749	0.51158	0.10799	0.084359	0.078361	0.1062	0.13863	0.62596	0.1707	0.19447	0.14372	0.13009	0.095874	0.079009	0.10163	0.064143	0.43534	0.12291	0.096125	0.090528	0.096241
Meth__cg27187881__NAGA	0.059303	0.13654	0.13292	0.4912	0.083611	0.10584	0.14619	0.055879	0.45978	0.12021	0.070707	0.28583	0.085212	0.32769	0.11217	0.089425	0.11448	0.1358	0.10977	0.077294	0.22616	0.198	0.27005	0.17667	0.098533	0.17041	0.057136	0.45971	0.076994	0.088078	0.059252	0.11887	0.065573	0.070415	0.057145
Meth__cg00105253__NUDT14	0.051858	0.050274	0.048915	0.18876	0.044749	0.072745	0.052332	0.033378	0.053236	0.078517	0.041672	0.26043	0.042673	0.052408	0.048154	0.044478	0.083333	0.032647	0.038572	0.055229	0.048796	0.060703	0.10507	0.04577	0.070536	0.075732	0.044124	0.035238	0.045977	0.054337	0.070107	0.032022	0.061714	0.043568	0.046191
Meth__cg03693601__SHCBP1	0.024451	0.011813	0.015312	0.014644	0.020828	0.013356	0.021213	0.016295	0.013352	0.01976	0.019898	0.014263	0.033929	0.015568	0.012816	0.014535	0.021418	0.01591	0.013953	0.018194	0.023001	0.027121	0.019158	0.028769	0.10436	0.036153	0.011679	0.017401	0.013628	0.012227	0.0094229	0.12653	0.017399	0.01888	0.021801
Meth__cg17345480__SPPL3	0.053196	0.078066	0.3816	0.11973	0.13251	0.085106	0.091727	0.066082	0.4749	0.080278	0.099898	0.48452	0.32185	0.43245	0.11413	0.06606	0.25609	0.47561	0.071011	0.089898	0.115	0.12405	0.070458	0.093686	0.13637	0.16923	0.066223	0.060994	0.058386	0.061561	0.076463	0.088125	0.096135	0.11241	0.10041
Meth__cg01805540__CACNB2	0.032936	0.02738	0.97094	0.9699	0.01655	0.028852	0.51156	0.5614	0.017973	0.046834	0.62556	0.10517	0.72104	0.17035	0.03808	0.021279	0.063798	0.056028	0.026081	0.35864	0.035203	0.95892	0.89087	0.16906	0.93058	0.051593	0.031119	0.016968	0.022716	0.023219	0.97042	0.1059	0.02946	0.025316	0.02553
Meth__cg23736819__LOC115648	0.095127	0.38207	0.091968	0.17536	0.13854	0.066759	0.93023	0.94201	0.091487	0.080875	0.1414	0.1614	0.17739	0.12037	0.09912	0.14015	0.1822	0.074194	0.44372	0.11088	0.098056	0.23149	0.14996	0.23837	0.16985	0.33228	0.084142	0.091939	0.18723	0.12536	0.23408	0.17247	0.14261	0.14021	0.15335
Meth__cg18119529__ZNF114	0.070917	0.049987	0.45479	0.094556	0.10807	0.69668	0.11065	0.074288	0.040598	0.099856	0.083168	0.36121	0.58869	0.064284	0.74461	0.58691	0.14595	0.051633	0.058117	0.073065	0.094043	0.84345	0.46916	0.083762	0.14877	0.12454	0.068989	0.053869	0.069726	0.057618	0.69424	0.14549	0.070223	0.065871	0.069925
Meth__cg20312687__DEFB118	0.69875	0.099957	0.077001	0.073784	0.055889	0.051616	0.13144	0.31776	0.052179	0.1017	0.22018	0.66003	0.40449	0.083401	0.15459	0.04783	0.085422	0.066125	0.081412	0.088357	0.11777	0.15153	0.10678	0.11321	0.10077	0.13382	0.058966	0.072968	0.10382	0.081348	0.1562	0.08962	0.11317	0.21811	0.27732
Meth__cg19072037__NAT10	0.0186	0.015408	0.02535	0.018854	0.022291	0.022081	0.021414	0.011107	0.31185	0.021539	0.017964	0.029885	0.048581	0.20768	0.012417	0.017375	0.057756	0.0168	0.014962	0.021878	0.022143	0.046863	0.024574	0.01553	0.043156	0.021902	0.01958	0.015885	0.015676	0.015282	0.017389	0.077195	0.020175	0.021264	0.020776
Meth__cg01429321__LOX	0.037872	0.054414	0.70921	0.033797	0.032972	0.024376	0.43344	0.03881	0.031003	0.042597	0.031616	0.038053	0.17407	0.036943	0.03586	0.02249	0.031156	0.022076	0.051279	0.035426	0.03715	0.047557	0.032105	0.04879	0.055735	0.049914	0.031989	0.028759	0.024624	0.025729	0.82627	0.059624	0.027271	0.041422	0.54631
Meth__cg15014458__LYPD3	0.022762	0.015946	0.02478	0.0206	0.044169	0.9626	0.028331	0.02388	0.022456	0.018656	0.10169	0.042575	0.024098	0.019666	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.29879	0.85454	0.021726	0.038514	0.07516	0.03547	0.86683	0.020285	0.024045	0.019013	0.016825	0.035497	0.024875	0.020836	0.020043
Meth__cg22338307__TPRKB	0.54312	0.066737	0.058756	0.33324	0.82618	0.53138	0.39876	0.23583	0.20426	0.13002	0.69906	0.14401	0.31608	0.19154	0.05441	0.059604	0.092103	0.077684	0.36475	0.060606	0.061381	0.75869	0.0702	0.14374	0.31112	0.22019	0.055256	0.087781	0.18336	0.05992	0.040685	0.102	0.055746	0.16615	0.07625
SNP__ODF4	-0.021	-0.166	0.165	-0.156	-0.362	0.458	-0.517	0.038	-0.205	-5.279	-0.028	-0.128	-0.227	-0.019	-0.08	-0.412	-4.569	-4.154	-0.429	-0.199	0.193	0.103	-0.212	-0.317	-0.61	-0.217	-0.182	0.164	-0.556	-0.366	-3.845	-0.307	-0.299	-3.855	-4.116
Meth__cg19205533__RERG	0.080034	0.071619	0.90054	0.10324	0.076179	0.085362	0.089159	0.15633	0.059321	0.083291	0.87919	0.078553	0.28746	0.086627	0.83954	0.90528	0.10852	0.89972	0.08536	0.089117	0.88604	0.85054	0.087799	0.077937	0.2185	0.13651	0.63223	0.87596	0.87032	0.076277	0.69639	0.1022	0.089982	0.082123	0.089522
Meth__cg24770649__KIAA1539	0.052142	0.056063	0.057661	0.37885	0.049624	0.047844	0.058857	0.04205	0.065546	0.058435	0.05259	0.066278	0.091285	0.076043	0.04949	0.0429	0.039567	0.052286	0.041668	0.041218	0.056223	0.059359	0.063115	0.07503	0.074984	0.070331	0.039794	0.06665	0.32276	0.04818	0.051801	0.041515	0.058949	0.058283	0.081848
Meth__cg20098887__RAB32	0.047053	0.036009	0.48234	0.049393	0.047964	0.12618	0.068187	0.030681	0.048697	0.053963	0.065091	0.040348	0.16177	0.28854	0.063343	0.03803	0.18564	0.48225	0.041954	0.056122	0.065206	0.10183	0.12463	0.06729	0.59699	0.10451	0.034519	0.045659	0.048641	0.06684	0.04922	0.078421	0.046895	0.059258	0.050608
Meth__cg23188547__CDC6	0.036233	0.034139	0.059211	0.079664	0.03191	0.077016	0.046542	0.17391	0.10176	0.079587	0.04885	0.34936	0.097653	0.080106	0.038057	0.16336	0.067368	0.044665	0.03343	0.11031	0.042064	0.10219	0.040303	0.077451	0.065544	0.029046	0.037251	0.043568	0.036772	0.049899	0.039283	0.086465	0.03158	0.048145	0.04126
Meth__cg26747293__FLJ39155	0.047583	0.036226	0.29392	0.039429	0.059729	0.64608	0.065078	0.048838	0.039361	0.056845	0.064938	0.041424	0.91231	0.033127	0.052674	0.056704	0.053405	0.026578	0.056442	0.051022	0.036438	0.86631	0.047022	0.10077	0.90899	0.053195	0.077631	0.090499	0.08785	0.044268	0.22936	0.084332	0.088099	0.066804	0.093961
Meth__cg08074477__TNS4	0.021748	0.020685	0.046259	0.59635	0.35348	0.70967	0.031675	0.047032	0.6083	0.17751	0.76686	0.046889	0.055176	0.50543	0.38846	0.92439	0.59372	0.8922	0.29535	0.095608	0.91941	0.8409	0.037153	0.028163	0.54342	0.060972	0.56181	0.026252	0.91175	0.031141	0.017981	0.054184	0.098553	0.33858	0.62014
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.63444	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.04012	0.56496	0.2	0.11584	0.069915	0.078608
Meth__cg18917378__BCAS1	0.064876	0.044466	0.26067	0.047498	0.04833	0.27358	0.047544	0.89978	0.19452	0.046767	0.30694	0.1488	0.073962	0.1287	0.5417	0.82707	0.26178	0.039681	0.037449	0.05945	0.15956	0.59626	0.044455	0.061076	0.14137	0.046566	0.42585	0.70947	0.1484	0.050008	0.048967	0.084935	0.051877	0.039871	0.038021
Meth__cg24765079__CDH1	0.032984	0.44751	0.01587	0.020128	0.01495	0.95691	0.016003	0.022096	0.019466	0.015585	0.026203	0.028475	0.022511	0.029217	0.025792	0.6555	0.027684	0.26161	0.012174	0.021828	0.96518	0.93287	0.018492	0.027533	0.046969	0.59897	0.03232	0.012272	0.54377	0.012658	0.016177	0.025431	0.025567	0.011449	0.018494
Meth__cg24587268__OSBPL2	0.019344	0.017478	0.026162	0.028641	0.018624	0.052622	0.018197	0.018536	0.021423	0.016813	0.025221	0.035884	0.019264	0.021701	0.021001	0.019787	0.035418	0.18	0.01372	0.018005	0.01958	0.12966	0.01759	0.038929	0.037631	0.026672	0.01873	0.017569	0.026851	0.015451	0.01488	0.057308	0.01783	0.028611	0.018246
Meth__cg27285599__FLJ13841	0.056612	0.050539	0.62383	0.057414	0.042154	0.90618	0.059638	0.88838	0.049905	0.062617	0.64787	0.1119	0.19066	0.051407	0.71732	0.8969	0.20849	0.90339	0.050433	0.059802	0.88602	0.89484	0.064811	0.10026	0.085314	0.09468	0.71524	0.47178	0.85135	0.055101	0.11882	0.063553	0.061965	0.059326	0.11601
Meth__cg18462653__DEFB119	0.23599	0.036187	0.037125	0.052281	0.025102	0.024431	0.046625	0.10333	0.033613	0.055723	0.12514	0.5905	0.18436	0.036821	0.041398	0.023482	0.056662	0.025721	0.031905	0.035607	0.045216	0.10726	0.028521	0.068482	0.076265	0.12451	0.025269	0.037059	0.043585	0.032137	0.050222	0.047137	0.063863	0.064277	0.12727
Meth__cg12277666__TDRD5	0.0742	0.03414	0.034625	0.18943	0.035659	0.89198	0.038193	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.087904	0.92768	0.18493	0.083028	0.076846	0.025415	0.032042	0.28345	0.91422	0.040459	0.045746	0.048801	0.035376	0.33224	0.5485	0.19458	0.024065	0.94624	0.049141	0.03263	0.033805	0.04377
Meth__cg06758848__FLNA	0.45876	0.83621	0.0309	0.036093	0.40734	0.052737	0.03187	0.45038	0.31025	0.47557	0.029018	0.13619	0.79752	0.25845	0.34257	0.42215	0.11589	0.023756	0.03619	0.026945	0.67563	0.30569	0.039256	0.060669	0.21629	0.33018	0.46728	0.024959	0.36006	0.02399	0.2554	0.12954	0.52313	0.42119	0.025579
Meth__cg06890553__ZNF223	0.097822	0.079281	0.072949	0.79006	0.07396	0.053227	0.084743	0.64549	0.076615	0.083424	0.74871	0.046932	0.11173	0.068556	0.078816	0.064198	0.11798	0.07311	0.22249	0.076062	0.10654	0.14498	0.081563	0.1133	0.18804	0.089774	0.06473	0.50951	0.085479	0.05062	0.16641	0.091936	0.08396	0.080961	0.064802
Meth__cg26426223__NICN1	0.064351	0.045094	0.33887	0.08989	0.06458	0.038249	0.061153	0.04015	0.06239	0.065482	0.074374	0.10644	0.085265	0.048862	0.056518	0.064483	0.071067	0.24092	0.071696	0.076538	0.069555	0.083692	0.064808	0.088218	0.068033	0.092806	0.037938	0.033921	0.050028	0.03913	0.065118	0.071593	0.048067	0.055025	0.056723
Meth__cg13674559__WDR44	0.51432	0.023963	0.023572	0.027051	0.35631	0.055511	0.030432	0.36613	0.51763	0.50548	0.032352	0.020906	0.18508	0.47988	0.32993	0.48775	0.18595	0.025499	0.023177	0.029108	0.053325	0.062663	0.029145	0.51944	0.34153	0.043573	0.48199	0.030634	0.53949	0.025741	0.26867	0.044419	0.37403	0.40187	0.033365
Meth__cg04868764__SPINT1	0.067673	0.039414	0.06926	0.06449	0.060484	0.93216	0.06739	0.053747	0.05312	0.10007	0.05611	0.11843	0.12087	0.071928	0.090338	0.11373	0.1645	0.45753	0.051329	0.074583	0.93036	0.86581	0.054502	0.10343	0.09068	0.077201	0.83822	0.042833	0.89214	0.046628	0.049078	0.2364	0.065869	0.052553	0.062766
Meth__cg07947016__KLK2	0.07508	0.030966	0.53067	0.83688	0.060993	0.06336	0.05659	0.85223	0.054439	0.043308	0.094032	0.61186	0.36447	0.077556	0.077409	0.31889	0.06187	0.037062	0.20093	0.11492	0.067283	0.10341	0.13156	0.051111	0.16134	0.052602	0.23495	0.045943	0.031652	0.050198	0.66501	0.13055	0.31797	0.049485	0.062241
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.91915	0.92683	0.92293	0.13652	0.72365	0.65363	0.054803	0.58197	0.32097	0.74181	0.84277	0.14373	0.1964	0.71908	0.15699	0.064632	0.66484	0.73871	0.11173	0.15198	0.90437	0.35502	0.63241	0.073829	0.071536	0.060016	0.066201	0.26449	0.79838	0.13914	0.93678	0.9244	0.9148
Meth__cg21602160__AOC3	0.11882	0.10507	0.35813	0.52162	0.085511	0.34316	0.16892	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.25571	0.20615	0.44181	0.16472	0.073569	0.12156	0.14726	0.55568	0.32335	0.31855	0.11785	0.24326	0.10149	0.12325	0.28906	0.13469	0.10513	0.14666	0.056917	0.14286	0.11211	0.092162
Meth__cg16377880__CYP4F3	0.027607	0.042208	0.031953	0.12671	0.049741	0.036736	0.021581	0.65409	0.021643	0.027085	0.3217	0.0089177	0.03332	0.02709	0.36219	0.68497	0.02691	0.034334	0.027884	0.062342	0.072872	0.20342	0.14622	0.023034	0.19024	0.087544	0.28473	0.018927	0.057891	0.13897	0.031443	0.083032	0.026808	0.13954	0.034045
Meth__cg17787710__RAC3	0.055081	0.036559	0.063895	0.044284	0.054287	0.043611	0.052305	0.052566	0.039748	0.51668	0.041928	0.17055	0.098203	0.053374	0.099966	0.036863	0.085045	0.037224	0.038778	0.13975	0.5457	0.051076	0.049548	0.062453	0.12462	0.052274	0.046621	0.47775	0.52095	0.042911	0.041782	0.1065	0.94214	0.047011	0.05151
Meth__cg03698393__HAPLN3	0.79335	0.05615	0.96692	0.89057	0.91525	0.061785	0.91627	0.51816	0.033535	0.90386	0.30202	0.19205	0.85501	0.041688	0.093175	0.035821	0.6847	0.036875	0.92575	0.90665	0.4844	0.060245	0.89874	0.099755	0.9258	0.065798	0.16299	0.034869	0.027255	0.27284	0.86925	0.49604	0.91962	0.80404	0.85078
Meth__cg12717594__RECK	0.78094	0.021486	0.96772	0.96573	0.87044	0.02557	0.97028	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.41553	0.021548	0.030148	0.20877	0.022356	0.96255	0.96537	0.030812	0.051069	0.96918	0.036018	0.94615	0.15682	0.019055	0.032157	0.15525	0.96725	0.021989	0.78209	0.45582	0.96812	0.96772
Meth__cg22368262__C10orf35	0.039651	0.037429	0.062606	0.051952	0.043801	0.31666	0.057255	0.030565	0.041697	0.03719	0.065916	0.063094	0.079209	0.18977	0.043717	0.038946	0.059878	0.14659	0.043221	0.047038	0.11875	0.077159	0.08073	0.065163	0.076933	0.038881	0.051578	0.039051	0.040027	0.067186	0.029615	0.11812	0.056295	0.054744	0.06348
Meth__cg13702536__GPR81	0.092228	0.087957	0.8184	0.062138	0.04599	0.82742	0.13801	0.81674	0.1192	0.070814	0.24385	0.070679	0.2675	0.16459	0.60632	0.084418	0.31722	0.11922	0.060567	0.077254	0.72925	0.5199	0.068456	0.11718	0.17687	0.15856	0.14234	0.1138	0.417	0.10752	0.71257	0.18123	0.073065	0.098016	0.074287
Meth__cg09581098__SEPT6	0.48864	0.050756	0.050489	0.054866	0.032877	0.026488	0.058522	0.4255	0.081448	0.029147	0.044708	0.026175	0.046104	0.085992	0.084861	0.025353	0.046714	0.035525	0.027964	0.039797	0.037638	0.10616	0.047637	0.26189	0.36843	0.04678	0.059428	0.041819	0.44458	0.028687	0.070574	0.079485	0.58401	0.42692	0.033424
Meth__cg04469686__HSD17B7	0.046278	0.060209	0.15958	0.1094	0.073174	0.21861	0.073847	0.082203	0.06646	0.084023	0.39756	0.21901	0.40263	0.071799	0.049964	0.060536	0.063021	0.10154	0.077275	0.072127	0.063269	0.087198	0.067019	0.11486	0.31909	0.077221	0.047069	0.13477	0.23765	0.17379	0.054416	0.092294	0.12467	0.32665	0.40504
Meth__cg23217005__MT1F	0.065846	0.50595	0.082793	0.43504	0.079372	0.9517	0.06783	0.56787	0.071708	0.062787	0.060957	0.58913	0.13741	0.075295	0.69242	0.08819	0.090309	0.73115	0.058965	0.095663	0.59145	0.79067	0.064845	0.086209	0.11265	0.12197	0.53543	0.042141	0.51786	0.058045	0.060862	0.099422	0.061651	0.049219	0.071936
Meth__cg18635110__C20orf116	0.068293	0.064308	0.064769	0.057546	0.046624	0.044366	0.070425	0.036992	0.05093	0.46486	0.047904	0.041511	0.071131	0.053205	0.075788	0.040466	0.078092	0.055481	0.059754	0.076833	0.05233	0.07065	0.06644	0.074467	0.12055	0.085202	0.054306	0.065625	0.063331	0.053476	0.049937	0.092281	0.070743	0.077949	0.071939
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.071856	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.76846	0.9174	0.89707	0.84272	0.88012	0.21016	0.12577	0.93442	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.25878	0.070151	0.047287	0.087179	0.050452	0.035481
Meth__cg09339527__ZFP2	0.025909	0.03218	0.025694	0.11792	0.021518	0.027677	0.023965	0.96516	0.024419	0.054648	0.024833	0.028124	0.53932	0.027454	0.026953	0.024124	0.11747	0.018907	0.44183	0.47899	0.024764	0.61587	0.022906	0.058447	0.050587	0.053255	0.02151	0.02113	0.12322	0.018805	0.02203	0.027027	0.02495	0.030352	0.029622
SNP__LOC653403	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	0.074	-0.193	0.117	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-0.151	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	0.187	-0.323	-0.327	-0.316	0.377	0.08
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.11372	0.10489	0.68758	0.71162	0.88884	0.5637	0.19192	0.41916	0.063177	0.20916	0.40308	0.19102	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.38779	0.78966	0.87631	0.056906	0.67832	0.16614	0.067366	0.13658	0.84911	0.050343	0.60307	0.05313	0.89698	0.73939	0.85605
Meth__cg22050705__ZNF197	0.038339	0.068831	0.040187	0.33009	0.04429	0.027164	0.06519	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.048216	0.050061	0.042418	0.11209	0.059847	0.056561	0.031537	0.041616	0.037042	0.037664	0.026679	0.080407	0.041923	0.44793	0.6805
Meth__cg26372517__TFAP2E	0.45401	0.036894	0.89191	0.44621	0.7051	0.045549	0.66197	0.42118	0.047937	0.96644	0.12064	0.075062	0.83988	0.047857	0.53369	0.069917	0.068866	0.042988	0.9756	0.36567	0.040614	0.54548	0.82964	0.075955	0.91256	0.095431	0.69088	0.029072	0.30562	0.033041	0.97856	0.051752	0.055656	0.96664	0.96081
Meth__cg11979959__SULF2	0.056723	0.020734	0.065448	0.031096	0.030517	0.55434	0.044019	0.019875	0.042981	0.047056	0.37422	0.06018	0.55365	0.036345	0.94413	0.030295	0.072421	0.049387	0.17058	0.23219	0.053248	0.80439	0.049657	0.056275	0.18583	0.04103	0.041435	0.02744	0.033076	0.023984	0.86929	0.13941	0.046083	0.032782	0.044227
Meth__cg04504095__FOXC1	0.082977	0.072987	0.093016	0.0747	0.08761	0.062198	0.36718	0.031878	0.065016	0.098862	0.076941	0.01757	0.14191	0.070081	0.019663	0.041055	0.076421	0.019913	0.077956	0.10628	0.033033	0.10693	0.11903	0.12863	0.20085	0.13765	0.02552	0.018537	0.020172	0.11818	0.086212	0.11467	0.081816	0.1291	0.17282
Meth__cg17489622__TMEM24	0.045933	0.035897	0.72819	0.11386	0.062289	0.45414	0.15781	0.15304	0.17634	0.10549	0.032115	0.63003	0.26865	0.17261	0.21971	0.057919	0.16268	0.033408	0.11619	0.14015	0.26385	0.088748	0.12372	0.054849	0.13015	0.097631	0.031044	0.027064	0.035159	0.10094	0.13185	0.037611	0.037485	0.070376	0.054189
Meth__cg09350141__PPM1F	0.056661	0.15811	0.053496	0.0881	0.1071	0.080918	0.17071	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.46466	0.30756	0.082616	0.11876	0.062082	0.095373	0.08125	0.43918	0.14114	0.045581	0.1024	0.095402	0.070362	0.07247	0.1167
Meth__cg20919556__CNKSR3	0.041463	0.090372	0.057402	0.062762	0.07841	0.036221	0.11185	0.028917	0.044266	0.057977	0.047606	0.060568	0.18218	0.046533	0.056286	0.042559	0.1244	0.041867	0.083126	0.074187	0.044209	0.071062	0.056866	0.13314	0.098561	0.10645	0.041511	0.046712	0.056903	0.055563	0.065384	0.44751	0.066654	0.063067	0.085171
Meth__cg22215728__FHIT	0.034961	0.045071	0.14112	0.12413	0.044293	0.17859	0.068871	0.035955	0.046123	0.050332	0.057143	0.098375	0.19351	0.043884	0.071454	0.052691	0.04894	0.046275	0.058812	0.066812	0.36104	0.067309	0.05752	0.19967	0.071834	0.084096	0.040972	0.060701	0.042653	0.044144	0.36529	0.053979	0.048464	0.036246	0.044042
