Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg03285457__LBX1	0.88088	0.04661	0.92342	0.088791	0.91632	0.89901	0.81988	0.87334	0.052333	0.91226	0.87703	0.76905	0.77911	0.042145	0.055859	0.24284	0.030732	0.16503	0.044248	0.88542	0.4335	0.068729	0.91669	0.72429	0.31392	0.14946	0.053576	0.084794	0.14027	0.1628	0.056994	0.07475	0.047265	0.87841	0.87731	0.72964	0.87841	0.73331	0.79279
Meth__cg23792978__PDE2A	0.070207	0.04757	0.70608	0.58216	0.1283	0.31281	0.89054	0.67959	0.045364	0.31901	0.4124	0.47314	0.56381	0.06746	0.055916	0.42775	0.12935	0.34737	0.025729	0.57311	0.88448	0.4455	0.64421	0.3628	0.45656	0.077915	0.62584	0.14074	0.079817	0.030933	0.034653	0.025302	0.18693	0.65605	0.12841	0.78347	0.28936	0.38972	0.33545
Meth__cg22477971__C1QB	0.66867	0.042449	0.58753	0.35406	0.055725	0.27506	0.51855	0.509	0.061315	0.09166	0.092337	0.26225	0.63026	0.056075	0.066922	0.48365	0.47889	0.14958	0.058087	0.24173	0.90206	0.13627	0.37689	0.10715	0.21514	0.090168	0.072436	0.21141	0.090375	0.25924	0.056673	0.09606	0.33709	0.56406	0.12232	0.10687	0.11169	0.44874	0.079979
Meth__cg17886028__CCND2	0.97212	0.03473	0.10841	0.072403	0.97275	0.76919	0.24966	0.95762	0.057237	0.88067	0.9672	0.90638	0.40668	0.51465	0.10789	0.024471	0.044103	0.15873	0.032678	0.96855	0.83914	0.070415	0.94429	0.92644	0.48893	0.058327	0.0298	0.86577	0.062316	0.028007	0.50697	0.090973	0.025597	0.27157	0.15212	0.14042	0.53149	0.76786	0.61664
Meth__cg14580982__ATP6V1C2	0.07911	0.083536	0.19984	0.60397	0.60556	0.38951	0.59459	0.48551	0.034968	0.839	0.66119	0.1181	0.54844	0.14616	0.053099	0.36658	0.072215	0.22735	0.042549	0.78053	0.33208	0.29927	0.46872	0.84512	0.41648	0.080325	0.44634	0.1255	0.22397	0.040209	0.039133	0.07767	0.34302	0.80016	0.045151	0.384	0.62891	0.60082	0.81345
Meth__cg02040734__C10orf95	0.075347	0.092708	0.06621	0.10615	0.15197	0.082854	0.80148	0.053342	0.085056	0.083258	0.096177	0.63868	0.15197	0.3199	0.097659	0.11672	0.094152	0.12345	0.84763	0.072337	0.053768	0.91392	0.04151	0.63006	0.077568	0.11059	0.073499	0.17444	0.20718	0.068053	0.056788	0.087614	0.058302	0.040636	0.05385	0.08797	0.073704	0.12361	0.087827
U133A__GNG12	7.5942	7.7849	6.4664	6.5978	9.7447	5.7435	8.5615	7.6541	6.3405	6.7824	8.0676	8.0184	7.7945	6.6779	7.4507	8.4371	8.502	9.4671	10.163	6.4708	6.9607	8.6305	6.6815	9.2273	6.8388	8.3046	8.7035	8.6723	7.4958	9.7275	8.1413	9.2598	7.333	8.3668	6.9594	7.5017	6.9873	8.0563	7.0425
Meth__cg18282543__BAIAP3	0.050871	0.028119	0.063631	0.83724	0.48749	0.047314	0.53507	0.78101	0.041253	0.84743	0.28291	0.30235	0.46771	0.041867	0.042779	0.22415	0.074823	0.05776	0.038715	0.89325	0.097258	0.82937	0.6863	0.84859	0.21003	0.079798	0.16748	0.31889	0.060685	0.037426	0.030473	0.031626	0.04158	0.65803	0.034333	0.68147	0.043768	0.17382	0.09064
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.88977	0.48952	0.55393	0.85983	0.10015	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.28654	0.42226	0.25694	0.047514	0.040841	0.034477	0.83402	0.029422	0.096578	0.94387	0.088526	0.73964	0.020505	0.077724	0.03829	0.090292	0.038684	0.022675	0.029746	0.83157	0.026809	0.12644	0.87536	0.46814	0.42599	0.85682
Meth__cg10883352__	0.27522	0.01873	0.81738	0.39945	0.30637	0.62023	0.15716	0.92224	0.41979	0.024548	0.87016	0.50436	0.37806	0.01914	0.21406	0.56498	0.93204	0.028314	0.13371	0.25553	0.16507	0.92868	0.87385	0.60691	0.13107	0.017389	0.19772	0.027522	0.033218	0.10265	0.54748	0.072104	0.53607	0.055989	0.024951	0.047878	0.075384	0.090128	0.11702
Meth__cg17945001__IGSF21	0.55813	0.023897	0.25933	0.70573	0.91827	0.95829	0.093644	0.62463	0.12177	0.71538	0.84789	0.69075	0.89159	0.094351	0.1055	0.12253	0.47787	0.028876	0.026935	0.68517	0.7581	0.12976	0.57439	0.59145	0.07301	0.035381	0.58845	0.65378	0.024934	0.22162	0.14432	0.1361	0.53601	0.86437	0.53376	0.66342	0.3765	0.21347	0.8187
Meth__cg16312163__ALDH1L1	0.9282	0.75918	0.85219	0.66465	0.8855	0.82307	0.45254	0.93425	0.041358	0.89453	0.54004	0.44098	0.91043	0.12883	0.037791	0.6057	0.024633	0.053629	0.036313	0.91882	0.11119	0.63885	0.059426	0.79009	0.20781	0.058787	0.32264	0.73665	0.047526	0.029801	0.028902	0.029733	0.44723	0.70742	0.073307	0.57187	0.52976	0.9254	0.81315
Meth__cg03794550__FANCF	0.031516	0.035486	0.038392	0.037832	0.89458	0.046936	0.3853	0.031489	0.033965	0.042757	0.036209	0.058156	0.54233	0.015961	0.033999	0.043353	0.036779	0.13661	0.24412	0.03412	0.03524	0.077855	0.034688	0.3159	0.038214	0.041503	0.25974	0.0448	0.082236	0.029304	0.029999	0.044789	0.028277	0.042956	0.081787	0.04597	0.048114	0.064411	0.035894
U133A__CCND1	9.1764	8.4714	8.1237	9.1256	5.4377	8.8941	5.4406	10.0998	7.9929	9.1837	4.3292	8.813	10.9904	7.1587	8.1578	6.4037	8.1008	9.0473	8.209	9.1804	11.883	6.9939	9.3043	8.8488	8.5351	10.1566	6.4148	7.8056	7.9009	6.6177	8.3147	8.4694	8.7082	8.5885	7.1643	7.8528	8.5427	9.8744	9.2077
Meth__cg15836660__EDNRB	0.61064	0.037121	0.88976	0.77398	0.47091	0.80457	0.14443	0.61604	0.044346	0.054345	0.25642	0.43655	0.33401	0.077446	0.22374	0.60236	0.044693	0.057105	0.053674	0.40652	0.32058	0.049736	0.2072	0.58993	0.039582	0.25575	0.16488	0.17234	0.090761	0.03949	0.039316	0.67887	0.86945	0.30923	0.084406	0.56197	0.80502	0.50847	0.6516
Meth__cg26976437__LY6K	0.92	0.36664	0.94032	0.92656	0.049234	0.91669	0.098425	0.071885	0.058947	0.6243	0.94053	0.3568	0.13629	0.95468	0.49273	0.27238	0.047109	0.38557	0.037731	0.92655	0.71817	0.040696	0.87358	0.10805	0.90331	0.42161	0.029104	0.048449	0.28287	0.094598	0.046038	0.061018	0.91234	0.91782	0.76721	0.94558	0.90714	0.89959	0.91439
Meth__cg23051664__TNFRSF10D	0.91386	0.89845	0.93774	0.95421	0.53395	0.9161	0.16053	0.044315	0.045041	0.93802	0.69717	0.08417	0.65121	0.51784	0.34746	0.055348	0.081837	0.16894	0.044293	0.92195	0.90254	0.083373	0.76836	0.11919	0.73452	0.16091	0.16681	0.090108	0.89524	0.05392	0.07691	0.052408	0.94524	0.94725	0.80849	0.92419	0.21009	0.90668	0.89573
Meth__cg16678925__OR1A2	0.35912	0.059737	0.26526	0.092102	0.049199	0.14652	0.088294	0.20863	0.056637	0.077075	0.25049	0.2	0.18696	0.077347	0.048211	0.4041	0.50873	0.16539	0.047113	0.14242	0.13808	0.049996	0.45299	0.083909	0.061542	0.10192	0.11282	0.068165	0.068466	0.07235	0.050005	0.10266	0.69761	0.28671	0.10727	0.16314	0.11151	0.15077	0.17753
Meth__cg05937453__SFRP5	0.77349	0.063591	0.96048	0.10017	0.7734	0.60312	0.15874	0.64996	0.052776	0.31993	0.94842	0.31192	0.91016	0.048957	0.042562	0.48548	0.059446	0.09914	0.034598	0.94144	0.25404	0.94795	0.90737	0.92427	0.7371	0.10216	0.7115	0.25228	0.14028	0.059205	0.077061	0.21745	0.10724	0.55873	0.71475	0.811	0.51204	0.90858	0.17832
Meth__cg02452985__BCL11B	0.81308	0.027594	0.046263	0.34472	0.72425	0.15759	0.073434	0.032977	0.060864	0.67981	0.41718	0.022392	0.025311	0.096774	0.060287	0.017118	0.019093	0.069913	0.040412	0.52589	0.7387	0.023281	0.46509	0.94083	0.022065	0.027068	0.020815	0.022936	0.047302	0.015566	0.015846	0.033887	0.017209	0.98635	0.62255	0.72156	0.021517	0.92874	0.02365
Meth__cg27138018__HAPLN2	0.22953	0.14208	0.7668	0.57385	0.48034	0.10897	0.52718	0.25681	0.086971	0.74719	0.32511	0.53437	0.76718	0.054269	0.072633	0.54841	0.15047	0.10189	0.085138	0.1279	0.90257	0.6651	0.17134	0.32951	0.12558	0.15876	0.74058	0.30715	0.19967	0.053243	0.072264	0.074362	0.65672	0.72743	0.11171	0.48957	0.16772	0.5502	0.18507
U133A__CAPG	5.5436	6.09	5.3709	7.3148	8.3836	5.7225	8.4469	7.9746	5.6088	5.5312	7.3005	9.1021	6.3692	6.9207	7.1039	6.072	8.3187	9.6081	9.0181	6.2756	5.7657	9.0276	6.0225	8.7818	6.1538	8.8725	8.4004	7.9909	7.4471	10.9442	8.9883	6.6338	5.9754	5.5005	7.4246	7.8751	6.1978	6.5395	5.8745
Meth__cg27242945__CAV1	0.21845	0.019975	0.17655	0.034293	0.023259	0.17074	0.024673	0.022234	0.016116	0.02219	0.080888	0.01964	0.11284	0.017333	0.018947	0.89787	0.016387	0.052742	0.015268	0.028632	0.66954	0.025207	0.47061	0.037273	0.035338	0.026741	0.026054	0.020404	0.046479	0.022367	0.018944	0.017172	0.76532	0.96291	0.034243	0.035297	0.0678	0.056457	0.041271
Meth__cg02537838__C20orf151	0.054806	0.058138	0.053443	0.051723	0.84168	0.063223	0.90438	0.043171	0.046606	0.071374	0.05415	0.058861	0.079328	0.044371	0.060522	0.074077	0.87468	0.088135	0.3752	0.058087	0.058253	0.85475	0.056401	0.74088	0.065833	0.090438	0.88156	0.051624	0.067954	0.84203	0.067186	0.48956	0.060225	0.071691	0.044814	0.068524	0.053769	0.091825	0.055417
Meth__cg01228636__PTEN	0.057588	0.6088	0.066834	0.052497	0.91652	0.071941	0.072586	0.045154	0.91447	0.06247	0.10924	0.39734	0.16665	0.05722	0.74793	0.49572	0.071032	0.09839	0.42622	0.06784	0.065208	0.081803	0.054278	0.13322	0.067239	0.15068	0.057172	0.90367	0.2501	0.15328	0.055139	0.066018	0.53282	0.060774	0.12628	0.072666	0.057562	0.11053	0.078141
Meth__cg00728602__C6orf27	0.041176	0.021055	0.50642	0.042292	0.46772	0.052567	0.01984	0.032551	0.017423	0.31027	0.28674	0.028969	0.057646	0.12431	0.027004	0.044103	0.019905	0.03172	0.020783	0.064861	0.10222	0.090871	0.071379	0.067717	0.63547	0.097423	0.097835	0.021624	0.077064	0.016863	0.02022	0.029141	0.25084	0.01598	0.061995	0.028333	0.56321	0.11353	0.044319
Meth__cg12322132__IGF2AS	0.9583	0.044329	0.15742	0.057413	0.62217	0.6307	0.48859	0.40707	0.035171	0.63687	0.84169	0.12581	0.50941	0.04848	0.044583	0.049508	0.089289	0.53376	0.15401	0.96367	0.43266	0.096698	0.52386	0.87332	0.64201	0.039995	0.056278	0.41662	0.083211	0.035314	0.53712	0.044953	0.17032	0.94848	0.88329	0.55256	0.042846	0.42956	0.067009
U133A__TNFAIP3	5.9295	6.7965	5.7553	5.6916	5.7218	5.7495	7.1966	6.4198	8.9139	6.1028	6.7203	6.6061	6.4225	5.9136	5.9013	6.9691	6.7715	6.2094	7.2405	5.5353	5.9057	6.3513	5.8423	5.564	5.8709	5.9297	8.9282	7.7501	5.9432	6.3301	8.7543	8.0292	5.6503	5.5626	5.8664	6.2742	5.6705	5.8143	5.6778
U133A__EXT1	5.9409	6.9912	6.0302	6.0805	8.4548	5.5923	6.9876	6.8187	7.0983	7.327	6.7887	8.1855	10.4735	6.8258	8.2801	7.7689	7.278	7.6661	9.1103	5.6871	5.344	9.0202	6.2664	8.134	6.311	7.1049	8.246	7.7789	6.5234	7.4435	8.7782	7.0972	7.003	7.0514	5.8885	6.2246	5.1195	6.942	5.2664
Meth__cg13311440__CD48	0.6998	0.062975	0.80853	0.67899	0.076119	0.27632	0.22441	0.9689	0.84289	0.36003	0.56439	0.83292	0.89302	0.028932	0.67026	0.45505	0.85646	0.080336	0.023366	0.42286	0.055291	0.075868	0.7917	0.69136	0.17649	0.046959	0.53778	0.23935	0.042389	0.84648	0.05504	0.030152	0.85118	0.18618	0.078351	0.7034	0.42955	0.033125	0.50576
Meth__cg17324128__RASSF4	0.058824	0.041195	0.83153	0.18874	0.24247	0.094842	0.3389	0.41893	0.091774	0.11678	0.074943	0.1326	0.36555	0.050313	0.10235	0.073467	0.061776	0.20258	0.04878	0.21693	0.16124	0.13517	0.20605	0.23049	0.33057	0.1169	0.11314	0.10401	0.12733	0.049703	0.056594	0.094332	0.29395	0.047425	0.033572	0.089959	0.18399	0.2008	0.079766
Meth__cg04770504__DFNA5	0.52962	0.032854	0.92466	0.48612	0.030053	0.95623	0.015783	0.9483	0.067309	0.064716	0.052992	0.074781	0.75957	0.22073	0.12752	0.052437	0.044207	0.36641	0.072843	0.93682	0.71317	0.042381	0.50592	0.083844	0.45295	0.13904	0.031199	0.20119	0.073621	0.0367	0.027205	0.036375	0.57557	0.95233	0.5694	0.049665	0.48783	0.91503	0.66278
Meth__cg09188980__CALCA	0.57323	0.02454	0.78848	0.57746	0.38576	0.86411	0.11066	0.93739	0.026457	0.051644	0.84325	0.10219	0.72171	0.03744	0.029289	0.55868	0.53194	0.10474	0.020752	0.62603	0.040874	0.09968	0.21263	0.64577	0.11268	0.032792	0.14777	0.066996	0.034056	0.51407	0.16266	0.057143	0.67153	0.65527	0.086032	0.92195	0.30606	0.36845	0.23917
Meth__cg07997737__NRTN	0.16461	0.20494	0.23982	0.15686	0.23703	0.12488	0.23827	0.82267	0.10978	0.29868	0.84916	0.64207	0.68844	0.061492	0.098994	0.65751	0.66927	0.41086	0.053234	0.47454	0.41555	0.68617	0.66625	0.16821	0.13173	0.13955	0.65244	0.53225	0.3792	0.072664	0.052992	0.098102	0.71981	0.27753	0.18228	0.067509	0.086437	0.26605	0.10518
Meth__cg12832649__SPOCK	0.60446	0.047028	0.047469	0.051485	0.078393	0.18793	0.05888	0.28407	0.030457	0.42386	0.69394	0.17779	0.6226	0.24941	0.020543	0.021766	0.020229	0.12898	0.02624	0.48561	0.043863	0.024334	0.54261	0.90303	0.038986	0.0435	0.021352	0.34367	0.022235	0.033973	0.65998	0.017963	0.022294	0.71276	0.50642	0.027815	0.039898	0.22808	0.038875
Meth__cg06295856__CALCA	0.96536	0.01721	0.7508	0.29534	0.8407	0.91216	0.055281	0.93766	0.015713	0.031241	0.91782	0.29492	0.90166	0.093698	0.017872	0.78248	0.34871	0.14837	0.094993	0.95984	0.85407	0.066962	0.2133	0.8444	0.46236	0.048399	0.61408	0.47662	0.027419	0.47556	0.51981	0.29333	0.41636	0.4495	0.078839	0.9741	0.17558	0.14917	0.27991
Meth__cg17903544__PGAM5	0.044561	0.06168	0.039346	0.021534	0.052111	0.043975	0.86522	0.030016	0.046283	0.042058	0.057014	0.37021	0.0958	0.030074	0.04226	0.066757	0.040962	0.097002	0.040045	0.041389	0.04525	0.076353	0.041347	0.23926	0.83975	0.057081	0.090208	0.060401	0.084459	0.030253	0.040075	0.083405	0.042416	0.11849	0.20738	0.061535	0.055888	0.07911	0.038172
Meth__cg02953306__CHRNA2	0.24721	0.051304	0.64863	0.33003	0.10299	0.6062	0.50755	0.77982	0.42525	0.5691	0.66408	0.72615	0.53678	0.11582	0.31868	0.63711	0.31389	0.25777	0.034456	0.1513	0.71936	0.095932	0.22275	0.1121	0.43819	0.079865	0.14861	0.10671	0.13932	0.045877	0.55479	0.061818	0.49603	0.49475	0.14808	0.75151	0.074565	0.18092	0.11222
Meth__cg07313155__THRA	0.031868	0.021378	0.66823	0.2082	0.13839	0.15605	0.071169	0.13667	0.09902	0.28055	0.034768	0.37335	0.091709	0.027111	0.08354	0.051279	0.041088	0.082776	0.019064	0.15359	0.38235	0.16122	0.21282	0.040796	0.04694	0.038474	0.085473	0.045412	0.032317	0.024198	0.029657	0.037253	0.59932	0.034985	0.024934	0.48547	0.068983	0.41191	0.034746
Meth__cg20357628__PHACTR3	0.9349	0.058864	0.50054	0.15719	0.95907	0.87801	0.82071	0.90163	0.10616	0.25535	0.84338	0.31704	0.75298	0.21721	0.3417	0.26647	0.13507	0.13214	0.099705	0.92536	0.86668	0.28655	0.79684	0.92704	0.56329	0.32814	0.48624	0.50411	0.14264	0.063981	0.042294	0.083001	0.10396	0.75052	0.16696	0.17618	0.19773	0.89052	0.10794
Meth__cg03960217__LCE2C	0.68126	0.044472	0.83229	0.77716	0.045709	0.37595	0.20953	0.40679	0.18943	0.17979	0.10549	0.32479	0.40547	0.026551	0.17622	0.12303	0.19303	0.066846	0.033846	0.31077	0.066021	0.044494	0.74369	0.062996	0.63455	0.10243	0.14335	0.051661	0.048646	0.066288	0.070988	0.060601	0.75358	0.27269	0.1576	0.72401	0.36657	0.5924	0.52356
Meth__cg09678228__TMEM117	0.05629	0.05523	0.049144	0.033754	0.49873	0.059835	0.10539	0.040053	0.074158	0.046293	0.06679	0.045719	0.13765	0.030372	0.066892	0.052982	0.087958	0.1413	0.037819	0.051685	0.049236	0.11823	0.048705	0.079443	0.061817	0.088175	0.087297	0.071399	0.059787	0.055628	0.042954	0.037024	0.041081	0.033065	0.13444	0.06683	0.061818	0.080149	0.050443
Meth__cg19275050__HAS2	0.43354	0.019343	0.26316	0.129	0.10065	0.10116	0.16978	0.10606	0.11744	0.07956	0.35488	0.41107	0.63309	0.22048	0.094167	0.46275	0.073354	0.11915	0.081527	0.37045	0.8433	0.080453	0.29649	0.23492	0.12137	0.14373	0.073758	0.19269	0.03687	0.094503	0.15629	0.16642	0.32228	0.28856	0.18362	0.22275	0.15558	0.13096	0.22738
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.34629	0.22203	0.133	0.10207	0.26556	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.087093	0.1018	0.2648	0.14143	0.11197	0.11957	0.12972	0.7809	0.22241	0.12816	0.22985	0.12823	0.25443	0.27095	0.12185	0.20636	0.08948	0.099825	0.11803	0.53766	0.25872	0.14782	0.13556	0.09164	0.38007	0.099238
Meth__cg14960043__DEF6	0.064346	0.043366	0.073623	0.044446	0.89669	0.054076	0.074568	0.056538	0.050954	0.050344	0.059843	0.051182	0.1571	0.65644	0.054779	0.038202	0.068	0.105	0.43454	0.051741	0.060505	0.90621	0.043143	0.37501	0.047611	0.099575	0.88821	0.83317	0.060897	0.3945	0.037286	0.27582	0.04196	0.072965	0.064604	0.63018	0.054353	0.45742	0.073745
Meth__cg16826718__HRK	0.028479	0.019901	0.085596	0.054113	0.070079	0.072836	0.090433	0.10706	0.059791	0.26608	0.105	0.018321	0.092269	0.041777	0.027893	0.056887	0.060632	0.029174	0.033205	0.036351	0.19369	0.02916	0.44379	0.86598	0.056048	0.22311	0.021967	0.030702	0.03443	0.036675	0.030998	0.43513	0.035389	0.11467	0.027198	0.03558	0.053867	0.071097	0.059877
Meth__cg06341721__DAZAP1	0.066857	0.079944	0.074414	0.07214	0.50269	0.06893	0.19549	0.054686	0.08064	0.067751	0.076068	0.091881	0.1237	0.046042	0.077067	0.11543	0.33203	0.11513	0.65658	0.095559	0.070165	0.10858	0.06275	0.16833	0.070785	0.13399	0.26858	0.078103	0.11312	0.056168	0.052059	0.20513	0.078785	0.056882	0.14806	0.087456	0.075306	0.14194	0.079975
U133A__TUBB6	4.8682	6.5678	6.253	4.4901	9.8768	4.9213	9.5493	8.3339	9.2657	7.3934	8.5949	8.7762	7.6112	5.3791	6.6415	9.8152	9.8057	8.0943	9.7499	7.4325	7.8191	10.4802	5.4732	9.0045	7.5802	5.0843	9.3439	8.4845	6.5456	10.1106	9.4057	9.6441	5.1798	5.5564	7.8651	8.1612	6.4891	7.0332	9.5322
Meth__cg05191071__MRPS21	0.16976	0.056926	0.3638	0.57311	0.044092	0.12725	0.0795	0.068241	0.36562	0.5801	0.68679	0.057	0.70516	0.63543	0.35779	0.048663	0.096396	0.082204	0.049142	0.1286	0.92954	0.053453	0.29176	0.67296	0.55718	0.298	0.063191	0.14659	0.11614	0.044819	0.28309	0.45469	0.35666	0.0909	0.58226	0.15678	0.6438	0.47295	0.50391
Meth__cg22572159__NGFB	0.91998	0.056355	0.061682	0.073098	0.13819	0.79797	0.13176	0.4301	0.033573	0.067744	0.7568	0.21097	0.54967	0.062985	0.10482	0.051602	0.031005	0.099518	0.042748	0.89621	0.45716	0.056061	0.89715	0.081732	0.066813	0.11251	0.059893	0.25531	0.16267	0.058707	0.048801	0.061256	0.54735	0.86942	0.1831	0.38379	0.094209	0.71021	0.065141
Meth__cg08348496__HAPLN3	0.94355	0.047727	0.95838	0.96418	0.2441	0.92347	0.16947	0.57276	0.031471	0.96594	0.49632	0.070914	0.90846	0.078794	0.047239	0.06531	0.098274	0.54987	0.028731	0.96468	0.34358	0.6252	0.53432	0.059889	0.94869	0.075652	0.32564	0.28386	0.038635	0.067618	0.024429	0.027285	0.48028	0.77042	0.8686	0.96568	0.94271	0.82087	0.90152
Meth__cg23606079__CRISPLD2	0.059242	0.18027	0.34272	0.39306	0.22782	0.62469	0.38427	0.42435	0.046424	0.61745	0.43991	0.13204	0.39595	0.051354	0.054087	0.091622	0.3646	0.15766	0.038577	0.31569	0.82608	0.077484	0.5339	0.51416	0.30763	0.6923	0.13227	0.21618	0.38461	0.046374	0.058401	0.37359	0.05735	0.36551	0.18022	0.05821	0.7838	0.13527	0.28537
Meth__cg15940569__GABRB3	0.85004	0.060566	0.83643	0.31995	0.2224	0.45226	0.19986	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.083212	0.30363	0.71732	0.12087	0.12602	0.087945	0.16034	0.8594	0.6164	0.71606	0.21775	0.14846	0.19323	0.4367	0.10589	0.25565	0.095339	0.062286	0.094032	0.098427	0.16701	0.10458	0.14585	0.32489	0.6709	0.13651
U133A__PIR	4.6997	6.0985	5.1577	4.6415	5.9744	4.6417	4.4045	4.5998	5.8591	5.8861	6.3592	7.4658	4.0181	4.883	4.9194	7.3016	5.6805	6.7355	4.7965	4.9141	4.1856	5.7721	4.0657	5.3994	7.2433	8.1638	7.2319	4.9331	4.2441	6.8605	4.6306	6.0726	5.4548	7.6523	5.3672	5.9331	6.0265	7.4381	7.9715
Meth__cg17327492__FSHR	0.85778	0.073968	0.87912	0.71675	0.089003	0.83817	0.14008	0.84821	0.86175	0.28692	0.68529	0.093849	0.32314	0.7453	0.63239	0.35796	0.83475	0.38181	0.13535	0.09776	0.87542	0.17872	0.8498	0.092186	0.49684	0.1886	0.10054	0.066445	0.12072	0.85142	0.81418	0.12245	0.85878	0.098994	0.19494	0.084184	0.53933	0.59817	0.50964
Meth__cg05422352__COPS7B	0.36529	0.048915	0.11379	0.095799	0.42688	0.056048	0.25868	0.1925	0.13125	0.53855	0.055876	0.059978	0.11198	0.027064	0.088471	0.17178	0.03623	0.078762	0.040318	0.061064	0.51926	0.040189	0.040262	0.28441	0.046305	0.067275	0.031991	0.062935	0.11715	0.030744	0.030985	0.037127	0.062864	0.080748	0.10604	0.054949	0.054296	0.080962	0.1166
Meth__cg25524350__PEG10	0.51777	0.042403	0.17978	0.1224	0.036813	0.075727	0.46049	0.042515	0.060528	0.23173	0.096096	0.096529	0.31987	0.053284	0.16438	0.050932	0.042845	0.25503	0.036886	0.52541	0.81656	0.042919	0.21426	0.31735	0.29356	0.5731	0.044404	0.048137	0.050183	0.050711	0.059484	0.039398	0.32559	0.74404	0.093882	0.068235	0.31204	0.10072	0.32102
Meth__cg06626655__RSPO1	0.036934	0.032071	0.40267	0.063857	0.38028	0.29163	0.261	0.31562	0.044301	0.39414	0.37117	0.0854	0.34804	0.038715	0.031966	0.22506	0.19832	0.081928	0.028437	0.77662	0.59339	0.095253	0.915	0.31595	0.068344	0.054922	0.50837	0.13166	0.05825	0.026372	0.03746	0.032354	0.030087	0.52495	0.13501	0.062858	0.12859	0.080398	0.056027
Meth__cg10294836__DYRK1B	0.068206	0.072411	0.089036	0.11519	0.068847	0.0728	0.091466	0.063415	0.074121	0.088669	0.5352	0.44593	0.63623	0.059585	0.15893	0.075541	0.5361	0.59604	0.93363	0.078043	0.073339	0.1043	0.072356	0.10307	0.088274	0.097552	0.095885	0.083734	0.13582	0.080727	0.90781	0.89142	0.056172	0.084668	0.13494	0.91606	0.59892	0.12813	0.38215
U133A__TRIP13	7.745	8.3821	8.3399	7.2109	8.4946	8.4298	9.1761	8.1542	8.1616	8.0032	8.2922	8.9522	11.8558	8.2882	8.7189	8.5732	8.6762	9.2749	9.1383	7.9682	8.584	8.3787	7.6696	8.1315	7.9447	8.0787	7.5528	8.371	8.2085	8.3646	8.3153	9.9502	6.6053	7.2737	8.9561	7.5954	6.3957	7.3615	7.9724
Meth__cg02361557__NTNG1	0.46897	0.22155	0.90882	0.84558	0.58124	0.89033	0.048463	0.67346	0.044703	0.054693	0.84442	0.090751	0.88493	0.24839	0.040178	0.89243	0.031067	0.13873	0.39992	0.77663	0.50103	0.44501	0.063899	0.85525	0.037459	0.11551	0.046869	0.065192	0.060696	0.034484	0.024795	0.041016	0.40879	0.89741	0.080764	0.17354	0.589	0.092302	0.87229
Meth__cg21912567__GADD45G	0.046526	0.055281	0.04759	0.052642	0.87335	0.055904	0.49044	0.052709	0.043783	0.041176	0.045158	0.038445	0.083601	0.038842	0.049683	0.45331	0.064269	0.091856	0.084758	0.049243	0.046455	0.054868	0.043304	0.35421	0.050838	0.092088	0.049728	0.048864	0.066041	0.048335	0.049884	0.05513	0.049538	0.053386	0.073784	0.046532	0.04809	0.070311	0.05092
Meth__cg24884084__SPRR1B	0.26002	0.042383	0.35597	0.18739	0.051433	0.090595	0.12222	0.72339	0.23133	0.080472	0.062671	0.48203	0.47324	0.040528	0.20593	0.071565	0.062283	0.12855	0.059441	0.14245	0.071857	0.065592	0.64201	0.095248	0.090493	0.11118	0.079178	0.092334	0.061117	0.051745	0.27461	0.064665	0.74169	0.055212	0.13448	0.3535	0.080445	0.0684	0.080071
Meth__cg15183083__KCNA4	0.93498	0.077413	0.91417	0.1097	0.56115	0.86993	0.12461	0.28369	0.087046	0.12446	0.88872	0.91248	0.62625	0.5003	0.1688	0.11211	0.13905	0.14658	0.1324	0.30758	0.9086	0.13213	0.84682	0.57844	0.12757	0.1095	0.11837	0.18179	0.087944	0.11349	0.24183	0.53474	0.89119	0.54858	0.26664	0.39455	0.69605	0.85153	0.80272
Meth__cg02676865__UBTD1	0.071118	0.89832	0.96518	0.82476	0.041939	0.85065	0.11162	0.67022	0.067923	0.69974	0.077852	0.0956	0.18566	0.067766	0.080167	0.079763	0.057481	0.096762	0.039126	0.9357	0.94871	0.072519	0.82364	0.65784	0.93217	0.099961	0.048505	0.060676	0.93632	0.51974	0.044783	0.049362	0.077008	0.94575	0.056561	0.078638	0.25741	0.45438	0.94383
