Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg13701273__EPHA5	0.41893	0.018622	0.51225	0.044628	0.052431	0.03038	0.22876	0.49233	0.036069	0.047927	0.13666	0.53666	0.30535	0.036232	0.031196	0.032021	0.030827	0.041329	0.034339	0.44073	0.13078	0.2791	0.030151	0.13004	0.21419	0.051659	0.033665	0.13911	0.040729	0.02349	0.025059	0.20354	0.03356	0.45242	0.14488	0.081297	0.1848	0.090693	0.26072
Meth__cg19722847__IPO8	0.092384	0.11886	0.43531	0.7914	0.19366	0.096187	0.10601	0.14134	0.12719	0.17755	0.098031	0.14126	0.32511	0.41754	0.11375	0.076266	0.11076	0.16343	0.054473	0.34345	0.4008	0.49013	0.13249	0.22918	0.11099	0.43178	0.20404	0.13512	0.17256	0.052326	0.092653	0.066695	0.78089	0.10927	0.24737	0.11082	0.097746	0.37104	0.099538
Meth__cg04878727__ZNF306	0.084354	0.35864	0.30315	0.098291	0.15244	0.079926	0.085601	0.12709	0.073225	0.11187	0.11349	0.08988	0.38904	0.86854	0.082625	0.072889	0.069562	0.56343	0.090272	0.075704	0.074723	0.38908	0.62718	0.084532	0.21036	0.091289	0.22985	0.13689	0.21076	0.07478	0.087403	0.41001	0.50523	0.13381	0.11629	0.089846	0.10904	0.16244	0.15465
Meth__cg14775560__FOLH1	0.14435	0.08238	0.81173	0.12793	0.13369	0.28945	0.83522	0.20047	0.11255	0.11998	0.16373	0.33272	0.29259	0.12708	0.098285	0.14071	0.13628	0.18655	0.16279	0.14425	0.14189	0.68515	0.10202	0.54688	0.36418	0.12497	0.15829	0.20155	0.16854	0.12442	0.07993	0.12668	0.11784	0.42225	0.21813	0.1311	0.12928	0.23095	0.12497
Meth__cg17530977__GLI3	0.052272	0.041106	0.45957	0.048425	0.035995	0.047563	0.067987	0.19884	0.040311	0.056055	0.070301	0.19544	0.078968	0.032338	0.047572	0.15839	0.043372	0.096359	0.047764	0.068124	0.057342	0.050654	0.045225	0.055104	0.11944	0.052044	0.098724	0.14416	0.041753	0.039144	0.047207	0.046746	0.039306	0.027032	0.050289	0.0519	0.049908	0.11675	0.045574
Meth__cg12167239__SLC25A1	0.034986	0.05488	0.041002	0.65455	0.032978	0.054008	0.035378	0.1509	0.027802	0.042114	0.031796	0.079957	0.2599	0.023419	0.034052	0.029524	0.038	0.064036	0.084563	0.029622	0.035388	0.064519	0.81515	0.020454	0.057847	0.033865	0.055095	0.087082	0.080557	0.026309	0.022515	0.027257	0.044246	0.027535	0.047164	0.039258	0.024372	0.065732	0.028811
Meth__cg20637307__ERBB4	0.052286	0.045	0.80133	0.039803	0.114	0.65494	0.060387	0.37923	0.042615	0.034063	0.036929	0.148	0.10787	0.025074	0.047822	0.079156	0.022384	0.051804	0.041837	0.042646	0.082705	0.11953	0.050071	0.069415	0.23682	0.066537	0.046851	0.089693	0.093421	0.040494	0.027521	0.30543	0.34216	0.018563	0.093095	0.051404	0.052975	0.093831	0.076686
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.93456	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.077577	0.18352	0.24259	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.033006	0.10741	0.058711	0.0654	0.32157	0.062718
Meth__cg05742308__SEMA3A	0.43098	0.047241	0.19499	0.25737	0.096191	0.37484	0.23782	0.80309	0.078197	0.10867	0.2485	0.21209	0.45653	0.11346	0.092513	0.70008	0.06991	0.21693	0.079799	0.045238	0.1157	0.4342	0.072466	0.099952	0.13042	0.12872	0.25751	0.23517	0.092901	0.094757	0.077534	0.13054	0.6062	0.12533	0.19681	0.13077	0.19728	0.20578	0.52289
Meth__cg13353683__PTRF	0.053574	0.045889	0.067727	0.61331	0.17539	0.042082	0.088897	0.06345	0.058739	0.078962	0.090078	0.049074	0.65513	0.075033	0.04767	0.71422	0.03826	0.17426	0.048335	0.097944	0.081154	0.11697	0.058035	0.50634	0.13322	0.15064	0.088593	0.70154	0.1418	0.047622	0.043531	0.050191	0.10722	0.90249	0.046598	0.079132	0.41154	0.16416	0.74173
Meth__cg18917378__BCAS1	0.064876	0.044466	0.26067	0.047498	0.04833	0.27358	0.047544	0.89978	0.19452	0.046767	0.30694	0.1488	0.073962	0.046452	0.1287	0.5417	0.82707	0.26178	0.039681	0.037449	0.05945	0.049269	0.15956	0.041126	0.59626	0.044455	0.061076	0.14137	0.046566	0.42585	0.70947	0.1484	0.04078	0.048967	0.084935	0.051877	0.039871	0.071643	0.038021
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.23864	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.3572	0.28133	0.18431	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.092236	0.13397	0.062585	0.13679	0.46746	0.14564
Meth__cg26680127__MLCK	0.07862	0.03161	0.037413	0.11884	0.096956	0.092675	0.045671	0.3473	0.044856	0.058072	0.07127	0.18304	0.13722	0.0733	0.055831	0.059378	0.15606	0.10477	0.047948	0.083949	0.13431	0.52693	0.12393	0.2603	0.083847	0.056208	0.085907	0.0599	0.042087	0.031631	0.033278	0.026906	0.14425	0.055097	0.046686	0.090101	0.052188	0.080719	0.05754
Meth__cg00695416__CBR1	0.97515	0.032224	0.03106	0.97326	0.69761	0.019668	0.59368	0.052036	0.24722	0.96918	0.035407	0.034823	0.95241	0.72741	0.37414	0.02853	0.027134	0.064554	0.028076	0.023331	0.032715	0.96054	0.6536	0.79007	0.058917	0.95474	0.064996	0.95596	0.038972	0.024338	0.040027	0.016676	0.041698	0.10394	0.14209	0.024681	0.95745	0.86871	0.96392
Meth__cg04845628__MINA	0.064484	0.062385	0.059585	0.073643	0.06492	0.051018	0.069007	0.071301	0.072207	0.093574	0.06376	0.079464	0.11215	0.053773	0.14408	0.065518	0.078168	0.1403	0.30256	0.085188	0.068017	0.61589	0.2375	0.069498	0.21632	0.10026	0.14768	0.19579	0.10076	0.045847	0.057993	0.18321	0.0871	0.05649	0.07133	0.057936	0.077673	0.19483	0.075037
Meth__cg05806233__GNAI1	0.031396	0.01804	0.43756	0.55256	0.052025	0.26669	0.032471	0.038173	0.022067	0.023082	0.029943	0.049861	0.10227	0.040096	0.021784	0.026604	0.03082	0.052784	0.029172	0.081465	0.090834	0.60189	0.028908	0.21997	0.031335	0.043131	0.055708	0.07892	0.036885	0.024244	0.02037	0.038175	0.13752	0.037424	0.047052	0.051537	0.079757	0.69484	0.1835
Meth__cg12650780__SH3BGRL	0.40382	0.0522	0.88795	0.41202	0.60504	0.035986	0.0795	0.30728	0.68622	0.5448	0.052804	0.21896	0.27407	0.6621	0.65262	0.23975	0.06691	0.084105	0.051074	0.28134	0.088145	0.62447	0.13043	0.47389	0.10877	0.080485	0.065335	0.31265	0.30242	0.04951	0.17535	0.1789	0.87701	0.58688	0.29899	0.66921	0.45356	0.48367	0.76722
Meth__cg27560292__TAF10	0.073045	0.10904	0.6108	0.19076	0.18066	0.093559	0.10337	0.16974	0.17832	0.28585	0.69145	0.78546	0.28444	0.16406	0.1916	0.10928	0.088142	0.072573	0.32015	0.43298	0.20747	0.35461	0.6083	0.37552	0.55305	0.63949	0.094704	0.49239	0.27938	0.044828	0.063535	0.056665	0.38652	0.53522	0.10171	0.14944	0.076317	0.4654	0.059455
Meth__cg25076881__OR10J1	0.17953	0.018453	0.039249	0.27704	0.027214	0.29485	0.034946	0.036963	0.14898	0.043701	0.038725	0.037186	0.060724	0.016318	0.12787	0.077563	0.051841	0.06265	0.057222	0.032953	0.044881	0.037014	0.052529	0.037782	0.11702	0.044131	0.099865	0.052422	0.055511	0.044998	0.33333	0.40173	0.037074	0.025431	0.11949	0.033054	0.051743	0.040691	0.054821
Meth__cg22254104__LHX6	0.18574	0.11562	0.78735	0.49043	0.32789	0.11293	0.57538	0.27281	0.085512	0.41394	0.36898	0.22298	0.60258	0.062228	0.067135	0.13267	0.059002	0.11361	0.097647	0.1365	0.10616	0.6774	0.085985	0.17178	0.23032	0.099437	0.19374	0.64335	0.10307	0.16948	0.08111	0.091621	0.45227	0.75626	0.21468	0.36736	0.52415	0.30851	0.65066
Meth__cg16793061__EYA1	0.056042	0.033111	0.20973	0.049565	0.10436	0.036777	0.044101	0.6036	0.027409	0.03277	0.038687	0.50381	0.30888	0.083299	0.045138	0.069727	0.026656	0.097199	0.57126	0.04722	0.046061	0.90088	0.032795	0.025862	0.54783	0.042499	0.080652	0.054935	0.13295	0.040263	0.029688	0.044208	0.036288	0.50208	0.50106	0.053812	0.045076	0.23198	0.039625
Meth__cg27096144__MSX2	0.067427	0.060491	0.064949	0.068335	0.032816	0.5947	0.080544	0.34127	0.47259	0.046397	0.086549	0.048794	0.068418	0.040438	0.48498	0.32356	0.14614	0.088427	0.044517	0.047081	0.067768	0.04739	0.25712	0.037572	0.83405	0.065878	0.068574	0.086446	0.075631	0.68743	0.054821	0.04458	0.039092	0.046571	0.078282	0.054848	0.053536	0.10139	0.062085
Meth__cg16290737__CHGA	0.36212	0.026019	0.4352	0.04501	0.095238	0.13197	0.41355	0.33939	0.033832	0.052949	0.31213	0.11627	0.61516	0.028191	0.029742	0.051215	0.036751	0.053809	0.042904	0.16299	0.43144	0.94759	0.03965	0.21846	0.15884	0.34455	0.070236	0.80191	0.098678	0.034696	0.045832	0.031957	0.031777	0.16596	0.082267	0.046832	0.067962	0.60221	0.032287
Meth__cg20832009__STARD8	0.53499	0.37558	0.062961	0.39891	0.11073	0.74374	0.22402	0.91248	0.074506	0.053078	0.9062	0.39707	0.5051	0.12134	0.079094	0.61379	0.049285	0.23095	0.101	0.06705	0.05527	0.48475	0.10823	0.33775	0.18831	0.045327	0.11797	0.47433	0.12688	0.04307	0.087091	0.053471	0.50141	0.20839	0.11005	0.40659	0.078741	0.55875	0.58073
Meth__cg25307902__SNAP25	0.17881	0.099723	0.38852	0.12856	0.089645	0.15207	0.15451	0.25674	0.11345	0.36621	0.1109	0.15251	0.53024	0.82778	0.11253	0.21683	0.070872	0.27111	0.11452	0.15447	0.19383	0.20188	0.14654	0.06334	0.81275	0.34383	0.12924	0.80952	0.084599	0.082164	0.058704	0.12726	0.27412	0.2471	0.30363	0.077584	0.16291	0.88296	0.25345
Meth__cg12610070__TSPAN15	0.030529	0.034036	0.038255	0.030546	0.030891	0.82593	0.032757	0.042401	0.077482	0.027726	0.90831	0.029147	0.05131	0.030511	0.077242	0.04047	0.40645	0.040169	0.45414	0.029634	0.040309	0.033195	0.39702	0.035287	0.54433	0.037233	0.051359	0.053827	0.066764	0.049107	0.042915	0.67797	0.028729	0.023141	0.11344	0.033635	0.027953	0.059495	0.028012
Meth__cg25133753__WFDC11	0.35124	0.088457	0.30928	0.29844	0.10828	0.046339	0.30344	0.13235	0.20772	0.11388	0.073822	0.13209	0.21776	0.12103	0.16149	0.11607	0.079781	0.081174	0.074145	0.096061	0.21508	0.84965	0.10866	0.58717	0.13615	0.12273	0.14578	0.071499	0.087372	0.086688	0.06965	0.10306	0.56481	0.055373	0.30782	0.16347	0.1074	0.2091	0.098709
Meth__cg11189837__ADAMTS1	0.5585	0.048319	0.92438	0.49629	0.089054	0.94082	0.064714	0.73061	0.048763	0.45826	0.078378	0.12498	0.42212	0.05161	0.47346	0.9501	0.055038	0.11468	0.93178	0.17821	0.077026	0.81465	0.70151	0.073591	0.66616	0.071801	0.11831	0.41948	0.092042	0.047369	0.055498	0.068289	0.4866	0.80547	0.67693	0.38024	0.066054	0.52018	0.059429
Meth__cg25523185__CTPS2	0.44229	0.20033	0.055125	0.058721	0.068946	0.059334	0.067711	0.043732	0.058481	0.28045	0.055859	0.054577	0.32647	0.13671	0.076041	0.063922	0.05877	0.22321	0.045554	0.056075	0.059039	0.34434	0.30916	0.49141	0.098596	0.062711	0.12489	0.42042	0.24709	0.04731	0.057467	0.050292	0.056023	0.046138	0.12805	0.059166	0.064081	0.50203	0.062945
Meth__cg11764747__EFNB1	0.21689	0.048849	0.85129	0.19878	0.11591	0.11515	0.68816	0.08304	0.045445	0.10204	0.071779	0.1181	0.18365	0.44211	0.05536	0.18152	0.08426	0.16039	0.056514	0.90398	0.25902	0.58075	0.22589	0.54811	0.29431	0.16783	0.41855	0.34371	0.15313	0.28106	0.036066	0.52909	0.15954	0.75746	0.11666	0.2038	0.12667	0.58149	0.058309
Meth__cg15836660__EDNRB	0.61064	0.037121	0.76482	0.88976	0.77398	0.47091	0.80457	0.61604	0.044346	0.054345	0.25642	0.43655	0.33401	0.077446	0.22374	0.60236	0.044693	0.057105	0.053674	0.47952	0.40652	0.32058	0.049736	0.2072	0.58993	0.039582	0.25575	0.68297	0.090761	0.03949	0.039316	0.67887	0.86945	0.30923	0.084406	0.56197	0.80502	0.50847	0.6516
Meth__cg21271753__TMPRSS6	0.86671	0.49855	0.8115	0.92521	0.89766	0.078594	0.65993	0.70067	0.03768	0.86466	0.33681	0.76466	0.85426	0.034332	0.033462	0.268	0.44706	0.041503	0.023826	0.91706	0.92671	0.94495	0.83386	0.96446	0.43117	0.82939	0.050457	0.49035	0.32965	0.028834	0.046778	0.095556	0.88811	0.23005	0.12993	0.93928	0.66753	0.20721	0.64867
Meth__cg12847373__EDNRB	0.85895	0.027074	0.83146	0.9035	0.57243	0.59816	0.88263	0.92132	0.036666	0.028712	0.21163	0.16033	0.29703	0.34113	0.21938	0.56753	0.035571	0.072003	0.084202	0.73413	0.46839	0.86947	0.03931	0.2967	0.49559	0.030866	0.20956	0.77878	0.043644	0.028827	0.044955	0.79076	0.88199	0.81859	0.0612	0.5499	0.84802	0.71293	0.8344
Meth__cg04424621__HIST1H2BJ	0.1464	0.097127	0.16028	0.12716	0.64077	0.088611	0.60127	0.12367	0.088889	0.75703	0.16184	0.33103	0.25712	0.84765	0.083242	0.10237	0.081578	0.17706	0.12161	0.072317	0.1106	0.80318	0.11394	0.14898	0.34377	0.12321	0.15419	0.24717	0.13973	0.061696	0.11678	0.45127	0.097156	0.25895	0.79059	0.19314	0.12936	0.27039	0.16866
Meth__cg13438834__C22orf8	0.018221	0.16944	0.75876	0.2862	0.057157	0.058664	0.32831	0.068215	0.026452	0.29502	0.017747	0.13701	0.059649	0.080999	0.032149	0.025241	0.025557	0.025425	0.031969	0.037484	0.019775	0.3686	0.4634	0.049177	0.73639	0.34252	0.037946	0.095646	0.076031	0.024156	0.03101	0.02259	0.48755	0.28296	0.25842	0.026683	0.052247	0.23017	0.04289
Meth__cg05154390__MRPS15	0.023137	0.015702	0.033971	0.058732	0.04667	0.030448	0.028504	0.55847	0.036427	0.035799	0.018532	0.092409	0.034896	0.099332	0.034902	0.023282	0.032262	0.029511	0.034204	0.024336	0.027483	0.20321	0.09572	0.14628	0.10604	0.035779	0.041054	0.048853	0.033766	0.022644	0.02044	0.24957	0.046946	0.023839	0.056616	0.046684	0.028094	0.055741	0.031742
Meth__cg18282543__BAIAP3	0.050871	0.028119	0.94099	0.063631	0.83724	0.48749	0.047314	0.78101	0.041253	0.84743	0.28291	0.30235	0.46771	0.041867	0.042779	0.22415	0.074823	0.05776	0.038715	0.63601	0.89325	0.097258	0.82937	0.6863	0.84859	0.21003	0.079798	0.83046	0.060685	0.037426	0.030473	0.031626	0.04158	0.65803	0.034333	0.68147	0.043768	0.17382	0.09064
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.014192	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.019241	0.028126	0.031722	0.091599	0.018771	0.01896	0.044477	0.023741	0.027982	0.035957	0.036319	0.012167	0.13086	0.085355	0.023645	0.015488	0.041007	0.020054
Meth__cg14751914__SMAD7	0.077096	0.098322	0.1541	0.09491	0.067495	0.093116	0.11597	0.086595	0.060545	0.13853	0.10086	0.12714	0.32427	0.45144	0.075006	0.098813	0.050336	0.23043	0.075779	0.069323	0.12053	0.098639	0.12651	0.12163	0.15724	0.12512	0.14862	0.12142	0.23139	0.058167	0.086795	0.09683	0.11391	0.095265	0.17216	0.098485	0.073814	0.5948	0.076112
Meth__cg21016177__EXOC7	0.08582	0.020781	0.080364	0.068543	0.061949	0.033705	0.030807	0.36	0.08663	0.045847	0.084942	0.091741	0.13357	0.2243	0.080245	0.079414	0.053404	0.054516	0.036827	0.075561	0.071941	0.11503	0.080346	0.11636	0.24862	0.08998	0.040462	0.091774	0.03161	0.02057	0.26398	0.033198	0.10681	0.026083	0.038315	0.044891	0.022699	0.13679	0.025736
Meth__cg03698393__HAPLN3	0.79335	0.05615	0.96692	0.89057	0.91525	0.061785	0.91627	0.51816	0.033535	0.90386	0.30202	0.19205	0.85501	0.062557	0.041688	0.093175	0.035821	0.6847	0.036875	0.92575	0.90665	0.33423	0.4844	0.44196	0.060245	0.89874	0.099755	0.9258	0.065798	0.16299	0.034869	0.027255	0.61049	0.86925	0.49604	0.91962	0.80404	0.75183	0.85078
Meth__cg00747849__SLC25A1	0.031056	0.023187	0.03622	0.042252	0.026043	0.023373	0.054563	0.047466	0.024928	0.025988	0.029771	0.57473	0.075034	0.032731	0.029494	0.031517	0.02513	0.067394	0.019595	0.019432	0.031676	0.030983	0.093705	0.031395	0.16555	0.029723	0.038442	0.050055	0.040987	0.020396	0.022408	0.019672	0.018084	0.019112	0.040655	0.033107	0.025989	0.15787	0.024948
Meth__cg10468369__DDX19B	0.036243	0.036599	0.039977	0.027903	0.026789	0.039084	0.044229	0.036742	0.029917	0.035603	0.035201	0.047193	0.092461	0.53254	0.031266	0.03549	0.034607	0.10231	0.040268	0.030507	0.031807	0.03945	0.047953	0.075585	0.21183	0.031585	0.070864	0.060775	0.099273	0.034386	0.027048	0.097572	0.16669	0.36449	0.06906	0.041441	0.029329	0.059619	0.068186
Meth__cg15955341__GSTM4	0.03361	0.026247	0.78531	0.041902	0.035189	0.10594	0.057889	0.69922	0.049571	0.039181	0.034102	0.18065	0.60564	0.20994	0.17023	0.029195	0.029199	0.059403	0.021035	0.026388	0.030039	0.034207	0.045463	0.053314	0.073074	0.044641	0.074689	0.09768	0.052499	0.03292	0.031472	0.030545	0.58084	0.042045	0.075235	0.040051	0.098758	0.72264	0.51171
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.032375	0.12427	0.028114	0.27378	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.45808	0.041953	0.14974	0.39675	0.30417	0.53839	0.22509
Meth__cg23158811__PBX4	0.57095	0.038751	0.04556	0.40263	0.64015	0.034866	0.55801	0.033626	0.064614	0.039153	0.052979	0.023789	0.49379	0.95898	0.076404	0.031429	0.11143	0.098042	0.088151	0.044177	0.045156	0.94676	0.039724	0.50143	0.071937	0.5325	0.060803	0.88543	0.054145	0.03144	0.03453	0.044428	0.57269	0.035785	0.062815	0.036366	0.72814	0.91505	0.57102
Meth__cg25363317__GTF2F1	0.040851	0.028327	0.032124	0.036696	0.030801	0.034332	0.028521	0.031918	0.026448	0.034421	0.032891	0.056558	0.67263	0.03771	0.02977	0.022172	0.018811	0.042954	0.026932	0.049673	0.035847	0.038412	0.03442	0.024942	0.062954	0.030245	0.057084	0.03808	0.070147	0.021284	0.021878	0.022784	0.02466	0.023455	0.042396	0.032497	0.045794	0.071803	0.042372
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.54762	0.93704	0.91011	0.1081	0.92452	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.775	0.077311	0.3903	0.17344	0.16699	0.044126	0.9353	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.63471	0.40478	0.063123	0.10428	0.060008	0.64923	0.89858	0.26178	0.85506	0.22553	0.23979	0.095238
Meth__cg27140220__PKIA	0.24741	0.055532	0.49938	0.056835	0.53053	0.64647	0.34006	0.65949	0.048621	0.33027	0.79701	0.13609	0.59275	0.22976	0.058787	0.065669	0.071594	0.20538	0.032894	0.46182	0.40553	0.78997	0.071264	0.053381	0.064982	0.059254	0.09446	0.80284	0.060542	0.046154	0.061299	0.062752	0.25456	0.4744	0.39487	0.051689	0.23381	0.14084	0.18242
Meth__cg24442290__C20orf111	0.066496	0.06122	0.068788	0.058658	0.06064	0.051524	0.077058	0.062707	0.056794	0.06744	0.061824	0.056979	0.11985	0.058514	0.075558	0.12785	0.058097	0.12401	0.063057	0.059388	0.067006	0.073927	0.091253	0.064195	0.094182	0.55825	0.074752	0.089141	0.087161	0.056133	0.054206	0.057328	0.071683	0.050395	0.096524	0.059601	0.070676	0.15925	0.061597
Meth__cg04447890__GPR177	0.15905	0.32899	0.87005	0.16905	0.46659	0.17305	0.2317	0.5618	0.13535	0.15255	0.12891	0.15002	0.59003	0.13767	0.13036	0.15853	0.13006	0.25038	0.15049	0.22883	0.1968	0.72057	0.15012	0.36778	0.21982	0.16952	0.23182	0.24444	0.2028	0.13259	0.1122	0.16326	0.13836	0.81796	0.20963	0.19689	0.19757	0.36196	0.16647
Meth__cg17532978__NEUROD4	0.6077	0.021025	0.61024	0.15173	0.040591	0.12493	0.4613	0.89023	0.050367	0.031167	0.058198	0.51653	0.30626	0.17555	0.096464	0.082873	0.25677	0.057848	0.020348	0.53718	0.39217	0.30382	0.050384	0.028867	0.079689	0.20821	0.087958	0.57536	0.036481	0.034115	0.067234	0.03054	0.28371	0.28775	0.039081	0.10625	0.13133	0.19483	0.14834
Meth__cg16909124__NR2C1	0.033675	0.029178	0.067102	0.03742	0.042388	0.032296	0.039656	0.033765	0.028462	0.041497	0.038906	0.048681	0.075562	0.028473	0.038493	0.04635	0.029865	0.065425	0.04054	0.02252	0.036244	0.033594	0.038196	0.037189	0.03359	0.02862	0.064415	0.14158	0.044193	0.035633	0.02888	0.038225	0.044323	0.37072	0.054914	0.038212	0.050706	0.13287	0.043469
Meth__cg23957915__RCOR2	0.029039	0.01862	0.94927	0.088041	0.023602	0.074032	0.65567	0.031567	0.020598	0.023764	0.039069	0.94363	0.4389	0.063095	0.021714	0.61877	0.021874	0.13899	0.015432	0.042057	0.056171	0.029058	0.076419	0.020499	0.035183	0.20567	0.043439	0.090975	0.032928	0.023639	0.012979	0.033196	0.075802	0.029947	0.042423	0.020728	0.16776	0.12008	0.66277
Meth__cg03270167__RAMP1	0.52447	0.059941	0.62502	0.91555	0.095491	0.772	0.57585	0.97084	0.24927	0.063973	0.1607	0.86305	0.86414	0.090438	0.18147	0.93742	0.049743	0.11734	0.90325	0.46677	0.057863	0.95774	0.44283	0.83398	0.20822	0.92618	0.050847	0.73866	0.091022	0.94538	0.033564	0.089207	0.93249	0.92856	0.20902	0.32011	0.59211	0.87172	0.93531
Meth__cg22100821__SCRT2	0.38328	0.15567	0.44538	0.38015	0.063457	0.44778	0.74742	0.59389	0.11072	0.84827	0.09131	0.77864	0.52195	0.32799	0.08485	0.49447	0.27299	0.037945	0.029044	0.81772	0.085141	0.2099	0.28151	0.10302	0.81877	0.16821	0.027237	0.93875	0.10887	0.031444	0.036178	0.074398	0.049232	0.83559	0.014746	0.054076	0.047812	0.041264	0.48422
Meth__cg21487207__HOXC4	0.069934	0.024083	0.0709	0.049368	0.55289	0.054302	0.036104	0.052403	0.077295	0.05821	0.054897	0.084349	0.092523	0.024449	0.15635	0.03959	0.036153	0.52307	0.043226	0.037207	0.048081	0.50092	0.070231	0.16053	0.363	0.044164	0.068255	0.094025	0.10382	0.044276	0.035436	0.038945	0.96092	0.031068	0.052456	0.034651	0.54768	0.0701	0.96368
Meth__cg26943001__SPAG8	0.066645	0.052132	0.064009	0.099093	0.036187	0.88252	0.054619	0.03303	0.57004	0.048965	0.86742	0.29843	0.33551	0.03127	0.25323	0.032334	0.29023	0.061096	0.031152	0.34126	0.041883	0.039576	0.043585	0.046593	0.36335	0.043838	0.097545	0.27991	0.079895	0.04966	0.054974	0.13763	0.044459	0.31698	0.083983	0.045869	0.064219	0.084967	0.30472
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.070477	0.17463	0.20075	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.070812	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.3495	0.43317	0.3125	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.052525	0.071665	0.16108	0.094754	0.20418	0.089463
Meth__cg07022477__HIF3A	0.064374	0.049826	0.51738	0.66798	0.53732	0.067326	0.50945	0.41571	0.047069	0.059675	0.10878	0.6202	0.35864	0.060823	0.038117	0.16009	0.12497	0.10694	0.072082	0.1991	0.19076	0.7993	0.1751	0.76254	0.13023	0.25355	0.094325	0.38807	0.10657	0.27808	0.061911	0.38925	0.74872	0.2787	0.15865	0.29838	0.18839	0.15547	0.13455
Meth__cg06425868__C20orf161	0.061243	0.093625	0.52379	0.73806	0.26179	0.075227	0.66436	0.25412	0.060541	0.23259	0.039248	0.79683	0.2084	0.092351	0.10096	0.32625	0.13755	0.20777	0.028925	0.63907	0.36824	0.087908	0.14113	0.15642	0.57281	0.70736	0.091738	0.1029	0.35968	0.091902	0.057076	0.11392	0.45646	0.031242	0.063793	0.048263	0.54071	0.49009	0.6613
Meth__cg11195662__C9orf65	0.33433	0.070837	0.86666	0.055792	0.059488	0.055207	0.12882	0.39299	0.0485	0.079631	0.062169	0.085007	0.47418	0.049453	0.058764	0.085125	0.057154	0.2244	0.045499	0.47161	0.093895	0.084411	0.16951	0.074679	0.72766	0.055132	0.11834	0.86925	0.11722	0.82733	0.053091	0.066161	0.055667	0.17029	0.076748	0.054304	0.25635	0.12311	0.30596
Meth__cg27126442__FLJ20184	0.081941	0.066341	0.17098	0.084869	0.053488	0.80101	0.073547	0.095299	0.13611	0.062922	0.57705	0.081641	0.12647	0.054059	0.13255	0.089744	0.85559	0.12773	0.39584	0.067985	0.086515	0.23888	0.80539	0.053443	0.74841	0.058101	0.21432	0.10521	0.084814	0.76319	0.10908	0.56547	0.077417	0.086997	0.23375	0.081263	0.072746	0.11363	0.077057
