Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM44PE	SUM52PE	T47D	UACC812
Meth__cg19635712__EPB41L4B	0.059356	0.048819	0.12225	0.06249	0.045337	0.096516	0.068403	0.55204	0.058176	0.053847	0.057818	0.062426	0.16066	0.11746	0.10662	0.054539	0.11627	0.059728	0.068697	0.045083	0.059686	0.2002	0.075181	0.065545	0.094631	0.1263	0.11561	0.052938	0.12829	0.36592	0.19952	0.10395	0.065063	0.048286	0.057645	0.05972	0.10166	0.063665
Meth__cg19954000__FGF1	0.043041	0.019314	0.11398	0.0879	0.037262	0.83658	0.46686	0.58088	0.26957	0.030336	0.041957	0.74393	0.070178	0.04373	0.030773	0.044485	0.087769	0.74644	0.081575	0.039339	0.66411	0.19515	0.41892	0.11955	0.121	0.83725	0.14081	0.044047	0.054679	0.89573	0.29834	0.13049	0.4189	0.029622	0.33434	0.10116	0.093296	0.069041
Meth__cg26025944__SCNN1G	0.12259	0.071037	0.17129	0.097087	0.063336	0.5867	0.072317	0.19182	0.10235	0.074256	0.076071	0.12204	0.18182	0.14649	0.070322	0.05984	0.078112	0.067351	0.10017	0.077117	0.078478	0.10674	0.77794	0.089051	0.091553	0.049175	0.11216	0.090289	0.10762	0.065443	0.10168	0.076044	0.08223	0.057984	0.12269	0.063911	0.18369	0.07452
Meth__cg10735607__TMEM109	0.096134	0.050255	0.55362	0.24868	0.19377	0.9158	0.17611	0.86438	0.63418	0.056767	0.12319	0.29167	0.43858	0.3463	0.12704	0.057872	0.13356	0.45399	0.15836	0.06358	0.14571	0.20077	0.73328	0.11111	0.036036	0.88174	0.070612	0.17811	0.1748	0.063022	0.26023	0.058688	0.40222	0.092725	0.16474	0.39396	0.17525	0.44396
Meth__cg02798801__G10	0.41801	0.075058	0.49338	0.13728	0.13805	0.14399	0.1398	0.74703	0.12704	0.12148	0.112	0.078297	0.15725	0.11683	0.078095	0.14106	0.12089	0.1248	0.1335	0.10833	0.14307	0.55024	0.26802	0.34557	0.14257	0.08302	0.16782	0.46138	0.082333	0.10937	0.080054	0.13156	0.38373	0.12882	0.094989	0.1054	0.20417	0.62432
Meth__cg04394967__RDH12	0.10447	0.034143	0.51142	0.60722	0.11977	0.093908	0.11532	0.76493	0.91458	0.066885	0.19556	0.84854	0.27881	0.48499	0.072333	0.049318	0.19489	0.097137	0.066573	0.064413	0.14895	0.23227	0.62245	0.12359	0.061224	0.84588	0.46441	0.44637	0.055994	0.053012	0.27295	0.080227	0.50099	0.029023	0.2676	0.22437	0.15966	0.16559
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.91467	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.93456	0.057912	0.94795	0.15067	0.088726	0.72823	0.94062	0.18352	0.91781	0.86329	0.089991	0.056828	0.069192	0.9456	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.046153	0.033006	0.10741	0.058711
Meth__cg12853521__MC5R	0.41073	0.10372	0.68883	0.20161	0.15207	0.13804	0.14177	0.35325	0.29266	0.20609	0.10166	0.42574	0.23272	0.71696	0.30715	0.20507	0.42031	0.1143	0.19716	0.1697	0.13928	0.22421	0.58395	0.32816	0.11215	0.52448	0.26812	0.31362	0.14358	0.1886	0.062254	0.084922	0.32427	0.075695	0.18385	0.47333	0.15333	0.078726
Meth__cg13590277__SYNPO	0.20588	0.31679	0.42008	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.12168	0.19506	0.027956	0.73661	0.043629	0.078281	0.74506	0.12703	0.2538	0.25555	0.14133	0.34606	0.12786	0.039111	0.058402	0.70151	0.37399	0.72933	0.45964	0.20082	0.70308
Meth__cg08450982__NUMBL	0.34911	0.7255	0.96213	0.46797	0.073121	0.028599	0.67345	0.50894	0.042684	0.81709	0.83687	0.035941	0.91946	0.8402	0.53962	0.79815	0.052585	0.18753	0.067555	0.020236	0.78696	0.36565	0.69894	0.83278	0.063981	0.025313	0.92592	0.8852	0.66398	0.027008	0.028536	0.02476	0.96024	0.86725	0.93352	0.91098	0.3387	0.66122
Meth__cg12473775__RHOD	0.088932	0.82148	0.074685	0.64814	0.088358	0.84622	0.1309	0.84651	0.93178	0.33803	0.7012	0.32854	0.47417	0.15802	0.56061	0.26102	0.4338	0.41121	0.14286	0.65578	0.47348	0.84678	0.58778	0.19181	0.13947	0.29835	0.18519	0.24816	0.77753	0.78797	0.30123	0.71168	0.087067	0.18319	0.062996	0.063652	0.14386	0.10248
Meth__cg11861730__ETS1	0.91658	0.028466	0.062731	0.27935	0.043268	0.029044	0.32269	0.080872	0.023461	0.037372	0.048721	0.029429	0.028986	0.070678	0.16406	0.036906	0.023908	0.070609	0.091659	0.049262	0.1759	0.041281	0.10106	0.083978	0.085335	0.035847	0.65114	0.039125	0.053607	0.062275	0.02708	0.028614	0.38237	0.037853	0.93864	0.16855	0.035026	0.24537
Meth__cg13168683__JAKMIP1	0.070687	0.061809	0.085792	0.078189	0.045138	0.4309	0.075542	0.094718	0.26462	0.066964	0.071844	0.072114	0.5188	0.093018	0.43878	0.090603	0.066424	0.056308	0.093014	0.41207	0.060288	0.073113	0.60196	0.079496	0.10501	0.064001	0.18201	0.8241	0.067101	0.037643	0.45552	0.15021	0.036667	0.045224	0.039398	0.035448	0.097381	0.077487
Meth__cg23495733__CPNE8	0.96102	0.66487	0.032168	0.96649	0.96414	0.87961	0.96611	0.079971	0.025682	0.031934	0.96171	0.96676	0.072691	0.93718	0.97345	0.31012	0.92961	0.04976	0.076149	0.05632	0.96172	0.04194	0.088321	0.96159	0.060316	0.030253	0.89087	0.045992	0.36192	0.033105	0.16761	0.035245	0.49589	0.029701	0.94029	0.93378	0.81228	0.65649
Meth__cg24522076__MLLT7	0.4487	0.02465	0.038033	0.03023	0.03084	0.074347	0.027345	0.013164	0.021836	0.39505	0.26231	0.031429	0.030792	0.044158	0.094771	0.34755	0.055666	0.38949	0.21236	0.023682	0.028538	0.026516	0.15937	0.03257	0.090398	0.40766	0.46346	0.028136	0.049732	0.021684	0.035283	0.17668	0.025394	0.025887	0.2535	0.26796	0.063271	0.039041
Meth__cg14435807__LOXL1	0.030801	0.85246	0.63892	0.93407	0.64297	0.24917	0.88928	0.057009	0.219	0.030049	0.90889	0.91204	0.91547	0.8452	0.41997	0.34922	0.72505	0.038109	0.64992	0.02846	0.94246	0.37871	0.056875	0.78478	0.070989	0.035768	0.85047	0.73411	0.54124	0.32349	0.022516	0.026253	0.042714	0.56618	0.59405	0.027714	0.86759	0.92101
Meth__cg24035962__NCOA4	0.10698	0.10142	0.12539	0.099031	0.067261	0.084919	0.098934	0.14022	0.078169	0.80072	0.098579	0.10178	0.071846	0.17245	0.078562	0.64072	0.097168	0.075246	0.26613	0.089537	0.095658	0.096217	0.1811	0.11675	0.14134	0.064431	0.16305	0.08154	0.14846	0.11373	0.093757	0.11887	0.057809	0.10543	0.10286	0.073763	0.17481	0.59973
Meth__cg03973663__LYN	0.078525	0.061648	0.89329	0.084351	0.032846	0.86859	0.056897	0.71429	0.3023	0.91793	0.034635	0.92582	0.67003	0.88329	0.086025	0.767	0.87148	0.9304	0.16543	0.81605	0.079744	0.93678	0.15364	0.10029	0.18803	0.91853	0.12821	0.84505	0.074676	0.9126	0.42793	0.14908	0.045052	0.13734	0.29697	0.29198	0.18533	0.05233
Meth__cg10095719__NRP1	0.03259	0.038382	0.099912	0.035874	0.062267	0.01971	0.030207	0.081231	0.037315	0.033205	0.021734	0.049572	0.0158	0.04629	0.025675	0.026115	0.02043	0.028462	0.10609	0.028343	0.036298	0.045331	0.056563	0.029347	0.027024	0.032843	0.056936	0.033323	0.049853	0.030929	0.023237	0.29848	0.022397	0.21875	0.026023	0.05166	0.11674	0.035136
Meth__cg21513553__COL6A2	0.68028	0.019306	0.33083	0.85315	0.25589	0.32408	0.96208	0.051302	0.02574	0.16466	0.91013	0.018367	0.075507	0.94135	0.702	0.14373	0.028798	0.027056	0.048808	0.019045	0.96404	0.023975	0.66918	0.39079	0.6259	0.01998	0.95103	0.91491	0.047568	0.019964	0.021739	0.016519	0.042453	0.02435	0.98408	0.62697	0.64724	0.78106
Meth__cg03940103__CYP2S1	0.056395	0.05523	0.081061	0.064649	0.045254	0.80052	0.059796	0.83356	0.06363	0.081701	0.063783	0.53828	0.055327	0.15819	0.05551	0.085781	0.30153	0.081902	0.085589	0.099757	0.061644	0.75111	0.11406	0.065175	0.10055	0.43169	0.12904	0.061924	0.094064	0.085861	0.063532	0.078855	0.093618	0.053802	0.049671	0.40804	0.13072	0.060995
Meth__cg21295911__TNFSF9	0.044519	0.045376	0.059432	0.97159	0.042284	0.036009	0.042847	0.088614	0.049775	0.047699	0.042225	0.060709	0.036105	0.055815	0.056566	0.039231	0.030736	0.037386	0.13898	0.04263	0.067919	0.044682	0.034863	0.50764	0.061495	0.045475	0.93801	0.042521	0.067308	0.033114	0.03528	0.031904	0.022238	0.039233	0.044436	0.035154	0.089658	0.5265
Meth__cg09076077__FLJ33860	0.9135	0.095383	0.91976	0.88458	0.64237	0.20871	0.74994	0.46154	0.9471	0.071361	0.6525	0.89522	0.80475	0.78764	0.11208	0.1722	0.58229	0.62779	0.19752	0.044325	0.67228	0.086079	0.17611	0.71059	0.14736	0.38014	0.91126	0.075764	0.092322	0.049679	0.040029	0.10275	0.20186	0.48567	0.91972	0.84222	0.073372	0.93637
Meth__cg10848367__SCGB1D2	0.13291	0.66283	0.56081	0.83419	0.70218	0.05649	0.67215	0.17794	0.42096	0.11872	0.56893	0.73871	0.86579	0.84089	0.080035	0.26942	0.63822	0.082843	0.14277	0.070124	0.81212	0.069387	0.098629	0.93195	0.35797	0.24038	0.77717	0.16626	0.80527	0.094425	0.05819	0.081775	0.9156	0.49364	0.82999	0.75783	0.10726	0.16784
Meth__cg18443378__WDR17	0.043637	0.054868	0.90856	0.40667	0.04038	0.041896	0.059302	0.03734	0.065063	0.039773	0.062589	0.038255	0.086732	0.57673	0.94433	0.27866	0.07872	0.30425	0.1071	0.037714	0.052697	0.042976	0.072898	0.55755	0.070783	0.045621	0.91685	0.35914	0.12822	0.035683	0.031161	0.093178	0.93185	0.055753	0.651	0.58174	0.1722	0.061432
Meth__cg07408456__PGLYRP2	0.11653	0.1311	0.1208	0.38421	0.08599	0.38808	0.10958	0.48246	0.51999	0.14619	0.10763	0.17157	0.40725	0.20876	0.070583	0.15259	0.42416	0.33765	0.12888	0.080959	0.14015	0.64408	0.22089	0.12713	0.13169	0.89358	0.30977	0.1141	0.25599	0.10355	0.13753	0.10761	0.29092	0.14434	0.13678	0.28326	0.15425	0.12158
Meth__cg03028472__RERG	0.043956	0.046842	0.91478	0.052767	0.036077	0.047018	0.062458	0.077731	0.03558	0.053393	0.062981	0.29356	0.08535	0.1147	0.038645	0.050459	0.058107	0.077688	0.07334	0.058227	0.048031	0.14565	0.069656	0.054672	0.099863	0.04237	0.12036	0.064077	0.090603	0.03868	0.035849	0.90539	0.032336	0.043868	0.04154	0.60564	0.076609	0.072079
Meth__cg24377133__HHCM	0.074172	0.034234	0.046489	0.24288	0.055517	0.023314	0.087524	0.099856	0.049109	0.027229	0.10541	0.056773	0.046534	0.14376	0.031908	0.032999	0.041332	0.077271	0.081162	0.02887	0.1041	0.034113	0.066833	0.044699	0.088663	0.029198	0.043401	0.046849	0.053889	0.045545	0.045573	0.059919	0.058447	0.021983	0.05624	0.053364	0.06712	0.15783
Meth__cg15422147__SERPINB5	0.054537	0.0473	0.17342	0.76303	0.078002	0.58027	0.077766	0.9401	0.05117	0.12879	0.061192	0.09273	0.10731	0.11171	0.09009	0.12495	0.059804	0.31165	0.063549	0.26346	0.08399	0.60836	0.44061	0.12943	0.040707	0.86329	0.11624	0.10364	0.071891	0.2008	0.053099	0.078602	0.32078	0.07637	0.15929	0.097321	0.12366	0.070696
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12885	0.12202	0.11879	0.23856	0.24493	0.42843	0.078581	0.057279	0.10299	0.065916	0.17609	0.09001	0.083589	0.087098	0.11924	0.15085	0.096828	0.71974	0.057586	0.66122	0.48607	0.14242	0.067313	0.26046	0.15178	0.10306	0.15637	0.11428	0.10661	0.68576	0.078679	0.0838	0.1981	0.09438	0.093506	0.085236
Meth__cg04107037__ATOH1	0.095856	0.065529	0.92154	0.14125	0.10777	0.49917	0.61805	0.068158	0.20874	0.055526	0.072833	0.7693	0.2985	0.12913	0.066356	0.10968	0.060799	0.080295	0.13765	0.099775	0.36232	0.1032	0.12684	0.13765	0.10635	0.067229	0.60779	0.072602	0.09871	0.055435	0.043739	0.41998	0.050275	0.066886	0.61124	0.51017	0.2885	0.060551
Meth__cg10006582__BBS5	0.046512	0.036185	0.86432	0.03381	0.042639	0.82269	0.045995	0.058897	0.10731	0.035269	0.041801	0.040286	0.10294	0.23886	0.032301	0.042871	0.078772	0.037905	0.052127	0.032063	0.035215	0.050448	0.24515	0.071765	0.0483	0.037623	0.070065	0.050061	0.082253	0.036943	0.050663	0.031931	0.036931	0.025951	0.036579	0.045563	0.038136	0.043016
Meth__cg06220958__MYH2	0.23574	0.037092	0.71692	0.13544	0.27725	0.035966	0.097533	0.1242	0.096126	0.056668	0.13782	0.23326	0.14682	0.15288	0.053264	0.069649	0.07415	0.077239	0.10347	0.068061	0.077442	0.11018	0.083922	0.079345	0.16946	0.08143	0.32157	0.076943	0.12996	0.061541	0.051586	0.15072	0.056531	0.076432	0.10869	0.11432	0.35734	0.12778
Meth__cg02643667__TFF1	0.049689	0.57512	0.90571	0.052204	0.036582	0.76102	0.042216	0.91022	0.95344	0.93152	0.055862	0.93106	0.88398	0.84968	0.060999	0.76543	0.93325	0.94093	0.82079	0.061044	0.048112	0.88231	0.24647	0.06176	0.16652	0.91611	0.088214	0.90776	0.52603	0.91637	0.93211	0.42609	0.04603	0.13213	0.074826	0.3582	0.50609	0.046928
Meth__cg15636587__GK	0.4636	0.23795	0.045069	0.030359	0.21774	0.029469	0.032944	0.04265	0.042314	0.52237	0.55135	0.077302	0.36466	0.53928	0.56138	0.48164	0.02614	0.053194	0.39346	0.035158	0.04129	0.17421	0.139	0.44518	0.52986	0.037184	0.38338	0.038216	0.4632	0.47203	0.035258	0.55407	0.61145	0.039064	0.45963	0.052531	0.074679	0.39471
Meth__cg03064241__RNF34	0.047467	0.026046	0.050757	0.041224	0.020418	0.032077	0.034442	0.026326	0.038965	0.029919	0.036237	0.039234	0.022588	0.054627	0.45998	0.045495	0.03288	0.02775	0.078908	0.029161	0.039593	0.051147	0.045211	0.02786	0.038382	0.028605	0.071999	0.031897	0.053221	0.030237	0.027356	0.032176	0.024915	0.02807	0.027913	0.028578	0.035193	0.034102
Meth__cg00746083__CHD8	0.047919	0.046485	0.0497	0.040164	0.035523	0.041837	0.050546	0.036936	0.042345	0.048052	0.04367	0.042765	0.030797	0.088698	0.030629	0.058451	0.033588	0.046863	0.097249	0.036376	0.044381	0.040603	0.10109	0.041627	0.058406	0.045154	0.06234	0.038858	0.062673	0.049105	0.049147	0.59693	0.03542	0.032043	0.041976	0.043708	0.16164	0.057309
SNP__ZNF462	0.003	-0.163	0.174	0.13	0.149	0.209	0.064	0.293	0.184	0.133	0.238	-0.022	0.274	0.147	0.036	-0.073	-0.126	0.146	-0.019	-0.088	0.157	-0.15	-0.147	0.207	-4.605	0.223	-0.633	-0.201	0.047	-0.211	0.161	0.02	0.188	-0.349	-0.418	-0.176	0.297	-0.296
Meth__cg13325529__TMEM107	0.076742	0.42047	0.16043	0.3633	0.072024	0.11309	0.091342	0.044597	0.049394	0.086111	0.32662	0.086824	0.092068	0.18074	0.065529	0.066741	0.067955	0.057707	0.11625	0.047068	0.15582	0.14908	0.1858	0.25999	0.12671	0.054753	0.45406	0.26419	0.1418	0.053482	0.047343	0.058125	0.16252	0.058092	0.16821	0.30394	0.098318	0.099476
Meth__cg21542094__PFKFB3	0.030404	0.018197	0.22422	0.027964	0.030004	0.030191	0.024998	0.71687	0.047811	0.06468	0.029005	0.30001	0.15296	0.73321	0.020529	0.048592	0.21727	0.02413	0.045586	0.10267	0.025291	0.94662	0.050924	0.023309	0.028434	0.040966	0.050646	0.033812	0.034894	0.035946	0.21457	0.77763	0.34523	0.026255	0.026203	0.58022	0.13708	0.024396
Meth__cg18896687__MAFK	0.045843	0.032897	0.055727	0.049904	0.034113	0.28606	0.049495	0.55064	0.039053	0.030884	0.067594	0.034067	0.10547	0.081248	0.028992	0.040847	0.052913	0.037044	0.080759	0.049039	0.043271	0.44648	0.12476	0.067258	0.062575	0.038949	0.097657	0.053158	0.070442	0.035439	0.035438	0.035134	0.029125	0.031151	0.037367	0.026311	0.11302	0.054486
Meth__cg22443330__KIAA1018	0.080933	0.075801	0.28265	0.17445	0.096182	0.10713	0.14815	0.49966	0.58581	0.12938	0.14222	0.12661	0.61132	0.19462	0.086074	0.12843	0.24454	0.70141	0.2029	0.10426	0.31798	0.85371	0.55452	0.20316	0.13085	0.56068	0.29203	0.54037	0.11289	0.099088	0.44444	0.68354	0.11757	0.067899	0.10472	0.082564	0.25382	0.11957
Meth__cg08062469__SPAG5	0.034301	0.031273	0.030967	0.037482	0.0284	0.035816	0.0385	0.10102	0.32718	0.037071	0.048855	0.036798	0.056037	0.12629	0.021773	0.034541	0.043773	0.030535	0.10762	0.033803	0.039482	0.041455	0.10441	0.69303	0.054925	0.041438	0.076987	0.082641	0.067408	0.027481	0.030655	0.034283	0.045211	0.027812	0.049767	0.020385	0.097587	0.033751
Meth__cg08548888__MYD88	0.077687	0.065282	0.11631	0.52453	0.10426	0.7097	0.7001	0.22477	0.24066	0.081678	0.085967	0.089083	0.31097	0.15785	0.059	0.082005	0.18224	0.083503	0.1528	0.097357	0.11618	0.43181	0.52875	0.087104	0.16567	0.45447	0.12146	0.084628	0.078477	0.13257	0.077423	0.090284	0.098318	0.062043	0.090474	0.11264	0.14744	0.36847
Meth__cg16046465__FRMD5	0.055174	0.030818	0.044776	0.031954	0.020678	0.022293	0.03514	0.051578	0.038379	0.028041	0.024043	0.76591	0.024613	0.040179	0.069453	0.02875	0.023951	0.029324	0.0514	0.016705	0.028346	0.036505	0.041974	0.036935	0.052384	0.024338	0.44687	0.028062	0.068389	0.023867	0.023915	0.022866	0.01644	0.055185	0.017025	0.17424	0.043798	0.027636
Meth__cg04486568__ETS2	0.047771	0.036186	0.05735	0.062904	0.031227	0.03677	0.053332	0.067946	0.029194	0.33023	0.046161	0.052587	0.060058	0.094925	0.06019	0.27104	0.044536	0.0415	0.13041	0.040677	0.03931	0.050306	0.07502	0.053042	0.090803	0.046853	0.13887	0.033579	0.073385	0.035907	0.023946	0.04326	0.040679	0.037341	0.066693	0.052891	0.18239	0.036213
Meth__cg23158811__PBX4	0.57095	0.038751	0.04556	0.40263	0.64015	0.034866	0.55801	0.022086	0.033626	0.064614	0.039153	0.052979	0.023789	0.49379	0.95898	0.076404	0.031429	0.11143	0.098042	0.088151	0.045156	0.039724	0.071937	0.5325	0.060803	0.032971	0.88543	0.59488	0.054145	0.03144	0.03453	0.044428	0.57269	0.035452	0.13017	0.035785	0.062815	0.036366
Meth__cg06277481__ANKRD47	0.3887	0.035049	0.0305	0.96885	0.03132	0.96199	0.83729	0.072756	0.023472	0.13174	0.056615	0.96838	0.028744	0.55992	0.03653	0.11193	0.96064	0.078286	0.074155	0.018808	0.034233	0.026397	0.065727	0.031009	0.039405	0.15059	0.91897	0.054959	0.049635	0.050418	0.024354	0.039796	0.020646	0.025463	0.97714	0.6141	0.062631	0.44214
Meth__cg25250358__PLOD2	0.048988	0.051366	0.050026	0.071632	0.038844	0.041842	0.050372	0.062842	0.064128	0.14387	0.039748	0.05518	0.032713	0.075189	0.030136	0.12232	0.049103	0.048363	0.11957	0.034503	0.075489	0.055632	0.079034	0.05612	0.074387	0.061291	0.09167	0.050209	0.066376	0.043488	0.020314	0.17393	0.045337	0.040817	0.11077	0.48682	0.12263	0.043911
Meth__cg13501507__DMXL2	0.034815	0.029362	0.038983	0.053404	0.041552	0.35478	0.035665	0.13057	0.093722	0.03241	0.04107	0.049124	0.061658	0.043825	0.027563	0.047694	0.034741	0.063403	0.062679	0.040788	0.022749	0.062643	0.082077	0.066871	0.14296	0.037416	0.11386	0.060245	0.06268	0.047771	0.038854	0.044734	0.042577	0.035861	0.025613	0.033803	0.064483	0.045133
Meth__cg10981541__FAM57A	0.060126	0.55295	0.09662	0.36413	0.27348	0.070353	0.15834	0.087438	0.085296	0.051105	0.49372	0.070695	0.081517	0.13524	0.16576	0.1592	0.075785	0.053462	0.10117	0.062562	0.072357	0.085074	0.086747	0.30372	0.10165	0.066084	0.13714	0.092522	0.17388	0.061224	0.061899	0.058605	0.16103	0.12763	0.54096	0.057661	0.14745	0.10238
Meth__cg05732130__FLJ13912	0.07145	0.028893	0.049145	0.040166	0.033717	0.035691	0.042848	0.1303	0.030891	0.05805	0.036819	0.049547	0.020696	0.064736	0.039948	0.037759	0.02805	0.085961	0.069635	0.035893	0.070242	0.027669	0.068977	0.040204	0.097218	0.042099	0.042493	0.030296	0.072391	0.026088	0.021106	0.033968	0.030041	0.016309	0.064493	0.030393	0.29576	0.063115
Meth__cg20695587__TMPRSS11F	0.20238	0.12043	0.11328	0.11858	0.096742	0.16994	0.09214	0.19176	0.57139	0.51044	0.12716	0.69178	0.22125	0.11706	0.086827	0.37464	0.80109	0.86621	0.21065	0.10669	0.098436	0.52217	0.76667	0.10025	0.17517	0.50097	0.15465	0.1353	0.1725	0.66442	0.12962	0.18842	0.097376	0.086231	0.10706	0.20968	0.17548	0.12786
Meth__cg11521965__PTN	0.90908	0.049189	0.37496	0.79344	0.053784	0.68448	0.87009	0.61111	0.90276	0.26815	0.051856	0.83304	0.41866	0.52133	0.068791	0.26012	0.62688	0.12195	0.066036	0.14149	0.17241	0.13568	0.2979	0.50655	0.11315	0.13852	0.87319	0.060615	0.088534	0.39417	0.72083	0.3686	0.89923	0.13909	0.69686	0.26983	0.14866	0.070537
Meth__cg17497271__GPR176	0.16872	0.045778	0.63083	0.10526	0.046107	0.039286	0.34986	0.044742	0.037114	0.059329	0.054254	0.073442	0.051579	0.083455	0.049877	0.051773	0.045559	0.042918	0.074517	0.034785	0.08464	0.056791	0.94073	0.073636	0.20701	0.040228	0.82604	0.34169	0.096882	0.040586	0.051308	0.035066	0.029397	0.035873	0.71815	0.095445	0.17434	0.10753
Meth__cg21303011__THRB	0.023005	0.89971	0.025247	0.035976	0.025275	0.94527	0.020711	0.93838	0.020535	0.01603	0.021423	0.80868	0.035055	0.033191	0.0098837	0.017142	0.84827	0.014188	0.028935	0.71338	0.015266	0.34457	0.48432	0.02509	0.027953	0.36806	0.02473	0.02802	0.076107	0.015896	0.016182	0.19698	0.010737	0.015097	0.0085005	0.01498	0.070175	0.031614
Meth__cg14782678__TMEM102	0.61673	0.1867	0.81228	0.8142	0.22923	0.88376	0.61119	0.91889	0.049895	0.091856	0.58668	0.091939	0.8618	0.42992	0.66776	0.11579	0.66103	0.36567	0.076364	0.72101	0.091687	0.92176	0.88568	0.44178	0.10248	0.85378	0.098622	0.35032	0.27302	0.35856	0.20345	0.92011	0.089513	0.090373	0.60322	0.14784	0.15819	0.85484
Meth__cg05244766__GSTP1	0.11996	0.31668	0.51939	0.59114	0.13064	0.91995	0.24906	0.79214	0.096652	0.10259	0.10367	0.092844	0.81803	0.84734	0.32812	0.14493	0.82193	0.66551	0.25034	0.66779	0.10645	0.71297	0.69169	0.3036	0.13417	0.7912	0.22101	0.73675	0.31736	0.12437	0.17248	0.22364	0.099159	0.11873	0.095946	0.70816	0.12283	0.10561
Meth__cg25316166__USP11	0.50315	0.53652	0.065744	0.045621	0.39904	0.039553	0.049745	0.11433	0.0493	0.48978	0.07164	0.044038	0.044247	0.068786	0.76587	0.47391	0.42317	0.048336	0.61866	0.03082	0.044233	0.35509	0.066789	0.034681	0.61232	0.47311	0.35375	0.047367	0.50449	0.030663	0.046168	0.037967	0.058039	0.041071	0.49054	0.069736	0.10788	0.40983
Meth__cg20022541__C14orf152	0.44062	0.047297	0.87611	0.88087	0.80231	0.09339	0.85586	0.63656	0.074528	0.81538	0.61621	0.80718	0.8451	0.83696	0.040676	0.79384	0.80047	0.87796	0.13096	0.065546	0.64571	0.1495	0.22958	0.2885	0.24694	0.30829	0.85226	0.16202	0.065795	0.050269	0.3111	0.058045	0.81794	0.040391	0.86751	0.76647	0.066371	0.83262
Meth__cg13744194__OCLN	0.074304	0.062901	0.13839	0.096695	0.052789	0.54991	0.086447	0.55502	0.087338	0.12273	0.067802	0.94811	0.086562	0.15962	0.059417	0.11567	0.084397	0.086396	0.11472	0.26943	0.073297	0.5625	0.37848	0.085198	0.080839	0.93918	0.17278	0.087677	0.072991	0.082127	0.083929	0.56579	0.62197	0.10599	0.036492	0.24615	0.14774	0.07912
Meth__cg20811389__CDC14B	0.35018	0.36303	0.0906	0.2525	0.91624	0.19425	0.24061	0.079676	0.070871	0.073434	0.84402	0.085104	0.054488	0.095982	0.040564	0.070653	0.19132	0.05934	0.10277	0.049744	0.92534	0.064633	0.0593	0.068317	0.082738	0.048124	0.90233	0.078008	0.13263	0.043663	0.044333	0.20679	0.13876	0.042784	0.36064	0.038697	0.76635	0.074732
Meth__cg00651216__HSP90AB1	0.05165	0.063254	0.9036	0.37792	0.25791	0.8788	0.45155	0.89153	0.58833	0.34771	0.25853	0.23263	0.90971	0.32777	0.038854	0.31024	0.26017	0.41064	0.42914	0.49139	0.25878	0.42919	0.68549	0.14942	0.29603	0.87354	0.15459	0.21847	0.12561	0.26386	0.072957	0.10591	0.71347	0.35643	0.15113	0.19423	0.089229	0.049258
Meth__cg24010952__BDKRB2	0.077811	0.073765	0.13529	0.067881	0.05544	0.36208	0.10181	0.14068	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.088226	0.16101	0.14485	0.11867	0.14105	0.09375	0.066623	0.073071	0.12126	0.081547	0.10788	0.22507	0.12922	0.14863	0.11333	0.11021	0.43109	0.4063	0.12025	0.071763	0.092605	0.087113	0.12257	0.068866
Meth__cg16363586__BST2	0.050365	0.70965	0.048868	0.90209	0.21016	0.9133	0.071339	0.44402	0.81724	0.038872	0.1887	0.059482	0.054172	0.097206	0.032788	0.25715	0.65781	0.90906	0.065627	0.89566	0.66259	0.77492	0.77939	0.83422	0.5775	0.91016	0.11679	0.889	0.85704	0.89816	0.038653	0.042633	0.056982	0.051311	0.066621	0.041434	0.13201	0.89138
