Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg25826526__C20orf20	0.024652	0.019514	0.0199	0.018576	0.015429	0.013475	0.015552	0.026603	0.015374	0.018061	0.019966	0.024943	0.034237	0.014139	0.017092	0.84292	0.016413	0.048458	0.014028	0.019304	0.01646	0.02562	0.02235	0.029114	0.019602	0.023981	0.031555	0.044202	0.032787	0.029316	0.025582	0.017942	0.013271	0.028874	0.025225	0.023503
Meth__cg09847234__NCK1	0.095958	0.12415	0.092589	0.0823	0.060817	0.083534	0.10317	0.10607	0.087469	0.10272	0.092714	0.26622	0.13633	0.067144	0.12081	0.10398	0.081092	0.17566	0.095896	0.076343	0.088713	0.096185	0.61511	0.085174	0.16983	0.092596	0.11182	0.14641	0.15607	0.086562	0.086028	0.065301	0.075302	0.17757	0.096141	0.22868
Meth__cg03302287__PKP2	0.043445	0.083649	0.057006	0.055358	0.030474	0.93296	0.043877	0.063005	0.054132	0.038715	0.044027	0.027698	0.11232	0.047179	0.043103	0.040904	0.076315	0.12308	0.43069	0.034847	0.040196	0.039857	0.047751	0.03619	0.1262	0.044025	0.058108	0.11616	0.084804	0.041663	0.085839	0.03396	0.036931	0.10114	0.041224	0.08619
Meth__cg20940661__KCNS3	0.015496	0.019172	0.026656	0.025723	0.014131	0.6192	0.020648	0.031549	0.016845	0.027124	0.091402	0.017401	0.027235	0.01155	0.018412	0.014912	0.048725	0.026637	0.014302	0.018015	0.031361	0.016181	0.019054	0.018547	0.045758	0.02021	0.041073	0.047227	0.021678	0.0167	0.04108	0.01399	0.014218	0.061419	0.021876	0.063014
Meth__cg24373308__BAG2	0.12045	0.075632	0.033605	0.84061	0.15998	0.022604	0.070499	0.023181	0.02595	0.2292	0.017546	0.025493	0.4497	0.10535	0.066015	0.4871	0.031093	0.098574	0.01576	0.034695	0.030044	0.069571	0.022324	0.21884	0.033258	0.12334	0.053069	0.24625	0.070083	0.012787	0.030379	0.1406	0.95304	0.10335	0.035121	0.17145
Meth__cg03026462__FOXA1	0.021313	0.015161	0.021531	0.018083	0.017219	0.018097	0.030545	0.030666	0.024956	0.022573	0.026228	0.046848	0.043093	0.013158	0.017767	0.015919	0.024478	0.036554	0.018219	0.013245	0.026816	0.022623	0.027031	0.017077	0.030568	0.0206	0.033393	0.030209	0.035675	0.021157	0.017512	0.012187	0.014124	0.028736	0.023672	0.040916
Meth__cg19430897__HIST1H2AB	0.16089	0.13053	0.162	0.48989	0.95208	0.93754	0.87807	0.59268	0.42765	0.9093	0.9046	0.24846	0.8509	0.37693	0.37532	0.12365	0.10977	0.30035	0.12122	0.10953	0.13285	0.16422	0.12226	0.12441	0.1551	0.35609	0.15695	0.11022	0.17219	0.29358	0.14327	0.8382	0.68988	0.80681	0.13909	0.13944
Meth__cg04944936__CXorf17	0.63171	0.070586	0.06134	0.058511	0.48188	0.043086	0.086623	0.062943	0.30137	0.73501	0.052215	0.23656	0.46338	0.50294	0.24766	0.71035	0.045081	0.46469	0.038917	0.042696	0.048784	0.62136	0.49388	0.57046	0.057942	0.54383	0.52121	0.5983	0.5219	0.58007	0.4062	0.044465	0.040074	0.10829	0.5417	0.5337
Meth__cg04621255__ENDOG	0.024547	0.015013	0.15592	0.039876	0.020823	0.068315	0.024706	0.048823	0.018036	0.030894	0.040333	0.035875	0.026114	0.01905	0.018619	0.030178	0.027997	0.07452	0.015843	0.036385	0.022794	0.022561	0.52953	0.02431	0.5972	0.039684	0.062585	0.040323	0.040404	0.023459	0.020782	0.020125	0.01969	0.04181	0.024582	0.079591
Meth__cg23750142__CA8	0.043636	0.021208	0.67583	0.067162	0.022495	0.97523	0.028399	0.017526	0.024456	0.022367	0.035808	0.25788	0.46697	0.016419	0.024615	0.068238	0.02709	0.070998	0.01527	0.040223	0.022687	0.064663	0.022496	0.019346	0.94357	0.047458	0.044242	0.080559	0.0463	0.031252	0.4547	0.018292	0.04981	0.087275	0.041328	0.095763
Meth__cg21452766__CTH	0.046128	0.047091	0.097023	0.060361	0.026518	0.061048	0.040732	0.61304	0.14048	0.043133	0.08614	0.028696	0.091021	0.033247	0.055583	0.041473	0.062241	0.11261	0.05852	0.046417	0.078653	0.085915	0.074032	0.054299	0.096786	0.057912	0.092916	0.13242	0.069858	0.055007	0.080074	0.039035	0.035491	0.045962	0.044829	0.068952
Meth__cg22585988__PVRL4	0.026399	0.015309	0.036963	0.019419	0.016055	0.95734	0.0235	0.017342	0.014845	0.01694	0.88553	0.019854	0.03884	0.013904	0.018761	0.061356	0.95308	0.026903	0.74041	0.024257	0.019638	0.021504	0.94787	0.015416	0.96822	0.03107	0.039588	0.031959	0.024859	0.93885	0.93054	0.015303	0.016235	0.046166	0.02521	0.052769
Meth__cg25896975__SNX17	0.027025	0.02778	0.029181	0.025713	0.018637	0.021526	0.027833	0.024605	0.020037	0.021869	0.022175	0.020085	0.045114	0.012304	0.024147	0.016813	0.023875	0.052309	0.017934	0.020714	0.036018	0.026436	0.028004	0.020871	0.042291	0.027828	0.036264	0.037629	0.028361	0.022956	0.022432	0.018518	0.018612	0.053516	0.021383	0.15324
Meth__cg25943276__C11orf39	0.82808	0.2853	0.84698	0.14788	0.055937	0.17645	0.17534	0.87213	0.040179	0.056811	0.47405	0.75288	0.41727	0.043951	0.040911	0.10743	0.76615	0.15019	0.07408	0.38149	0.48562	0.20319	0.05852	0.54892	0.35166	0.092976	0.10206	0.39334	0.08133	0.12862	0.070116	0.055745	0.28381	0.060854	0.65295	0.17278
Meth__cg06722792__PDE9A	0.060504	0.070556	0.062508	0.040857	0.055308	0.9148	0.25944	0.21415	0.052082	0.049136	0.08261	0.054958	0.29804	0.047836	0.058789	0.050515	0.058121	0.1028	0.069129	0.049317	0.060478	0.056214	0.083581	0.044447	0.098667	0.054551	0.082904	0.73741	0.087652	0.059281	0.070031	0.049135	0.049783	0.089234	0.059436	0.091616
Meth__cg13553204__CNKSR1	0.041228	0.045273	0.090824	0.073766	0.063382	0.86385	0.057016	0.24909	0.78677	0.045206	0.089074	0.3069	0.1417	0.093023	0.57068	0.13901	0.84734	0.10381	0.60519	0.077939	0.069682	0.054692	0.87802	0.066912	0.54061	0.068242	0.068323	0.12214	0.064973	0.89909	0.50846	0.053721	0.038417	0.24013	0.060363	0.17324
Meth__cg02511532__TAF2	0.040196	0.024229	0.042924	0.033411	0.028237	0.038557	0.034104	0.031137	0.04044	0.035187	0.031711	0.045567	0.083968	0.025279	0.038821	0.043214	0.034738	0.040799	0.02597	0.032076	0.035323	0.033428	0.032278	0.034876	0.089265	0.036521	0.066634	0.08616	0.053281	0.033126	0.079112	0.025444	0.043374	0.14537	0.036871	0.59929
Meth__cg18697049__CDC2L6	0.042648	0.090386	0.077334	0.045081	0.021638	0.02772	0.05	0.73834	0.019598	0.027202	0.050685	0.032002	0.069722	0.018314	0.029492	0.029871	0.031427	0.058748	0.020099	0.029371	0.056385	0.029315	0.043268	0.019646	0.07132	0.044485	0.068375	0.10663	0.11958	0.030447	0.022683	0.023319	0.017113	0.072107	0.029764	0.13187
Meth__cg13801416__AKR1B1	0.97123	0.82433	0.036073	0.98155	0.94261	0.035948	0.97782	0.67039	0.23164	0.037654	0.66435	0.039406	0.96003	0.98385	0.53732	0.54274	0.026251	0.088134	0.028486	0.97682	0.97288	0.86794	0.037808	0.65535	0.064738	0.97336	0.26649	0.95129	0.67976	0.038822	0.039322	0.97136	0.97552	0.78225	0.97689	0.96413
Meth__cg13757640__ARHGAP8	0.019627	0.018656	0.034462	0.019309	0.028167	0.95373	0.022511	0.011898	0.018361	0.022705	0.017072	0.0177	0.049273	0.015085	0.018419	0.01995	0.085307	0.034516	0.34852	0.022994	0.029716	0.021817	0.83965	0.02389	0.76033	0.04247	0.036699	0.038812	0.03068	0.30019	0.057348	0.020387	0.019506	0.047453	0.021278	0.045808
Meth__cg27016990__KCNQ3	0.06018	0.013135	0.9908	0.013717	0.0089426	0.95047	0.58623	0.54976	0.012177	0.013215	0.01693	0.057715	0.50376	0.043626	0.014877	0.028787	0.050753	0.020882	0.0083918	0.51328	0.028333	0.010405	0.04695	0.47987	0.91569	0.12061	0.058531	0.98172	0.020972	0.0085607	0.23414	0.0086112	0.18625	0.11497	0.017518	0.95833
Meth__cg03807235__PEX7	0.048866	0.22372	0.39757	0.049743	0.047584	0.38868	0.053946	0.024501	0.10476	0.040139	0.19972	0.05461	0.069276	0.031508	0.086527	0.045459	0.035571	0.070369	0.034137	0.05376	0.041325	0.12651	0.068531	0.035795	0.69323	0.059525	0.077472	0.06519	0.059621	0.034392	0.20861	0.035795	0.042573	0.087401	0.041904	0.072878
Meth__cg21091679__ELL2	0.11919	0.042062	0.053099	0.87698	0.76361	0.32637	0.54614	0.047184	0.16652	0.49894	0.055378	0.13851	0.42	0.29458	0.19813	0.052538	0.034349	0.096141	0.052056	0.38767	0.39737	0.83628	0.037972	0.59342	0.0636	0.51889	0.049012	0.81504	0.075776	0.024916	0.042357	0.43713	0.88641	0.093505	0.16102	0.52493
Meth__cg27472032__VPS39	0.025183	0.021424	0.051094	0.037702	0.024718	0.03784	0.027272	0.026846	0.021184	0.043169	0.027156	0.026503	0.082591	0.019673	0.020745	0.028022	0.52184	0.048482	0.024641	0.030018	0.034733	0.058287	0.039485	0.024295	0.090047	0.032019	0.024845	0.064794	0.039934	0.028325	0.026276	0.028646	0.020829	0.048186	0.035818	0.049481
Meth__cg27444994__CDH8	0.074882	0.058704	0.46173	0.061472	0.036521	0.68707	0.87148	0.86186	0.072528	0.061109	0.88927	0.90863	0.25246	0.14743	0.11584	0.057644	0.19258	0.14639	0.058824	0.13888	0.72197	0.16077	0.26894	0.22801	0.3292	0.07329	0.081986	0.68455	0.20356	0.31537	0.065964	0.054023	0.18439	0.084955	0.62755	0.46586
Meth__cg07238167__EIF2S3	0.040384	0.026653	0.032573	0.037941	0.031526	0.029319	0.041795	0.044836	0.034507	0.040948	0.033387	0.42897	0.074345	0.025537	0.027464	0.034213	0.036457	0.104	0.026217	0.030537	0.034676	0.15975	0.032319	0.057435	0.101	0.038848	0.061595	0.088006	0.048524	0.034622	0.024741	0.034722	0.021437	0.10371	0.034144	0.52553
Meth__cg00892798__NGFR	0.043545	0.041405	0.60748	0.41754	0.19601	0.19058	0.059641	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.26284	0.10155	0.025418	0.03413	0.3907	0.029144	0.26445	0.079936	0.038918	0.02794	0.28772	0.9061	0.076442	0.039779	0.41539	0.061294	0.022616	0.034916	0.11498	0.12539	0.096233	0.031616	0.084662
Meth__cg26796283__MSX2	0.11292	0.099963	0.10243	0.08936	0.094871	0.58199	0.06346	0.2559	0.68962	0.16643	0.14628	0.19785	0.23645	0.096804	0.52946	0.54241	0.11678	0.19095	0.10691	0.061778	0.071657	0.12808	0.09445	0.087638	0.92203	0.12566	0.16006	0.1007	0.16403	0.65217	0.15644	0.077563	0.0744	0.1053	0.11071	0.18499
Meth__cg20947775__SCD5	0.06253	0.070556	0.22127	0.17196	0.23095	0.048239	0.78189	0.05284	0.036801	0.092725	0.098631	0.053436	0.47109	0.13663	0.065685	0.11797	0.04825	0.108	0.050314	0.084782	0.07334	0.076411	0.16711	0.38924	0.19517	0.09125	0.13431	0.062804	0.14466	0.23329	0.060348	0.12883	0.60539	0.12517	0.065431	0.19996
Meth__cg11157872__FLJ11021	0.035275	0.041481	0.057392	0.033031	0.01987	0.029081	0.074201	0.28429	0.08	0.02707	0.043691	0.16905	0.057971	0.021127	0.049115	0.045364	0.021998	0.056792	0.040918	0.027427	0.042498	0.022663	0.044503	0.035022	0.076711	0.022078	0.055925	0.038578	0.08694	0.045204	0.045815	0.02158	0.017188	0.15071	0.043416	0.052497
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.069588	0.084946	0.10408	0.92644	0.10117	0.89144	0.47491	0.063995	0.11029	0.80191	0.16644	0.029705	0.45181	0.16906	0.89634	0.10795	0.80866	0.057298	0.10033	0.069324	0.94977	0.0626	0.73665	0.072196	0.15833	0.10155	0.11052	0.87527	0.87784	0.1112	0.07996	0.18507	0.089698	0.10153
Meth__cg10095719__NRP1	0.03259	0.038382	0.099912	0.035874	0.062267	0.01971	0.030207	0.037315	0.033205	0.021734	0.049572	0.0158	0.04629	0.025675	0.026115	0.02043	0.028462	0.10609	0.028343	0.027801	0.036298	0.058591	0.045331	0.033121	0.056563	0.029347	0.027024	0.056936	0.049853	0.030929	0.29848	0.022397	0.05166	0.11674	0.035136	0.052362
Meth__cg08617916__RASSF5	0.032871	0.034054	0.049301	0.02489	0.018803	0.025508	0.027982	0.019386	0.59591	0.024731	0.027565	0.043773	0.038359	0.022139	0.51671	0.024636	0.022765	0.038698	0.017394	0.019585	0.033288	0.025323	0.028773	0.027389	0.03728	0.025381	0.02267	0.048853	0.028942	0.027345	0.034264	0.018404	0.078423	0.036519	0.026653	0.063091
Meth__cg15717808__KCNQ5	0.02378	0.017455	0.97477	0.1088	0.43167	0.60793	0.55088	0.013924	0.037125	0.028632	0.020261	0.019989	0.43757	0.021278	0.040467	0.60688	0.011736	0.036928	0.026528	0.75904	0.20313	0.059128	0.05838	0.045247	0.38793	0.023217	0.02715	0.070883	0.035718	0.019356	0.084547	0.048972	0.81229	0.028261	0.029039	0.063541
Meth__cg08918749__LPL	0.87543	0.15588	0.878	0.18739	0.13548	0.88038	0.86145	0.19538	0.048357	0.11513	0.25774	0.062179	0.79618	0.61913	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.25883	0.077495	0.1272	0.80762	0.15806	0.12142	0.8505	0.12977	0.047672	0.25616	0.071505	0.87765	0.28798	0.061029	0.10319
Meth__cg18896687__MAFK	0.045843	0.032897	0.055727	0.049904	0.034113	0.28606	0.049495	0.039053	0.030884	0.067594	0.034067	0.10547	0.081248	0.028992	0.040847	0.052913	0.037044	0.080759	0.049039	0.055001	0.043271	0.056075	0.44648	0.038202	0.12476	0.067258	0.062575	0.097657	0.070442	0.035439	0.035134	0.029125	0.026311	0.11302	0.054486	0.075453
Meth__cg08747889__PTK7	0.02308	0.024687	0.16282	0.13158	0.48748	0.03203	0.59666	0.03492	0.050105	0.82385	0.020014	0.13585	0.10703	0.85717	0.035422	0.044237	0.027633	0.14392	0.027763	0.24206	0.34302	0.41267	0.038395	0.34965	0.32375	0.087031	0.037054	0.034929	0.097797	0.022599	0.023991	0.083973	0.73147	0.16061	0.47563	0.091312
Meth__cg16483916__PLAC2	0.077275	0.062593	0.080461	0.082285	0.038757	0.95649	0.087801	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.17003	0.079127	0.80321	0.027514	0.080213	0.05193	0.092526	0.044876	0.85646	0.12691	0.064756	0.11727	0.12985	0.37176	0.18452	0.032644	0.49958	0.09085	0.047383	0.19546
Meth__cg11719452__BCDIN3	0.069555	0.029805	0.078578	0.045323	0.031626	0.035028	0.052178	0.048545	0.042716	0.059731	0.037545	0.04138	0.084255	0.58419	0.045043	0.037541	0.053801	0.077145	0.02724	0.038098	0.039266	0.050265	0.047523	0.039492	0.082472	0.057228	0.059198	0.14724	0.052819	0.039184	0.039465	0.028128	0.01901	0.12147	0.065047	0.12767
Meth__cg04001668__GPR56	0.041001	0.037432	0.048415	0.033728	0.030449	0.95121	0.040688	0.030744	0.03643	0.042255	0.14736	0.043276	0.046972	0.032928	0.04707	0.033097	0.95789	0.089771	0.93351	0.038054	0.048029	0.045043	0.95315	0.02888	0.93058	0.034646	0.059244	0.075675	0.049207	0.9299	0.93144	0.040388	0.028946	0.062234	0.044579	0.080985
Meth__cg19713196__LAD1	0.037088	0.033483	0.04903	0.030894	0.069663	0.93908	0.17135	0.14803	0.027553	0.10249	0.041001	0.052973	0.072	0.024758	0.03452	0.63622	0.31309	0.081901	0.065618	0.041797	0.037644	0.057369	0.69284	0.039943	0.84	0.039173	0.046531	0.17757	0.073475	0.36712	0.65133	0.027912	0.040008	0.057748	0.044178	0.086621
Meth__cg25524350__PEG10	0.51777	0.042403	0.47165	0.17978	0.1224	0.036813	0.075727	0.042515	0.060528	0.23173	0.096096	0.096529	0.31987	0.053284	0.16438	0.050932	0.042845	0.25503	0.036886	0.48908	0.52541	0.81656	0.042919	0.21426	0.31735	0.29356	0.5731	0.38034	0.050183	0.050711	0.039398	0.32559	0.74404	0.093882	0.068235	0.10072
Meth__cg10246296__CLCN4	0.41542	0.04722	0.087328	0.047859	0.052431	0.05477	0.090669	0.12378	0.14367	0.039259	0.084676	0.081319	0.041827	0.035888	0.089791	0.30072	0.057686	0.12014	0.044887	0.082966	0.094361	0.48627	0.086084	0.040657	0.12258	0.049291	0.12679	0.13514	0.11394	0.29495	0.62788	0.054758	0.70853	0.36286	0.052973	0.39947
Meth__cg08570275__P2RY1	0.09353	0.035141	0.21073	0.049781	0.022666	0.090626	0.30683	0.19275	0.032983	0.019924	0.11384	0.064076	0.05684	0.020878	0.022731	0.027827	0.02738	0.078074	0.023589	0.13794	0.071567	0.033255	0.036124	0.022319	0.45947	0.045188	0.026736	0.12117	0.044653	0.028443	0.028591	0.019095	0.016035	0.10064	0.022464	0.078109
Meth__cg02148642__RGPD5	0.047038	0.052133	0.36705	0.074948	0.04214	0.4156	0.049399	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.031388	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.035336	0.79238	0.036592	0.094608	0.062094	0.063778	0.15407	0.051945	0.41524	0.058225	0.058815	0.049631	0.21311	0.03454	0.1312
Meth__cg10071275__MYT1	0.12511	0.092764	0.36478	0.10019	0.10137	0.85357	0.13432	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.11955	0.57546	0.47015	0.66379	0.18482	0.45813	0.14765	0.21422	0.10606	0.75672	0.58901	0.70847	0.10562	0.15698	0.19864	0.13973	0.25298	0.35501	0.16273	0.10277	0.16352	0.14533	0.24449
Meth__cg04959788__PTCH2	0.042444	0.068602	0.95658	0.54899	0.33578	0.92751	0.12292	0.1756	0.098101	0.038348	0.48443	0.56798	0.90924	0.49105	0.10535	0.88071	0.035067	0.053886	0.030871	0.88443	0.47983	0.045437	0.049777	0.1732	0.53891	0.25523	0.12807	0.87366	0.058417	0.033209	0.037046	0.27536	0.95284	0.094375	0.045804	0.17629
Meth__cg21705120__UBE2G1	0.058101	0.045035	0.047076	0.056305	0.068633	0.099214	0.076055	0.05791	0.061012	0.064709	0.055333	0.081567	0.10324	0.025529	0.061441	0.058316	0.39257	0.13794	0.045616	0.060337	0.044222	0.082403	0.052023	0.087646	0.11689	0.064391	0.079691	0.18205	0.11888	0.054558	0.088036	0.080252	0.047983	0.096162	0.052536	0.14992
Meth__cg13060997__CCNA1	0.12993	0.057153	0.08484	0.78402	0.19406	0.81496	0.92494	0.060108	0.2368	0.07633	0.93283	0.29701	0.87604	0.94293	0.18514	0.52538	0.054291	0.076523	0.053765	0.046816	0.34899	0.061011	0.069881	0.17026	0.1087	0.84337	0.08363	0.89597	0.10981	0.054768	0.044728	0.29326	0.3455	0.85451	0.048882	0.33445
Meth__cg18345369__PRSS22	0.032726	0.034802	0.038384	0.032551	0.027661	0.6492	0.036381	0.030451	0.024067	0.034181	0.052854	0.021631	0.054597	0.028297	0.028594	0.028853	0.11819	0.064471	0.10441	0.033502	0.040577	0.042888	0.93275	0.035459	0.94603	0.037314	0.046265	0.12171	0.025288	0.10469	0.10953	0.021735	0.020294	0.047668	0.038835	0.040359
Meth__cg09109450__FLJ21820	0.53372	0.4463	0.094201	0.58826	0.063468	0.84907	0.87219	0.06592	0.11646	0.074278	0.086483	0.052325	0.85664	0.76891	0.46894	0.53736	0.054398	0.25417	0.06716	0.079201	0.083822	0.07996	0.096935	0.19227	0.085733	0.45551	0.13653	0.14899	0.425	0.11496	0.061125	0.20824	0.56798	0.071866	0.075027	0.14207
Meth__cg16431978__KRTAP13-3	0.91546	0.11336	0.11506	0.8727	0.56309	0.1856	0.65723	0.96686	0.91576	0.1252	0.78814	0.15811	0.14538	0.31256	0.76757	0.4421	0.12492	0.17376	0.1301	0.16782	0.12839	0.20757	0.13594	0.67848	0.11816	0.12601	0.20477	0.14899	0.11274	0.12642	0.12696	0.92747	0.092801	0.099415	0.11294	0.19417
Meth__cg00331237__CSRP2	0.25239	0.54608	0.46467	0.73612	0.70693	0.042699	0.66618	0.13641	0.12935	0.18227	0.063394	0.34348	0.66212	0.0585	0.26461	0.074577	0.034175	0.28723	0.044619	0.34247	0.27764	0.62123	0.050055	0.13409	0.0684	0.10953	0.099048	0.14823	0.16969	0.035962	0.047198	0.91295	0.81657	0.75682	0.43282	0.26462
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.059399	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.34233	0.09894	0.84796	0.93214	0.19148	0.89282	0.074745	0.075066	0.093206	0.93661	0.064456	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.8614	0.083839	0.36575	0.15427	0.081413	0.14365
Meth__cg18611281__ZNF512	0.051914	0.053697	0.090018	0.27389	0.057792	0.054094	0.061782	0.58736	0.20341	0.0523	0.96893	0.03787	0.91982	0.31797	0.064166	0.045473	0.052029	0.089904	0.052704	0.59393	0.60133	0.073765	0.79811	0.045878	0.086329	0.46524	0.066318	0.090925	0.048156	0.046136	0.053834	0.64239	0.82034	0.067259	0.22827	0.15687
Meth__cg25554036__WFS1	0.047094	0.30926	0.92185	0.20742	0.20327	0.38233	0.058827	0.19652	0.081251	0.081906	0.038452	0.23637	0.57216	0.031913	0.10492	0.12134	0.051587	0.093725	0.023603	0.45901	0.10806	0.16649	0.52759	0.078281	0.41202	0.11163	0.12561	0.17822	0.16322	0.047911	0.10878	0.097773	0.11596	0.36422	0.29446	0.30573
Meth__cg15890111__ABAT	0.037751	0.047135	0.053596	0.051714	0.038881	0.066382	0.047488	0.082711	0.045136	0.036169	0.051355	0.1049	0.42828	0.047361	0.049943	0.053236	0.053234	0.046959	0.039561	0.027197	0.048505	0.051022	0.051556	0.04145	0.16521	0.049033	0.052709	0.070564	0.10329	0.041161	0.045038	0.057036	0.042616	0.092536	0.044377	0.073676
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.040585	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.43572	0.52293	0.76477	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.055829	0.081794	0.041262	0.089129	0.61831	0.5389
Meth__cg18277754__ALK	0.92758	0.21382	0.9786	0.037579	0.03659	0.96318	0.95328	0.21953	0.16257	0.58937	0.56143	0.35639	0.056129	0.59867	0.13633	0.051845	0.11409	0.10548	0.47294	0.91696	0.95342	0.67748	0.0386	0.043923	0.85776	0.82031	0.096749	0.8833	0.54126	0.52852	0.14901	0.030592	0.032429	0.64462	0.4593	0.42761
Meth__cg19646028__C19orf30	0.50758	0.4276	0.61347	0.092006	0.025821	0.59141	0.20109	0.1076	0.18093	0.02735	0.41959	0.54163	0.12048	0.34172	0.16747	0.046844	0.054308	0.046804	0.13822	0.65368	0.83961	0.048393	0.083669	0.28623	0.69924	0.89853	0.21401	0.90353	0.42467	0.29496	0.17963	0.89239	0.45141	0.49535	0.31305	0.90166
Meth__cg22228134__GZMH	0.51981	0.07767	0.26795	0.84291	0.67675	0.10357	0.83465	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.16153	0.089014	0.19466	0.13186	0.71209	0.098259	0.40918	0.48309	0.92366	0.094026	0.89279	0.13308	0.17355	0.14606	0.14939	0.16146	0.11093	0.091229	0.63483	0.39152	0.14086	0.50077	0.14205
Meth__cg09754413__RNF182	0.52061	0.078875	0.88807	0.38098	0.13669	0.043119	0.81428	0.10896	0.16347	0.13314	0.54797	0.14382	0.64177	0.47783	0.14404	0.34766	0.052158	0.11597	0.42179	0.70165	0.70021	0.87644	0.22684	0.75151	0.3453	0.2409	0.43985	0.66826	0.17378	0.05675	0.53729	0.54945	0.8306	0.33042	0.083261	0.46513
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.072644	0.81228	0.047293	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033294	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.046694	0.16159	0.034532	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037202	0.87959	0.75402	0.32727	0.029665	0.053048
Meth__cg12220493__TITF1	0.059879	0.069678	0.97683	0.79218	0.18432	0.67538	0.11235	0.23634	0.058513	0.089691	0.70291	0.31656	0.84954	0.54669	0.078299	0.8658	0.060931	0.046086	0.098949	0.61857	0.39767	0.54554	0.083574	0.060763	0.059001	0.056477	0.034151	0.79099	0.031054	0.034644	0.06903	0.067014	0.73031	0.53035	0.13813	0.27453
Meth__cg22634689__TMEM121	0.047993	0.048422	0.1059	0.053	0.035897	0.15265	0.056113	0.037551	0.066363	0.048806	0.047546	0.14067	0.3984	0.038014	0.085212	0.046477	0.051574	0.084257	0.06793	0.038905	0.052091	0.047979	0.080955	0.038518	0.8472	0.062278	0.10073	0.15833	0.073914	0.041322	0.078039	0.0446	0.035061	0.086172	0.052528	0.20346
Meth__cg14837165__D4ST1	0.046811	0.034605	0.045092	0.10545	0.029003	0.89848	0.045129	0.056931	0.028856	0.031731	0.046194	0.018372	0.66405	0.031886	0.033493	0.031849	0.039971	0.05676	0.037822	0.025912	0.053486	0.035799	0.63199	0.38643	0.056525	0.055127	0.061432	0.076863	0.052836	0.044535	0.39724	0.048537	0.024355	0.066697	0.036593	0.57553
Meth__cg02046340__ZNF313	0.053671	0.035625	0.27459	0.04985	0.030803	0.090698	0.054967	0.062568	0.037698	0.045952	0.051844	0.037493	0.2344	0.041134	0.034669	0.16107	0.056945	0.11071	0.030718	0.042135	0.037207	0.08856	0.041271	0.038134	0.069032	0.11803	0.058196	0.19492	0.048675	0.059151	0.061591	0.034877	0.04666	0.041197	0.045413	0.12748
