Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg18419020__TYMS	0.10265	0.07566	0.16455	0.074526	0.099518	0.12839	0.1422	0.10939	0.099497	0.10972	0.10814	0.09425	0.081993	0.17182	0.069384	0.12215	0.091959	0.080322	0.149	0.13008	0.16983	0.17173	0.07936	0.060689	0.072549	0.13033	0.10092	0.11283	0.13302
Meth__cg15075170__TMEFF1	0.24439	0.053816	0.056815	0.038996	0.033488	0.73038	0.062536	0.037156	0.12059	0.060119	0.11321	0.03114	0.030373	0.10113	0.031881	0.093056	0.33414	0.3205	0.073422	0.046791	0.13057	0.064688	0.040198	0.038673	0.83463	0.052802	0.034036	0.06955	0.54668
Meth__cg01717150__KCNK9	0.24736	0.037899	0.046334	0.035845	0.678	0.0696	0.057418	0.041914	0.60861	0.039762	0.19789	0.039749	0.065094	0.080059	0.034562	0.044662	0.045683	0.13297	0.85351	0.066475	0.19922	0.104	0.030106	0.059152	0.063977	0.062078	0.057696	0.07604	0.054449
Meth__cg12667808__KIAA0082	0.039416	0.1885	0.093342	0.029041	0.039877	0.05507	0.05122	0.028366	0.239	0.065172	0.073374	0.040015	0.025171	0.10278	0.033209	0.047657	0.043425	0.056617	0.22063	0.053385	0.069479	0.044041	0.026581	0.30152	0.028006	0.066025	0.050441	0.046246	0.040951
Meth__cg11326613__MGC31967	0.13431	0.16038	0.5388	0.2089	0.34237	0.11566	0.086861	0.099306	0.093489	0.15306	0.37025	0.17422	0.18899	0.14415	0.17761	0.14915	0.093786	0.075543	0.77073	0.18182	0.13903	0.19241	0.080059	0.1202	0.12851	0.14237	0.10264	0.17114	0.11525
Meth__cg12686016__HOXA1	0.80485	0.032237	0.93569	0.56931	0.61786	0.83291	0.18759	0.32925	0.88937	0.14797	0.91832	0.06247	0.039137	0.46766	0.62692	0.66958	0.7481	0.96252	0.87415	0.5504	0.82584	0.1316	0.04222	0.074513	0.96006	0.39519	0.74449	0.58111	0.7181
Meth__cg00615377__RBM9	0.079363	0.067375	0.17169	0.75395	0.035771	0.74465	0.061351	0.26139	0.80537	0.12495	0.13155	0.056203	0.055706	0.091474	0.73914	0.39959	0.79253	0.83628	0.1074	0.11435	0.74337	0.13734	0.070647	0.067497	0.16064	0.12472	0.7657	0.8268	0.78353
Meth__cg26459500__NUDT16	0.089878	0.067654	0.065217	0.057203	0.051467	0.079454	0.04965	0.068039	0.063094	0.068883	0.12016	0.063586	0.060203	0.11225	0.047072	0.074696	0.083385	0.054796	0.18693	0.069636	0.10393	0.098751	0.053943	0.064724	0.045577	0.066289	0.069285	0.11265	0.075591
Meth__cg10714284__HLA-DMB	0.054847	0.03031	0.076455	0.046909	0.042629	0.038486	0.17332	0.045129	0.07533	0.11855	0.041495	0.038625	0.027887	0.10148	0.041441	0.02611	0.03803	0.043452	0.071139	0.060074	0.071615	0.056059	0.022947	0.036943	0.045921	0.079195	0.045304	0.060998	0.050892
RS_G14619__GJC3__GJC3	5.1109	1.8959	1.5143	3.8425	0.41479	2.0959	4.3671	2.1872	4.8849	1.8684	4.541	2.8968	0.86946	6.1687	1.4189	1.6812	2.2311	2.9997	0.56527	4.4185	4.9652	0	0	2.9844	4.0553	3.7645	1.1652	3.6653	3.406
Meth__cg23538854__IL7	0.067132	0.07357	0.077734	0.10714	0.81917	0.092083	0.098284	0.075262	0.14076	0.10511	0.12005	0.70464	0.1008	0.17567	0.49523	0.36491	0.21583	0.062229	0.10723	0.06833	0.17468	0.092007	0.067196	0.052582	0.65435	0.14748	0.06374	0.099768	0.29677
Meth__cg13904771__C10orf47	0.03167	0.025355	0.030035	0.01611	0.021876	0.038583	0.015224	0.019677	0.038146	0.024509	0.023708	0.016262	0.023371	0.036188	0.025997	0.019773	0.033187	0.030294	0.050488	0.031926	0.825	0.047994	0.025247	0.021478	0.021424	0.057268	0.027854	0.030209	0.025036
Meth__cg19517525__ACTG1	0.042124	0.69444	0.053671	0.091556	0.040813	0.79422	0.037415	0.40609	0.039765	0.10568	0.098638	0.04902	0.52793	0.064263	0.045944	0.042665	0.049801	0.032775	0.046837	0.043084	0.11581	0.68515	0.072878	0.028797	0.069573	0.045921	0.04392	0.03958	0.033894
Meth__cg03454353__ZFP37	0.62921	0.079996	0.86992	0.041185	0.072726	0.67277	0.06032	0.071613	0.063459	0.075107	0.4643	0.060075	0.050706	0.13999	0.40744	0.37666	0.26001	0.05401	0.4564	0.50394	0.23802	0.11267	0.06572	0.2881	0.2556	0.074433	0.08356	0.59934	0.33526
RS_G14500__LRRN1__LRRN1	3.9334	0	7.2765	4.8669	8.4806	6.9925	0.41799	5.0522	0.23961	2.8126	1.741	0	0.31549	0.89135	2.8027	1.1056	6.3581	3.3755	0.64811	2.9294	5.0914	0	0	0	0	1.3224	5.0335	2.4091	1.6057
Meth__cg01471384__DKK2	0.038206	0.025074	0.87201	0.27356	0.42722	0.83099	0.60886	0.03863	0.58259	0.19359	0.84392	0.39078	0.026231	0.053422	0.23545	0.25312	0.82292	0.26134	0.64714	0.57317	0.49955	0.051541	0.02586	0.037982	0.45388	0.044459	0.37507	0.30745	0.30235
Meth__cg12549513__BEX2	0.54079	0.028396	0.034636	0.34903	0.3997	0.033857	0.55361	0.51523	0.36589	0.023252	0.066037	0.13327	0.56606	0.092978	0.021778	0.025912	0.56427	0.54148	0.40189	0.032272	0.90798	0.11721	0.028383	0.027284	0.47009	0.048995	0.5893	0.48801	0.032015
Meth__cg25266232__DCC	0.09382	0.040821	0.61709	0.061837	0.40717	0.75241	0.93344	0.79308	0.72965	0.047567	0.081388	0.57088	0.46534	0.26438	0.35927	0.57195	0.47117	0.27712	0.31013	0.22315	0.86132	0.050503	0.037986	0.66252	0.7083	0.056073	0.049391	0.12524	0.13092
Meth__cg19803984__SNRPN	0.91735	0.035401	0.94727	0.044967	0.28995	0.9018	0.85965	0.06949	0.71909	0.47013	0.1563	0.31977	0.36252	0.084808	0.067084	0.12952	0.18273	0.44604	0.18882	0.8846	0.76663	0.050456	0.069516	0.052778	0.088879	0.21584	0.046319	0.10863	0.1844
Meth__cg16659043__SAMD12	0.035859	0.01106	0.024135	0.023106	0.014757	0.024185	0.013993	0.016952	0.22187	0.033237	0.01332	0.022617	0.01776	0.052446	0.022481	0.024529	0.04094	0.02767	0.049601	0.023776	0.04846	0.022559	0.018964	0.017459	0.017681	0.068218	0.018188	0.025928	0.025575
Meth__cg05465755__CKS2	0.072903	0.023083	0.05143	0.017936	0.021442	0.042298	0.03771	0.021783	0.050136	0.018101	0.045071	0.029998	0.027581	0.094943	0.014136	0.049516	0.023254	0.023822	0.085692	0.038142	0.065112	0.054876	0.022324	0.020239	0.023217	0.047634	0.028871	0.023537	0.028519
Meth__cg22131691__PDE1C	0.94389	0.038738	0.70815	0.099355	0.038862	0.9068	0.94376	0.070351	0.64952	0.70006	0.89665	0.051838	0.059954	0.10082	0.53698	0.44917	0.22811	0.53444	0.51543	0.15883	0.84445	0.066436	0.11029	0.061267	0.90485	0.083416	0.61565	0.46604	0.16116
Meth__cg14213620__DFFB	0.033117	0.025013	0.03573	0.022427	0.026544	0.034507	0.50905	0.032142	0.035677	0.03014	0.060045	0.027141	0.028048	0.04737	0.018446	0.045558	0.0275	0.02313	0.044372	0.040375	0.053104	0.024739	0.023014	0.020055	0.019569	0.061007	0.041229	0.040391	0.041709
Meth__cg21255626__UQCRFS1	0.038898	0.040782	0.044228	0.035688	0.034292	0.0436	0.039943	0.037958	0.0399	0.02894	0.11354	0.028775	0.025508	0.065148	0.019426	0.037137	0.039303	0.033309	0.10821	0.048256	0.079326	0.094299	0.032543	0.030485	0.04132	0.040259	0.047264	0.041639	0.041088
Meth__cg08190291__ADAMTS5	0.48605	0.042749	0.11959	0.2954	0.033975	0.73552	0.078636	0.049139	0.045053	0.034699	0.33035	0.035749	0.036088	0.088267	0.81177	0.55947	0.43117	0.047091	0.79726	0.83766	0.90909	0.085817	0.042217	0.032798	0.45911	0.082262	0.80346	0.65958	0.76708
Meth__cg09979256__RSPO3	0.056759	0.043681	0.063817	0.064446	0.041494	0.075466	0.050046	0.069263	0.38647	0.053631	0.11428	0.039973	0.040408	0.12018	0.069061	0.06514	0.065911	0.047509	0.13243	0.56138	0.45437	0.056629	0.042154	0.04291	0.063786	0.086676	0.052139	0.068241	0.055525
Meth__cg09085198__ANKRD29	0.040243	0.17625	0.18386	0.1652	0.40969	0.078014	0.088618	0.033909	0.076877	0.040297	0.10224	0.35459	0.10178	0.051772	0.30355	0.094094	0.071355	0.24429	0.066667	0.19804	0.61081	0.10363	0.043896	0.029897	0.54116	0.08111	0.038248	0.091975	0.072552
Meth__cg23217005__MT1F	0.065846	0.50595	0.43504	0.079372	0.9517	0.06783	0.56787	0.062787	0.060957	0.58913	0.13741	0.69242	0.08819	0.090309	0.058965	0.095663	0.065677	0.041498	0.79067	0.064845	0.11265	0.12197	0.53543	0.042141	0.060862	0.099422	0.061651	0.049219	0.071936
Meth__cg00003994__MEOX2	0.86347	0.038321	0.58768	0.038327	0.84666	0.60042	0.91269	0.043733	0.6338	0.15465	0.36316	0.82158	0.066535	0.060197	0.11628	0.092329	0.20038	0.81869	0.70791	0.11481	0.69585	0.078094	0.071066	0.066858	0.1817	0.15807	0.36893	0.75733	0.79806
Meth__cg08097882__POU4F1	0.9762	0.031396	0.9787	0.97753	0.027767	0.97849	0.038242	0.98053	0.30202	0.061548	0.88453	0.030532	0.042748	0.176	0.97662	0.96029	0.97568	0.9774	0.95721	0.96899	0.93363	0.50972	0.039343	0.12096	0.98007	0.93953	0.98218	0.97318	0.97418
Meth__cg02275830__ZADH1	0.035947	0.029276	0.032598	0.034036	0.034652	0.035883	0.03148	0.03796	0.038819	0.027323	0.048117	0.033861	0.031306	0.04407	0.02026	0.033851	0.037946	0.021468	0.076317	0.035942	0.07549	0.043081	0.029172	0.033986	0.032472	0.062396	0.03762	0.035283	0.038218
Meth__cg18895813__ADAMTS5	0.10192	0.039078	0.11035	0.17363	0.055168	0.6569	0.24922	0.055999	0.065453	0.046739	0.10907	0.14975	0.035726	0.077181	0.1235	0.06373	0.76646	0.048971	0.39942	0.21626	0.40527	0.10309	0.03963	0.037862	0.25858	0.11683	0.11675	0.2786	0.54478
Meth__cg01765461__TNFRSF11A	0.076337	0.051308	0.059468	0.029116	0.049245	0.058169	0.082374	0.11634	0.093657	0.036874	0.050958	0.045711	0.041319	0.086271	0.031788	0.05982	0.056005	0.054746	0.06859	0.043332	0.33813	0.080348	0.032841	0.033449	0.041433	0.082393	0.041015	0.037244	0.04021
Meth__cg26035366__LRRC3B	0.51012	0.065432	0.62623	0.066369	0.17196	0.92224	0.70314	0.062294	0.90508	0.071499	0.38598	0.062768	0.28456	0.09988	0.52828	0.61516	0.54042	0.93314	0.63018	0.13851	0.83591	0.14036	0.073744	0.092407	0.47638	0.2657	0.7847	0.074005	0.080332
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.084946	0.10408	0.92644	0.10117	0.89144	0.063995	0.11029	0.80191	0.16644	0.16906	0.89634	0.10795	0.057298	0.10033	0.069324	0.0626	0.73665	0.072196	0.10155	0.11052	0.87527	0.064078	0.07996	0.18507	0.089698	0.076898	0.064845
RS_G7372__VILL__VILL	2.562	2.2957	2.2888	1.8653	0.32593	0.17844	1.5552	1.2282	3.3087	4.591	0.16328	0.61407	0	5.7369	2.9738	0.71556	3.5853	4.3308	0.085197	5.0022	5.8856	0.42244	2.4711	3.7185	0	2.8078	2.741	2.9999	0
Meth__cg01116966__TCF7	0.29582	0.021816	0.056336	0.023155	0.62987	0.28248	0.038427	0.034332	0.1675	0.017862	0.12615	0.034669	0.018378	0.035643	0.25765	0.02535	0.054086	0.29196	0.070231	0.028737	0.83891	0.016935	0.032791	0.02527	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg05751159__TSGA14	0.039856	0.027385	0.037645	0.022815	0.59817	0.038929	0.40373	0.035957	0.044698	0.024779	0.065841	0.031437	0.030084	0.06533	0.032125	0.03245	0.20469	0.025822	0.071377	0.0376	0.072252	0.088084	0.027891	0.029047	0.023524	0.10749	0.042955	0.16997	0.45398
Meth__cg10743104__PDPN	0.35382	0.045283	0.92012	0.87458	0.54595	0.88752	0.51603	0.83144	0.89911	0.47323	0.50574	0.58801	0.0677	0.098741	0.68129	0.73309	0.93576	0.26175	0.47707	0.71399	0.86303	0.052584	0.064577	0.057854	0.70774	0.27261	0.68396	0.81189	0.67671
Meth__cg15974062__COPS7A	0.048971	0.041402	0.048298	0.03918	0.035318	0.056661	0.027648	0.061612	0.044723	0.039735	0.069522	0.037261	0.033858	0.092483	0.033469	0.049659	0.15666	0.045583	0.09789	0.063642	0.13532	0.064119	0.038755	0.042625	0.044409	0.13302	0.062871	0.039477	0.045762
Meth__cg04367351__PLA2R1	0.049206	0.20564	0.036583	0.081795	0.37418	0.81595	0.053166	0.090824	0.052491	0.19053	0.87864	0.091784	0.059576	0.15245	0.64949	0.64951	0.048393	0.051487	0.69314	0.073245	0.85257	0.1055	0.03373	0.034767	0.84211	0.11971	0.079111	0.073182	0.065057
Meth__cg07629017__NPBWR1	0.21412	0.026729	0.70462	0.20359	0.24813	0.25824	0.92345	0.082041	0.84587	0.60395	0.84297	0.72732	0.075414	0.54651	0.35799	0.35577	0.59927	0.9439	0.61655	0.28008	0.4629	0.073766	0.23572	0.048801	0.095186	0.1	0.68269	0.65619	0.31899
Meth__cg24207176__ABCG2	0.57813	0.027008	0.93539	0.38358	0.79009	0.81884	0.8084	0.058068	0.73307	0.54155	0.75431	0.80467	0.03067	0.099799	0.055745	0.048296	0.96191	0.61663	0.064179	0.84321	0.93636	0.15207	0.05512	0.036724	0.93347	0.12022	0.047153	0.94755	0.95025
Meth__cg05824432__DCI	0.019346	0.016696	0.3849	0.012316	0.01226	0.015821	0.013191	0.013955	0.015063	0.012296	0.028283	0.022785	0.015018	0.023184	0.014229	0.018289	0.016869	0.027712	0.037641	0.33763	0.037819	0.018713	0.015807	0.016297	0.014737	0.038246	0.015	0.31724	0.021634
Meth__cg05627103__KIAA1984	0.047472	0.1654	0.044339	0.038547	0.96261	0.057034	0.1107	0.042011	0.24665	0.6406	0.44824	0.24799	0.11654	0.076936	0.044525	0.065835	0.040181	0.042921	0.67416	0.049384	0.20082	0.13686	0.083784	0.04565	0.051008	0.13584	0.049454	0.048894	0.048718
Meth__cg17300307__GLS	0.06658	0.048117	0.26284	0.063991	0.055378	0.13268	0.049239	0.069933	0.050895	0.051327	0.22096	0.051192	0.054133	0.13181	0.052586	0.081673	0.57056	0.071587	0.10987	0.17856	0.22347	0.12479	0.026623	0.035075	0.09554	0.088043	0.071429	0.1674	0.13142
Meth__cg26150490__LOC389852	0.47363	0.032293	0.046695	0.044733	0.036374	0.030632	0.87656	0.20546	0.051451	0.44765	0.46678	0.4172	0.030784	0.21582	0.028562	0.049011	0.48951	0.45055	0.088463	0.18736	0.379	0.090775	0.17543	0.027169	0.030851	0.075728	0.4571	0.29115	0.75091
Meth__cg06366981__HPGD	0.04251	0.63145	0.046679	0.030321	0.9231	0.07358	0.38507	0.048223	0.033474	0.46031	0.35223	0.17563	0.044308	0.072003	0.05638	0.041045	0.86767	0.043911	0.27517	0.033486	0.09516	0.12637	0.3139	0.023813	0.93937	0.074282	0.049049	0.053	0.034397
Meth__cg27529628__GAS2L3	0.040971	0.031055	0.041444	0.026713	0.033632	0.047061	0.072755	0.03531	0.0428	0.039884	0.063418	0.031219	0.032875	0.085325	0.029282	0.041187	0.04644	0.029558	0.079956	0.040167	0.075799	0.044918	0.036331	0.037476	0.032115	0.092559	0.037151	0.038375	0.040734
Meth__cg03390211__PDIA2	0.025939	0.065343	0.029571	0.056651	0.79942	0.03809	0.04664	0.032053	0.70904	0.59669	0.96553	0.96313	0.024532	0.087417	0.68538	0.63808	0.070107	0.10086	0.9597	0.038352	0.94843	0.067874	0.045051	0.024012	0.72223	0.050785	0.036085	0.032984	0.028289
Meth__cg01794265__FAM105A	0.038804	0.096085	0.08539	0.11229	0.11507	0.078544	0.059717	0.04963	0.043336	0.27968	0.19068	0.12434	0.045642	0.17495	0.1071	0.047553	0.64015	0.09288	0.11785	0.04973	0.10324	0.13745	0.074545	0.043772	0.10157	0.10482	0.055076	0.055208	0.04757
Meth__cg06836736__ME1	0.056626	0.049355	0.10804	0.042055	0.275	0.90886	0.051575	0.042119	0.17125	0.049966	0.089804	0.037582	0.04986	0.067748	0.044801	0.059175	0.32002	0.19291	0.090376	0.60832	0.80606	0.11281	0.041451	0.13052	0.040667	0.83855	0.043809	0.049727	0.050553
Meth__cg03718026__RPS20	0.15455	0.059228	0.40387	0.060246	0.066725	0.057873	0.12107	0.050029	0.050728	0.052426	0.081873	0.058228	0.068153	0.086491	0.059801	0.060067	0.15066	0.1343	0.16547	0.11353	0.13282	0.12972	0.11956	0.059084	0.061941	0.069268	0.16349	0.074236	0.071722
Meth__cg21218636__PCTP	0.041508	0.039497	0.41894	0.028082	0.036716	0.047407	0.041579	0.048006	0.045344	0.031665	0.064489	0.037992	0.031578	0.10397	0.026988	0.048633	0.032151	0.035043	0.0677	0.038388	0.58561	0.051774	0.029925	0.035815	0.026571	0.11156	0.041402	0.042568	0.044532
Meth__cg02283643__SULF1	0.25368	0.069429	0.49212	0.53942	0.21488	0.31529	0.80124	0.062449	0.46246	0.090182	0.16534	0.62216	0.055702	0.13797	0.11025	0.17895	0.514	0.61671	0.1801	0.19341	0.34305	0.062803	0.061692	0.37549	0.23036	0.10671	0.10234	0.111	0.11644
Meth__cg06237414__MTX1	0.03269	0.022951	0.033157	0.020872	0.017521	0.028634	0.036383	0.024412	0.021527	0.0215	0.037209	0.017663	0.019677	0.057339	0.02007	0.039178	0.025629	0.032621	0.055038	0.033109	0.047669	0.030328	0.024841	0.026309	0.022738	0.084009	0.023592	0.022332	0.024681
Meth__cg00512374__IGFBP4	0.039019	0.17056	0.045583	0.026289	0.038611	0.036017	0.025474	0.036427	0.041428	0.053654	0.88136	0.25959	0.035694	0.055902	0.043203	0.043687	0.040802	0.029138	0.067978	0.030704	0.070992	0.072526	0.027244	0.029867	0.89333	0.081357	0.036087	0.029941	0.03818
Meth__cg23917399__TNFAIP8	0.96369	0.77156	0.60082	0.34349	0.14994	0.96867	0.043999	0.78782	0.053638	0.027591	0.58199	0.041288	0.040253	0.094002	0.58048	0.52492	0.97518	0.96831	0.93751	0.96692	0.64782	0.36093	0.7711	0.03494	0.97349	0.089825	0.45205	0.96513	0.95622
Meth__cg06162422__GLA	0.55951	0.06101	0.085992	0.26291	0.046165	0.086469	0.28175	0.59936	0.047087	0.10086	0.089013	0.40492	0.41879	0.089465	0.04439	0.048246	0.46463	0.44648	0.11421	0.099046	0.33845	0.040788	0.067451	0.068401	0.1079	0.12138	0.59784	0.26964	0.04862
Meth__cg21480743__PTEN	0.026795	0.29398	0.029444	0.036861	0.91041	0.040328	0.065372	0.03332	0.74791	0.33259	0.20223	0.42152	0.36936	0.077248	0.033818	0.036613	0.2568	0.04777	0.050633	0.030157	0.048933	0.19451	0.41215	0.029171	0.032612	0.045229	0.073561	0.045913	0.028151
Meth__cg23828595__PRKG1	0.029394	0.072121	0.1945	0.040268	0.60744	0.03059	0.7704	0.031025	0.52869	0.10252	0.7219	0.86055	0.52939	0.17504	0.93189	0.31083	0.26893	0.06397	0.45144	0.024393	0.38207	0.075287	0.025827	0.028694	0.89873	0.46155	0.061998	0.027637	0.41747
Meth__cg22646528__DTNA	0.045559	0.039171	0.027792	0.02191	0.17431	0.031678	0.014819	0.042326	0.075074	0.12532	0.085997	0.047898	0.038246	0.059582	0.034192	0.04314	0.02509	0.046754	0.046664	0.061854	0.067619	0.084514	0.054112	0.025322	0.066968	0.11367	0.037351	0.024918	0.028962
RS_G3436__AMBP__AMBP	5.5216	4.1249	2.8804	5.6693	0	4.4106	0.30004	3.1994	0.31932	0	0.32997	0	0.34272	0	2.9627	1.5467	6.1453	3.7678	0	9.687	5.2492	0	0	0	3.3531	0	9.4107	3.6158	2.5328
Meth__cg20701850__RECQL	0.051607	0.043819	0.10054	0.047598	0.053369	0.06239	0.049064	0.056038	0.49173	0.054529	0.09201	0.041606	0.038617	0.14641	0.063853	0.061947	0.071217	0.17289	0.31187	0.053572	0.45666	0.077891	0.046063	0.047476	0.059451	0.092726	0.071921	0.050974	0.065352
Meth__cg19238398__DNAJC18	0.08155	0.076605	0.10704	0.066846	0.069243	0.083383	0.059469	0.067267	0.073422	0.075958	0.12942	0.059782	0.073895	0.090179	0.077685	0.076004	0.091129	0.091921	0.11267	0.07822	0.11537	0.06888	0.082935	0.085275	0.056012	0.16029	0.071917	0.59022	0.93524
Meth__cg00194146__GFOD1	0.050505	0.75762	0.17367	0.91491	0.91216	0.55706	0.057733	0.5928	0.77207	0.21289	0.63298	0.59201	0.58599	0.09604	0.61118	0.46934	0.43865	0.13918	0.9099	0.31693	0.090848	0.29861	0.29147	0.037827	0.91443	0.1117	0.060212	0.51581	0.92134
Meth__cg03081134__RECK	0.10233	0.057156	0.89137	0.069936	0.061252	0.65945	0.039801	0.075511	0.05807	0.17223	0.092225	0.054079	0.084933	0.070606	0.066641	0.084876	0.068064	0.077965	0.094203	0.80592	0.85066	0.11918	0.060586	0.11384	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg00728602__C6orf27	0.041176	0.021055	0.50642	0.042292	0.46772	0.052567	0.032551	0.31027	0.28674	0.028969	0.057646	0.044103	0.019905	0.03172	0.10466	0.064861	0.10222	0.071379	0.067717	0.63547	0.74781	0.077064	0.016863	0.02022	0.01598	0.061995	0.028333	0.56321	0.044319
Meth__cg20324165__KRT8	0.052009	0.078052	0.064954	0.058629	0.72407	0.060394	0.045852	0.069492	0.05195	0.09432	0.095683	0.075521	0.52148	0.11467	0.066078	0.06201	0.27729	0.042997	0.33612	0.049232	0.13349	0.12173	0.80571	0.066133	0.14932	0.051965	0.066881	0.061191	0.063274
Meth__cg12738197__ZNF572	0.43549	0.024916	0.86537	0.3753	0.029814	0.50486	0.90266	0.4033	0.82174	0.063282	0.69758	0.18388	0.34805	0.070987	0.15059	0.14997	0.046421	0.26661	0.21356	0.061898	0.74665	0.053516	0.044724	0.25438	0.63162	0.091295	0.035151	0.38926	0.37265
Meth__cg20002248__ACN9	0.54516	0.039908	0.90647	0.038551	0.061611	0.8787	0.039616	0.063955	0.27257	0.085317	0.10679	0.058597	0.050056	0.083616	0.54152	0.32663	0.20309	0.045101	0.44386	0.089069	0.10326	0.064017	0.059479	0.050922	0.053793	0.12343	0.073354	0.68264	0.7919
RS_G5810__CD70__CD70	2.1298	0	0	0	9.7205	0	0	0	2.6289	7.8922	0	6.1861	6.9112	1.3388	2.7908	0	0	0	0	0	0	0	9.1854	7.1955	1.9353	4.0443	2.049	2.2205	0
Meth__cg27118809__FLJ20699	0.064013	0.038063	0.068543	0.031883	0.038727	0.069585	0.15887	0.043868	0.072836	0.046528	0.063642	0.040886	0.066403	0.10112	0.034632	0.081276	0.044351	0.048994	0.087468	0.056539	0.36138	0.089997	0.039061	0.039256	0.035866	0.070759	0.050509	0.053767	0.051436
Meth__cg07038887__BLMH	0.042832	0.031825	0.088872	0.024319	0.035491	0.056216	0.10456	0.051502	0.048534	0.08102	0.071635	0.037984	0.026928	0.096362	0.03985	0.056679	0.040141	0.61776	0.12369	0.038661	0.79848	0.048213	0.036176	0.038405	0.66729	0.0481	0.040471	0.045296	0.043693
RS_G10280__RAB11FIP1__RAB11FIP1	7.6887	6.2778	7.0128	12.2859	4.5822	8.1106	7.2796	8.7856	8.1977	6.2577	5.6096	5.7509	6.7727	5.928	5.4681	6.386	10.7433	6.6273	5.9329	7.033	5.945	6.155	2.8408	4.7669	7.8875	7.9949	6.493	9.2453	8.7531
Meth__cg02976617__NUDT12	0.058631	0.047604	0.27527	0.042255	0.047436	0.044748	0.033228	0.040623	0.047939	0.039096	0.24549	0.04576	0.043204	0.091078	0.047242	0.039591	0.044147	0.0439	0.10394	0.047409	0.074915	0.09054	0.039899	0.81563	0.039066	0.080738	0.048871	0.43988	0.34763
Meth__cg04806409__TFF3	0.035557	0.032561	0.037521	0.040256	0.20564	0.04612	0.95338	0.035348	0.92937	0.9571	0.89681	0.93439	0.90995	0.57602	0.058667	0.065771	0.034808	0.020017	0.068755	0.04151	0.067252	0.050082	0.16536	0.10699	0.097849	0.11072	0.031009	0.061523	0.041831
Meth__cg27342801__REG3A	0.91778	0.044174	0.90544	0.047548	0.049943	0.72488	0.22935	0.091364	0.78756	0.54653	0.087356	0.12243	0.067598	0.08749	0.035708	0.070036	0.046803	0.50761	0.075276	0.050462	0.38172	0.06094	0.46409	0.6386	0.15053	0.12847	0.03586	0.16304	0.09705
Meth__cg18017908__C17orf76	0.089155	0.19105	0.11994	0.24517	0.616	0.15913	0.19476	0.13261	0.56744	0.41306	0.43513	0.14825	0.73764	0.16665	0.17006	0.17442	0.089081	0.45185	0.32175	0.15135	0.21824	0.19426	0.84405	0.046303	0.29847	0.13803	0.31355	0.20538	0.11744
Meth__cg19793718__DHX37	0.037902	0.030976	0.033947	0.021048	0.029823	0.059933	0.54873	0.036075	0.037243	0.032275	0.054424	0.031869	0.033622	0.042117	0.028301	0.035992	0.042439	0.037272	0.057492	0.031864	0.10482	0.054937	0.037327	0.032375	0.024257	0.077535	0.027	0.036394	0.040428
Meth__cg10007262__RELN	0.91649	0.016704	0.8761	0.31421	0.11385	0.61988	0.10922	0.50801	0.70839	0.065965	0.8831	0.72974	0.037615	0.030388	0.34525	0.50044	0.52682	0.17232	0.93093	0.2739	0.90204	0.043775	0.53332	0.70588	0.70846	0.15793	0.38101	0.51495	0.89558
Meth__cg18462653__DEFB119	0.23599	0.036187	0.052281	0.025102	0.024431	0.046625	0.10333	0.055723	0.12514	0.5905	0.18436	0.041398	0.023482	0.056662	0.031905	0.035607	0.032816	0.064413	0.10726	0.028521	0.076265	0.12451	0.025269	0.037059	0.050222	0.047137	0.063863	0.064277	0.12727
Meth__cg09119665__PNMA1	0.074471	0.02479	0.22254	0.041526	0.035996	0.034891	0.027115	0.10094	0.034026	0.11903	0.08064	0.028031	0.031218	0.12066	0.029077	0.040826	0.039036	0.51601	0.060222	0.16626	0.1246	0.083763	0.031409	0.024951	0.042766	0.073021	0.056256	0.21782	0.063113
Meth__cg23660191__ZNF688	0.050862	0.035445	0.041746	0.043034	0.039878	0.05267	0.043547	0.04192	0.049045	0.036969	0.07304	0.032543	0.034589	0.067587	0.028618	0.055899	0.050825	0.032617	0.088369	0.058959	0.074938	0.048712	0.029347	0.03456	0.042816	0.060459	0.044909	0.045089	0.061672
