Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg16580737__MME	0.062876	0.056435	0.046914	0.044747	0.075803	0.94741	0.042135	0.051231	0.055253	0.035813	0.70629	0.033282	0.05776	0.039454	0.083654	0.055859	0.95476	0.95532	0.42227	0.93239	0.84918	0.88218	0.1392	0.045568	0.039729	0.95178	0.82761	0.94433	0.70204	0.057283	0.81171
Meth__cg08159444__PNMA5	0.10401	0.084835	0.79764	0.49079	0.089533	0.35319	0.8699	0.62976	0.2479	0.69585	0.67884	0.030903	0.31986	0.73281	0.14108	0.055721	0.6638	0.53828	0.47047	0.15356	0.16386	0.13471	0.251	0.21964	0.039111	0.17077	0.18889	0.71452	0.15713	0.052324	0.24173
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.72755	0.092059	0.68815	0.076027	0.094179	0.073036	0.060648	0.42156	0.32719	0.15507	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.067532	0.95786	0.11505	0.086121	0.099371	0.065374	0.09077	0.062677	0.13515	0.126	0.094522	0.37069	0.10542
Meth__cg23093462__PARD3	0.054051	0.040814	0.058071	0.038709	0.045997	0.051552	0.034412	0.049368	0.050935	0.040438	0.31052	0.032506	0.080559	0.042899	0.05989	0.049306	0.058364	0.057569	0.037339	0.091063	0.055162	0.075433	0.079812	0.044921	0.048812	0.12289	0.093316	0.04172	0.046625	0.086243	0.21469
Meth__cg11390468__IFT57	0.401	0.53604	0.92269	0.089311	0.058763	0.59994	0.082902	0.0759	0.057234	0.083131	0.23275	0.04103	0.075385	0.11597	0.11125	0.062515	0.098968	0.090021	0.094261	0.10363	0.1935	0.86972	0.21241	0.041672	0.075542	0.088105	0.12747	0.06842	0.1936	0.50868	0.12681
Meth__cg26453670__RNPC1	0.06653	0.027105	0.13617	0.037411	0.35645	0.38496	0.058163	0.07157	0.1171	0.13386	0.079888	0.058188	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.10104	0.2793	0.21659	0.33175	0.057477	0.034234	0.11894	0.04819	0.039404	0.053215	0.045784	0.090646	0.033855
Meth__cg06204948__MARK2	0.045564	0.16604	0.90187	0.86346	0.90446	0.88871	0.038413	0.11948	0.035128	0.048983	0.076908	0.92904	0.03926	0.040698	0.077037	0.88635	0.90512	0.49481	0.67712	0.88252	0.75079	0.86081	0.64373	0.56039	0.032783	0.080204	0.22722	0.87256	0.70239	0.19817	0.8703
Meth__cg16243644__STAG2	0.47968	0.056451	0.098796	0.3158	0.063721	0.074835	0.31124	0.56445	0.065868	0.036863	0.092092	0.053511	0.26749	0.44421	0.13274	0.077319	0.051438	0.058248	0.3803	0.069785	0.070508	0.42879	0.099527	0.44726	0.058023	0.21867	0.16838	0.50622	0.29886	0.44938	0.068251
Meth__cg04505023__SPRR1A	0.60139	0.02707	0.84978	0.80227	0.044239	0.7403	0.93955	0.20371	0.054865	0.85821	0.65416	0.021999	0.093149	0.053769	0.21229	0.027329	0.44031	0.52408	0.2328	0.058943	0.16477	0.061362	0.13223	0.21194	0.89244	0.5123	0.15917	0.78426	0.4077	0.054399	0.55076
RS_G12720__CMAH__CMAH	0.48171	5.6554	5.1662	4.0198	2.0013	5.0915	2.5327	0	0.089889	4.3521	0.4123	1.4282	5.4981	2.3863	1.1419	2.4096	0.19054	2.3585	6.2953	0.41732	1.4534	0	6.3681	0.33939	3.9595	0.63247	0	0.8565	2.4873	4.2972	4.7647
Meth__cg13727946__MBD3L1	0.29112	0.13542	0.13313	0.23732	0.056931	0.073897	0.81115	0.089804	0.083489	0.49087	0.29048	0.057676	0.25382	0.050654	0.12681	0.044584	0.087649	0.14572	0.060716	0.090807	0.096124	0.19959	0.06445	0.069333	0.062346	0.099892	0.15674	0.10339	0.12673	0.14148	0.19229
RS_G21756__C6orf127__C6orf127	1.5522	1.1548	0	6.1193	0	0.77551	4.3736	7.6116	8.1751	0	2.5337	0	0	0	5.3027	0.83621	0.42534	0.76147	1.4252	0	5.6087	0	0	0	2.387	7.4612	5.5974	3.7886	6.2311	0	4.3989
Meth__cg17688525__L3MBTL4	0.033335	0.023344	0.97819	0.097095	0.97544	0.97884	0.030222	0.026168	0.02715	0.26105	0.93282	0.36319	0.019772	0.064812	0.089705	0.1605	0.95616	0.96272	0.028125	0.96234	0.90432	0.9542	0.83548	0.045274	0.031255	0.98446	0.49391	0.9819	0.72474	0.96153	0.52759
Meth__cg06048156__ITGB3	0.61284	0.077247	0.052252	0.040181	0.043626	0.41676	0.063778	0.036365	0.054858	0.083131	0.10401	0.037463	0.040261	0.043169	0.098183	0.12554	0.64073	0.58413	0.054965	0.58089	0.049134	0.81678	0.13203	0.050015	0.36238	0.88857	0.11774	0.046679	0.14872	0.93042	0.51607
Meth__cg15379858__ChGn	0.034158	0.046692	0.92586	0.041229	0.59018	0.56407	0.3365	0.069172	0.89134	0.0633	0.079984	0.67597	0.90874	0.925	0.058807	0.43564	0.82734	0.60529	0.86754	0.82727	0.86775	0.85081	0.082776	0.88362	0.032444	0.9235	0.20654	0.059573	0.74675	0.84278	0.81435
Meth__cg01738359__RB1	0.051467	0.048716	0.069057	0.041831	0.053045	0.056799	0.047263	0.050775	0.051824	0.0253	0.11255	0.051468	0.051501	0.04948	0.07689	0.042714	0.039696	0.055284	0.1931	0.086682	0.049596	0.096209	0.051862	0.055404	0.045578	0.04688	0.042734	0.052536	0.044099	0.072864	0.051656
Meth__cg13562542__GPR27	0.049852	0.04691	0.043873	0.030826	0.97672	0.044788	0.057511	0.039737	0.54079	0.039045	0.10791	0.073994	0.66524	0.04161	0.062433	0.58682	0.027393	0.049586	0.085791	0.94553	0.051521	0.91513	0.13749	0.041415	0.039669	0.063664	0.066164	0.036355	0.050866	0.07759	0.039983
Meth__cg01080862__IL13RA1	0.63108	0.041291	0.067451	0.35671	0.040136	0.06374	0.37682	0.061867	0.055195	0.12928	0.058288	0.029839	0.31397	0.69882	0.30109	0.039444	0.045187	0.060622	0.61732	0.12826	0.06659	0.63357	0.12348	0.6518	0.056768	0.44259	0.17664	0.70939	0.3053	0.68421	0.053125
Meth__cg27420236__RPRM	0.045339	0.039058	0.91628	0.089534	0.77288	0.83467	0.02843	0.042327	0.96255	0.59307	0.82287	0.78052	0.80851	0.45226	0.25472	0.25177	0.083172	0.68829	0.96662	0.89236	0.15033	0.92771	0.052215	0.042465	0.027799	0.73172	0.60873	0.074945	0.33443	0.55594	0.6836
Meth__cg04603184__RNF182	0.09255	0.095121	0.84881	0.27412	0.048968	0.63214	0.26556	0.066139	0.152	0.15499	0.7051	0.50134	0.3725	0.075031	0.20778	0.21998	0.22624	0.066829	0.17016	0.11003	0.1976	0.84969	0.17801	0.034155	0.25908	0.86819	0.10928	0.33458	0.36034	0.18838	0.52791
Meth__cg20308511__SAT	0.41702	0.071116	0.045164	0.21502	0.040019	0.058896	0.069431	0.40514	0.047895	0.3629	0.056394	0.40704	0.042056	0.045696	0.34774	0.438	0.038454	0.06553	0.32715	0.097292	0.040937	0.12389	0.34705	0.34999	0.048693	0.026101	0.088157	0.28953	0.22345	0.42105	0.050049
Meth__cg02492740__UBQLN2	0.55757	0.052256	0.074069	0.057763	0.054705	0.088663	0.084988	0.53565	0.087538	0.61975	0.22143	0.25323	0.15032	0.58131	0.21908	0.070373	0.067858	0.078912	0.47324	0.19	0.26706	0.42711	0.078563	0.58891	0.06309	0.073589	0.097531	0.48779	0.079281	0.4358	0.074473
Meth__cg02860543__IGF2BP3	0.15787	0.084169	0.32989	0.20853	0.11712	0.86283	0.16012	0.13267	0.11059	0.10412	0.18786	0.63531	0.12919	0.096907	0.22372	0.70299	0.66244	0.70391	0.31642	0.58964	0.10826	0.79302	0.13791	0.1246	0.12846	0.51127	0.58506	0.50454	0.79743	0.73855	0.37524
Meth__cg17484237__HAVCR2	0.63833	0.081088	0.74405	0.52954	0.11758	0.3671	0.41091	0.44532	0.43285	0.13247	0.18948	0.051364	0.2191	0.57787	0.12073	0.080539	0.12313	0.16878	0.83358	0.13044	0.10128	0.10566	0.11076	0.056558	0.089201	0.13574	0.29381	0.67924	0.54764	0.27615	0.31167
Meth__cg11538128__ZNF354C	0.3411	0.039662	0.42772	0.023673	0.026538	0.92049	0.29691	0.042473	0.034506	0.022497	0.76748	0.12697	0.028823	0.025579	0.081885	0.037631	0.24824	0.35578	0.027479	0.83853	0.85919	0.087925	0.083617	0.032161	0.33072	0.26094	0.043846	0.037876	0.033754	0.83669	0.047652
Meth__cg07448499__CTSH	0.083849	0.45002	0.3481	0.16731	0.4902	0.64087	0.10888	0.11554	0.093154	0.10081	0.12319	0.12059	0.10981	0.08985	0.094523	0.13918	0.31157	0.12256	0.082408	0.30371	0.55621	0.19431	0.14369	0.09067	0.052864	0.1009	0.17504	0.087278	0.077933	0.18296	0.12365
Meth__cg01555431__AKAP12	0.85979	0.13082	0.62169	0.062559	0.78183	0.8872	0.29257	0.092812	0.23604	0.066862	0.62416	0.20205	0.062353	0.074953	0.25497	0.13808	0.88649	0.88202	0.84198	0.85168	0.85804	0.85312	0.14228	0.071943	0.081843	0.87831	0.44924	0.085628	0.082408	0.80761	0.092129
Meth__cg05961595__APEX2	0.55506	0.017989	0.028176	0.046012	0.019844	0.040356	0.03738	0.47855	0.02228	0.54858	0.3512	0.40911	0.54123	0.021027	0.48134	0.021641	0.015258	0.027977	0.48641	0.073985	0.43602	0.47527	0.064874	0.52629	0.019797	0.024455	0.062781	0.5053	0.16835	0.51134	0.023188
Meth__cg09643313__PPP1R9A	0.06392	0.051817	0.046775	0.042374	0.046506	0.05428	0.067008	0.048181	0.34399	0.087543	0.42851	0.044124	0.04191	0.050343	0.078186	0.050845	0.067835	0.049751	0.04324	0.055614	0.054703	0.064227	0.049749	0.079023	0.057647	0.033837	0.10653	0.051455	0.036922	0.064798	0.045048
Meth__cg24860534__CDC42BPA	0.036584	0.7935	0.071098	0.32725	0.69761	0.12615	0.041338	0.11408	0.045362	0.92186	0.87019	0.63217	0.25688	0.11513	0.5219	0.61094	0.1678	0.20928	0.16675	0.4744	0.043262	0.13836	0.65177	0.22328	0.040346	0.1921	0.081852	0.050686	0.37994	0.38206	0.61239
Meth__cg19392138__ZNF449	0.063894	0.033851	0.080823	0.034817	0.020958	0.061154	0.36651	0.25663	0.03153	0.14364	0.05075	0.05868	0.025068	0.1068	0.049653	0.021896	0.089095	0.099418	0.34476	0.049599	0.11467	0.11754	0.067553	0.31931	0.028155	0.039598	0.081348	0.38213	0.077383	0.068839	0.034402
Meth__cg03657766__DLX2	0.45283	0.057424	0.77506	0.053543	0.050894	0.23102	0.036701	0.073423	0.057398	0.053744	0.10561	0.25257	0.056122	0.042268	0.096357	0.052013	0.037371	0.071866	0.86001	0.88225	0.21062	0.92236	0.075773	0.02342	0.025019	0.11256	0.090441	0.091258	0.75415	0.25534	0.54148
Meth__cg19789466__OAS1	0.064205	0.1021	0.58751	0.10876	0.38205	0.71022	0.84503	0.091743	0.18398	0.097018	0.14627	0.10776	0.64654	0.48483	0.19632	0.30624	0.45439	0.30245	0.073035	0.52749	0.39646	0.7613	0.27956	0.44207	0.52032	0.12821	0.24504	0.2356	0.38046	0.26567	0.73721
Meth__cg18411898__RPRM	0.27427	0.088606	0.55683	0.078838	0.87328	0.1282	0.15635	0.061511	0.46853	0.12099	0.41784	0.53437	0.19416	0.097957	0.15457	0.045423	0.22225	0.093484	0.70045	0.84688	0.32516	0.41887	0.092534	0.058549	0.14193	0.50232	0.090339	0.059221	0.11531	0.12694	0.070105
Meth__cg26466094__AK5	0.036227	0.037159	0.064305	0.065312	0.040528	0.060278	0.032459	0.042681	0.075432	0.034022	0.24012	0.04536	0.045324	0.030786	0.071269	0.030983	0.52068	0.12144	0.053074	0.9167	0.051203	0.5532	0.069925	0.032728	0.032637	0.10112	0.053163	0.047797	0.05628	0.069515	0.095227
Meth__cg05886367__BTNL9	0.30491	0.027898	0.1664	0.098304	0.072992	0.21574	0.75986	0.17441	0.38361	0.61742	0.17297	0.038737	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.20294	0.12779	0.26517	0.1115	0.043724	0.0396	0.068067	0.23143	0.28099	0.15121	0.11538	0.077052	0.14855
RS_G1662__NKAIN1__NKAIN1	1.1586	0.54586	2.3681	8.0666	4.2997	3.5173	0.79025	7.749	3.2802	2.5763	1.1224	4.6444	0.7549	2.3913	0.48464	0	3.4869	5.489	0.92744	0.097394	4.325	0	0.66174	2.6062	0.6813	1.5224	4.3015	6.468	8.3639	6.6103	2.5456
Meth__cg10882227__APLP2	0.19679	0.11386	0.11003	0.16196	0.75082	0.18379	0.083016	0.14122	0.086329	0.089792	0.21009	0.085934	0.084328	0.17043	0.31595	0.20603	0.28121	0.19887	0.1247	0.093072	0.12879	0.33695	0.14731	0.10875	0.052542	0.097776	0.10929	0.10084	0.1389	0.22354	0.15854
Meth__cg13916322__HRASLS3	0.057883	0.051223	0.050844	0.048022	0.88874	0.069244	0.039322	0.035819	0.42123	0.048917	0.43267	0.035739	0.79495	0.042038	0.12251	0.042259	0.04886	0.071189	0.048271	0.16308	0.081247	0.34215	0.10809	0.061978	0.057845	0.04057	0.050698	0.047212	0.1575	0.1381	0.068622
Meth__cg27025856__HDAC11	0.053353	0.70867	0.56287	0.084708	0.92511	0.77129	0.097671	0.21619	0.056302	0.17443	0.54809	0.10823	0.12708	0.08578	0.13033	0.69588	0.056601	0.063515	0.2178	0.16607	0.21125	0.16768	0.71838	0.043625	0.046992	0.084629	0.14435	0.079824	0.084647	0.2435	0.059659
RS_G7177__OASL__OASL	4.4911	1.7777	0.97103	6.8272	1.337	1.2602	1.554	3.7442	10.6972	8.7426	5.6195	3.7297	0.99833	5.4605	9.5817	0.28875	4.2687	4.3836	3.7861	5.2892	3.3996	3.0473	0.59656	2.0833	6.5224	2.6117	4.8781	3.232	3.9024	0.64275	1.989
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.73845	0.5	0.079471	0.65505	0.32542	0.022982	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.63623	0.046668	0.24803	0.044822	0.094877	0.036229	0.043746	0.21726	0.16924	0.66436	0.45644	0.25673	0.24439
Meth__cg17998964__MARK2	0.059971	0.18061	0.90978	0.78049	0.9445	0.92089	0.036742	0.11019	0.053442	0.057853	0.13686	0.93829	0.057182	0.049985	0.079044	0.89246	0.91124	0.448	0.53673	0.77987	0.63328	0.93176	0.39797	0.72547	0.05018	0.066485	0.15923	0.69299	0.65954	0.12267	0.82482
RS_G16187__BEGAIN__BEGAIN	1.5527	3.6808	0.77715	4.4646	4.2433	1.7438	3.3344	3.3095	3.7931	2.6657	1.2259	0.77226	4.2185	1.838	0.71485	2.033	4.4953	2.4041	2.7335	0.49161	1.4905	1.4344	1.7416	5.0066	7.3112	2.027	1.75	3.1416	2.1009	1.3673	3.6259
RS_G1786__C11orf67__C11orf67	9.4726	6.4935	6.6443	6.9031	6.2893	7.503	7.214	7.5573	6.403	6.7088	7.1419	8.2044	7.0019	6.6335	7.2744	5.8719	6.8052	7.2825	8.0539	7.3424	7.4008	7.465	5.922	7.787	5.1459	9.3329	7.7787	8.0532	6.4417	6.2497	6.3191
Meth__cg16080552__TACSTD2	0.081532	0.063337	0.16135	0.057061	0.89737	0.17764	0.061114	0.12645	0.86069	0.057481	0.13114	0.062979	0.86655	0.34635	0.17581	0.68714	0.17831	0.075019	0.14745	0.11497	0.08963	0.16571	0.10363	0.376	0.068312	0.87634	0.087156	0.090214	0.10215	0.22673	0.4387
Meth__cg19190714__GMPR	0.040428	0.06922	0.065384	0.032331	0.56669	0.036824	0.04412	0.036717	0.051633	0.026514	0.31977	0.02882	0.49503	0.042373	0.043	0.084871	0.033976	0.05366	0.044368	0.063575	0.047387	0.39374	0.062429	0.13607	0.040269	0.17848	0.059067	0.0453	0.048176	0.08852	0.043114
Meth__cg19191883__PTD008	0.019516	0.020328	0.022397	0.026678	0.020268	0.019872	0.51057	0.031699	0.021922	0.055152	0.032823	0.0094381	0.021472	0.019926	0.032781	0.015873	0.010031	0.017341	0.018414	0.021759	0.030734	0.049376	0.026416	0.018198	0.01618	0.02166	0.18499	0.033089	0.030965	0.060637	0.032775
RS_G2016__COL9A3__COL9A3	1.4993	4.0111	0.88215	3.5012	1.2322	0.70713	6.8804	1.1249	5.9643	2.6759	0	2.792	0.21295	2.7092	0.925	0.61144	3.7968	1.6879	4.4015	0.36722	3.2525	4.299	0.38251	0.35941	9.2432	2.9855	4.585	7.0235	1.077	0.2355	0.53092
Meth__cg04337944__FBLN1	0.040649	0.040529	0.47582	0.38915	0.76717	0.40726	0.055831	0.39731	0.034483	0.13111	0.45205	0.46065	0.13284	0.21879	0.06661	0.022355	0.93431	0.9404	0.61713	0.8064	0.25536	0.32615	0.084925	0.337	0.29993	0.93931	0.85326	0.068182	0.40702	0.91955	0.28044
Meth__cg22215728__FHIT	0.034961	0.045071	0.12413	0.044293	0.17859	0.068871	0.035955	0.050332	0.057143	0.098375	0.19351	0.025548	0.071454	0.052691	0.04894	0.046275	0.058812	0.066812	0.027958	0.067309	0.05752	0.071834	0.084096	0.040972	0.060701	0.36529	0.053979	0.048464	0.036246	0.073115	0.044042
Meth__cg07473550__TSC22D3	0.62662	0.016473	0.028401	0.057485	0.020023	0.020098	0.65864	0.033287	0.07385	0.025958	0.020218	0.019423	0.60445	0.028789	0.029552	0.016486	0.018698	0.025661	0.56387	0.023899	0.024237	0.29779	0.043735	0.025185	0.01832	0.19163	0.064532	0.016674	0.046759	0.05048	0.020305
RS_G12106__FBN1__FBN1	1.2014	1.8895	2.1102	0.65511	7.5586	2.1463	1.108	0.18388	0.66708	4.1752	1.0146	0.74839	4.3982	6.9848	4.5742	9.8221	0.29333	1.5016	0.80989	5.7106	1.3307	3.0962	1.224	5.4877	1.9859	1.2437	0.29429	1.1637	1.0261	2.1826	0.5397
Meth__cg09875273__ERBB2	0.053791	0.015603	0.026686	0.039669	0.037077	0.040262	0.041044	0.080723	0.82974	0.067161	0.026325	0.016197	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.051511	0.062746	0.019489	0.023267	0.029278	0.053346	0.030688	0.03228	0.029851	0.019065	0.051128	0.017864	0.050681
Meth__cg01015879__RDX	0.072499	0.30408	0.069616	0.073879	0.049748	0.12378	0.042395	0.057692	0.037697	0.04304	0.22999	0.039028	0.042067	0.049924	0.13552	0.046301	0.11078	0.08859	0.061789	0.065237	0.093181	0.22101	0.062483	0.051458	0.04611	0.06811	0.11421	0.05583	0.085782	0.14951	0.074281
Meth__cg06433658__FAM63A	0.027216	0.18104	0.044351	0.031865	0.051324	0.05799	0.043624	0.036225	0.048425	0.054586	0.11963	0.022465	0.046758	0.036291	0.071415	0.02744	0.15211	0.074174	0.027819	0.10275	0.059758	0.064972	0.069094	0.030789	0.036867	0.02617	0.047172	0.046356	0.030763	0.11175	0.047709
RS_G7670__DDX60__DDX60	3.8387	0.32032	2.7237	6.0772	1.8134	2.4436	2.2916	2.325	7.7036	6.1506	3.5657	4.5014	1.0877	3.1529	7.8636	1.6225	1.3036	1.3175	0.698	3.1707	0.73398	0.62401	0	0.73295	3.8316	2.1658	1.8779	1.3425	1.1743	3.1564	0.43139
Meth__cg08695223__SLC9A6	0.70761	0.038366	0.047747	0.12944	0.022613	0.038625	0.3778	0.66247	0.033191	0.04339	0.037502	0.70746	0.52896	0.70072	0.13285	0.022654	0.0223	0.026586	0.60511	0.046012	0.043895	0.50872	0.070312	0.74961	0.023837	0.44607	0.056338	0.6194	0.070392	0.67183	0.028041
Meth__cg18505908__APBA1	0.067112	0.24306	0.056974	0.045108	0.47438	0.084391	0.07002	0.041126	0.058838	0.051684	0.10344	0.04519	0.059158	0.056537	0.071102	0.039062	0.036532	0.059503	0.040883	0.4521	0.071555	0.083978	0.10689	0.043179	0.32934	0.11683	0.081735	0.051359	0.056414	0.13173	0.046936
Meth__cg18611847__RGS16	0.017003	0.023731	0.12115	0.028883	0.65733	0.024959	0.022013	0.029836	0.036967	0.013169	0.154	0.024658	0.57367	0.32664	0.048939	0.022692	0.017472	0.025958	0.019594	0.056308	0.16632	0.045739	0.029859	0.02802	0.02275	0.7628	0.076977	0.017422	0.031159	0.13427	0.019311
Meth__cg19843036__FLJ11155	0.044039	0.032372	0.051698	0.034003	0.54277	0.033537	0.046196	0.036166	0.14493	0.026676	0.11097	0.076378	0.051573	0.053153	0.099369	0.52216	0.049514	0.035024	0.039861	0.053337	0.04056	0.10049	0.062615	0.047734	0.047198	0.1555	0.067991	0.035866	0.10231	0.056926	0.075008
Meth__cg06162422__GLA	0.55951	0.06101	0.085992	0.26291	0.046165	0.086469	0.28175	0.59936	0.047087	0.10086	0.089013	0.057272	0.40492	0.41879	0.089465	0.082949	0.04439	0.048246	0.44648	0.11421	0.099046	0.33845	0.040788	0.067451	0.068401	0.1079	0.12138	0.59784	0.26964	0.58892	0.04862
Meth__cg04531254__MGC17839	0.062457	0.40342	0.082571	0.3108	0.036339	0.062253	0.020705	0.042916	0.043602	0.11657	0.85374	0.059107	0.064507	0.05643	0.29659	0.61457	0.054337	0.059375	0.066963	0.057952	0.052589	0.074098	0.26842	0.051502	0.028778	0.066856	0.053009	0.041937	0.61476	0.58641	0.045794
Meth__cg11876919__HMG20A	0.050887	0.042922	0.066551	0.03582	0.092616	0.060717	0.05475	0.063815	0.039288	0.05652	0.14124	0.034202	0.045347	0.075193	0.079856	0.054234	0.037255	0.064521	0.12082	0.26171	0.083006	0.1094	0.063845	0.035136	0.039639	0.044516	0.086826	0.046289	0.049088	0.13158	0.057419
RS_G13477__EGFL9__EGFL9	0.35305	1.0213	0.17399	0.30014	7.0141	1.1287	6.5699	3.5774	4.4184	5.819	1.846	0	4.6749	3.1119	2.0049	4.3364	3.4908	1.4514	2.8469	4.4761	2.3108	2.1277	0	7.3809	3.9582	6.445	4.0929	3.8002	1.9344	0.18287	0
Meth__cg05362669__PTPRG	0.088694	0.43801	0.070796	0.062241	0.073416	0.073667	0.067425	0.067355	0.090241	0.019788	0.84345	0.052729	0.055718	0.073906	0.14014	0.085621	0.064344	0.11594	0.064133	0.083455	0.063983	0.12981	0.12842	0.059543	0.058416	0.058589	0.057885	0.062994	0.068708	0.090447	0.069304
Meth__cg23906291__ERBB2	0.03468	0.018702	0.028003	0.02863	0.027505	0.040856	0.045341	0.051587	0.99014	0.079151	0.026251	0.018226	0.032879	0.032475	0.065925	0.034052	0.042821	0.053325	0.028113	0.032853	0.024005	0.040657	0.047794	0.04319	0.030764	0.039586	0.079011	0.024538	0.05086	0.035846	0.037458
Meth__cg09923855__HTATSF1	0.56564	0.021331	0.028683	0.33253	0.018331	0.044319	0.14203	0.67601	0.033044	0.024142	0.041181	0.59171	0.41653	0.59167	0.10533	0.025525	0.020713	0.024517	0.52972	0.051722	0.047513	0.31138	0.045975	0.62428	0.017042	0.27892	0.12668	0.70863	0.41791	0.60719	0.032739
Meth__cg21210789__BAI1	0.38605	0.028531	0.89384	0.81761	0.28458	0.73894	0.61877	0.86004	0.64807	0.58675	0.66821	0.025969	0.59038	0.50694	0.048965	0.025212	0.80713	0.79432	0.77953	0.10323	0.48488	0.31212	0.034228	0.80984	0.070577	0.52221	0.095252	0.76288	0.325	0.34236	0.73141
RS_G7269__HEY2__HEY2	3.6871	0	4.2335	5.6502	1.3674	1.1515	2.5575	1.6937	2.4811	2.5058	0.93292	0.35462	1.007	0	6.9965	3.4334	4.8089	0.82328	1.4155	2.29	5.3855	0.59431	0	4.2589	0.77271	3.3842	0.64409	6.0077	5.5727	0	5.2139
Meth__cg08132931__ADD2	0.57405	0.041512	0.39783	0.038083	0.61366	0.70325	0.060746	0.055316	0.076793	0.063322	0.61927	0.35167	0.047636	0.041958	0.064777	0.062246	0.66354	0.55288	0.62142	0.39222	0.40567	0.79733	0.065307	0.038033	0.03305	0.27854	0.29422	0.45561	0.62045	0.057509	0.66157
Meth__cg10968815__BPIL1	0.042782	0.15239	0.042354	0.58781	0.47776	0.060403	0.94072	0.62419	0.91559	0.86427	0.38667	0.050662	0.51861	0.8436	0.072921	0.027677	0.82153	0.86169	0.10656	0.21511	0.37804	0.040748	0.40326	0.53099	0.2072	0.029809	0.13162	0.059663	0.17477	0.090268	0.089041
Meth__cg21365602__GBP4	0.098225	0.051039	0.5484	0.088305	0.738	0.81164	0.81957	0.086888	0.63387	0.11849	0.62895	0.081507	0.82043	0.10086	0.12945	0.16772	0.67466	0.57588	0.07885	0.84204	0.75776	0.78602	0.20343	0.27176	0.85066	0.72402	0.096307	0.089131	0.78697	0.13765	0.80919
Meth__cg08321346__ANKMY1	0.028163	0.0278	0.80146	0.02188	0.97137	0.030187	0.028023	0.48814	0.47002	0.76088	0.93822	0.011517	0.76504	0.034684	0.074667	0.76161	0.39136	0.30339	0.029242	0.91121	0.85949	0.14345	0.049684	0.027972	0.3112	0.8778	0.026844	0.051273	0.020868	0.96647	0.028769
Meth__cg00567749__CSPG2	0.31959	0.062123	0.29593	0.22741	0.14775	0.85842	0.051685	0.61527	0.45644	0.60011	0.85707	0.10387	0.84773	0.052642	0.36783	0.058871	0.84183	0.54248	0.70058	0.78676	0.56475	0.85537	0.34906	0.055763	0.050755	0.58371	0.39576	0.10578	0.85412	0.6466	0.85893
Meth__cg16208136__GEM	0.083466	0.23782	0.80985	0.29574	0.07244	0.071905	0.39219	0.047555	0.065288	0.14788	0.56592	0.75386	0.25533	0.042767	0.082333	0.042851	0.35069	0.11467	0.096343	0.11389	0.29656	0.48819	0.38056	0.056627	0.060038	0.90663	0.066901	0.10289	0.44987	0.34742	0.80005
Meth__cg01856970__IL15	0.038572	0.03762	0.047115	0.030504	0.4247	0.041973	0.035392	0.035428	0.041075	0.023226	0.053327	0.037753	0.038017	0.052832	0.0742	0.055461	0.032857	0.049298	0.030621	0.10661	0.031627	0.074407	0.06199	0.037476	0.027443	0.034389	0.061215	0.047235	0.040045	0.073687	0.041398
RS_G6332__TNNI3__TNNI3	4.8498	0.4933	0.58895	5.7487	0	5.471	0.46847	3.3031	3.1984	2.293	2.0651	1.882	1.27	0	1.7711	2.2119	1.8004	0.74889	6.3596	1.0554	1.7982	2.3682	0	3.2399	0.95049	6.2544	5.7356	4.7589	8.0674	0	7.5775
Meth__cg14920334__GALNT8	0.86622	0.031051	0.89645	0.86855	0.048443	0.4768	0.62693	0.41421	0.56163	0.54566	0.37789	0.035953	0.3405	0.60134	0.090739	0.047725	0.22875	0.36942	0.82671	0.078784	0.8439	0.58252	0.057886	0.14025	0.31975	0.65404	0.13491	0.87436	0.27696	0.72561	0.23724
Meth__cg08433538__RALGPS1	0.059975	0.23773	0.4369	0.10395	0.26388	0.18722	0.069998	0.081662	0.34167	0.54302	0.59063	0.082839	0.11063	0.25193	0.12325	0.055704	0.33082	0.079427	0.095218	0.50371	0.31297	0.1186	0.13481	0.11001	0.092352	0.32237	0.079431	0.081982	0.26739	0.22823	0.37394
Meth__cg21250296__HIST1H2BB	0.056895	0.070168	0.18294	0.94592	0.67147	0.93446	0.92246	0.93425	0.8587	0.21955	0.84296	0.94678	0.089247	0.040237	0.19273	0.037412	0.92069	0.67726	0.067653	0.13652	0.90735	0.11472	0.070199	0.92162	0.67574	0.93752	0.39768	0.91118	0.055959	0.14961	0.05474
