Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg24003542__MCC	0.04279	0.032673	0.047869	0.038172	0.034727	0.41325	0.041943	0.6026	0.040476	0.049827	0.14961	0.061461	0.050626	0.039845	0.044906	0.054146	0.032051	0.061873	0.033411	0.040379	0.040873	0.065134	0.05858	0.080788	0.062643	0.066045	0.036913	0.031481	0.03707	0.027489	0.078989	0.087953	0.045353	0.037041
Meth__cg13599477__NET1	0.063484	0.063019	0.14764	0.073501	0.032983	0.31483	0.087093	0.034529	0.036085	0.057872	0.68387	0.12439	0.48141	0.31156	0.14524	0.0527	0.032024	0.10814	0.91499	0.051402	0.75352	0.092577	0.047207	0.10117	0.50895	0.084677	0.9369	0.04576	0.089041	0.050209	0.058292	0.084853	0.070337	0.77298
Meth__cg08319404__THRB	0.087583	0.93083	0.12217	0.094969	0.33025	0.93178	0.11568	0.06693	0.1021	0.14985	0.88923	0.16129	0.51522	0.09197	0.10747	0.8376	0.28203	0.15423	0.85571	0.10325	0.80259	0.72456	0.099191	0.14592	0.2286	0.52073	0.13963	0.14101	0.89209	0.10175	0.11408	0.11762	0.099733	0.10234
Meth__cg09264112__GCHFR	0.026848	0.017341	0.45866	0.02911	0.023186	0.029893	0.02691	0.20277	0.77288	0.040599	0.90311	0.89147	0.33502	0.024384	0.56673	0.89826	0.96592	0.053579	0.12262	0.031224	0.69901	0.94071	0.03592	0.032637	0.042022	0.038985	0.024046	0.046633	0.014271	0.60827	0.33646	0.094851	0.031284	0.02296
Meth__cg22867063__ZNF214	0.04582	0.044444	0.83793	0.16612	0.041504	0.69856	0.068275	0.60926	0.030712	0.048086	0.4509	0.19476	0.69193	0.39316	0.13919	0.052294	0.042292	0.39582	0.045457	0.52153	0.11673	0.097744	0.071918	0.20648	0.12455	0.083389	0.098237	0.043721	0.045013	0.04999	0.050479	0.069388	0.048766	0.046076
Meth__cg21526212__PTCH	0.03285	0.03255	0.048736	0.037811	0.029587	0.033439	0.044587	0.044998	0.032408	0.16428	0.046456	0.047606	0.065052	0.10674	0.039559	0.039348	0.028508	0.059059	0.033352	0.044963	0.04073	0.086038	0.045787	0.12	0.10611	0.070325	0.039386	0.034238	0.04433	0.031563	0.038462	0.079498	0.047214	0.035697
Meth__cg19118812__ELMO1	0.03263	0.020744	0.96748	0.02769	0.022496	0.64137	0.68493	0.037583	0.023598	0.036108	0.026072	0.036532	0.77016	0.80352	0.019175	0.039488	0.0214	0.051128	0.026444	0.039362	0.02918	0.95415	0.046555	0.084853	0.96535	0.03667	0.025903	0.021873	0.45653	0.021915	0.047149	0.082317	0.029448	0.025323
EA_G__PPM2C	6.8303	5.9722	7.7697	7.6728	7.438	8.6017	8.5499	9.1553	6.737	6.7368	7.5476	8.7905	9.442	7.8981	7.33	8.7959	6.844	8.9514	8.7395	7.2127	8.1894	7.5908	7.1395	7.3435	7.4793	5.8525	8.2374	7.4353	7.6362	8.0402	5.724	6.4073	7.4892	7.2866
Meth__cg24387818__POF1B	0.11642	0.071667	0.11861	0.066459	0.069755	0.11159	0.094445	0.21801	0.072061	0.056697	0.73693	0.61327	0.11046	0.14495	0.097595	0.3802	0.52726	0.083164	0.074565	0.086032	0.082634	0.15132	0.072899	0.10337	0.55748	0.10425	0.81083	0.83281	0.066887	0.051919	0.17338	0.18728	0.086742	0.091488
Meth__cg10273210__TRIM59	0.054565	0.046997	0.31313	0.053646	0.05624	0.89269	0.048022	0.052657	0.65238	0.06344	0.91158	0.053319	0.090991	0.083198	0.55756	0.043226	0.34281	0.076233	0.56013	0.046445	0.25663	0.56256	0.062965	0.064363	0.091923	0.055628	0.043162	0.054809	0.24634	0.042547	0.04144	0.065002	0.051605	0.076981
EA_G__TMPRSS2	7.1443	7.2062	5.9505	7.4163	6.1494	4.76	5.2206	5.9465	7.398	6.5273	4.686	5.5772	4.5393	8.7158	9.8984	4.5147	4.4592	8.9766	4.216	6.7275	4.3741	4.2222	6.094	7.3281	6.4244	7.2688	4.3749	4.9769	4.5539	7.1473	5.1128	7.3834	5.9248	4.9624
Meth__cg01943185__NMU	0.069025	0.070517	0.84155	0.078391	0.052747	0.56454	0.088361	0.38918	0.044322	0.068869	0.48607	0.10255	0.35338	0.048272	0.057267	0.047291	0.068821	0.093509	0.3806	0.19246	0.43393	0.11653	0.074722	0.056784	0.11291	0.10927	0.081554	0.043942	0.13448	0.054279	0.18732	0.073356	0.062367	0.053995
Meth__cg13168820__PTPRT	0.04038	0.040112	0.32546	0.037117	0.038066	0.92272	0.14105	0.45204	0.043766	0.045786	0.92122	0.28882	0.42887	0.050105	0.043525	0.037387	0.41698	0.089365	0.023541	0.17031	0.072324	0.80946	0.77049	0.065102	0.88695	0.076144	0.040181	0.041122	0.24784	0.028982	0.4404	0.091254	0.037795	0.034024
Meth__cg19526626__ZNF491	0.038095	0.035471	0.92124	0.046089	0.04077	0.041524	0.039081	0.9416	0.029364	0.051854	0.44122	0.040008	0.65944	0.02633	0.041835	0.31046	0.034394	0.087291	0.075061	0.53799	0.044781	0.40968	0.041321	0.083384	0.86746	0.10855	0.034069	0.15073	0.13245	0.1527	0.036814	0.076615	0.047654	0.048245
Meth__cg27501458__SULT4A1	0.022391	0.022337	0.029372	0.033808	0.037762	0.62481	0.039634	0.31788	0.023376	0.033056	0.17879	0.024863	0.13856	0.018061	0.025195	0.050341	0.025648	0.029238	0.091665	0.29591	0.029851	0.57687	0.048498	0.035473	0.85386	0.030277	0.045619	0.4246	0.13437	0.021156	0.030091	0.032334	0.029379	0.031382
Meth__cg01851208__C10orf58	0.045709	0.13826	0.052396	0.052683	0.046753	0.43995	0.054996	0.050802	0.043325	0.040254	0.04975	0.07873	0.21118	0.033654	0.078799	0.11771	0.045517	0.085728	0.2092	0.043715	0.30824	0.075137	0.0407	0.10018	0.070979	0.1011	0.083166	0.046401	0.26985	0.039367	0.055785	0.070926	0.051057	0.041461
Meth__cg23739862__PRMT8	0.90807	0.021894	0.62787	0.033604	0.024637	0.82095	0.84136	0.40691	0.33093	0.034873	0.54599	0.60433	0.80031	0.049407	0.28739	0.082418	0.057212	0.11044	0.2832	0.59425	0.42753	0.87733	0.3588	0.062279	0.94708	0.05745	0.028829	0.54959	0.050963	0.0216	0.058169	0.047042	0.049334	0.43048
Meth__cg08077673__MEST	0.95817	0.048213	0.29431	0.20735	0.042728	0.94893	0.52411	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.029607	0.26222	0.96253	0.066265	0.8485	0.80857	0.051716	0.93992	0.45657	0.062344	0.069981	0.094008	0.056973	0.92465	0.95445	0.12636	0.033123	0.93502	0.92845	0.055832	0.038431
Meth__cg05013695__FRAT1	0.020892	0.019315	0.80034	0.028632	0.015881	0.033345	0.040882	0.084977	0.014732	0.096402	0.035088	0.060829	0.069662	0.012549	0.025973	0.17289	0.021132	0.071186	0.018743	0.020262	0.020291	0.030262	0.024898	0.039266	0.033461	0.052717	0.042462	0.016518	0.23301	0.012366	0.24126	0.029746	0.046103	0.028331
Meth__cg20315951__OVOL1	0.078066	0.02094	0.056935	0.027334	0.036972	0.96575	0.026606	0.015053	0.033964	0.050839	0.034611	0.038121	0.10663	0.046173	0.030853	0.37342	0.031388	0.079084	0.41661	0.02902	0.95875	0.96055	0.050862	0.057386	0.049674	0.071795	0.030933	0.020715	0.081777	0.026644	0.040985	0.045279	0.054359	0.035877
Meth__cg25095814__CASP8	0.078878	0.07786	0.061195	0.093237	0.068077	0.073232	0.10118	0.07575	0.15925	0.076386	0.13617	0.073067	0.091571	0.074912	0.099548	0.063751	0.068827	0.20654	0.069252	0.20327	0.080043	0.14957	0.099564	0.096502	0.68547	0.17391	0.2279	0.048687	0.054557	0.042991	0.076905	0.38845	0.099474	0.2757
Meth__cg08398233__CAMK2N1	0.057466	0.057619	0.080379	0.049655	0.045813	0.56224	0.05304	0.66481	0.055648	0.063787	0.10184	0.065645	0.082275	0.14142	0.064742	0.065235	0.064541	0.081174	0.036097	0.080878	0.15461	0.54829	0.053739	0.077726	0.13122	0.069019	0.27902	0.045175	0.050188	0.037058	0.044351	0.0652	0.061267	0.043851
Meth__cg07845390__KCNT2	0.49922	0.042918	0.60254	0.3974	0.044838	0.59679	0.8003	0.91211	0.1905	0.058308	0.11906	0.38077	0.54223	0.097178	0.16633	0.6766	0.29811	0.16827	0.097715	0.080598	0.28766	0.74504	0.30903	0.12614	0.64167	0.087579	0.049559	0.41212	0.052394	0.042514	0.55783	0.063695	0.54846	0.14463
EA_G__MET	5.2919	8.4888	9.8576	6.907	6.8321	8.3625	3.2377	9.2522	5.3249	6.3495	6.1792	9.18	9.5533	5.8399	6.3674	8.9764	6.0304	8.9068	9.9443	7.1523	7.3588	9.002	7.5613	6.2826	3.9662	7.0874	9.5923	8.4591	9.0204	7.3053	6.7738	4.1065	3.6661	5.8882
EA_G__TMEM62	7.949	8.9841	7.4582	8.7357	7.7995	6.6914	8.7591	6.6112	6.9449	7.04	6.0806	6.9773	6.5984	7.8723	6.7557	7.3482	5.8364	7.4666	6.7297	6.9338	6.3979	7.0368	8.9357	9.5611	8.2279	7.9178	5.5354	6.7559	7.2789	7.4412	7.5937	7.7068	7.1573	9.6225
Meth__cg19332710__RIMS4	0.74006	0.034187	0.74433	0.049781	0.02775	0.49673	0.96679	0.06083	0.040671	0.044698	0.51332	0.695	0.28658	0.046139	0.041853	0.035401	0.034199	0.079339	0.05141	0.042225	0.037508	0.95759	0.037031	0.036769	0.92272	0.038273	0.036553	0.03091	0.13884	0.027085	0.12692	0.082286	0.047239	0.026632
Meth__cg25104030__RASGEF1A	0.057249	0.04033	0.31348	0.060835	0.051146	0.4472	0.081241	0.45393	0.041467	0.044912	0.49508	0.08152	0.36717	0.044909	0.059034	0.45259	0.053621	0.081723	0.039421	0.04827	0.46131	0.3243	0.04657	0.075085	0.13272	0.053804	0.039706	0.049151	0.069546	0.04145	0.031162	0.08744	0.082668	0.07011
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.24731	0.049537	0.43934	0.1406	0.099289	0.076025	0.18093	0.169	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.048824	0.04716	0.083269	0.033531	0.084219
EA_G__ERBB3	9.6684	9.5479	7.8567	9.4394	10.4453	4.3498	9.8292	7.4364	7.8742	9.2441	9.4138	7.3572	7.9625	10.1738	9.7082	7.3935	4.2979	8.8706	4.0683	9.439	3.9776	4.5784	9.6653	10.1482	9.5168	9.1277	4.1238	6.8843	4.2234	8.8726	9.2288	9.7254	9.7608	9.5803
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.03906	0.81033	0.79157	0.039047	0.66688	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.33875	0.12412	0.047426	0.038231	0.067608	0.037499	0.50943	0.039272	0.098761	0.81148	0.10066	0.76983	0.08182	0.034303	0.045957	0.15162	0.39659	0.038448	0.14528	0.52683	0.49196
EA_G__ELOVL2	4.4509	4.6151	4.3309	5.704	9.5104	6.7806	10.4794	5.3619	7.6891	8.883	4.305	5.0745	4.4337	4.4856	4.1933	5.8873	7.049	4.4812	5.4261	7.0984	7.7464	4.2232	9.6627	4.1122	4.6696	4.8449	4.488	4.8972	4.6371	5.2547	5.3316	8.008	4.9692	5.4117
Meth__cg02583151__SIX1	0.60591	0.082594	0.10257	0.071161	0.074756	0.069215	0.57347	0.090384	0.071556	0.073474	0.062753	0.047101	0.12648	0.062215	0.066719	0.068041	0.070348	0.10598	0.059013	0.58103	0.069289	0.074162	0.072443	0.40809	0.11319	0.10839	0.070275	0.076424	0.060622	0.071009	0.064252	0.56042	0.065309	0.069648
Meth__cg24435562__PCDHB13	0.31852	0.043217	0.80911	0.8031	0.051562	0.76768	0.055432	0.87127	0.88342	0.051206	0.4714	0.43991	0.25409	0.55038	0.52514	0.53574	0.19844	0.25784	0.058379	0.25497	0.75624	0.16603	0.18163	0.095828	0.54071	0.089725	0.055333	0.82189	0.064824	0.048841	0.20718	0.0926	0.34867	0.19056
Meth__cg23855392__MTHFS	0.090665	0.12493	0.11197	0.062269	0.11769	0.56992	0.079262	0.068198	0.092796	0.092167	0.047649	0.088444	0.51334	0.14792	0.30813	0.76402	0.050272	0.09323	0.36199	0.061341	0.06724	0.54134	0.053865	0.11579	0.38145	0.12204	0.087233	0.038595	0.13765	0.046102	0.068135	0.3394	0.044564	0.077049
Meth__cg20268522__NCAM1	0.042925	0.040993	0.53537	0.051095	0.040152	0.06246	0.089276	0.045745	0.065588	0.042957	0.34373	0.22608	0.082084	0.11614	0.057999	0.056649	0.063471	0.081662	0.037212	0.069896	0.053333	0.93603	0.053234	0.071132	0.11184	0.057059	0.053365	0.37278	0.087701	0.039155	0.05826	0.20895	0.047101	0.054117
Meth__cg12853521__MC5R	0.41073	0.10372	0.68883	0.20161	0.15207	0.13804	0.14177	0.29266	0.20609	0.10166	0.42574	0.23272	0.71696	0.30715	0.20507	0.42031	0.1143	0.19716	0.1697	0.13928	0.22421	0.58395	0.32816	0.11215	0.26812	0.14358	0.1886	0.062254	0.084922	0.075695	0.47333	0.15333	0.078726	0.15423
Meth__cg18959478__PRKCDBP	0.80778	0.063788	0.08549	0.91341	0.89836	0.49882	0.89536	0.073632	0.15757	0.87039	0.063649	0.05427	0.87971	0.098556	0.12864	0.061776	0.061517	0.099365	0.058532	0.88515	0.1674	0.064625	0.86319	0.083086	0.80485	0.098406	0.061983	0.060949	0.05108	0.068519	0.87397	0.7166	0.89005	0.6306
Meth__cg00514407__SERPINE2	0.58217	0.033351	0.9435	0.63094	0.55902	0.95539	0.8139	0.66957	0.048716	0.068034	0.45585	0.46366	0.91599	0.058593	0.034898	0.88727	0.51229	0.10008	0.94061	0.35856	0.8438	0.76788	0.058328	0.06514	0.28167	0.065276	0.14975	0.036565	0.21675	0.032978	0.93854	0.12583	0.24051	0.29509
Meth__cg15034135__ADAMTS19	0.033601	0.026077	0.59479	0.034448	0.023326	0.64105	0.025554	0.038414	0.027263	0.032941	0.92784	0.054008	0.47198	0.018336	0.030377	0.85521	0.027328	0.059688	0.021042	0.031376	0.041367	0.61922	0.035244	0.020078	0.60637	0.048875	0.016019	0.030053	0.025215	0.018922	0.16478	0.11937	0.033275	0.024717
Meth__cg25025243__GSTP1	0.16491	0.13901	0.19224	0.11518	0.15738	0.85582	0.13119	0.12573	0.166	0.13017	0.13622	0.31532	0.30233	0.11139	0.15429	0.5543	0.61085	0.28177	0.62854	0.16284	0.57071	0.7621	0.15389	0.25425	0.21482	0.24667	0.33212	0.35516	0.43811	0.13259	0.19528	0.13169	0.15115	0.094258
EA_G__CUL4B	6.6142	7.0274	8.4121	6.2287	6.8128	9.3472	7.0256	8.1315	7.2752	7.6919	7.0614	6.5816	7.5829	6.5218	7.2735	7.3667	10.0552	7.1003	7.8513	7.0789	8.6142	7.2966	6.404	7.2378	6.5199	6.8767	7.1544	6.4288	6.9163	6.3816	6.6166	6.3577	7.0476	7.0727
EA_G__TGFB1I1	6.881	6.4663	6.6397	6.8029	6.5888	9.4417	6.5277	7.127	6.666	6.4412	8.1362	7.1815	6.5382	7.095	7.2284	6.5412	8.601	7.4834	9.5542	7.0097	9.2389	8.5321	6.4864	6.5355	7.5049	6.8377	6.8156	8.2448	8.4756	6.9208	7.4535	6.8739	7.1977	6.8266
EA_G__PLK2	7.5236	7.8727	8.5494	8.8925	8.5242	10.5128	8.5205	8.6085	7.4595	8.5336	7.8623	9.9297	9.543	8.0052	9.8103	8.7463	8.8406	9.5894	8.67	10.4749	9.7563	8.3677	8.7253	10.3724	9.3284	6.7134	7.406	8.4268	8.0216	7.9646	8.9164	9.9098	7.2602	7.4777
Meth__cg03099492__CYP26A1	0.048356	0.073171	0.95931	0.057698	0.040474	0.11744	0.054329	0.5228	0.055474	0.055887	0.8242	0.45891	0.51093	0.044951	0.044156	0.70409	0.069005	0.098044	0.062279	0.635	0.54251	0.76864	0.064386	0.070854	0.092221	0.094251	0.05599	0.045839	0.05598	0.052621	0.4786	0.058857	0.05271	0.071262
Meth__cg17572791__HAX1	0.030254	0.025189	0.072776	0.03419	0.035173	0.042098	0.033014	0.36441	0.030617	0.066526	0.028548	0.068031	0.044543	0.031241	0.045807	0.046882	0.037821	0.085676	0.042231	0.047062	0.054535	0.088269	0.048982	0.11082	0.061195	0.065189	0.035493	0.048807	0.053891	0.034714	0.035123	0.071179	0.045518	0.0413
Meth__cg00647741__ZNF274	0.094048	0.087222	0.082217	0.095457	0.059116	0.63383	0.063288	0.093117	0.097075	0.066983	0.16908	0.15848	0.16266	0.04859	0.10147	0.14764	0.12414	0.1383	0.092489	0.10134	0.20274	0.21875	0.088331	0.070678	0.14642	0.11726	0.07767	0.28892	0.16412	0.057325	0.1078	0.15912	0.10994	0.10486
EA_G__CD68	6.0924	6.7302	6.0095	6.0308	6.4705	7.2649	5.8231	6.8934	6.2509	6.0723	6.0712	7.2361	7.1214	6.7354	6.0436	7.2269	6.3077	7.2117	8.8449	6.2632	6.6335	7.9657	6.0215	6.3502	6.6785	7.2136	9.2278	8.7606	6.985	6.1914	6.0869	6.1949	5.9665	5.9869
Meth__cg07177300__FRMPD4	0.32269	0.039058	0.20981	0.0429	0.039141	0.27954	0.58772	0.11324	0.047913	0.042124	0.18829	0.71448	0.24032	0.05669	0.070499	0.044367	0.045173	0.098741	0.042194	0.11905	0.11611	0.34019	0.052567	0.13941	0.6561	0.086406	0.053221	0.064336	0.076964	0.042295	0.26171	0.064386	0.17273	0.043183
EA_G__ARSJ	6.7046	4.1618	3.7627	7.2598	4.4582	8.8682	4.1374	6.9042	4.5932	4.076	6.2482	6.1297	6.2761	4.735	5.422	6.2652	6.6957	5.9446	7.9663	4.4831	8.3193	7.9827	5.8497	5.4783	5.9855	4.3994	6.8218	6.515	7.9454	6.0963	5.9841	6.0991	4.5306	4.5496
Meth__cg14473924__PDZRN3	0.076038	0.058657	0.92225	0.1292	0.094421	0.26943	0.084705	0.55894	0.070942	0.077266	0.077316	0.1291	0.75711	0.069581	0.086017	0.066316	0.10065	0.16541	0.056951	0.072927	0.25325	0.81335	0.080316	0.13307	0.16682	0.10178	0.063545	0.095356	0.36829	0.051891	0.068728	0.11575	0.076497	0.081906
Meth__cg04676561__HIST1H1B	0.035154	0.027563	0.034891	0.025208	0.021397	0.58376	0.028695	0.067159	0.025102	0.029739	0.057326	0.025297	0.20094	0.031928	0.0223	0.025122	0.027626	0.046262	0.6868	0.027831	0.03775	0.67203	0.02995	0.068061	0.046363	0.060666	0.73727	0.023444	0.93407	0.024812	0.26243	0.029156	0.034807	0.032583
Meth__cg18787975__CTSB	0.061756	0.054158	0.084941	0.087658	0.077758	0.33631	0.086957	0.085777	0.063391	0.068095	0.053747	0.094754	0.1537	0.10911	0.063129	0.13391	0.059763	0.17989	0.11513	0.075324	0.25662	0.18899	0.074061	0.14197	0.13816	0.1545	0.057171	0.056574	0.087127	0.091108	0.087091	0.076011	0.062686	0.057189
Meth__cg15485859__C1orf116	0.051914	0.04523	0.60451	0.070221	0.11278	0.46861	0.067868	0.10776	0.055734	0.070759	0.20135	0.26478	0.19879	0.037497	0.070686	0.34061	0.86098	0.11283	0.31726	0.10369	0.41817	0.83616	0.071188	0.085886	0.52881	0.093844	0.82889	0.35692	0.84192	0.052818	0.092157	0.20738	0.15192	0.14635
Meth__cg25283297__GNAS	0.21703	0.11224	0.90538	0.11785	0.091695	0.81152	0.13305	0.21661	0.098309	0.11739	0.16448	0.0896	0.41089	0.36374	0.12731	0.4903	0.5157	0.15834	0.19554	0.32177	0.71118	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.13176	0.1735	0.17283	0.1113	0.72894
EA_G__DPYD	5.7967	5.64	5.7553	4.3788	4.2825	8.3159	4.2017	7.8062	4.2855	4.0726	5.0063	9.4525	6.9179	5.538	4.5943	4.9597	9.4643	8.6987	8.286	5.5058	7.1156	8.739	4.3333	7.724	5.5622	5.8884	7.8689	7.0905	7.6585	6.6423	6.7683	4.2669	4.0758	4.0451
EA_G__PPP2R2C	7.8327	6.1796	7.3569	7.5506	8.1042	5.4216	7.0691	5.1203	4.6485	6.837	6.4121	6.7967	6.877	4.8079	5.2296	6.7186	5.794	5.0392	4.7801	7.1813	5.7678	4.6369	8.7009	6.4914	7.0986	4.9998	6.6378	4.9071	5.0094	7.2653	7.4191	6.3323	7.1069	7.6812
Meth__cg08555772__ARMC4	0.060165	0.075835	0.94957	0.16586	0.053189	0.82196	0.62285	0.69913	0.051182	0.052063	0.073305	0.39952	0.89323	0.13001	0.070443	0.39257	0.059754	0.0975	0.064174	0.090981	0.18922	0.089312	0.57375	0.077971	0.76296	0.1374	0.059616	0.058172	0.065875	0.051622	0.50102	0.11484	0.062356	0.066812
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.028039	0.035368	0.95327	0.20931	0.075276	0.57891	0.67345	0.61738	0.87976	0.35618	0.099688	0.29328	0.068337	0.1977	0.050178	0.42597	0.025366	0.034106	0.042676	0.041423	0.061834
EA_G__ATG5	6.9997	6.9712	8.1483	6.861	5.9975	7.0483	6.6111	7.085	6.2811	6.5267	7.4648	7.6267	7.2798	6.4898	10.0915	7.8168	7.6807	7.0351	6.986	6.8897	7.0823	7.1828	7.926	7.8402	6.3811	6.9732	7.4118	7.3608	7.4162	6.9041	6.9702	6.6685	6.6068	7.2831
Meth__cg23499129__MGC35308	0.15067	0.045932	0.8602	0.12326	0.27734	0.88508	0.84744	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.066817	0.074696	0.91067	0.073658	0.096783	0.13224	0.92222	0.87674	0.74105	0.067702	0.23971	0.9095	0.050177	0.077898	0.056485	0.062591	0.047281	0.82258	0.86293	0.073425	0.069667
Meth__cg16442715__MAP3K7IP1	0.053033	0.049112	0.14141	0.054028	0.071809	0.057086	0.074865	0.059634	0.061144	0.071546	0.068272	0.076884	0.087923	0.061216	0.053575	0.079582	0.041953	0.0709	0.096818	0.064795	0.088764	0.26068	0.099394	0.082411	0.080509	0.11999	0.053878	0.059078	0.070177	0.057922	0.065169	0.045762	0.071973	0.059728
Meth__cg16638540__ZNF135	0.97803	0.028351	0.97799	0.27742	0.6058	0.97847	0.49144	0.97327	0.25426	0.033371	0.96773	0.038602	0.90451	0.96468	0.2536	0.050783	0.032609	0.11835	0.030487	0.61646	0.31785	0.91949	0.045005	0.24994	0.95404	0.095361	0.031101	0.59195	0.62759	0.025298	0.98066	0.094041	0.65478	0.73324
Meth__cg06281795__CALB1	0.76569	0.0092009	0.64591	0.033737	0.018298	0.04549	0.037752	0.9592	0.039374	0.019118	0.5968	0.10261	0.23206	0.01629	0.033689	0.028658	0.038598	0.14178	0.046067	0.03117	0.033066	0.92702	0.030328	0.091336	0.90709	0.029489	0.046666	0.067549	0.046969	0.023443	0.11464	0.15009	0.028603	0.050598
Meth__cg00216361__GAP43	0.18379	0.030707	0.054914	0.37669	0.038462	0.092419	0.60721	0.94297	0.38119	0.044896	0.18937	0.71057	0.055361	0.05613	0.25921	0.085214	0.036246	0.047988	0.32527	0.03475	0.04169	0.59274	0.047788	0.069023	0.30754	0.08467	0.041953	0.31243	0.028402	0.030134	0.067612	0.0449	0.035752	0.17588
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.1414	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.07805	0.65817	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.075446	0.063041	0.05982	0.10072	0.072739
EA_G__ARHGAP18	5.5988	5.631	5.5199	6.5887	4.7252	7.2885	5.2074	6.6089	4.9579	5.1862	6.6774	7.3713	6.3501	5.8168	6.7022	7.2933	7.8405	7.9695	7.5814	6.6724	6.1321	6.8698	6.285	7.6441	5.6892	5.7823	5.9652	6.9738	9.2011	5.9493	5.8856	6.5006	5.9544	4.8022
Meth__cg10723020__CREB1	0.066085	0.32097	0.053755	0.6757	0.61349	0.086396	0.68541	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.26291	0.41077	0.14418	0.065094	0.064212	0.057891	0.16694	0.14431	0.078582	0.25209	0.091133	0.28372	0.43289	0.034191	0.040189	0.041552	0.25019	0.37404	0.52607	0.49905	0.08527
Meth__cg16584573__FGF8	0.038582	0.047111	0.97858	0.18883	0.049814	0.60628	0.40799	0.16078	0.030946	0.025908	0.94805	0.082023	0.97159	0.10832	0.52949	0.093088	0.056905	0.07605	0.059033	0.063381	0.036517	0.94865	0.052444	0.079937	0.97148	0.082913	0.027008	0.033912	0.55626	0.98155	0.81424	0.30467	0.050523	0.052026
Meth__cg22136753__CSRP2BP	0.064948	0.16367	0.07244	0.065169	0.05074	0.85064	0.057402	0.13655	0.048869	0.063526	0.054964	0.073171	0.48746	0.050566	0.053618	0.2502	0.23228	0.11372	0.0396	0.061021	0.29748	0.78357	0.10287	0.090592	0.083261	0.10363	0.052823	0.46246	0.37905	0.044148	0.13478	0.032714	0.065922	0.08038
Meth__cg03642357__ADRBK2	0.12388	0.093804	0.94026	0.90915	0.86367	0.16574	0.37308	0.28483	0.11311	0.31027	0.12878	0.23859	0.48324	0.60485	0.14367	0.24591	0.084798	0.15666	0.36927	0.13031	0.39199	0.69821	0.1961	0.12465	0.35214	0.12976	0.11381	0.10818	0.10101	0.084448	0.80096	0.20582	0.19361	0.16973
EA_G__GGT6	9.0964	8.3135	8.655	7.006	8.0666	5.793	8.0847	6.0881	7.1068	7.3875	6.0567	6.7551	7.6029	7.9834	8.6305	6.0818	5.9579	8.1339	5.9044	6.4003	6.0818	5.9307	8.2047	7.0393	7.5308	7.6895	5.9495	6.1742	5.9795	8.5388	8.5633	8.8248	6.812	8.1634
Meth__cg24928378__RND1	0.072649	0.063564	0.12553	0.11257	0.07129	0.56158	0.091258	0.089245	0.11686	0.094483	0.91183	0.11869	0.28348	0.045583	0.10292	0.62905	0.053829	0.12612	0.076627	0.073747	0.085199	0.3815	0.0732	0.10588	0.13446	0.068596	0.066706	0.039021	0.059768	0.09373	0.29453	0.22446	0.056383	0.086633
EA_G__TOX3	7.6904	5.974	4.6551	8.5875	6.9683	4.4321	6.5337	5.4214	4.4642	4.4988	4.116	4.182	4.4003	6.3388	7.3639	4.4069	3.9878	4.5242	4.2514	4.7136	4.1138	4.2706	8.4109	9.1685	7.8902	5.2199	4.6364	4.374	4.3532	7.7374	7.5964	4.397	6.9844	8.4415
EA_G__DOPEY2	8.2239	7.9457	6.5423	8.2781	7.6848	6.7292	6.8553	6.4959	7.261	8.176	5.1726	5.5628	6.4086	7.668	8.0014	5.6175	5.1986	6.0869	5.9919	7.5194	6.3299	5.0722	7.8844	7.5647	7.2843	7.5263	6.4388	5.1658	5.6352	7.2463	8.5448	7.6241	7.9335	7.2307
EA_G__MUC5B	9.6932	6.4361	5.9022	6.9314	7.7404	5.8684	6.7346	7.1014	5.912	6.5453	7.6719	5.7623	5.913	6.744	6.0889	5.8992	5.7273	6.1171	5.8392	6.814	5.7219	6.0495	7.1666	5.8982	6.7563	6.287	6.0671	6.2929	6.0471	6.0624	6.3067	6.072	9.8801	6.2141
