Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg10481417__CYP1A1	0.036043	0.033206	0.055877	0.051886	0.034352	0.039017	0.036351	0.030628	0.035077	0.03526	0.043222	0.051497	0.029912	0.03059	0.033385	0.085169	0.21632	0.031908	0.042968	0.028898	0.038511	0.024123	0.089353	0.02625	0.13507	0.067885	0.042121	0.03174	0.025849	0.1778	0.027025	0.023921	0.022356	0.033819	0.03191	0.031272	0.030768
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.58487	0.88977	0.55393	0.85983	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.42226	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.096578	0.94387	0.088526	0.73964	0.020505	0.21773	0.090292	0.038684	0.022675	0.029746	0.83157	0.021526	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg01283289__FLJ21963	0.61139	0.03262	0.19092	0.65978	0.71404	0.41907	0.39366	0.3024	0.033848	0.79843	0.51895	0.70892	0.40256	0.65708	0.34814	0.060285	0.23035	0.032146	0.03641	0.65001	0.23312	0.075893	0.072614	0.70823	0.045219	0.75674	0.064958	0.38816	0.37025	0.55851	0.72248	0.18569	0.70909	0.2608	0.046543	0.74583	0.76781
U133A__IGFBP2	8.9994	6.5614	8.0793	8.4756	4.1337	8.2319	6.9756	5.0969	11.3152	6.6399	7.4344	6.2061	6.7846	6.7353	5.7058	4.1339	5.3651	7.4161	8.4871	9.2672	6.523	6.9218	5.18	9.4817	8.7196	9.2216	5.7955	5.3561	5.6784	5.7516	6.6061	8.1112	7.7527	9.675	9.8774	7.0239	9.9643
Meth__cg18282543__BAIAP3	0.050871	0.028119	0.94099	0.063631	0.48749	0.047314	0.78101	0.041253	0.84743	0.28291	0.30235	0.46771	0.042779	0.22415	0.074823	0.05776	0.038715	0.63601	0.89325	0.097258	0.82937	0.6863	0.84859	0.21003	0.079798	0.83046	0.060685	0.037426	0.030473	0.031626	0.04158	0.028802	0.65803	0.034333	0.68147	0.043768	0.09064
Meth__cg03923934__OPCML	0.83652	0.04589	0.42227	0.25528	0.62531	0.75732	0.17633	0.046552	0.055686	0.73847	0.83734	0.66842	0.36464	0.05422	0.87816	0.33791	0.044622	0.078769	0.094242	0.80297	0.43998	0.28825	0.54874	0.21459	0.12464	0.82973	0.08586	0.072206	0.43954	0.15584	0.051519	0.060654	0.75614	0.096478	0.35345	0.057475	0.061296
U133A__AGR2	10.3169	10.6821	4.8118	11.0027	4.8801	9.5473	4.7238	4.9574	5.6983	5.7322	7.8487	8.9628	11.018	5.5521	4.8807	6.5245	4.9432	9.0223	9.5307	5.3115	4.1066	11.5908	5.8781	10.7955	11.9865	9.8595	9.5144	5.8546	5.7616	4.7808	12.2035	10.6989	11.3355	11.4831	10.6889	9.3155	10.4286
Meth__cg06236061__GLTP	0.072829	0.053782	0.36881	0.51156	0.84435	0.35925	0.13677	0.74699	0.46808	0.11862	0.61456	0.23582	0.46848	0.14765	0.10132	0.090062	0.087073	0.099642	0.18658	0.23255	0.83714	0.13855	0.40536	0.37453	0.098222	0.15419	0.10261	0.06977	0.087757	0.18835	0.75305	0.055371	0.056747	0.044061	0.35124	0.099652	0.18952
Meth__cg02989940__ERAF	0.36991	0.033652	0.76282	0.59051	0.45635	0.79674	0.69228	0.54888	0.56334	0.70852	0.73667	0.05742	0.29514	0.86209	0.84547	0.048571	0.028234	0.80173	0.65135	0.063035	0.91131	0.4008	0.077367	0.37622	0.043314	0.058593	0.050573	0.60621	0.037256	0.043061	0.045977	0.1683	0.37178	0.28499	0.82142	0.3217	0.59799
Meth__cg24625128__JAM3	0.8354	0.028649	0.87466	0.85155	0.84042	0.85774	0.87179	0.44317	0.87112	0.86533	0.78858	0.55181	0.44638	0.082508	0.04239	0.23052	0.030831	0.86209	0.86793	0.87348	0.043217	0.051828	0.7901	0.84168	0.069298	0.82928	0.074876	0.046191	0.40546	0.037224	0.042003	0.67679	0.84962	0.81745	0.81743	0.26688	0.041667
Meth__cg16741710__TP73	0.082847	0.50395	0.9461	0.81316	0.92355	0.72836	0.062602	0.065449	0.053739	0.083933	0.056929	0.91119	0.081392	0.68498	0.31028	0.1451	0.16924	0.93032	0.4616	0.049092	0.88216	0.536	0.60706	0.054836	0.070349	0.090336	0.4254	0.38276	0.85353	0.096669	0.50947	0.06477	0.5363	0.063014	0.055561	0.47588	0.081294
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.085049	0.092013	0.060132	0.090004	0.098036	0.090602	0.06975	0.10702	0.09951	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.099868	0.098097	0.11332	0.07521	0.090355	0.095944	0.11	0.11141	0.094241	0.099482	0.098977	0.067572	0.09597	0.062517	0.072701	0.085361	0.083883	0.096304
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.64613	0.075747	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.25535	0.63444	0.05658	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.56496	0.2	0.11584	0.069915	0.078608
Meth__cg15576195__HTATIP2	0.055419	0.058827	0.054611	0.30464	0.53169	0.084987	0.06382	0.052877	0.084622	0.054969	0.060125	0.074107	0.072858	0.84349	0.037595	0.12552	0.074829	0.039527	0.064694	0.35238	0.51856	0.048065	0.12045	0.06731	0.070258	0.09152	0.10708	0.089481	0.046988	0.055181	0.051787	0.050422	0.045116	0.072624	0.05937	0.44257	0.41059
Meth__cg22165685__VENTX	0.1737	0.012073	0.97885	0.35452	0.9625	0.5144	0.34952	0.077573	0.15722	0.90719	0.7401	0.86278	0.068839	0.52483	0.71161	0.032816	0.014785	0.84188	0.92102	0.075412	0.97426	0.49693	0.83353	0.5623	0.033961	0.95391	0.019295	0.10413	0.027844	0.47031	0.023509	0.018074	0.61641	0.35463	0.74946	0.21104	0.23042
Meth__cg02827112__SMARCAD1	0.04489	0.050428	0.50172	0.048189	0.053388	0.083571	0.053918	0.10887	0.43219	0.051406	0.057107	0.088219	0.093828	0.057154	0.04068	0.10684	0.03777	0.38005	0.1158	0.24943	0.11123	0.33435	0.1372	0.11767	0.093921	0.070523	0.087407	0.049629	0.042964	0.049263	0.091711	0.086496	0.48894	0.2176	0.095223	0.11409	0.34011
Meth__cg10523820__ZDHHC24	0.028958	0.027194	0.91565	0.9221	0.57602	0.37487	0.93366	0.06812	0.8886	0.14325	0.59381	0.37977	0.069575	0.46828	0.47156	0.083163	0.015097	0.83287	0.90597	0.049538	0.37597	0.035439	0.16551	0.68681	0.04107	0.61436	0.15481	0.03758	0.03415	0.03047	0.38671	0.038926	0.28915	0.15661	0.24749	0.58013	0.78753
Meth__cg25662535__ART5	0.05864	0.053529	0.25866	0.20637	0.56284	0.15088	0.54651	0.080136	0.052202	0.18371	0.065794	0.63093	0.077714	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.66194	0.19682	0.04792	0.6435	0.73927	0.080678	0.85587	0.11895	0.11665	0.15571	0.43086	0.41692	0.038725	0.5589	0.12231	0.047501	0.15265	0.16022
Meth__cg20993403__EPB41L1	0.055834	0.029489	0.065273	0.067596	0.58246	0.12041	0.13447	0.052474	0.070461	0.27139	0.5358	0.25587	0.051076	0.31553	0.75559	0.0723	0.30597	0.10571	0.1703	0.078707	0.80704	0.058374	0.56748	0.061451	0.2387	0.40442	0.038001	0.7631	0.74179	0.35771	0.034498	0.023794	0.15099	0.22548	0.12082	0.086982	0.21727
Meth__cg18282619__ZNF706	0.061461	0.054315	0.075587	0.043639	0.043568	0.044805	0.029772	0.086084	0.047897	0.033379	0.052023	0.088145	0.054564	0.038326	0.042438	0.055603	0.038025	0.028788	0.029022	0.06465	0.031812	0.038939	0.081479	0.057284	0.15983	0.064303	0.085722	0.034538	0.045635	0.051356	0.092538	0.039488	0.051941	0.12481	0.040098	0.062739	0.041356
Meth__cg03534410__TMEM40	0.029676	0.030107	0.030388	0.25572	0.8817	0.74197	0.026845	0.03656	0.03342	0.84457	0.025034	0.040458	0.055413	0.022147	0.95733	0.11611	0.76257	0.78909	0.842	0.92423	0.83707	0.029116	0.81939	0.10597	0.39225	0.75236	0.037324	0.77457	0.69041	0.1286	0.024324	0.024008	0.017943	0.4336	0.092292	0.059934	0.48423
Meth__cg24523758__UBE2E3	0.065286	0.05358	0.071869	0.21089	0.64016	0.049499	0.12894	0.041598	0.045832	0.14692	0.054327	0.095773	0.050926	0.046829	0.043141	0.089153	0.034417	0.039523	0.050057	0.09042	0.061221	0.029581	0.092096	0.079043	0.069054	0.14336	0.10504	0.033732	0.033094	0.047241	0.062771	0.034794	0.043995	0.056677	0.057207	0.053248	0.0676
Meth__cg17398312__FRMPD4	0.9677	0.022062	0.94288	0.22951	0.97629	0.96382	0.92486	0.099241	0.026541	0.88594	0.97378	0.87181	0.41697	0.19622	0.062622	0.27324	0.094964	0.65945	0.54956	0.66576	0.060434	0.97318	0.91684	0.31975	0.11577	0.94793	0.036491	0.024208	0.93941	0.28358	0.1833	0.04872	0.87711	0.060824	0.61751	0.44059	0.076017
Meth__cg12800028__GPR6	0.21956	0.33379	0.38974	0.099429	0.87643	0.55122	0.60491	0.057005	0.37589	0.44546	0.71527	0.71192	0.058301	0.054266	0.55452	0.14065	0.097047	0.44391	0.31655	0.70316	0.15356	0.35148	0.76273	0.17056	0.084632	0.88054	0.1273	0.37694	0.49893	0.26646	0.072677	0.031261	0.15993	0.40881	0.057611	0.26577	0.18706
Meth__cg19421752__SLC6A18	0.27382	0.016742	0.31091	0.56107	0.063318	0.16637	0.39659	0.03004	0.033522	0.11488	0.48348	0.26336	0.02816	0.093166	0.57447	0.066081	0.029934	0.18047	0.36169	0.044358	0.26478	0.82287	0.10736	0.043941	0.031042	0.10925	0.038	0.042168	0.030271	0.024366	0.059478	0.023371	0.048863	0.056188	0.24922	0.068784	0.0607
Meth__cg10364513__RXRG	0.19848	0.042288	0.96685	0.21699	0.95135	0.73901	0.98419	0.11845	0.051935	0.70508	0.19318	0.96354	0.088997	0.61707	0.24076	0.27146	0.3159	0.4393	0.14545	0.96522	0.11603	0.034834	0.93203	0.54192	0.12531	0.54939	0.079117	0.22745	0.45531	0.42144	0.93674	0.041838	0.94798	0.071121	0.062047	0.19249	0.55244
Meth__cg22655224__MT3	0.067332	0.050119	0.95671	0.55762	0.93151	0.94267	0.96889	0.030349	0.078876	0.92902	0.27938	0.92688	0.03106	0.5603	0.05242	0.069838	0.13193	0.95225	0.94408	0.12706	0.18948	0.094062	0.88104	0.31396	0.056824	0.66419	0.062384	0.10029	0.079131	0.1098	0.50521	0.023596	0.96083	0.17	0.60344	0.79106	0.93833
Meth__cg15410903__GSTO2	0.048314	0.034545	0.046984	0.044874	0.034373	0.050244	0.04085	0.023905	0.030299	0.037359	0.04295	0.02905	0.033097	0.026101	0.03329	0.081253	0.96044	0.022114	0.036295	0.030858	0.050922	0.025434	0.06643	0.038743	0.041223	0.10586	0.043183	0.62545	0.028483	0.73808	0.034991	0.023447	0.020755	0.10372	0.034006	0.031784	0.063944
Meth__cg05477024__KIAA1804	0.042171	0.05547	0.054894	0.7115	0.95555	0.38025	0.1294	0.099291	0.10481	0.12273	0.12661	0.1409	0.083836	0.04945	0.36513	0.15555	0.72905	0.16474	0.090833	0.077069	0.62023	0.047776	0.415	0.072545	0.12454	0.93919	0.13434	0.062241	0.043208	0.15847	0.13379	0.056759	0.080794	0.093571	0.081494	0.12233	0.14707
Meth__cg26530341__TNFRSF10A	0.75204	0.044519	0.066975	0.73686	0.93805	0.6628	0.059584	0.15775	0.07739	0.06511	0.26655	0.084498	0.13986	0.6703	0.16649	0.10845	0.94682	0.057085	0.10204	0.89944	0.32474	0.93152	0.30813	0.07967	0.068013	0.086227	0.09589	0.63392	0.044356	0.77743	0.93545	0.075584	0.054719	0.18824	0.055101	0.36374	0.77654
Meth__cg05801573__SLITRK4	0.38878	0.048392	0.91647	0.066849	0.044247	0.060075	0.9147	0.041321	0.41904	0.88456	0.85289	0.51438	0.053207	0.30925	0.3828	0.23393	0.078705	0.38061	0.46796	0.46213	0.33429	0.32886	0.86207	0.88896	0.27649	0.21631	0.11823	0.4354	0.043055	0.71999	0.050545	0.035278	0.9071	0.11619	0.48754	0.29216	0.052595
Meth__cg12382902__CCND2	0.97477	0.014984	0.97453	0.07162	0.97217	0.96391	0.97836	0.052404	0.9516	0.97085	0.97303	0.75998	0.075622	0.015948	0.023693	0.043749	0.42182	0.98217	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.95599	0.43183	0.01428	0.055846	0.015849	0.015828	0.020913	0.98444	0.069026	0.51028	0.83481	0.62122
Meth__cg06190053__PGM5	0.62563	0.046724	0.62217	0.64413	0.57713	0.93253	0.39299	0.068841	0.086336	0.69317	0.64629	0.61278	0.080018	0.092371	0.16628	0.14567	0.02995	0.26361	0.45284	0.63633	0.25044	0.71647	0.56701	0.19706	0.25224	0.93726	0.046948	0.18023	0.34472	0.3148	0.27311	0.088937	0.92756	0.10936	0.31481	0.22347	0.13393
Meth__cg02849695__CCDC19	0.03696	0.044498	0.054146	0.044958	0.96989	0.039678	0.74973	0.040082	0.058451	0.066084	0.080697	0.062919	0.047777	0.050932	0.94473	0.07746	0.44781	0.041336	0.061758	0.05005	0.92494	0.027752	0.095631	0.071132	0.15041	0.076439	0.06606	0.28093	0.053785	0.95477	0.040532	0.042209	0.034612	0.099887	0.070497	0.042971	0.046635
Meth__cg25179291__FNBP1	0.057741	0.068589	0.12154	0.097771	0.06691	0.078195	0.094696	0.048893	0.067392	0.11142	0.11207	0.11943	0.059752	0.044269	0.0527	0.092188	0.032123	0.045896	0.083175	0.1054	0.06051	0.047848	0.53044	0.067327	0.064738	0.094954	0.065875	0.044664	0.10502	0.21492	0.062709	0.036622	0.04985	0.056988	0.052123	0.047212	0.067529
Meth__cg11932564__TNFRSF13C	0.90974	0.047587	0.25308	0.4127	0.89691	0.066725	0.050978	0.037323	0.047774	0.034156	0.28472	0.23974	0.034773	0.15484	0.21004	0.056958	0.68389	0.061739	0.29797	0.25777	0.56436	0.41617	0.9297	0.048946	0.088	0.48368	0.10606	0.32377	0.11201	0.54566	0.09124	0.039542	0.17729	0.072654	0.12432	0.052878	0.047883
Meth__cg03057808__FLJ10178	0.49325	0.021834	0.026202	0.034248	0.95004	0.025191	0.27152	0.55593	0.67957	0.38496	0.066281	0.044923	0.46309	0.41991	0.54393	0.10883	0.028702	0.024025	0.048892	0.44018	0.63742	0.36187	0.031753	0.039352	0.30575	0.37555	0.0343	0.029498	0.03104	0.5224	0.022259	0.030492	0.15332	0.11364	0.5973	0.3393	0.031436
Meth__cg23428445__GPR37	0.02418	0.020698	0.023007	0.030871	0.95024	0.02737	0.037873	0.015745	0.025733	0.070373	0.095712	0.13839	0.019256	0.023276	0.031188	0.03305	0.019309	0.087524	0.026247	0.021692	0.027472	0.089478	0.045936	0.029303	0.027168	0.074981	0.028523	0.025354	0.017955	0.09069	0.014847	0.022353	0.020038	0.072211	0.031687	0.026007	0.02841
U133A__TESK1	6.1277	6.4533	6.6844	6.2831	6.1632	6.7421	6.6612	6.773	6.5293	6.5209	5.8371	6.3716	10.6915	6.4996	6.3326	7.0714	6.205	6.4097	6.3519	6.8934	6.7607	6.6341	5.7422	7.5346	6.8662	7.7649	6.2511	6.2481	5.9159	6.4373	7.9816	6.5213	6.8686	6.5403	6.1772	7.1722	6.9118
U133A__ASH2L	7.6539	7.106	8.131	7.6494	8.5314	9.22	7.5736	8.1569	8.175	8.2125	7.5994	7.691	8.0986	7.5654	8.62	7.1897	8.0532	7.6117	7.6926	11.06	8.0895	7.7328	7.9855	8.1322	7.3696	8.1864	7.1923	7.7714	7.6423	7.6905	7.7051	7.6894	9.0066	7.6147	7.9134	8.7789	8.7874
U133A__SORL1	5.7086	8.3488	6.9424	6.2947	3.6815	5.7057	7.3847	5.8328	7.1687	4.6981	5.1493	4.9174	7.6933	5.6486	4.043	5.3373	4.3902	5.4828	4.6985	6.2511	4.3243	7.3687	3.9044	7.8562	7.1221	6.9027	7.7997	4.4591	4.9864	4.7273	7.0604	8.2421	7.5793	7.4088	8.5574	6.4981	5.8997
Meth__cg15350194__FAM70B	0.074846	0.032291	0.24839	0.25602	0.78766	0.23178	0.28558	0.58805	0.16723	0.33781	0.61589	0.35046	0.49376	0.34773	0.088673	0.03473	0.51813	0.49259	0.077772	0.55173	0.61476	0.062234	0.15123	0.21875	0.02993	0.097322	0.084369	0.057042	0.04392	0.61617	0.022475	0.04185	0.93225	0.072935	0.066651	0.097335	0.22129
U133A__TRIL	6.45	7.691	4.9883	5.7803	4.3206	6.0987	4.8923	6.7164	6.9271	4.5574	4.5377	4.618	7.1386	4.4006	4.3815	5.8478	4.3545	4.9991	5.0011	7.308	4.4089	5.3409	4.5657	5.6758	4.9838	5.7791	7.6403	4.4034	4.3459	4.6801	7.0693	7.903	5.9149	7.3008	6.3524	6.3898	4.6888
Meth__cg01965939__SH3TC2	0.040268	0.024516	0.03061	0.39859	0.47551	0.89216	0.024497	0.033206	0.04732	0.068854	0.051631	0.06844	0.03969	0.044384	0.12228	0.060916	0.02871	0.41806	0.70212	0.96067	0.11122	0.065623	0.039514	0.49716	0.12159	0.90259	0.045278	0.079597	0.026336	0.48786	0.080028	0.04558	0.051171	0.53458	0.53531	0.56512	0.67973
Meth__cg04107037__ATOH1	0.095856	0.065529	0.92154	0.14125	0.49917	0.61805	0.20874	0.055526	0.072833	0.7693	0.2985	0.12913	0.10968	0.060799	0.080295	0.13765	0.099775	0.33925	0.36232	0.11777	0.1032	0.07664	0.12684	0.13765	0.10635	0.60779	0.09871	0.055435	0.043739	0.41998	0.050275	0.066886	0.51017	0.2885	0.060551	0.076301	0.090827
Meth__cg10069638__NFIA	0.038663	0.035203	0.047096	0.049273	0.74343	0.048477	0.035697	0.032794	0.055127	0.046952	0.076075	0.071714	0.033283	0.042268	0.054712	0.092683	0.041111	0.043054	0.051418	0.041676	0.037604	0.044977	0.11269	0.042124	0.068953	0.070924	0.093448	0.03325	0.037167	0.038694	0.036616	0.029419	0.03424	0.093322	0.053648	0.047056	0.0474
Meth__cg22188495__PRICKLE1	0.069533	0.060677	0.10869	0.22732	0.057956	0.046349	0.12438	0.069416	0.11303	0.16084	0.19788	0.23128	0.056859	0.2684	0.13448	0.14349	0.056925	0.038271	0.058911	0.17574	0.06587	0.033399	0.078626	0.065022	0.056869	0.082749	0.065217	0.050082	0.035818	0.06643	0.076801	0.038815	0.19564	0.12349	0.061927	0.064334	0.063139
Meth__cg19959519__NF1	0.040335	0.11284	0.083734	0.05733	0.031581	0.069555	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.063143	0.086012	0.071316	0.047725	0.094103	0.039591	0.12895	0.045296	0.036734	0.038276	0.23808	0.16861	0.039914	0.040475	0.056838	0.046934	0.029727
Meth__cg00678539__MNS1	0.12761	0.089527	0.48841	0.11688	0.4501	0.77729	0.97338	0.26359	0.065668	0.45936	0.29405	0.60194	0.16782	0.21975	0.1009	0.12063	0.11011	0.36392	0.34278	0.48947	0.10493	0.10944	0.56164	0.1023	0.35993	0.70979	0.1077	0.069171	0.077688	0.088718	0.16255	0.04987	0.094602	0.20243	0.073974	0.11138	0.58069
Meth__cg15052901__SLC24A4	0.072873	0.034349	0.73819	0.48704	0.50757	0.087888	0.30302	0.04832	0.17178	0.12892	0.40414	0.47391	0.073064	0.53921	0.25663	0.070837	0.045392	0.27128	0.29109	0.38445	0.80817	0.45581	0.22228	0.084124	0.047989	0.14789	0.049017	0.080927	0.68319	0.39645	0.043928	0.036381	0.049928	0.044111	0.56774	0.096762	0.14031
Meth__cg19853703__APOL6	0.05329	0.052015	0.041472	0.86268	0.37961	0.53261	0.35644	0.033328	0.12244	0.049363	0.027104	0.062842	0.043307	0.062307	0.040822	0.074659	0.10314	0.61029	0.80942	0.80816	0.084432	0.27724	0.098122	0.62571	0.076409	0.64437	0.097128	0.73407	0.038937	0.050933	0.0533	0.049313	0.22655	0.09229	0.15987	0.53685	0.66599
Meth__cg20357628__PHACTR3	0.9349	0.058864	0.97001	0.50054	0.95907	0.87801	0.90163	0.10616	0.25535	0.84338	0.31704	0.75298	0.3417	0.26647	0.13507	0.13214	0.099705	0.96877	0.92536	0.86668	0.28655	0.79684	0.92704	0.56329	0.32814	0.9187	0.14264	0.063981	0.042294	0.083001	0.10396	0.14198	0.75052	0.16696	0.17618	0.19773	0.10794
Meth__cg15729869__BARHL1	0.30313	0.015262	0.95474	0.1169	0.23277	0.29095	0.29218	0.011313	0.010038	0.54646	0.021235	0.18952	0.010886	0.0084604	0.034746	0.024116	0.13378	0.013885	0.1249	0.15597	0.39896	0.029218	0.93537	0.016265	0.015209	0.44814	0.016587	0.0094148	0.010205	0.01275	0.010199	0.010671	0.087779	0.036905	0.017953	0.063543	0.012873
Meth__cg05429895__TLR4	0.82148	0.085859	0.67707	0.92976	0.8525	0.91777	0.23875	0.94487	0.46294	0.81041	0.57857	0.17203	0.79668	0.36166	0.55639	0.1223	0.094574	0.25046	0.096661	0.94337	0.13286	0.07425	0.13167	0.83904	0.16783	0.90043	0.12244	0.095861	0.3595	0.077899	0.66924	0.096519	0.78151	0.15867	0.10421	0.83125	0.89997
Meth__cg13928116__AFF2	0.52356	0.030033	0.47932	0.038056	0.51793	0.045032	0.26772	0.021888	0.50084	0.043863	0.036919	0.39331	0.024429	0.44343	0.67912	0.10873	0.026619	0.031751	0.029609	0.46283	0.22837	0.49103	0.86801	0.042207	0.28641	0.95035	0.063954	0.21179	0.018991	0.16938	0.018237	0.023956	0.79351	0.051751	0.60996	0.13793	0.036067
Meth__cg24715106__AQP11	0.036414	0.026425	0.028986	0.03535	0.043631	0.031186	0.073206	0.027021	0.027488	0.032559	0.51229	0.06707	0.035016	0.032279	0.035258	0.071672	0.56327	0.026032	0.027388	0.036585	0.43287	0.022136	0.42934	0.033145	0.044033	0.062956	0.069298	0.030842	0.031177	0.16202	0.023192	0.026931	0.082368	0.066581	0.037298	0.030369	0.031632
Meth__cg11784785__SLC6A5	0.12135	0.042445	0.075417	0.55237	0.082744	0.27229	0.74339	0.073328	0.063939	0.27194	0.23303	0.17547	0.096323	0.24838	0.072869	0.11032	0.054137	0.13782	0.12033	0.49009	0.068613	0.60206	0.11908	0.070268	0.091982	0.23579	0.10913	0.053044	0.059605	0.044543	0.10332	0.061963	0.18932	0.13626	0.28081	0.13866	0.094408
Meth__cg11719297__RIPK4	0.11051	0.11478	0.09388	0.096402	0.59899	0.12217	0.18862	0.050232	0.072066	0.12462	0.081253	0.10821	0.075619	0.054823	0.10091	0.12337	0.27949	0.06914	0.15466	0.090671	0.10459	0.11513	0.19261	0.09082	0.087148	0.15438	0.13072	0.075194	0.088402	0.090382	0.072435	0.054221	0.060583	0.17043	0.074312	0.071375	0.062064
Meth__cg14795305__SMARCD3	0.08119	0.15706	0.72663	0.87412	0.5663	0.68426	0.81642	0.062984	0.068247	0.41143	0.58568	0.40233	0.054725	0.19293	0.1814	0.054374	0.052589	0.78699	0.29981	0.055284	0.16619	0.061283	0.41845	0.4801	0.081142	0.13013	0.077265	0.056176	0.043293	0.073262	0.2699	0.065708	0.26432	0.15913	0.076974	0.085488	0.16132
Meth__cg12781218__C7orf31	0.052355	0.038067	0.054306	0.055007	0.038039	0.045644	0.045402	0.025956	0.04683	0.049498	0.077558	0.072155	0.041474	0.043728	0.030602	0.051714	0.050824	0.77427	0.76632	0.079963	0.040519	0.04541	0.068326	0.04473	0.074485	0.79455	0.041513	0.037243	0.034806	0.045795	0.034473	0.03173	0.034239	0.080117	0.044678	0.038676	0.037926
U133A__COL6A1	6.9732	6.3156	6.0991	6.3956	7.7987	5.9948	8.9878	5.7568	6.6083	8.0962	6.3507	5.6124	5.8936	6.4987	9.1927	5.4538	10.8531	6.5479	6.2493	5.8409	11.2448	6.8487	6.5369	6.4207	5.7732	6.0757	5.7873	9.5167	7.8725	6.8032	6.018	7.0157	6.5026	6.3931	7.0413	5.7191	5.9583
Meth__cg07495664__FAM63A	0.020337	0.14441	0.025187	0.02122	0.074235	0.01591	0.024164	0.18793	0.018967	0.031326	0.023379	0.052795	0.19891	0.021757	0.020112	0.033173	0.019214	0.065269	0.024551	0.094217	0.056581	0.025849	0.037841	0.02797	0.036908	0.033931	0.03134	0.089302	0.020829	0.017496	0.018087	0.014769	0.014657	0.060197	0.022159	0.023074	0.029412
U133A__NBL1	5.9735	5.5208	5.2898	6.5773	6.4156	7.816	6.1978	6.1135	8.2531	6.5199	7.4328	5.614	6.0307	6.2699	6.1127	8.421	6.6186	5.6648	5.5864	8.6762	7.2315	5.4859	6.2246	6.6967	8.0563	7.9575	5.6058	5.9892	8.1472	6.4818	5.802	6.6236	5.6896	6.7591	5.391	5.5293	6.3593
Meth__cg12744185__PCTP	0.038843	0.049028	0.050305	0.41475	0.045571	0.049903	0.030745	0.047464	0.035121	0.041441	0.043602	0.11052	0.053906	0.033341	0.033799	0.07214	0.030464	0.038256	0.034949	0.040548	0.034614	0.044414	0.065965	0.037343	0.049266	0.71487	0.12547	0.032254	0.038563	0.0243	0.052082	0.0342	0.035026	0.13154	0.036907	0.04645	0.036895
Meth__cg02774439__HAND2	0.92696	0.056757	0.67065	0.93519	0.051204	0.87441	0.42387	0.061265	0.06042	0.053218	0.12877	0.69848	0.23613	0.082824	0.40627	0.1032	0.14743	0.85356	0.80055	0.91523	0.053735	0.88157	0.81346	0.75534	0.34389	0.85131	0.064165	0.047154	0.036746	0.14737	0.050008	0.52457	0.9242	0.43971	0.91076	0.73893	0.9004
Meth__cg00040873__NDUFB10	0.10813	0.076724	0.74529	0.30578	0.83255	0.27582	0.7845	0.15388	0.073497	0.65861	0.73768	0.7383	0.15014	0.24769	0.58138	0.16627	0.1521	0.44812	0.62339	0.11489	0.39622	0.26586	0.66732	0.33494	0.060452	0.67279	0.21076	0.050375	0.13001	0.10193	0.25088	0.081098	0.55428	0.18817	0.70077	0.32104	0.37762
Meth__cg07448460__GGH	0.03751	0.06916	0.030907	0.050647	0.019646	0.028427	0.024761	0.046928	0.024202	0.037113	0.018109	0.067151	0.19249	0.035148	0.026466	0.079213	0.028234	0.032969	0.032092	0.03479	0.031159	0.029223	0.035744	0.038439	0.042667	0.063548	0.36163	0.026502	0.038211	0.024484	0.022609	0.040186	0.020965	0.017875	0.026696	0.03245	0.02369
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.090694	0.61858	0.083158	0.59849	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.30272	0.42553	0.2621	0.16827	0.086181	0.047993	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.25505	0.087419	0.065658	0.41576	0.11364	0.54941	0.066228	0.094361	0.11243	0.06405	0.26889	0.3176
