Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg15812873__SULT1A1	0.07856	0.069042	0.26235	0.037515	0.63037	0.19664	0.34577	0.40718	0.033968	0.036431	0.88408	0.080069	0.23832	0.031131	0.0391	0.76217	0.024731	0.090532	0.034752	0.52741	0.41266	0.069379	0.54389	0.028935	0.61971	0.1655	0.07046	0.64602	0.15973	0.71989	0.034532	0.10808	0.031093	0.056955	0.1047	0.040765	0.20961	0.040436	0.033749	0.24037	0.049032
Meth__cg08586737__GCC1	0.22497	0.097887	0.17627	0.09746	0.51512	0.54257	0.74592	0.72456	0.064887	0.088071	0.38198	0.30756	0.19653	0.056241	0.083382	0.17716	0.15802	0.11888	0.26003	0.43161	0.095822	0.50358	0.39883	0.085537	0.70391	0.63229	0.14851	0.74307	0.49682	0.66328	0.13532	0.098214	0.26986	0.57096	0.16485	0.19159	0.13078	0.15561	0.19024	0.21643	0.27377
Meth__cg03133269__WNT4	0.096028	0.51066	0.10913	0.073864	0.62224	0.133	0.56863	0.12271	0.070387	0.05946	0.93693	0.63527	0.64021	0.30014	0.081885	0.66735	0.086149	0.33345	0.34433	0.83898	0.13262	0.062081	0.63484	0.095094	0.18204	0.087151	0.1202	0.10174	0.17192	0.068924	0.10458	0.067728	0.072703	0.096848	0.072219	0.098923	0.11162	0.081068	0.17831	0.19053	0.62339
Meth__cg03554552__PPP1R13L	0.02375	0.016897	0.01981	0.02244	0.031206	0.023393	0.0274	0.017806	0.019	0.020744	0.023081	0.031827	0.043408	0.013946	0.021474	0.019246	0.025636	0.11258	0.023805	0.019182	0.022585	0.022364	0.023564	0.017242	0.078521	0.022142	0.056538	0.17672	0.079199	0.023347	0.056577	0.084888	0.019417	0.019398	0.017643	0.019582	0.029544	0.024877	0.020273	0.067805	0.022917
Meth__cg01144286__C20orf103	0.94592	0.017469	0.69866	0.36999	0.87026	0.88124	0.43767	0.96033	0.49147	0.09635	0.78365	0.1988	0.75084	0.033552	0.40598	0.76834	0.042086	0.068191	0.71761	0.2887	0.50322	0.95067	0.08039	0.1356	0.83592	0.68519	0.032322	0.9213	0.68069	0.083779	0.034202	0.049802	0.062162	0.053932	0.75943	0.56871	0.041915	0.4236	0.74789	0.3371	0.84866
Meth__cg20113732__NELL1	0.059658	0.048884	0.90143	0.034799	0.90272	0.39933	0.37866	0.61162	0.027911	0.036959	0.92862	0.07098	0.87541	0.27896	0.34308	0.069373	0.10913	0.06151	0.025866	0.88199	0.7743	0.056346	0.052178	0.15879	0.83574	0.71558	0.43733	0.038307	0.90724	0.88037	0.040662	0.032021	0.062827	0.14414	0.029	0.91873	0.23543	0.48528	0.05199	0.82359	0.058843
Meth__cg07448499__CTSH	0.083849	0.45002	0.3481	0.16731	0.4902	0.64087	0.74635	0.10888	0.076454	0.11554	0.093154	0.10081	0.12319	0.12059	0.11014	0.10981	0.08985	0.094523	0.13918	0.31157	0.12256	0.39036	0.41827	0.082408	0.30371	0.55621	0.17661	0.88927	0.19431	0.081531	0.14369	0.09067	0.052864	0.093978	0.48334	0.1009	0.17504	0.087278	0.077933	0.18296	0.12365
Meth__cg19220586__CREG1	0.050464	0.04129	0.050458	0.036963	0.52486	0.051353	0.14894	0.089608	0.040086	0.055195	0.069853	0.069912	0.065387	0.023023	0.044057	0.052157	0.06568	0.13188	0.46558	0.034264	0.065688	0.06118	0.1325	0.035552	0.58325	0.05841	0.086374	0.09196	0.14101	0.048035	0.071048	0.056792	0.047212	0.041216	0.062185	0.042547	0.18355	0.050488	0.058124	0.068042	0.046195
Meth__cg06668300__MAL	0.9292	0.458	0.65462	0.08941	0.76125	0.49711	0.64535	0.23086	0.046718	0.12633	0.92218	0.028258	0.88582	0.22424	0.040751	0.59393	0.078421	0.12633	0.065698	0.78186	0.67536	0.50744	0.036734	0.76665	0.86028	0.4297	0.11388	0.056608	0.86439	0.46959	0.2253	0.43638	0.063553	0.18597	0.055057	0.93752	0.49274	0.45933	0.36258	0.73505	0.68764
Meth__cg12205047__IGSF3	0.049634	0.04167	0.057715	0.050614	0.049208	0.060275	0.10361	0.04168	0.054114	0.053077	0.053279	0.11323	0.081586	0.053068	0.048789	0.042515	0.037186	0.11208	0.51244	0.043192	0.044276	0.042936	0.058124	0.05001	0.09589	0.048489	0.089624	0.050656	0.097911	0.047719	0.089116	0.049147	0.044143	0.056504	0.062845	0.051567	0.16352	0.056002	0.038157	0.14291	0.047223
Meth__cg24276491__C14orf11	0.94831	0.04081	0.93769	0.22232	0.86346	0.71028	0.95515	0.1588	0.64234	0.32798	0.035587	0.58463	0.13731	0.19025	0.49238	0.29738	0.74258	0.5346	0.037383	0.41503	0.43805	0.95217	0.033772	0.30539	0.59155	0.49086	0.38375	0.70772	0.77697	0.53283	0.10799	0.025328	0.073389	0.017727	0.60569	0.52014	0.02525	0.029729	0.12768	0.66885	0.022422
Meth__cg04956511__PTPN6	0.03225	0.022618	0.038527	0.026983	0.9805	0.040832	0.98443	0.31457	0.053368	0.032539	0.095867	0.049161	0.040184	0.016814	0.047216	0.026186	0.98352	0.10567	0.98399	0.020275	0.032936	0.024559	0.97769	0.025787	0.59746	0.034722	0.058024	0.87859	0.060752	0.03491	0.07638	0.96965	0.021993	0.68302	0.033035	0.023815	0.062668	0.033818	0.028054	0.089916	0.029209
Meth__cg14161730__TIMP1	0.35594	0.065045	0.83017	0.18896	0.052533	0.34067	0.47714	0.34679	0.059628	0.60511	0.4094	0.29915	0.20277	0.029091	0.07177	0.088999	0.11423	0.10984	0.11697	0.46679	0.34934	0.36512	0.074464	0.087577	0.26938	0.69521	0.33319	0.044548	0.40898	0.72758	0.077682	0.062861	0.11654	0.091624	0.18186	0.25905	0.17409	0.4521	0.094962	0.55634	0.28409
Meth__cg26491213__SIX3	0.041406	0.068627	0.17118	0.16621	0.73496	0.20193	0.39545	0.048698	0.054155	0.071834	0.84182	0.18035	0.33683	0.093782	0.083052	0.67986	0.058782	0.15955	0.11908	0.29376	0.3742	0.30711	0.39756	0.06597	0.71415	0.28424	0.069012	0.1338	0.22032	0.10888	0.089041	0.032186	0.090201	0.076326	0.041477	0.42292	0.099188	0.28566	0.73178	0.11363	0.67257
Meth__cg08739282__DHX15	0.12469	0.042292	0.50049	0.12653	0.48933	0.046873	0.13687	0.38235	0.0625	0.089472	0.046218	0.042835	0.10297	0.10263	0.060571	0.067564	0.084394	0.044327	0.65187	0.12802	0.28605	0.4563	0.046396	0.099654	0.060981	0.30045	0.20309	0.032795	0.33523	0.28682	0.089732	0.080686	0.037906	0.071439	0.10417	0.025153	0.042045	0.056832	0.054792	0.10817	0.050974
Meth__cg02271621__DUSP8	0.085875	0.034549	0.056948	0.14379	0.033686	0.040268	0.50137	0.92157	0.39601	0.89903	0.036283	0.95549	0.21858	0.037318	0.34763	0.55157	0.048466	0.10251	0.074156	0.034472	0.043517	0.54583	0.041164	0.1792	0.86586	0.61791	0.091338	0.26701	0.25903	0.50907	0.074207	0.38205	0.27541	0.088028	0.05088	0.90529	0.08973	0.62864	0.029708	0.25513	0.0326
Meth__cg25835225__ZNF350	0.047341	0.037851	0.27918	0.044683	0.039393	0.47201	0.054945	0.72492	0.042873	0.053637	0.51122	0.10332	0.12212	0.031436	0.29205	0.061556	0.041973	0.13967	0.045053	0.31721	0.051018	0.046079	0.051707	0.039259	0.37993	0.048816	0.085664	0.055376	0.090435	0.049214	0.10088	0.038861	0.043377	0.042137	0.39787	0.053371	0.17513	0.053288	0.05161	0.39915	0.042721
Meth__cg13905388__CDCA4	0.10255	0.077292	0.11657	0.061063	0.10533	0.12832	0.17183	0.74455	0.10269	0.099053	0.12982	0.19693	0.12244	0.071729	0.11129	0.13941	0.08441	0.13153	0.12389	0.075459	0.1006	0.11992	0.090976	0.086317	0.15595	0.1056	0.13553	0.11293	0.1117	0.10176	0.095718	0.11265	0.084808	0.0714	0.048931	0.06315	0.17311	0.11334	0.093197	0.14704	0.11071
Meth__cg00128197__HADH2	0.49726	0.031298	0.033802	0.1722	0.036976	0.056692	0.089668	0.059358	0.20582	0.16276	0.044086	0.35085	0.30385	0.27068	0.19521	0.031378	0.04334	0.24749	0.044675	0.029154	0.044457	0.32614	0.52707	0.40737	0.14037	0.038727	0.11745	0.45293	0.54257	0.035749	0.19952	0.49615	0.033476	0.44137	0.045859	0.048549	0.073171	0.39988	0.26957	0.52233	0.039501
Meth__cg24937126__LAMB1	0.019127	0.017906	0.018387	0.018274	0.30594	0.021141	0.040374	0.020592	0.015276	0.02508	0.023046	0.018714	0.054947	0.017267	0.017242	0.14695	0.019502	0.050662	0.011857	0.022838	0.093632	0.027441	0.020955	0.025467	0.88393	0.02993	0.026847	0.025845	0.071217	0.015677	0.0223	0.020822	0.020147	0.015654	0.019414	0.023186	0.04724	0.3028	0.02217	0.03064	0.05279
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.084946	0.10408	0.92644	0.10117	0.62181	0.89144	0.47491	0.063995	0.11029	0.80191	0.16644	0.029705	0.45181	0.16906	0.89634	0.10795	0.80866	0.057298	0.10033	0.069324	0.94977	0.0626	0.73665	0.072196	0.15833	0.85023	0.10155	0.090735	0.11052	0.87527	0.064078	0.87784	0.1112	0.07996	0.18507	0.089698	0.076898	0.10153	0.064845
Meth__cg04435420__SGCD	0.94967	0.011841	0.95624	0.42174	0.5429	0.93195	0.39182	0.3897	0.017511	0.3225	0.4962	0.24807	0.25358	0.038939	0.031931	0.044707	0.073266	0.046859	0.015378	0.2298	0.20578	0.95163	0.040003	0.9686	0.5343	0.091122	0.04212	0.02408	0.89406	0.13328	0.023639	0.79482	0.086961	0.117	0.94636	0.65412	0.040439	0.11009	0.79907	0.58377	0.90992
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.042072	0.034305	0.55811	0.11022	0.28109	0.0319	0.09378	0.031134	0.25625	0.50436	0.10849	0.15157	0.088893	0.13467	0.062907	0.30513	0.18495	0.12314	0.065049	0.35324	0.037091	0.092937	0.054598	0.032684	0.090751	0.036022	0.38779	0.1522	0.16846	0.028379	0.053558	0.26803	0.13249	0.72111	0.076806	0.092366	0.03368	0.19462	0.030301
Meth__cg11777321__TEF	0.030772	0.037467	0.46322	0.028105	0.091387	0.32732	0.65885	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.02068	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.028868	0.059069	0.033849	0.61249	0.040747	0.07639	0.21549	0.064924	0.52478	0.067356	0.43257	0.6265	0.27062	0.066859	0.10634	0.05455	0.034363	0.051989	0.25458	0.051827
Meth__cg01254505__BST2	0.0529	0.05737	0.86271	0.059505	0.82313	0.037133	0.19134	0.355	0.025393	0.040973	0.047926	0.040457	0.10246	0.037736	0.064596	0.24002	0.78776	0.043948	0.16586	0.28971	0.18821	0.09292	0.14348	0.029275	0.49107	0.38278	0.13129	0.87003	0.064168	0.1671	0.15357	0.81867	0.022638	0.037982	0.048171	0.061135	0.069307	0.41292	0.04999	0.42891	0.032962
Meth__cg24146183__JMJD2D	0.027103	0.016529	0.020077	0.026508	0.022029	0.0267	0.028127	0.038286	0.016394	0.028317	0.013841	0.018368	0.019469	0.026437	0.016452	0.012123	0.014867	0.031603	0.018375	0.021361	0.02426	0.030684	0.015397	0.024886	0.03148	0.023596	0.013865	0.019899	0.022463	0.031292	0.018681	0.029659	0.030902	0.17219	0.019517	0.018312	0.018174	0.01919	0.021137	0.030936	0.022867
Meth__cg08300622__SCML2	0.5394	0.12846	0.12808	0.39913	0.045729	0.095973	0.06422	0.063393	0.059462	0.60997	0.055903	0.37315	0.43248	0.44555	0.057708	0.050098	0.076931	0.41986	0.31721	0.054774	0.092505	0.60128	0.24682	0.48863	0.12461	0.40911	0.40204	0.040067	0.40703	0.059685	0.47735	0.49243	0.054874	0.50927	0.3225	0.066801	0.084811	0.38717	0.32803	0.61566	0.065877
Meth__cg12434779__ARHGAP6	0.82409	0.042953	0.44607	0.067362	0.035668	0.67533	0.023834	0.039411	0.033822	0.053481	0.071194	0.42015	0.24265	0.054852	0.045152	0.03923	0.039856	0.39639	0.45229	0.48945	0.46831	0.11487	0.076298	0.41933	0.29994	0.04951	0.07542	0.057389	0.85088	0.051558	0.059237	0.35129	0.039936	0.0635	0.045258	0.86156	0.058948	0.4966	0.05428	0.81703	0.049855
Meth__cg07533148__TRIM58	0.50067	0.02489	0.97812	0.017391	0.97933	0.59852	0.021459	0.98151	0.9593	0.84959	0.026624	0.97652	0.91523	0.27583	0.72158	0.045466	0.55218	0.85036	0.17784	0.97919	0.9739	0.98169	0.039673	0.020651	0.92707	0.93528	0.26847	0.97013	0.92541	0.95395	0.051788	0.76125	0.5665	0.029589	0.66911	0.98224	0.040657	0.042199	0.024686	0.63255	0.02382
Meth__cg03437318__ERBB3	0.050226	0.054643	0.054667	0.034696	0.85544	0.054335	0.027659	0.06986	0.037298	0.046755	0.041003	0.032961	0.07826	0.033143	0.047243	0.043201	0.069554	0.078224	0.052987	0.039805	0.051718	0.049093	0.46459	0.044892	0.31469	0.053245	0.057412	0.070103	0.095474	0.057922	0.096633	0.06932	0.031851	0.05497	0.037889	0.030453	0.053162	0.043868	0.04109	0.070306	0.049821
Meth__cg14588638__RHBDD3	0.068739	0.041831	0.048743	0.054966	0.066318	0.051103	0.099867	0.072251	0.047102	0.14992	0.043952	0.1898	0.083323	0.052516	0.058588	0.058117	0.042791	0.08818	0.030385	0.081584	0.058564	0.043872	0.26518	0.071744	0.08703	0.055297	0.090495	0.049623	0.042015	0.053507	0.071886	0.40741	0.053167	0.050316	0.049358	0.039447	0.070832	0.10338	0.040429	0.09975	0.038554
Meth__cg06194808__MGC9712	0.039015	0.030417	0.047525	0.028877	0.95859	0.040862	0.93981	0.89272	0.036961	0.039881	0.59916	0.095047	0.1619	0.034433	0.039735	0.048879	0.96215	0.046484	0.96763	0.050401	0.03651	0.060679	0.94484	0.20614	0.82698	0.038014	0.057174	0.96917	0.089286	0.068663	0.11732	0.11915	0.12042	0.92606	0.12147	0.058457	0.070543	0.047601	0.035964	0.22238	0.031224
Meth__cg08022502__UNC45A	0.047267	0.086567	0.50691	0.24754	0.040572	0.11681	0.16701	0.092269	0.41133	0.38016	0.033872	0.82875	0.0805	0.32702	0.3743	0.068928	0.033613	0.10588	0.040899	0.23472	0.077519	0.41618	0.31349	0.23582	0.12634	0.30388	0.44893	0.036869	0.07018	0.17306	0.096939	0.038108	0.03774	0.47672	0.18735	0.053528	0.20396	0.44041	0.044346	0.75192	0.063951
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.87882	0.29357	0.45006	0.20622	0.70259	0.80964	0.56763	0.50457	0.096065	0.80109	0.34926	0.085239	0.4086	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.53247	0.071917	0.056599	0.78189	0.50512	0.12643	0.70506	0.48963	0.3736	0.045638	0.042395	0.37033	0.14575	0.17913	0.054996	0.089409	0.047259	0.19418	0.46349	0.044683
Meth__cg04329382__FLJ27365	0.40057	0.85458	0.8226	0.67788	0.68875	0.84172	0.85307	0.056457	0.062846	0.86849	0.85108	0.097449	0.80254	0.64966	0.31112	0.093929	0.33913	0.63559	0.03723	0.89502	0.88391	0.42962	0.80544	0.89358	0.47729	0.85648	0.49429	0.065135	0.45237	0.6544	0.75062	0.041198	0.076272	0.10046	0.044448	0.052548	0.19722	0.87459	0.34806	0.21937	0.064757
Meth__cg07059875__TACSTD1	0.13204	0.091491	0.13351	0.092857	0.64855	0.18688	0.66423	0.069936	0.17099	0.15262	0.099898	0.11085	0.12433	0.074836	0.13007	0.10521	0.14055	0.15622	0.4566	0.065335	0.11767	0.11778	0.15933	0.088988	0.53084	0.10998	0.13534	0.83948	0.16799	0.080187	0.12142	0.38393	0.059336	0.31076	0.085918	0.071983	0.15711	0.10564	0.11072	0.15168	0.10299
Meth__cg03773789__GLI4	0.047175	0.1268	0.07998	0.03024	0.093429	0.05518	0.14437	0.95072	0.055312	0.054418	0.045709	0.39501	0.13653	0.022428	0.042707	0.11725	0.04112	0.050319	0.026402	0.062032	0.039933	0.2046	0.16666	0.092294	0.063796	0.071883	0.065343	0.093566	0.097955	0.18022	0.051528	0.073171	0.046934	0.092534	0.77808	0.42018	0.09739	0.032756	0.055317	0.25615	0.10032
Meth__cg06156376__SHOX2	0.57908	0.061605	0.077632	0.061844	0.057702	0.13508	0.055416	0.093209	0.087495	0.51007	0.11364	0.10494	0.90514	0.9816	0.53468	0.04842	0.061687	0.14892	0.04346	0.083275	0.55697	0.65611	0.079182	0.060427	0.068982	0.073516	0.58904	0.0461	0.94429	0.060436	0.090818	0.052372	0.070688	0.071768	0.06046	0.56319	0.81131	0.54545	0.6409	0.082391	0.66166
Meth__cg16721845__MTL5	0.025898	0.023433	0.017932	0.026201	0.022924	0.026259	0.032557	0.028281	0.026071	0.019355	0.022991	0.025401	0.03518	0.013986	0.020755	0.020086	0.019479	0.045957	0.46935	0.025062	0.021466	0.022056	0.020161	0.020005	0.070171	0.024492	0.037203	0.021524	0.049188	0.026937	0.029197	0.02357	0.016535	0.01577	0.026242	0.015111	0.050452	0.021522	0.02235	0.027757	0.02235
Meth__cg01428678__GPHN	0.082531	0.28518	0.077652	0.042816	0.076208	0.14347	0.13689	0.052808	0.085004	0.079851	0.092892	0.089646	0.18468	0.057432	0.075303	0.095087	0.051839	0.093993	0.08693	0.037762	0.061835	0.087684	0.14196	0.056445	0.11245	0.077601	0.086784	0.44651	0.089979	0.10559	0.073331	0.068068	0.065584	0.091483	0.080476	0.085072	0.13676	0.060679	0.079123	0.18175	0.061347
Meth__cg26195812__DPYSL5	0.53257	0.17242	0.10584	0.08453	0.86864	0.49666	0.31586	0.97792	0.071834	0.055781	0.34117	0.11463	0.49538	0.33972	0.065837	0.13978	0.06218	0.15571	0.15049	0.78261	0.74026	0.068034	0.06676	0.68724	0.89156	0.2778	0.16665	0.039541	0.9239	0.27641	0.12134	0.047767	0.090385	0.28641	0.047853	0.60926	0.83192	0.68142	0.12957	0.62872	0.047506
Meth__cg04344347__ADI1	0.014789	0.013716	0.015226	0.014346	0.017111	0.019364	0.013607	0.014242	0.013232	0.023847	0.021011	0.024165	0.01672	0.010765	0.0134	0.014449	0.013393	0.032112	0.012829	0.01023	0.021604	0.014768	0.014268	0.01328	0.12312	0.016593	0.024145	0.019171	0.044793	0.022805	0.01635	0.015063	0.0092917	0.014742	0.011144	0.0093604	0.037767	0.015909	0.016519	0.03421	0.018942
Meth__cg01943185__NMU	0.069025	0.070517	0.078391	0.052747	0.56454	0.088361	0.55342	0.38918	0.044322	0.068869	0.48607	0.10255	0.35338	0.048272	0.057267	0.047291	0.068821	0.093509	0.3806	0.27961	0.19246	0.3001	0.43393	0.098743	0.11653	0.074722	0.056784	0.48884	0.11291	0.14076	0.10927	0.081554	0.043942	0.13448	0.16574	0.18732	0.073356	0.062367	0.053995	0.25781	0.055167
Meth__cg17430393__VSNL1	0.55686	0.022575	0.064647	0.043326	0.36647	0.96147	0.42868	0.040426	0.040048	0.043928	0.11242	0.075825	0.044276	0.25672	0.03543	0.15675	0.071807	0.048632	0.029414	0.37894	0.49901	0.21177	0.030479	0.46753	0.11237	0.93128	0.080645	0.19084	0.19226	0.060446	0.058126	0.034816	0.030474	0.025337	0.026956	0.16361	0.38922	0.92099	0.42788	0.17965	0.48828
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.10138	0.042337	0.92337	0.93411	0.051967	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.57655	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.090924	0.040507	0.38648	0.92884	0.4383	0.12573	0.043505	0.82717	0.56269	0.67958	0.14752	0.053351	0.10631	0.044819	0.95312	0.87763	0.054991	0.6243	0.8375	0.92087
Meth__cg10316381__SNX10	0.045696	0.041532	0.050536	0.02985	0.84289	0.049226	0.0298	0.049896	0.036634	0.041314	0.047838	0.036284	0.085114	0.025201	0.041305	0.049113	0.044935	0.061016	0.14083	0.03641	0.048294	0.28731	0.074795	0.038615	0.20982	0.043141	0.057357	0.039367	0.098512	0.048491	0.07882	0.034613	0.039113	0.041578	0.050691	0.039323	0.10144	0.043427	0.041017	0.10155	0.04794
Meth__cg07115304__TRIB3	0.056589	0.044331	0.071881	0.037305	0.039222	0.044817	0.056988	0.053401	0.042566	0.061877	0.05984	0.049525	0.06835	0.029412	0.045974	0.051764	0.040158	0.10701	0.037575	0.036128	0.063253	0.050932	0.064913	0.0258	0.11974	0.046657	0.058049	0.045491	0.087085	0.053439	0.090258	0.03746	0.038594	0.034928	0.37691	0.033428	0.14827	0.049412	0.045864	0.082551	0.049941
Meth__cg08570521__TLL1	0.065334	0.43276	0.078773	0.047744	0.057044	0.4055	0.053793	0.51138	0.053152	0.072162	0.20414	0.15722	0.69983	0.064302	0.057475	0.14961	0.065413	0.18087	0.050458	0.085628	0.055817	0.085619	0.5	0.09811	0.44875	0.054725	0.094116	0.27973	0.093429	0.10643	0.069562	0.049094	0.080481	0.046909	0.81344	0.16438	0.16667	0.057146	0.07582	0.10622	0.055661
Meth__cg00625653__WNT7A	0.20692	0.06036	0.082062	0.084276	0.92426	0.8153	0.26865	0.067063	0.048123	0.058341	0.79133	0.15815	0.59889	0.17368	0.15319	0.16001	0.43792	0.33547	0.044293	0.93229	0.91801	0.19116	0.060126	0.90169	0.8812	0.053166	0.073243	0.18371	0.8925	0.059679	0.095917	0.053788	0.071274	0.1917	0.067111	0.67762	0.10939	0.062991	0.050317	0.69291	0.056159
Meth__cg14492347__ZNF592	0.026888	0.022044	0.032305	0.028751	0.03167	0.032938	0.052246	0.40505	0.030875	0.032857	0.031562	0.1249	0.054224	0.025525	0.033656	0.02994	0.027127	0.063717	0.02703	0.021358	0.031655	0.035259	0.031055	0.026306	0.054986	0.038493	0.058833	0.040104	0.063884	0.030741	0.044463	0.029806	0.025207	0.028483	0.029533	0.024915	0.065736	0.023684	0.034538	0.051169	0.028508
Meth__cg18468219__MARVELD3	0.033577	0.028951	0.028166	0.029381	0.28501	0.029989	0.22191	0.030866	0.027268	0.02756	0.053451	0.036672	0.054105	0.020159	0.021587	0.030512	0.025697	0.029562	0.059622	0.021729	0.023656	0.037736	0.030759	0.022065	0.80238	0.027317	0.053417	0.056248	0.073931	0.032325	0.080925	0.023279	0.019551	0.027746	0.031549	0.018417	0.053196	0.033844	0.045872	0.075614	0.048895
Meth__cg07560096__ME3	0.067524	0.16706	0.89526	0.68633	0.87936	0.070128	0.9229	0.94231	0.062578	0.092715	0.87869	0.035823	0.89887	0.24518	0.51047	0.87709	0.062786	0.12117	0.065539	0.74667	0.78207	0.057331	0.86358	0.058015	0.10065	0.58375	0.076373	0.68354	0.54098	0.21929	0.23767	0.060236	0.54801	0.83385	0.82936	0.40358	0.090698	0.15363	0.17547	0.139	0.622
Meth__cg07628086__AP2B1	0.018948	0.014903	0.27208	0.015384	0.01439	0.016094	0.053259	0.49377	0.019378	0.01997	0.014922	0.02972	0.028859	0.017232	0.023413	0.022023	0.01271	0.036569	0.013904	0.016668	0.027325	0.019415	0.020627	0.015788	0.040665	0.012568	0.036465	0.0273	0.041232	0.023011	0.059559	0.017827	0.014701	0.013588	0.014869	0.014567	0.070681	0.029309	0.022091	0.075504	0.01254
Meth__cg00901493__YBX2	0.035067	0.036062	0.60146	0.055533	0.95157	0.047868	0.96655	0.036085	0.04268	0.056777	0.047596	0.10758	0.090122	0.04615	0.0475	0.32026	0.10358	0.1237	0.43951	0.034767	0.055342	0.070975	0.85617	0.055416	0.83843	0.43328	0.053123	0.90926	0.10598	0.050192	0.046332	0.50119	0.085473	0.95672	0.09875	0.033836	0.076683	0.037995	0.051802	0.23235	0.054314
Meth__cg06713098__IGFBP3	0.03977	0.033595	0.05374	0.028293	0.027732	0.036967	0.61876	0.077203	0.024286	0.26698	0.89944	0.02949	0.064432	0.047514	0.033609	0.046272	0.039446	0.077294	0.023696	0.67903	0.23574	0.087494	0.038864	0.031567	0.60492	0.66867	0.069609	0.029637	0.62856	0.032492	0.092188	0.050971	0.028929	0.60954	0.025836	0.67649	0.53862	0.033439	0.037138	0.085946	0.03299
Meth__cg09593286__SQRDL	0.055897	0.046554	0.07222	0.062887	0.8729	0.05694	0.075191	0.058891	0.066828	0.059313	0.086843	0.10289	0.1072	0.060881	0.054586	0.050818	0.06555	0.090879	0.87534	0.056894	0.060176	0.055339	0.48057	0.051764	0.093467	0.071424	0.090735	0.066622	0.11317	0.053946	0.12714	0.073661	0.054472	0.053436	0.63616	0.051584	0.093874	0.058403	0.06121	0.10478	0.064693
Meth__cg01784199__DNAJB4	0.13447	0.054732	0.13841	0.11821	0.053328	0.19156	0.15689	0.099751	0.060777	0.10862	0.098023	0.1241	0.13365	0.037696	0.074202	0.088118	0.059087	0.10141	0.068624	0.096737	0.11214	0.11855	0.088407	0.11153	0.067995	0.13864	0.13306	0.065014	0.12056	0.088876	0.091346	0.046075	0.040579	0.074501	0.73506	0.070508	0.15591	0.098901	0.15849	0.17006	0.097133
Meth__cg04991214__PFDN2	0.41668	0.094997	0.76353	0.23497	0.94325	0.054593	0.93205	0.43365	0.044805	0.087019	0.55952	0.88306	0.32682	0.1261	0.101	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.42367	0.94144	0.94217	0.9228	0.11169	0.41733	0.96219	0.11834	0.31662	0.11401	0.38861	0.90557	0.93152	0.45882	0.24443	0.40544	0.9022	0.25074	0.66319	0.1899
Meth__cg16796590__MFSD2	0.062007	0.054488	0.064838	0.059126	0.054045	0.061235	0.22026	0.04755	0.070323	0.065488	0.075139	0.13243	0.53645	0.051148	0.077828	0.064838	0.032781	0.10341	0.04	0.70457	0.53027	0.15345	0.065979	0.1073	0.086163	0.0763	0.12776	0.054849	0.093759	0.041879	0.14876	0.027378	0.02846	0.065264	0.082412	0.051599	0.18732	0.08298	0.13361	0.12054	0.10865
Meth__cg07947930__PRELP	0.071486	0.059942	0.049466	0.069864	0.3019	0.081853	0.59593	0.10897	0.21375	0.12068	0.17468	0.31818	0.50206	0.071639	0.11258	0.10712	0.30012	0.10647	0.26646	0.057208	0.050774	0.11247	0.6021	0.057294	0.303	0.1002	0.13788	0.70515	0.046347	0.10619	0.17596	0.54051	0.10003	0.15366	0.17886	0.12723	0.13558	0.05361	0.098588	0.061818	0.060339
