Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04418492__CYP7B1	0.77473	0.19151	0.96238	0.22537	0.57506	0.91716	0.1074	0.17146	0.015501	0.023448	0.013628	0.018588	0.87847	0.68363	0.39395	0.02029	0.018827	0.026935	0.020835	0.24086	0.42752	0.70307	0.32204	0.032686	0.51616	0.59832	0.06304	0.32748	0.90631	0.050234	0.42705	0.022054	0.017605	0.17119	0.049885	0.46885	0.21157	0.14181	0.46571	0.47913
Meth__cg05010058__CEP68	0.057082	0.05255	0.125	0.1255	0.056115	0.10013	0.11099	0.036648	0.11719	0.031761	0.058711	0.22586	0.11565	0.029193	0.11723	0.058513	0.044348	0.069241	0.049151	0.070782	0.068688	0.20678	0.048424	0.37175	0.13114	0.18085	0.1132	0.031438	0.14944	0.053969	0.09434	0.046338	0.042997	0.059317	0.68547	0.060155	0.17411	0.095506	0.13857	0.07395
Meth__cg22468123__KLP1	0.04021	0.26022	0.039799	0.025556	0.032821	0.039962	0.023246	0.046711	0.037409	0.049137	0.036493	0.025091	0.062229	0.03079	0.037383	0.040899	0.04425	0.063114	0.028384	0.25101	0.053472	0.041859	0.067636	0.03517	0.08345	0.041184	0.045974	0.040332	0.065578	0.055708	0.065499	0.030583	0.039414	0.032525	0.037362	0.033413	0.08212	0.043372	0.038738	0.041601
Meth__cg05200311__DEK	0.04815	0.055553	0.057888	0.031337	0.029055	0.070299	0.025384	0.73401	0.024986	0.033695	0.036829	0.049274	0.050711	0.043634	0.039632	0.049912	0.061727	0.082065	0.016725	0.028625	0.051454	0.042052	0.04206	0.024576	0.097105	0.038376	0.047732	0.029099	0.071739	0.040555	0.054463	0.031741	0.035442	0.02591	0.042446	0.025284	0.086216	0.03023	0.04185	0.04364
EA_G__STEAP4	8.7208	8.8261	3.6065	3.9258	3.5677	3.5754	3.6885	4.1022	7.0677	5.1387	3.3645	8.0281	9.744	3.776	3.9855	4.4083	3.3684	9.233	3.3895	4.1094	4.5633	3.5896	3.4877	7.5717	3.6511	3.6823	8.3019	3.5517	4.0973	8.4727	6.8116	4.0102	10.6528	4.3021	3.5768	3.8375	5.9035	4.1422	4.1833	4.1754
Meth__cg12086773__C2orf25	0.045451	0.040242	0.048335	0.0311	0.048072	0.056972	0.053271	0.5098	0.051601	0.058093	0.042803	0.058505	0.090522	0.033223	0.051525	0.050494	0.041115	0.13214	0.039561	0.033155	0.040141	0.061346	0.046122	0.035585	0.054054	0.052165	0.065209	0.03772	0.055792	0.044836	0.061806	0.037233	0.033861	0.047689	0.04447	0.028447	0.10756	0.048875	0.046813	0.046157
EA_G__MPZL2	7.3719	8.6176	7.2143	7.3076	4.2879	4.419	5.9611	7.7694	6.6724	8.0349	8.2702	8.84	9.0008	7.4943	9.3383	8.5485	4.4397	8.184	3.998	8.2389	8.139	4.93	3.2662	9.3087	5.9442	7.1773	7.9779	3.6367	7.2399	7.7566	9.0231	3.7817	8.534	3.5483	7.5277	8.5938	8.7982	8.025	6.9311	6.4377
Meth__cg15364537__MFSD4	0.056693	0.40783	0.61152	0.077646	0.89274	0.72975	0.88164	0.043005	0.033433	0.048755	0.064689	0.080726	0.94665	0.37587	0.07156	0.81699	0.052281	0.060861	0.04076	0.10699	0.60519	0.10369	0.047832	0.18582	0.95146	0.72027	0.13021	0.14297	0.96833	0.091075	0.18095	0.059419	0.37721	0.044805	0.85868	0.9847	0.1322	0.47134	0.28902	0.11638
Meth__cg20876010__CACHD1	0.084818	0.13883	0.081795	0.1414	0.71565	0.079577	0.85052	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.09923	0.65817	0.076453	0.19294	0.080567	0.11655	0.67896	0.08649	0.25417	0.12713	0.59703	0.069117	0.10954	0.56297	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg12513379__OR10H2	0.69085	0.083767	0.38896	0.21573	0.061329	0.19137	0.28954	0.084651	0.053068	0.12463	0.17822	0.49441	0.64763	0.065285	0.056188	0.089216	0.097927	0.058676	0.077528	0.076603	0.10089	0.82221	0.063668	0.35341	0.078824	0.097393	0.1502	0.070812	0.1616	0.063537	0.088344	0.20351	0.063835	0.074153	0.56708	0.19274	0.14208	0.67574	0.13652	0.14638
Meth__cg04970117__SLC6A20	0.93259	0.035729	0.43629	0.58236	0.8895	0.96842	0.61127	0.60351	0.024633	0.979	0.29665	0.2883	0.96487	0.16862	0.021016	0.95635	0.028054	0.10192	0.096087	0.98238	0.97074	0.96689	0.051796	0.8029	0.95151	0.96299	0.092067	0.025442	0.95375	0.96852	0.061897	0.3956	0.027538	0.5821	0.55218	0.96721	0.77139	0.034661	0.62104	0.96997
EA_G__CPA4	4.1804	7.9211	4.4066	5.724	5.4767	4.4315	9.0661	6.757	9.1335	5.0516	5.3006	8.7974	10.0728	6.061	4.6739	7.7018	5.4787	9.0755	8.1751	4.7255	4.4311	4.5068	8.7737	6.8701	5.3644	4.6014	5.2671	6.8523	5.0882	8.6995	8.5746	4.8185	5.0509	9.787	5.2045	4.6699	4.9987	4.3433	5.2575	4.6245
Meth__cg14681767__ARHGEF10	0.046954	0.046861	0.055775	0.040274	0.032611	0.051612	0.068451	0.028596	0.026421	0.049989	0.066104	0.049017	0.10812	0.031218	0.038737	0.036574	0.034622	0.14871	0.033538	0.040556	0.04676	0.040348	0.042311	0.032498	0.11388	0.053487	0.10403	0.032806	0.12895	0.04691	0.046368	0.036299	0.058659	0.037324	0.041956	0.040274	0.08744	0.84499	0.040559	0.044143
Meth__cg20716064__USP6NL	0.028561	0.029501	0.029086	0.031868	0.027999	0.041333	0.030675	0.028074	0.020742	0.026268	0.033388	0.024685	0.070212	0.018903	0.021834	0.022681	0.026169	0.072443	0.028112	0.022303	0.036123	0.10397	0.040234	0.027369	0.06641	0.03312	0.04819	0.027779	0.18769	0.040788	0.049318	0.026678	0.027821	0.028964	0.018384	0.023032	0.039132	0.037806	0.03615	0.028032
Meth__cg19742789__FLJ14166	0.14215	0.28286	0.2909	0.15472	0.66507	0.49255	0.058305	0.37797	0.035838	0.18714	0.26865	0.049749	0.080761	0.029626	0.080762	0.061705	0.067359	0.11051	0.12999	0.46006	0.49351	0.23593	0.12771	0.04639	0.1664	0.10573	0.063477	0.043392	0.91042	0.084651	0.2358	0.05051	0.052001	0.13939	0.031147	0.79627	0.099233	0.20021	0.56578	0.77983
Meth__cg20203395__MGC33648	0.25079	0.8173	0.74611	0.083219	0.94487	0.11522	0.40057	0.16348	0.94786	0.10516	0.093608	0.3571	0.89998	0.12738	0.84761	0.16156	0.062059	0.15722	0.10113	0.16709	0.10312	0.095903	0.07848	0.27674	0.59332	0.75326	0.18916	0.093628	0.29532	0.13186	0.5085	0.093226	0.11553	0.09405	0.093549	0.12276	0.10219	0.10657	0.16814	0.28271
Meth__cg02305261__KCNG1	0.17659	0.078419	0.48104	0.62088	0.57222	0.74041	0.23772	0.092941	0.18605	0.30689	0.056538	0.17261	0.49993	0.061871	0.10662	0.13176	0.091767	0.094903	0.047505	0.75316	0.59517	0.15251	0.33918	0.52803	0.28828	0.68516	0.32469	0.047121	0.6704	0.65715	0.14197	0.43301	0.046221	0.051145	0.22796	0.82913	0.73785	0.13897	0.33423	0.17787
Meth__cg25268718__PSME1	0.071893	0.069773	0.17458	0.22885	0.77674	0.24859	0.74469	0.26522	0.42718	0.095301	0.8254	0.55866	0.34527	0.041492	0.32454	0.26614	0.43667	0.24196	0.44847	0.26676	0.17444	0.37581	0.64932	0.096833	0.5871	0.12062	0.16747	0.64923	0.13104	0.15256	0.098056	0.10086	0.090032	0.41082	0.42967	0.17126	0.10434	0.09019	0.11202	0.14596
Meth__cg11700429__ANAPC1	0.0263	0.020592	0.025769	0.025474	0.020532	0.029285	0.0191	0.2431	0.019128	0.023788	0.026953	0.014738	0.037986	0.018383	0.025852	0.024879	0.020438	0.068696	0.018693	0.017058	0.025687	0.024486	0.022902	0.020806	0.049325	0.029995	0.075837	0.021183	0.053573	0.030828	0.048847	0.023354	0.016149	0.015003	0.021302	0.023231	0.050198	0.02621	0.030838	0.025799
EA_G__ARRDC4	7.4046	6.8863	8.4159	7.4155	3.5491	5.5104	7.9052	3.0726	3.1681	8.8288	6.7709	6.26	3.0437	7.1699	7.5604	8.7145	6.251	5.7705	6.0754	7.4979	8.2835	7.3964	6.0863	7.5698	6.4172	9.1734	8.6024	6.9993	6.9325	3.4771	6.7306	5.2931	7.6387	6.3655	6.741	7.0782	6.2986	8.2375	7.3061	7.4518
Meth__cg05341670__C1orf83	0.032457	0.032204	0.030919	0.026852	0.023584	0.046346	0.040701	0.027604	0.028409	0.033025	0.02767	0.036218	0.044875	0.035596	0.027778	0.034006	0.030929	0.11232	0.025833	0.34227	0.034576	0.030685	0.028395	0.036445	0.051939	0.039322	0.076634	0.02731	0.061073	0.031302	0.05899	0.031751	0.02974	0.029586	0.027585	0.031597	0.056333	0.036226	0.029954	0.043152
Meth__cg10866709__GATA4	0.45871	0.043783	0.056188	0.0752	0.35694	0.14093	0.076444	0.81664	0.21812	0.067593	0.38389	0.61877	0.62713	0.056437	0.18869	0.49169	0.3312	0.13381	0.03727	0.74907	0.61824	0.82634	0.68339	0.72309	0.4081	0.45379	0.083485	0.052134	0.13652	0.20901	0.080931	0.05527	0.069719	0.054588	0.18263	0.15604	0.55136	0.68927	0.13047	0.25769
Meth__cg05440218__C8orf36	0.044003	0.032319	0.044857	0.033718	0.13868	0.030247	0.053777	0.049788	0.056848	0.04069	0.036076	0.083779	0.065837	0.022768	0.036068	0.032331	0.033343	0.065226	0.037226	0.034175	0.037983	0.042504	0.036887	0.078842	0.27905	0.036222	0.067856	0.042333	0.053775	0.036032	0.05761	0.035698	0.032123	0.040295	0.032573	0.032615	0.068483	0.039783	0.038006	0.032535
Meth__cg06101324__SPRR1A	0.91014	0.035554	0.90436	0.88729	0.048965	0.25398	0.14725	0.70221	0.55653	0.089253	0.058025	0.67343	0.75938	0.043733	0.47301	0.057645	0.059044	0.14949	0.048081	0.20055	0.18535	0.065073	0.054432	0.79591	0.086043	0.071453	0.1307	0.054509	0.071162	0.08597	0.081696	0.046092	0.073252	0.045099	0.85411	0.080777	0.10818	0.81094	0.36761	0.5226
Meth__cg08977371__CDH13	0.91195	0.037599	0.8441	0.43286	0.71604	0.7581	0.077384	0.8046	0.092716	0.50326	0.84708	0.79759	0.89136	0.11382	0.24919	0.51971	0.38549	0.18389	0.036289	0.60156	0.34471	0.16126	0.070535	0.9014	0.86674	0.74977	0.089187	0.039164	0.86655	0.62088	0.056123	0.098592	0.042463	0.065275	0.88993	0.87744	0.12794	0.47495	0.67612	0.27932
Meth__cg03081134__RECK	0.10233	0.057156	0.89137	0.069936	0.061252	0.65945	0.17701	0.039801	0.04332	0.075511	0.05807	0.17223	0.092225	0.33365	0.029512	0.054079	0.084933	0.070606	0.083285	0.066641	0.084876	0.068064	0.060387	0.077965	0.094203	0.80592	0.065309	0.062392	0.85066	0.085106	0.11918	0.060586	0.11384	0.059208	0.032924	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg24124977__TBC1D16	0.26813	0.11219	0.085944	0.043289	0.040198	0.077179	0.033478	0.35239	0.064794	0.047522	0.090155	0.15067	0.1053	0.036689	0.052464	0.052486	0.07432	0.18852	0.03825	0.039224	0.10903	0.053685	0.10533	0.049656	0.090768	0.10109	0.058752	0.063342	0.11431	0.047688	0.092624	0.044801	0.037967	0.042093	0.025769	0.028466	0.11633	0.052106	0.047008	0.063443
Meth__cg01971122__CALCA	0.47155	0.060275	0.667	0.16415	0.6995	0.83724	0.1488	0.55545	0.056835	0.093716	0.73723	0.83021	0.41755	0.18373	0.063949	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.12815	0.31532	0.41123	0.29982	0.11355	0.2685	0.49019	0.093301	0.104	0.78429	0.059228	0.069397	0.18441	0.50622	0.28663	0.86582	0.15464	0.15218
Meth__cg06899976__PCDHB1	0.83963	0.055027	0.55318	0.076194	0.61023	0.8731	0.46553	0.90737	0.069839	0.076665	0.87171	0.090636	0.83681	0.046364	0.066088	0.86764	0.1287	0.11219	0.052217	0.89091	0.60863	0.099168	0.077468	0.05566	0.5146	0.82309	0.079886	0.36019	0.29215	0.099425	0.10853	0.29814	0.7433	0.07304	0.052506	0.35854	0.097599	0.069008	0.49645	0.53387
Meth__cg09800519__RXRA	0.045636	0.055858	0.05533	0.042557	0.033839	0.056056	0.031547	0.65796	0.034851	0.063195	0.048292	0.065156	0.079254	0.027556	0.040034	0.048954	0.080741	0.10155	0.039768	0.032069	0.062893	0.038979	0.047127	0.036158	0.061836	0.053847	0.077838	0.03242	0.072673	0.057419	0.10469	0.037543	0.035267	0.036751	0.0425	0.048073	0.042416	0.055927	0.051072	0.05089
Meth__cg18627852__SNRPF	0.034	0.026461	0.033266	0.034078	0.027024	0.032711	0.024006	0.33883	0.037847	0.035311	0.03988	0.05232	0.057931	0.020239	0.029788	0.033664	0.025252	0.080283	0.033702	0.025743	0.033705	0.033937	0.030923	0.024611	0.051565	0.029152	0.060136	0.031354	0.066172	0.034597	0.075371	0.023104	0.033439	0.02884	0.020971	0.033157	0.057566	0.034645	0.028492	0.032778
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97416	0.95793	0.73638	0.3297	0.9207	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.049595	0.05705	0.8194	0.9319	0.11733	0.074352	0.97256	0.9648	0.92614	0.95548	0.97769	0.063968	0.91011	0.2654	0.95727	0.31922	0.082569	0.10252	0.047404	0.080053	0.062455	0.057533	0.96159	0.67758	0.95501	0.88771	0.92629
EA_G__KIAA1324L	7.0722	7.9291	6.1594	7.5937	3.7969	6.0241	3.8663	3.5405	6.1971	9.4615	3.8884	3.4786	5.0165	3.9549	3.8362	3.8949	7.1067	4.0078	4.4434	8.796	7.1592	7.6555	5.534	6.5206	7.1017	6.1845	7.6323	5.7491	4.5317	3.5683	7.5651	4.068	3.9375	7.2221	6.7877	6.0238	7.1134	6.9685	6.0639	6.3478
Meth__cg11973688__FPGS	0.031219	0.034507	0.062664	0.043568	0.036033	0.03624	0.02118	0.025149	0.027565	0.047366	0.036909	0.12564	0.066559	0.021446	0.036005	0.030688	0.029219	0.048394	0.031142	0.028856	0.038947	0.044535	0.031425	0.041454	0.054553	0.034179	0.050545	0.031227	0.0762	0.039547	0.047001	0.027468	0.027981	0.029716	0.21783	0.073073	0.042132	0.033588	0.036972	0.030107
EA_G__RAPGEFL1	8.115	7.7646	6.1232	8.7161	5.978	6.5795	5.369	4.9558	6.0299	10.077	6.4717	7.5171	5.0197	5.3495	5.3794	5.4444	6.4008	6.1792	5.1847	7.0274	6.1289	8.0831	5.5754	7.4461	5.9926	5.5345	5.1585	5.0872	5.0997	6.3095	7.8168	5.8965	7.0462	5.6465	4.9533	7.3086	7.7411	12.0503	6.1056	7.5132
Meth__cg13343486__KLK10	0.064428	0.026779	0.040404	0.030266	0.35879	0.10376	0.05937	0.029317	0.02989	0.035702	0.2219	0.42519	0.096921	0.039738	0.032137	0.043551	0.034939	0.053879	0.025034	0.030959	0.038599	0.15707	0.040219	0.62917	0.75793	0.055246	0.08008	0.036768	0.94634	0.039987	0.072273	0.043043	0.035061	0.033581	0.040993	0.041415	0.093075	0.037839	0.041071	0.033722
EA_G__TMEM62	7.949	8.9841	8.7357	7.7995	6.6914	8.7591	6.2638	6.6112	6.9449	7.04	6.0806	6.9773	6.5984	7.8723	6.7557	7.3482	5.8364	7.4666	6.7297	6.3817	6.9338	7.9144	6.3979	7.9144	7.0368	8.9357	9.5611	7.4416	8.2279	7.3198	7.9178	5.5354	6.7559	7.2789	7.9863	7.5937	7.7068	7.1573	9.6225	8.3443
Meth__cg18602314__GFPT2	0.071848	0.11224	0.48736	0.6961	0.32391	0.18614	0.17417	0.057962	0.033032	0.27946	0.065223	0.1209	0.26977	0.16824	0.043134	0.094129	0.035129	0.3272	0.031722	0.78156	0.87288	0.042636	0.048602	0.16323	0.10731	0.42702	0.1271	0.026266	0.86885	0.18424	0.083512	0.25664	0.029872	0.085159	0.029205	0.42154	0.41071	0.040592	0.40696	0.32165
Meth__cg13778073__HSPA4	0.065864	0.065339	0.058691	0.043055	0.048112	0.060986	0.020627	0.052763	0.048026	0.079898	0.06225	0.046554	0.10503	0.058361	0.047629	0.048123	0.059225	0.13755	0.037197	0.048741	0.48169	0.050418	0.055239	0.041167	0.094212	0.065885	0.073692	0.039887	0.10939	0.050178	0.069737	0.05347	0.049303	0.04721	0.051934	0.05464	0.0837	0.058243	0.050208	0.048414
Meth__cg22776578__CPLX2	0.48525	0.017857	0.56436	0.80137	0.19359	0.54665	0.34884	0.45257	0.032862	0.045082	0.20995	0.90086	0.90904	0.039995	0.11615	0.17443	0.66609	0.041468	0.035091	0.04702	0.36155	0.08952	0.036381	0.89694	0.52994	0.031789	0.035882	0.087926	0.89411	0.24923	0.043491	0.022047	0.055977	0.028633	0.18212	0.76824	0.044646	0.93197	0.76169	0.14803
Meth__cg09059181__NOLC1	0.048097	0.031398	0.056904	0.036102	0.045424	0.047877	0.022001	0.060634	0.043468	0.046459	0.060332	0.062603	0.067699	0.034215	0.04176	0.049731	0.041942	0.091629	0.040862	0.039406	0.061917	0.04751	0.058391	0.04622	0.059943	0.048002	0.1215	0.038818	0.07805	0.047748	0.080109	0.044222	0.034541	0.035432	0.033084	0.028945	0.072152	0.038223	0.080841	0.54836
Meth__cg20429911__LDHA	0.065601	0.069212	0.19867	0.072317	0.064122	0.089272	0.049333	0.070485	0.051577	0.070448	0.066278	0.045763	0.09964	0.06107	0.45967	0.065417	0.06062	0.11972	0.067472	0.053576	0.076468	0.061761	0.0709	0.12542	0.10634	0.071864	0.088979	0.068609	0.11847	0.070229	0.21017	0.063691	0.059305	0.064118	0.053641	0.078586	0.15275	0.081879	0.075822	0.067464
Meth__cg07764959__SLC43A1	0.066852	0.045045	0.07712	0.065354	0.056031	0.16373	0.091653	0.092659	0.049643	0.052297	0.057481	0.067977	0.11683	0.048166	0.061765	0.081967	0.062517	0.10457	0.045094	0.063123	0.10571	0.054605	0.063947	0.06267	0.080515	0.097083	0.091791	0.048834	0.21264	0.06255	0.090475	0.040915	0.036328	0.063565	0.065174	0.11316	0.126	0.062827	0.085642	0.071492
Meth__cg17430393__VSNL1	0.55686	0.022575	0.064647	0.043326	0.36647	0.96147	0.42868	0.040426	0.040048	0.043928	0.11242	0.075825	0.044276	0.25672	0.03543	0.15675	0.071807	0.048632	0.029414	0.37894	0.49901	0.21177	0.030479	0.46753	0.11237	0.93128	0.080645	0.19084	0.19226	0.060446	0.058126	0.034816	0.030474	0.025337	0.026956	0.16361	0.38922	0.92099	0.42788	0.48828
Meth__cg16817891__IGF2AS	0.046548	0.0175	0.051566	0.029457	0.26117	0.046588	0.28083	0.12542	0.029272	0.035942	0.11634	0.045556	0.174	0.018641	0.029894	0.024772	0.089712	0.059306	0.017372	0.35427	0.21249	0.084484	0.029729	0.17212	0.21515	0.17367	0.04165	0.020183	0.10765	0.041724	0.038143	0.023738	0.043327	0.018876	0.12602	0.057852	0.076121	0.061339	0.021808	0.024818
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.03638	0.035775	0.040703	0.047674	0.046212	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.024337	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.035744	0.048255	0.036428	0.049657	0.030183	0.046318	0.031428	0.10378	0.030965	0.082521	0.029926	0.029197	0.029937	0.029108	0.021931	0.15174	0.04053	0.028535	0.051533
Meth__cg03117949__USP16	0.79301	0.20569	0.26837	0.31529	0.44988	0.5662	0.24541	0.31764	0.22456	0.12244	0.12553	0.13814	0.36378	0.12568	0.21578	0.12807	0.22002	0.24012	0.15127	0.28538	0.20133	0.55631	0.090531	0.31153	0.41182	0.14164	0.25119	0.084991	0.45919	0.29939	0.22545	0.073702	0.096095	0.1406	0.11347	0.65139	0.33012	0.10353	0.74768	0.76773
Meth__cg14545899__FAM46C	0.022105	0.017287	0.034201	0.02223	0.29548	0.022022	0.045436	0.023856	0.011819	0.029902	0.043708	0.021596	0.02405	0.015798	0.021972	0.024337	0.014514	0.056147	0.012023	0.025471	0.017663	0.023291	0.023273	0.019791	0.048377	0.027666	0.02286	0.027134	0.059214	0.027885	0.035195	0.0152	0.018343	0.017076	0.021832	0.012073	0.09511	0.038754	0.019755	0.020916
Meth__cg07844572__FTSJ3	0.047279	0.029413	0.051013	0.039646	0.041842	0.046954	0.061926	0.024247	0.03345	0.040802	0.042786	0.03688	0.054575	0.026141	0.041241	0.046912	0.03722	0.089194	0.027193	0.03693	0.046722	0.040481	0.039079	0.074452	0.089895	0.038632	0.066721	0.037025	0.30982	0.038924	0.066823	0.032717	0.028079	0.036074	0.032745	0.029795	0.10021	0.034591	0.031392	0.037841
Meth__cg24687051__KCNQ5	0.045013	0.032355	0.035381	0.033741	0.028556	0.044709	0.048071	0.038462	0.029093	0.041466	0.03742	0.043526	0.63275	0.041725	0.036097	0.59138	0.034785	0.078937	0.025895	0.48105	0.072621	0.042172	0.031829	0.048252	0.082953	0.041333	0.064331	0.034173	0.066482	0.3134	0.11391	0.028469	0.049038	0.025641	0.037715	0.97266	0.10692	0.043846	0.030777	0.035346
Meth__cg24949488__DNTT	0.42372	0.096279	0.84817	0.75592	0.08372	0.35639	0.11837	0.83895	0.67981	0.66379	0.2809	0.17602	0.35968	0.097555	0.39049	0.096892	0.71303	0.16543	0.053589	0.30137	0.4392	0.92606	0.060641	0.91575	0.085451	0.32687	0.074141	0.065613	0.20078	0.10979	0.20579	0.033616	0.10259	0.032597	0.34705	0.2166	0.048182	0.83443	0.3763	0.22312
EA_G__OLFM1	5.8857	3.9473	5.8982	8.1065	6.2281	6.9557	7.3368	5.3196	4.0115	7.9889	6.0814	4.0341	5.7126	4.3384	4.2864	6.6904	6.6777	4.3616	4.2975	6.4303	6.7448	7.8504	6.5676	6.8607	4.2142	6.1806	4.7398	5.8732	5.1136	3.952	4.5497	4.3742	4.7118	4.6354	4.1064	5.6	7.2333	7.2075	5.4123	6.6933
Meth__cg27207274__MYC	0.059606	0.061103	0.059133	0.045177	0.051734	0.049755	0.06919	0.49179	0.052839	0.051402	0.051616	0.028256	0.062716	0.040773	0.049383	0.054476	0.055789	0.12536	0.044607	0.050417	0.052724	0.056792	0.049433	0.049962	0.096844	0.057801	0.07397	0.04457	0.096505	0.058121	0.088638	0.045902	0.039765	0.047542	0.043825	0.041637	0.06474	0.058074	0.053284	0.055935
EA_G__TJP3	9.3077	8.0518	8.3849	8.6587	5.9377	7.9192	6.2656	6.4262	6.6429	7.6407	6.3501	7.1653	7.5222	8.3666	8.4592	6.5682	5.9474	8.0263	5.6884	8.0699	7.9648	7.8198	5.7056	8.8534	6.1169	8.5057	8.1059	5.998	8.1475	8.2122	7.9939	6.014	7.1509	6.1539	8.6348	7.8886	8.6752	8.1957	8.4645	8.0411
Meth__cg17324128__RASSF4	0.058824	0.041195	0.83153	0.18874	0.24247	0.094842	0.3389	0.41893	0.091774	0.11678	0.074943	0.1326	0.36555	0.050313	0.10235	0.073467	0.061776	0.20258	0.04878	0.16327	0.21693	0.16124	0.13517	0.20605	0.23049	0.33057	0.1169	0.11314	0.14991	0.10401	0.12733	0.049703	0.056594	0.094332	0.29395	0.047425	0.033572	0.089959	0.18399	0.079766
Meth__cg03290040__C22orf16	0.050099	0.17533	0.5778	0.4212	0.78635	0.20792	0.89993	0.068607	0.048567	0.17572	0.050638	0.055654	0.8053	0.028425	0.040627	0.68047	0.034276	0.073835	0.4463	0.61869	0.73282	0.094015	0.6622	0.29408	0.075812	0.12271	0.11478	0.035297	0.29831	0.041675	0.11733	0.037115	0.026191	0.032429	0.19083	0.58544	0.26596	0.062335	0.34036	0.093061
Meth__cg19438514__C20orf102	0.42817	0.025636	0.19224	0.1901	0.52035	0.45603	0.55047	0.6118	0.030986	0.49177	0.88569	0.49954	0.10883	0.20986	0.10978	0.10256	0.61137	0.25153	0.03469	0.53504	0.88301	0.43099	0.043654	0.44714	0.81591	0.22685	0.40816	0.16712	0.82765	0.34442	0.10526	0.033983	0.70624	0.036767	0.10486	0.35758	0.75055	0.080043	0.56976	0.44705
Meth__cg25349574__CAMTA2	0.027368	0.038519	0.97074	0.67435	0.73646	0.95529	0.3648	0.39664	0.028401	0.96317	0.035538	0.79364	0.89923	0.05044	0.041233	0.174	0.023524	0.57214	0.014739	0.68457	0.5019	0.045262	0.28549	0.37597	0.95589	0.94659	0.036207	0.029459	0.12894	0.84109	0.082437	0.02829	0.024185	0.037719	0.67138	0.40802	0.082553	0.03318	0.050074	0.38837
EA_G__CACNA1D	5.1325	7.7334	6.4883	7.1711	4.3929	5.9883	4.4687	5.0697	5.9576	8.2401	5.3635	4.8797	4.8552	7.1779	7.7626	4.6953	4.4363	5.9109	4.1169	6.6581	6.2977	6.8725	4.2473	7.3781	4.4991	6.9919	6.4139	4.5798	7.5077	5.1313	7.7938	4.5576	4.5211	4.5248	5.9556	7.638	6.6987	6.9375	7.5353	5.8883
Meth__cg21673646__SHF	0.052093	0.075721	0.18463	0.02649	0.2299	0.049744	0.029348	0.054006	0.042515	0.077701	0.037324	0.040632	0.63235	0.043584	0.04483	0.035826	0.047659	0.072406	0.056019	0.051517	0.059741	0.046937	0.15156	0.049737	0.72769	0.052781	0.060402	0.039821	0.53377	0.22351	0.04972	0.028804	0.10859	0.044351	0.14718	0.036393	0.19411	0.040336	0.05586	0.044024
EA_G__SFRP1	4.6986	5.0319	4.5424	4.5532	6.6239	4.3125	6.8256	7.3617	5.3977	4.5497	7.4503	7.7735	4.5245	5.1112	4.7684	8.1133	5.4268	4.9546	5.1001	4.8552	4.8744	4.6306	7.8071	4.9372	4.6774	5.3745	4.4019	5.6935	5.7847	7.6785	4.9286	4.7019	8.6736	4.8084	5.3775	5.2089	4.9447	4.5128	5.2018	4.7946
Meth__cg08062469__SPAG5	0.034301	0.031273	0.037482	0.0284	0.035816	0.0385	0.10102	0.32718	0.037071	0.048855	0.036798	0.056037	0.12629	0.021773	0.034541	0.043773	0.030535	0.10762	0.033803	0.041228	0.039482	0.045932	0.041455	0.051643	0.10441	0.69303	0.054925	0.041438	0.076987	0.082641	0.067408	0.027481	0.030655	0.034283	0.045211	0.020385	0.097587	0.033751	0.064248	0.036638
EA_G__BAMBI	9.043	7.9415	10.9483	9.7965	9.5427	7.1282	6.4441	8.9009	9.2597	8.6742	9.0298	9.1935	8.7315	10.0132	10.7307	9.5724	7.367	8.4422	7.3105	10.6285	11.5012	9.9713	7.2104	10.8275	6.5424	11.1828	10.2395	8.2252	8.4677	8.4536	8.8646	4.7859	7.5736	6.0396	10.2713	8.641	10.9692	6.3965	11.0753	10.0016
Meth__cg18364820__CXorf38	0.059003	0.65408	0.050432	0.041921	0.037595	0.05451	0.058936	0.043605	0.027196	0.05065	0.045579	0.048092	0.16422	0.043986	0.045624	0.040772	0.038204	0.073268	0.044569	0.0279	0.044326	0.054563	0.04046	0.027977	0.065227	0.49831	0.094968	0.041007	0.054471	0.037286	0.60543	0.034423	0.03369	0.033201	0.04555	0.043971	0.10276	0.0575	0.039624	0.04955
