Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg05443740__CSEN	0.040735	0.058622	0.92495	0.053004	0.036984	0.52847	0.050913	0.85076	0.62058	0.075257	0.39649	0.86574	0.5188	0.53105	0.4808	0.15613	0.35282	0.031072	0.063073	0.040611	0.71023	0.050341	0.2908	0.086844	0.058512	0.1084	0.10542	0.060491	0.33859	0.039821	0.5362	0.051984	0.32097	0.067279	0.044566	0.36734
Meth__cg10885645__CLSTN3	0.032063	0.02158	0.036976	0.036123	0.025234	0.02124	0.030755	0.027655	0.016242	0.034985	0.039972	0.012651	0.53411	0.031828	0.024462	0.023569	0.34111	0.023105	0.026286	0.021366	0.036654	0.02116	0.060583	0.026319	0.041217	0.057428	0.053927	0.037407	0.020511	0.026376	0.023951	0.028999	0.024543	0.047019	0.036125	0.022423
Meth__cg03475172__USP6NL	0.074178	0.1597	0.16924	0.23973	0.0503	0.74547	0.19023	0.88775	0.31726	0.070683	0.58999	0.64735	0.38526	0.28568	0.84397	0.73103	0.257	0.51561	0.087166	0.21099	0.75943	0.16908	0.36386	0.21553	0.55421	0.2692	0.16346	0.85841	0.37261	0.19856	0.13076	0.089666	0.26178	0.21812	0.081212	0.14298
Meth__cg27445265__BCCIP	0.056827	0.051334	0.1082	0.064824	0.059433	0.042095	0.06179	0.51058	0.055718	0.066856	0.058964	0.050063	0.13785	0.056019	0.06	0.035563	0.076659	0.037931	0.057552	0.055617	0.049246	0.042335	0.32221	0.06202	0.079692	0.086963	0.1045	0.042351	0.040847	0.055001	0.050321	0.041172	0.050218	0.10345	0.052627	0.048006
Meth__cg22637507__ALKBH3	0.049824	0.044614	0.051901	0.97334	0.033821	0.03337	0.96315	0.03484	0.036422	0.061856	0.96759	0.041901	0.077862	0.047963	0.04185	0.040926	0.055837	0.044967	0.05522	0.049704	0.045853	0.048359	0.060074	0.052309	0.055813	0.073731	0.071458	0.41642	0.042329	0.044213	0.032597	0.0497	0.43141	0.054762	0.057438	0.049564
Meth__cg13794888__RNUT1	0.073685	0.070883	0.083143	0.6934	0.30232	0.049213	0.074253	0.098152	0.062044	0.069888	0.073051	0.03029	0.6326	0.25742	0.062086	0.060068	0.11336	0.059598	0.64267	0.14425	0.06178	0.054646	0.14743	0.62673	0.091897	0.086771	0.071663	0.052397	0.053451	0.05947	0.26572	0.05103	0.053678	0.10141	0.43058	0.056595
Meth__cg08026144__PCSK5	0.074198	0.062046	0.088345	0.079865	0.052849	0.05981	0.54397	0.10539	0.074978	0.086678	0.069419	0.074764	0.23705	0.10693	0.076087	0.056458	0.13753	0.066531	0.51864	0.074306	0.064605	0.064311	0.12052	0.070415	0.089798	0.13645	0.10158	0.067478	0.06236	0.068783	0.058572	0.072427	0.063326	0.14558	0.077068	0.08149
Meth__cg04125208__CD44	0.052436	0.08162	0.056772	0.080487	0.1306	0.037632	0.14209	0.068807	0.089275	0.045757	0.050761	0.034675	0.096381	0.098078	0.036794	0.03845	0.086803	0.03203	0.069384	0.045803	0.051352	0.069616	0.059818	0.04504	0.034745	0.60002	0.11226	0.044972	0.042256	0.039183	0.37631	0.039294	0.4102	0.049572	0.045722	0.038898
Meth__cg22385764__ASB8	0.49647	0.041256	0.089747	0.072231	0.050955	0.050392	0.039274	0.043462	0.073846	0.077239	0.10488	0.066422	0.40297	0.089893	0.067044	0.035499	0.13568	0.051764	0.053638	0.90323	0.045827	0.044772	0.095068	0.034967	0.033898	0.0762	0.048723	0.048439	0.13734	0.05237	0.055095	0.048468	0.36541	0.26932	0.23601	0.064382
Meth__cg19108718__LOC317671	0.074302	0.064986	0.20374	0.078852	0.043462	0.46046	0.072306	0.48722	0.54821	0.065764	0.10197	0.10452	0.17647	0.46408	0.092613	0.21625	0.261	0.12019	0.060056	0.052087	0.11228	0.045571	0.17848	0.073747	0.14982	0.054916	0.069431	0.62161	0.47122	0.21876	0.067998	0.048715	0.064785	0.093573	0.060661	0.05744
Meth__cg18710692__ZMYM5	0.024524	0.014212	0.02213	0.046213	0.036174	0.024213	0.035569	0.02688	0.033577	0.046875	0.051094	0.03302	0.108	0.035219	0.025376	0.030711	0.030216	0.026635	0.036747	0.04886	0.40842	0.023706	0.050085	0.024698	0.044851	0.060626	0.073664	0.025806	0.019708	0.034677	0.059989	0.033086	0.045758	0.050598	0.040967	0.052109
Meth__cg20376899__EDN1	0.067029	0.037168	0.061621	0.062871	0.043665	0.049852	0.074695	0.092308	0.049164	0.07335	0.090549	0.066726	0.20145	0.06414	0.035627	0.052982	0.11352	0.051464	0.075195	0.89098	0.064671	0.05205	0.14166	0.054573	0.079415	0.13637	0.068625	0.11536	0.055995	0.097287	0.051894	0.052082	0.034677	0.14604	0.057353	0.083172
Meth__cg03418289__LIX1L	0.029811	0.054919	0.58597	0.030215	0.018992	0.023716	0.03224	0.032932	0.018386	0.0238	0.027127	0.037341	0.051895	0.018998	0.023601	0.023229	0.041453	0.013354	0.028191	0.05696	0.029577	0.021518	0.06503	0.029268	0.037126	0.083959	0.060966	0.034169	0.025415	0.021646	0.023929	0.019742	0.021823	0.073112	0.029554	0.026271
Meth__cg12687215__FAM50A	0.64079	0.016987	0.024084	0.041789	0.34324	0.019896	0.03894	0.19221	0.019849	0.51712	0.022568	0.17109	0.63128	0.02574	0.37489	0.31847	0.060629	0.023985	0.027132	0.52711	0.022982	0.34273	0.066779	0.021768	0.064232	0.14056	0.059128	0.55244	0.021915	0.24498	0.029095	0.022222	0.16899	0.063775	0.58774	0.2267
Meth__cg17150465__SCRIB	0.034725	0.021292	0.031272	0.033943	0.022101	0.0258	0.038282	0.064524	0.024698	0.032998	0.032794	0.016586	0.091965	0.033861	0.025744	0.027354	0.080899	0.022187	0.03642	0.03302	0.035983	0.021144	0.058742	0.034153	0.052977	0.067222	0.11292	0.030212	0.022499	0.022727	0.026429	0.019593	0.029193	0.18147	0.027192	0.032607
Meth__cg19557537__CYP39A1	0.021934	0.015268	0.021519	0.025069	0.015571	0.16957	0.02032	0.01827	0.014975	0.018052	0.023256	0.012969	0.025142	0.020213	0.017756	0.01761	0.030995	0.016213	0.026983	0.01685	0.017814	0.01513	0.067905	0.024505	0.027478	0.026716	0.040216	0.020403	0.01683	0.015232	0.016101	0.013305	0.011014	0.052995	0.015357	0.019358
Meth__cg18279742__RPS2	0.12967	0.11675	0.070151	0.41185	0.2528	0.41985	0.084977	0.34238	0.16345	0.12904	0.033473	0.87728	0.16553	0.19013	0.095382	0.15831	0.33494	0.54119	0.035572	0.37749	0.36558	0.31727	0.17222	0.44293	0.11949	0.061158	0.14694	0.06356	0.048085	0.40948	0.079331	0.20085	0.046995	0.05274	0.153	0.055039
Meth__cg23423382__ZNF287	0.039958	0.036423	0.053842	0.046041	0.054112	0.04018	0.061495	0.070653	0.046727	0.075701	0.053215	0.04	0.92316	0.04245	0.04626	0.040404	0.075442	0.031161	0.050843	0.060802	0.039319	0.04505	0.90292	0.063478	0.038913	0.48043	0.051261	0.043927	0.035609	0.072172	0.044389	0.052421	0.030605	0.052797	0.048403	0.054118
Meth__cg02932689__MAP1LC3B	0.078632	0.072285	0.22101	0.11092	0.040359	0.4567	0.061183	0.18403	0.11555	0.088311	0.076246	0.30158	0.10306	0.11325	0.097151	0.090058	0.15259	0.47787	0.061417	0.081791	0.17061	0.058834	0.34406	0.12479	0.079357	0.13505	0.082098	0.045574	0.04582	0.079906	0.074795	0.051326	0.057201	0.095143	0.067881	0.051517
Meth__cg14809191__FOXQ1	0.43554	0.041688	0.95204	0.048513	0.042815	0.78409	0.057789	0.90328	0.17658	0.046956	0.60458	0.12965	0.16284	0.15093	0.95088	0.18302	0.37168	0.65249	0.045708	0.10381	0.33481	0.046906	0.49407	0.047219	0.037415	0.13975	0.049048	0.039517	0.03655	0.87237	0.32613	0.037594	0.65894	0.070691	0.038386	0.052617
Meth__cg01184522__ZNF496	0.019043	0.86648	0.11767	0.16598	0.48796	0.021103	0.072605	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.026963	0.021369	0.016264	0.054804	0.017	0.042118	0.068669	0.38599	0.029846	0.049809	0.06764	0.031197	0.033694	0.23224	0.024451	0.017943	0.022162	0.89644	0.025776	0.020742	0.039251	0.03533	0.02587
Meth__cg03316864__B3GNT3	0.04218	0.031665	0.073398	0.91932	0.47878	0.59156	0.70795	0.024448	0.081499	0.66438	0.052428	0.034838	0.5466	0.10725	0.59249	0.77986	0.086049	0.034308	0.4807	0.76238	0.80883	0.064093	0.16492	0.088642	0.062223	0.78368	0.054525	0.55325	0.030823	0.54631	0.034476	0.025672	0.024791	0.35275	0.052625	0.38876
Meth__cg02617361__FNTA	0.026688	0.02735	0.031358	0.025022	0.017342	0.019686	0.031247	0.017717	0.021093	0.024369	0.020488	0.025255	0.065046	0.025827	0.025102	0.016867	0.098689	0.015402	0.05233	0.03099	0.023703	0.018587	0.09835	0.026769	0.074407	0.036503	0.05471	0.019758	0.017016	0.025599	0.017835	0.025997	0.019335	0.10486	0.030664	0.023844
Meth__cg24783979__SEPT5	0.058618	0.038895	0.12995	0.077264	0.037568	0.057179	0.046822	0.076066	0.036111	0.038311	0.053648	0.070486	0.087934	0.042352	0.35901	0.050809	0.063545	0.035205	0.055142	0.043748	0.038737	0.039211	0.54879	0.064685	0.053156	0.12892	0.076594	0.039894	0.063104	0.040379	0.040903	0.037775	0.040063	0.07383	0.041477	0.038762
Meth__cg16078836__MAP3K13	0.14493	0.069876	0.11496	0.10805	0.085096	0.55409	0.1412	0.37718	0.40631	0.069233	0.31785	0.11893	0.1294	0.24691	0.06958	0.093938	0.059042	0.10181	0.12605	0.086696	0.14127	0.076664	0.1905	0.096615	0.21561	0.10091	0.059655	0.47959	0.057369	0.11323	0.081081	0.053463	0.090909	0.082633	0.094212	0.13785
Meth__cg26909431__SMAD4	0.036149	0.88277	0.055473	0.055952	0.035499	0.042314	0.060211	0.062382	0.046231	0.045866	0.044453	0.08957	0.084237	0.062879	0.058645	0.045896	0.067559	0.037472	0.059001	0.27626	0.10059	0.043469	0.12185	0.051559	0.080101	0.088334	0.43631	0.18257	0.21852	0.056513	0.10174	0.036104	0.032081	0.13143	0.057337	0.039307
Meth__cg19866103__NICN1	0.061592	0.034941	0.044561	0.063693	0.049837	0.033797	0.065984	0.026623	0.040623	0.078558	0.060356	0.046604	0.093991	0.038531	0.04138	0.044714	0.057249	0.041603	0.085466	0.048356	0.11188	0.028623	0.050101	0.048444	0.17206	0.054836	0.083963	0.025665	0.033299	0.034657	0.026438	0.045402	0.046231	0.32531	0.050363	0.046014
Meth__cg19853703__APOL6	0.05329	0.052015	0.041472	0.86268	0.62189	0.37961	0.53261	0.35644	0.033328	0.12244	0.049363	0.027104	0.062842	0.043307	0.062307	0.040822	0.074659	0.10314	0.80942	0.80816	0.084432	0.27724	0.098122	0.62571	0.076409	0.64437	0.097128	0.73407	0.038937	0.050933	0.0533	0.049313	0.22655	0.09229	0.15987	0.53685
Meth__cg16914151__RPP25	0.076823	0.67987	0.14441	0.75462	0.85499	0.97553	0.31786	0.063821	0.078673	0.043379	0.050299	0.40478	0.95242	0.10666	0.9315	0.073549	0.14536	0.11653	0.19309	0.16181	0.76866	0.062808	0.13404	0.67938	0.070219	0.16603	0.2433	0.094221	0.10988	0.062904	0.7907	0.13249	0.29896	0.12988	0.091217	0.10057
Meth__cg19324791__CEECAM1	0.04791	0.034851	0.06313	0.06061	0.038808	0.029251	0.040693	0.057006	0.032786	0.03726	0.052553	0.026239	0.080527	0.046937	0.058591	0.03407	0.083311	0.029355	0.039494	0.0367	0.055377	0.026409	0.10328	0.045164	0.045836	0.095374	0.087631	0.045096	0.019961	0.041784	0.034251	0.026456	0.031505	0.05099	0.033686	0.029628
Meth__cg01429321__LOX	0.037872	0.054414	0.70921	0.033797	0.032972	0.024376	0.43344	0.03881	0.031003	0.042597	0.031616	0.038053	0.17407	0.036943	0.03586	0.02249	0.031156	0.022076	0.035426	0.25746	0.03715	0.052011	0.047557	0.032105	0.04879	0.055735	0.049914	0.031989	0.028759	0.024624	0.68297	0.025729	0.82627	0.059624	0.027271	0.041422
Meth__cg17491456__DAB2	0.090665	0.08784	0.049057	0.19219	0.25422	0.061861	0.114	0.09166	0.4112	0.076271	0.18511	0.24226	0.20031	0.30078	0.19455	0.091812	0.094207	0.061603	0.17458	0.85538	0.044817	0.062578	0.15602	0.14072	0.1932	0.30023	0.11387	0.13857	0.18297	0.086167	0.20476	0.078513	0.14714	0.14652	0.16527	0.16415
Meth__cg24206256__MAT2B	0.52158	0.066845	0.17637	0.28212	0.5	0.06141	0.37757	0.1456	0.25318	0.09515	0.094113	0.11513	0.23888	0.21923	0.16538	0.12147	0.14303	0.18736	0.11989	0.85509	0.070985	0.099168	0.112	0.14464	0.25139	0.19945	0.15209	0.069214	0.11319	0.10876	0.88273	0.090281	0.074436	0.18913	0.28893	0.23815
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.049537	0.43934	0.1406	0.099289	0.076025	0.18093	0.3035	0.169	0.13769	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.23271	0.048824	0.04716	0.083269	0.033531	0.084219
Meth__cg20289911__C20orf55	0.16745	0.20384	0.35694	0.73594	0.038807	0.89711	0.10296	0.87833	0.47204	0.053025	0.61378	0.45104	0.14591	0.59621	0.19916	0.6599	0.45931	0.3775	0.2881	0.13061	0.81412	0.4617	0.52239	0.2448	0.25038	0.3401	0.22468	0.83127	0.79857	0.39119	0.32488	0.079987	0.030912	0.091255	0.041403	0.062119
Meth__cg26153631__HOXC10	0.88131	0.49295	0.11528	0.068084	0.057038	0.56454	0.84419	0.045672	0.081877	0.66734	0.05077	0.066536	0.098613	0.084538	0.078652	0.06812	0.11583	0.04842	0.82415	0.57624	0.14885	0.068371	0.75414	0.0633	0.11023	0.086966	0.58863	0.060863	0.05879	0.095573	0.054528	0.060348	0.054012	0.10793	0.069346	0.054539
Meth__cg06426831__SLC35A3	0.07428	0.15002	0.14384	0.065166	0.067389	0.68988	0.03197	0.24371	0.57418	0.045943	0.039247	0.11079	0.10114	0.4453	0.10248	0.072932	0.063729	0.43054	0.083273	0.25197	0.059151	0.19905	0.073329	0.048767	0.099475	0.061708	0.093556	0.15599	0.03525	0.044959	0.036226	0.033766	0.053065	0.082628	0.067453	0.089943
Meth__cg16652259__DLX1	0.80576	0.071001	0.58871	0.082154	0.11651	0.042321	0.94435	0.082362	0.073501	0.07976	0.090017	0.164	0.57026	0.077655	0.75286	0.050809	0.081784	0.03282	0.24971	0.1169	0.065223	0.94228	0.88165	0.058792	0.086878	0.075044	0.15243	0.28526	0.067962	0.043117	0.049194	0.046002	0.23883	0.0956	0.62267	0.63064
Meth__cg21966410__AR	0.56933	0.032125	0.30088	0.039161	0.23654	0.034815	0.03352	0.82621	0.43431	0.046639	0.92674	0.93937	0.048535	0.40183	0.93539	0.6363	0.35405	0.029977	0.039575	0.53367	0.2869	0.82955	0.69698	0.047297	0.30636	0.36496	0.054207	0.53563	0.056747	0.55628	0.027654	0.023951	0.94602	0.049418	0.51909	0.33454
Meth__cg16639637__TUBGCP5	0.04286	0.039586	0.061504	0.035071	0.046577	0.035063	0.044047	0.02732	0.040337	0.062338	0.038117	0.036237	0.17603	0.061498	0.041598	0.040433	0.68123	0.041463	0.045575	0.5727	0.042787	0.034813	0.099684	0.05961	0.060654	0.14413	0.11439	0.048131	0.037276	0.035178	0.031307	0.032986	0.047895	0.13231	0.046024	0.044059
Meth__cg01817029__TRHDE	0.6172	0.063713	0.6215	0.60244	0.061301	0.65461	0.67675	0.58033	0.53438	0.50492	0.059235	0.2711	0.72204	0.55622	0.70425	0.14793	0.16088	0.12236	0.43718	0.23146	0.091453	0.10916	0.85383	0.062897	0.11804	0.90502	0.074052	0.075509	0.18164	0.060165	0.44217	0.063227	0.8025	0.14118	0.082581	0.17564
Meth__cg08210616__ZNF502	0.8538	0.071199	0.08054	0.83655	0.27249	0.31149	0.8168	0.86536	0.079035	0.39156	0.83127	0.073918	0.63679	0.088518	0.082533	0.20359	0.23818	0.071943	0.59422	0.25855	0.18191	0.4459	0.53921	0.083609	0.24635	0.58191	0.19133	0.092692	0.24043	0.10121	0.15523	0.086401	0.28857	0.11747	0.38156	0.28897
Meth__cg01731685__IL17R	0.37647	0.45195	0.82848	0.61803	0.32924	0.090887	0.64904	0.32563	0.040625	0.38848	0.09744	0.52015	0.49005	0.10443	0.074706	0.040661	0.10766	0.018433	0.40935	0.68685	0.088502	0.32082	0.14194	0.572	0.26916	0.2893	0.40455	0.032373	0.04102	0.056704	0.41133	0.24109	0.19279	0.1343	0.15419	0.19033
Meth__cg15911500__ERCC1	0.026427	0.023171	0.02487	0.026662	0.015932	0.026057	0.033482	0.021475	0.021184	0.027832	0.030527	0.014429	0.062968	0.024922	0.022717	0.023284	0.058698	0.025258	0.027175	0.032181	0.027892	0.018377	0.046999	0.029633	0.047349	0.18119	0.039812	0.023737	0.023298	0.023614	0.020614	0.024038	0.021302	0.051994	0.02905	0.02528
Meth__cg21091679__ELL2	0.11919	0.042062	0.053099	0.87698	0.76361	0.32637	0.54614	0.047184	0.16652	0.49894	0.055378	0.13851	0.42	0.19813	0.052538	0.034349	0.096141	0.052056	0.39737	0.83628	0.037972	0.59342	0.0636	0.51889	0.049012	0.81504	0.075776	0.024916	0.055427	0.042357	0.43713	0.072486	0.88641	0.093505	0.16102	0.36102
Meth__cg25448636__FLCN	0.030023	0.034145	0.029506	0.031067	0.09201	0.026761	0.036393	0.34646	0.032222	0.029961	0.031826	0.038851	0.032329	0.033239	0.029044	0.030002	0.044462	0.019825	0.035347	0.049313	0.031382	0.03201	0.041963	0.021608	0.048937	0.11296	0.060802	0.93113	0.032232	0.038435	0.044317	0.032327	0.032015	0.049853	0.03387	0.042256
Meth__cg25827112__TESK2	0.018031	0.017499	0.029385	0.035596	0.020422	0.01868	0.019163	0.02375	0.013239	0.030205	0.024989	0.020843	0.039259	0.01507	0.019756	0.016696	0.05015	0.015206	0.022041	0.017074	0.022717	0.014025	0.038151	0.023311	0.01858	0.036526	0.020107	0.16888	0.016181	0.015732	0.013475	0.017842	0.014544	0.055825	0.019517	0.022479
Meth__cg06479426__SLCO4A1	0.044132	0.038473	0.074175	0.046408	0.026472	0.038085	0.15906	0.035555	0.063489	0.060184	0.040625	0.074502	0.07578	0.065624	0.038552	0.03923	0.083787	0.075217	0.047368	0.56291	0.44254	0.040885	0.92324	0.046442	0.045577	0.089423	0.09521	0.047936	0.034171	0.024218	0.051724	0.025627	0.035888	0.13045	0.03606	0.035111
Meth__cg20029652__PGBD1	0.13387	0.053372	0.055841	0.062228	0.1619	0.041018	0.86096	0.57047	0.035635	0.13054	0.074735	0.14444	0.86122	0.058263	0.044337	0.042048	0.17565	0.042676	0.051119	0.10565	0.064587	0.043869	0.18974	0.046168	0.093004	0.12974	0.059391	0.045883	0.046731	0.055606	0.70534	0.082854	0.91891	0.063773	0.065139	0.067343
Meth__cg13243219__MDS1	0.094203	0.053205	0.068851	0.076076	0.055473	0.17864	0.077174	0.10513	0.098281	0.062923	0.42189	0.49524	0.18054	0.10416	0.082871	0.14946	0.18653	0.060935	0.06323	0.073335	0.082634	0.064443	0.10987	0.07223	0.20837	0.1034	0.082081	0.061713	0.081497	0.089356	0.069053	0.058967	0.068433	0.074576	0.077595	0.078299
Meth__cg09637363__CCND1	0.080986	0.063358	0.1952	0.15303	0.076728	0.87259	0.085539	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.15756	0.66137	0.33031	0.14023	0.31323	0.15962	0.079203	0.86545	0.32142	0.21876	0.1339	0.1809	0.12074	0.11749	0.85268	0.84357	0.76051	0.071066	0.065378	0.087831	0.28873	0.33639	0.10812
Meth__cg18652941__CD44	0.042852	0.023814	0.034297	0.045643	0.020994	0.024227	0.19243	0.054085	0.023441	0.030333	0.05896	0.015854	0.047765	0.041342	0.030591	0.026599	0.06252	0.019217	0.031779	0.028047	0.037259	0.041652	0.056568	0.043569	0.036713	0.80789	0.048337	0.029091	0.029787	0.028107	0.41287	0.030579	0.18408	0.051927	0.028694	0.026179
Meth__cg26488636__TALDO1	0.043432	0.041829	0.046115	0.057708	0.070947	0.050061	0.064185	0.03652	0.035667	0.070692	0.046248	0.072605	0.089675	0.051048	0.061847	0.044433	0.12084	0.04801	0.052335	0.15922	0.35032	0.047103	0.16119	0.060901	0.062627	0.13914	0.12793	0.042548	0.037432	0.067412	0.073304	0.040845	0.0328	0.058916	0.0609	0.061726
Meth__cg06023257__GAB2	0.02621	0.039296	0.31432	0.072996	0.21908	0.4323	0.51052	0.056091	0.023484	0.1023	0.22371	0.036277	0.27059	0.029087	0.52117	0.051717	0.077693	0.021551	0.034183	0.10984	0.039764	0.37123	0.66093	0.038974	0.068157	0.5831	0.059994	0.066581	0.029387	0.043053	0.38825	0.024611	0.14613	0.11043	0.025373	0.35641
Meth__cg18173454__NMT2	0.058612	0.39684	0.096517	0.10352	0.14231	0.05502	0.11332	0.22384	0.069127	0.15952	0.052682	0.03168	0.079794	0.074394	0.064852	0.051841	0.12473	0.046954	0.093616	0.15121	0.067767	0.14395	0.099636	0.063449	0.072776	0.13139	0.26513	0.066409	0.057966	0.071738	0.2703	0.077325	0.10726	0.0981	0.053993	0.15346
Meth__cg11373429__ICAM5	0.18049	0.15434	0.12744	0.25949	0.12652	0.09973	0.13318	0.16242	0.085228	0.13475	0.12623	0.12516	0.80139	0.095706	0.88259	0.12868	0.23023	0.10426	0.76884	0.53877	0.58669	0.49186	0.26576	0.63148	0.18095	0.81709	0.17316	0.31829	0.09907	0.14835	0.14246	0.14127	0.87843	0.30461	0.25394	0.22885
Meth__cg15350194__FAM70B	0.074846	0.032291	0.24839	0.25602	0.22498	0.78766	0.23178	0.28558	0.58805	0.16723	0.33781	0.61589	0.35046	0.49376	0.34773	0.088673	0.03473	0.51813	0.077772	0.55173	0.61476	0.062234	0.15123	0.21875	0.02993	0.097322	0.084369	0.057042	0.04392	0.61617	0.022475	0.04185	0.93225	0.072935	0.066651	0.097335
Meth__cg13237906__SLC26A2	0.032831	0.031732	0.054077	0.089626	0.035367	0.028484	0.04499	0.052462	0.034802	0.035289	0.034827	0.020757	0.076542	0.039031	0.044036	0.033136	0.091117	0.02879	0.038755	0.044973	0.034338	0.031697	0.047687	0.029899	0.079713	0.04946	0.076407	0.023816	0.021506	0.025026	0.039066	0.034285	0.046902	0.084087	0.043118	0.029439
Meth__cg15642326__MARK4	0.025694	0.022281	0.025072	0.064772	0.076403	0.028949	0.23921	0.46758	0.030838	0.040401	0.031191	0.026333	0.152	0.03188	0.023256	0.053248	0.030265	0.016762	0.17546	0.043189	0.036003	0.026316	0.036932	0.034022	0.028596	0.1235	0.059972	0.043452	0.02391	0.032102	0.02557	0.034921	0.035461	0.041348	0.33942	0.052418
Meth__cg04096365__IFI30	0.023424	0.034122	0.033559	0.043384	0.022103	0.032788	0.028267	0.018112	0.02426	0.30813	0.020066	0.31459	0.039148	0.020111	0.03429	0.034238	0.053942	0.017741	0.040432	0.075196	0.023108	0.023804	0.051681	0.023705	0.061423	0.046659	0.065069	0.020448	0.020528	0.021221	0.1447	0.02531	0.030026	0.045427	0.038636	0.077021
Meth__cg20673075__STK3	0.087833	0.074197	0.2024	0.3316	0.23426	0.065339	0.19136	0.061096	0.10229	0.21671	0.082952	0.057424	0.25264	0.16562	0.071546	0.056228	0.12818	0.051286	0.14457	0.55369	0.068223	0.16136	0.1493	0.27247	0.25565	0.29638	0.14166	0.049205	0.059452	0.066866	0.54466	0.09629	0.22316	0.23657	0.1196	0.60233
Meth__cg15582789__SLC35D2	0.11078	0.61572	0.5331	0.21061	0.095183	0.10448	0.13917	0.23728	0.43785	0.22826	0.087674	0.51797	0.3454	0.51971	0.084568	0.062643	0.18319	0.21241	0.12805	0.14038	0.25283	0.2527	0.48288	0.24048	0.3186	0.81351	0.16694	0.084739	0.065178	0.86347	0.86098	0.85461	0.89032	0.16536	0.15248	0.4305
Meth__cg06237414__MTX1	0.03269	0.022951	0.039732	0.033157	0.020872	0.017521	0.028634	0.036383	0.022708	0.024412	0.021527	0.0215	0.037209	0.024078	0.017663	0.019677	0.057339	0.02138	0.039178	0.025629	0.032582	0.032621	0.055038	0.033109	0.024943	0.047669	0.030328	0.024841	0.026309	0.022517	0.017759	0.022386	0.022738	0.084009	0.023592	0.022332
Meth__cg17687883__MTHFD2	0.07894	0.028438	0.27615	0.27386	0.18291	0.71266	0.45077	0.056454	0.14802	0.13617	0.041355	0.047871	0.11538	0.10153	0.038392	0.046392	0.31776	0.63761	0.061708	0.29805	0.033051	0.029061	0.45879	0.049492	0.11961	0.082901	0.039159	0.12127	0.14456	0.070382	0.029584	0.050162	0.036905	0.28571	0.046695	0.036282
Meth__cg21368354__FLJ10769	0.057887	0.064914	0.077559	0.052091	0.034497	0.037366	0.058717	0.038527	0.070334	0.050787	0.057238	0.047029	0.30173	0.0745	0.044437	0.036182	0.071797	0.042501	0.065004	0.058357	0.051418	0.040113	0.11681	0.052008	0.052534	0.12241	0.099475	0.031733	0.037456	0.038684	0.63925	0.065646	0.049583	0.2337	0.06426	0.048482
Meth__cg07122126__ZNF8	0.045161	0.038274	0.044571	0.040057	0.032817	0.030888	0.046656	0.033645	0.025093	0.032945	0.048973	0.016527	0.092048	0.030031	0.03259	0.036177	0.088221	0.030601	0.038117	0.034289	0.047536	0.024373	0.12296	0.04588	0.050496	0.10233	0.048431	0.034987	0.035267	0.027735	0.028342	0.031788	0.030564	0.055031	0.040161	0.035443
