Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg26530341__TNFRSF10A	0.75204	0.044519	0.73686	0.87272	0.93805	0.6628	0.059584	0.07739	0.06511	0.26655	0.084498	0.049957	0.6703	0.16649	0.10845	0.94682	0.057085	0.10204	0.89944	0.93152	0.30813	0.07967	0.086227	0.09589	0.63392	0.044356	0.075584	0.054719	0.18824	0.36374	0.77654
Meth__cg19555986__MAP7	0.050481	0.041272	0.050463	0.047261	0.81842	0.055634	0.032761	0.055203	0.045966	0.063799	0.083128	0.040647	0.055549	0.28449	0.12061	0.20725	0.047089	0.046887	0.054662	0.04084	0.83509	0.043678	0.09049	0.066767	0.073744	0.043605	0.049809	0.0399	0.098222	0.054709	0.047772
Meth__cg03391040__ZNF420	0.044302	0.034536	0.038582	0.027768	0.033863	0.04934	0.03798	0.03392	0.037416	0.024105	0.065096	0.028289	0.025988	0.03013	0.096331	0.02831	0.032037	0.042547	0.030622	0.026485	0.27859	0.040368	0.11249	0.10187	0.030714	0.028651	0.029534	0.028357	0.043113	0.030341	0.034638
RS_G18787__SERPINB2__SERPINB2	0	0	0	0	1.1115	0	3.2226	0	0.68625	7.0426	1.6439	0	3.9413	0.41102	8.0819	6.2158	0	0	0	0.75171	0.56362	0	0.38777	0	0	4.3306	3.1332	0	0	2.543	5.4605
Meth__cg10770529__ZNF274	0.38204	0.016856	0.13648	0.022882	0.019331	0.024351	0.019845	0.026513	0.054063	0.013897	0.036405	0.43078	0.032254	0.015861	0.030279	0.01615	0.050586	0.16667	0.020191	0.023506	0.026176	0.15435	0.033598	0.040006	0.024504	0.025529	0.027212	0.033969	0.031726	0.02596	0.02984
Meth__cg15415509__ADRB2	0.18859	0.087709	0.1756	0.15547	0.34274	0.10198	0.16782	0.23504	0.87674	0.79292	0.30218	0.14435	0.372	0.15961	0.53248	0.21776	0.12955	0.20029	0.1462	0.16834	0.16573	0.18096	0.24716	0.16965	0.10629	0.21492	0.12387	0.20745	0.34709	0.23195	0.23127
RS_G5079__IFIT2__IFIT2	3.9033	0.57291	1.0182	4.2654	1.9049	0.74433	3.1547	3.692	11.0262	6.1426	6.1351	3.4737	2.9153	3.2552	8.711	2.4582	0.97812	1.9047	3.7406	0.8432	6.3895	1.2038	1.6276	0	0.49342	3.8401	5.7031	2.3313	3.0752	1.0737	1.03
Meth__cg10545682__TUFT1	0.027705	0.025012	0.039087	0.027034	0.034422	0.035816	0.021202	0.040228	0.11382	0.035806	0.058164	0.021687	0.035201	0.03661	0.25218	0.028145	0.026187	0.03398	0.031467	0.025819	0.057545	0.033343	0.062137	0.04402	0.49067	0.035652	0.026841	0.025837	0.057379	0.031686	0.030802
Meth__cg24751129__GNMT	0.043883	0.032461	0.03855	0.043119	0.97311	0.060176	0.64365	0.054782	0.94092	0.59977	0.44173	0.029946	0.23701	0.9499	0.097011	0.95368	0.2285	0.084266	0.11061	0.072045	0.93344	0.046872	0.13716	0.104	0.89644	0.32309	0.034706	0.10769	0.099678	0.045469	0.059799
Meth__cg26831415__EFHA2	0.95279	0.035889	0.9649	0.02927	0.024531	0.9594	0.035559	0.036742	0.054854	0.065959	0.54088	0.28313	0.034476	0.051866	0.14235	0.024772	0.90309	0.76736	0.080148	0.49481	0.039973	0.11471	0.91688	0.072047	0.038069	0.032897	0.037606	0.96193	0.069995	0.55147	0.40207
Meth__cg06437004__LDHB	0.71664	0.046459	0.58354	0.4522	0.045803	0.9131	0.037061	0.057247	0.047387	0.06485	0.56611	0.67372	0.42439	0.038202	0.070586	0.030881	0.8885	0.89914	0.92063	0.090638	0.061648	0.058185	0.86239	0.1302	0.033337	0.044269	0.057227	0.03705	0.48461	0.71358	0.86612
RS_G5810__CD70__CD70	2.1298	0	0	0	9.7205	0	0	0	2.6289	7.8922	0	0	6.1861	6.9112	1.3388	6.277	2.7908	0	0	0	0	0	0	0	9.1854	7.1955	0	1.9353	4.0443	2.2205	0
Meth__cg05520656__ZNF681	0.67269	0.44704	0.062559	0.044407	0.046438	0.14342	0.88327	0.063317	0.065909	0.085169	0.14198	0.06095	0.35063	0.063352	0.087834	0.1397	0.04801	0.54939	0.054255	0.12568	0.77339	0.067756	0.60428	0.53934	0.065443	0.038444	0.057871	0.94539	0.078957	0.6342	0.62945
Meth__cg12406559__ZNF532	0.91344	0.93042	0.86113	0.65717	0.065192	0.83474	0.076037	0.83341	0.12665	0.16352	0.19673	0.075748	0.1885	0.032781	0.11551	0.073847	0.89921	0.91448	0.93584	0.88756	0.19709	0.47903	0.24529	0.91357	0.10545	0.050257	0.12405	0.9	0.16723	0.34716	0.78647
Meth__cg22571217__DAPK1	0.27977	0.081953	0.078159	0.1872	0.092441	0.79084	0.054684	0.063623	0.057939	0.057002	0.091208	0.056019	0.055962	0.045023	0.095824	0.24183	0.76575	0.6644	0.056929	0.044116	0.66255	0.054923	0.15678	0.1094	0.047364	0.035006	0.047098	0.068969	0.048199	0.060966	0.054797
Meth__cg17213552__DLAT	0.036392	0.053985	0.06083	0.050325	0.37854	0.041429	0.044812	0.059436	0.12341	0.045533	0.27516	0.030947	0.08185	0.053742	0.047837	0.43491	0.029301	0.038068	0.050686	0.032529	0.081647	0.038944	0.068438	0.049148	0.034129	0.040961	0.027084	0.026331	0.044739	0.032307	0.043247
Meth__cg06186861__ZNF501	0.87074	0.049734	0.79956	0.054842	0.91917	0.89038	0.9266	0.077431	0.87701	0.15439	0.75688	0.37534	0.068877	0.067059	0.10883	0.056629	0.73613	0.46592	0.27569	0.066858	0.6073	0.44239	0.39256	0.07561	0.049744	0.088205	0.084758	0.094812	0.11483	0.089722	0.21957
Meth__cg17849956__ZNF304	0.045046	0.039789	0.042904	0.021452	0.041315	0.038655	0.29504	0.034445	0.040712	0.029371	0.094123	0.017474	0.038502	0.03161	0.080075	0.031946	0.055776	0.038882	0.028678	0.030166	0.075003	0.037822	0.050518	0.053801	0.037661	0.031643	0.027274	0.029974	0.10935	0.041051	0.030415
Meth__cg00090147__GATA4	0.96481	0.047012	0.03494	0.037751	0.8471	0.70038	0.97585	0.035797	0.6618	0.48422	0.93917	0.14877	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.98045	0.51607	0.86093	0.056198	0.087368	0.13781	0.17306	0.081174	0.42637	0.95514	0.79777	0.75445
RS_G18796__ZNF323__ZNF323	4.0592	4.7404	4.0046	3.0955	0.64925	4.6182	4.4034	1.871	1.786	2.5334	3.3804	8.9602	4.7592	3.1953	5.4161	2.505	2.6108	3.7035	3.4829	4.5911	2.41	4.2997	3.2401	4.3569	1.7508	4.3278	7.3598	3.8048	3.1218	2.4992	3.5796
Meth__cg03169715__HAS3	0.041348	0.045842	0.07138	0.12115	0.044403	0.53003	0.67242	0.36643	0.48049	0.051226	0.10798	0.20607	0.12825	0.049928	0.078481	0.03516	0.62924	0.57483	0.038298	0.048824	0.8601	0.10527	0.088253	0.077265	0.054463	0.035785	0.039198	0.51452	0.12591	0.15032	0.39123
Meth__cg05215575__FLJ25410	0.034379	0.032988	0.038619	0.023176	0.83166	0.035623	0.92576	0.029324	0.75914	0.85146	0.41107	0.028859	0.58972	0.93361	0.44368	0.045638	0.033524	0.027996	0.031053	0.07105	0.072207	0.026062	0.060245	0.046246	0.62613	0.36891	0.036967	0.09767	0.18883	0.039973	0.027926
Meth__cg23799313__PAQR7	0.074643	0.03129	0.090851	0.053866	0.443	0.043641	0.32986	0.053814	0.082471	0.083239	0.081552	0.047554	0.11418	0.37085	0.12001	0.34088	0.064523	0.090024	0.067745	0.19927	0.6003	0.077852	0.066436	0.074615	0.51678	0.12556	0.029076	0.029388	0.22172	0.037208	0.04449
RS_G1552__TCF7__TCF7	0.61235	1.4587	0.64978	2.1217	4.4365	2.2157	4.4352	1.8359	1.2298	4.6643	2.1895	2.2238	5.6227	5.6906	6.4672	6.8571	2.1142	1.3186	4.4461	5.9443	3.0334	2.127	0	1.9959	10.0385	4.341	5.0887	0.4835	3.2071	3.3383	1.8283
Meth__cg06101212__CLDN3	0.035757	0.11814	0.54153	0.015265	0.97301	0.023661	0.031141	0.10512	0.87432	0.044052	0.60086	0.013963	0.89205	0.34195	0.07884	0.90927	0.01543	0.022708	0.022612	0.76288	0.86085	0.045105	0.058729	0.36341	0.8962	0.19426	0.014246	0.022863	0.024562	0.69657	0.59938
Meth__cg06121469__KIAA1840	0.031845	0.035177	0.2548	0.055885	0.12272	0.029418	0.32407	0.04789	0.77762	0.13206	0.095393	0.053709	0.04982	0.19034	0.051279	0.91909	0.070963	0.09875	0.13586	0.062951	0.092991	0.059305	0.25811	0.055885	0.043027	0.71648	0.035823	0.054833	0.046445	0.038767	0.15942
Meth__cg19853229__PLEKHG2	0.040575	0.032801	0.15529	0.040533	0.035309	0.039733	0.028978	0.066756	0.043374	0.047996	0.31811	0.034984	0.10221	0.036525	0.092332	0.03212	0.027679	0.037237	0.040809	0.03382	0.081598	0.035714	0.080979	0.049311	0.24626	0.029569	0.031934	0.39284	0.050078	0.034771	0.040253
Meth__cg10862848__GNMT	0.083171	0.10758	0.098375	0.11497	0.96915	0.093602	0.45752	0.094028	0.76394	0.27473	0.6165	0.06715	0.28875	0.39957	0.098237	0.90082	0.29732	0.077794	0.076393	0.12441	0.9181	0.08944	0.086146	0.10795	0.74142	0.33027	0.082896	0.93574	0.17859	0.1462	0.56722
RS_G6637__RARA__RARA	7.4958	9.1151	6.2662	9.3666	5.5867	8.6755	5.3	8.1484	6.2953	5.8682	7.1367	6.3018	6.4304	5.9595	5.8703	6.0758	9.2031	7.118	7.7675	7.7624	5.7313	7.2389	5.8846	8.386	6.6856	6.8134	7.2525	6.8151	8.3269	8.5605	8.8544
Meth__cg26677448__PAX2	0.055217	0.034816	0.059781	0.047982	0.050929	0.086744	0.84997	0.044162	0.068906	0.037296	0.079432	0.29089	0.064816	0.044314	0.1416	0.043939	0.69652	0.699	0.047306	0.071982	0.8835	0.052369	0.1243	0.078807	0.037268	0.43662	0.031878	0.23788	0.078388	0.087003	0.042624
Meth__cg15185794__PADI2	0.048874	0.072828	0.064769	0.053857	0.5231	0.064702	0.088101	0.059159	0.84108	0.075539	0.10317	0.050555	0.047613	0.53038	0.14213	0.33486	0.048466	0.062526	0.06509	0.046304	0.38527	0.067213	0.087737	0.07169	0.1094	0.1065	0.056706	0.049028	0.096677	0.045847	0.063991
Meth__cg18697049__CDC2L6	0.042648	0.090386	0.045081	0.021638	0.02772	0.05	0.73834	0.027202	0.050685	0.032002	0.069722	0.018314	0.029871	0.031427	0.058748	0.020099	0.029371	0.056385	0.029315	0.019646	0.07132	0.044485	0.10663	0.11958	0.030447	0.023345	0.019206	0.017113	0.072107	0.030185	0.041797
RS_G9825__PRDM8__PRDM8	0	0.22311	0.14198	0	1.2978	0	1.8698	0	0.059588	0.72884	1.1762	0	0	3.6636	2.422	4.8363	0	0	0.61495	0.10572	6.586	0.45871	0	0	8.9585	1.6272	0	0	0	0	1.5376
Meth__cg08465862__PFKP	0.047638	0.043004	0.089132	0.066439	0.042329	0.076019	0.048938	0.048854	0.11021	0.12123	0.13826	0.16334	0.047907	0.050495	0.088151	0.056075	0.10494	0.35349	0.044145	0.067505	0.097775	0.5543	0.31078	0.099529	0.043431	0.034108	0.04191	0.10468	0.059225	0.090795	0.048048
RS_G3353__PCOLCE__PCOLCE	4.0183	5.2358	1.1229	5.5231	3.7061	5.7569	5.089	3.627	7.1177	3.3519	3.6393	6.3141	2.6715	3.9957	5.2853	11.1461	6.55	5.4564	4.6127	4.4436	4.1729	5.0075	5.2591	5.918	5.68	5.8965	2.4232	5.2198	4.189	6.6508	5.133
RS_G3514__ACTA2__ACTA2	1.4899	0.17287	2.2023	3.075	12.7191	6.5566	1.9507	1.9902	4.283	4.8169	3.5235	3.9435	12.9136	9.2125	4.7159	8.2158	8.823	4.6158	0	6.0772	3.4109	1.6547	2.3654	0	8.7349	3.9007	5.1671	4.4277	7.0622	4.7747	5.8747
Meth__cg05385377__TMEM51	0.24074	0.27722	0.41854	0.65565	0.61868	0.62256	0.21245	0.45604	0.056117	0.030242	0.063114	0.48718	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.080689	0.10193	0.16517	0.60126	0.39074	0.16636	0.048656	0.049815	0.08948	0.37095	0.19448	0.099321	0.12459
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.061269	0.14912	0.94983	0.062792	0.45757	0.56801	0.066991	0.079759	0.055673	0.07363	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.62439	0.58584	0.12755	0.099023	0.52372	0.10767	0.069983	0.062721	0.044495	0.35217	0.10826	0.058762	0.053247
Meth__cg03614513__TSPAN2	0.64097	0.080154	0.58168	0.57495	0.66716	0.90999	0.12307	0.24883	0.44108	0.063286	0.90752	0.89049	0.058805	0.26421	0.099464	0.057091	0.655	0.68713	0.17613	0.051752	0.4355	0.084308	0.8701	0.10452	0.064512	0.055103	0.61244	0.48208	0.10559	0.20165	0.4174
Meth__cg12261786__C10orf116	0.055192	0.076407	0.086654	0.25183	0.79058	0.059696	0.35098	0.095511	0.85332	0.32231	0.23151	0.1329	0.60708	0.31703	0.51424	0.80352	0.209	0.49166	0.10206	0.16026	0.80206	0.08272	0.26357	0.13282	0.77301	0.71877	0.040245	0.046875	0.096252	0.15557	0.0847
Meth__cg18676803__MYNN	0.053143	0.029407	0.03658	0.025103	0.032864	0.058164	0.062945	0.039768	0.042478	0.028549	0.084237	0.031732	0.048683	0.024687	0.088538	0.031348	0.037362	0.056869	0.056441	0.028057	0.075927	0.052462	0.062511	0.056202	0.027618	0.021113	0.032205	0.026059	0.094997	0.050869	0.039494
Meth__cg02062650__HCFC1R1	0.03147	0.019576	0.052872	0.027453	0.059975	0.034744	0.036045	0.029808	0.038475	0.27621	0.070997	0.03566	0.061224	0.36703	0.1192	0.16399	0.020782	0.041731	0.038627	0.059956	0.065952	0.032613	0.045775	0.048166	0.02155	0.023478	0.026401	0.041188	0.046469	0.027698	0.026588
RS_G6523__AKAP12__AKAP12	0.48642	0.34772	0.16809	2.1495	5.5885	0.33163	6.7678	3.3321	2.3494	4.1382	1.0678	0	2.8552	8.078	0	5.7452	2.4205	3.1946	0.68596	1.622	8.2417	0.16066	0.07179	0	4.598	3.5179	0.14966	0.9599	3.6759	0.4458	0.6065
Meth__cg22152328__MX1	0.41445	0.081711	0.76703	0.023546	0.72868	0.587	0.89795	0.057066	0.023423	0.022848	0.90505	0.016348	0.93339	0.018942	0.03178	0.018204	0.95556	0.91143	0.45848	0.020919	0.59196	0.91837	0.6299	0.061172	0.098605	0.028749	0.024637	0.8889	0.099882	0.66009	0.79613
RS_G17307__KRT14__KRT14	0.24717	1.1678	1.781	1.2666	2.595	1.5424	12.9384	3.3626	2.6226	10.8786	2.5079	0.55228	9.1398	0	7.7913	12.0549	2.3875	0.29759	0.44893	10.8776	0.91201	0.29051	5.7017	0.54968	0	7.0103	6.5301	0.71452	0.85755	0.41714	0.5899
RS_G7939__LL22NC03-75B3.6__LL22NC03-75B3.6	2.4782	0.1394	0.49211	1.2766	4.5176	0.15466	4.1286	0.053937	1.2511	4.4105	0.61415	0	3.9325	6.1773	0.071757	8.1771	0.83738	0	1.5554	1.6898	2.2202	0.76908	0.13865	0.10411	3.9719	0	4.6122	0.63433	0.25885	0.21832	0.31876
Meth__cg15983538__SEMA4A	0.055037	0.074217	0.22341	0.063748	0.84618	0.24595	0.15183	0.082469	0.094494	0.10354	0.11895	0.066634	0.36339	0.8837	0.14457	0.2754	0.097663	0.1093	0.07786	0.11403	0.81885	0.082458	0.11087	0.074811	0.21347	0.36508	0.04243	0.084733	0.11846	0.066837	0.068948
Meth__cg13084429__VWA2	0.065969	0.066077	0.098901	0.060597	0.90433	0.093978	0.3681	0.078803	0.30751	0.09552	0.36827	0.074335	0.62306	0.080465	0.09725	0.18899	0.045272	0.070183	0.10272	0.056229	0.88151	0.067477	0.15017	0.11047	0.088647	0.10833	0.048411	0.7156	0.15128	0.048228	0.078123
Meth__cg02090283__CNTNAP3	0.65753	0.01852	0.20305	0.02606	0.55681	0.96963	0.11376	0.036881	0.028401	0.46535	0.45348	0.036285	0.025037	0.02032	0.054054	0.02191	0.45864	0.50857	0.25249	0.50364	0.079448	0.33247	0.45102	0.05119	0.02894	0.018743	0.028244	0.45055	0.040733	0.14757	0.11291
Meth__cg26211698__FLJ22639	0.068702	0.059266	0.042215	0.042399	0.029868	0.054273	0.041187	0.041952	0.044893	0.044652	0.44759	0.030518	0.03897	0.045657	0.064694	0.026207	0.032216	0.080667	0.043715	0.034458	0.10435	0.055656	0.074977	0.079825	0.030284	0.030394	0.027515	0.029347	0.11875	0.045627	0.044037
Meth__cg17421623__C3orf9	0.046675	0.25988	0.79181	0.16974	0.035664	0.051555	0.040892	0.14128	0.029248	0.041112	0.12045	0.28578	0.12944	0.033606	0.051361	0.035977	0.069151	0.13808	0.087992	0.23217	0.076021	0.32242	0.053115	0.20803	0.03135	0.031522	0.043513	0.03547	0.062239	0.074472	0.11036
Meth__cg03161839__ARHGEF1	0.029776	0.029312	0.042661	0.30068	0.092332	0.067432	0.44848	0.043526	0.033575	0.05344	0.041053	0.025391	0.13803	0.04688	0.10158	0.0308	0.031652	0.034415	0.090845	0.049949	0.045608	0.1031	0.061168	0.042493	0.0426	0.035414	0.039162	0.041321	0.071793	0.030918	0.059095
Meth__cg13804316__XKR8	0.058245	0.24737	0.67695	0.1692	0.58144	0.066757	0.058392	0.073537	0.16236	0.34174	0.2567	0.14932	0.11254	0.12879	0.084186	0.255	0.063254	0.063769	0.076268	0.063772	0.68213	0.069225	0.11592	0.22438	0.096406	0.06594	0.067534	0.047966	0.073903	0.053742	0.069663
Meth__cg20695587__TMPRSS11F	0.20238	0.12043	0.11858	0.096742	0.16994	0.09214	0.57139	0.12716	0.69178	0.22125	0.11706	0.086827	0.80109	0.86621	0.21065	0.10669	0.097585	0.098436	0.15816	0.19054	0.76667	0.10025	0.15465	0.1725	0.66442	0.12962	0.086231	0.20968	0.17548	0.138	0.093188
Meth__cg13274713__TBX2	0.23492	0.049063	0.063391	0.022078	0.027338	0.05304	0.084323	0.036151	0.066438	0.032835	0.090959	0.018718	0.034803	0.056089	0.11315	0.017272	0.42929	0.46282	0.030955	0.019549	0.9021	0.069966	0.92237	0.04577	0.019348	0.024272	0.027333	0.019339	0.061069	0.54308	0.47082
Meth__cg14679587__GLS2	0.05454	0.049068	0.13271	0.043678	0.40479	0.309	0.042036	0.064646	0.90669	0.086657	0.097169	0.028278	0.58478	0.49958	0.10749	0.095141	0.48915	0.058698	0.062371	0.03993	0.45328	0.062739	0.09496	0.063349	0.1135	0.073403	0.052281	0.31079	0.18777	0.056772	0.050358
Meth__cg22821324__GPM6A	0.05711	0.050558	0.060357	0.054623	0.13555	0.10202	0.093939	0.052227	0.36349	0.39945	0.56179	0.041102	0.057152	0.18135	0.30764	0.10893	0.047046	0.065299	0.12002	0.044601	0.075614	0.047932	0.54615	0.10194	0.096362	0.067076	0.042868	0.90147	0.13599	0.041248	0.051567
Meth__cg08074477__TNS4	0.021748	0.020685	0.59635	0.35348	0.70967	0.031675	0.047032	0.17751	0.76686	0.046889	0.055176	0.59885	0.38846	0.92439	0.59372	0.8922	0.29535	0.095608	0.028108	0.028414	0.8409	0.037153	0.54342	0.060972	0.56181	0.026252	0.031141	0.017981	0.054184	0.33858	0.62014
Meth__cg01431114__PDE10A	0.6264	0.16348	0.11535	0.056697	0.82143	0.91408	0.097706	0.071654	0.52159	0.35937	0.57443	0.11998	0.069374	0.11161	0.1275	0.041779	0.66811	0.30439	0.34899	0.66046	0.22385	0.076621	0.26349	0.12418	0.058424	0.054895	0.067903	0.1933	0.89584	0.36874	0.061817
Meth__cg08820801__FBXO17	0.93584	0.80773	0.97276	0.033358	0.016496	0.79433	0.01796	0.56912	0.031096	0.064203	0.95169	0.21527	0.019565	0.014604	0.43192	0.014157	0.058838	0.82559	0.21231	0.93175	0.031208	0.72689	0.89326	0.85478	0.02684	0.019343	0.84976	0.016953	0.048014	0.79033	0.95731
Meth__cg16986846__SCGB2A1	0.075058	0.036625	0.21086	0.39271	0.63391	0.088225	0.62762	0.55006	0.60803	0.13615	0.10046	0.034849	0.18538	0.73309	0.12784	0.057083	0.056342	0.15278	0.60775	0.36938	0.22244	0.14196	0.10639	0.10301	0.13376	0.37671	0.030384	0.06277	0.097322	0.17054	0.058859
Meth__cg08210616__ZNF502	0.8538	0.071199	0.83655	0.27249	0.31149	0.8168	0.86536	0.39156	0.83127	0.073918	0.63679	0.62838	0.082533	0.20359	0.23818	0.071943	0.75719	0.59422	0.25855	0.4459	0.53921	0.083609	0.58191	0.19133	0.092692	0.24043	0.086401	0.28857	0.11747	0.28897	0.17659
RS_G4079__SOD2__SOD2	8.0711	9.1833	7.861	6.7918	9.3326	7.7998	8.4369	7.834	14.1926	8.5657	8.4754	7.2925	9.7581	7.9585	9.8684	8.2326	7.3797	7.2073	8.6993	9.178	8.6178	7.51	6.3814	8.6168	8.7879	11.3914	7.7877	8.591	7.1116	7.2536	8.3901
RS_G2174__SCARF2__SCARF2	0.99226	1.4054	2.0403	4.0099	8.0048	1.1916	4.052	2.1618	7.3407	2.7189	3.7544	2.5177	3.7682	5.4166	2.3726	7.7584	3.9993	1.8754	0.69889	2.52	2.3524	4.2897	4.5508	0	7.0169	3.4351	2.0464	2.4421	4.3461	4.064	4.2022
Meth__cg07473175__AMIGO2	0.04225	0.043518	0.057197	0.038041	0.03376	0.037565	0.02472	0.051827	0.8596	0.047224	0.082188	0.049438	0.26337	0.25893	0.12306	0.043465	0.054569	0.044907	0.85862	0.031229	0.080373	0.039247	0.11935	0.11652	0.045313	0.03788	0.09379	0.12505	0.17572	0.047539	0.04433
Meth__cg05337441__APOB	0.063603	0.030815	0.30368	0.06024	0.08168	0.11445	0.10999	0.045242	0.36328	0.27217	0.32117	0.023443	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.098845	0.11382	0.046236	0.11928	0.045032	0.052087	0.035091	0.036821	0.088126	0.089299	0.039527	0.043158
Meth__cg26195812__DPYSL5	0.53257	0.17242	0.10584	0.08453	0.86864	0.49666	0.97792	0.055781	0.34117	0.11463	0.49538	0.33972	0.13978	0.06218	0.15571	0.15049	0.78261	0.74026	0.068034	0.68724	0.89156	0.2778	0.9239	0.12134	0.047767	0.090385	0.053839	0.60926	0.83192	0.12957	0.047506
RS_G9462__TAGLN__TAGLN	2.8945	4.626	4.3649	5.0176	12.9074	2.7645	8.6642	6.7896	7.2393	8.3802	3.7555	5.0574	12.7347	3.7073	4.379	11.2783	6.5618	4.1273	4.3295	8.1001	7.1779	5.9616	5.788	4.45	5.9423	5.8261	5.9848	2.3748	5.4031	4.2217	3.2621
Meth__cg07218880__UPF3A	0.079695	0.79918	0.25296	0.2802	0.1403	0.38834	0.12885	0.87239	0.091535	0.21713	0.56121	0.92164	0.12367	0.084474	0.11508	0.15698	0.41085	0.26693	0.85263	0.20911	0.24827	0.44232	0.86236	0.37327	0.10793	0.070832	0.092414	0.20633	0.30431	0.53173	0.85524
Meth__cg20203395__MGC33648	0.25079	0.8173	0.74611	0.083219	0.94487	0.11522	0.16348	0.10516	0.093608	0.3571	0.89998	0.12738	0.16156	0.062059	0.15722	0.10113	0.16709	0.10312	0.095903	0.27674	0.59332	0.75326	0.29532	0.5085	0.093226	0.11553	0.075547	0.12276	0.10219	0.16814	0.28271
RS_G8293__SLC39A6__SLC39A6	8.8456	6.3258	9.5638	10.7022	7.7275	8.8921	7.7677	7.6195	7.5903	5.996	7.6826	8.0269	7.5728	9.5847	8.0305	7.5875	8.7525	12.8675	9.3944	5.8965	7.7396	8.3482	7.0986	7.6205	5.2143	7.2234	6.1811	7.7701	7.9828	10.7897	13.4745
RS_G10801__S100A1__S100A1	12.2539	5.1734	4.3125	8.846	2.2497	10.0502	6.8321	7.3739	5.4273	3.0618	1.939	10.6979	5.2693	4.0757	5.6141	3.2969	6.1014	4.2464	4.4537	9.6898	2.9113	5.8621	4.0999	5.1531	5.5304	2.123	2.0455	5.0315	5.96	3.8626	2.5385
Meth__cg09936839__SIRT6	0.4611	0.14561	0.75587	0.72704	0.22475	0.65842	0.11625	0.5993	0.13774	0.33164	0.1198	0.81023	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.6028	0.60279	0.1536	0.83229	0.16855	0.72798	0.15635	0.082003	0.11853	0.13338	0.43134	0.31904	0.45669
Meth__cg24833277__FAM83A	0.035827	0.046617	0.035901	0.27057	0.8958	0.038883	0.87476	0.044809	0.72798	0.12895	0.086639	0.025346	0.70175	0.94352	0.15182	0.87862	0.1939	0.20722	0.53022	0.25579	0.2256	0.03508	0.053228	0.12072	0.88668	0.38111	0.029167	0.078579	0.083235	0.31063	0.16265
Meth__cg12108912__MGC10993	0.11655	0.095044	0.1282	0.092884	0.86415	0.12486	0.85873	0.10685	0.66053	0.61235	0.296	0.28599	0.85405	0.89793	0.28052	0.78285	0.078471	0.083123	0.10069	0.15758	0.79091	0.1338	0.17964	0.12073	0.41155	0.84576	0.10826	0.11566	0.18805	0.11306	0.12503
Meth__cg08615333__TGFB3	0.058346	0.03908	0.068886	0.072273	0.87989	0.053721	0.89822	0.053832	0.58844	0.86724	0.8214	0.049346	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.057362	0.061009	0.81177	0.057025	0.073597	0.038126	0.88446	0.85737	0.046645	0.046168	0.27327	0.051905	0.062215
Meth__cg09045681__TCF19	0.24851	0.21336	0.95437	0.86156	0.24607	0.84454	0.067063	0.8799	0.095432	0.94513	0.64136	0.81622	0.065584	0.047587	0.12895	0.04877	0.93211	0.9108	0.87905	0.9096	0.057589	0.69016	0.073402	0.34174	0.045522	0.037704	0.11443	0.046234	0.18282	0.41833	0.22328
Meth__cg23065097__FKBP1B	0.080626	0.067095	0.089689	0.079489	0.57347	0.096726	0.1825	0.062081	0.11079	0.90563	0.5604	0.039113	0.65134	0.099288	0.1503	0.26283	0.081333	0.27336	0.53255	0.79258	0.92466	0.1331	0.22944	0.098603	0.040276	0.083467	0.080904	0.7767	0.27636	0.10819	0.67912
Meth__cg09501516__RGS4	0.07035	0.035424	0.18713	0.031031	0.63998	0.085297	0.93843	0.096045	0.18267	0.185	0.51168	0.034783	0.26763	0.043154	0.12887	0.87273	0.082842	0.097699	0.90525	0.11652	0.66185	0.079933	0.31798	0.09019	0.036895	0.89237	0.059437	0.16365	0.13359	0.063214	0.10391
RS_G18071__CXCL17__CXCL17	1.6218	1.6066	6.1534	1.2095	0	0.74132	0.6322	1.3713	0	3.6124	9.5671	6.8488	3.7511	0	12.3037	0	2.1353	2.7126	0	7.6157	0	5.9685	0.3767	0	0.38286	0	3.7402	0	0	6.5787	4.2359
Meth__cg20881888__ZMYND10	0.029907	0.0187	0.4262	0.031289	0.56993	0.031474	0.030219	0.036122	0.68542	0.51105	0.8715	0.015415	0.05161	0.044217	0.073877	0.020707	0.23688	0.036455	0.032863	0.04478	0.15812	0.036873	0.63565	0.02877	0.018317	0.047208	0.73197	0.13429	0.046769	0.26196	0.6122
