Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg17925542__IDH2	0.051405	0.03767	0.044125	0.034412	0.48989	0.051442	0.10616	0.031579	0.074811	0.060327	0.17516	0.039205	0.24193	0.083802	0.10188	0.46357	0.066522	0.23444	0.029161	0.65163	0.037749	0.10479	0.04765	0.039095	0.25348	0.032346	0.028984	0.064945	0.033591	0.029402
Meth__cg10810921__CRLF1	0.074382	0.07197	0.062297	0.019425	0.3288	0.036408	0.067208	0.041159	0.099437	0.066289	0.13834	0.02094	0.037378	0.036439	0.073051	0.1473	0.047757	0.027939	0.18336	0.84581	0.037245	0.29496	0.060465	0.021498	0.12652	0.031788	0.019993	0.086764	0.022816	0.03366
Meth__cg11695266__DNAJB6	0.055403	0.034463	0.070967	0.024664	0.95873	0.48346	0.39676	0.031776	0.040096	0.15056	0.19104	0.031145	0.097386	0.029499	0.070565	0.21796	0.04115	0.96403	0.27297	0.45877	0.47902	0.098832	0.087978	0.11968	0.41882	0.033546	0.51759	0.15714	0.055769	0.071053
Meth__cg19304410__CACHD1	0.026998	0.033008	0.032235	0.022516	0.36622	0.029439	0.81303	0.029705	0.23034	0.12405	0.24255	0.087686	0.30429	0.030007	0.05231	0.030747	0.028651	0.027912	0.02533	0.062956	0.025362	0.12692	0.072469	0.068299	0.037886	0.024606	0.024766	0.063877	0.027093	0.08513
Meth__cg14851685__FLJ39501	0.78579	0.044996	0.96682	0.052187	0.97804	0.10847	0.76424	0.03514	0.97142	0.88	0.89692	0.54253	0.9214	0.54483	0.089478	0.093559	0.37163	0.049415	0.92407	0.4509	0.8832	0.92759	0.061601	0.24663	0.56832	0.080191	0.95135	0.16629	0.060862	0.46118
Meth__cg15352315__CD302	0.16573	0.07912	0.43093	0.099405	0.75095	0.43925	0.94651	0.093808	0.16681	0.71138	0.77409	0.12145	0.70488	0.13455	0.43344	0.066828	0.091824	0.89241	0.70011	0.13111	0.059661	0.44132	0.23428	0.91139	0.2945	0.054656	0.63596	0.12598	0.11237	0.1917
Meth__cg24727182__AGXT2L1	0.013012	0.017431	0.0169	0.012017	0.59039	0.018859	0.072548	0.016235	0.034436	0.013756	0.054329	0.023052	0.4632	0.013951	0.029797	0.36626	0.01768	0.026166	0.014522	0.63447	0.014029	0.028502	0.025074	0.063387	0.015235	0.015341	0.03326	0.060164	0.014208	0.016754
Meth__cg26709950__RRAD	0.07174	0.058442	0.94458	0.72912	0.94304	0.85949	0.20332	0.25851	0.9518	0.5652	0.92407	0.71306	0.61344	0.20739	0.065565	0.18867	0.905	0.9543	0.79839	0.85858	0.19083	0.82165	0.15234	0.049555	0.030975	0.040354	0.95235	0.098897	0.10612	0.70405
RS_G663__RSF1__RSF1	8.1363	5.4289	6.1763	6.8727	6.4504	6.052	6.5173	6.5063	6.8923	6.3098	6.3111	6.1479	6.0201	6.6896	6.0028	5.5633	7.0255	10.9701	6.3038	6.2483	6.0367	7.033	5.0067	5.3046	6.2564	5.9217	8.0708	5.3748	5.8319	5.3245
RS_G11321__IGFBP7__IGFBP7	0.48984	0.20472	0.64677	0.22802	4.9569	0.60953	10.1072	0.96387	5.4059	8.1983	0.71009	1.6	9.7724	4.1764	5.9428	11.5239	0.22795	0	0.6282	9.8327	0.10584	0.93944	0	0.70873	4.6982	7.9681	0	2.6526	3.9518	0.57635
Meth__cg23496260__BASP1	0.067999	0.025306	0.031428	0.091493	0.037742	0.049052	0.1148	0.47194	0.51493	0.30668	0.9142	0.88992	0.23822	0.066196	0.1353	0.023688	0.04051	0.32401	0.93859	0.50642	0.69359	0.54657	0.087331	0.097259	0.11705	0.042076	0.69619	0.8688	0.07207	0.42714
Meth__cg18741908__GPR160	0.075319	0.84244	0.085241	0.62607	0.93552	0.052124	0.94912	0.18438	0.93038	0.91264	0.90712	0.18291	0.90866	0.43875	0.62647	0.82401	0.11016	0.10409	0.26157	0.81946	0.058425	0.085463	0.58107	0.049705	0.57342	0.88935	0.046021	0.10083	0.08458	0.22008
Meth__cg01103730__IL20	0.12576	0.10194	0.19263	0.0315	0.37226	0.07774	0.88403	0.085032	0.66099	0.64629	0.50825	0.08987	0.7226	0.9032	0.16592	0.47137	0.26578	0.6907	0.79372	0.87106	0.09967	0.070491	0.16741	0.89772	0.47189	0.070507	0.87165	0.3104	0.18308	0.12717
Meth__cg18328334__TNS1	0.17726	0.072396	0.099766	0.083825	0.78525	0.10077	0.93312	0.086103	0.89058	0.84758	0.87984	0.097941	0.91159	0.85021	0.54273	0.90794	0.16046	0.069532	0.10215	0.82769	0.080907	0.15698	0.082647	0.69797	0.91978	0.5313	0.1272	0.10697	0.11128	0.11574
Meth__cg17639046__HS3ST3B1	0.062075	0.053671	0.063922	0.047387	0.56859	0.06445	0.6699	0.067864	0.23336	0.20667	0.11081	0.049411	0.10126	0.10908	0.40616	0.060726	0.073668	0.065299	0.05223	0.79662	0.1184	0.87496	0.089071	0.19884	0.11072	0.0543	0.21767	0.04127	0.06183	0.057832
Meth__cg09530763__RNF26	0.11545	0.057049	0.14895	0.14066	0.63867	0.10502	0.23826	0.26768	0.053123	0.36736	0.87482	0.18697	0.20032	0.1146	0.29	0.34429	0.091681	0.1814	0.051795	0.17174	0.13259	0.22571	0.10466	0.077144	0.35221	0.14152	0.070729	0.12098	0.074033	0.27867
Meth__cg10918202__BAALC	0.10975	0.064619	0.42254	0.11541	0.95743	0.95832	0.60031	0.072132	0.85239	0.35475	0.81139	0.15856	0.20623	0.19251	0.13856	0.19962	0.60084	0.55204	0.13485	0.9222	0.46875	0.95832	0.16976	0.12011	0.085302	0.05026	0.94694	0.065863	0.070004	0.43982
Meth__cg04991214__PFDN2	0.41668	0.094997	0.76353	0.23497	0.94325	0.054593	0.43365	0.087019	0.55952	0.88306	0.32682	0.1261	0.67905	0.95165	0.078295	0.93395	0.22655	0.42367	0.94217	0.9228	0.11169	0.11834	0.11401	0.38861	0.90557	0.035888	0.24443	0.40544	0.9022	0.25074
Meth__cg04545708__C11orf1	0.22763	0.050654	0.11331	0.10045	0.054728	0.1412	0.094554	0.074086	0.044148	0.039746	0.11744	0.073629	0.073154	0.1066	0.11093	0.066547	0.21079	0.14852	0.12654	0.10103	0.092922	0.13572	0.17929	0.07332	0.065559	0.087689	0.092128	0.20377	0.10531	0.10388
Meth__cg20097268__HBXIP	0.056514	0.028634	0.061695	0.027912	0.19445	0.034408	0.031198	0.10288	0.036094	0.038601	0.064172	0.034625	0.035219	0.023096	0.034645	0.20387	0.033548	0.082111	0.046708	0.071905	0.037955	0.082169	0.046019	0.02797	0.035373	0.021006	0.030287	0.045536	0.051273	0.047724
Meth__cg10988561__PDCD6	0.082511	0.033413	0.034214	0.072163	0.22035	0.053402	0.21648	0.10277	0.16762	0.20763	0.29679	0.048937	0.080399	0.17869	0.073962	0.023484	0.033327	0.046678	0.023324	0.37	0.036137	0.10683	0.048487	0.038807	0.062873	0.023571	0.12372	0.059969	0.056135	0.053967
Meth__cg01909921__GFI1B	0.11511	0.10565	0.076345	0.36413	0.47679	0.4601	0.93454	0.079446	0.11026	0.66798	0.67034	0.10509	0.69837	0.060823	0.11587	0.07971	0.55848	0.57087	0.251	0.66697	0.5147	0.76036	0.061261	0.072898	0.10806	0.08122	0.80817	0.17927	0.42867	0.32181
Meth__cg07181349__KIT	0.033982	0.054159	0.0537	0.72194	0.8329	0.7566	0.015063	0.32136	0.34507	0.043841	0.95068	0.75468	0.50564	0.032974	0.098405	0.28878	0.046801	0.4167	0.047983	0.92698	0.028066	0.93064	0.10064	0.028961	0.03875	0.023341	0.98206	0.64288	0.038012	0.25719
Meth__cg27610561__SLC2A10	0.084748	0.19747	0.059762	0.43409	0.89157	0.095835	0.89039	0.49355	0.9582	0.89256	0.90539	0.74825	0.8837	0.95718	0.89835	0.95577	0.68533	0.93255	0.043882	0.85798	0.069955	0.10163	0.26406	0.6479	0.94005	0.032595	0.028574	0.20765	0.06148	0.057998
Meth__cg21816539__GRIK1	0.037614	0.023693	0.033832	0.040748	0.81599	0.94282	0.65967	0.056615	0.94723	0.90416	0.74076	0.035516	0.042463	0.55839	0.072512	0.48767	0.38703	0.48403	0.66502	0.79924	0.057605	0.87938	0.060328	0.4204	0.1186	0.037047	0.846	0.080432	0.9322	0.16571
Meth__cg23602533__TTPA	0.029651	0.021218	0.056607	0.028825	0.042832	0.26687	0.94989	0.031329	0.096018	0.19075	0.13238	0.017436	0.16623	0.037507	0.074836	0.092534	0.10015	0.31922	0.026701	0.27555	0.062702	0.20095	0.022027	0.029303	0.04624	0.044171	0.096728	0.042472	0.015106	0.047317
Meth__cg13066963__ESPN	0.27401	0.11409	0.059191	0.070203	0.92307	0.88171	0.87689	0.81051	0.9164	0.92632	0.88616	0.66923	0.93966	0.51989	0.25144	0.46764	0.15161	0.14748	0.34731	0.85341	0.51579	0.089624	0.32096	0.59255	0.04236	0.59465	0.044711	0.061713	0.042406	0.041968
Meth__cg24068372__LOC349136	0.8477	0.051241	0.45726	0.097925	0.63174	0.69218	0.92824	0.061344	0.91491	0.50124	0.8908	0.054972	0.78863	0.056575	0.174	0.069926	0.75095	0.72471	0.73136	0.84662	0.07374	0.89893	0.097022	0.058381	0.10776	0.056617	0.87202	0.25901	0.72422	0.19681
Meth__cg02226939__BLMH	0.048061	0.036617	0.57586	0.51811	0.31927	0.89132	0.77819	0.37771	0.1138	0.83193	0.60007	0.68269	0.50211	0.056099	0.12698	0.21813	0.11264	0.39874	0.68404	0.11145	0.055091	0.056795	0.045712	0.12672	0.047054	0.043565	0.81654	0.044171	0.24736	0.59176
Meth__cg04837997__AP3S2	0.027103	0.028647	0.024166	0.028266	0.043764	0.028977	0.067453	0.034857	0.032143	0.030921	0.063525	0.031647	0.031915	0.024127	0.046827	0.038991	0.038197	0.042372	0.028743	0.26696	0.029099	0.06889	0.046643	0.027605	0.025535	0.036761	0.040939	0.047368	0.024083	0.031922
Meth__cg05722918__SLC5A8	0.022874	0.021925	0.051018	0.020795	0.89954	0.028789	0.085418	0.023744	0.52983	0.031563	0.57039	0.4059	0.63583	0.039381	0.069107	0.0199	0.028848	0.24398	0.025387	0.82647	0.026733	0.91579	0.037399	0.025993	0.29685	0.05339	0.27651	0.092552	0.027911	0.94653
Meth__cg00973677__CHRM2	0.35144	0.026876	0.071138	0.029513	0.65322	0.4504	0.59033	0.037596	0.57185	0.30858	0.20719	0.066003	0.03246	0.12074	0.073217	0.51765	0.13261	0.08101	0.31676	0.7144	0.38592	0.72034	0.047562	0.02708	0.41587	0.028534	0.028305	0.062933	0.43859	0.047314
RS_G2964__PLAT__PLAT	1.1028	2.7083	2.1355	4.2283	2.9261	1.5385	6.4029	1.4698	1.4792	3.9628	6.7745	5.154	4.6465	5.7778	3.7345	9.0078	0.50948	1.0442	3.5481	6.7671	1.2668	2.4605	0	4.8623	7.5581	0.18552	0.61507	0.97942	4.5877	0.76072
Meth__cg05902852__MAGI2	0.92645	0.018264	0.66624	0.51435	0.97038	0.66977	0.96736	0.017279	0.94291	0.53313	0.76119	0.91286	0.7787	0.028379	0.044516	0.012171	0.61728	0.045895	0.68582	0.88202	0.026656	0.7205	0.032594	0.029218	0.28325	0.025492	0.53396	0.28106	0.056331	0.61818
Meth__cg15973234__KIAA1199	0.040841	0.040659	0.068132	0.052705	0.052252	0.047986	0.34222	0.052328	0.13665	0.3038	0.17099	0.14836	0.31961	0.14099	0.093397	0.034574	0.079429	0.073072	0.055367	0.1235	0.059955	0.08005	0.10509	0.037998	0.053259	0.070718	0.11045	0.047139	0.049266	0.055896
Meth__cg13744194__OCLN	0.074304	0.062901	0.096695	0.052789	0.54991	0.086447	0.087338	0.067802	0.94811	0.086562	0.15962	0.059417	0.084397	0.086396	0.11472	0.26943	0.073297	0.31577	0.082053	0.37848	0.085198	0.17278	0.072991	0.082127	0.083929	0.10599	0.24615	0.14774	0.07912	0.085601
Meth__cg22534509__GPR81	0.081533	0.035549	0.039138	0.042732	0.85676	0.05242	0.87659	0.066549	0.51572	0.047783	0.17984	0.032775	0.75055	0.053945	0.1002	0.069704	0.052554	0.085325	0.040799	0.52489	0.040063	0.088761	0.090628	0.83554	0.64833	0.045441	0.69637	0.086201	0.044131	0.049631
Meth__cg10293925__AMPH	0.047828	0.039342	0.058467	0.027874	0.69537	0.056555	0.48956	0.045632	0.095118	0.34716	0.24135	0.03827	0.065558	0.041229	0.10696	0.040401	0.053166	0.051071	0.037772	0.92018	0.05598	0.54393	0.049784	0.044542	0.051411	0.039932	0.66114	0.10395	0.045468	0.037361
RS_G4079__SOD2__SOD2	8.0711	9.1833	7.861	6.7918	9.3326	7.7998	8.4369	7.834	14.1926	8.5657	8.4754	7.2925	9.7581	7.9585	9.8684	8.2326	7.2073	8.6993	9.178	8.6178	7.51	6.3814	8.6168	8.7879	11.3914	7.7877	8.591	7.1116	8.2876	7.2536
Meth__cg12589433__AR	0.44381	0.027046	0.04076	0.058053	0.052533	0.045763	0.46362	0.056102	0.8656	0.94835	0.064918	0.031479	0.81144	0.41988	0.2769	0.038885	0.046603	0.36332	0.58539	0.8606	0.039352	0.51362	0.04685	0.4956	0.059393	0.036994	0.53319	0.079243	0.35938	0.058683
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.099291	0.074112	0.8554	0.085895	0.8686	0.081578	0.092923	0.10959	0.12865	0.04847	0.79726	0.17039	0.12548	0.26549	0.08759	0.13421	0.049968	0.11257	0.080563	0.19788	0.071909	0.45786	0.87439	0.082507	0.1192	0.10499	0.083372	0.089524
Meth__cg10315128__SMAD4	0.030318	0.035759	0.029896	0.02549	0.023657	0.027342	0.013674	0.021169	0.023991	0.024812	0.044771	0.022824	0.030828	0.023377	0.048919	0.020279	0.036964	0.02441	0.026518	0.083532	0.030453	0.034462	0.055081	0.02037	0.016735	0.025551	0.018885	0.070193	0.024909	0.031015
RS_G4160__SMOC2__SMOC2	2.5762	4.2469	4.5958	4.7433	0	3.3104	3.7889	8.2683	0	0.79236	0	0	0	0.15482	0	0.1795	3.5263	3.534	3.7063	0	2.8666	0	0.20552	0	0.16283	0.92437	0	1.5942	7.9173	6.6553
Meth__cg12748258__HR	0.036151	0.033678	0.2148	0.035457	0.64914	0.046194	0.049047	0.037297	0.048875	0.053771	0.11415	0.055112	0.089467	0.052129	0.080137	0.47849	0.041342	0.036914	0.054764	0.95915	0.036989	0.069239	0.07825	0.022358	0.027624	0.029903	0.061658	0.092421	0.039163	0.027594
Meth__cg07191600__TRERF1	0.014164	0.013894	0.019883	0.017248	0.12214	0.018251	0.096777	0.015874	0.026885	0.011658	0.10168	0.025243	0.03228	0.022656	0.023284	0.027554	0.023956	0.13374	0.017762	0.041623	0.019646	0.036448	0.067917	0.018546	0.17648	0.0155	0.016131	0.027742	0.022736	0.023539
Meth__cg20993403__EPB41L1	0.055834	0.029489	0.067596	0.065777	0.58246	0.12041	0.13447	0.070461	0.27139	0.5358	0.25587	0.080295	0.31553	0.75559	0.0723	0.30597	0.1703	0.078707	0.058374	0.56748	0.061451	0.40442	0.038001	0.7631	0.74179	0.023794	0.15099	0.22548	0.12082	0.086982
Meth__cg01817029__TRHDE	0.6172	0.063713	0.60244	0.061301	0.65461	0.67675	0.58033	0.50492	0.059235	0.2711	0.72204	0.11114	0.70425	0.14793	0.16088	0.12236	0.43718	0.23146	0.10916	0.85383	0.062897	0.90502	0.074052	0.075509	0.18164	0.063227	0.8025	0.14118	0.082581	0.17564
Meth__cg19363546__POU2F3	0.68206	0.090929	0.46999	0.18748	0.874	0.47312	0.66205	0.18715	0.59587	0.74655	0.8082	0.1566	0.77491	0.14392	0.13895	0.041158	0.94544	0.9583	0.13508	0.79921	0.54966	0.10713	0.099664	0.06837	0.50889	0.044206	0.86442	0.11439	0.08038	0.13129
Meth__cg08615333__TGFB3	0.058346	0.03908	0.068886	0.072273	0.87989	0.053721	0.89822	0.053832	0.58844	0.86724	0.8214	0.049346	0.83482	0.60806	0.15361	0.47318	0.2025	0.057362	0.061009	0.81177	0.057025	0.073597	0.038126	0.88446	0.85737	0.046645	0.046168	0.27327	0.037415	0.051905
Meth__cg23337754__CRABP1	0.062927	0.054591	0.73582	0.7854	0.93034	0.059451	0.68619	0.90915	0.097064	0.17852	0.84696	0.18425	0.23976	0.059255	0.075232	0.13186	0.61722	0.11397	0.0722	0.84685	0.29934	0.83921	0.076587	0.056537	0.061463	0.062475	0.90654	0.43024	0.054368	0.4113
Meth__cg14564494__CBR3	0.082028	0.18794	0.099128	0.10106	0.78766	0.092253	0.16199	0.087619	0.56528	0.61336	0.62535	0.1609	0.55364	0.12443	0.2036	0.12029	0.088662	0.20188	0.20808	0.14941	0.13045	0.31541	0.39152	0.40798	0.090118	0.13084	0.35116	0.19681	0.062555	0.19244
RS_G18421__Z79996.2__Z79996.2	4.3194	1.7545	0.55279	1.466	2.5247	1.1043	3.7853	1.7983	7.6489	4.792	5.2492	3.3437	4.5855	4.3321	7.6306	3.3913	0.58805	2.7811	2.278	4.3237	0.72521	1.1573	2.0589	0.43044	2.8603	5.9253	1.5689	1.9384	0.95175	2.4117
Meth__cg06350796__CXorf41	0.41504	0.060745	0.56677	0.19445	0.87894	0.089041	0.42747	0.27958	0.89186	0.21922	0.83882	0.86986	0.17859	0.27536	0.19729	0.082434	0.062753	0.40446	0.32717	0.13628	0.12613	0.28358	0.11192	0.13734	0.85256	0.068477	0.31904	0.58218	0.79613	0.26221
RS_G11476__GRIK3__GRIK3	0.10161	0.11567	3.4404	6.7434	0	2.7903	0	5.5946	0.22452	0	5.8427	0	0	0	2.4098	0	3.1195	6.9585	0.8144	0	0	0	0	0.2254	0	0.073992	0	2.2317	7.3857	7.1047
Meth__cg07474356__PCDH11X	0.14601	0.032634	0.08627	0.048244	0.63047	0.072035	0.55048	0.039575	0.74754	0.1464	0.14711	0.29898	0.065174	0.13677	0.11013	0.060453	0.062249	0.083346	0.33518	0.76032	0.076923	0.39198	0.092858	0.83103	0.055285	0.048656	0.65767	0.079291	0.065397	0.045393
Meth__cg17892556__ZNF625	0.044597	0.068908	0.05428	0.055138	0.048723	0.06849	0.97414	0.090319	0.98024	0.056278	0.93785	0.036995	0.97837	0.043888	0.29104	0.053163	0.53842	0.051926	0.13597	0.8928	0.056029	0.95721	0.30125	0.046484	0.32779	0.047032	0.89966	0.1011	0.047695	0.057011
Meth__cg05386606__BCL7B	0.073513	0.057979	0.12647	0.079604	0.90001	0.073158	0.23711	0.086885	0.097181	0.70922	0.13614	0.17822	0.10718	0.57148	0.10477	0.13994	0.077874	0.084013	0.041187	0.1029	0.060102	0.07418	0.095214	0.04236	0.07364	0.037013	0.038955	0.080201	0.054583	0.06608
Meth__cg21094669__GLRA3	0.11664	0.12048	0.53343	0.098651	0.50497	0.12933	0.85795	0.14949	0.23274	0.37504	0.21743	0.076367	0.19167	0.14086	0.18052	0.23404	0.116	0.58186	0.1098	0.43661	0.11295	0.73855	0.10473	0.14913	0.098868	0.09602	0.65366	0.21843	0.12954	0.3929
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.21001	0.073447	0.043017	0.04854	0.51682	0.029854	0.45684	0.3295	0.091968	0.013603	0.12391	0.10588	0.025773	0.014509	0.06923	0.25087	0.54293	0.095569	0.041179	0.063712	0.026466	0.028967	0.13284	0.022336	0.043972	0.045827	0.023879	0.020012
Meth__cg16797831__KIAA1324	0.045383	0.051912	0.038595	0.040509	0.86528	0.037028	0.22915	0.051214	0.79987	0.68636	0.8209	0.036506	0.85993	0.58335	0.41292	0.37299	0.042498	0.038914	0.058132	0.83076	0.039269	0.16937	0.20807	0.39163	0.36265	0.037646	0.040257	0.14057	0.052663	0.049852
Meth__cg03703325__HEMK1	0.023362	0.03081	0.027766	0.022185	0.021421	0.036522	0.024209	0.027496	0.019913	0.021179	0.042361	0.020749	0.018988	0.024422	0.043677	0.020798	0.047329	0.028697	0.019515	0.053599	0.023078	0.046368	0.047069	0.023387	0.022575	0.02267	0.024115	0.12592	0.026548	0.028799
Meth__cg14796007__AP4M1	0.029076	0.05797	0.031471	0.038928	0.044005	0.046524	0.045798	0.24054	0.044509	0.18071	0.062372	0.042723	0.036338	0.035013	0.058236	0.039779	0.048314	0.040045	0.048736	0.10387	0.043932	0.08879	0.068062	0.039216	0.17287	0.038892	0.033926	0.034945	0.042313	0.03534
RS_G7745__IFI44L__IFI44L	0.23732	0	0	4.5645	0.60514	0	0.99127	2.0578	9.2152	3.916	4.217	4.1907	0.47385	1.9555	10.2427	1.0245	0.60717	0.55766	1.1744	1.9467	0	0	0	0	7.3195	7.3714	0.41582	0	0	0
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.12029	0.14383	0.030742	0.38932	0.061289	0.0813	0.037972	0.03588	0.10675	0.036805	0.053622	0.026423	0.053324	0.027127	0.08673	0.083198	0.13637	0.046174	0.17543	0.10091	0.1078	0.02977	0.025953	0.083681	0.042539	0.097103	0.060634	0.20935
Meth__cg01943185__NMU	0.069025	0.070517	0.078391	0.052747	0.56454	0.088361	0.38918	0.068869	0.48607	0.10255	0.35338	0.048272	0.047291	0.068821	0.093509	0.3806	0.19246	0.3001	0.098743	0.11653	0.074722	0.11291	0.10927	0.081554	0.043942	0.054279	0.18732	0.073356	0.062367	0.053995
Meth__cg10226546__NFATC2	0.13682	0.074806	0.39783	0.08771	0.88973	0.15567	0.10393	0.16795	0.82509	0.19669	0.61321	0.096805	0.27873	0.7492	0.2771	0.8454	0.051511	0.16086	0.066815	0.38647	0.11003	0.75312	0.087212	0.50658	0.16447	0.088675	0.78513	0.15241	0.17553	0.14022
RS_G7128__GPR77__GPR77	4.3869	1.6176	4.6409	6.7887	0	6.9043	0	9.0343	0	0	0	0.67971	0	0	0.18854	1.1429	5.6392	7.6693	3.9682	1.1192	6.095	0	1.1513	0	4.688	2.8239	3.2491	7.4652	7.9547	5.4055
Meth__cg12420104__DMRT3	0.073473	0.092382	0.082733	0.70497	0.79487	0.87356	0.087773	0.92395	0.70284	0.062046	0.6163	0.37551	0.5986	0.2283	0.23611	0.2454	0.66072	0.63607	0.44747	0.82187	0.072507	0.85991	0.084873	0.064502	0.085397	0.053723	0.92075	0.46785	0.21158	0.12569
RS_G14379__SCUBE2__SCUBE2	3.7581	0.4963	3.3351	10.5351	1.9673	0.99746	0	10.4571	0.40431	0.91397	0.51741	0.26615	0.27683	1.1985	0.064969	0.99204	6.7906	7.358	5.7668	0.068117	5.2172	0	0.5589	0.25173	0.14379	0.65985	0.15444	8.5777	7.7732	6.1636
Meth__cg24269657__F7	0.056111	0.051511	0.058098	0.042606	0.76352	0.059921	0.87133	0.060556	0.90854	0.66978	0.25574	0.046489	0.79262	0.90838	0.25658	0.50243	0.061339	0.069809	0.049397	0.13595	0.056497	0.098957	0.074924	0.16098	0.61849	0.05117	0.060671	0.077208	0.061808	0.052704
Meth__cg20691408__FADS3	0.087518	0.31352	0.20667	0.15676	0.71068	0.12306	0.10885	0.075152	0.54352	0.50962	0.64058	0.10108	0.25786	0.17206	0.27957	0.8942	0.098925	0.19429	0.054369	0.61182	0.12506	0.10372	0.11515	0.058229	0.22139	0.061578	0.5148	0.16667	0.063098	0.090255
RS_G3608__RECQL5__RECQL5	6.4968	5.7145	4.7804	6.7415	5.1201	5.6653	6.0344	6.6138	6.2471	6.0003	5.4032	6.7196	6.2102	6.1721	5.995	5.5079	6.8074	5.3911	6.4781	5.7466	7.5021	7.1239	6.8241	7.782	5.8644	6.4401	6.3415	7.5127	7.171	7.2774
Meth__cg03972838__FLJ20232	0.028581	0.017815	0.021194	0.028841	0.6982	0.020481	0.68681	0.022309	0.44842	0.05059	0.041092	0.0073203	0.22533	0.95374	0.020229	0.083936	0.17862	0.48301	0.22966	0.53528	0.083977	0.024011	0.022876	0.019499	0.17901	0.016249	0.014743	0.037481	0.04039	0.023372
RS_G5395__INHBA__INHBA	0	1.4027	0.57218	4.9365	8.116	0.34649	7.4763	0.79254	1.0776	5.5305	6.203	1.0348	7.1808	4.9604	4.2951	9.2718	1.8265	0	6.524	3.1375	0.27195	1.5506	0	2.5634	8.5917	1.4331	0	1.2706	1.4108	1.0054
Meth__cg27322545__PLAA	0.028876	0.026591	0.037692	0.024301	0.023234	0.032505	0.020603	0.022669	0.028895	0.022314	0.043283	0.024371	0.031294	0.54116	0.061167	0.019746	0.029601	0.025369	0.023096	0.062064	0.03578	0.051316	0.041057	0.025113	0.026632	0.023904	0.022727	0.076617	0.029725	0.028339
RS_G1436__FAP__FAP	0	0	0	0.18706	0.18332	0.19117	0.94484	0	0	0.5157	4.0178	0	5.4188	3.9292	0.45519	5.6902	0	0.72062	2.496	0	0	0	0	3.5532	5.4313	0	0.20414	0	0	0
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10611	0.064654	0.5951	0.11245	0.59318	0.11617	0.2313	0.14534	0.1777	0.039736	0.26242	0.31917	0.1565	0.33218	0.14966	0.50069	0.047569	0.46397	0.093381	0.13924	0.10808	0.40976	0.11321	0.07333	0.10159	0.10894	0.057143	0.073786
Meth__cg22747092__BTBD14A	0.066853	0.073927	0.1518	0.5248	0.56384	0.30988	0.7968	0.78217	0.23982	0.83994	0.42701	0.15965	0.60845	0.74513	0.31623	0.099537	0.097232	0.52822	0.064619	0.17587	0.1659	0.17375	0.10307	0.092598	0.87719	0.045229	0.060754	0.17285	0.13433	0.052666
Meth__cg23591869__FLJ45803	0.034918	0.025283	0.021287	0.066295	0.70747	0.033591	0.97134	0.029848	0.29597	0.021779	0.16726	0.068973	0.90354	0.037676	0.07197	0.045188	0.48263	0.87878	0.025468	0.53122	0.032318	0.069064	0.028021	0.22339	0.051004	0.027392	0.85116	0.054426	0.027208	0.04908
Meth__cg23959705__TNFRSF9	0.35644	0.047179	0.1543	0.36901	0.41475	0.43216	0.88149	0.058521	0.35927	0.3587	0.67194	0.08838	0.57717	0.36834	0.4272	0.37949	0.056394	0.41096	0.11681	0.75743	0.20503	0.13681	0.067751	0.052542	0.12705	0.15639	0.46729	0.067994	0.046414	0.12232
Meth__cg19843036__FLJ11155	0.044039	0.032372	0.051698	0.034003	0.54277	0.033537	0.046196	0.036166	0.14493	0.026676	0.11097	0.076378	0.051573	0.053153	0.099369	0.52216	0.035024	0.59018	0.039861	0.053337	0.04056	0.10049	0.062615	0.047734	0.047198	0.032684	0.1555	0.067991	0.035866	0.10231
Meth__cg14654926__FGF10	0.34621	0.017131	0.9593	0.27196	0.70783	0.9346	0.97556	0.055336	0.93356	0.55884	0.16017	0.93593	0.89917	0.038637	0.11764	0.52021	0.85302	0.86042	0.51889	0.29758	0.88104	0.86513	0.03353	0.034599	0.9368	0.040891	0.27703	0.043127	0.059183	0.85702
Meth__cg25468723__SEZ6L	0.054371	0.035395	0.042104	0.046882	0.85672	0.057003	0.15601	0.055002	0.65095	0.090104	0.18311	0.042243	0.040217	0.038695	0.090967	0.01981	0.21667	0.1	0.213	0.40092	0.053141	0.86242	0.050096	0.049424	0.044385	0.030846	0.35908	0.09405	0.042878	0.044524
RS_G15547__GAS1__GAS1	0	0	0.20138	0.62347	6.8017	0.35442	3.9425	0	4.9514	3.5582	1.1793	0	5.7523	4.7642	3.202	3.9524	0.34607	0.64055	3.8028	0	1.0246	0.98655	0	4.0824	5.0688	0.10817	0.80311	0.55514	0.12587	0.66117
