Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg12629515__HIST1H2BO	0.095199	0.08997	0.53531	0.24938	0.25148	0.2817	0.26667	0.13754	0.79658	0.10255	0.42968	0.15514	0.10375	0.39883	0.18275	0.092617	0.46033	0.057069	0.27624	0.80332	0.083422	0.095998	0.15017	0.20628	0.10935	0.14107	0.13099	0.14685	0.83318	0.079065	0.41481	0.59145	0.29143	0.13378	0.17471	0.098686	0.10157
Meth__cg11214889__CLUL1	0.041391	0.027944	0.072708	0.038262	0.032343	0.29705	0.041673	0.16339	0.023525	0.02319	0.045957	0.045534	0.029415	0.059021	0.021163	0.035544	0.023269	0.051412	0.054623	0.88483	0.033151	0.041597	0.36305	0.70005	0.034581	0.06003	0.14515	0.046486	0.049096	0.036057	0.071154	0.034424	0.028149	0.044546	0.079935	0.066431	0.035939
Meth__cg15379633__RAB36	0.042028	0.043235	0.058122	0.66299	0.040895	0.027402	0.048298	0.66439	0.040689	0.55926	0.046498	0.66645	0.72631	0.4729	0.035607	0.57187	0.036561	0.76812	0.44664	0.60001	0.040229	0.048878	0.036474	0.11512	0.046546	0.082894	0.58635	0.088277	0.032819	0.38412	0.041031	0.040417	0.045523	0.14992	0.14855	0.60348	0.6715
Meth__cg19774491__PROS1	0.031626	0.040237	0.071289	0.040464	0.025828	0.037208	0.033729	0.059181	0.11021	0.027067	0.048671	0.02961	0.036431	0.041385	0.019583	0.033033	0.039535	0.034091	0.06143	0.023172	0.029428	0.034373	0.029888	0.073623	0.048991	0.074454	0.42352	0.056453	0.036217	0.17598	0.046346	0.048025	0.030031	0.22716	0.08002	0.036626	0.04268
Meth__cg08615333__TGFB3	0.058346	0.03908	0.81863	0.068886	0.072273	0.87989	0.053721	0.71676	0.89822	0.052509	0.053832	0.58844	0.86724	0.8214	0.049346	0.064406	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.85897	0.81177	0.057025	0.086523	0.073597	0.038126	0.88446	0.85737	0.65699	0.055006	0.046645	0.046168	0.27327	0.051905	0.062215
Meth__cg24949488__DNTT	0.42372	0.096279	0.2155	0.84817	0.75592	0.08372	0.35639	0.11837	0.83895	0.67981	0.66379	0.2809	0.17602	0.35968	0.097555	0.39049	0.096892	0.71303	0.16543	0.053589	0.30137	0.4392	0.060641	0.085451	0.32687	0.074141	0.20078	0.20579	0.033616	0.10259	0.032597	0.34705	0.1453	0.2166	0.048182	0.3763	0.22312
Meth__cg05697249__C11orf52	0.063577	0.036649	0.072743	0.057755	0.045496	0.81729	0.059855	0.8684	0.066511	0.041786	0.049995	0.11194	0.086407	0.11993	0.028946	0.047439	0.051717	0.79239	0.074356	0.62525	0.04626	0.10354	0.76562	0.80554	0.050172	0.088371	0.092303	0.07757	0.85419	0.04898	0.46568	0.03913	0.039659	0.077129	0.12188	0.048631	0.056347
Meth__cg11431126__RHOU	0.059823	0.065972	0.70067	0.24437	0.30257	0.21293	0.27379	0.20991	0.18569	0.10031	0.25235	0.051145	0.27437	0.44653	0.048477	0.16773	0.25099	0.077599	0.41665	0.068421	0.14328	0.065532	0.033382	0.30963	0.22202	0.096617	0.15881	0.13359	0.090253	0.32439	0.064921	0.44302	0.18591	0.73021	0.14169	0.55832	0.25312
Meth__cg05013695__FRAT1	0.020892	0.019315	0.80034	0.028632	0.015881	0.033345	0.040882	0.12207	0.084977	0.014732	0.096402	0.035088	0.060829	0.069662	0.012549	0.025973	0.17289	0.021132	0.071186	0.018743	0.019092	0.020262	0.020291	0.030262	0.024898	0.039266	0.033461	0.052717	0.042462	0.016518	0.23301	0.02421	0.012366	0.24126	0.029746	0.028331	0.020116
Meth__cg03251655__FLJ10260	0.37352	0.090055	0.061194	0.83634	0.64807	0.057964	0.53639	0.078078	0.87763	0.78454	0.69031	0.75994	0.063716	0.7916	0.10336	0.81847	0.081821	0.048129	0.73482	0.063874	0.72495	0.77318	0.048614	0.086714	0.79374	0.18671	0.27969	0.16813	0.41762	0.063183	0.043908	0.75351	0.71347	0.48756	0.45039	0.67634	0.75249
Meth__cg03554552__PPP1R13L	0.02375	0.016897	0.027024	0.01981	0.02244	0.031206	0.023393	0.0274	0.017806	0.019	0.020744	0.023081	0.031827	0.043408	0.013946	0.021474	0.019246	0.025636	0.11258	0.023805	0.019182	0.022585	0.023564	0.078521	0.022142	0.056538	0.079199	0.056577	0.084888	0.019417	0.019398	0.017643	0.017652	0.019582	0.029544	0.020273	0.022917
Meth__cg03495868__PTGFR	0.23126	0.049485	0.82489	0.056408	0.33505	0.045487	0.085833	0.044151	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.15322	0.049937	0.045513	0.039923	0.067821	0.040475	0.7118	0.54085	0.042936	0.095482	0.55823	0.11736	0.76571	0.2815	0.038888	0.039607	0.031788	0.066423	0.053353	0.5991	0.15897	0.34064	0.37514
Meth__cg14298379__MYLIP	0.034533	0.021876	0.064346	0.032006	0.036784	0.43223	0.031334	0.058796	0.060035	0.02389	0.039093	0.031172	0.029374	0.074522	0.030462	0.031118	0.030955	0.054243	0.07847	0.02008	0.030226	0.031048	0.040246	0.058755	0.030608	0.051868	0.039981	0.037652	0.029262	0.041712	0.038719	0.028339	0.033477	0.043161	0.13706	0.030303	0.039131
Meth__cg24124977__TBC1D16	0.26813	0.11219	0.17111	0.085944	0.043289	0.040198	0.077179	0.033478	0.35239	0.064794	0.047522	0.090155	0.15067	0.1053	0.036689	0.052464	0.052486	0.07432	0.18852	0.03825	0.039224	0.10903	0.10533	0.090768	0.10109	0.058752	0.11431	0.092624	0.044801	0.037967	0.042093	0.025769	0.037168	0.028466	0.11633	0.047008	0.063443
Meth__cg22141781__NDUFA12	0.058643	0.042659	0.06516	0.057406	0.051313	0.057991	0.056117	0.10011	0.071823	0.081944	0.05482	0.051136	0.14405	0.13102	0.054576	0.067333	0.059838	0.048259	0.071503	0.054693	0.041931	0.050803	0.048577	0.1107	0.04114	0.082531	0.13273	0.056392	0.04853	0.089934	0.061267	0.069246	0.036938	0.065523	0.1183	0.053677	0.050764
Meth__cg11120551__CHD1L	0.039951	0.059117	0.065292	0.053246	0.05155	0.55393	0.036666	0.69037	0.4563	0.179	0.050657	0.44983	0.41311	0.23806	0.027383	0.18118	0.32312	0.22957	0.23681	0.094992	0.075375	0.040437	0.63684	0.56994	0.064353	0.1313	0.060335	0.10331	0.23722	0.070744	0.35371	0.050652	0.05289	0.15739	0.095276	0.041293	0.050127
Meth__cg08955609__APOE	0.023596	0.03179	0.2006	0.29571	0.036658	0.67491	0.067427	0.16451	0.62356	0.033225	0.040101	0.80753	0.34698	0.23688	0.024524	0.028861	0.62586	0.57156	0.067426	0.056207	0.07577	0.036009	0.71537	0.56178	0.24307	0.037043	0.71274	0.040279	0.03766	0.56072	0.044138	0.18844	0.14777	0.28176	0.0206	0.030139	0.11701
Meth__cg12685753__TEKT1	0.070802	0.054663	0.44942	0.49705	0.1292	0.89891	0.2017	0.73191	0.41027	0.5825	0.13821	0.80118	0.4034	0.33898	0.077705	0.39989	0.46884	0.12483	0.090134	0.036312	0.07449	0.1263	0.17102	0.6563	0.086073	0.15162	0.59434	0.15785	0.060512	0.041783	0.83396	0.55304	0.089455	0.27729	0.18082	0.17144	0.084378
Meth__cg10770529__ZNF274	0.38204	0.016856	0.031483	0.13648	0.022882	0.019331	0.024351	0.060565	0.019845	0.017972	0.026513	0.054063	0.013897	0.036405	0.43078	0.020852	0.032254	0.015861	0.030279	0.01615	0.050586	0.16667	0.045724	0.026176	0.15435	0.03086	0.033598	0.040006	0.024504	0.025529	0.018697	0.020368	0.027212	0.033969	0.031726	0.02596	0.02984
Meth__cg02490034__MEST	0.91046	0.020071	0.41802	0.36808	0.1682	0.94264	0.61667	0.81957	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.015312	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.94508	0.45716	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.18821	0.10297
Meth__cg04195127__WFDC1	0.081364	0.060436	0.70986	0.62937	0.75313	0.039273	0.36285	0.18084	0.95425	0.032723	0.34888	0.91084	0.26098	0.78577	0.056954	0.031148	0.76046	0.046368	0.037198	0.026183	0.40485	0.58624	0.56949	0.080925	0.18602	0.04999	0.062592	0.14335	0.027295	0.028976	0.03284	0.49539	0.032372	0.08684	0.074656	0.08101	0.06488
Meth__cg16029760__OSTbeta	0.039272	0.039868	0.047415	0.60108	0.046524	0.039009	0.051263	0.13219	0.16268	0.043643	0.040824	0.90243	0.85222	0.87137	0.058818	0.045216	0.049565	0.046274	0.82459	0.38137	0.031479	0.037736	0.038088	0.09209	0.032676	0.087503	0.064876	0.065436	0.048586	0.075156	0.054881	0.88702	0.043402	0.031825	0.064177	0.49803	0.62299
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.025987	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.82444	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.83834	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.26296	0.73375
Meth__cg02058918__GABBR2	0.94139	0.06917	0.087121	0.080334	0.08012	0.48256	0.95193	0.096176	0.04975	0.067283	0.089428	0.37945	0.06458	0.37093	0.20005	0.066302	0.072844	0.070762	0.12195	0.066492	0.66331	0.49315	0.091487	0.88019	0.11015	0.11496	0.92766	0.11824	0.080908	0.06147	0.078861	0.065558	0.050267	0.63484	0.14317	0.47099	0.30749
Meth__cg06233503__KCNQ1	0.50235	0.040818	0.62859	0.91735	0.78747	0.22437	0.44312	0.33473	0.87218	0.38033	0.078643	0.22938	0.41458	0.30963	0.088921	0.27433	0.1798	0.64766	0.10217	0.047645	0.72299	0.74497	0.88757	0.14087	0.57032	0.10972	0.41648	0.046845	0.053277	0.062636	0.037186	0.39258	0.07619	0.068347	0.2955	0.25968	0.21335
Meth__cg25293251__GOLGA5	0.026376	0.013421	0.031295	0.22207	0.037177	0.55354	0.040275	0.44104	0.030059	0.033714	0.035478	0.035227	0.090094	0.061903	0.018214	0.026308	0.048616	0.079688	0.026447	0.039424	0.028329	0.029036	0.036748	0.17551	0.043655	0.042659	0.04002	0.032509	0.020863	0.01681	0.059974	0.017853	0.02084	0.052869	0.031459	0.028814	0.038486
Meth__cg03665457__LOC158160	0.033176	0.03829	0.22661	0.036275	0.034173	0.27873	0.036906	0.073238	0.034861	0.044478	0.047929	0.49988	0.7076	0.54014	0.023781	0.041271	0.036737	0.029521	0.08394	0.76236	0.028665	0.050391	0.039379	0.12213	0.045091	0.06728	0.44167	0.079438	0.029657	0.28893	0.41236	0.03662	0.52898	0.031666	0.1394	0.61029	0.58638
Meth__cg06194808__MGC9712	0.039015	0.030417	0.039933	0.047525	0.028877	0.95859	0.040862	0.93981	0.89272	0.036961	0.039881	0.59916	0.095047	0.1619	0.034433	0.039735	0.048879	0.96215	0.046484	0.96763	0.050401	0.03651	0.94484	0.82698	0.038014	0.057174	0.089286	0.11732	0.11915	0.12042	0.92606	0.12147	0.035145	0.058457	0.070543	0.035964	0.031224
Meth__cg08122545__HES4	0.050757	0.038724	0.054177	0.053375	0.067155	0.043094	0.0466	0.60545	0.031572	0.049674	0.054027	0.053958	0.074397	0.094952	0.050905	0.043379	0.90065	0.049198	0.14099	0.16009	0.061217	0.058181	0.063691	0.098577	0.053834	0.071399	0.10361	0.091825	0.35879	0.044599	0.082635	0.044434	0.035115	0.15843	0.10205	0.054171	0.042252
Meth__cg21672276__ZNF502	0.84258	0.070268	0.094188	0.86361	0.3332	0.29973	0.86559	0.3928	0.91511	0.078292	0.41133	0.86314	0.092186	0.71265	0.73769	0.070399	0.06408	0.28875	0.14175	0.069482	0.80671	0.64194	0.21546	0.46644	0.081678	0.13783	0.80803	0.18066	0.061979	0.099225	0.098069	0.33501	0.11896	0.61561	0.17693	0.40936	0.31193
Meth__cg18958531__M6PRBP1	0.076107	0.083049	0.099593	0.092346	0.12047	0.3257	0.091045	0.16167	0.064558	0.084534	0.11404	0.11433	0.24823	0.19452	0.079419	0.074114	0.11864	0.67123	0.15553	0.14593	0.11093	0.11504	0.068039	0.12806	0.090741	0.096205	0.18909	0.067667	0.051729	0.063134	0.10542	0.050868	0.0675	0.060614	0.19231	0.10526	0.097366
Meth__cg09254939__KLK10	0.044632	0.043676	0.0433	0.14564	0.062996	0.35368	0.087065	0.11021	0.030581	0.042455	0.038363	0.39856	0.44635	0.052992	0.045042	0.043756	0.045447	0.054872	0.054031	0.10108	0.037014	0.059771	0.059465	0.4036	0.068699	0.074197	0.63345	0.05664	0.040865	0.079262	0.095736	0.035869	0.029398	0.099017	0.039683	0.046384	0.052744
Meth__cg01282074__NKX2-5	0.17686	0.066015	0.32346	0.80104	0.4557	0.51228	0.82886	0.68504	0.89391	0.11958	0.53276	0.51171	0.092417	0.54041	0.081775	0.10102	0.06492	0.057899	0.1149	0.088694	0.72744	0.87743	0.75478	0.13407	0.12412	0.065654	0.43696	0.19845	0.10092	0.10231	0.095015	0.232	0.084321	0.24092	0.51186	0.16214	0.68733
Meth__cg13562911__ELOVL2	0.049263	0.048088	0.98037	0.87337	0.04196	0.56401	0.044175	0.052608	0.064134	0.035483	0.042783	0.98119	0.3748	0.92931	0.33561	0.15625	0.75494	0.037767	0.17098	0.65235	0.4113	0.04182	0.50997	0.95752	0.044541	0.08326	0.95565	0.077842	0.039186	0.58079	0.49356	0.18315	0.041229	0.96407	0.077983	0.44802	0.13416
Meth__cg06456512__ANP32A	0.11061	0.098204	0.18623	0.10363	0.072324	0.092027	0.10219	0.089804	0.11294	0.083926	0.089149	0.16199	0.080938	0.18866	0.074424	0.0872	0.079587	0.070794	0.17853	0.078771	0.08899	0.1223	0.64484	0.11991	0.094514	0.11345	0.13099	0.1031	0.092269	0.0878	0.07645	0.073725	0.080274	0.074826	0.050659	0.083118	0.11038
Meth__cg20256494__CABP7	0.92997	0.15955	0.56855	0.11923	0.070694	0.58993	0.77195	0.18284	0.40921	0.074714	0.057206	0.7645	0.31057	0.53165	0.31317	0.097486	0.094671	0.081729	0.16807	0.41025	0.95432	0.96755	0.091958	0.92014	0.11637	0.24318	0.9165	0.18163	0.05871	0.082978	0.15857	0.083267	0.046111	0.37606	0.22607	0.42421	0.60145
SNP__LOC644125	-1.687	-2.113	0.128	0.929	0.894	-1.571	-0.54	-2.092	-1.657	0.909	-2.166	0.968	-1.62	-0.648	-1.946	0.364	0.146	-1.847	0.007	0.651	-2.228	-1.774	-1.502	0.922	-1.829	1.004	-0.051	-1.901	-1.977	0.021	-2.172	-1.48	-1.792	-0.348	-1.841	0.568	0.28
Meth__cg18931815__COL8A2	0.074331	0.33521	0.3596	0.43238	0.055919	0.89354	0.05915	0.38102	0.10811	0.19427	0.045365	0.88215	0.031238	0.71347	0.028156	0.20362	0.66722	0.45648	0.049191	0.52184	0.044053	0.042625	0.64855	0.14	0.17866	0.24618	0.3053	0.3514	0.23482	0.47376	0.21465	0.88523	0.080454	0.80195	0.10705	0.11043	0.2816
Meth__cg17885062__NRCAM	0.077158	0.077352	0.102	0.08911	0.043418	0.59962	0.094943	0.19624	0.05732	0.047059	0.066307	0.32177	0.12341	0.1184	0.047282	0.082469	0.066146	0.067609	0.11622	0.15131	0.042779	0.081375	0.10642	0.86007	0.081781	0.089497	0.84702	0.10739	0.056841	0.047968	0.050222	0.044062	0.053315	0.3611	0.19058	0.076681	0.11147
Meth__cg21072025__GNG8	0.091182	0.022899	0.20968	0.19403	0.037888	0.14828	0.029461	0.089476	0.19771	0.037244	0.034651	0.25309	0.05362	0.25914	0.03	0.039623	0.036212	0.5139	0.20453	0.050303	0.028209	0.036968	0.03948	0.61128	0.078596	0.045882	0.87483	0.048116	0.042035	0.32623	0.030256	0.043004	0.026112	0.10086	0.061656	0.069981	0.037722
Meth__cg02322989__LRP1B	0.062129	0.064298	0.74125	0.068115	0.073911	0.078368	0.18471	0.076475	0.071192	0.061829	0.072092	0.30791	0.11039	0.89342	0.044464	0.073095	0.077762	0.067565	0.069796	0.06858	0.1429	0.06614	0.063922	0.091416	0.066912	0.095124	0.12749	0.090365	0.068611	0.057997	0.066338	0.090681	0.061181	0.47112	0.089358	0.063583	0.068895
Meth__cg00280894__NXF2	0.38075	0.035842	0.10119	0.76598	0.09325	0.039831	0.65779	0.10664	0.30867	0.40334	0.023407	0.45502	0.071429	0.46852	0.034098	0.33562	0.11128	0.10752	0.081904	0.043579	0.1102	0.12024	0.04653	0.065047	0.17219	0.035282	0.21637	0.10542	0.071093	0.041736	0.044474	0.71614	0.030968	0.090795	0.054736	0.17705	0.189
Meth__cg27143938__ZNF211	0.055898	0.048395	0.060423	0.043785	0.039474	0.045401	0.056728	0.02953	0.59674	0.044939	0.060691	0.048271	0.03973	0.059586	0.89617	0.050885	0.046478	0.044394	0.084981	0.046645	0.042442	0.050303	0.058679	0.085358	0.044736	0.11334	0.11154	0.065997	0.047909	0.034044	0.038878	0.039457	0.040828	0.044796	0.10453	0.052442	0.048426
Meth__cg13640200__AMIGO2	0.057054	0.11867	0.10541	0.15417	0.12953	0.051732	0.051697	0.51146	0.063034	0.15733	0.073326	0.91897	0.065253	0.074164	0.058734	0.4378	0.43127	0.157	0.097607	0.047146	0.14535	0.069173	0.063863	0.12572	0.057624	0.11798	0.087023	0.13543	0.051238	0.045608	0.049508	0.84665	0.17391	0.22274	0.073234	0.072218	0.073623
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.086435	0.061269	0.14912	0.94983	0.062792	0.10083	0.45757	0.34518	0.56801	0.066991	0.079759	0.055673	0.07363	0.33557	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.17838	0.12755	0.099023	0.21233	0.52372	0.10767	0.069983	0.062721	0.48869	0.075544	0.044495	0.35217	0.10826	0.058762	0.053247
Meth__cg21142188__ATP7A	0.53124	0.063409	0.065334	0.066372	0.20052	0.057715	0.064128	0.046724	0.51713	0.48941	0.065297	0.067199	0.055533	0.092699	0.63928	0.46353	0.44246	0.47781	0.267	0.048443	0.079778	0.061685	0.070336	0.15704	0.061533	0.28332	0.4549	0.35044	0.057807	0.05303	0.3185	0.057656	0.043566	0.42434	0.094283	0.41943	0.056569
Meth__cg05882691__HIST1H3H	0.18797	0.14451	0.13882	0.16943	0.46288	0.1493	0.15854	0.21951	0.20064	0.15816	0.24261	0.78739	0.13964	0.23321	0.12172	0.18261	0.16214	0.16889	0.20065	0.21711	0.16361	0.19601	0.17397	0.34661	0.16025	0.27202	0.24114	0.2984	0.14023	0.1528	0.16557	0.19528	0.39443	0.88547	0.28469	0.2101	0.26521
Meth__cg26689483__QDPR	0.058962	0.85369	0.86999	0.099822	0.70647	0.054573	0.50643	0.47958	0.45751	0.057149	0.85393	0.08317	0.1519	0.20555	0.57653	0.14257	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.57833	0.57082	0.7946	0.26166	0.26189	0.66361	0.078431	0.058416	0.088161	0.81632	0.47314	0.16981	0.10413	0.73413	0.8749
Meth__cg01184522__ZNF496	0.019043	0.86648	0.11767	0.16598	0.48796	0.021103	0.072605	0.035762	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.38373	0.026963	0.021369	0.016264	0.054804	0.017	0.029389	0.042118	0.38599	0.049809	0.06764	0.031197	0.033694	0.23224	0.024451	0.017943	0.022162	0.89644	0.025776	0.020742	0.039251	0.02587	0.030071
Meth__cg19451391__ZNF512	0.058964	0.060094	0.084219	0.31065	0.10534	0.050335	0.050578	0.053685	0.51921	0.19779	0.090356	0.85048	0.074897	0.8197	0.44298	0.11549	0.055238	0.050017	0.1124	0.051068	0.53566	0.48579	0.83132	0.10916	0.58947	0.14724	0.098621	0.099559	0.058145	0.47789	0.13553	0.83128	0.061076	0.86721	0.081864	0.72944	0.80303
Meth__cg04836428__DTNA	0.070847	0.068773	0.78718	0.078225	0.067527	0.51517	0.091906	0.057397	0.054582	0.070719	0.081801	0.093355	0.094417	0.10955	0.056583	0.080277	0.085042	0.076488	0.13596	0.073161	0.059996	0.079152	0.097093	0.13339	0.095369	0.20057	0.18656	0.13552	0.099726	0.055384	0.062672	0.095518	0.076688	0.30959	0.18236	0.07966	0.070959
Meth__cg22853986__TRMT12	0.077414	0.031619	0.11723	0.058888	0.039312	0.035669	0.039076	0.18129	0.041813	0.19692	0.048198	0.046202	0.059352	0.22166	0.03729	0.064555	0.042203	0.04186	0.13027	0.055261	0.037759	0.034843	0.039808	0.31224	0.050403	0.080944	0.42795	0.057625	0.04632	0.055252	0.10928	0.052447	0.035549	0.053586	0.053829	0.051526	0.048347
Meth__cg03522063__EMX2	0.54447	0.064638	0.080529	0.26854	0.13603	0.57436	0.78243	0.062228	0.80786	0.072793	0.76457	0.54108	0.88006	0.76057	0.3452	0.17301	0.14053	0.082627	0.17218	0.22876	0.76254	0.77701	0.074129	0.52252	0.79213	0.12959	0.69263	0.1192	0.061477	0.090794	0.57327	0.063179	0.052478	0.54651	0.29668	0.55597	0.51921
Meth__cg09204187__FLJ14346	0.28527	0.33077	0.85601	0.79095	0.32857	0.051261	0.11141	0.15697	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.91657	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.59085	0.06706	0.40741	0.11229	0.30048	0.49272	0.032698	0.039689	0.060331	0.74909	0.45811	0.036196	0.25966	0.11231	0.042977
Meth__cg12799835__FLJ31204	0.074972	0.036908	0.093822	0.052135	0.029721	0.64925	0.08453	0.23346	0.11915	0.052035	0.17094	0.17595	0.083715	0.078836	0.028302	0.058803	0.051141	0.054266	0.055504	0.07855	0.039059	0.070827	0.054815	0.095963	0.038348	0.059843	0.24583	0.073947	0.069707	0.038801	0.070894	0.040712	0.037516	0.18095	0.09611	0.053927	0.060354
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.10262	0.34629	0.22203	0.133	0.10207	0.26556	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.087093	0.1018	0.2648	0.14143	0.11197	0.11957	0.10389	0.12972	0.22241	0.22985	0.12823	0.25443	0.13156	0.20636	0.08948	0.099825	0.11803	0.53766	0.11347	0.25872	0.14782	0.09164	0.099238
Meth__cg04999036__GANC	0.035851	0.062243	0.032261	0.048033	0.040701	0.024334	0.085129	0.047289	0.044186	0.068507	0.05897	0.045669	0.042206	0.074165	0.02749	0.073812	0.032585	0.028078	0.044367	0.026095	0.04342	0.054536	0.044151	0.056859	0.042731	0.052553	0.060788	0.059456	0.027264	0.026264	0.056861	0.042016	0.029991	0.024062	0.10379	0.059329	0.68265
Meth__cg17307280__DRD1	0.048513	0.047482	0.90773	0.24782	0.088796	0.77153	0.12499	0.15598	0.4048	0.041618	0.059489	0.27415	0.15414	0.40566	0.070144	0.060018	0.058299	0.29007	0.10353	0.035994	0.059734	0.060758	0.065043	0.71227	0.056171	0.071211	0.23534	0.04542	0.037255	0.060048	0.12583	0.3365	0.029071	0.35975	0.16453	0.066301	0.083616
Meth__cg15642326__MARK4	0.025694	0.022281	0.025072	0.064772	0.076403	0.028949	0.23921	0.089465	0.46758	0.030838	0.040401	0.031191	0.026333	0.152	0.026113	0.03188	0.023256	0.053248	0.030265	0.016762	0.12625	0.17546	0.036003	0.036932	0.034022	0.028596	0.1235	0.059972	0.043452	0.02391	0.032102	0.02557	0.034921	0.035461	0.041348	0.052418	0.034955
Meth__cg09983885__TRIM21	0.15123	0.036555	0.29603	0.1092	0.076051	0.6223	0.17025	0.61204	0.086794	0.42737	0.054929	0.27535	0.22903	0.19295	0.054426	0.2912	0.13859	0.042925	0.14223	0.32938	0.032013	0.092058	0.084175	0.54864	0.13436	0.098564	0.25444	0.077613	0.027495	0.060072	0.046777	0.53166	0.13191	0.63641	0.19009	0.11292	0.067653
Meth__cg27333993__RBM3	0.064283	0.031143	0.074468	0.048623	0.049949	0.040503	0.061397	0.18228	0.13171	0.044938	0.29639	0.046216	0.21641	0.08556	0.045758	0.065092	0.18338	0.075799	0.1155	0.070884	0.058054	0.059834	0.056208	0.19085	0.2528	0.083571	0.33998	0.057763	0.057207	0.03745	0.095124	0.09709	0.060749	0.12356	0.096831	0.049106	0.047468
Meth__cg23360251__LEPREL2	0.046401	0.043747	0.43014	0.054325	0.054649	0.041919	0.10925	0.10152	0.042832	0.053055	0.077954	0.44199	0.16881	0.28521	0.052795	0.051641	0.81677	0.049138	0.12576	0.049966	0.10101	0.062211	0.17265	0.46832	0.047342	0.086947	0.29935	0.072955	0.047126	0.048442	0.057227	0.052855	0.06045	0.90567	0.27143	0.04543	0.056667
Meth__cg02525396__TOMM40L	0.078646	0.11658	0.09955	0.95086	0.069669	0.099152	0.09854	0.28516	0.080195	0.095942	0.12319	0.091398	0.10353	0.10957	0.064225	0.21402	0.11012	0.082016	0.14453	0.087715	0.081863	0.14117	0.089394	0.16552	0.12086	0.18277	0.15896	0.13115	0.093074	0.11457	0.1362	0.077788	0.096875	0.049484	0.12683	0.096239	0.098075
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.034412	0.48989	0.051442	0.30638	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.045341	0.65163	0.037749	0.094133	0.10479	0.04765	0.039095	0.25348	0.040781	0.33063	0.032346	0.028984	0.064945	0.029402	0.081668
Meth__cg04280480__PPARA	0.072396	0.16059	0.09332	0.16131	0.031032	0.037632	0.39253	0.038135	0.1055	0.055901	0.03377	0.080602	0.035783	0.068855	0.019563	0.035448	0.036945	0.05133	0.090192	0.021912	0.026337	0.074867	0.063174	0.080328	0.76936	0.028444	0.86933	0.068991	0.029113	0.021686	0.021127	0.025026	0.017336	0.023378	0.085417	0.030553	0.041038
Meth__cg12104707__ZNF426	0.060744	0.069364	0.070575	0.063372	0.058201	0.11025	0.56625	0.11787	0.83789	0.038959	0.08273	0.040115	0.1052	0.52293	0.041775	0.042865	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.03927	0.086276	0.28407	0.17568	0.085628	0.10877	0.041878	0.037366	0.053497	0.069118	0.074679	0.17542	0.15132	0.13651	0.094727
