Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01824804__LOX	0.098663	0.18623	0.096379	0.10447	0.065911	0.54058	0.055698	0.087756	0.076542	0.080889	0.12839	0.086953	0.29606	0.045344	0.066946	0.090064	0.089896	0.065785	0.43696	0.075304	0.088999	0.12632	0.07578	0.13436	0.071456	0.50199	0.087979	0.10757	0.067369	0.061463	0.087932	0.29462	0.657	0.14392	0.084681	0.10139	0.11473
Meth__cg18741908__GPR160	0.075319	0.84244	0.085241	0.62607	0.93552	0.052124	0.84808	0.94912	0.90971	0.18438	0.93038	0.91264	0.90712	0.18291	0.68542	0.90866	0.62647	0.82401	0.2589	0.11016	0.70097	0.81946	0.058425	0.063511	0.74694	0.085463	0.76657	0.58107	0.049705	0.57342	0.93073	0.33599	0.046021	0.10083	0.08458	0.22008	0.43337
Meth__cg18895813__ADAMTS5	0.10192	0.039078	0.11035	0.17363	0.055168	0.6569	0.058511	0.24922	0.047547	0.055999	0.065453	0.046739	0.10907	0.05596	0.05232	0.14975	0.077181	0.038491	0.1235	0.06373	0.040742	0.39942	0.21626	0.071772	0.042889	0.40527	0.051446	0.10309	0.03963	0.037862	0.070695	0.047085	0.25858	0.11683	0.11675	0.2786	0.54478
Meth__cg12398332__GPRC5B	0.065978	0.070101	0.1331	0.27324	0.16583	0.50779	0.096867	0.054	0.055445	0.23147	0.084337	0.12105	0.18043	0.049942	0.072294	0.088136	0.11828	0.075926	0.15369	0.15271	0.159	0.40289	0.13978	0.092746	0.082556	0.1912	0.079659	0.07277	0.056415	0.058054	0.078043	0.10238	0.49303	0.21106	0.39202	0.19107	0.14552
Meth__cg00401678__EMR3	0.35557	0.054999	0.30157	0.16115	0.11757	0.25427	0.23181	0.7799	0.078731	0.13043	0.49099	0.36387	0.22148	0.085393	0.086776	0.33759	0.087834	0.074921	0.16299	0.17368	0.11516	0.1069	0.13081	0.15864	0.13183	0.2459	0.14181	0.078057	0.10537	0.086848	0.064495	0.1612	0.26707	0.21059	0.16778	0.20758	0.24382
Meth__cg16218254__IMMP2L	0.077117	0.021219	0.15551	0.099934	0.078702	0.20202	0.070674	0.11639	0.021722	0.037277	0.021681	0.022122	0.047654	0.032812	0.024661	0.027049	0.048918	0.025795	0.056209	0.032276	0.026136	0.040412	0.045049	0.046661	0.024541	0.15978	0.034156	0.043619	0.028048	0.022314	0.019456	0.041189	0.044325	0.041716	0.048483	0.10537	0.050229
Meth__cg09188980__CALCA	0.57323	0.02454	0.78848	0.57746	0.38576	0.86411	0.11066	0.93739	0.026457	0.051644	0.84325	0.10219	0.72171	0.03744	0.029289	0.55868	0.10474	0.020752	0.7659	0.62603	0.09968	0.64577	0.11268	0.032792	0.14777	0.87687	0.066996	0.034056	0.51407	0.16266	0.057143	0.67153	0.65527	0.086032	0.92195	0.30606	0.23917
Meth__cg06367117__ALDOC	0.24454	0.030851	0.9287	0.058563	0.94623	0.037487	0.056289	0.05373	0.6973	0.92983	0.036607	0.41948	0.20494	0.37023	0.57313	0.040173	0.94087	0.93657	0.039484	0.038516	0.87855	0.080988	0.77101	0.77074	0.7774	0.91773	0.80901	0.075493	0.58905	0.64302	0.6737	0.030876	0.046229	0.069804	0.034366	0.83759	0.1049
Meth__cg14409083__EMP1	0.067273	0.06337	0.075731	0.39193	0.051675	0.51612	0.1117	0.036715	0.78596	0.20777	0.22821	0.11627	0.15261	0.23981	0.64419	0.053113	0.087173	0.053692	0.66194	0.81815	0.060606	0.099467	0.41683	0.08257	0.037523	0.83522	0.054876	0.064879	0.035296	0.033361	0.048788	0.54295	0.68149	0.14069	0.075024	0.20706	0.76781
Meth__cg22882178__PITX3	0.93999	0.039592	0.93756	0.94541	0.6381	0.93518	0.36805	0.36045	0.041657	0.041114	0.9171	0.12286	0.60512	0.56962	0.03963	0.12069	0.16614	0.065977	0.39538	0.05482	0.066348	0.82543	0.93211	0.076838	0.036518	0.86115	0.92768	0.077211	0.041776	0.49913	0.045681	0.15314	0.43038	0.92746	0.12057	0.91867	0.89754
Meth__cg19853703__APOL6	0.05329	0.052015	0.86268	0.62189	0.37961	0.53261	0.029286	0.35644	0.033328	0.12244	0.049363	0.027104	0.062842	0.20074	0.043307	0.062307	0.074659	0.10314	0.61029	0.80942	0.084432	0.098122	0.62571	0.076409	0.094405	0.64437	0.043787	0.097128	0.73407	0.038937	0.050933	0.0533	0.22655	0.09229	0.15987	0.53685	0.66599
Meth__cg08319238__BCAM	0.056104	0.053329	0.068419	0.049761	0.55518	0.11159	0.070506	0.33788	0.064018	0.092411	0.08676	0.13938	0.34313	0.052689	0.082265	0.085406	0.075845	0.080342	0.073298	0.11052	0.13897	0.11928	0.060368	0.15003	0.082736	0.25572	0.17056	0.077698	0.19057	0.061581	0.50018	0.046037	0.050623	0.059366	0.094739	0.061989	0.059193
Meth__cg26415633__KLK1	0.30214	0.032941	0.84452	0.56845	0.13461	0.20517	0.21147	0.86227	0.038336	0.32002	0.31383	0.79195	0.64356	0.022639	0.036506	0.43373	0.051494	0.027902	0.55449	0.57178	0.17863	0.1106	0.2306	0.059011	0.54028	0.20637	0.20606	0.062562	0.37238	0.049292	0.070925	0.70783	0.54378	0.23353	0.68988	0.13359	0.2081
Meth__cg11455040__SLC45A3	0.064119	0.052513	0.75241	0.71781	0.60036	0.78582	0.16715	0.067886	0.17525	0.13127	0.068782	0.13537	0.26638	0.53625	0.15759	0.056354	0.076279	0.045272	0.16669	0.13213	0.050434	0.31568	0.0834	0.065051	0.091893	0.074191	0.056932	0.11718	0.044487	0.047573	0.13141	0.80263	0.070079	0.065777	0.05937	0.62121	0.91677
Meth__cg17966619__NT5E	0.040517	0.1577	0.37337	0.31474	0.036528	0.97962	0.05012	0.042277	0.045927	0.044252	0.67636	0.5893	0.62422	0.20015	0.62758	0.60561	0.072581	0.027898	0.67819	0.089483	0.044216	0.057021	0.042381	0.24556	0.034821	0.96949	0.046488	0.10606	0.032434	0.036631	0.027918	0.14517	0.60623	0.95359	0.04968	0.12752	0.84056
Meth__cg18993334__C1orf182	0.068844	0.075306	0.050319	0.054784	0.06857	0.078068	0.52661	0.072671	0.084713	0.13646	0.10406	0.32946	0.078918	0.050957	0.085697	0.085502	0.12406	0.13652	0.077632	0.091339	0.09476	0.36302	0.12524	0.16549	0.12588	0.078219	0.14603	0.11351	0.070906	0.32546	0.11262	0.08022	0.098055	0.13261	0.067261	0.070645	0.075038
Meth__cg00158308__OXGR1	0.33312	0.11737	0.55966	0.048988	0.71999	0.1551	0.30715	0.88676	0.35014	0.05165	0.43885	0.2134	0.81235	0.18683	0.3556	0.88044	0.17633	0.055057	0.044263	0.057046	0.18052	0.74465	0.11782	0.28434	0.502	0.10607	0.12436	0.11299	0.2942	0.44055	0.048886	0.43438	0.63847	0.047491	0.076068	0.051324	0.62907
Meth__cg17639046__HS3ST3B1	0.062075	0.053671	0.063922	0.047387	0.56859	0.06445	0.037644	0.6699	0.051716	0.067864	0.23336	0.20667	0.11081	0.049411	0.061366	0.10126	0.40616	0.060726	0.050236	0.073668	0.075233	0.79662	0.1184	0.53573	0.0611	0.87496	0.81332	0.089071	0.19884	0.11072	0.051497	0.063066	0.21767	0.04127	0.06183	0.057832	0.052649
Meth__cg19968631__GLRA3	0.048604	0.043581	0.43568	0.037797	0.44483	0.052862	0.15667	0.91697	0.070087	0.063446	0.33397	0.078334	0.55457	0.029296	0.17221	0.089614	0.16659	0.73828	0.053003	0.050881	0.052675	0.089064	0.049878	0.064258	0.067543	0.86213	0.32261	0.060074	0.081425	0.39561	0.39209	0.042402	0.9283	0.053786	0.051154	0.27789	0.2635
Meth__cg08244522__THBD	0.043397	0.25408	0.067014	0.048239	0.80814	0.054036	0.21288	0.75013	0.21075	0.036973	0.53478	0.96194	0.77705	0.082854	0.17277	0.86825	0.10769	0.039247	0.44696	0.44549	0.29707	0.073936	0.042394	0.065079	0.049912	0.052772	0.43438	0.158	0.16635	0.038178	0.56571	0.15027	0.67591	0.056253	0.050049	0.038457	0.040733
Meth__cg22397447__ALDH1B1	0.10109	0.043064	0.59861	0.04755	0.039363	0.054633	0.10436	0.025636	0.032217	0.098848	0.04291	0.090399	0.10872	0.66557	0.051085	0.031122	0.039357	0.03619	0.070163	0.052654	0.059516	0.079433	0.081067	0.077357	0.040268	0.075107	0.064141	0.17025	0.046537	0.041086	0.032706	0.1575	0.042337	0.18483	0.062068	0.046806	0.066996
Meth__cg04941721__EREG	0.69144	0.46811	0.91797	0.5393	0.67003	0.66268	0.42795	0.96923	0.10874	0.054711	0.85909	0.029164	0.84721	0.72442	0.096567	0.771	0.054205	0.27436	0.67625	0.8765	0.80358	0.058011	0.72758	0.049372	0.025292	0.42386	0.11952	0.063035	0.041262	0.022769	0.025195	0.8057	0.66841	0.6134	0.15938	0.80307	0.66823
Meth__cg24076399__CST3	0.045013	0.060777	0.04924	0.032591	0.033134	0.05976	0.042045	0.12224	0.067989	0.052956	0.054879	0.96439	0.71555	0.16456	0.080219	0.64635	0.098531	0.038583	0.035304	0.054492	0.057039	0.10373	0.062295	0.072001	0.058562	0.075272	0.86573	0.082014	0.041637	0.032742	0.050148	0.045246	0.21151	0.10993	0.057601	0.049932	0.053366
Meth__cg20931907__LOC340602	0.47844	0.17287	0.91524	0.52281	0.2503	0.927	0.57478	0.96729	0.56024	0.37128	0.87518	0.80924	0.093101	0.082047	0.41487	0.32491	0.084626	0.03864	0.65959	0.46881	0.06594	0.08117	0.17426	0.03031	0.27425	0.79872	0.037382	0.085845	0.64467	0.041988	0.018789	0.95779	0.94606	0.073337	0.78237	0.34536	0.52764
Meth__cg23146358__CDKN1C	0.10182	0.084681	0.082219	0.27315	0.031053	0.076687	0.03211	0.14646	0.084698	0.059381	0.16472	0.034151	0.14251	0.028806	0.092732	0.048739	0.17851	0.027675	0.61718	0.61678	0.056963	0.16631	0.11053	0.081641	0.064234	0.13876	0.1349	0.1002	0.048566	0.084263	0.056357	0.066115	0.027115	0.071615	0.079078	0.13725	0.1647
Meth__cg09501516__RGS4	0.07035	0.035424	0.18713	0.031031	0.63998	0.085297	0.33388	0.93843	0.64129	0.096045	0.18267	0.185	0.51168	0.034783	0.48656	0.26763	0.12887	0.87273	0.082842	0.097699	0.070265	0.66185	0.079933	0.10619	0.73086	0.31798	0.12393	0.09019	0.036895	0.89237	0.095636	0.85667	0.16365	0.13359	0.057454	0.063214	0.10391
Meth__cg02361557__NTNG1	0.46897	0.22155	0.90882	0.84558	0.58124	0.89033	0.048463	0.67346	0.044703	0.054693	0.84442	0.090751	0.88493	0.24839	0.040178	0.89243	0.13873	0.39992	0.85734	0.77663	0.44501	0.85525	0.037459	0.11551	0.046869	0.62507	0.065192	0.060696	0.034484	0.024795	0.041016	0.40879	0.89741	0.080764	0.17354	0.589	0.87229
Meth__cg15316334__CEACAM5	0.11576	0.1825	0.67207	0.27558	0.052383	0.64014	0.264	0.17111	0.03632	0.23206	0.094676	0.3236	0.47619	0.08907	0.049208	0.1677	0.12125	0.025568	0.69311	0.7235	0.54386	0.068001	0.41676	0.64282	0.27207	0.44194	0.069279	0.25401	0.041739	0.060295	0.046868	0.83471	0.75293	0.13299	0.43374	0.22031	0.20214
Meth__cg11237817__KIR3DL3	0.35555	0.18149	0.83413	0.21051	0.28045	0.575	0.42307	0.071149	0.039391	0.25182	0.61514	0.72863	0.62675	0.044511	0.1106	0.2447	0.045363	0.04312	0.86796	0.71097	0.25644	0.10035	0.034937	0.049154	0.7515	0.57481	0.073914	0.18077	0.27248	0.10799	0.18485	0.026928	0.85631	0.21151	0.80379	0.32775	0.43875
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.72257	0.079727	0.81308	0.041119	0.65836	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.80224	0.4827	0.049001	0.074518	0.83995	0.80353	0.22128	0.20157	0.68445	0.065789	0.8336	0.14739	0.35135	0.83626	0.28397	0.70635	0.13073	0.095624	0.21359	0.053552	0.10004
Meth__cg05997860__ADAM21	0.23264	0.034324	0.67978	0.50797	0.057585	0.36837	0.12927	0.78136	0.67081	0.080261	0.16681	0.2504	0.21527	0.10846	0.45761	0.20881	0.053191	0.062792	0.1216	0.19866	0.098212	0.10979	0.21511	0.069855	0.075935	0.07838	0.094743	0.12316	0.28709	0.042182	0.19056	0.80283	0.38118	0.14421	0.19574	0.43065	0.30075
Meth__cg14617642__H2AFY2	0.022648	0.014353	0.015667	0.014353	0.19943	0.018575	0.024837	0.011737	0.015404	0.016089	0.018857	0.04948	0.026732	0.026392	0.018208	0.015066	0.024687	0.013091	0.0091125	0.017755	0.017549	0.67339	0.016585	0.023902	0.015624	0.062101	0.34289	0.035016	0.014379	0.023506	0.019707	0.0091523	0.10844	0.0439	0.012789	0.014089	0.011715
Meth__cg02507952__KIAA0125	0.63886	0.080032	0.70503	0.69509	0.11923	0.17117	0.15019	0.25507	0.059451	0.074279	0.39967	0.20645	0.64624	0.070393	0.056456	0.24231	0.12016	0.049909	0.46177	0.48666	0.19833	0.10053	0.30011	0.10059	0.082368	0.24944	0.072909	0.11334	0.34403	0.17053	0.096692	0.056236	0.43671	0.12198	0.72544	0.21871	0.16393
Meth__cg18106189__C18orf1	0.026516	0.051027	0.030204	0.035814	0.49304	0.034608	0.22583	0.036079	0.025661	0.027936	0.044272	0.033412	0.21957	0.032724	0.02497	0.027585	0.10706	0.035686	0.021961	0.043598	0.031554	0.93391	0.036213	0.039693	0.030889	0.058257	0.096788	0.036348	0.024485	0.39697	0.070557	0.029893	0.089649	0.060435	0.031577	0.023076	0.031541
Meth__cg19580810__RAB25	0.099988	0.050562	0.088267	0.056962	0.86798	0.089921	0.88454	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.07881	0.80537	0.088248	0.074521	0.86245	0.85185	0.14751	0.10558	0.87641	0.078888	0.074675	0.27169	0.83685	0.080202	0.84889	0.049983	0.040285	0.078047	0.17464	0.037945	0.036921
Meth__cg17240454__SPDEF	0.071921	0.080569	0.16096	0.42174	0.85402	0.15374	0.92168	0.85936	0.8863	0.68586	0.87125	0.79173	0.60177	0.08789	0.76141	0.80445	0.74246	0.25603	0.40124	0.61252	0.90162	0.4453	0.12263	0.14173	0.90272	0.21596	0.35181	0.14137	0.86674	0.67935	0.17641	0.29944	0.058771	0.15884	0.098917	0.068695	0.068567
Meth__cg24449371__CIB2	0.042218	0.048227	0.70524	0.093968	0.34212	0.066357	0.04668	0.042138	0.043959	0.051572	0.23552	0.044382	0.30098	0.038252	0.052218	0.034743	0.057838	0.035396	0.081573	0.14274	0.046349	0.45108	0.090295	0.081546	0.04804	0.26017	0.10187	0.073337	0.028871	0.0354	0.059712	0.15376	0.074241	0.2243	0.059053	0.097395	0.078463
Meth__cg21484834__PTK6	0.072312	0.033943	0.38639	0.36318	0.9511	0.053812	0.94638	0.47321	0.89471	0.081672	0.92494	0.452	0.56269	0.95006	0.58594	0.76444	0.21032	0.82393	0.098506	0.68336	0.93003	0.099939	0.59623	0.077905	0.077505	0.45174	0.91729	0.12562	0.66259	0.04365	0.90691	0.76031	0.037512	0.060721	0.054276	0.036147	0.037907
Meth__cg24692716__C6orf192	0.024607	0.017103	0.038522	0.029529	0.0182	0.029586	0.032593	0.014017	0.022577	0.025794	0.024831	0.020306	0.068724	0.040367	0.022837	0.018087	0.055075	0.019854	0.027074	0.029906	0.027585	0.065358	0.024827	0.048376	0.017669	0.02577	0.018183	0.026762	0.0272	0.025385	0.020846	0.034622	0.020594	0.049333	0.029046	0.034447	0.028161
Meth__cg24415468__ZNF6	0.15212	0.081277	0.077187	0.16134	0.49189	0.081994	0.15753	0.30846	0.3216	0.35829	0.076105	0.12561	0.33528	0.53981	0.29808	0.349	0.26014	0.067905	0.061041	0.078765	0.083015	0.78724	0.07588	0.40545	0.17476	0.30822	0.30423	0.12921	0.065748	0.067095	0.18987	0.071434	0.53678	0.14883	0.39927	0.093643	0.075953
Meth__cg11674404__WDR17	0.08363	0.068108	0.12047	0.055449	0.11351	0.051768	0.087591	0.15756	0.075852	0.082287	0.063237	0.24617	0.74925	0.85422	0.087019	0.1571	0.15514	0.1029	0.049212	0.068006	0.47368	0.098518	0.22415	0.16073	0.08305	0.61053	0.17665	0.095046	0.045455	0.043512	0.062399	0.84271	0.34288	0.13819	0.078837	0.092205	0.098185
Meth__cg22674717__SALL1	0.83	0.027683	0.82142	0.14007	0.42428	0.58124	0.032019	0.67567	0.058691	0.093481	0.79281	0.53909	0.3278	0.1471	0.070458	0.031893	0.069131	0.030022	0.90403	0.94086	0.04634	0.75325	0.72147	0.071266	0.037448	0.84567	0.27757	0.042171	0.089929	0.11766	0.039576	0.029684	0.036499	0.065364	0.87831	0.40983	0.11469
Meth__cg14939652__NPAS3	0.069499	0.060462	0.039395	0.43446	0.16855	0.12046	0.066706	0.074851	0.039393	0.16083	0.05386	0.068874	0.16019	0.12142	0.049535	0.098383	0.11567	0.030882	0.26869	0.085854	0.054955	0.088299	0.031655	0.059643	0.054056	0.10412	0.12587	0.18489	0.035065	0.035197	0.046275	0.060071	0.16117	0.080392	0.33829	0.13561	0.12044
Meth__cg23043119__STARD4	0.037588	0.030007	0.058169	0.089639	0.031676	0.49248	0.029844	0.047381	0.042349	0.040376	0.036443	0.035046	0.098313	0.070762	0.067658	0.054139	0.058726	0.035552	0.0445	0.040932	0.034954	0.11165	0.049313	0.064998	0.031953	0.065882	0.039	0.069942	0.041537	0.034998	0.035651	0.19256	0.067179	0.076718	0.046972	0.10635	0.071583
Meth__cg15817236__ALX4	0.92118	0.049071	0.572	0.34738	0.85884	0.94661	0.10267	0.3262	0.046373	0.74932	0.41467	0.19702	0.94443	0.62455	0.048663	0.11435	0.082505	0.038583	0.95909	0.95525	0.21258	0.78719	0.58202	0.08864	0.041522	0.91041	0.089177	0.23185	0.14634	0.035534	0.049072	0.074862	0.95944	0.57198	0.049532	0.50267	0.48672
Meth__cg19450025__SULT1A3	0.022883	0.031541	0.521	0.47162	0.75825	0.09641	0.97112	0.030377	0.10552	0.55406	0.06891	0.85316	0.060785	0.71955	0.11151	0.060411	0.4057	0.91188	0.026407	0.030497	0.48556	0.8116	0.29748	0.13861	0.28996	0.32955	0.12407	0.047357	0.064927	0.065201	0.67093	0.023744	0.016272	0.43953	0.043269	0.019983	0.0245
Meth__cg01267315__C1orf164	0.73466	0.055646	0.062663	0.041145	0.030982	0.11117	0.10591	0.025874	0.045145	0.050421	0.38188	0.037029	0.31258	0.62609	0.029318	0.05118	0.07312	0.028301	0.068382	0.55781	0.044846	0.081692	0.047693	0.067568	0.033918	0.41443	0.5727	0.036085	0.033887	0.048965	0.038511	0.052348	0.067761	0.85683	0.04431	0.57175	0.46245
Meth__cg19211800__MARCKS	0.92169	0.023108	0.021273	0.044901	0.023662	0.045857	0.017573	0.021137	0.020396	0.025504	0.028182	0.027813	0.44786	0.017717	0.63037	0.018898	0.039578	0.019155	0.20304	0.027301	0.026539	0.035891	0.02432	0.049434	0.021478	0.44434	0.022957	0.031803	0.022824	0.025836	0.027132	0.016393	0.018488	0.91662	0.41844	0.030478	0.027164
Meth__cg25470175__FAM73A	0.054735	0.033932	0.058555	0.045226	0.03867	0.055829	0.086762	0.034171	0.044473	0.045886	0.053755	0.091779	0.45856	0.038784	0.045994	0.038922	0.047651	0.03698	0.051622	0.067721	0.035526	0.061928	0.062829	0.080756	0.043236	0.084099	0.046074	0.094937	0.038994	0.052013	0.051549	0.16068	0.041344	0.078811	0.058651	0.059663	0.062307
Meth__cg16413777__RSAD1	0.041526	0.046368	0.059944	0.042315	0.098999	0.043365	0.050384	0.051924	0.067895	0.037717	0.03667	0.20587	0.10095	0.026113	0.054706	0.037463	0.072414	0.032481	0.043902	0.04122	0.05573	0.096236	0.042598	0.088858	0.049935	0.088889	0.050735	0.087094	0.030713	0.046716	0.040655	0.0449	0.04574	0.040933	0.042785	0.045721	0.036815
Meth__cg23614979__NAV2	0.066831	0.06306	0.29357	0.11625	0.040339	0.59223	0.038781	0.048904	0.058711	0.87385	0.14444	0.042601	0.30526	0.4261	0.19056	0.041782	0.09563	0.040008	0.81271	0.41345	0.069758	0.067404	0.14085	0.084446	0.04974	0.2202	0.13573	0.11451	0.040182	0.034518	0.045818	0.038146	0.028196	0.096068	0.057895	0.050558	0.053477
Meth__cg04072323__SKIP	0.88689	0.028335	0.91358	0.32068	0.90501	0.89998	0.093651	0.62355	0.066119	0.060612	0.90847	0.14957	0.72901	0.64143	0.13411	0.87837	0.094747	0.11595	0.70091	0.66166	0.042592	0.85324	0.57021	0.12044	0.45854	0.83308	0.23026	0.12888	0.059529	0.084511	0.092319	0.23877	0.80104	0.10335	0.51918	0.86247	0.81265
Meth__cg12738197__ZNF572	0.43549	0.024916	0.86537	0.3753	0.029814	0.50486	0.32158	0.90266	0.29014	0.4033	0.82174	0.063282	0.69758	0.027897	0.16448	0.18388	0.070987	0.12544	0.15059	0.14997	0.049236	0.21356	0.061898	0.065387	0.034136	0.74665	0.046159	0.053516	0.044724	0.25438	0.053904	0.77897	0.63162	0.091295	0.035151	0.38926	0.37265
Meth__cg04310824__SCP2	0.024254	0.022771	0.60746	0.024759	0.42928	0.031915	0.57372	0.030004	0.014466	0.041522	0.02112	0.023018	0.90604	0.037796	0.023869	0.027519	0.026062	0.016282	0.5662	0.034539	0.033029	0.10534	0.032539	0.030375	0.024813	0.045622	0.022925	0.073954	0.018605	0.017037	0.026493	0.089349	0.026242	0.057054	0.049721	0.44038	0.51029
Meth__cg07952391__FLJ10916	0.59586	0.083142	0.48449	0.77352	0.24325	0.056572	0.33663	0.052394	0.081273	0.048732	0.68364	0.043486	0.51814	0.077179	0.31516	0.035884	0.12708	0.027633	0.51337	0.47671	0.26088	0.79233	0.42018	0.06885	0.078806	0.37624	0.051378	0.075241	0.037054	0.030136	0.37363	0.70105	0.53908	0.092938	0.038893	0.64494	0.65036
Meth__cg18997129__EPHA1	0.078105	0.071805	0.068948	0.062381	0.92293	0.073347	0.92564	0.10938	0.081083	0.078862	0.078374	0.08535	0.11774	0.048258	0.082881	0.059491	0.18385	0.77627	0.05608	0.093331	0.68969	0.85179	0.073622	0.10718	0.89291	0.11507	0.073302	0.11457	0.10823	0.056276	0.86803	0.057938	0.065061	0.090559	0.082862	0.076509	0.074361
Meth__cg12966875__SLPI	0.052278	0.039292	0.91018	0.79246	0.27961	0.77399	0.1424	0.098799	0.060396	0.67407	0.029105	0.028931	0.055931	0.074074	0.045047	0.075608	0.060557	0.046577	0.44432	0.47454	0.12673	0.11416	0.7246	0.49931	0.057122	0.81111	0.052779	0.07162	0.041263	0.036019	0.065029	0.90971	0.16228	0.047146	0.20003	0.18924	0.2103
Meth__cg12473775__RHOD	0.088932	0.82148	0.64814	0.088358	0.84622	0.1309	0.84651	0.93178	0.33803	0.7012	0.32854	0.47417	0.15802	0.56061	0.26102	0.4338	0.14286	0.65578	0.56271	0.47348	0.84678	0.58778	0.19181	0.13947	0.29835	0.18519	0.24816	0.77753	0.78797	0.30123	0.71168	0.087067	0.063652	0.14386	0.10248	0.10316	0.15228
Meth__cg26363196__ST6GALNAC3	0.5464	0.1073	0.57213	0.69168	0.098884	0.81136	0.034071	0.2203	0.096126	0.089716	0.082186	0.19372	0.62337	0.76835	0.094742	0.50492	0.45659	0.091922	0.8251	0.80588	0.10792	0.61396	0.80448	0.28573	0.09303	0.79127	0.49817	0.11082	0.20089	0.093981	0.061878	0.53811	0.62514	0.23406	0.55357	0.81526	0.79825
Meth__cg08775230__C11orf52	0.15705	0.090283	0.13866	0.069693	0.60713	0.13002	0.56452	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.12631	0.062945	0.090618	0.16026	0.29634	0.1241	0.14394	0.57095	0.60424	0.14157	0.18984	0.45463	0.14716	0.11335	0.1012	0.8496	0.08232	0.27826	0.079417	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg20234170__CAT	0.097072	0.31049	0.49256	0.12655	0.093791	0.41623	0.087971	0.094832	0.44793	0.12217	0.080446	0.20726	0.25549	0.05411	0.43682	0.070522	0.23218	0.053537	0.23668	0.30804	0.091547	0.1139	0.57533	0.19708	0.077119	0.29293	0.18267	0.19389	0.17461	0.052664	0.071957	0.69086	0.14671	0.14249	0.28713	0.65192	0.64296
Meth__cg18059933__TP53INP1	0.035319	0.74035	0.0281	0.56372	0.33702	0.71644	0.84626	0.94674	0.95245	0.067587	0.69479	0.70108	0.88271	0.027217	0.52461	0.90745	0.83107	0.6925	0.88761	0.75769	0.88109	0.81944	0.025842	0.15818	0.91298	0.043233	0.89303	0.60171	0.91948	0.93235	0.43145	0.033089	0.030288	0.03649	0.19379	0.088013	0.20493
Meth__cg01103730__IL20	0.12576	0.10194	0.19263	0.0315	0.37226	0.07774	0.81553	0.88403	0.06848	0.085032	0.66099	0.64629	0.50825	0.08987	0.068174	0.7226	0.16592	0.47137	0.25692	0.26578	0.70012	0.87106	0.09967	0.35096	0.90622	0.070491	0.43424	0.16741	0.89772	0.47189	0.86232	0.85847	0.87165	0.3104	0.18308	0.12717	0.20886
Meth__cg13240311__PKIG	0.058797	0.052784	0.046772	0.042959	0.40699	0.071806	0.075874	0.059549	0.065028	0.075363	0.040325	0.12939	0.12296	0.13403	0.069957	0.081684	0.084265	0.057272	0.053232	0.059887	0.069565	0.10231	0.060257	0.10377	0.068088	0.34177	0.046318	0.10145	0.04199	0.044025	0.068152	0.16873	0.64503	0.089793	0.055708	0.041861	0.041375
Meth__cg11003133__AIM2	0.11444	0.056816	0.1735	0.059821	0.27018	0.10168	0.39671	0.5169	0.61313	0.069625	0.77495	0.56362	0.28909	0.033128	0.46667	0.55186	0.072844	0.17965	0.091302	0.075763	0.8	0.69517	0.10573	0.25074	0.88296	0.36955	0.076448	0.077824	0.079103	0.88709	0.12508	0.064148	0.053726	0.096249	0.098749	0.12584	0.098651
Meth__cg03773789__GLI4	0.047175	0.1268	0.07998	0.03024	0.093429	0.05518	0.14437	0.95072	0.055312	0.054418	0.045709	0.39501	0.13653	0.022428	0.042707	0.11725	0.050319	0.026402	0.062032	0.039933	0.16666	0.063796	0.071883	0.065343	0.093566	0.097955	0.18022	0.051528	0.073171	0.046934	0.092534	0.77808	0.42018	0.09739	0.032756	0.055317	0.10032
Meth__cg06493080__HOXB7	0.040655	0.089067	0.026491	0.04843	0.06488	0.081825	0.091381	0.040281	0.082877	0.043951	0.061562	0.45113	0.10844	0.020292	0.066667	0.18017	0.072686	0.04187	0.036569	0.058546	0.24826	0.57187	0.3291	0.13359	0.065857	0.082768	0.065343	0.13882	0.042289	0.050927	0.057914	0.084789	0.044182	0.080229	0.032658	0.056582	0.046295
