Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19278165__DSCR1	0.038947	0.033684	0.63265	0.33829	0.05358	0.024423	0.072283	0.034638	0.031549	0.044172	0.025247	0.053374	0.085199	0.037187	0.044546	0.027955	0.053724	0.028362	0.4612	0.34058	0.0515	0.029243	0.041856	0.0718	0.073494	0.78789	0.049446	0.027261	0.022155	0.028831	0.19937	0.025522	0.029878	0.12523	0.030788	0.044752	0.0554
Meth__cg19286604__MGC39545	0.90319	0.035049	0.92467	0.60038	0.05882	0.847	0.844	0.20207	0.050823	0.06842	0.90275	0.1537	0.7009	0.042423	0.58235	0.059669	0.057349	0.064927	0.93236	0.92986	0.89838	0.36166	0.91934	0.68683	0.072009	0.7313	0.056345	0.17832	0.092932	0.055576	0.058607	0.044275	0.89058	0.73255	0.73479	0.68355	0.82472
Meth__cg22284975__C7orf11	0.10886	0.13189	0.56733	0.24543	0.14797	0.052907	0.43054	0.082591	0.078118	0.08435	0.07701	0.042958	0.51493	0.08169	0.11364	0.055527	0.10126	0.058477	0.25675	0.19567	0.26026	0.087311	0.14313	0.26733	0.082466	0.62751	0.18829	0.065607	0.06079	0.12378	0.15039	0.14701	0.47676	0.096369	0.47936	0.079652	0.11172
Meth__cg17698643__C16orf63	0.024054	0.018956	0.027743	0.03435	0.024044	0.031893	0.03188	0.024569	0.027769	0.031328	0.026114	0.023416	0.064892	0.029087	0.029024	0.022417	0.040082	0.024317	0.019408	0.031476	0.027743	0.029969	0.024259	0.02546	0.028484	0.074162	0.028867	0.021407	0.026093	0.023981	0.028904	0.020947	0.024588	0.066062	0.028433	0.024502	0.030414
Meth__cg27132814__C20orf79	0.51757	0.051434	0.56885	0.79757	0.68384	0.051717	0.34161	0.87841	0.89837	0.46006	0.25412	0.6612	0.3957	0.79917	0.56897	0.25382	0.36356	0.044186	0.5387	0.57262	0.71461	0.069459	0.89586	0.18178	0.10308	0.2409	0.087176	0.090596	0.37188	0.086993	0.48375	0.050194	0.23175	0.16645	0.34709	0.26514	0.29013
Meth__cg12089439__TUSC3	0.47398	0.0615	0.11111	0.52169	0.10737	0.67952	0.82869	0.097954	0.098965	0.10622	0.094273	0.12527	0.54944	0.18502	0.094626	0.045613	0.16307	0.25213	0.062067	0.099923	0.10429	0.084411	0.055701	0.13515	0.14667	0.15793	0.11624	0.072272	0.074596	0.080804	0.072815	0.12591	0.081909	0.12935	0.085405	0.20887	0.07371
Meth__cg05512756__UGT3A1	0.50939	0.16207	0.32174	0.84839	0.81495	0.061982	0.58542	0.40288	0.42832	0.39305	0.32724	0.07168	0.18351	0.28756	0.24918	0.22694	0.034235	0.027963	0.33441	0.54255	0.89507	0.333	0.79291	0.57414	0.059359	0.12493	0.066896	0.097421	0.50352	0.029906	0.62772	0.053045	0.10186	0.050439	0.81006	0.40941	0.28747
Meth__cg00676660__ADAMTS9	0.068493	0.03046	0.049808	0.071594	0.060174	0.40816	0.10815	0.040861	0.045612	0.072583	0.097267	0.089046	0.19117	0.055053	0.064873	0.051542	0.10545	0.031776	0.059718	0.14543	0.47608	0.080504	0.49093	0.052725	0.11335	0.35042	0.061506	0.052839	0.10157	0.035017	0.059996	0.030355	0.21779	0.10635	0.046726	0.051112	0.058577
Meth__cg13885201__ZNF23	0.045152	0.038361	0.071993	0.2904	0.48105	0.22122	0.93382	0.033855	0.11076	0.47647	0.043307	0.029372	0.16509	0.11688	0.11187	0.029635	0.32675	0.048935	0.40205	0.75912	0.059721	0.051707	0.547	0.62193	0.046014	0.91397	0.077977	0.026391	0.039742	0.16126	0.32229	0.22343	0.92557	0.084265	0.049099	0.070203	0.054132
Meth__cg06350796__CXorf41	0.41504	0.060745	0.28505	0.56677	0.19445	0.87894	0.089041	0.42747	0.2262	0.27958	0.89186	0.21922	0.83882	0.16069	0.17859	0.27536	0.19729	0.082434	0.069664	0.062753	0.40446	0.17616	0.32717	0.12613	0.12654	0.28358	0.11192	0.13734	0.85256	0.1144	0.37469	0.068477	0.31904	0.58218	0.79613	0.26221	0.43725
U133A__LMCD1	6.5609	6.4091	6.5713	6.1756	7.4953	5.3439	6.2751	7.8319	5.3364	7.8935	7.3762	5.7221	5.6691	7.0603	5.1047	6.4592	6.3042	5.9992	6.2394	5.9717	8.0941	5.9372	7.2973	6.2042	7.0151	6.8584	6.1463	5.4766	5.0203	5.7004	7.9499	6.6592	7.4884	7.5056	8.1009	6.6191	5.7219
Meth__cg11366015__C20orf27	0.20766	0.02729	0.044389	0.036395	0.024758	0.026559	0.035125	0.022486	0.022463	0.036406	0.036304	0.0204	0.067893	0.023901	0.029982	0.023665	0.049339	0.022554	0.024047	0.034148	0.051148	0.030206	0.026715	0.031158	0.070495	0.064486	0.042657	0.023643	0.021062	0.028104	0.02253	0.024033	0.029526	0.062354	0.034437	0.026848	0.029485
Meth__cg27567335__RAMP1	0.091111	0.10214	0.19814	0.15525	0.10092	0.45824	0.1049	0.86398	0.090568	0.097119	0.16281	0.52166	0.73514	0.10494	0.82404	0.1044	0.24639	0.082788	0.087113	0.11776	0.25833	0.31701	0.33428	0.30685	0.19804	0.38215	0.17572	0.12645	0.096107	0.082693	0.45532	0.10295	0.61865	0.12827	0.099738	0.11897	0.24162
Meth__cg03455458__FLJ12505	0.4147	0.022171	0.81798	0.19567	0.060059	0.03182	0.53097	0.68737	0.0352	0.67364	0.037656	0.08867	0.3301	0.031937	0.029256	0.023539	0.049138	0.022559	0.93048	0.93383	0.058958	0.075717	0.1363	0.39245	0.030438	0.78048	0.045699	0.027309	0.028964	0.023832	0.029822	0.02553	0.33802	0.3818	0.026703	0.48024	0.49583
Meth__cg13237829__GPSN2	0.088638	0.048743	0.072146	0.045631	0.063424	0.088624	0.0899	0.038161	0.050823	0.075024	0.082367	0.18435	0.1162	0.042467	0.056227	0.048777	0.080949	0.067352	0.070874	0.047541	0.055213	0.079168	0.053779	0.066355	0.058298	0.14953	0.077666	0.04251	0.038393	0.045961	0.051112	0.06469	0.057247	0.076581	0.093579	0.076425	0.07611
Meth__cg24449371__CIB2	0.042218	0.048227	0.049307	0.70524	0.093968	0.34212	0.066357	0.042138	0.043959	0.051572	0.23552	0.044382	0.30098	0.052218	0.034743	0.033628	0.057838	0.035396	0.081573	0.14274	0.17464	0.046349	0.066897	0.090295	0.081546	0.26017	0.073337	0.028871	0.0354	0.059712	0.15376	0.049957	0.074241	0.2243	0.059053	0.097395	0.078463
Meth__cg23078779__MAGED4	0.40245	0.01959	0.90978	0.21612	0.052054	0.40495	0.66208	0.27818	0.20353	0.12517	0.79496	0.43016	0.38595	0.18227	0.44878	0.051085	0.35318	0.032894	0.2872	0.081373	0.38735	0.17835	0.3591	0.10221	0.052209	0.59671	0.36842	0.36422	0.033377	0.34693	0.12454	0.12149	0.6402	0.059113	0.70514	0.16363	0.21173
Meth__cg09462826__FADS1	0.11931	0.049557	0.68905	0.46093	0.50878	0.042097	0.45755	0.20252	0.19716	0.24991	0.054599	0.87097	0.78108	0.2756	0.79996	0.039171	0.23325	0.15915	0.4054	0.28824	0.061375	0.17695	0.35978	0.25323	0.093832	0.28452	0.09947	0.04981	0.04263	0.44574	0.72716	0.21672	0.43744	0.17177	0.33783	0.27802	0.49755
Meth__cg14046986__RCSD1	0.19041	0.023889	0.78788	0.57704	0.43461	0.906	0.9376	0.95509	0.02415	0.42332	0.1057	0.033564	0.91445	0.19271	0.90703	0.026919	0.056211	0.016812	0.93727	0.80744	0.73107	0.61103	0.57245	0.89603	0.023317	0.94091	0.039663	0.028015	0.062047	0.13746	0.31163	0.029955	0.94113	0.078091	0.47952	0.82552	0.82109
Meth__cg03098643__FAT	0.10453	0.073615	0.11261	0.11527	0.055748	0.077117	0.10923	0.084216	0.064768	0.092288	0.10362	0.083648	0.11001	0.091744	0.47484	0.074371	0.12394	0.078482	0.10398	0.10087	0.13098	0.086336	0.068346	0.078752	0.085846	0.14681	0.13906	0.083088	0.071788	0.074853	0.064286	0.06964	0.056633	0.84401	0.098434	0.077207	0.097672
Meth__cg01048931__ECOP	0.055339	0.050474	0.047195	0.045858	0.052368	0.05	0.045899	0.072205	0.038789	0.056208	0.058764	0.059137	0.14573	0.044823	0.050559	0.055357	0.080311	0.037444	0.054577	0.050224	0.041505	0.045171	0.031944	0.046891	0.10643	0.14795	0.051327	0.049781	0.031618	0.03761	0.061682	0.039857	0.057617	0.086929	0.067578	0.049545	0.044416
Meth__cg03642357__ADRBK2	0.12388	0.093804	0.94026	0.90915	0.86367	0.16574	0.37308	0.28483	0.11311	0.31027	0.12878	0.23859	0.48324	0.14367	0.24591	0.084798	0.15666	0.36927	0.22967	0.13031	0.70283	0.39199	0.1885	0.1961	0.12465	0.35214	0.12976	0.11381	0.10818	0.10101	0.90682	0.084448	0.80096	0.20582	0.19361	0.16973	0.8541
Meth__cg21869055__KLK10	0.23013	0.045625	0.91773	0.23057	0.043762	0.10109	0.19428	0.066896	0.044504	0.052588	0.10038	0.038247	0.49798	0.046745	0.36543	0.043402	0.077331	0.032805	0.40192	0.49722	0.25702	0.19268	0.1874	0.36265	0.080379	0.73365	0.076296	0.039278	0.076859	0.031813	0.065935	0.036559	0.83591	0.089808	0.04566	0.050049	0.04896
Meth__cg24777065__FBLN5	0.069915	0.054149	0.56956	0.67453	0.30751	0.15022	0.41309	0.924	0.033558	0.18534	0.055425	0.085308	0.9118	0.050729	0.87498	0.045736	0.058742	0.046627	0.65385	0.74441	0.31879	0.050261	0.16815	0.86037	0.19025	0.66173	0.089105	0.070209	0.043752	0.077885	0.71793	0.035824	0.75982	0.15937	0.072264	0.74015	0.85963
Meth__cg25941716__SH3KBP1	0.42469	0.027532	0.052735	0.037775	0.11906	0.038986	0.04536	0.045632	0.028881	0.54912	0.041573	0.53786	0.078547	0.043889	0.031472	0.033918	0.48347	0.072889	0.028176	0.03397	0.065626	0.14555	0.51108	0.29741	0.14471	0.62194	0.1573	0.031118	0.02618	0.55938	0.57966	0.027272	0.029604	0.075246	0.22963	0.17999	0.035374
Meth__cg24399106__MGC45800	0.059593	0.061487	0.8489	0.11572	0.14804	0.85092	0.081658	0.4504	0.37541	0.80395	0.26861	0.3488	0.67509	0.35842	0.069181	0.23758	0.13436	0.061025	0.059582	0.077212	0.13047	0.058954	0.062522	0.076203	0.28082	0.30175	0.11671	0.054298	0.056985	0.051915	0.2162	0.1857	0.7935	0.14293	0.16066	0.069014	0.059813
Meth__cg15365950__KLHDC1	0.033367	0.034713	0.040835	0.021865	0.021175	0.032087	0.041749	0.043146	0.028827	0.036171	0.028681	0.048659	0.56367	0.041024	0.59057	0.025064	0.11691	0.027092	0.027783	0.032284	0.10084	0.037108	0.04109	0.033454	0.052477	0.16685	0.070894	0.024751	0.031263	0.028075	0.39443	0.029813	0.025764	0.049623	0.037601	0.037982	0.036765
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97653	0.97416	0.95793	0.73638	0.3297	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.05705	0.8194	0.9319	0.11733	0.074352	0.97256	0.9648	0.92614	0.95548	0.97769	0.91011	0.2654	0.31922	0.10252	0.047404	0.080053	0.062455	0.057533	0.075899	0.96159	0.67758	0.95501	0.88771	0.92629
Meth__cg07540118__ADAM19	0.060754	0.047852	0.9571	0.080873	0.04538	0.45356	0.073467	0.074629	0.056181	0.072574	0.059719	0.13119	0.10036	0.069713	0.066051	0.05267	0.092171	0.044644	0.96089	0.6722	0.074223	0.065498	0.065249	0.55454	0.1028	0.91729	0.066857	0.052976	0.054233	0.044712	0.064638	0.051851	0.11389	0.11178	0.074422	0.072241	0.066493
Meth__cg13631259__NUDT8	0.095112	0.11103	0.14713	0.50161	0.34255	0.11607	0.14408	0.067273	0.14318	0.10143	0.10339	0.20845	0.21991	0.12548	0.13162	0.10968	0.16074	0.096695	0.094229	0.13804	0.44378	0.29535	0.10705	0.0993	0.12599	0.19382	0.13232	0.067578	0.10078	0.071934	0.088439	0.13617	0.084181	0.14561	0.60467	0.13065	0.11973
Meth__cg06708560__DNAJC7	0.071429	0.031559	0.89851	0.21774	0.064516	0.63649	0.069133	0.11491	0.14366	0.1883	0.10061	0.19576	0.49725	0.12016	0.057344	0.070882	0.13435	0.070583	0.048626	0.092735	0.07196	0.098871	0.10195	0.54917	0.15994	0.24923	0.058684	0.088798	0.48798	0.14534	0.17766	0.18171	0.082068	0.26523	0.095	0.12352	0.06704
Meth__cg03143365__MAN2B1	0.06062	0.068487	0.068883	0.046268	0.094848	0.049481	0.058016	0.58736	0.056126	0.090538	0.062836	0.24567	0.11051	0.054384	0.059153	0.12287	0.099858	0.051371	0.06014	0.093143	0.049754	0.062752	0.075774	0.1347	0.066801	0.093551	0.083797	0.040313	0.043573	0.076171	0.07148	0.068984	0.0629	0.13226	0.071597	0.089602	0.068591
Meth__cg09134003__NEUROG2	0.15666	0.067056	0.082107	0.066953	0.030608	0.21068	0.070662	0.069331	0.045247	0.056162	0.11341	0.047159	0.1238	0.051383	0.59056	0.05152	0.097211	0.043382	0.085605	0.064648	0.072182	0.06316	0.058756	0.058582	0.093203	0.75678	0.087942	0.040318	0.037903	0.03751	0.042027	0.037682	0.078577	0.12142	0.052399	0.048628	0.046339
U133A__SLC9A3R1	9.519	9.6155	8.3819	9.3381	11.1179	7.3427	10.3084	7.7895	7.6797	11.4694	8.4963	9.0035	8.2239	9.0584	8.1738	7.8626	8.8965	7.1743	9.7706	10.4869	10.1918	6.8074	8.9042	11.736	8.9875	10.9463	9.4829	6.4568	7.3574	6.9491	9.7921	9.1212	9.2263	10.2388	10.5344	10.2528	11.1031
Meth__cg25659818__CCL4	0.64348	0.071226	0.50719	0.88175	0.84115	0.033458	0.80729	0.27584	0.72093	0.49539	0.663	0.7181	0.76355	0.37959	0.28534	0.88237	0.079532	0.091253	0.47331	0.53988	0.92491	0.046091	0.90321	0.5232	0.07104	0.37225	0.15759	0.1813	0.041318	0.051529	0.77771	0.063974	0.50914	0.074679	0.53822	0.56564	0.45302
Meth__cg25468723__SEZ6L	0.054371	0.035395	0.87454	0.042104	0.046882	0.85672	0.057003	0.15601	0.039829	0.055002	0.65095	0.090104	0.18311	0.053907	0.040217	0.038695	0.090967	0.01981	0.38295	0.21667	0.1	0.0424	0.213	0.053141	0.11563	0.86242	0.050096	0.049424	0.044385	0.042756	0.029528	0.030846	0.35908	0.09405	0.042878	0.044524	0.038222
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.75665	0.47389	0.41427	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.19644	0.17922	0.58015	0.31227	0.45994
Meth__cg01989224__NDN	0.45159	0.026996	0.2787	0.85517	0.033914	0.093224	0.76729	0.39205	0.494	0.049303	0.59774	0.075963	0.094887	0.3372	0.45342	0.047572	0.085618	0.019546	0.10191	0.063876	0.21493	0.040319	0.21016	0.45465	0.024964	0.23036	0.054651	0.032998	0.034874	0.041378	0.027011	0.032643	0.13916	0.07397	0.032976	0.13108	0.055602
U133A__FBP1	6.8861	5.4407	5.6061	8.7593	9.0806	5.8518	8.9571	5.675	5.3145	9.223	5.9597	8.9816	6.1031	5.4783	5.7636	6.0568	6.0106	6.2966	9.2997	10.2366	9.9675	5.5894	10.3739	10.3698	8.9993	6.1156	7.3014	5.5824	7.2633	5.8976	9.8817	8.5732	7.7395	7.7367	9.8135	9.0869	8.5342
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.24624	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.0612	0.88899	0.099029	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg20430816__GENX-3414	0.052681	0.046878	0.17375	0.065164	0.04544	0.042723	0.053695	0.22506	0.031429	0.047122	0.038027	0.081762	0.064143	0.053236	0.036481	0.044567	0.061421	0.033629	0.032035	0.042745	0.18379	0.042386	0.040666	0.061372	0.084208	0.35739	0.13581	0.039769	0.039908	0.036988	0.2018	0.05888	0.044301	0.050005	0.041361	0.077145	0.051038
Meth__cg26790132__IL17D	0.45392	0.47953	0.96201	0.042607	0.19386	0.24943	0.61351	0.038542	0.024814	0.08369	0.043991	0.086677	0.88839	0.066362	0.26087	0.040109	0.10427	0.39816	0.034533	0.045416	0.8864	0.044748	0.087399	0.039799	0.01854	0.53595	0.18939	0.057759	0.033716	0.067452	0.2547	0.095063	0.53719	0.14573	0.068152	0.10129	0.031467
Meth__cg01966465__RPIB9	0.033102	0.017964	0.76163	0.026829	0.019978	0.24383	0.030319	0.031723	0.016018	0.023376	0.023387	0.068236	0.11637	0.02301	0.024406	0.02404	0.059935	0.027494	0.025497	0.020755	0.021894	0.020136	0.017723	0.03562	0.030871	0.03891	0.032193	0.020953	0.024041	0.024036	0.018416	0.019512	0.01945	0.046046	0.028468	0.026712	0.021082
Meth__cg02217159__KHDRBS2	0.39619	0.031793	0.077864	0.92741	0.45692	0.58372	0.83821	0.9614	0.19287	0.050885	0.86094	0.73576	0.25459	0.20181	0.59603	0.31553	0.36988	0.040216	0.11533	0.12334	0.55324	0.15697	0.42473	0.36369	0.076979	0.86539	0.057263	0.5262	0.47622	0.053831	0.60673	0.032707	0.34206	0.047607	0.40433	0.65143	0.6091
Meth__cg20648827__MAGEE2	0.35473	0.027257	0.5844	0.80206	0.039303	0.17979	0.82591	0.78577	0.21998	0.038537	0.77799	0.53824	0.24779	0.23201	0.21243	0.20918	0.1192	0.037389	0.15024	0.28585	0.40877	0.080094	0.55164	0.064068	0.040399	0.49219	0.067412	0.10019	0.064253	0.061297	0.084313	0.038521	0.47081	0.13304	0.082409	0.21347	0.24547
Meth__cg03565081__C14orf93	0.5648	0.25483	0.43173	0.31894	0.28647	0.16453	0.58903	0.58964	0.10881	0.13611	0.074692	0.41248	0.23514	0.11426	0.42725	0.34852	0.15225	0.062252	0.072549	0.23644	0.70816	0.13793	0.23651	0.23807	0.12477	0.15296	0.25265	0.091634	0.055094	0.090355	0.5778	0.058006	0.31214	0.11782	0.063679	0.23948	0.35896
Meth__cg00095674__PLEKHO1	0.060841	0.044619	0.061528	0.064151	0.046411	0.049648	0.065292	0.044948	0.030449	0.044666	0.05687	0.064881	0.29656	0.048616	0.054203	0.042981	0.11785	0.037096	0.037946	0.048904	0.048754	0.044201	0.029753	0.058403	0.091434	0.21478	0.10599	0.035471	0.026093	0.022967	0.029518	0.029635	0.083963	0.079106	0.052162	0.049066	0.045711
Meth__cg18438777__NPY5R	0.081096	0.06338	0.95206	0.090512	0.061976	0.94828	0.081732	0.57769	0.09318	0.081984	0.43225	0.11103	0.874	0.07028	0.93915	0.072482	0.17475	0.80043	0.039916	0.070721	0.351	0.069334	0.080342	0.064456	0.10398	0.60955	0.096957	0.051811	0.03945	0.71751	0.17688	0.057828	0.94073	0.13862	0.36278	0.0608	0.057437
Meth__cg21068339__DSP	0.02415	0.012627	0.028372	0.027021	0.017682	0.53132	0.021204	0.021068	0.012155	0.041313	0.024723	0.019416	0.042355	0.012531	0.019694	0.018435	0.039302	0.013093	0.016966	0.023168	0.0179	0.087944	0.017923	0.023621	0.032933	0.96199	0.037544	0.020284	0.014137	0.015599	0.018551	0.014564	0.019779	0.085861	0.027555	0.023812	0.027418
Meth__cg09114441__ZNF546	0.034259	0.02601	0.039789	0.030547	0.026755	0.031389	0.035438	0.038183	0.027053	0.038477	0.031652	0.019625	0.45316	0.03618	0.032068	0.029222	0.037864	0.025631	0.03046	0.035132	0.036106	0.040033	0.03207	0.031607	0.041801	0.072864	0.055988	0.026487	0.027257	0.030908	0.035381	0.027817	0.020279	0.050221	0.030645	0.030322	0.028229
U133A__FXYD3	11.5397	11.0245	8.0183	10.1672	10.0777	5.6784	10.1874	10.7614	6.2523	10.0586	7.166	11.6944	10.7079	9.3959	11.2081	6.987	11.426	6.3006	7.5367	10.2466	10.2571	5.9241	11.9506	11.0188	11.5663	10.5882	10.2691	6.2193	8.8516	6.3659	10.3356	11.292	11.1506	8.8209	11.6832	10.5311	10.7219
Meth__cg11248491__PSCD3	0.042708	0.018383	0.28293	0.38364	0.17574	0.046197	0.033892	0.054076	0.029423	0.14726	0.039878	0.020138	0.078379	0.036249	0.031882	0.06093	0.054524	0.022016	0.04583	0.061583	0.43586	0.037086	0.092898	0.056884	0.037412	0.10844	0.073163	0.13691	0.03646	0.032454	0.024131	0.045997	0.01923	0.095045	0.042663	0.11399	0.051073
U133A__RHOD	7.8747	5.2958	7.9209	6.4675	7.5568	5.1077	7.9489	5.7556	6.6789	8.1395	6.8909	7.7422	7.4409	7.285	6.8871	6.6721	6.7316	5.5286	7.3222	8.2642	6.9058	5.7004	7.3765	7.1356	10.2792	7.6147	5.486	5.0982	7.0881	5.0527	6.8992	7.3789	8.2248	8.4567	7.6569	6.3975	7.906
Meth__cg03168582__DMRT1	0.98579	0.016823	0.35185	0.21206	0.65902	0.97659	0.98775	0.036713	0.015259	0.043789	0.63041	0.057578	0.90647	0.022027	0.50788	0.21912	0.028658	0.013205	0.98999	0.98491	0.95502	0.057128	0.76467	0.027772	0.027457	0.96845	0.03187	0.019083	0.38085	0.067916	0.086943	0.014286	0.95405	0.41517	0.73041	0.46002	0.91337
Meth__cg23029193__FLJ39155	0.14869	0.041264	0.54127	0.58479	0.30973	0.36013	0.71662	0.28395	0.30684	0.089672	0.56365	0.21963	0.55599	0.33232	0.47916	0.060385	0.11625	0.041774	0.62809	0.77559	0.44146	0.67241	0.096905	0.49864	0.072701	0.57628	0.082112	0.12062	0.058442	0.082808	0.26665	0.06504	0.090561	0.048415	0.08476	0.21914	0.31202
U133A__SYDE1	6.8379	7.2472	6.8609	7.0885	6.6727	8.0843	6.5162	7.3569	6.8825	6.6175	6.6774	6.9342	6.5962	6.8248	6.8539	7.4273	8.6698	7.7618	7.0502	6.8468	6.2236	7.6436	6.8661	6.3775	6.5334	6.6439	7.3526	7.8582	7.1119	8.1386	6.6154	6.164	6.431	6.8578	7.313	7.1023	6.6196
Meth__cg03451296__CRIP2	0.033399	0.028341	0.044144	0.024396	0.019348	0.0231	0.027406	0.026567	0.014973	0.024901	0.031724	0.031896	0.058541	0.025729	0.027161	0.021134	0.080771	0.017642	0.017046	0.031278	0.022125	0.046422	0.022363	0.030354	0.061315	0.052964	0.041056	0.020481	0.017089	0.020541	0.022089	0.019904	0.021179	0.051711	0.023735	0.0226	0.026966
Meth__cg21675030__ABHD10	0.050169	0.04343	0.040212	0.051552	0.046873	0.044694	0.06995	0.33271	0.047598	0.061673	0.0282	0.061406	0.1162	0.038856	0.036218	0.046699	0.073367	0.021631	0.040876	0.050781	0.1158	0.043765	0.021734	0.044825	0.058496	0.20342	0.050735	0.034626	0.036242	0.053516	0.06161	0.044272	0.049345	0.093676	0.04465	0.054681	0.046443
Meth__cg05922972__TSPAN3	0.035155	0.042797	0.88907	0.17799	0.042105	0.028965	0.047341	0.045611	0.060789	0.050935	0.041836	0.041003	0.071043	0.040079	0.030367	0.034028	0.082556	0.025405	0.040859	0.048328	0.078263	0.047792	0.055429	0.069773	0.087642	0.13632	0.053681	0.030643	0.029178	0.034433	0.04054	0.028003	0.034103	0.067262	0.037981	0.036393	0.034771
Meth__cg07947016__KLK2	0.07508	0.030966	0.53067	0.83688	0.060993	0.06336	0.05659	0.85223	0.054439	0.043308	0.094032	0.61186	0.36447	0.077556	0.077409	0.31889	0.06187	0.037062	0.20093	0.11492	0.041704	0.067283	0.5169	0.13156	0.051111	0.16134	0.052602	0.23495	0.045943	0.031652	0.70969	0.050198	0.66501	0.13055	0.31797	0.049485	0.062241
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.13508	0.42684	0.59134	0.067887	0.12286	0.82673	0.42987	0.10369	0.56283	0.61132	0.40708	0.30864	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.80165	0.07839	0.9432	0.12275	0.041477	0.071902	0.082844	0.17264	0.049561	0.046888	0.16552	0.044741	0.057503	0.10079	0.42296	0.30001	0.31545
Meth__cg11393848__C1QC	0.019662	0.016798	0.15953	0.10025	0.062492	0.021385	0.071311	0.2645	0.039505	0.33825	0.019167	0.046811	0.12923	0.036946	0.047653	0.16395	0.026996	0.019135	0.12934	0.09636	0.22421	0.038609	0.07405	0.030565	0.02146	0.16088	0.048845	0.043458	0.03487	0.032485	0.074005	0.035978	0.055039	0.047121	0.024006	0.021261	0.017721
Meth__cg06077733__UBE2D1	0.030803	0.022016	0.02538	0.025345	0.023715	0.021437	0.04381	0.022737	0.023069	0.022123	0.024153	0.020056	0.044341	0.023716	0.022981	0.019943	0.064511	0.018414	0.026926	0.043179	0.033513	0.028714	0.017311	0.027431	0.068517	0.18552	0.0351	0.02057	0.017728	0.01849	0.02116	0.023789	0.020124	0.056995	0.026407	0.018441	0.023121
Meth__cg01657408__FLJ31951	0.056304	0.019914	0.030911	0.78202	0.69986	0.02413	0.39119	0.02268	0.023422	0.055705	0.02247	0.01303	0.0276	0.030309	0.01793	0.022291	0.037063	0.020359	0.084332	0.29784	0.96092	0.033927	0.74468	0.80535	0.047826	0.92188	0.041725	0.021192	0.025951	0.023311	0.73507	0.13015	0.021771	0.039444	0.32079	0.37812	0.82648
Meth__cg26567442__PSMD6	0.37896	0.025686	0.028168	0.041378	0.031432	0.07178	0.040634	0.033735	0.038635	0.032151	0.045398	0.094148	0.064346	0.031922	0.03022	0.028601	0.054905	0.03355	0.022576	0.046643	0.030385	0.046345	0.026635	0.035299	0.65149	0.062635	0.069091	0.021955	0.029621	0.03259	0.035856	0.034493	0.026185	0.05473	0.039488	0.028925	0.039456
Meth__cg27152280__NRG2	0.02617	0.014016	0.037138	0.039914	0.021257	0.026336	0.024016	0.023834	0.033699	0.025274	0.021359	0.044542	0.10915	0.029652	0.032354	0.021062	0.078726	0.017879	0.019247	0.029263	0.053194	0.020978	0.024517	0.026174	0.043671	0.051544	0.069305	0.020443	0.018238	0.024594	0.022939	0.029799	0.032754	0.05738	0.030303	0.022916	0.02849
Meth__cg04947578__C19orf10	0.046904	0.050138	0.057258	0.048438	0.047658	0.052733	0.052339	0.45987	0.053076	0.053063	0.064421	0.061045	0.11568	0.054487	0.054611	0.047175	0.065576	0.043184	0.039708	0.057511	0.051333	0.053235	0.0479	0.059383	0.075349	0.085319	0.073505	0.05198	0.050303	0.051659	0.054943	0.05792	0.050519	0.078504	0.064447	0.051897	0.058339
