Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg03081134__RECK	0.10233	0.057156	0.0804	0.89137	0.069936	0.061252	0.65945	0.039801	0.04332	0.075511	0.05807	0.17223	0.092225	0.33365	0.029512	0.054079	0.084933	0.070606	0.083285	0.066641	0.084876	0.060387	0.094203	0.80592	0.065309	0.85066	0.11918	0.060586	0.11384	0.059208	0.032924	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg12567315__TSPAN13	0.041916	0.03915	0.15977	0.038214	0.041746	0.34308	0.048602	0.033998	0.048099	0.038982	0.057024	0.032879	0.079423	0.03546	0.043817	0.034875	0.040167	0.064083	0.046969	0.050489	0.050236	0.064582	0.13084	0.051049	0.064864	0.063244	0.041466	0.034709	0.040348	0.052999	0.045637	0.041116	0.11608	0.042483	0.041646	0.046496
Meth__cg01425670__NEGR1	0.028258	0.02896	0.089401	0.021501	0.023608	0.026244	0.032371	0.017337	0.02255	0.033206	0.028958	0.041256	0.28317	0.027863	0.026571	0.029169	0.024043	0.1671	0.018482	0.17069	0.11758	0.027419	0.067799	0.032148	0.055003	0.30398	0.051898	0.022931	0.02275	0.02708	0.021137	0.34749	0.05221	0.032255	0.029873	0.033632
Meth__cg04505023__SPRR1A	0.60139	0.02707	0.93625	0.84978	0.80227	0.044239	0.7403	0.93955	0.44087	0.20371	0.054865	0.85821	0.65416	0.021999	0.38004	0.093149	0.053769	0.21229	0.027329	0.44031	0.52408	0.032313	0.058943	0.16477	0.23049	0.061362	0.13223	0.21194	0.89244	0.039899	0.78424	0.5123	0.15917	0.78426	0.4077	0.55076
Meth__cg00392257__ISG20L2	0.063117	0.027933	0.065366	0.39648	0.1524	0.10168	0.06971	0.039333	0.2714	0.09935	0.075969	0.75969	0.05092	0.46937	0.22638	0.036255	0.036253	0.054943	0.65123	0.076563	0.041297	0.72876	0.18522	0.15622	0.090386	0.057427	0.046863	0.051859	0.39297	0.04102	0.030143	0.034119	0.1759	0.30369	0.042563	0.029613
Meth__cg11747771__GLDC	0.97063	0.062312	0.96593	0.060334	0.036813	0.37399	0.53926	0.069004	0.043994	0.054896	0.96807	0.032925	0.37792	0.043132	0.047523	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.10623	0.9496	0.34	0.064432	0.93215	0.071885	0.039028	0.046127	0.10011	0.047405	0.031097	0.078672	0.042647	0.2828	0.56143
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.059666	0.76218	0.80618	0.052284	0.85562	0.46059	0.70205	0.68948	0.75117	0.068915	0.20686	0.68405	0.59066	0.2142	0.024139	0.1156	0.038091	0.73487	0.70226	0.11557	0.08559	0.75673	0.16885	0.81211	0.26967	0.14104	0.0576	0.051492	0.59326	0.57979	0.20401	0.81391	0.69716	0.66784
Meth__cg23850212__ZFP28	0.030853	0.029448	0.038668	0.036149	0.027488	0.030361	0.50862	0.038526	0.029496	0.028861	0.048557	0.049891	0.35736	0.26694	0.034964	0.035213	0.024617	0.094195	0.035873	0.19822	0.40196	0.033441	0.071255	0.033098	0.043933	0.063253	0.067106	0.041403	0.04168	0.038907	0.3411	0.51759	0.03415	0.037751	0.032899	0.026754
Meth__cg20077393__CGN	0.016357	0.054677	0.23789	0.049024	0.025824	0.073702	0.026236	0.28852	0.024293	0.055547	0.018115	0.14477	0.30111	0.017583	0.033959	0.038077	0.10669	0.074375	0.18008	0.024362	0.02058	0.036632	0.073872	0.062615	0.030092	0.11475	0.056334	0.02779	0.037023	0.26601	0.019004	0.062745	0.055478	0.024758	0.17956	0.36055
Meth__cg17918089__SETDB1	0.014242	0.014435	0.027819	0.024177	0.01544	0.01893	0.020985	0.014114	0.010999	0.021878	0.028749	0.031799	0.041419	0.020925	0.011334	0.021142	0.017756	0.031101	0.019561	0.013378	0.01913	0.023448	0.038391	0.029852	0.032171	0.036255	0.027739	0.024618	0.02915	0.061476	0.15299	0.017813	0.020268	0.021422	0.016747	0.019877
Meth__cg10139846__INADL	0.041528	0.034002	0.051989	0.042078	0.029384	0.22284	0.072275	0.030074	0.037414	0.045554	0.047922	0.034136	0.14703	0.030743	0.035884	0.035577	0.036271	0.093328	0.038166	0.048455	0.038118	0.054104	0.58755	0.039767	0.077318	0.045362	0.099491	0.039066	0.030219	0.039031	0.042656	0.033716	0.075633	0.045255	0.050761	0.053443
Meth__cg27544190__C21orf63	0.043804	0.48067	0.74511	0.16569	0.1622	0.48942	0.043413	0.035357	0.048907	0.06769	0.070186	0.026404	0.32621	0.037354	0.050449	0.46492	0.042147	0.065794	0.095496	0.691	0.2639	0.87002	0.084387	0.30576	0.051297	0.094259	0.21809	0.32103	0.031556	0.25807	0.059266	0.32055	0.09009	0.23378	0.054075	0.042667
Meth__cg14723014__ZMYM5	0.053776	0.070172	0.055032	0.051084	0.05355	0.044473	0.065379	0.05342	0.050401	0.088256	0.063094	0.044731	0.10933	0.080277	0.061594	0.054568	0.047064	0.096564	0.060931	0.046716	0.051425	0.53122	0.089613	0.060346	0.13644	0.10114	0.13566	0.046912	0.04451	0.063971	0.10097	0.06723	0.091357	0.060261	0.066841	0.07125
Meth__cg13906416__PVR	0.075452	0.061582	0.098421	0.07788	0.058666	0.058351	0.56777	0.1102	0.051605	0.060942	0.067765	0.061753	0.11147	0.04698	0.064926	0.052435	0.08001	0.099205	0.053848	0.076747	0.52112	0.064501	0.16268	0.083305	0.080007	0.17949	0.10629	0.04804	0.052161	0.049077	0.22546	0.11504	0.11106	0.060195	0.063123	0.076227
Meth__cg14789259__FAM84A	0.18663	0.066877	0.83962	0.18793	0.086551	0.52213	0.2978	0.080779	0.057639	0.068077	0.6186	0.15581	0.20297	0.055311	0.045675	0.56139	0.072255	0.097854	0.22495	0.43933	0.2453	0.066098	0.76292	0.074211	0.070147	0.39177	0.074727	0.042262	0.054449	0.23387	0.061866	0.69238	0.75614	0.049725	0.2542	0.29908
Meth__cg11291009__ARHGEF9	0.48368	0.04266	0.048289	0.031913	0.032691	0.042116	0.040775	0.32812	0.065918	0.089008	0.047081	0.45213	0.068959	0.14969	0.072788	0.59605	0.37724	0.23761	0.029752	0.060726	0.045538	0.05909	0.10397	0.047958	0.085084	0.48673	0.13335	0.47711	0.038395	0.092704	0.044585	0.31733	0.1627	0.35316	0.058397	0.048044
Meth__cg18660898__MLLT11	0.042939	0.075473	0.06451	0.26911	0.16521	0.51768	0.22381	0.71899	0.50656	0.21815	0.1714	0.75202	0.10179	0.14411	0.49552	0.846	0.23616	0.13019	0.055829	0.15139	0.16623	0.89183	0.29058	0.042265	0.26137	0.048133	0.073231	0.56967	0.7985	0.093222	0.02853	0.12529	0.057829	0.59285	0.055004	0.050529
Meth__cg03600318__SFTPD	0.22594	0.11249	0.7648	0.807	0.7643	0.031787	0.58959	0.70074	0.83226	0.82774	0.23052	0.19971	0.81402	0.052953	0.72817	0.29737	0.82003	0.0775	0.032913	0.7438	0.68054	0.053594	0.050706	0.34392	0.070709	0.15285	0.061396	0.042538	0.063963	0.031618	0.82353	0.54117	0.087042	0.8698	0.5323	0.35923
Meth__cg19752722__ERBB2	0.026387	0.012366	0.04207	0.018459	0.035267	0.034889	0.032465	0.42349	0.056244	0.060406	0.94632	0.089398	0.040471	0.019309	0.035948	0.028517	0.021313	0.076536	0.035561	0.033516	0.044015	0.039022	0.044132	0.022771	0.03161	0.050139	0.037507	0.024628	0.022478	0.03534	0.043619	0.025126	0.049216	0.017396	0.028319	0.031288
Meth__cg06121469__KIAA1840	0.031845	0.035177	0.38845	0.2548	0.055885	0.12272	0.029418	0.32407	0.035278	0.04789	0.77762	0.13206	0.095393	0.053709	0.04362	0.04982	0.19034	0.051279	0.91909	0.070963	0.09875	0.51691	0.092991	0.059305	0.051366	0.25811	0.055885	0.043027	0.71648	0.37277	0.10702	0.054833	0.046445	0.037325	0.038767	0.15942
Meth__cg08876665__LTB4DH	0.035493	0.0475	0.057837	0.03665	0.029957	0.40102	0.042224	0.055365	0.042065	0.043206	0.058951	0.034102	0.063684	0.031555	0.043504	0.84357	0.03214	0.057871	0.042056	0.051743	0.072064	0.035952	0.099546	0.059748	0.048531	0.082836	0.048435	0.033544	0.029032	0.073944	0.14862	0.031644	0.068046	0.033749	0.043	0.05138
Meth__cg08045570__FOXF2	0.42578	0.026888	0.94377	0.33586	0.067959	0.97559	0.97743	0.033008	0.041443	0.03616	0.037676	0.29412	0.45561	0.65891	0.27994	0.043761	0.024869	0.055338	0.30309	0.97692	0.97261	0.034551	0.69158	0.93704	0.062325	0.96842	0.057318	0.027716	0.018984	0.079671	0.02674	0.97315	0.67746	0.32394	0.85466	0.5854
Meth__cg18799866__SLC9A7	0.58096	0.035449	0.048425	0.047203	0.36135	0.027403	0.050901	0.035611	0.29861	0.017432	0.96996	0.53136	0.3449	0.55202	0.22732	0.51996	0.032104	0.34706	0.030995	0.017329	0.042731	0.29026	0.090909	0.038588	0.21771	0.40973	0.42979	0.57316	0.02896	0.63887	0.051683	0.054901	0.029277	0.45779	0.14227	0.028815
Meth__cg07293947__SFXN1	0.39563	0.13265	0.93385	0.57156	0.064983	0.19776	0.056538	0.18644	0.049481	0.050917	0.044179	0.40177	0.54961	0.029579	0.078693	0.13145	0.034925	0.089854	0.040359	0.59835	0.27361	0.056097	0.56626	0.40193	0.070354	0.092017	0.11961	0.022717	0.033047	0.2341	0.76477	0.15475	0.091582	0.040211	0.10336	0.11226
Meth__cg26292864__ITM2C	0.032456	0.04	0.041102	0.040057	0.030292	0.036757	0.046994	0.029602	0.02734	0.052263	0.032321	0.036959	0.10165	0.043046	0.04394	0.038588	0.037562	0.066553	0.03566	0.023963	0.046368	0.038395	0.10999	0.05268	0.069377	0.10227	0.047164	0.031379	0.039526	0.034898	0.037771	0.035952	0.14206	0.05245	0.047418	0.066555
Meth__cg23478284__PTPN13	0.033331	0.032125	0.043066	0.046718	0.03367	0.43815	0.046293	0.031672	0.037566	0.045013	0.034556	0.034514	0.18796	0.033931	0.047503	0.11928	0.039739	0.10485	0.036535	0.023906	0.040796	0.032207	0.12309	0.041769	0.10051	0.076353	0.067738	0.032498	0.042067	0.039684	0.035417	0.040041	0.066781	0.046243	0.041304	0.038859
Meth__cg08923060__TRIAP1	0.040801	0.03399	0.29849	0.0578	0.026546	0.050476	0.050255	0.026533	0.036055	0.046847	0.061552	0.078623	0.11857	0.049697	0.042787	0.045298	0.051735	0.081052	0.032308	0.036293	0.047119	0.05169	0.44467	0.069589	0.057917	0.068537	0.053992	0.029443	0.37181	0.039195	0.031754	0.033589	0.052189	0.040569	0.036546	0.037948
Meth__cg17644867__FOS	0.015389	0.071616	0.025564	0.037426	0.027165	0.024728	0.067252	0.014074	0.020392	0.019582	0.020779	0.027494	0.041774	0.019317	0.021951	0.020363	0.012504	0.029831	0.021925	0.027999	0.018296	0.021728	0.051603	0.023834	0.051169	0.072997	0.022672	0.020083	0.016038	0.013932	0.016873	0.015553	0.050692	0.0141	0.098335	0.39144
Meth__cg08528984__PRDM16	0.97909	0.028032	0.52851	0.06355	0.063284	0.98506	0.97389	0.98457	0.40929	0.078194	0.98512	0.99051	0.41609	0.05357	0.45936	0.015973	0.021422	0.074211	0.50682	0.94892	0.98248	0.080675	0.97715	0.082156	0.033297	0.94272	0.32738	0.018602	0.067716	0.11462	0.020956	0.91093	0.1794	0.98431	0.2303	0.050433
Meth__cg23538854__IL7	0.067132	0.07357	0.5906	0.077734	0.10714	0.81917	0.092083	0.098284	0.064812	0.075262	0.14076	0.10511	0.12005	0.047794	0.074879	0.70464	0.1008	0.17567	0.085256	0.49523	0.36491	0.16888	0.10723	0.06833	0.13794	0.17468	0.092007	0.067196	0.052582	0.056382	0.066659	0.65435	0.14748	0.06374	0.099768	0.29677
Meth__cg04499325__EPDR1	0.077014	0.116	0.91362	0.087889	0.070034	0.80282	0.077001	0.051107	0.72217	0.067754	0.104	0.22625	0.80948	0.47102	0.64829	0.91224	0.074991	0.25358	0.059216	0.74083	0.70783	0.38536	0.14654	0.080195	0.13262	0.84819	0.13837	0.065016	0.076479	0.13309	0.27753	0.90543	0.64669	0.082635	0.070885	0.078135
Meth__cg26124016__RARB	0.28685	0.74252	0.95353	0.60262	0.46993	0.54327	0.63769	0.96852	0.057475	0.057213	0.082619	0.090253	0.94937	0.91138	0.26326	0.064276	0.040284	0.16677	0.034655	0.92232	0.60582	0.054868	0.96047	0.68449	0.07881	0.93983	0.20581	0.081174	0.13452	0.054074	0.9682	0.70012	0.077323	0.0488	0.61412	0.97369
Meth__cg19038228__FLJ90834	0.022967	0.019611	0.48422	0.03179	0.029668	0.091097	0.078106	0.026344	0.022708	0.019723	0.048829	0.059524	0.077897	0.022897	0.019477	0.024453	0.028823	0.043766	0.028209	0.044399	0.039976	0.035666	0.26353	0.018659	0.032489	0.072423	0.02433	0.025086	0.14232	0.025251	0.038882	0.035801	0.046443	0.031656	0.032692	0.041344
Meth__cg10682057__ASAHL	0.033354	0.03689	0.071417	0.053689	0.033788	0.03342	0.039631	0.042899	0.025387	0.034642	0.027929	0.02358	0.049857	0.017358	0.0324	0.04536	0.030242	0.097161	0.14764	0.029375	0.045585	0.04402	0.070138	0.036168	0.057898	0.06802	0.039489	0.28663	0.021931	0.52277	0.05218	0.023876	0.062879	0.027026	0.030559	0.047278
Meth__cg03421687__ZMYND10	0.022583	0.014864	0.030167	0.14381	0.021711	0.19898	0.028513	0.018451	0.015016	0.02673	0.33728	0.082174	0.8684	0.011411	0.017824	0.021562	0.024016	0.04857	0.008939	0.056833	0.030077	0.10497	0.073998	0.026292	0.072099	0.27286	0.023505	0.014023	0.017102	0.10738	0.16568	0.035937	0.053589	0.02134	0.080188	0.2646
Meth__cg13021384__SLC27A2	0.043118	0.055894	0.045244	0.038152	0.059704	0.62259	0.071999	0.044609	0.029775	0.047313	0.69144	0.036177	0.14119	0.039727	0.060526	0.043708	0.065791	0.11294	0.41578	0.58967	0.41355	0.092013	0.59416	0.042955	0.051493	0.20652	0.089544	0.042485	0.030633	0.18106	0.032764	0.57438	0.077897	0.041135	0.040337	0.11017
Meth__cg20098887__RAB32	0.047053	0.036009	0.48234	0.049393	0.047964	0.12618	0.068187	0.030681	0.048697	0.053963	0.065091	0.040348	0.16177	0.037755	0.28854	0.063343	0.03803	0.18564	0.48225	0.041954	0.056122	0.065206	0.10183	0.12463	0.06729	0.59699	0.10451	0.034519	0.045659	0.048641	0.047542	0.04922	0.078421	0.046895	0.059258	0.050608
Meth__cg15776355__C1R	0.07188	0.035123	0.1744	0.098706	0.059747	0.14523	0.10086	0.37406	0.45816	0.13391	0.07092	0.14896	0.14499	0.075976	0.29908	0.051124	0.12344	0.080504	0.042668	0.10939	0.09224	0.11891	0.059638	0.060635	0.12063	0.07824	0.072245	0.049387	0.048183	0.063304	0.050442	0.073282	0.45	0.065323	0.029763	0.037238
Meth__cg23698956__FAM3A	0.48114	0.03006	0.07766	0.062089	0.26421	0.057645	0.044084	0.30957	0.03032	0.46471	0.029666	0.21617	0.080295	0.026824	0.026594	0.32492	0.30358	0.06729	0.041901	0.022407	0.039891	0.039879	0.14774	0.047523	0.073806	0.15493	0.042655	0.4675	0.021653	0.43628	0.04167	0.12564	0.12133	0.55652	0.26731	0.041738
Meth__cg26221631__BARX2	0.032347	0.036402	0.03731	0.033002	0.02277	0.032739	0.049372	0.026491	0.013242	0.025573	0.041623	0.018924	0.036046	0.020517	0.030833	0.026465	0.030866	0.060237	0.022661	0.017553	0.039378	0.072049	0.44024	0.028552	0.059202	0.078709	0.04664	0.027913	0.017686	0.037271	0.018345	0.033277	0.039837	0.027643	0.02925	0.025814
Meth__cg19706682__LRRC50	0.046339	0.027729	0.13667	0.070751	0.034801	0.058815	0.075409	0.038879	0.025064	0.031136	0.094546	0.072155	0.14391	0.017489	0.023451	0.11971	0.029564	0.03344	0.029601	0.10477	0.17261	0.065373	0.29634	0.14542	0.062429	0.044167	0.049422	0.025821	0.080882	0.019925	0.047646	0.036719	0.03761	0.034004	0.025855	0.032523
Meth__cg02007463__ITGA7	0.062819	0.049491	0.72803	0.28245	0.071863	0.24474	0.08146	0.047763	0.088372	0.090842	0.10306	0.081745	0.31486	0.062807	0.069306	0.0601	0.09785	0.11671	0.063985	0.11573	0.070703	0.072845	0.34147	0.050979	0.092335	0.81796	0.12764	0.090756	0.041056	0.10892	0.054555	0.51833	0.065309	0.076779	0.19431	0.093486
Meth__cg25886284__ZNF545	0.04275	0.048519	0.96449	0.39544	0.24791	0.039178	0.037598	0.75268	0.031042	0.032869	0.040551	0.10254	0.89866	0.96184	0.044673	0.21399	0.024414	0.07034	0.033035	0.96818	0.90039	0.04078	0.067242	0.0474	0.070279	0.81303	0.078997	0.035099	0.036234	0.14542	0.044458	0.59786	0.07542	0.039326	0.73093	0.68346
Meth__cg23307338__MS4A12	0.82011	0.065797	0.75419	0.878	0.79959	0.063929	0.74208	0.64687	0.87876	0.1826	0.69952	0.073604	0.70437	0.36127	0.71406	0.27083	0.2795	0.10716	0.061543	0.25695	0.22124	0.11705	0.12099	0.59733	0.32056	0.59696	0.13415	0.27858	0.064525	0.10894	0.73041	0.60982	0.10355	0.83054	0.74878	0.6684
Meth__cg16357921__CCRK	0.020463	0.031342	0.033575	0.024837	0.01941	0.026348	0.028969	0.018172	0.023528	0.025435	0.033884	0.018005	0.028861	0.018814	0.026786	0.023425	0.02426	0.067239	0.016524	0.015327	0.031976	0.030997	0.63358	0.026016	0.055039	0.09968	0.044824	0.019793	0.020096	0.14479	0.020446	0.029405	0.062711	0.022284	0.025192	0.022157
Meth__cg08806153__HOXD11	0.16955	0.028823	0.55343	0.30099	0.022961	0.92144	0.88024	0.04869	0.026703	0.027612	0.034781	0.045008	0.036129	0.025364	0.025252	0.23966	0.14371	0.047724	0.35318	0.044519	0.057122	0.027353	0.90769	0.028045	0.023683	0.66209	0.19953	0.017439	0.021575	0.016175	0.018622	0.16861	0.028417	0.57985	0.53078	0.68602
Meth__cg08380539__CTBS	0.050557	0.086107	0.081739	0.58603	0.059586	0.05117	0.074182	0.072205	0.051788	0.072367	0.10237	0.045141	0.14478	0.042555	0.05354	0.069878	0.043697	0.077061	0.052316	0.12158	0.065269	0.23075	0.10926	0.060082	0.16041	0.077421	0.0862	0.054857	0.048615	0.075073	0.072852	0.060303	0.11202	0.055233	0.064205	0.065261
Meth__cg12441928__CCR1	0.17453	0.043354	0.087832	0.36215	0.072333	0.045948	0.07397	0.73131	0.13101	0.079272	0.088458	0.17305	0.068584	0.031422	0.16996	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.096909	0.071174	0.046486	0.16591	0.13501	0.13391	0.039794	0.045149	0.043329	0.19707	0.24384	0.11243	0.048775	0.050426	0.053509
Meth__cg02973971__CXorf40B	0.43685	0.072903	0.055664	0.061071	0.37253	0.050088	0.067518	0.68137	0.059071	0.052708	0.06435	0.070705	0.10465	0.030929	0.062115	0.31958	0.47369	0.10174	0.056022	0.043507	0.061503	0.25707	0.13709	0.05355	0.3843	0.27019	0.099562	0.41854	0.04401	0.35798	0.052438	0.20927	0.15735	0.48312	0.32424	0.060829
Meth__cg26045220__KIAA1324	0.01838	0.048011	0.38449	0.043041	0.02213	0.62301	0.022168	0.039881	0.017797	0.024647	0.76343	0.068187	0.36104	0.017252	0.032498	0.90944	0.032073	0.065292	0.15937	0.056171	0.02456	0.93756	0.84107	0.083248	0.025828	0.064403	0.048916	0.4408	0.037741	0.040892	0.039175	0.10038	0.022815	0.0285	0.052422	0.064748
Meth__cg14415300__HIST2H2AA	0.42132	0.050705	0.091196	0.060556	0.037313	0.05724	0.39261	0.046298	0.038771	0.036477	0.46952	0.034569	0.15338	0.032729	0.046658	0.037799	0.040327	0.087335	0.074365	0.094967	0.068334	0.057637	0.41363	0.044715	0.10257	0.13766	0.1153	0.040011	0.2838	0.090209	0.53113	0.39096	0.08545	0.044313	0.039035	0.045423
Meth__cg02442161__PI3	0.32468	0.096427	0.88013	0.66586	0.77922	0.15441	0.24791	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.11749	0.74246	0.70569	0.8853	0.13598	0.076814	0.50398	0.44377	0.3291	0.16976	0.17444	0.083333	0.48438	0.14345	0.10697	0.085726	0.13616	0.89446	0.62516	0.11379	0.7537	0.52654	0.48671
Meth__cg05696092__NOSIP	0.15523	0.048349	0.057098	0.15525	0.05109	0.56711	0.058236	0.049778	0.05516	0.055446	0.084162	0.062403	0.13424	0.03959	0.060658	0.086155	0.6361	0.070682	0.051876	0.76328	0.36422	0.19812	0.51857	0.071614	0.074219	0.1281	0.079407	0.065279	0.054185	0.065802	0.12879	0.059451	0.1146	0.077762	0.052304	0.16286
Meth__cg23061578__SLC9A3	0.17977	0.04784	0.49812	0.57394	0.1292	0.50215	0.37704	0.56478	0.62757	0.34284	0.6548	0.83315	0.44741	0.27133	0.44691	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.2679	0.22688	0.66509	0.084843	0.57464	0.086658	0.053345	0.046373	0.047315	0.051218	0.090601	0.20124	0.5165	0.22613	0.073716
Meth__cg11873854__LCN6	0.25851	0.045477	0.48493	0.44663	0.44412	0.28508	0.19971	0.88228	0.12726	0.27059	0.15943	0.39264	0.37348	0.027486	0.11656	0.23777	0.54284	0.028564	0.041178	0.40934	0.48731	0.49739	0.067661	0.18624	0.077682	0.25092	0.10685	0.34403	0.072653	0.040514	0.25036	0.1542	0.079699	0.66613	0.10942	0.084962
Meth__cg09450020__STEAP2	0.022785	0.015578	0.95681	0.93432	0.36083	0.81103	0.47634	0.01343	0.023725	0.033123	0.10367	0.098396	0.91274	0.029147	0.24402	0.06557	0.017636	0.058243	0.019396	0.7363	0.3002	0.32012	0.073851	0.042039	0.26984	0.92318	0.10774	0.023599	0.025036	0.018218	0.69522	0.046527	0.04724	0.17802	0.12511	0.39546
Meth__cg06071083__SLC12A4	0.04084	0.039895	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.027879	0.042738	0.04694	0.035931	0.055816	0.045701	0.04389	0.032262	0.068591	0.061526	0.022293	0.93706	0.46124	0.039149	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.021805	0.034251	0.031213	0.82787	0.071167	0.038698	0.52791	0.61216
Meth__cg02499249__RARB	0.44949	0.31166	0.32674	0.63782	0.30957	0.37309	0.6148	0.87737	0.14165	0.1405	0.14232	0.18995	0.78952	0.57797	0.19383	0.10578	0.08896	0.30745	0.12075	0.19845	0.45757	0.11548	0.68223	0.67388	0.25972	0.85875	0.18117	0.086096	0.12413	0.14357	0.9197	0.24018	0.08915	0.12514	0.33367	0.81379
Meth__cg15878317__NMNAT3	0.48326	0.060267	0.92229	0.50329	0.03727	0.9159	0.051981	0.92269	0.053689	0.055689	0.93007	0.052931	0.90576	0.93009	0.049957	0.89343	0.18529	0.13294	0.15694	0.61974	0.073723	0.086252	0.22349	0.94334	0.062671	0.47475	0.08601	0.37623	0.10791	0.08493	0.94628	0.044509	0.16395	0.041568	0.92456	0.89934
Meth__cg17571782__CXorf40A	0.51797	0.041807	0.044969	0.043676	0.41014	0.030691	0.035158	0.42445	0.031615	0.54377	0.04774	0.078215	0.088367	0.46245	0.03405	0.32308	0.51996	0.13688	0.027556	0.032173	0.03647	0.40108	0.07318	0.038793	0.45155	0.52973	0.052705	0.5178	0.038366	0.49141	0.029807	0.028455	0.074338	0.56341	0.40404	0.035636
Meth__cg23758485__SMPD3	0.098533	0.055645	0.041812	0.046852	0.058143	0.077458	0.04788	0.086877	0.056091	0.049291	0.85932	0.04861	0.12577	0.026652	0.070971	0.070265	0.055423	0.045467	0.74896	0.044061	0.055304	0.076742	0.46387	0.046214	0.067058	0.88557	0.10627	0.071466	0.024437	0.15521	0.052921	0.05445	0.11751	0.14168	0.038381	0.044684
Meth__cg14679202__L3MBTL2	0.40413	0.20872	0.46721	0.13778	0.28888	0.4118	0.74811	0.29967	0.28075	0.26881	0.43753	0.14322	0.84418	0.043345	0.16552	0.21556	0.1423	0.10588	0.054696	0.12782	0.63372	0.24151	0.79387	0.5395	0.45607	0.60938	0.14573	0.037426	0.88946	0.31348	0.34575	0.22347	0.065376	0.072986	0.67638	0.41168
Meth__cg27342801__REG3A	0.91778	0.044174	0.037953	0.90544	0.047548	0.049943	0.72488	0.22935	0.84777	0.091364	0.78756	0.54653	0.087356	0.44337	0.64417	0.12243	0.067598	0.08749	0.052568	0.035708	0.070036	0.04338	0.075276	0.050462	0.12893	0.38172	0.06094	0.46409	0.6386	0.054207	0.86386	0.15053	0.12847	0.03586	0.16304	0.09705
Meth__cg27225570__DUSP15	0.10069	0.059048	0.619	0.053923	0.022166	0.61548	0.17754	0.15651	0.023285	0.027743	0.029709	0.20446	0.93576	0.025606	0.028244	0.12959	0.020053	0.057174	0.028693	0.42806	0.29613	0.025035	0.54836	0.025988	0.04947	0.91954	0.043677	0.04567	0.07292	0.12141	0.12441	0.93907	0.071783	0.044101	0.024232	0.17299
Meth__cg26822241__CYP2C9	0.89288	0.14968	0.15307	0.90293	0.23734	0.17096	0.86864	0.75354	0.89844	0.49225	0.75684	0.69149	0.30614	0.099135	0.63903	0.35655	0.49862	0.076722	0.11783	0.24726	0.39137	0.098555	0.12447	0.38096	0.14966	0.31697	0.1387	0.47871	0.80308	0.09142	0.92626	0.08209	0.16533	0.081787	0.58843	0.74108
Meth__cg26990660__RAMP2	0.06866	0.059493	0.95181	0.30065	0.045006	0.90924	0.08322	0.42192	0.055714	0.059762	0.12239	0.16195	0.7459	0.036825	0.071051	0.64175	0.059105	0.089037	0.27221	0.59048	0.15188	0.25674	0.84267	0.10099	0.13237	0.8937	0.099079	0.06005	0.040069	0.049341	0.076267	0.83923	0.1056	0.077164	0.10549	0.071768
Meth__cg25713185__SLC19A3	0.54549	0.055198	0.46315	0.90465	0.29955	0.065437	0.4792	0.72066	0.10267	0.07497	0.062007	0.10711	0.8216	0.37485	0.32149	0.091651	0.077971	0.27396	0.27829	0.88913	0.88696	0.61956	0.38896	0.86293	0.22519	0.82478	0.11429	0.087222	0.44151	0.08415	0.62035	0.39349	0.88245	0.063398	0.8771	0.86493
Meth__cg24833176__PHF20L1	0.056632	0.031331	0.050556	0.035579	0.026688	0.032395	0.21507	0.045173	0.029304	0.026917	0.036357	0.071692	0.049044	0.017662	0.033614	0.034558	0.066189	0.054255	0.027257	0.067832	0.063916	0.033379	0.2914	0.03997	0.051983	0.061505	0.046009	0.03019	0.039877	0.12588	0.031142	0.033855	0.043981	0.030813	0.051656	0.041531
