Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg17309462__C20orf38	0.079862	0.094895	0.10573	0.16234	0.11144	0.14222	0.83755	0.28294	0.075392	0.11012	0.06963	0.087227	0.16515	0.076911	0.13665	0.064954	0.12982	0.069205	0.46947	0.79197	0.5708	0.09211	0.044295	0.11936	0.60355	0.28479	0.3164	0.19333	0.050316	0.33872	0.10699	0.085235	0.1167	0.13487	0.49371	0.77414
Meth__cg06341721__DAZAP1	0.066857	0.079944	0.063925	0.074414	0.07214	0.50269	0.06893	0.054686	0.08064	0.067751	0.076068	0.091881	0.1237	0.077067	0.11543	0.33203	0.11513	0.65658	0.052052	0.095559	0.070165	0.10858	0.06275	0.16833	0.070785	0.13399	0.13612	0.056168	0.052059	0.20513	0.0638	0.056882	0.14806	0.087456	0.075306	0.079975
Meth__cg09459188__MFSD1	0.016456	0.0086321	0.025291	0.01305	0.013229	0.012616	0.024918	0.0092779	0.016815	0.013339	0.011702	0.0086433	0.027208	0.018439	0.0097721	0.011153	0.05021	0.011878	0.016786	0.012275	0.015491	0.02067	0.011386	0.045087	0.24332	0.026174	0.027377	0.017251	0.012441	0.016023	0.013577	0.015142	0.017465	0.014332	0.020423	0.013514
Meth__cg09470640__PTPRO	0.59588	0.17997	0.9574	0.28171	0.25065	0.40004	0.3351	0.35245	0.043167	0.048855	0.39755	0.059622	0.67006	0.13091	0.044939	0.049113	0.084643	0.063304	0.17109	0.4554	0.19261	0.079572	0.27348	0.71052	0.16549	0.064121	0.78185	0.056146	0.027745	0.34641	0.082384	0.88521	0.57468	0.101	0.10386	0.090553
Meth__cg25662535__ART5	0.05864	0.053529	0.25866	0.20637	0.053323	0.56284	0.15088	0.54651	0.080136	0.052202	0.18371	0.065794	0.63093	0.077714	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.66194	0.19682	0.04792	0.6435	0.73927	0.080678	0.85587	0.11665	0.15571	0.43086	0.038725	0.5589	0.12231	0.047501	0.15265	0.16022
Meth__cg26297688__C12orf23	0.24554	0.08575	0.28767	0.92535	0.33339	0.057108	0.12632	0.16567	0.059943	0.21012	0.066399	0.73869	0.58399	0.067494	0.15325	0.032231	0.21898	0.044241	0.60807	0.2658	0.37856	0.079978	0.7581	0.050777	0.11118	0.056944	0.10768	0.035054	0.048915	0.10469	0.080329	0.10386	0.076651	0.21033	0.48874	0.81809
Meth__cg15931943__FHIT	0.029246	0.024592	0.032352	0.029412	0.019725	0.058098	0.028772	0.019822	0.019985	0.023602	0.020781	0.01692	0.083538	0.027567	0.031973	0.047561	0.032311	0.02937	0.15922	0.028475	0.028231	0.036108	0.021427	0.15215	0.026649	0.049996	0.032479	0.019408	0.027162	0.025432	0.023808	0.030796	0.044487	0.028769	0.026906	0.026815
Meth__cg20699736__VAX2	0.10919	0.22933	0.23655	0.10454	0.14927	0.31776	0.43366	0.043405	0.084588	0.14534	0.070087	0.059149	0.76703	0.089394	0.28666	0.062309	0.069824	0.3766	0.20507	0.24149	0.079207	0.60868	0.16609	0.5656	0.29541	0.11893	0.72788	0.058948	0.029255	0.08603	0.092611	0.79616	0.065822	0.063298	0.091466	0.40188
Meth__cg27465566__TRIO	0.024397	0.27295	0.84884	0.83913	0.65135	0.48962	0.11579	0.48689	0.028903	0.047022	0.12145	0.42972	0.82892	0.090203	0.36551	0.080993	0.34613	0.094946	0.32659	0.22242	0.41645	0.025444	0.42055	0.06595	0.039658	0.3364	0.052355	0.038261	0.044263	0.28959	0.57793	0.36802	0.026888	0.048818	0.36534	0.3877
Meth__cg15042080__TMEM74	0.055874	0.019964	0.42269	0.54222	0.025011	0.14988	0.96617	0.21573	0.036867	0.036118	0.030738	0.044597	0.51547	0.2377	0.025106	0.040891	0.19869	0.10478	0.77336	0.92443	0.42915	0.034591	0.023478	0.60025	0.42789	0.73373	0.95757	0.035729	0.026023	0.06113	0.020107	0.96661	0.066939	0.69568	0.068177	0.39499
Meth__cg19404979__ELSPBP1	0.17122	0.10703	0.77877	0.58728	0.36421	0.070276	0.3241	0.71538	0.078505	0.08877	0.21518	0.45792	0.42635	0.094776	0.17388	0.11799	0.13021	0.14162	0.2069	0.53816	0.77555	0.38765	0.40279	0.22092	0.11258	0.12594	0.24396	0.11976	0.17602	0.11736	0.086483	0.8025	0.1771	0.58487	0.20867	0.21524
Meth__cg19403377__TMEM100	0.87205	0.094664	0.84501	0.78856	0.77704	0.20371	0.46617	0.901	0.17287	0.27825	0.25978	0.062813	0.80512	0.21568	0.33581	0.23041	0.54727	0.062448	0.054333	0.28625	0.87037	0.062871	0.44726	0.35088	0.67378	0.11757	0.2951	0.062909	0.088193	0.0549	0.45313	0.57393	0.11334	0.086193	0.73487	0.71479
Meth__cg25214366__DEFB103A	0.71345	0.041101	0.72636	0.15556	0.1685	0.032298	0.25579	0.72468	0.19724	0.061703	0.83281	0.25543	0.49384	0.15874	0.74276	0.87612	0.095238	0.048334	0.46793	0.29682	0.46834	0.14684	0.89749	0.089674	0.19859	0.14781	0.060232	0.14041	0.14145	0.046658	0.069368	0.32689	0.20937	0.35554	0.40397	0.49932
Meth__cg01228636__PTEN	0.057588	0.6088	0.080988	0.066834	0.052497	0.91652	0.071941	0.045154	0.91447	0.06247	0.10924	0.39734	0.16665	0.74793	0.49572	0.071032	0.09839	0.42622	0.081317	0.06784	0.065208	0.081803	0.054278	0.13322	0.067239	0.15068	0.087495	0.15328	0.055139	0.066018	0.059038	0.060774	0.12628	0.072666	0.057562	0.078141
Meth__cg08700651__IL28RA	0.14158	0.85916	0.60087	0.41057	0.080806	0.87757	0.65784	0.14156	0.063688	0.095179	0.073829	0.28835	0.86666	0.078799	0.086583	0.49599	0.37763	0.40924	0.63533	0.59873	0.48586	0.81063	0.43427	0.55716	0.27176	0.4001	0.18042	0.62852	0.37593	0.11959	0.16577	0.92037	0.06393	0.14553	0.13935	0.19756
Meth__cg02121427__LRRC15	0.17036	0.058151	0.54648	0.62453	0.32408	0.072343	0.51388	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.074922	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.8732	0.67776	0.69201	0.24183	0.67445	0.068844	0.10749	0.17112	0.068451	0.06156	0.063455	0.13669	0.16599	0.53201	0.20882	0.16868
Meth__cg01731685__IL17R	0.37647	0.45195	0.82848	0.61803	0.32924	0.090887	0.64904	0.32563	0.040625	0.38848	0.09744	0.52015	0.49005	0.10443	0.074706	0.040661	0.10766	0.018433	0.63692	0.40935	0.68685	0.088502	0.32082	0.14194	0.572	0.26916	0.2893	0.032373	0.04102	0.056704	0.24109	0.19279	0.1343	0.15419	0.19033	0.25008
Meth__cg03316864__B3GNT3	0.04218	0.031665	0.073398	0.91932	0.47878	0.59156	0.70795	0.024448	0.081499	0.66438	0.052428	0.034838	0.5466	0.10725	0.59249	0.77986	0.086049	0.034308	0.43514	0.4807	0.76238	0.80883	0.064093	0.16492	0.088642	0.062223	0.78368	0.55325	0.030823	0.54631	0.025672	0.024791	0.35275	0.052625	0.38876	0.33673
Meth__cg22956956__TFRC	0.09802	0.084998	0.10657	0.082647	0.072566	0.34234	0.13269	0.093546	0.10509	0.089306	0.1181	0.060689	0.099975	0.085514	0.060066	0.056642	0.12338	0.10282	0.08278	0.096765	0.10592	0.157	0.056353	0.15682	0.10199	0.15049	0.082663	0.12382	0.27512	0.090635	0.071141	0.061352	0.095533	0.085453	0.12536	0.097744
Meth__cg18847227__SUMF1	0.11681	0.078243	0.88577	0.53021	0.7828	0.47356	0.44614	0.11952	0.13682	0.12755	0.063727	0.80042	0.62148	0.14898	0.071465	0.26955	0.10547	0.04041	0.31438	0.28081	0.09141	0.043038	0.87259	0.13778	0.6525	0.367	0.3841	0.051826	0.057851	0.053043	0.10094	0.067418	0.31269	0.081499	0.74238	0.43138
Meth__cg04001668__GPR56	0.041001	0.037432	0.048415	0.033728	0.030449	0.95121	0.040688	0.030744	0.03643	0.042255	0.14736	0.043276	0.046972	0.04707	0.033097	0.95789	0.089771	0.93351	0.038054	0.048029	0.045043	0.95315	0.02888	0.93058	0.034646	0.059244	0.075675	0.9299	0.033063	0.93144	0.023502	0.028946	0.062234	0.044579	0.036278	0.043204
Meth__cg02275294__SOAT1	0.18572	0.20036	0.84685	0.046988	0.025009	0.06067	0.023731	0.86618	0.047688	0.035039	0.76254	0.28239	0.80829	0.042114	0.74322	0.59172	0.087812	0.035246	0.033738	0.028062	0.32677	0.04167	0.16599	0.05145	0.03059	0.039302	0.033721	0.039448	0.28378	0.076616	0.12424	0.38249	0.053059	0.047422	0.12034	0.089245
Meth__cg04988978__MPO	0.22319	0.15279	0.89324	0.94875	0.88641	0.045052	0.49393	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.42909	0.3385	0.30499	0.050767	0.021859	0.88315	0.86643	0.94367	0.048729	0.94811	0.03138	0.69626	0.057034	0.13084	0.07716	0.04234	0.033101	0.11651	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg03285457__LBX1	0.88088	0.04661	0.9154	0.92342	0.088791	0.91632	0.89901	0.87334	0.052333	0.91226	0.87703	0.76905	0.77911	0.055859	0.24284	0.030732	0.16503	0.044248	0.91707	0.88542	0.4335	0.068729	0.91669	0.72429	0.31392	0.14946	0.8652	0.1628	0.056994	0.07475	0.041954	0.87841	0.87731	0.72964	0.87841	0.79279
Meth__cg00554682__C2orf10	0.067629	0.064646	0.51368	0.06194	0.055556	0.054582	0.064292	0.65066	0.049824	0.056993	0.069886	0.12428	0.11051	0.064739	0.052607	0.052741	0.10157	0.048197	0.046739	0.062667	0.14828	0.056254	0.066366	0.40048	0.061795	0.058946	0.60219	0.052578	0.067546	0.051475	0.049174	0.43263	0.10612	0.061256	0.060789	0.059298
Meth__cg17471019__TMEM67	0.044442	0.049195	0.035628	0.034705	0.028531	0.032672	0.036737	0.018983	0.033461	0.033941	0.030898	0.0278	0.075816	0.037196	0.028642	0.031727	0.062266	0.029224	0.026931	0.031786	0.036577	0.03352	0.030624	0.069086	0.035752	0.0591	0.053568	0.036583	0.33753	0.041514	0.029268	0.028526	0.038909	0.03451	0.032811	0.03139
Meth__cg00806490__CDH13	0.95805	0.075245	0.84667	0.87733	0.342	0.93061	0.54065	0.83611	0.55122	0.40449	0.95531	0.73347	0.72278	0.41805	0.5875	0.792	0.10568	0.088401	0.67143	0.53704	0.24675	0.093747	0.36749	0.95535	0.85437	0.081681	0.94824	0.10165	0.072716	0.0682	0.078639	0.16312	0.21029	0.079313	0.33494	0.075484
Meth__cg09297361__SNX22	0.088315	0.074757	0.16029	0.083927	0.07085	0.80501	0.108	0.049962	0.057494	0.073798	0.095671	0.078274	0.36926	0.063492	0.8564	0.07315	0.095148	0.060985	0.11906	0.27048	0.092793	0.17676	0.061242	0.43491	0.20989	0.083968	0.19689	0.070192	0.05567	0.29279	0.065249	0.5308	0.13907	0.080336	0.3604	0.5555
Meth__cg14851685__FLJ39501	0.78579	0.044996	0.97675	0.96682	0.052187	0.97804	0.10847	0.76424	0.023751	0.03514	0.97142	0.88	0.89692	0.024991	0.9214	0.54483	0.089478	0.093559	0.088911	0.37163	0.049415	0.93197	0.92407	0.4509	0.8832	0.058215	0.92759	0.24663	0.56832	0.025484	0.080191	0.95135	0.16629	0.060862	0.46118	0.21829
Meth__cg19486673__LILRA2	0.46117	0.036662	0.63984	0.069838	0.060009	0.14719	0.052123	0.076796	0.040063	0.048257	0.38913	0.53292	0.0774	0.049457	0.22779	0.05116	0.059106	0.032945	0.26222	0.46773	0.053868	0.077624	0.84832	0.11304	0.048049	0.060257	0.08782	0.065144	0.05869	0.071165	0.035	0.28728	0.097609	0.90255	0.070744	0.13405
Meth__cg23478284__PTPN13	0.033331	0.032125	0.043066	0.046718	0.03367	0.43815	0.046293	0.031672	0.037566	0.045013	0.034556	0.034514	0.18796	0.047503	0.11928	0.039739	0.10485	0.036535	0.023906	0.040796	0.0357	0.032207	0.035962	0.12309	0.041769	0.10051	0.076353	0.032498	0.042067	0.039684	0.031046	0.040041	0.066781	0.046243	0.041304	0.038859
Meth__cg01282432__C14orf101	0.051578	0.30675	0.06106	0.045428	0.042615	0.045188	0.059891	0.043121	0.064859	0.059386	0.070124	0.051073	0.10559	0.059213	0.052001	0.043125	0.16959	0.07498	0.03746	0.050137	0.070506	0.057524	0.042261	0.10014	0.065865	0.14221	0.099787	0.052832	0.043806	0.066094	0.056055	0.047725	0.06808	0.054134	0.05699	0.060683
Meth__cg03954173__CD97	0.065684	0.052563	0.063439	0.13722	0.059275	0.69827	0.16486	0.096537	0.057861	0.054415	0.053272	0.046366	0.071159	0.067578	0.077826	0.055709	0.10979	0.049806	0.064723	0.13583	0.52152	0.21395	0.053053	0.30902	0.10463	0.081093	0.20022	0.41693	0.062068	0.045283	0.052836	0.05707	0.10225	0.07406	0.13091	0.34917
Meth__cg23588893__FUT11	0.040925	0.028408	0.06651	0.041071	0.039843	0.023471	0.054512	0.060806	0.025546	0.50747	0.044011	0.14158	0.46865	0.03524	0.027544	0.028268	0.06934	0.029504	0.049398	0.036235	0.031658	0.033744	0.032885	0.066441	0.68476	0.038869	0.074849	0.027835	0.022088	0.031968	0.95051	0.037477	0.4731	0.037626	0.064463	0.89208
Meth__cg13044136__AES	0.061038	0.06117	0.12741	0.46001	0.16263	0.14646	0.099322	0.05236	0.06689	0.15314	0.062108	0.072148	0.55405	0.064577	0.11588	0.15568	0.12039	0.084301	0.36968	0.37227	0.33511	0.66354	0.065162	0.13705	0.1641	0.11215	0.14172	0.10628	0.060209	0.068682	0.066103	0.078517	0.10183	0.40737	0.35421	0.12723
Meth__cg19491035__MANSC1	0.049896	0.071313	0.081784	0.098737	0.062017	0.77873	0.054388	0.041222	0.6619	0.1051	0.12321	0.048734	0.26908	0.61721	0.057332	0.17452	0.10211	0.87587	0.057466	0.056411	0.21059	0.37682	0.19355	0.29425	0.039472	0.091332	0.095246	0.40391	0.59553	0.65459	0.031492	0.058756	0.10958	0.066842	0.055849	0.069679
Meth__cg01193293__SIGLEC7	0.39865	0.04903	0.90692	0.85544	0.80661	0.11766	0.43685	0.77036	0.036828	0.76836	0.72716	0.28793	0.80088	0.047043	0.38469	0.85303	0.059775	0.049206	0.8623	0.84545	0.068589	0.56032	0.89116	0.27402	0.551	0.073498	0.12551	0.81643	0.0643	0.21288	0.048326	0.40896	0.38624	0.89567	0.34556	0.68341
Meth__cg11700584__RPL36AL	0.05321	0.042894	0.095842	0.45248	0.032659	0.048744	0.064331	0.058884	0.050125	0.04513	0.079348	0.075345	0.050955	0.040512	0.047698	0.023077	0.10137	0.057708	0.038071	0.04033	0.069317	0.0678	0.84651	0.043915	0.078739	0.054889	0.079451	0.050412	0.033083	0.043494	0.037407	0.040256	0.057924	0.18319	0.057408	0.032007
Meth__cg09657265__SMPDL3A	0.0174	0.011559	0.01439	0.015805	0.01396	0.017743	0.024726	0.013429	0.016044	0.026377	0.024256	0.015418	0.029655	0.018813	0.018385	0.020828	0.038671	0.014273	0.013528	0.020721	0.11926	0.031135	0.01369	0.045864	0.02264	0.025027	0.03333	0.01656	0.012957	0.017877	0.01686	0.014076	0.035091	0.02086	0.021043	0.017064
Meth__cg16763895__ILVBL	0.046007	0.03282	0.091513	0.051506	0.053008	0.027508	0.040444	0.23701	0.035142	0.065301	0.048727	0.25189	0.05746	0.036608	0.047825	0.041585	0.33333	0.039439	0.046538	0.050325	0.046194	0.040125	0.036784	0.074027	0.046847	0.12777	0.072312	0.026491	0.033582	0.060074	0.049363	0.046622	0.099723	0.052312	0.052175	0.062462
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97653	0.97416	0.95793	0.73638	0.3297	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.05705	0.8194	0.9319	0.11733	0.074352	0.97256	0.9648	0.92614	0.95548	0.97769	0.063968	0.91011	0.2654	0.31922	0.047404	0.080053	0.062455	0.075899	0.96159	0.67758	0.95501	0.88771	0.92629
Meth__cg07747970__LHX1	0.7622	0.029976	0.05113	0.29113	0.1294	0.79441	0.041637	0.72619	0.12003	0.037158	0.18214	0.062564	0.042196	0.11249	0.45971	0.044269	0.066502	0.52237	0.024847	0.043308	0.03585	0.035507	0.26484	0.69174	0.035447	0.30372	0.059364	0.039181	0.024415	0.033663	0.031624	0.035024	0.38939	0.63505	0.25127	0.28957
Meth__cg18056600__ZMYND15	0.034968	0.78702	0.65487	0.8171	0.13152	0.97023	0.26807	0.044132	0.025547	0.10166	0.074294	0.054043	0.23717	0.039956	0.90923	0.16912	0.060016	0.1937	0.9427	0.4272	0.49966	0.94923	0.26714	0.93798	0.44228	0.068048	0.098863	0.4894	0.026201	0.88608	0.035599	0.8874	0.078109	0.18742	0.075264	0.49803
Meth__cg11490446__PSEN1	0.037896	0.021383	0.10048	0.061765	0.043781	0.23366	0.038164	0.32324	0.035874	0.037423	0.025894	0.10503	0.039048	0.030825	0.027378	0.024574	0.038183	0.030983	0.016902	0.031571	0.046477	0.023819	0.019262	0.41822	0.040075	0.04172	0.029799	0.026187	0.022513	0.021016	0.033235	0.042352	0.047806	0.025453	0.037003	0.062268
Meth__cg20899053__HLXB9	0.10654	0.068368	0.16534	0.099465	0.052745	0.064286	0.11014	0.098069	0.070962	0.79488	0.13436	0.16707	0.14012	0.086876	0.05927	0.091385	0.212	0.086499	0.054582	0.13374	0.08	0.087738	0.64947	0.12592	0.13251	0.081998	0.15058	0.051964	0.067198	0.10406	0.074435	0.055758	0.26595	0.070597	0.10646	0.084156
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.89938	0.72838	0.14761	0.07689	0.92635	0.92105	0.033021	0.078211	0.89511	0.19427	0.89144	0.024021	0.047601	0.028474	0.07899	0.2964	0.8457	0.77787	0.89693	0.020643	0.24965	0.83527	0.65984	0.22034	0.59539	0.05385	0.15472	0.064499	0.035116	0.22411	0.45755	0.036575	0.67792	0.79764
Meth__cg23704082__TRIM59	0.03677	0.034606	0.11046	0.033956	0.034924	0.95368	0.047414	0.023019	0.47494	0.032057	0.93783	0.028124	0.064982	0.36139	0.030287	0.083179	0.056632	0.44469	0.042553	0.041526	0.10599	0.044601	0.034745	0.56121	0.030175	0.074288	0.07499	0.036943	0.033502	0.10479	0.029225	0.037115	0.037455	0.042049	0.042709	0.044124
Meth__cg22442090__GIMAP5	0.32054	0.086694	0.22411	0.6104	0.64927	0.093771	0.095958	0.20329	0.84686	0.098459	0.78819	0.44933	0.25349	0.61121	0.47275	0.55973	0.08075	0.10418	0.305	0.50717	0.67438	0.11947	0.83506	0.19006	0.17904	0.14224	0.1093	0.052638	0.12786	0.11482	0.07791	0.14094	0.17509	0.31436	0.20515	0.27513
Meth__cg10423860__CST5	0.056442	0.031387	0.82304	0.59276	0.51954	0.069126	0.10346	0.059053	0.023756	0.54785	0.17985	0.55508	0.28026	0.030973	0.065544	0.17163	0.056912	0.023987	0.40197	0.3483	0.41112	0.043274	0.13894	0.033261	0.61996	0.15252	0.22606	0.043079	0.051636	0.040205	0.059617	0.14869	0.24599	0.12068	0.24289	0.66663
Meth__cg22131691__PDE1C	0.94389	0.038738	0.95613	0.70815	0.099355	0.038862	0.9068	0.94376	0.423	0.070351	0.64952	0.70006	0.89665	0.45342	0.051838	0.059954	0.10082	0.029838	0.53698	0.44917	0.22811	0.30365	0.53444	0.51543	0.15883	0.30202	0.84445	0.11029	0.061267	0.40546	0.059287	0.90485	0.083416	0.61565	0.46604	0.16116
Meth__cg19762747__CRX	0.065714	0.041747	0.91989	0.8722	0.85223	0.2789	0.59105	0.9651	0.06463	0.24793	0.75887	0.7918	0.81864	0.065925	0.65289	0.41084	0.078444	0.040971	0.69338	0.7425	0.19841	0.41831	0.13337	0.13594	0.5498	0.091106	0.23462	0.56724	0.054998	0.053471	0.060165	0.28129	0.1022	0.64437	0.37684	0.51971
Meth__cg08724563__RAX	0.1431	0.043422	0.080909	0.1511	0.09706	0.086692	0.2094	0.40924	0.048538	0.053441	0.37822	0.063287	0.096417	0.063547	0.069422	0.039329	0.080651	0.044675	0.044465	0.049682	0.5772	0.052867	0.8604	0.16795	0.055255	0.073585	0.11848	0.045847	0.043203	0.052759	0.038613	0.15467	0.052484	0.059403	0.045041	0.10929
Meth__cg07013734__TRPC6	0.12825	0.038398	0.7561	0.73934	0.16446	0.68669	0.83324	0.93062	0.071136	0.066887	0.90074	0.1506	0.66738	0.035971	0.45507	0.052379	0.13029	0.7156	0.12027	0.15723	0.09095	0.09861	0.30979	0.78208	0.08	0.13061	0.64964	0.059963	0.65295	0.064605	0.057035	0.51186	0.68819	0.23391	0.31944	0.83307
Meth__cg17718302__HIST1H3J	0.037683	0.030638	0.80114	0.96437	0.71745	0.15351	0.56176	0.9659	0.08557	0.94635	0.5356	0.029211	0.50223	0.10196	0.030692	0.025689	0.35911	0.68555	0.023484	0.036968	0.95356	0.033129	0.60413	0.49521	0.36821	0.10951	0.092789	0.82455	0.9675	0.058708	0.45309	0.38567	0.48105	0.035367	0.040732	0.034055
Meth__cg23182299__LHX5	0.4884	0.027814	0.95812	0.69363	0.12578	0.62314	0.31577	0.9434	0.062945	0.093038	0.7225	0.96912	0.7467	0.065467	0.34581	0.18509	0.083941	0.032818	0.73281	0.69994	0.075445	0.65984	0.55804	0.52632	0.53394	0.044965	0.51854	0.052785	0.16814	0.072223	0.030045	0.5103	0.097485	0.81793	0.17291	0.22328
Meth__cg25025243__GSTP1	0.16491	0.13901	0.19224	0.11518	0.15738	0.85582	0.13119	0.12573	0.166	0.13017	0.13622	0.31532	0.30233	0.15429	0.5543	0.61085	0.28177	0.62854	0.11601	0.16284	0.064457	0.57071	0.11955	0.7621	0.15389	0.25425	0.21482	0.33212	0.35516	0.43811	0.13259	0.19528	0.13169	0.15115	0.094258	0.077987
Meth__cg19953406__KLK7	0.59669	0.029936	0.94529	0.79095	0.13764	0.65641	0.15083	0.97854	0.048627	0.043654	0.88479	0.52999	0.92153	0.03518	0.81049	0.91822	0.63358	0.024121	0.87849	0.91662	0.17468	0.15399	0.96023	0.56059	0.61059	0.065455	0.4277	0.034266	0.028758	0.026002	0.35286	0.95201	0.1414	0.9307	0.50935	0.11316
Meth__cg19722847__IPO8	0.092384	0.11886	0.43531	0.7914	0.19366	0.096187	0.10601	0.14134	0.12719	0.17755	0.098031	0.14126	0.32511	0.11375	0.076266	0.11076	0.16343	0.054473	0.34345	0.4008	0.49013	0.13249	0.22918	0.11099	0.43178	0.20404	0.13512	0.052326	0.092653	0.066695	0.28104	0.10927	0.24737	0.11082	0.097746	0.099538
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.40779	0.64864	0.77647	0.068506	0.18094	0.56939	0.36124	0.076687	0.26636	0.43119	0.35158	0.25728	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.92441	0.28949	0.94486	0.50068	0.34684	0.1279	0.14032	0.33034	0.40404	0.50163	0.036937	0.22983	0.14646	0.89484	0.46677	0.23621
Meth__cg20595215__LMCD1	0.073024	0.075803	0.072827	0.069549	0.067597	0.62524	0.067081	0.062952	0.076769	0.07819	0.063706	0.13546	0.322	0.073904	0.80972	0.047838	0.11905	0.11171	0.070521	0.065876	0.11796	0.26409	0.057125	0.12834	0.085737	0.16958	0.17481	0.068447	0.088005	0.1438	0.053546	0.070475	0.18543	0.064381	0.063342	0.092156
Meth__cg12631737__FUT4	0.05499	0.76829	0.97295	0.97311	0.60377	0.040392	0.23738	0.052053	0.1485	0.048691	0.052392	0.64829	0.91293	0.31726	0.4562	0.044471	0.058611	0.090362	0.036976	0.047803	0.95471	0.036747	0.099263	0.047947	0.4206	0.066489	0.55817	0.049532	0.08443	0.036949	0.58327	0.031153	0.11236	0.05282	0.35749	0.88604
Meth__cg15320474__UBD	0.84893	0.053608	0.89315	0.73548	0.045993	0.038844	0.57624	0.86805	0.4103	0.13056	0.76804	0.70764	0.55644	0.28344	0.65799	0.89327	0.12168	0.043593	0.23451	0.20068	0.28195	0.44106	0.47727	0.22509	0.22826	0.068799	0.19729	0.1626	0.54316	0.044523	0.10933	0.29137	0.13376	0.37969	0.40811	0.49143
Meth__cg00892798__NGFR	0.043545	0.041405	0.60748	0.41754	0.19601	0.19058	0.059641	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.10155	0.025418	0.03413	0.3907	0.029144	0.26445	0.079936	0.038918	0.02794	0.28772	0.9061	0.076442	0.039779	0.41539	0.022616	0.31666	0.034916	0.17674	0.12539	0.096233	0.031616	0.20149	0.33106
Meth__cg07611334__C20orf98	0.078128	0.92055	0.94229	0.079551	0.060195	0.051695	0.0699	0.074969	0.054332	0.057244	0.10033	0.5728	0.52537	0.37607	0.13794	0.064871	0.098354	0.052031	0.055884	0.060912	0.052361	0.59193	0.11156	0.10755	0.068359	0.099903	0.09125	0.043418	0.046276	0.081049	0.19581	0.044704	0.05874	0.051927	0.053636	0.088096
Meth__cg20909686__OVOL1	0.088069	0.069777	0.13726	0.086874	0.10301	0.97643	0.12061	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.10482	0.95575	0.79925	0.13779	0.77941	0.09988	0.11669	0.095091	0.97623	0.18378	0.95658	0.13472	0.15399	0.27786	0.78106	0.14531	0.9805	0.13551	0.11476	0.054725	0.17166	0.6407	0.57205
Meth__cg03086857__EDNRB	0.90774	0.040041	0.35006	0.92459	0.7845	0.48191	0.91146	0.91971	0.60107	0.049301	0.90535	0.30949	0.27958	0.29104	0.74718	0.11271	0.11388	0.034773	0.19739	0.26901	0.33794	0.081535	0.95136	0.90313	0.92012	0.081457	0.26886	0.035997	0.038259	0.93351	0.030776	0.20729	0.090275	0.40969	0.82597	0.63561
Meth__cg19841506__ZMYND15	0.035162	0.83335	0.77316	0.858	0.11714	0.98488	0.20926	0.034124	0.030107	0.090386	0.034916	0.040243	0.20213	0.027942	0.9533	0.098532	0.081003	0.20772	0.97517	0.44933	0.5414	0.97698	0.17631	0.95448	0.39702	0.0449	0.070012	0.47775	0.026658	0.54179	0.033598	0.93533	0.075872	0.23403	0.052951	0.53049
Meth__cg16792160__ASAH2	0.528	0.092821	0.82068	0.83455	0.59709	0.086252	0.29702	0.83119	0.69147	0.19881	0.39184	0.25323	0.56138	0.4906	0.24364	0.52184	0.20271	0.11491	0.21147	0.35355	0.36444	0.11705	0.89866	0.11907	0.20441	0.098761	0.14044	0.38658	0.74511	0.09446	0.083283	0.31839	0.068665	0.55661	0.35874	0.18928
