Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg08343834__PMP22	0.08464	0.089417	0.38859	0.47021	0.54362	0.12107	0.61457	0.82086	0.11496	0.15478	0.52836	0.40228	0.72863	0.056031	0.10486	0.72591	0.78516	0.13061	0.097708	0.18857	0.21744	0.11346	0.74188	0.095209	0.54875	0.1452	0.147	0.74403	0.22438	0.29309	0.095472	0.14707	0.64724	0.33634	0.40287	0.25352	0.13434	0.12557	0.12641
Meth__cg10968815__BPIL1	0.042782	0.15239	0.042354	0.58781	0.47776	0.060403	0.58805	0.94072	0.24637	0.62419	0.91559	0.86427	0.38667	0.050662	0.25803	0.51861	0.8436	0.072921	0.027677	0.82153	0.86169	0.073571	0.60794	0.10656	0.21511	0.37804	0.070288	0.68507	0.040748	0.21049	0.40326	0.53099	0.2072	0.061979	0.76246	0.029809	0.059663	0.17477	0.089041
Meth__cg11120551__CHD1L	0.039951	0.059117	0.053246	0.05155	0.55393	0.036666	0.69037	0.4563	0.179	0.050657	0.44983	0.41311	0.23806	0.027383	0.18118	0.32312	0.22957	0.23681	0.094992	0.075375	0.040437	0.094174	0.63684	0.029467	0.56994	0.064353	0.1313	0.55284	0.060335	0.15869	0.10331	0.23722	0.070744	0.35371	0.050652	0.15739	0.052946	0.041293	0.050127
Meth__cg23127998__FLRT3	0.079739	0.092487	0.20392	0.072741	0.090477	0.11037	0.37059	0.87156	0.63779	0.13362	0.24182	0.31188	0.16497	0.07622	0.54869	0.15992	0.055315	0.16969	0.08278	0.097461	0.070376	0.3791	0.12093	0.050068	0.50643	0.1303	0.13986	0.17351	0.13238	0.41993	0.15482	0.11679	0.37536	0.13114	0.15232	0.13945	0.10389	0.12072	0.22705
Meth__cg07611334__C20orf98	0.078128	0.92055	0.079551	0.060195	0.051695	0.0699	0.064001	0.074969	0.054332	0.057244	0.10033	0.5728	0.52537	0.15264	0.37607	0.13794	0.064871	0.098354	0.052031	0.055884	0.060912	0.052361	0.59193	0.11156	0.10755	0.068359	0.099903	0.093053	0.09125	0.23546	0.54733	0.043418	0.046276	0.081049	0.06141	0.044704	0.051927	0.053636	0.088096
Meth__cg19803984__SNRPN	0.91735	0.035401	0.94727	0.044967	0.28995	0.9018	0.17237	0.85965	0.87738	0.06949	0.71909	0.47013	0.1563	0.85265	0.77396	0.31977	0.36252	0.084808	0.044217	0.067084	0.12952	0.18273	0.073982	0.44604	0.18882	0.8846	0.062084	0.10434	0.76663	0.082619	0.050456	0.069516	0.052778	0.071532	0.085922	0.088879	0.046319	0.10863	0.1844
Meth__cg22424444__TOLLIP	0.10094	0.9322	0.72383	0.27583	0.78316	0.23379	0.904	0.10221	0.76155	0.39618	0.061843	0.51628	0.77123	0.88917	0.61813	0.12382	0.10192	0.1663	0.080916	0.11346	0.08943	0.4458	0.72343	0.21328	0.8913	0.89195	0.1021	0.43269	0.83568	0.17202	0.81409	0.048869	0.066267	0.57236	0.084304	0.10431	0.34285	0.88931	0.90335
Meth__cg27504805__NPY2R	0.070495	0.047227	0.099664	0.078071	0.22545	0.58456	0.056028	0.93622	0.049876	0.056904	0.6843	0.53058	0.35404	0.045524	0.066186	0.71605	0.05093	0.059346	0.063194	0.054862	0.076393	0.071572	0.17145	0.041987	0.7685	0.058586	0.12892	0.066455	0.53757	0.45401	0.10284	0.052152	0.075888	0.1568	0.096793	0.074979	0.067147	0.056067	0.1478
Meth__cg05120641__CHAC1	0.032895	0.020787	0.03863	0.024981	0.022708	0.025641	0.036107	0.02049	0.023923	0.028775	0.028313	0.01516	0.044031	0.028092	0.02789	0.027988	0.020262	0.039524	0.026093	0.026051	0.024992	0.021897	0.029785	0.024404	0.039178	0.031712	0.037037	0.020713	0.031484	0.029807	0.037276	0.025965	0.029197	0.022604	0.02121	0.022695	0.036946	0.037574	0.52617
Meth__cg00089071__PCGF2	0.028417	0.025363	0.031913	0.028094	0.029455	0.037387	0.038035	0.030654	0.032055	0.038693	0.0302	0.027446	0.081208	0.016653	0.032501	0.61204	0.031799	0.054616	0.022489	0.026073	0.044091	0.030482	0.12447	0.025391	0.051418	0.03553	0.12162	0.033236	0.059725	0.030582	0.066001	0.031359	0.020892	0.025673	0.037073	0.025116	0.023642	0.026499	0.026787
Meth__cg17454897__ADAMTS10	0.029887	0.45737	0.11828	0.040538	0.02667	0.49444	0.2981	0.020703	0.19671	0.037208	0.029329	0.032059	0.32859	0.91455	0.17745	0.031558	0.019796	0.072041	0.057575	0.50204	0.050125	0.024989	0.042748	0.025906	0.87464	0.43385	0.075849	0.02654	0.26283	0.95468	0.12182	0.036425	0.053644	0.038798	0.050143	0.89445	0.040541	0.031016	0.037564
Meth__cg06245154__ERCC2	0.042574	0.038419	0.15804	0.065941	0.031389	0.096654	0.077165	0.096829	0.034451	0.17459	0.039395	0.13323	0.047642	0.053749	0.044496	0.038694	0.04537	0.09918	0.035283	0.047171	0.049577	0.18528	0.071905	0.057487	0.20812	0.13315	0.050641	0.042593	0.064516	0.067632	0.053655	0.043467	0.036117	0.035502	0.060941	0.071476	0.04986	0.034141	0.048961
Meth__cg17468440__PPP2R1B	0.066649	0.04851	0.053991	0.040213	0.058457	0.058023	0.033084	0.12803	0.050725	0.049965	0.04394	0.083187	0.21113	0.039429	0.062636	0.062016	0.05287	0.068925	0.058019	0.047649	0.052627	0.062357	0.04958	0.042231	0.14253	0.047616	0.10094	0.064987	0.065263	0.067681	0.14758	0.062224	0.062652	0.057772	0.13218	0.039132	0.056305	0.053487	0.060118
Meth__cg22441882__SLC18A1	0.15051	0.070948	0.19765	0.095475	0.041374	0.10693	0.30941	0.27848	0.36984	0.077616	0.15912	0.11082	0.48915	0.08342	0.28504	0.1151	0.71077	0.20231	0.033436	0.090421	0.11689	0.53126	0.31305	0.38797	0.1534	0.12587	0.097448	0.13101	0.11469	0.08507	0.16321	0.055155	0.434	0.072846	0.39611	0.12921	0.1954	0.086516	0.092095
Meth__cg07326586__UBD	0.17996	0.074633	0.14026	0.087672	0.05123	0.059959	0.1526	0.71991	0.33944	0.074267	0.46693	0.15567	0.13801	0.035362	0.27168	0.32236	0.60615	0.12331	0.081768	0.074423	0.11704	0.093067	0.29204	0.36406	0.12486	0.0903	0.056315	0.1219	0.089664	0.056619	0.22907	0.03236	0.068824	0.10373	0.41022	0.069585	0.1329	0.14604	0.15348
Meth__cg14987922__STRN	0.045707	0.019698	0.043017	0.076484	0.73832	0.029673	0.12334	0.03053	0.039134	0.039845	0.024029	0.017994	0.054764	0.013365	0.041589	0.017331	0.042347	0.06812	0.12038	0.029034	0.030081	0.048642	0.020503	0.028104	0.074145	0.043009	0.093309	0.013364	0.042262	0.024243	0.053735	0.019675	0.017627	0.041486	0.014066	0.024185	0.02505	0.055545	0.03957
Meth__cg09276883__HHAT	0.040686	0.026753	0.68792	0.15945	0.28357	0.16232	0.15093	0.075263	0.14968	0.064681	0.099881	0.15594	0.49253	0.34869	0.17207	0.10092	0.31751	0.22382	0.022208	0.17722	0.25399	0.3571	0.15139	0.41908	0.17009	0.29964	0.061617	0.69866	0.29504	0.44773	0.069002	0.029402	0.049595	0.043816	0.82801	0.10222	0.046447	0.12382	0.10441
Meth__cg13765303__BOC	0.18908	0.66342	0.46888	0.10447	0.52647	0.041154	0.43453	0.10624	0.026948	0.042215	0.032567	0.10798	0.73981	0.4831	0.27451	0.13914	0.027634	0.14114	0.031947	0.66035	0.60592	0.60518	0.043661	0.20189	0.72006	0.16905	0.079043	0.2954	0.73374	0.039394	0.59023	0.064127	0.061277	0.062022	0.46626	0.84681	0.50918	0.43052	0.4159
Meth__cg10667970__FBXO6	0.058371	0.072257	0.20859	0.3307	0.50411	0.06959	0.37034	0.31045	0.24078	0.20828	0.079133	0.34427	0.31286	0.072465	0.21767	0.88446	0.13604	0.08631	0.37465	0.088949	0.097183	0.38081	0.7538	0.12278	0.29539	0.079804	0.089922	0.45317	0.17173	0.66639	0.32646	0.18607	0.04686	0.73693	0.10681	0.060424	0.11089	0.075027	0.047632
Meth__cg05921207__CHRDL1	0.43688	0.023732	0.85772	0.42932	0.17028	0.84217	0.38114	0.95028	0.11855	0.49955	0.88117	0.08706	0.83347	0.19692	0.12729	0.36604	0.9261	0.091591	0.021374	0.37852	0.21501	0.46112	0.052887	0.56161	0.34777	0.5193	0.18255	0.76718	0.15869	0.053579	0.043596	0.27825	0.028324	0.054999	0.8481	0.37041	0.35721	0.57272	0.8454
Meth__cg16948979__WDR21A	0.04766	0.042204	0.0634	0.037026	0.048005	0.058371	0.031924	0.046752	0.034328	0.04835	0.061259	0.038175	0.095697	0.033141	0.047523	0.049384	0.050651	0.096032	0.041908	0.043304	0.055524	0.052868	0.060446	0.049802	0.065592	0.061682	0.061885	0.36574	0.078939	0.053795	0.070793	0.039596	0.047476	0.039114	0.04414	0.037542	0.046356	0.048376	0.046655
Meth__cg16638540__ZNF135	0.97803	0.028351	0.27742	0.6058	0.97847	0.49144	0.91269	0.97327	0.25426	0.033371	0.96773	0.038602	0.90451	0.96468	0.2536	0.050783	0.032609	0.11835	0.030487	0.96149	0.61646	0.069433	0.31785	0.13138	0.91949	0.045005	0.24994	0.15332	0.95404	0.031353	0.095361	0.031101	0.59195	0.62759	0.27548	0.98066	0.65478	0.73324	0.56384
Meth__cg06423920__ZNF312	0.50503	0.038173	0.91933	0.31646	0.62801	0.72646	0.092203	0.91804	0.2341	0.052373	0.68003	0.30496	0.42283	0.10046	0.20367	0.065479	0.43489	0.089205	0.038407	0.62044	0.5444	0.47993	0.42147	0.60753	0.52895	0.37669	0.11561	0.9133	0.83895	0.42436	0.069809	0.040349	0.16369	0.044197	0.45987	0.3724	0.7639	0.29709	0.50457
Meth__cg26803566__SGPP1	0.046025	0.041542	0.11419	0.11042	0.15575	0.15105	0.071847	0.38267	0.47211	0.10898	0.076634	0.22436	0.063582	0.14455	0.081247	0.088436	0.041768	0.2239	0.063811	0.10493	0.075041	0.098817	0.1458	0.33872	0.13108	0.05841	0.13648	0.043372	0.14901	0.093015	0.10578	0.047287	0.041449	0.03159	0.30908	0.065836	0.037264	0.05536	0.063159
Meth__cg03330678__SEPT9	0.94195	0.7513	0.90024	0.86398	0.037271	0.93816	0.060537	0.029152	0.038541	0.95694	0.02607	0.33304	0.92448	0.97745	0.28215	0.031781	0.027492	0.053683	0.03788	0.95468	0.95004	0.96242	0.033408	0.95689	0.04878	0.94657	0.049175	0.048475	0.90537	0.047266	0.047145	0.36795	0.032952	0.028824	0.91086	0.9582	0.95833	0.92177	0.95893
Meth__cg27342801__REG3A	0.91778	0.044174	0.90544	0.047548	0.049943	0.72488	0.027045	0.22935	0.84777	0.091364	0.78756	0.54653	0.087356	0.44337	0.64417	0.12243	0.067598	0.08749	0.052568	0.035708	0.070036	0.046803	0.04338	0.50761	0.075276	0.050462	0.12893	0.069355	0.38172	0.065164	0.06094	0.46409	0.6386	0.054207	0.86386	0.15053	0.03586	0.16304	0.09705
Meth__cg08980578__KCNK6	0.052421	0.0447	0.29239	0.035123	0.67341	0.051334	0.10741	0.96312	0.070294	0.041792	0.04981	0.82971	0.13202	0.20894	0.067288	0.31506	0.30451	0.069226	0.055813	0.043379	0.04993	0.053259	0.4554	0.14447	0.64351	0.38255	0.045137	0.24224	0.52792	0.8582	0.071906	0.04988	0.073424	0.056481	0.093217	0.11978	0.067559	0.059537	0.05426
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.057877	0.017175	0.52197	0.026633	0.041413	0.17694	0.056188	0.029857	0.53601	0.29046	0.040594	0.02514	0.05312	0.1007	0.02378	0.09362	0.36933	0.022963	0.02437	0.043828	0.16233	0.024648	0.58233	0.024613	0.37327	0.032582	0.091762	0.72447	0.10591	0.045674	0.02283	0.1354	0.022286	0.27368	0.030622	0.021085	0.02731
Meth__cg05650171__PFDN2	0.14681	0.019972	0.3404	0.044423	0.9392	0.035593	0.7236	0.069729	0.03538	0.03233	0.15523	0.74829	0.052499	0.039392	0.03396	0.18963	0.55892	0.024454	0.68593	0.039387	0.061155	0.10986	0.73958	0.67544	0.87246	0.040694	0.081198	0.92438	0.12513	0.049065	0.036346	0.043486	0.81955	0.32812	0.11947	0.038284	0.53056	0.073029	0.0442
Meth__cg00747849__SLC25A1	0.031056	0.023187	0.042252	0.026043	0.023373	0.054563	0.031814	0.047466	0.024928	0.025988	0.029771	0.57473	0.075034	0.032731	0.029494	0.031517	0.02513	0.067394	0.019595	0.019432	0.031676	0.030983	0.093705	0.031395	0.16555	0.029723	0.038442	0.024056	0.050055	0.11726	0.040987	0.020396	0.022408	0.019672	0.018084	0.019112	0.033107	0.025989	0.024948
Meth__cg25214366__DEFB103A	0.71345	0.041101	0.15556	0.1685	0.032298	0.25579	0.46481	0.72468	0.19724	0.061703	0.83281	0.25543	0.49384	0.035122	0.15874	0.74276	0.87612	0.095238	0.048334	0.46793	0.29682	0.46834	0.14684	0.89749	0.089674	0.19859	0.14781	0.74932	0.060232	0.042825	0.069325	0.14041	0.14145	0.046658	0.31987	0.32689	0.35554	0.40397	0.49932
Meth__cg02282237__PRKCH	0.037052	0.034112	0.04672	0.045245	0.35064	0.033673	0.60914	0.047537	0.037083	0.027137	0.52881	0.062951	0.083862	0.021405	0.035163	0.033821	0.082258	0.071117	0.23806	0.031315	0.036207	0.051635	0.055514	0.67167	0.83074	0.029517	0.056158	0.1381	0.07084	0.034289	0.049731	0.38074	0.033077	0.080095	0.031255	0.032091	0.034876	0.026521	0.037701
Meth__cg00660989__BTBD5	0.038142	0.019807	0.041488	0.025568	0.03809	0.061573	0.24365	0.055036	0.062873	0.031533	0.087927	0.12939	0.070339	0.038462	0.045004	0.041461	0.026143	0.12801	0.056867	0.03453	0.033911	0.052216	0.052253	0.26896	0.10509	0.031804	0.065483	0.031941	0.061951	0.039631	0.042291	0.5815	0.03635	0.044072	0.034548	0.043263	0.058079	0.044965	0.031114
Meth__cg24408313__BCL2	0.092924	0.26644	0.05112	0.10681	0.89925	0.072043	0.82748	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.12655	0.66092	0.89026	0.91772	0.6388	0.68451	0.13241	0.07515	0.1425	0.88796	0.1239	0.90598	0.066455	0.076456	0.94543	0.08786	0.7413	0.20824	0.50751	0.63588	0.93945	0.63184	0.16185	0.45824	0.070443	0.10098
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.042162	0.028061	0.033215	0.091294	0.032062	0.32679	0.027638	0.12257	0.040312	0.040333	0.041202	0.08967	0.033706	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038797	0.038422	0.029386	0.17277	0.037151	0.046815	0.20463	0.13235	0.04108	0.049783	0.040675	0.026923	0.030131	0.0288	0.026784	0.035112	0.029094	0.039861
Meth__cg04155026__TSNAXIP1	0.10388	0.067447	0.56318	0.047959	0.054611	0.076837	0.14153	0.065631	0.077263	0.052243	0.078391	0.29028	0.1948	0.038116	0.063748	0.080033	0.049404	0.072653	0.078313	0.05776	0.059104	0.089919	0.14358	0.061784	0.28555	0.060639	0.098941	0.10813	0.18216	0.086243	0.11615	0.050159	0.04679	0.082874	0.095296	0.072901	0.088805	0.048977	0.058922
Meth__cg11053574__NT5C3L	0.025659	0.021106	0.082851	0.02998	0.042406	0.037001	0.067114	0.054812	0.027077	0.032634	0.032111	0.043786	0.50984	0.021464	0.033069	0.027072	0.023923	0.038705	0.024043	0.041496	0.027006	0.042283	0.031597	0.66536	0.14417	0.062865	0.048873	0.052078	0.036276	0.042609	0.045724	0.024304	0.027189	0.016093	0.04041	0.029462	0.034532	0.030079	0.042379
Meth__cg03954858__FAM83F	0.078246	0.069926	0.18994	0.1519	0.070793	0.085966	0.29234	0.7396	0.034946	0.035747	0.66999	0.10968	0.33159	0.023159	0.066746	0.4121	0.66329	0.085303	0.016248	0.27799	0.42375	0.095462	0.40784	0.60102	0.085187	0.40874	0.046768	0.53003	0.32993	0.071039	0.10698	0.75889	0.84137	0.067102	0.12416	0.085925	0.065156	0.28914	0.32779
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95573	0.94976	0.89576	0.95221	0.12665	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.062461	0.11494	0.31183	0.95343	0.96503	0.49122	0.22166	0.94694	0.91924	0.82828	0.078529	0.065712	0.94862	0.033951	0.44525	0.079522	0.036936	0.29661	0.92206	0.90329	0.38089	0.94044	0.94838
Meth__cg07817783__DAP	0.042721	0.85068	0.61474	0.34636	0.53483	0.090227	0.10961	0.034766	0.03751	0.046022	0.046408	0.036362	0.57215	0.78442	0.039138	0.03379	0.026487	0.071089	0.035331	0.043772	0.042435	0.16732	0.035406	0.033886	0.27743	0.031603	0.099942	0.034567	0.1208	0.033491	0.23368	0.064932	0.050625	0.076712	0.13236	0.049752	0.046149	0.072113	0.13702
Meth__cg12774845__ENTPD5	0.073584	0.093878	0.37383	0.083531	0.071705	0.085399	0.057232	0.19097	0.59792	0.077959	0.11813	0.64705	0.50261	0.049026	0.49588	0.14207	0.066692	0.12388	0.093253	0.21126	0.1774	0.080302	0.065293	0.14514	0.40326	0.10555	0.11397	0.081367	0.14365	0.52972	0.1073	0.054981	0.069381	0.063692	0.71834	0.08533	0.057727	0.07003	0.08401
Meth__cg27118809__FLJ20699	0.064013	0.038063	0.068543	0.031883	0.038727	0.069585	0.027205	0.15887	0.051845	0.043868	0.072836	0.046528	0.063642	0.050323	0.35723	0.040886	0.066403	0.10112	0.039559	0.034632	0.081276	0.044351	0.08833	0.048994	0.087468	0.056539	0.059602	0.041398	0.36138	0.045152	0.089997	0.039061	0.039256	0.04453	0.20232	0.035866	0.050509	0.053767	0.051436
Meth__cg06226384__CACNG5	0.082869	0.025691	0.36747	0.09534	0.056227	0.11916	0.05625	0.25292	0.049696	0.033985	0.097543	0.080853	0.092099	0.021404	0.052564	0.040031	0.029412	0.083991	0.043695	0.094988	0.10897	0.085191	0.033359	0.65839	0.078658	0.024166	0.071096	0.050638	0.035377	0.050896	0.047782	0.018715	0.049072	0.03811	0.094811	0.048468	0.05024	0.038335	0.03692
Meth__cg15856055__ZNF511	0.10907	0.076625	0.2137	0.07098	0.75434	0.13097	0.59195	0.1839	0.10692	0.11932	0.12576	0.48033	0.19231	0.11323	0.087463	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.15988	0.42259	0.25448	0.41294	0.091023	0.14201	0.39684	0.12438	0.11823	0.18684	0.10969	0.13865	0.2977	0.088975	0.073964	0.25554	0.059835	0.09375
Meth__cg13337865__TEKT1	0.061476	0.047768	0.29855	0.093546	0.83946	0.10323	0.88089	0.62267	0.47426	0.052388	0.53193	0.68235	0.15611	0.50813	0.34826	0.6712	0.3694	0.17723	0.21255	0.071258	0.057808	0.25833	0.27141	0.12388	0.82381	0.087397	0.068968	0.68569	0.67945	0.52208	0.085915	0.049551	0.074002	0.83578	0.65618	0.56795	0.041888	0.056362	0.070205
Meth__cg00351011__LASS4	0.040496	0.04971	0.050211	0.051995	0.48613	0.055957	0.037786	0.049472	0.23104	0.058807	0.039901	0.037597	0.081024	0.027347	0.24111	0.037445	0.043697	0.068708	0.13852	0.051858	0.048947	0.032635	0.046563	0.035575	0.069596	0.043052	0.090482	0.032435	0.10399	0.043735	0.065003	0.032737	0.18913	0.030974	0.032461	0.037511	0.047535	0.051959	0.046566
Meth__cg07879977__OR1F1	0.17056	0.017291	0.49545	0.62773	0.49756	0.49006	0.027103	0.96567	0.049787	0.39958	0.79858	0.90534	0.72173	0.015502	0.055335	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.4494	0.19022	0.59044	0.053911	0.016559	0.01583	0.064099	0.043405	0.2111	0.026083	0.44397	0.42209	0.036379	0.041657	0.3577	0.95623	0.41716	0.15209
Meth__cg26542888__RNF2	0.038471	0.027809	0.54791	0.068837	0.57577	0.087043	0.57184	0.57978	0.52952	0.048253	0.37655	0.38933	0.70364	0.049008	0.36902	0.35766	0.14895	0.061541	0.13914	0.070692	0.032033	0.16051	0.37734	0.071716	0.29053	0.082075	0.037887	0.76767	0.13045	0.20642	0.077103	0.037837	0.14969	0.1818	0.19918	0.28699	0.032185	0.23069	0.24053
Meth__cg19742789__FLJ14166	0.14215	0.28286	0.2909	0.15472	0.66507	0.49255	0.058305	0.37797	0.035838	0.18714	0.26865	0.049749	0.080761	0.029626	0.080762	0.061705	0.067359	0.11051	0.12999	0.46006	0.49351	0.23593	0.12771	0.04639	0.1664	0.10573	0.063477	0.043392	0.91042	0.084651	0.2358	0.05051	0.052001	0.13939	0.031147	0.79627	0.20021	0.56578	0.77983
Meth__cg06655089__IMPDH2	0.011987	0.0086509	0.019197	0.0074556	0.0095796	0.017187	0.021347	0.0081825	0.012825	0.013378	0.011664	0.016564	0.028704	0.0071588	0.25016	0.011112	0.013469	0.018035	0.0062073	0.01501	0.015896	0.011997	0.014371	0.017357	0.022155	0.015625	0.044697	0.009396	0.020604	0.014282	0.0097782	0.010014	0.0084548	0.0062973	0.012402	0.010558	0.0086184	0.015242	0.0099966
Meth__cg02335441__ASTE1	0.039021	0.082273	0.083477	0.02859	0.096036	0.052043	0.059701	0.077513	0.039065	0.039039	0.2244	0.08268	0.075498	0.022794	0.043691	0.042493	0.074571	0.10568	0.025562	0.042755	0.032087	0.07034	0.048775	0.03379	0.16723	0.062817	0.045132	0.049598	0.08956	0.045469	0.11063	0.034839	0.032262	0.033135	0.25411	0.045994	0.035115	0.045045	0.052457
Meth__cg05886367__BTNL9	0.30491	0.027898	0.1664	0.098304	0.072992	0.21574	0.2334	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.038737	0.16531	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.047922	0.20178	0.20294	0.12779	0.26517	0.09399	0.29704	0.1115	0.060832	0.043724	0.0396	0.068067	0.044066	0.47415	0.23143	0.15121	0.11538	0.14855
Meth__cg23060239__RUSC1	0.036799	0.04013	0.038356	0.029373	0.03203	0.039843	0.021987	0.042309	0.11663	0.51632	0.04248	0.060325	0.049669	0.031964	0.107	0.34976	0.032309	0.084692	0.034458	0.053345	0.031502	0.041145	0.054962	0.041081	0.10088	0.039911	0.065992	0.041834	0.085629	0.14643	0.10479	0.03503	0.038482	0.036546	0.035466	0.034001	0.037559	0.039023	0.037726
Meth__cg27601516__JUB	0.064789	0.1093	0.14102	0.077558	0.12511	0.14862	0.51065	0.37695	0.083885	0.086698	0.061891	0.19344	0.1212	0.067699	0.14066	0.19441	0.076446	0.1966	0.085407	0.14808	0.091324	0.58721	0.12657	0.091024	0.30739	0.11747	0.18597	0.10863	0.15223	0.21809	0.23662	0.062823	0.059324	0.086772	0.11619	0.14074	0.063494	0.09724	0.066708
Meth__cg14043602__OR1E1	0.57703	0.024617	0.58446	0.044905	0.13277	0.16469	0.027641	0.29389	0.075915	0.051143	0.38708	0.40842	0.15936	0.078876	0.10905	0.18437	0.36175	0.11518	0.032638	0.11672	0.27922	0.83412	0.12739	0.3733	0.089942	0.034555	0.10179	0.053455	0.18162	0.047569	0.062667	0.031521	0.12864	0.048792	0.312	0.4667	0.7227	0.21058	0.046003
Meth__cg05026186__ABLIM3	0.26514	0.041586	0.93409	0.18386	0.7628	0.15079	0.16598	0.073214	0.059853	0.081984	0.50392	0.67252	0.094288	0.043851	0.41203	0.059586	0.5684	0.098056	0.062321	0.58621	0.79569	0.62488	0.33878	0.56499	0.71307	0.1379	0.38458	0.12099	0.27359	0.12442	0.080117	0.050209	0.46483	0.079916	0.42483	0.092955	0.38325	0.24695	0.10794
Meth__cg04515986__FTHL17	0.22471	0.074083	0.7539	0.29543	0.12107	0.476	0.10836	0.66732	0.064315	0.070288	0.46355	0.33985	0.34989	0.27498	0.080234	0.58162	0.21457	0.12565	0.076205	0.078639	0.27108	0.11253	0.29667	0.30842	0.13478	0.10375	0.10141	0.11594	0.21778	0.10846	0.18017	0.071716	0.73861	0.065717	0.23057	0.21998	0.0627	0.24675	0.22589
Meth__cg21491308__TEX101	0.38903	0.059627	0.29142	0.1313	0.69302	0.24811	0.41703	0.40108	0.043856	0.14095	0.25863	0.29641	0.40573	0.042865	0.14331	0.33692	0.64141	0.052303	0.070131	0.099004	0.10894	0.16375	0.17181	0.41995	0.34839	0.068798	0.078149	0.22838	0.21021	0.090121	0.099237	0.24074	0.089704	0.063375	0.051042	0.64626	0.23892	0.139	0.17735
Meth__cg15861540__TBXA2R	0.035399	0.031117	0.049159	0.031997	0.027082	0.045756	0.026465	0.76727	0.058144	0.034964	0.033582	0.059139	0.099494	0.026975	0.040389	0.40045	0.040207	0.085737	0.021318	0.030994	0.046439	0.027032	0.038799	0.034547	0.10386	0.042294	0.054712	0.030217	0.12715	0.035096	0.083845	0.26884	0.031064	0.047539	0.037958	0.02438	0.031321	0.043223	0.030867
Meth__cg22199080__CENTG1	0.23625	0.061486	0.094972	0.058438	0.61599	0.10154	0.20041	0.64392	0.097616	0.086269	0.17566	0.25413	0.098611	0.0721	0.10102	0.35797	0.10244	0.14007	0.1412	0.064783	0.065632	0.099916	0.20687	0.079722	0.22008	0.070071	0.14533	0.73584	0.12767	0.1247	0.10867	0.067304	0.38455	0.12751	0.055906	0.07832	0.070947	0.046488	0.06776
Meth__cg21459867__IDUA	0.043531	0.50769	0.31461	0.055027	0.71668	0.34124	0.026958	0.85769	0.66708	0.06737	0.23881	0.53773	0.098246	0.27765	0.6696	0.2607	0.075514	0.13846	0.03097	0.27771	0.085359	0.099678	0.15572	0.66232	0.042537	0.18194	0.061989	0.066181	0.072471	0.33421	0.09998	0.080513	0.02816	0.042856	0.52306	0.26648	0.27481	0.23044	0.043545
Meth__cg01269795__BTN3A3	0.1586	0.1356	0.16318	0.11121	0.76367	0.15912	0.33709	0.81016	0.31097	0.13309	0.27959	0.20586	0.26686	0.13032	0.29086	0.37953	0.8132	0.21406	0.18026	0.13332	0.14362	0.16861	0.16773	0.18744	0.27071	0.1341	0.23327	0.66575	0.19225	0.18991	0.21353	0.12955	0.65794	0.50388	0.13861	0.097144	0.15124	0.16205	0.16749
Meth__cg11460029__EFNB3	0.062043	0.077885	0.19695	0.050819	0.059333	0.13866	0.12391	0.080485	0.065677	0.063973	0.38763	0.28884	0.24483	0.11464	0.051331	0.22721	0.14212	0.11893	0.062975	0.037656	0.16927	0.0618	0.058377	0.20774	0.90936	0.12066	0.26146	0.4415	0.59166	0.074124	0.20951	0.37018	0.044504	0.055689	0.28384	0.7317	0.47077	0.11825	0.054301
Meth__cg13744194__OCLN	0.074304	0.062901	0.096695	0.052789	0.54991	0.086447	0.55502	0.087338	0.12273	0.067802	0.94811	0.086562	0.15962	0.059417	0.11567	0.084397	0.086396	0.11472	0.26943	0.096373	0.073297	0.31577	0.5625	0.082053	0.37848	0.085198	0.080839	0.93918	0.17278	0.087677	0.072991	0.082127	0.083929	0.56579	0.62197	0.24615	0.07912	0.085601	0.074273
