Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg14506552__NPPB	0.23237	0.019227	0.96276	0.40736	0.91428	0.46021	0.59589	0.024631	0.072859	0.94043	0.40909	0.95754	0.11652	0.45172	0.66544	0.17091	0.024873	0.26198	0.83467	0.069968	0.92429	0.1429	0.036201	0.90484	0.038932	0.43063	0.55953	0.50758	0.097328	0.10512	0.8794	0.052182	0.039446	0.43932	0.47383
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.89045	0.49069	0.89734	0.066634	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.20721	0.11607	0.81098	0.11559	0.85596	0.16372	0.080597	0.8779	0.84344	0.083305	0.23253	0.072633	0.13885	0.42263	0.10951	0.86493	0.32626	0.063749	0.049729	0.074136	0.83956	0.064022	0.058976
Meth__cg23602533__TTPA	0.029651	0.021218	0.040209	0.056607	0.042832	0.26687	0.94989	0.024792	0.031329	0.096018	0.19075	0.13238	0.027895	0.16623	0.037507	0.074836	0.092534	0.16404	0.10015	0.030537	0.27555	0.062702	0.05487	0.20095	0.022027	0.029303	0.04624	0.17088	0.14	0.044171	0.096728	0.042472	0.015106	0.047317	0.10425
Meth__cg02992632__FGF12	0.053696	0.039929	0.88949	0.047491	0.2858	0.046329	0.13297	0.62441	0.040211	0.30802	0.089996	0.27615	0.46875	0.045789	0.7518	0.18002	0.18992	0.03752	0.039647	0.080511	0.38926	0.047756	0.091996	0.59197	0.063586	0.078201	0.049365	0.1015	0.066135	0.54854	0.04821	0.05356	0.59911	0.04959	0.047053
Meth__cg08074477__TNS4	0.021748	0.020685	0.046259	0.59635	0.70967	0.031675	0.047032	0.6083	0.17751	0.76686	0.046889	0.055176	0.50543	0.38846	0.92439	0.59372	0.8922	0.29535	0.095608	0.91941	0.8409	0.037153	0.028163	0.54342	0.060972	0.56181	0.026252	0.91175	0.27304	0.031141	0.017981	0.054184	0.098553	0.33858	0.62014
Meth__cg18328334__TNS1	0.17726	0.072396	0.83301	0.099766	0.78525	0.10077	0.93312	0.84325	0.086103	0.89058	0.84758	0.87984	0.69124	0.91159	0.85021	0.54273	0.90794	0.15398	0.16046	0.57172	0.82769	0.080907	0.11815	0.15698	0.082647	0.69797	0.91978	0.49813	0.087738	0.5313	0.1272	0.10697	0.11128	0.11574	0.18133
Meth__cg24833277__FAM83A	0.035827	0.046617	0.65326	0.035901	0.8958	0.038883	0.87476	0.026825	0.044809	0.72798	0.12895	0.086639	0.30032	0.70175	0.94352	0.15182	0.87862	0.1939	0.20722	0.9047	0.2256	0.03508	0.14282	0.053228	0.12072	0.88668	0.38111	0.9273	0.52438	0.029167	0.078579	0.083235	0.29127	0.31063	0.16265
Meth__cg25095814__CASP8	0.078878	0.07786	0.061195	0.093237	0.073232	0.10118	0.07575	0.15925	0.076386	0.13617	0.073067	0.091571	0.099548	0.063751	0.068827	0.20654	0.069252	0.071285	0.20327	0.080043	0.14957	0.099564	0.096502	0.68547	0.17391	0.2279	0.048687	0.054557	0.10094	0.042991	0.076905	0.38845	0.099474	0.2757	0.43539
Meth__cg14338887__GNMT	0.048423	0.044547	0.053432	0.060108	0.98389	0.069886	0.087326	0.055819	0.06991	0.50426	0.058906	0.17897	0.057448	0.049997	0.063983	0.10338	0.86234	0.040232	0.049765	0.96142	0.95495	0.064933	0.076909	0.13874	0.066652	0.64821	0.040236	0.31083	0.046995	0.044425	0.058745	0.10322	0.060515	0.070986	0.06499
Meth__cg07912181__HSD17B12	0.023256	0.033179	0.035842	0.028402	0.51506	0.41846	0.01592	0.035129	0.024018	0.026878	0.031147	0.036068	0.039878	0.024651	0.022874	0.078202	0.024501	0.039661	0.041563	0.028983	0.070872	0.033146	0.063257	0.02606	0.043294	0.026451	0.025226	0.022205	0.038843	0.024829	0.68973	0.06537	0.032972	0.20201	0.61752
Meth__cg02298008__RAB39B	0.15791	0.045931	0.94735	0.93266	0.078589	0.93239	0.36331	0.044234	0.041493	0.93111	0.35221	0.9317	0.34704	0.42699	0.52363	0.26662	0.64557	0.03693	0.053385	0.44053	0.89591	0.68902	0.085989	0.91525	0.081628	0.10285	0.069743	0.10072	0.19078	0.93712	0.95667	0.08483	0.54927	0.55151	0.053087
Meth__cg14399078__ADPRH	0.021306	0.019376	0.66046	0.15591	0.89388	0.14486	0.017928	0.046956	0.022476	0.027276	0.013191	0.37649	0.065515	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.15497	0.514	0.087649	0.033454	0.75879	0.066649	0.16697	0.019144	0.25382	0.76221	0.039743	0.47287	0.031775	0.030264	0.12705	0.64927
Meth__cg19918758__VAV3	0.032495	0.049838	0.36028	0.049636	0.21078	0.46046	0.48229	0.042122	0.037069	0.33061	0.036277	0.8304	0.045052	0.42391	0.026357	0.088285	0.02754	0.30218	0.026511	0.040277	0.46422	0.038968	0.068282	0.043441	0.053234	0.025442	0.029497	0.057519	0.039305	0.16798	0.030159	0.11885	0.040746	0.040651	0.040207
Meth__cg14951292__HMOX2	0.076695	0.050266	0.82708	0.60329	0.6606	0.040776	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.66715	0.81729	0.78936	0.27735	0.076686	0.047243	0.29313	0.52981	0.11927	0.59146	0.68052	0.068838	0.072353	0.033655	0.099825	0.035873
Meth__cg12391174__FLJ20489	0.058824	0.045077	0.0641	0.040955	0.053179	0.052226	0.048858	0.091958	0.047189	0.2153	0.051581	0.056482	0.042544	0.035319	0.044056	0.094271	0.34236	0.030089	0.052848	0.63961	0.098196	0.049144	0.034527	0.072581	0.094804	0.0271	0.033095	0.25245	0.027217	0.034023	0.032639	0.037954	0.038001	0.042603	0.037261
Meth__cg23499129__MGC35308	0.15067	0.045932	0.8602	0.12326	0.88508	0.84744	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.87674	0.74105	0.067702	0.23971	0.9095	0.050177	0.077898	0.056485	0.062591	0.083574	0.047281	0.82258	0.86293	0.073425	0.069667	0.065076
Meth__cg10798171__ICA1	0.12069	0.20148	0.56682	0.26476	0.56121	0.14064	0.1511	0.28012	0.2617	0.52717	0.52028	0.49772	0.29473	0.18041	0.4088	0.20277	0.22455	0.14369	0.12283	0.69271	0.3972	0.12813	0.17059	0.12587	0.22277	0.16491	0.093974	0.46381	0.080284	0.089257	0.060194	0.25408	0.11647	0.11336	0.10264
Meth__cg00658626__CCDC63	0.72095	0.058345	0.8601	0.59416	0.89613	0.90763	0.76999	0.081958	0.062773	0.84856	0.087847	0.79862	0.21099	0.91459	0.080366	0.1781	0.38031	0.76562	0.81804	0.281	0.83038	0.073625	0.11164	0.83704	0.15862	0.084952	0.061702	0.31338	0.13377	0.05674	0.83426	0.66772	0.086665	0.15409	0.28387
Meth__cg19008809__SFMBT1	0.048727	0.05519	0.44319	0.074018	0.25449	0.051378	0.066333	0.038637	0.04583	0.053085	0.042252	0.48829	0.048907	0.15596	0.038894	0.12535	0.059779	0.025831	0.04505	0.80762	0.72819	0.059904	0.045474	0.10179	0.094487	0.045494	0.039766	0.059305	0.062412	0.042245	0.24287	0.078519	0.047842	0.043088	0.058132
Meth__cg05702737__WNT10A	0.49771	0.067426	0.9326	0.33955	0.46121	0.6995	0.58127	0.097413	0.39204	0.49354	0.083738	0.88081	0.10279	0.87836	0.11996	0.24296	0.05109	0.66574	0.69799	0.85093	0.60352	0.50694	0.092156	0.85438	0.077097	0.074685	0.052129	0.12068	0.18759	0.068576	0.61044	0.23625	0.069113	0.21628	0.33111
Meth__cg11277126__TRPC4AP	0.30289	0.087517	0.12372	0.44624	0.78252	0.29128	0.04296	0.56295	0.27113	0.04158	0.050766	0.14513	0.36974	0.053482	0.12715	0.16172	0.052772	0.19142	0.16469	0.11806	0.061186	0.25411	0.15735	0.064025	0.087562	0.18368	0.031603	0.04048	0.68496	0.12658	0.58642	0.4985	0.39588	0.45499	0.71864
Meth__cg08831594__TSPAN15	0.046048	0.020593	0.077019	0.037313	0.96431	0.053323	0.035126	0.04876	0.053385	0.7675	0.099624	0.078079	0.051595	0.042332	0.24267	0.054054	0.96724	0.037317	0.047001	0.058512	0.067132	0.060955	0.075117	0.10884	0.083126	0.044619	0.049299	0.3779	0.019311	0.051772	0.049541	0.11403	0.044042	0.04555	0.045496
Meth__cg20744464__MFI2	0.03616	0.044649	0.94852	0.95388	0.85984	0.034285	0.1741	0.069094	0.049272	0.032243	0.78675	0.96073	0.090426	0.070385	0.13277	0.51873	0.22019	0.022107	0.022351	0.026235	0.069521	0.043285	0.021287	0.25557	0.13735	0.034811	0.030895	0.61814	0.35488	0.11238	0.048932	0.016344	0.82425	0.038754	0.032024
Meth__cg21553524__MGC33926	0.086806	0.010779	0.98333	0.010694	0.97572	0.71757	0.60544	0.011836	0.015707	0.73188	0.048641	0.85713	0.012489	0.023074	0.021875	0.012613	0.013514	0.98738	0.97631	0.23396	0.97466	0.013873	0.044646	0.95806	0.031951	0.014073	0.014499	0.064597	0.19608	0.016598	0.56866	0.042459	0.018183	0.11393	0.27407
Meth__cg21388029__CREG2	0.032214	0.021701	0.60958	0.61866	0.61708	0.84035	0.024369	0.043634	0.75231	0.85046	0.11918	0.77981	0.036466	0.12819	0.038497	0.062291	0.90395	0.63681	0.10997	0.047242	0.86786	0.17337	0.051252	0.89601	0.062427	0.032023	0.034585	0.95716	0.25381	0.03922	0.93372	0.065786	0.23403	0.18135	0.80393
Meth__cg02071305__VPS18	0.084486	0.065683	0.59119	0.32971	0.68737	0.080694	0.23347	0.26751	0.15766	0.35339	0.74601	0.36763	0.21324	0.16549	0.093996	0.19113	0.10364	0.11258	0.19554	0.5693	0.27112	0.083451	0.088785	0.10745	0.14799	0.056451	0.12891	0.14015	0.29321	0.074974	0.069015	0.085536	0.22074	0.057622	0.051182
Meth__cg25153340__PLEKHK1	0.048699	0.034652	0.082032	0.096752	0.80658	0.055659	0.06583	0.092346	0.030835	0.060547	0.1012	0.11134	0.093392	0.049413	0.063568	0.086985	0.25701	0.055185	0.043381	0.079051	0.14695	0.059496	0.10389	0.072682	0.042382	0.031792	0.046117	0.26628	0.13405	0.035862	0.038959	0.043073	0.050485	0.040718	0.052228
Meth__cg08615333__TGFB3	0.058346	0.03908	0.81863	0.068886	0.87989	0.053721	0.89822	0.052509	0.053832	0.58844	0.86724	0.8214	0.064406	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.85897	0.81177	0.057025	0.086523	0.073597	0.038126	0.88446	0.85737	0.65699	0.055006	0.046645	0.046168	0.27327	0.037415	0.051905	0.062215
Meth__cg06605933__BOLA1	0.16806	0.11106	0.038947	0.80618	0.75707	0.03593	0.1942	0.50101	0.043222	0.18517	0.16805	0.55694	0.46207	0.044658	0.64832	0.1283	0.64727	0.020406	0.03114	0.11932	0.94454	0.053552	0.053465	0.099984	0.08659	0.028718	0.032107	0.33653	0.77526	0.031976	0.030164	0.081081	0.030355	0.040927	0.042308
Meth__cg12653105__PLP2	0.67898	0.11001	0.050495	0.035011	0.022447	0.026353	0.025886	0.26266	0.024134	0.032301	0.84902	0.1809	0.25926	0.78913	0.022087	0.34278	0.016542	0.066928	0.048909	0.16601	0.032187	0.47352	0.36753	0.65387	0.65174	0.18437	0.030962	0.30988	0.026122	0.017947	0.023921	0.045426	0.60432	0.356	0.021746
Meth__cg07786760__DCHS2	0.060983	0.054161	0.63384	0.16325	0.45717	0.49165	0.066727	0.054095	0.084527	0.43474	0.086855	0.15357	0.048398	0.81128	0.077607	0.13658	0.068507	0.28272	0.14137	0.052245	0.58927	0.046301	0.06714	0.48554	0.082771	0.072993	0.061593	0.14399	0.071124	0.035627	0.29048	0.081841	0.064846	0.067548	0.075595
Meth__cg27501458__SULT4A1	0.022391	0.022337	0.029372	0.033808	0.62481	0.039634	0.31788	0.023376	0.033056	0.17879	0.024863	0.13856	0.025195	0.050341	0.025648	0.029238	0.091665	0.092961	0.29591	0.029851	0.57687	0.048498	0.035473	0.85386	0.030277	0.045619	0.4246	0.13437	0.03484	0.021156	0.030091	0.032334	0.029379	0.031382	0.023401
Meth__cg25167838__SHH	0.054507	0.034112	0.95586	0.23268	0.30384	0.042457	0.58572	0.060796	0.051595	0.65458	0.26852	0.26904	0.048841	0.078075	0.090481	0.065797	0.023732	0.18523	0.31195	0.62107	0.86876	0.042445	0.07525	0.60204	0.055605	0.02557	0.043886	0.28433	0.045614	0.028009	0.14896	0.037773	0.032726	0.051388	0.044818
Meth__cg04739570__PODXL2	0.066825	0.058281	0.60351	0.069193	0.67678	0.67613	0.052799	0.065917	0.084987	0.055498	0.61847	0.79551	0.052468	0.11182	0.55203	0.18264	0.32317	0.71109	0.28045	0.8478	0.84827	0.73387	0.12336	0.89681	0.098513	0.062706	0.36705	0.083231	0.10311	0.071464	0.070805	0.12386	0.068793	0.058443	0.05713
Meth__cg10818284__SYP	0.50985	0.20024	0.069814	0.050857	0.04046	0.053348	0.055122	0.71837	0.042888	0.03558	0.3574	0.2994	0.65696	0.59306	0.04362	0.48787	0.047255	0.035651	0.053096	0.089649	0.13697	0.49511	0.50231	0.48436	0.5947	0.13308	0.04527	0.3084	0.039062	0.054174	0.066675	0.074025	0.48601	0.46837	0.051512
Meth__cg16519321__MYOD1	0.41556	0.071598	0.95214	0.3785	0.47141	0.76764	0.46709	0.084658	0.065576	0.93623	0.18547	0.51556	0.085432	0.605	0.35463	0.085793	0.19293	0.42132	0.30533	0.089934	0.51139	0.055371	0.10869	0.70934	0.063782	0.058109	0.090025	0.19942	0.060848	0.053731	0.31181	0.17093	0.44689	0.25805	0.34218
Meth__cg00888479__SLC24A3	0.047905	0.6701	0.46106	0.052238	0.84312	0.064337	0.22164	0.032915	0.030045	0.2036	0.22225	0.31529	0.05308	0.49204	0.44991	0.098598	0.027935	0.36284	0.053936	0.53114	0.83616	0.065135	0.060514	0.090071	0.48088	0.042361	0.13799	0.24269	0.035333	0.15818	0.022385	0.064297	0.03751	0.034699	0.035579
Meth__cg25802871__FTSJ2	0.1044	0.14646	0.12826	0.16834	0.12143	0.11645	0.052664	0.12382	0.12194	0.10114	0.119	0.29657	0.13896	0.1116	0.10679	0.15529	0.095767	0.93465	0.11841	0.13108	0.13057	0.11197	0.14319	0.087464	0.1365	0.12651	0.11859	0.10674	0.085733	0.12177	0.087764	0.13414	0.13087	0.11724	0.12022
Meth__cg13562542__GPR27	0.049852	0.04691	0.22155	0.043873	0.97672	0.044788	0.057511	0.040782	0.039737	0.54079	0.039045	0.10791	0.042225	0.66524	0.04161	0.062433	0.58682	0.027393	0.049586	0.051376	0.94553	0.051521	0.085582	0.91513	0.13749	0.041415	0.039669	0.11912	0.031898	0.034352	0.063664	0.066164	0.036355	0.050866	0.039983
Meth__cg01186777__TNFSF9	0.040929	0.049918	0.058112	0.94154	0.026616	0.05076	0.03473	0.26494	0.046246	0.036241	0.11786	0.064581	0.21274	0.037015	0.033385	0.15532	0.035124	0.038153	0.05192	0.054805	0.057525	0.4197	0.061024	0.92663	0.070092	0.028393	0.028154	0.02429	0.029632	0.031663	0.024598	0.10685	0.47901	0.04677	0.049621
Meth__cg25918245__GIMAP2	0.13354	0.079573	0.12597	0.60018	0.10095	0.28048	0.11376	0.18712	0.092447	0.085917	0.31633	0.18091	0.13684	0.1169	0.091137	0.13271	0.062462	0.14913	0.211	0.10266	0.1841	0.10076	0.12452	0.21716	0.10565	0.075754	0.08985	0.092834	0.1189	0.075226	0.32813	0.14803	0.18565	0.45564	0.63928
Meth__cg02430692__PEX5L	0.083123	0.042468	0.74502	0.60438	0.45257	0.69856	0.88833	0.080092	0.058632	0.44078	0.55406	0.48601	0.109	0.10839	0.13236	0.21011	0.15516	0.09387	0.19981	0.10245	0.73765	0.12777	0.081752	0.43664	0.12434	0.043781	0.063084	0.11493	0.22032	0.051334	0.18069	0.17088	0.31478	0.10606	0.091176
Meth__cg00292662__LGALS1	0.053644	0.16456	0.056186	0.14659	0.037183	0.045059	0.039776	0.033552	0.066745	0.043177	0.060235	0.071709	0.056345	0.036909	0.038611	0.079734	0.031378	0.43845	0.38293	0.047001	0.078754	0.10599	0.05928	0.13099	0.07959	0.042994	0.036419	0.042809	0.057891	0.045981	0.04278	0.054889	0.044615	0.31603	0.63544
Meth__cg24855780__TNKS1BP1	0.031848	0.020648	0.41856	0.035134	0.95329	0.036243	0.077938	0.028992	0.037675	0.75482	0.76241	0.084576	0.048765	0.065861	0.11046	0.11259	0.055394	0.38696	0.071582	0.59691	0.8805	0.042191	0.033642	0.067038	0.052741	0.56105	0.45686	0.64323	0.041517	0.031375	0.0313	0.12976	0.029889	0.03403	0.034636
Meth__cg16418684__VWCE	0.035842	0.23598	0.97596	0.052524	0.32492	0.079517	0.070286	0.036419	0.085086	0.02801	0.080036	0.97206	0.5658	0.92065	0.025341	0.049981	0.74113	0.027653	0.037153	0.58096	0.3952	0.27273	0.036404	0.57065	0.084725	0.23496	0.025826	0.81421	0.87349	0.67383	0.98077	0.85518	0.066791	0.70596	0.26178
Meth__cg15050111__GRHL3	0.058224	0.06183	0.043653	0.053993	0.75841	0.050715	0.032393	0.050919	0.053835	0.69291	0.031981	0.12237	0.058215	0.27897	0.31746	0.077671	0.44197	0.036401	0.038888	0.84295	0.78785	0.053958	0.08265	0.066621	0.053264	0.20215	0.050591	0.34332	0.04812	0.04695	0.044194	0.067298	0.047011	0.04889	0.04907
Meth__cg21486954__RPIP8	0.036502	0.11214	0.049629	0.057635	0.22032	0.088315	0.14352	0.028768	0.039008	0.034705	0.30148	0.74545	0.037112	0.66745	0.063532	0.062078	0.040442	0.053232	0.053604	0.74248	0.36262	0.046046	0.076644	0.1164	0.23284	0.040891	0.039686	0.28053	0.078163	0.033186	0.027043	0.063037	0.035874	0.061308	0.062118
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.17463	0.20075	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.43317	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.050042	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg19423014__RNF152	0.047307	0.096016	0.92266	0.042115	0.85226	0.054559	0.095238	0.86525	0.16386	0.81947	0.83857	0.42596	0.76048	0.68033	0.16903	0.34463	0.3253	0.14243	0.11408	0.90972	0.86718	0.084337	0.081509	0.082938	0.043608	0.039388	0.064165	0.94652	0.03056	0.032335	0.039604	0.1592	0.18546	0.029117	0.065779
Meth__cg26240939__LOC57149	0.092752	0.11019	0.49467	0.18301	0.78985	0.1298	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.28685	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.694	0.65211	0.13825	0.29624	0.15576	0.1511	0.69693	0.27541	0.64885	0.17173	0.099593	0.10719	0.18919	0.12514	0.17127	0.17521
Meth__cg13588354__MC3R	0.56869	0.049341	0.15894	0.09411	0.39371	0.10875	0.29749	0.074975	0.057907	0.14171	0.15438	0.10208	0.077154	0.15399	0.25205	0.10736	0.068043	0.051197	0.084459	0.18844	0.14638	0.07001	0.15318	0.48129	0.087319	0.056945	0.06283	0.096823	0.16232	0.044031	0.19277	0.11581	0.069308	0.058073	0.058007
Meth__cg06778853__PHF13	0.027601	0.037173	0.39143	0.072523	0.74723	0.045369	0.075857	0.21965	0.065378	0.037821	0.35922	0.20064	0.20087	0.48976	0.11846	0.063346	0.49418	0.058379	0.061301	0.14834	0.77148	0.046739	0.10932	0.073	0.1318	0.28619	0.032478	0.94118	0.23546	0.047873	0.46589	0.070447	0.046746	0.037272	0.32282
Meth__cg27176536__RAB26	0.11284	0.11915	0.092903	0.12238	0.90562	0.1407	0.26985	0.12046	0.14724	0.15988	0.25495	0.16927	0.16023	0.14323	0.14863	0.15337	0.59396	0.12593	0.13916	0.41436	0.1546	0.13457	0.14145	0.16842	0.15513	0.12061	0.13026	0.13456	0.090774	0.12631	0.090216	0.24708	0.12026	0.12099	0.13014
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.64428	0.13155	0.56215	0.87674	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.69372	0.83154	0.56876	0.017197	0.73886	0.047023	0.017841	0.036349	0.090927	0.84681	0.024309	0.87223	0.05479	0.033197	0.12934	0.08402
Meth__cg17892328__GLUL	0.030847	0.087281	0.67699	0.026985	0.98906	0.023272	0.029768	0.027285	0.031395	0.034904	0.026968	0.24812	0.022744	0.99228	0.022697	0.039555	0.12423	0.026755	0.028253	0.042636	0.78052	0.024812	0.024035	0.050636	0.036701	0.065045	0.013324	0.063831	0.023372	0.01698	0.017645	0.044162	0.035965	0.02232	0.028107
Meth__cg04633513__AVPR1B	0.055829	0.053088	0.87055	0.16914	0.30042	0.72962	0.69208	0.049053	0.46149	0.58999	0.14824	0.77673	0.054623	0.68341	0.058729	0.064063	0.053491	0.81512	0.61485	0.66174	0.51877	0.20534	0.10693	0.56035	0.11341	0.040325	0.051238	0.062868	0.25366	0.052329	0.63615	0.11922	0.14528	0.34705	0.56141
Meth__cg07191600__TRERF1	0.014164	0.013894	0.024983	0.019883	0.12214	0.018251	0.096777	0.016564	0.015874	0.026885	0.011658	0.10168	0.020856	0.03228	0.022656	0.023284	0.027554	0.030162	0.023956	0.075153	0.041623	0.019646	0.015528	0.036448	0.067917	0.018546	0.17648	0.025875	0.14109	0.0155	0.016131	0.027742	0.022736	0.023539	0.044985
Meth__cg22677246__COTL1	0.033211	0.044129	0.036072	0.093081	0.02895	0.089638	0.020769	0.032429	0.028618	0.040041	0.027845	0.047501	0.040059	0.029307	0.023517	0.078305	0.026868	0.05643	0.038519	0.036125	0.065879	0.042979	0.041946	0.067797	0.062944	0.029474	0.027741	0.024044	0.024959	0.016761	0.15405	0.069809	0.037888	0.025682	0.036523
Meth__cg09954385__ARHGAP8	0.03109	0.039965	0.055902	0.051209	0.9561	0.038548	0.023385	0.035268	0.054908	0.035858	0.02178	0.11495	0.039014	0.03697	0.085249	0.052367	0.36927	0.045303	0.065968	0.49609	0.85666	0.049664	0.064871	0.097719	0.037356	0.34896	0.035681	0.4105	0.13529	0.025487	0.032121	0.18021	0.03763	0.051959	0.041044
Meth__cg18809289__ALOX5	0.16115	0.17799	0.11406	0.23337	0.91561	0.14933	0.47892	0.12298	0.10298	0.65779	0.1651	0.20122	0.1208	0.48377	0.38339	0.1456	0.43729	0.12395	0.20169	0.23261	0.84574	0.11345	0.1759	0.83329	0.13857	0.25603	0.1343	0.23211	0.12991	0.095453	0.1742	0.18236	0.11811	0.11157	0.13307
Meth__cg18170080__ESAM	0.040759	0.042778	0.67618	0.10035	0.96562	0.15533	0.1319	0.19672	0.080948	0.91862	0.34667	0.45576	0.1473	0.63738	0.071434	0.24677	0.76765	0.092836	0.085793	0.66435	0.061798	0.061233	0.041974	0.094344	0.065096	0.057085	0.43922	0.2621	0.18842	0.05679	0.80284	0.11385	0.056081	0.26901	0.080513
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.09894	0.84796	0.93214	0.19148	0.89282	0.074745	0.075066	0.93661	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.49174	0.8614	0.083839	0.086884	0.36575	0.15427	0.081413	0.10217	0.27364
Meth__cg17385448__AGMAT	0.10111	0.80758	0.94372	0.84415	0.68604	0.3538	0.93881	0.09914	0.5613	0.23802	0.60557	0.88144	0.18125	0.91691	0.25726	0.14629	0.12718	0.11493	0.1671	0.92736	0.43241	0.17716	0.10907	0.096868	0.66403	0.10379	0.14536	0.1033	0.79426	0.17476	0.82992	0.10705	0.077031	0.16455	0.22079
Meth__cg03330678__SEPT9	0.94195	0.7513	0.92863	0.90024	0.037271	0.93816	0.029152	0.038541	0.95694	0.02607	0.33304	0.92448	0.28215	0.031781	0.027492	0.053683	0.03788	0.95468	0.95004	0.033408	0.04878	0.94657	0.049175	0.90537	0.047145	0.36795	0.032952	0.028824	0.91086	0.91699	0.9582	0.86812	0.95833	0.92177	0.95893
Meth__cg17740645__GRB7	0.026383	0.020314	0.02887	0.024664	0.96282	0.017445	0.021405	0.022197	0.031168	0.015845	0.021025	0.029935	0.031476	0.022543	0.65322	0.037018	0.20297	0.021618	0.025644	0.95615	0.14106	0.018997	0.040881	0.043819	0.032267	0.91443	0.015787	0.28615	0.019383	0.30652	0.018701	0.027146	0.017684	0.023099	0.018295
Meth__cg04868764__SPINT1	0.067673	0.039414	0.06926	0.06449	0.93216	0.06739	0.053747	0.05312	0.10007	0.05611	0.11843	0.12087	0.071928	0.090338	0.11373	0.1645	0.45753	0.051329	0.074583	0.93036	0.86581	0.054502	0.10343	0.09068	0.077201	0.83822	0.042833	0.89214	0.057311	0.046628	0.049078	0.2364	0.065869	0.052553	0.062766
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.037832	0.66102	0.12817	0.076881	0.053008	0.038113	0.045291	0.83588	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.13511	0.03951	0.44812	0.1437	0.045718	0.057155	0.053037
Meth__cg24304714__LCE1C	0.30349	0.070051	0.092139	0.66995	0.064941	0.16955	0.15861	0.14576	0.089894	0.074781	0.23022	0.11286	0.11929	0.10291	0.087989	0.092884	0.074652	0.10825	0.14276	0.077387	0.12353	0.23012	0.12288	0.10335	0.071967	0.074365	0.077664	0.07915	0.61912	0.088029	0.42484	0.24026	0.37316	0.25486	0.34519
Meth__cg15032239__CYFIP1	0.048373	0.045923	0.058138	0.087113	0.44264	0.066962	0.064234	0.17555	0.14272	0.075492	0.12449	0.10447	0.15099	0.046702	0.2227	0.085636	0.80396	0.060308	0.059052	0.10819	0.51517	0.091504	0.077957	0.099622	0.10018	0.05316	0.031351	0.26125	0.12846	0.046653	0.057363	0.1364	0.058219	0.048468	0.047873
Meth__cg25374813__SLC23A1	0.066578	0.042765	0.090122	0.07166	0.79219	0.02368	0.061996	0.05739	0.034997	0.20773	0.069813	0.15114	0.071187	0.29458	0.43308	0.14265	0.096554	0.12285	0.15215	0.7913	0.20202	0.035584	0.155	0.13225	0.05433	0.83308	0.036508	0.068985	0.15501	0.063148	0.036205	0.080586	0.02446	0.062926	0.028706
