Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	ZR751	ZR75B
Meth__cg24429836__LDHD	0.054925	0.051821	0.074102	0.090199	0.080054	0.11316	0.23735	0.17756	0.51938	0.25487	0.036961	0.52883	0.056069	0.020673	0.31957	0.077708	0.4549	0.11689	0.10596	0.033032	0.033886	0.10036	0.39373	0.02897	0.052725	0.033504	0.043624	0.054483	0.098652	0.6904	0.10712	0.04016	0.90895	0.048171	0.66905	0.04355	0.062719	0.05911	0.059635
Meth__cg01357116__ATOH1	0.07053	0.070476	0.097386	0.053918	0.50735	0.07955	0.20526	0.35862	0.12445	0.054387	0.071953	0.097976	0.13254	0.047846	0.10161	0.089813	0.075577	0.10023	0.068758	0.088478	0.075047	0.19892	0.10306	0.050571	0.13161	0.048758	0.13848	0.047457	0.11977	0.080943	0.070661	0.050188	0.068281	0.085168	0.058444	0.1588	0.18805	0.078994	0.0675
Meth__cg27601516__JUB	0.064789	0.1093	0.14102	0.077558	0.12511	0.14862	0.51065	0.37695	0.083885	0.086698	0.061891	0.19344	0.1212	0.067699	0.14066	0.19441	0.076446	0.1966	0.085407	0.14808	0.091324	0.58721	0.12657	0.091024	0.30739	0.11747	0.18597	0.10863	0.15223	0.21809	0.23662	0.062823	0.059324	0.086772	0.11619	0.14074	0.10448	0.09724	0.066708
Meth__cg11668844__MCF2L	0.034627	0.076284	0.056371	0.071603	0.88008	0.15511	0.76263	0.43522	0.047968	0.065325	0.11212	0.25772	0.20238	0.059936	0.057086	0.50223	0.92133	0.069243	0.04233	0.12972	0.16451	0.11274	0.92413	0.039789	0.072732	0.10944	0.15996	0.90522	0.17173	0.04341	0.056807	0.85967	0.033749	0.051275	0.05154	0.059231	0.11185	0.1218	0.14642
Meth__cg13969584__AFG3L1	0.10116	0.021031	0.13726	0.057105	0.84712	0.20174	0.56677	0.017959	0.044152	0.035939	0.10027	0.252	0.83806	0.05741	0.029951	0.03126	0.027976	0.078929	0.82651	0.015952	0.037896	0.25902	0.040333	0.50624	0.79554	0.59886	0.037136	0.080582	0.29035	0.021994	0.038787	0.026615	0.89169	0.18683	0.020762	0.028277	0.43	0.037719	0.03742
Meth__cg24358529__PPIE	0.10525	0.053822	0.074115	0.068723	0.059791	0.11591	0.21839	0.067174	0.044369	0.15436	0.086481	0.055295	0.12157	0.066631	0.055954	0.077934	0.051282	0.15452	0.049248	0.097968	0.10108	0.19698	0.10517	0.074881	0.097925	0.096986	0.096562	0.047516	0.16906	0.092022	0.099145	0.054296	0.05043	0.068466	0.086975	0.048792	0.13338	0.59153	0.63759
Meth__cg10894102__CLIC4	0.11286	0.059014	0.075717	0.064654	0.041588	0.052587	0.10769	0.39332	0.077289	0.066533	0.077414	0.049661	0.068091	0.055319	0.087054	0.1059	0.086009	0.089392	0.050486	0.06338	0.07874	0.28565	0.085993	0.077782	0.12036	0.066268	0.098665	0.0625	0.1342	0.05224	0.078883	0.037871	0.039844	0.044118	0.059418	0.068329	0.11868	0.057361	0.050245
Meth__cg08690721__C11orf17	0.041421	0.067035	0.051527	0.038653	0.31872	0.059279	0.59508	0.10866	0.30576	0.059939	0.087117	0.17641	0.11853	0.040398	0.32667	0.16283	0.057668	0.13543	0.42267	0.068067	0.069895	0.041891	0.17493	0.073122	0.20699	0.056613	0.09023	0.16256	0.18139	0.46219	0.13251	0.0447	0.061906	0.10583	0.13525	0.093094	0.068369	0.1396	0.060482
Meth__cg06397837__HOXA13	0.61298	0.024162	0.77246	0.11206	0.67649	0.71189	0.33025	0.59886	0.064964	0.037222	0.95753	0.096158	0.44431	0.59927	0.068808	0.73417	0.08598	0.047062	0.035113	0.97187	0.91516	0.96664	0.051595	0.7492	0.60669	0.055898	0.056562	0.96695	0.45998	0.2665	0.059234	0.033739	0.033745	0.049033	0.077028	0.95807	0.95953	0.96845	0.97822
Meth__cg25122941__VPS39	0.018793	0.010819	0.020529	0.022288	0.014188	0.01375	0.039287	0.025131	0.014261	0.021713	0.021744	0.01321	0.039422	0.012538	0.019272	0.017543	0.3108	0.032183	0.010388	0.01266	0.024506	0.015229	0.021359	0.010181	0.028417	0.019209	0.029201	0.37265	0.11965	0.016445	0.028507	0.012491	0.012007	0.011832	0.012399	0.011945	0.029639	0.0216	0.015562
Meth__cg18676803__MYNN	0.053143	0.029407	0.03658	0.025103	0.032864	0.058164	0.16782	0.062945	0.058105	0.039768	0.042478	0.028549	0.084237	0.031732	0.054474	0.048683	0.024687	0.088538	0.031348	0.037362	0.056869	0.056441	0.04601	0.028057	0.075927	0.052462	0.26714	0.044422	0.062511	0.036797	0.056202	0.027618	0.021113	0.032738	0.037832	0.026059	0.094997	0.050869	0.039494
Meth__cg16256504__WNT6	0.021186	0.020227	0.14932	0.10305	0.4707	0.025662	0.43151	0.031354	0.031277	0.051071	0.029746	0.050093	0.20476	0.017817	0.027891	0.022958	0.25353	0.027902	0.050548	0.031664	0.056626	0.35109	0.281	0.14201	0.36246	0.062115	0.032424	0.25956	0.12848	0.018646	0.031964	0.05593	0.027539	0.13771	0.078666	0.15582	0.029198	0.14485	0.23377
Meth__cg17918089__SETDB1	0.014242	0.014435	0.024177	0.01544	0.01893	0.020985	0.061313	0.014114	0.010999	0.021878	0.028749	0.031799	0.041419	0.020925	0.011334	0.021142	0.017756	0.031101	0.019561	0.013378	0.01913	0.039132	0.023448	0.025723	0.038391	0.029852	0.032171	0.014274	0.036255	0.02016	0.027739	0.024618	0.02915	0.061476	0.15299	0.017813	0.020268	0.016747	0.019877
Meth__cg18468219__MARVELD3	0.033577	0.028951	0.028166	0.029381	0.28501	0.029989	0.22191	0.030866	0.027268	0.02756	0.053451	0.036672	0.054105	0.020159	0.021587	0.030512	0.025697	0.029562	0.059622	0.021729	0.023656	0.037736	0.030759	0.022065	0.80238	0.027317	0.053417	0.056248	0.073931	0.032325	0.080925	0.023279	0.019551	0.027746	0.031549	0.018417	0.053196	0.045872	0.048895
Meth__cg20379125__NOV	0.042524	0.086327	0.20156	0.10777	0.66717	0.24062	0.069503	0.024862	0.032381	0.064011	0.46702	0.023445	0.12831	0.032841	0.04071	0.39376	0.03058	0.046863	0.029645	0.43887	0.97245	0.64189	0.029044	0.19239	0.048827	0.031511	0.11071	0.029217	0.12265	0.040925	0.11293	0.025859	0.023671	0.039827	0.76548	0.95118	0.06199	0.54694	0.72768
Meth__cg22825979__RFP2	0.063867	0.061764	0.10005	0.058232	0.047193	0.062527	0.12002	0.052676	0.061624	0.086318	0.095109	0.21524	0.18349	0.20272	0.05728	0.058341	0.039914	0.096439	0.060309	0.061786	0.089203	0.071651	0.10073	0.045229	0.13143	0.083149	0.093073	0.04985	0.70481	0.092344	0.12615	0.053296	0.07405	0.10147	0.073396	0.09058	0.12744	0.074097	0.050947
Meth__cg11226328__EPB41	0.017257	0.01485	0.044922	0.046268	0.16931	0.026013	0.019858	0.014873	0.014841	0.11594	0.016469	0.023315	0.036008	0.015172	0.016896	0.028107	0.039486	0.028068	0.031555	0.038769	0.026875	0.026743	0.032457	0.019961	0.062059	0.032466	0.026021	0.024227	0.03998	0.032171	0.031025	0.02464	0.014963	0.018178	0.026181	0.015481	0.039994	0.030474	0.026251
Meth__cg03462055__TUBB2B	0.53115	0.034674	0.47668	0.068541	0.86597	0.24352	0.66942	0.53545	0.040117	0.044191	0.76671	0.068734	0.24105	0.10886	0.10688	0.96423	0.050832	0.15506	0.35066	0.55685	0.19399	0.25973	0.16435	0.23001	0.92535	0.058978	0.057286	0.19905	0.93699	0.27915	0.13532	0.092339	0.051657	0.22761	0.22094	0.71918	0.04955	0.044594	0.039628
Meth__cg08623947__HCK	0.46022	0.016497	0.53048	0.50733	0.73532	0.29442	0.44057	0.46864	0.059549	0.028299	0.65191	0.1092	0.85986	0.03475	0.057559	0.61058	0.059975	0.06071	0.022866	0.72639	0.33405	0.87488	0.58383	0.57094	0.64049	0.02841	0.041061	0.78725	0.78977	0.12291	0.040277	0.027171	0.064801	0.36047	0.18577	0.82913	0.64544	0.47139	0.54346
Meth__cg15443822__ATP2A3	0.11411	0.020918	0.03511	0.047061	0.42492	0.58817	0.6325	0.65203	0.026584	0.24768	0.38707	0.85906	0.61688	0.023735	0.1263	0.44717	0.64477	0.053686	0.021063	0.025446	0.026281	0.10301	0.74845	0.030621	0.44131	0.025094	0.21788	0.3601	0.10346	0.5103	0.059711	0.022819	0.12921	0.063191	0.023694	0.60681	0.037795	0.039703	0.034722
Meth__cg18895813__ADAMTS5	0.10192	0.039078	0.11035	0.17363	0.055168	0.6569	0.058511	0.24922	0.047547	0.055999	0.065453	0.046739	0.10907	0.05596	0.05232	0.14975	0.035726	0.077181	0.038491	0.1235	0.06373	0.76646	0.040742	0.048971	0.39942	0.21626	0.071772	0.042889	0.40527	0.051446	0.10309	0.03963	0.037862	0.070695	0.047085	0.25858	0.11683	0.2786	0.54478
Meth__cg27420123__FSHB	0.19518	0.046391	0.18074	0.072032	0.10625	0.28062	0.098658	0.33875	0.79805	0.49003	0.21939	0.20453	0.085838	0.65105	0.55915	0.30356	0.056456	0.12506	0.069784	0.071902	0.060864	0.15558	0.08844	0.26389	0.13556	0.1516	0.085803	0.086737	0.084207	0.048163	0.082905	0.57119	0.67913	0.065071	0.077301	0.057132	0.082749	0.089321	0.056729
Meth__cg06765514__PIP5KL1	0.077247	0.053407	0.93923	0.076456	0.80887	0.047066	0.74879	0.64847	0.05297	0.062667	0.4128	0.11675	0.85998	0.038587	0.052455	0.4528	0.88948	0.37044	0.42452	0.33446	0.35148	0.078773	0.83762	0.036744	0.76912	0.62994	0.12395	0.94265	0.75707	0.14819	0.16938	0.051432	0.047863	0.31923	0.056965	0.089286	0.41999	0.33044	0.7119
Meth__cg14298379__MYLIP	0.034533	0.021876	0.032006	0.036784	0.43223	0.031334	0.058796	0.060035	0.02389	0.039093	0.031172	0.029374	0.074522	0.030462	0.031118	0.030955	0.054243	0.07847	0.02008	0.030226	0.031048	0.061239	0.040246	0.026985	0.058755	0.030608	0.051868	0.035041	0.039981	0.040555	0.037652	0.029262	0.041712	0.038719	0.028339	0.043161	0.13706	0.030303	0.039131
Meth__cg25169784__UGCGL2	0.024749	0.026528	0.038976	0.039471	0.24422	0.08753	0.12082	0.025847	0.030988	0.05286	0.059283	0.01576	0.0699	0.029574	0.028191	0.025728	0.030752	0.050531	0.026184	0.042483	0.061417	0.053751	0.033847	0.0283	0.090623	0.038228	0.049628	0.017759	0.14064	0.034237	0.04194	0.028363	0.028502	0.042954	0.039479	0.067982	0.038715	0.039259	0.039962
Meth__cg13784557__HCP5	0.054283	0.05164	0.82253	0.044362	0.85567	0.062266	0.85766	0.048916	0.04162	0.066562	0.060076	0.030684	0.080491	0.040617	0.053495	0.0544	0.11111	0.1172	0.64548	0.057898	0.047025	0.056558	0.057128	0.053559	0.69923	0.049385	0.071841	0.39927	0.10124	0.046617	0.1081	0.078581	0.040622	0.049449	0.14679	0.054174	0.12161	0.060774	0.097254
Meth__cg07141002__H1F0	0.069085	0.063198	0.28667	0.068176	0.74185	0.19321	0.093699	0.11178	0.78442	0.07772	0.4004	0.91041	0.82011	0.037489	0.7069	0.67905	0.25618	0.049072	0.036808	0.054973	0.077499	0.26212	0.92672	0.14414	0.1156	0.059791	0.40196	0.82964	0.12487	0.48528	0.34537	0.50288	0.91821	0.81068	0.56917	0.043365	0.17781	0.064607	0.065383
Meth__cg20131968__CCDC47	0.075696	0.049002	0.10157	0.47823	0.27086	0.14443	0.80032	0.16897	0.20481	0.39166	0.085405	0.10526	0.10726	0.056187	0.16186	0.075864	0.037383	0.12556	0.0653	0.054949	0.069752	0.11687	0.061276	0.78444	0.26394	0.084914	0.12201	0.091576	0.081447	0.12118	0.064599	0.035906	0.059837	0.065405	0.075407	0.025716	0.057344	0.08221	0.29835
Meth__cg13378388__VEGFC	0.038606	0.045315	0.048118	0.047922	0.049308	0.048987	0.031748	0.73652	0.043309	0.05232	0.043848	0.04172	0.054151	0.049761	0.043356	0.058671	0.073474	0.079363	0.035738	0.03666	0.050181	0.046569	0.040263	0.03314	0.083651	0.045801	0.056496	0.043228	0.055028	0.35907	0.062461	0.042739	0.037694	0.030739	0.043051	0.96902	0.10035	0.04904	0.050539
Meth__cg05385377__TMEM51	0.24074	0.27722	0.41854	0.65565	0.61868	0.62256	0.097014	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.48718	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.080689	0.5007	0.10193	0.16517	0.60126	0.098014	0.056236	0.39074	0.077572	0.16636	0.048656	0.049815	0.21393	0.47404	0.37095	0.19448	0.099321	0.12459
Meth__cg05016953__SLC6A4	0.047394	0.039958	0.027374	0.023555	0.30932	0.037314	0.18957	0.1013	0.024666	0.024124	0.86507	0.042541	0.52587	0.032368	0.02194	0.80927	0.042482	0.04723	0.40105	0.036369	0.031714	0.68081	0.10443	0.042564	0.93687	0.027819	0.14924	0.8	0.16797	0.030431	0.047253	0.022803	0.029684	0.37722	0.01882	0.43516	0.04046	0.52694	0.599
Meth__cg14550518__ZNF659	0.28245	0.024115	0.65838	0.071339	0.026826	0.20037	0.10827	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.027735	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.089286	0.77974	0.068888	0.052541	0.039221	0.41793	0.029609	0.79925	0.13408	0.044002	0.23984	0.25774
Meth__cg03099492__CYP26A1	0.048356	0.073171	0.057698	0.040474	0.11744	0.054329	0.11393	0.5228	0.055474	0.055887	0.8242	0.45891	0.51093	0.044951	0.044156	0.70409	0.069005	0.098044	0.062279	0.33081	0.635	0.07074	0.54251	0.046449	0.76864	0.064386	0.070854	0.10976	0.092221	0.12086	0.094251	0.05599	0.045839	0.05598	0.19924	0.4786	0.058857	0.071262	0.05543
Meth__cg24928378__RND1	0.072649	0.063564	0.11257	0.07129	0.56158	0.091258	0.55738	0.089245	0.11686	0.094483	0.91183	0.11869	0.28348	0.045583	0.10292	0.62905	0.053829	0.12612	0.076627	0.080606	0.073747	0.4295	0.085199	0.050586	0.3815	0.0732	0.10588	0.08537	0.13446	0.10106	0.068596	0.066706	0.039021	0.059768	0.09047	0.29453	0.22446	0.086633	0.096397
Meth__cg09944147__COL27A1	0.042006	0.030654	0.030878	0.02397	0.040414	0.036199	0.040361	0.041829	0.024641	0.029691	0.027166	0.017138	0.20545	0.017186	0.027529	0.032692	0.022658	0.04581	0.021806	0.25151	0.18251	0.032478	0.040745	0.029851	0.044822	0.032234	0.066667	0.024403	0.21869	0.046559	0.037414	0.02303	0.040383	0.034424	0.027098	0.35651	0.056138	0.032247	0.025104
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.099291	0.074112	0.8554	0.085895	0.3489	0.8686	0.36127	0.081578	0.092923	0.10959	0.12865	0.04847	0.32163	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.13421	0.075789	0.049968	0.11257	0.080563	0.14547	0.50425	0.19788	0.55993	0.071909	0.45786	0.87439	0.092658	0.086778	0.1192	0.10499	0.089524	0.34311
Meth__cg15589156__RAB3IL1	0.043858	0.0217	0.068486	0.054911	0.026039	0.050872	0.11273	0.23764	0.033133	0.065184	0.026235	0.066885	0.10526	0.018703	0.025187	0.027024	0.024246	0.050677	0.021877	0.087892	0.13996	0.047628	0.041094	0.05049	0.11271	0.21003	0.036673	0.022541	0.066657	0.039692	0.045975	0.022156	0.025172	0.020103	0.11732	0.29199	0.047671	0.056063	0.032778
Meth__cg03057808__FLJ10178	0.49325	0.021834	0.034248	0.24811	0.95004	0.025191	0.049139	0.27152	0.55593	0.67957	0.38496	0.066281	0.044923	0.023668	0.46309	0.41991	0.54393	0.10883	0.028702	0.024025	0.048892	0.44018	0.63742	0.36187	0.031753	0.039352	0.30575	0.45249	0.37555	0.036654	0.0343	0.029498	0.03104	0.5224	0.022259	0.15332	0.11364	0.3393	0.031436
Meth__cg18992688__AVPR1B	0.11084	0.050239	0.52613	0.15652	0.79974	0.77234	0.19022	0.84798	0.045088	0.11804	0.77321	0.17385	0.86822	0.052814	0.05385	0.79552	0.18285	0.16985	0.059799	0.70931	0.47976	0.59587	0.36429	0.75665	0.7129	0.13055	0.053008	0.76418	0.61517	0.39859	0.061016	0.049234	0.089084	0.38947	0.32968	0.77751	0.14198	0.22689	0.27168
Meth__cg04959837__PLSCR4	0.053988	0.10105	0.043754	0.034595	0.042965	0.0701	0.09899	0.022672	0.056604	0.072838	0.038181	0.036874	0.10551	0.035493	0.048097	0.031963	0.031686	0.061508	0.048516	0.061609	0.054616	0.17665	0.060023	0.034715	0.17037	0.066302	0.11786	0.1021	0.12703	0.0676	0.16509	0.040168	0.030482	0.04955	0.14347	0.35348	0.091049	0.060155	0.056641
Meth__cg12601987__RASD1	0.090149	0.6637	0.13564	0.053625	0.56848	0.06049	0.52554	0.23314	0.038976	0.06794	0.27401	0.45157	0.37782	0.079142	0.065904	0.77918	0.061018	0.138	0.067772	0.039895	0.10631	0.043283	0.13197	0.053223	0.056082	0.059216	0.084421	0.048514	0.52062	0.0833	0.15336	0.25929	0.047396	0.52086	0.089215	0.041654	0.89569	0.054658	0.36947
Meth__cg23165541__DAPK2	0.070694	0.63639	0.88771	0.50523	0.76836	0.094653	0.1095	0.12262	0.053111	0.54039	0.19035	0.22985	0.43428	0.35936	0.12981	0.27045	0.075257	0.12894	0.068354	0.31365	0.30125	0.86869	0.31786	0.81823	0.48503	0.7134	0.096589	0.25396	0.25428	0.28468	0.64953	0.34539	0.17655	0.1213	0.55542	0.087963	0.20962	0.56765	0.6288
Meth__cg27033479__TMEM44	0.10003	0.71097	0.50007	0.31508	0.16849	0.50449	0.23434	0.054163	0.10366	0.16781	0.05923	0.47687	0.33333	0.40127	0.19903	0.42498	0.069119	0.1132	0.035592	0.26999	0.13495	0.40364	0.054298	0.48754	0.093981	0.28052	0.16639	0.10868	0.27351	0.14477	0.65096	0.077733	0.038626	0.057128	0.087275	0.66114	0.44476	0.25552	0.062946
Meth__cg13983870__TSPAN12	0.072669	0.053763	0.061636	0.052669	0.41383	0.059102	0.075903	0.055914	0.049709	0.060944	0.057689	0.07604	0.40937	0.040343	0.054637	0.058485	0.062688	0.14029	0.068173	0.072565	0.060458	0.17273	0.059767	0.034627	0.15637	0.071462	0.094954	0.061994	0.12033	0.46494	0.084819	0.051102	0.045563	0.088881	0.069129	0.092561	0.11532	0.069132	0.067473
Meth__cg09068492__CALCA	0.94046	0.042653	0.86494	0.29177	0.91595	0.91572	0.13093	0.93647	0.03379	0.054759	0.89384	0.16791	0.88823	0.14772	0.04603	0.8323	0.65193	0.17321	0.10047	0.89757	0.94607	0.73737	0.14932	0.23838	0.89264	0.53759	0.067737	0.48344	0.82532	0.65612	0.0795	0.52618	0.45535	0.17112	0.34875	0.48752	0.12989	0.27079	0.29417
Meth__cg11919694__TBC1D10B	0.054432	0.19681	0.23037	0.086619	0.10184	0.07043	0.2337	0.1682	0.079721	0.068209	0.067573	0.50383	0.12022	0.083394	0.13173	0.17506	0.048568	0.094005	0.036889	0.091159	0.075892	0.068817	0.24774	0.32057	0.38322	0.093172	0.13425	0.078269	0.11396	0.12644	0.082599	0.37527	0.055081	0.043338	0.059824	0.040114	0.13665	0.11448	0.068568
Meth__cg13021192__CTSZ	0.084632	0.088037	0.062173	0.85888	0.80283	0.075651	0.12197	0.22663	0.92427	0.58844	0.8982	0.077344	0.084223	0.53353	0.84194	0.75053	0.04942	0.10064	0.043232	0.99262	0.87747	0.18642	0.65892	0.046238	0.21053	0.10806	0.14834	0.070654	0.6021	0.084792	0.066879	0.10676	0.027109	0.074832	0.31766	0.023816	0.16494	0.23971	0.070408
Meth__cg11431126__RHOU	0.059823	0.065972	0.24437	0.30257	0.21293	0.27379	0.20991	0.18569	0.10031	0.25235	0.051145	0.27437	0.44653	0.048477	0.16773	0.25099	0.077599	0.41665	0.068421	0.14328	0.065532	0.7552	0.033382	0.18384	0.30963	0.22202	0.096617	0.42322	0.15881	0.47398	0.13359	0.090253	0.32439	0.064921	0.44302	0.73021	0.14169	0.55832	0.25312
Meth__cg00849368__ARSK	0.074221	0.067794	0.13143	0.068161	0.066574	0.054741	0.10129	0.060036	0.077495	0.07813	0.088908	0.1186	0.11593	0.07717	0.090611	0.073206	0.058229	0.13765	0.061795	0.050286	0.055676	0.048989	0.055465	0.096541	0.10759	0.12418	0.1233	0.069727	0.16677	0.49656	0.097544	0.029063	0.05996	0.14762	0.059274	0.058129	0.20573	0.46471	0.5623
Meth__cg07172280__DPP7	0.037093	0.65517	0.37738	0.15096	0.90391	0.14046	0.83314	0.049617	0.24639	0.21806	0.099378	0.38109	0.34849	0.66861	0.2317	0.87151	0.043088	0.097529	0.37966	0.48372	0.1843	0.16333	0.78442	0.068783	0.056586	0.22373	0.19929	0.033509	0.05473	0.21371	0.60196	0.22182	0.1605	0.049604	0.15051	0.18649	0.33979	0.099049	0.061947
Meth__cg20858478__B4GALNT2	0.058617	0.06916	0.037452	0.072396	0.8978	0.078303	0.70054	0.67936	0.058387	0.054812	0.89475	0.1418	0.24374	0.059758	0.077497	0.75261	0.069566	0.18502	0.83067	0.075765	0.045938	0.33942	0.81012	0.06911	0.76868	0.044246	0.20954	0.10259	0.17602	0.11196	0.15143	0.068137	0.079518	0.19465	0.10745	0.8472	0.12175	0.061623	0.2656
Meth__cg05507459__C9orf121	0.063515	0.16106	0.53806	0.27329	0.059661	0.21843	0.081881	0.18581	0.076847	0.095596	0.26747	0.5929	0.54753	0.075052	0.091734	0.49079	0.044746	0.1086	0.057786	0.26904	0.078774	0.62057	0.113	0.24937	0.31406	0.23993	0.13385	0.048836	0.45689	0.72272	0.30351	0.059426	0.34423	0.68375	0.4577	0.43923	0.15782	0.12205	0.1622
Meth__cg27241190__RND1	0.046199	0.038826	0.059522	0.031498	0.47618	0.042731	0.12107	0.057056	0.119	0.04963	0.93492	0.0497	0.055346	0.02895	0.099099	0.59172	0.0436	0.19753	0.042664	0.038331	0.046371	0.33746	0.044707	0.030575	0.06575	0.043901	0.046271	0.057396	0.070108	0.085685	0.054843	0.03683	0.043084	0.042987	0.038116	0.085134	0.031717	0.05387	0.043075
Meth__cg04431054__LOC133619	0.13014	0.42601	0.32714	0.094925	0.71329	0.064116	0.24319	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.07347	0.24335	0.23004	0.33535	0.3555	0.076923	0.14598	0.075239	0.10104	0.27064	0.14602	0.2078	0.095205	0.13518	0.81922	0.17908	0.57113	0.33367	0.44825	0.76506	0.31688	0.23394	0.28256	0.089081	0.32013	0.17125
Meth__cg21365602__GBP4	0.098225	0.051039	0.5484	0.088305	0.738	0.81164	0.31171	0.81957	0.84344	0.086888	0.63387	0.11849	0.62895	0.081507	0.80662	0.82043	0.10086	0.12945	0.16772	0.67466	0.57588	0.093401	0.12152	0.07885	0.84204	0.75776	0.10521	0.68892	0.78602	0.72486	0.20343	0.27176	0.85066	0.099369	0.82014	0.72402	0.096307	0.78697	0.80919
Meth__cg01986577__ARNTL2	0.34672	0.074497	0.85174	0.55043	0.58859	0.5119	0.37034	0.8423	0.070234	0.75947	0.33265	0.27658	0.2693	0.13871	0.092252	0.31012	0.053701	0.068581	0.034539	0.763	0.2356	0.86693	0.25341	0.56576	0.069349	0.62554	0.45565	0.10142	0.68782	0.2863	0.20669	0.44821	0.029999	0.04295	0.67116	0.7756	0.26152	0.5994	0.74746
Meth__cg03332970__ESAM	0.078194	0.040239	0.063172	0.060062	0.84854	0.067929	0.8316	0.044543	0.039336	0.052435	0.16299	0.044326	0.18126	0.049826	0.052315	0.12833	0.072852	0.15103	0.61276	0.056022	0.062708	0.047154	0.081236	0.061858	0.063341	0.05875	0.15145	0.057196	0.14353	0.06344	0.078882	0.064535	0.05038	0.057751	0.068523	0.51444	0.068722	0.053013	0.054364
Meth__cg06513075__NAT10	0.055888	0.041502	0.055048	0.056482	0.04476	0.068936	0.34982	0.14996	0.31923	0.047867	0.053618	0.16836	0.25111	0.030632	0.28541	0.088074	0.042709	0.21189	0.048989	0.080581	0.070221	0.084818	0.046745	0.045887	0.23836	0.064973	0.14407	0.068904	0.099594	0.060104	0.098529	0.034783	0.030759	0.050617	0.046504	0.10268	0.097167	0.16766	0.22705
Meth__cg20977864__HYDIN	0.11538	0.07327	0.86456	0.081251	0.80547	0.12395	0.52081	0.7787	0.086965	0.069919	0.094163	0.39925	0.54431	0.10249	0.098663	0.089906	0.49966	0.25701	0.34404	0.90823	0.73029	0.57525	0.29834	0.15398	0.88733	0.17146	0.39311	0.15405	0.15894	0.83025	0.096766	0.23849	0.07616	0.067701	0.68178	0.077878	0.58134	0.17619	0.28323
Meth__cg07786760__DCHS2	0.060983	0.054161	0.16325	0.048502	0.45717	0.49165	0.30828	0.066727	0.054095	0.084527	0.43474	0.086855	0.15357	0.041286	0.048398	0.81128	0.077607	0.13658	0.068507	0.28272	0.14137	0.17744	0.052245	0.045326	0.58927	0.046301	0.06714	0.062305	0.48554	0.067247	0.082771	0.072993	0.061593	0.14399	0.071124	0.29048	0.081841	0.067548	0.075595
Meth__cg00040873__NDUFB10	0.10813	0.076724	0.30578	0.20467	0.83255	0.27582	0.68499	0.7845	0.15388	0.073497	0.65861	0.73768	0.7383	0.032518	0.15014	0.24769	0.58138	0.16627	0.1521	0.44812	0.62339	0.11489	0.39622	0.26586	0.66732	0.33494	0.060452	0.38628	0.67279	0.53685	0.21076	0.050375	0.13001	0.10193	0.25088	0.55428	0.18817	0.32104	0.37762
Meth__cg26680127__MLCK	0.07862	0.03161	0.11884	0.096956	0.092675	0.045671	0.25	0.3473	0.044856	0.058072	0.07127	0.18304	0.13722	0.0733	0.055831	0.059378	0.15606	0.10477	0.047948	0.083949	0.13431	0.52693	0.12393	0.2603	0.083847	0.056208	0.085907	0.062992	0.0599	0.044316	0.042087	0.031631	0.033278	0.026906	0.14425	0.055097	0.046686	0.052188	0.05754
Meth__cg13365761__SCNN1G	0.064708	0.044809	0.090955	0.044711	0.97221	0.056966	0.11808	0.056782	0.060369	0.074194	0.094752	0.04327	0.090732	0.03707	0.064801	0.051347	0.06698	0.11002	0.11685	0.049464	0.054769	0.056122	0.074639	0.049149	0.77426	0.058337	0.068949	0.059591	0.088295	0.063086	0.054557	0.056082	0.048559	0.06566	0.064022	0.039362	0.04687	0.053567	0.053513
