Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg08946989__TBC1D7	0.032502	0.015408	0.026708	0.026349	0.017881	0.019492	0.032599	0.28844	0.023106	0.026819	0.031232	0.018336	0.018332	0.018052	0.02277	0.046558	0.020819	0.024528	0.02576	0.023302	0.027687	0.019972	0.10104	0.031736	0.043382	0.045131	0.039459	0.026596	0.013725	0.01888	0.021499	0.01877	0.020423	0.043914	0.029315	0.027694	0.030599
Meth__cg11366015__C20orf27	0.20766	0.02729	0.044389	0.036395	0.024758	0.026559	0.035125	0.022486	0.022463	0.036406	0.036304	0.0204	0.023901	0.029982	0.023665	0.049339	0.022554	0.024047	0.034148	0.051148	0.030206	0.026715	0.11221	0.031158	0.070495	0.064486	0.042657	0.023643	0.021062	0.028104	0.02253	0.024033	0.029526	0.062354	0.034437	0.026848	0.029485
Meth__cg00468146__ID4	0.069377	0.091625	0.093224	0.10912	0.048574	0.14526	0.42955	0.14252	0.058396	0.15301	0.13898	0.065506	0.058815	0.053969	0.087453	0.080972	0.56694	0.39763	0.41309	0.10785	0.085063	0.29694	0.32127	0.062174	0.45491	0.68686	0.10402	0.055763	0.049975	0.29249	0.050633	0.045265	0.044445	0.80498	0.069941	0.058496	0.059412
U133A__SLC9A6	6.4055	7.0008	7.4995	5.2708	4.3228	8.7858	4.4773	6.7706	7.7514	4.2629	6.1563	7.6515	4.3595	7.158	6.999	7.5777	6.9	5.9238	6.2413	5.5375	6.5963	5.6565	7.8945	6.3295	4.5921	4.9043	4.9311	6.407	6.7893	7.3206	6.1149	7.724	6.3706	5.8012	6.5172	6.2142	6.5391
Meth__cg25604883__AK5	0.92038	0.019489	0.97273	0.48484	0.69526	0.87564	0.88679	0.4759	0.031407	0.60207	0.27143	0.47054	0.030543	0.086819	0.12145	0.069935	0.032727	0.83098	0.9485	0.43126	0.36676	0.43356	0.90101	0.31417	0.047571	0.7938	0.0289	0.022103	0.097709	0.65704	0.5847	0.02942	0.52943	0.11933	0.52088	0.81993	0.92936
Meth__cg15604467__POU4F1	0.78584	0.048593	0.50918	0.94927	0.89938	0.035643	0.95129	0.032875	0.057066	0.056491	0.054447	0.024373	0.047498	0.037323	0.053197	0.56988	0.063737	0.9615	0.95183	0.94318	0.049797	0.93508	0.89775	0.9208	0.39275	0.90067	0.48903	0.040116	0.058519	0.073911	0.95811	0.84757	0.90875	0.83994	0.92259	0.8356	0.91006
Meth__cg10335112__ODF3	0.39787	0.043881	0.28784	0.4419	0.18936	0.21188	0.17154	0.55463	0.052566	0.23228	0.4224	0.48979	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.56689	0.080958	0.73102	0.22212	0.25002	0.062055	0.46258	0.12792	0.18691	0.057469	0.04646	0.2658	0.032254	0.11851	0.071511	0.48996	0.12246	0.098633
Meth__cg22036988__SPSB4	0.59092	0.078695	0.12847	0.059889	0.041934	0.68919	0.30342	0.053682	0.050337	0.057473	0.29666	0.085314	0.054626	0.044687	0.048457	0.11242	0.052317	0.57336	0.45725	0.69607	0.055666	0.61958	0.81338	0.07137	0.2208	0.73275	0.10911	0.049	0.26783	0.051385	0.043573	0.054903	0.52604	0.54387	0.065419	0.056159	0.059932
Meth__cg01851385__CLCN4	0.38495	0.083991	0.1556	0.085001	0.089088	0.15873	0.14376	0.56482	0.24625	0.11858	0.11858	0.28264	0.19848	0.45372	0.083712	0.24138	0.12816	0.11909	0.12598	0.22359	0.39723	0.074629	0.19694	0.094779	0.14323	0.24821	0.16441	0.4461	0.15115	0.72041	0.11047	0.12975	0.76486	0.267	0.083582	0.13959	0.13544
Meth__cg20134151__PPP1R14C	0.21995	0.39223	0.84474	0.93492	0.10634	0.81803	0.89595	0.025193	0.46482	0.10048	0.22771	0.71875	0.30992	0.12475	0.057275	0.12855	0.090696	0.93507	0.92317	0.93671	0.055468	0.9306	0.67879	0.95115	0.067027	0.89126	0.16682	0.038161	0.024421	0.11232	0.93495	0.046231	0.85317	0.38457	0.92832	0.70876	0.46403
Meth__cg19378133__A2BP1	0.55997	0.033219	0.92819	0.55089	0.037756	0.28289	0.78313	0.13843	0.039818	0.0308	0.69902	0.9121	0.045674	0.057182	0.48954	0.056216	0.038617	0.69712	0.64214	0.079201	0.24968	0.48147	0.48576	0.043372	0.066651	0.83716	0.11907	0.11715	0.60464	0.03854	0.044925	0.031945	0.19369	0.063741	0.79065	0.32516	0.097562
Meth__cg23539753__SP100	0.064431	0.079285	0.0503	0.58225	0.50721	0.074109	0.42006	0.46778	0.11817	0.26645	0.10183	0.056573	0.12431	0.054009	0.052413	0.036478	0.1439	0.76745	0.85054	0.92621	0.092346	0.53501	0.064839	0.28749	0.060689	0.66508	0.14799	0.13211	0.12535	0.019585	0.25401	0.026411	0.57166	0.23057	0.39561	0.62536	0.83662
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.7931	0.043472	0.95296	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg14323109__KDR	0.084215	0.028818	0.13787	0.066702	0.039222	0.65586	0.062384	0.042456	0.045866	0.044609	0.073075	0.19114	0.043369	0.045815	0.078123	0.050956	0.50972	0.42491	0.06253	0.54261	0.039705	0.034544	0.50211	0.69279	0.072953	0.88333	0.13226	0.042825	0.058037	0.32907	0.046947	0.059847	0.11227	0.13002	0.048393	0.072319	0.17063
Meth__cg22572159__NGFB	0.91998	0.056355	0.1215	0.061682	0.073098	0.13819	0.79797	0.4301	0.033573	0.067744	0.7568	0.21097	0.10482	0.051602	0.031005	0.099518	0.042748	0.90328	0.89621	0.45716	0.056061	0.89715	0.081732	0.066813	0.11251	0.86939	0.16267	0.058707	0.048801	0.061256	0.54735	0.045466	0.86942	0.1831	0.38379	0.094209	0.065141
Meth__cg23217005__MT1F	0.065846	0.50595	0.082793	0.43504	0.079372	0.9517	0.06783	0.56787	0.071708	0.062787	0.060957	0.58913	0.075295	0.69242	0.08819	0.090309	0.73115	0.058965	0.095663	0.065677	0.59145	0.041498	0.79067	0.064845	0.086209	0.11265	0.12197	0.53543	0.042141	0.51786	0.22654	0.058045	0.060862	0.099422	0.061651	0.049219	0.071936
Meth__cg24264506__TTC12	0.028624	0.026734	0.026665	0.02563	0.021078	0.017095	0.044751	0.024376	0.98376	0.022427	0.029234	0.016376	0.82571	0.020783	0.021281	0.055354	0.018659	0.050183	0.033902	0.02929	0.028521	0.021856	0.032487	0.039252	0.053038	0.067332	0.041237	0.022161	0.018472	0.015019	0.026599	0.015541	0.023067	0.037302	0.021908	0.047894	0.031531
U133A__SFRP1	5.1117	5.3705	5.8074	5.4813	5.2707	8.5268	5.2428	9.9972	5.5535	5.1718	9.5246	10.0981	5.5267	9.5855	5.8497	6.0073	6.2385	5.3056	5.4548	5.5234	8.2226	5.0257	5.1371	5.8117	5.2424	5.5989	5.185	5.4689	9.8611	5.3713	5.4951	5.5905	5.3988	5.3516	5.0277	5.5497	5.2553
Meth__cg21922574__NETO1	0.91668	0.10011	0.8773	0.95147	0.80835	0.54552	0.92528	0.95302	0.032414	0.03549	0.94657	0.51964	0.064436	0.29197	0.24113	0.32972	0.29302	0.90515	0.93707	0.2581	0.050312	0.043026	0.87276	0.88006	0.11615	0.85454	0.10811	0.016888	0.52798	0.025758	0.024788	0.4327	0.066987	0.041319	0.88267	0.73232	0.89467
U133A__ISOC1	5.1663	6.6553	6.119	7.541	8.1396	5.287	9.2407	5.7943	7.3405	8.0976	6.9094	6.761	6.9766	6.6684	5.8931	5.609	5.2129	7.5138	8.045	8.8911	5.4164	6.7959	6.9834	7.4249	7.287	7.952	6.9193	5.8083	6.542	6.1968	6.8505	6.9708	5.616	6.3399	6.6446	7.5794	7.608
Meth__cg00919857__TMOD2	0.040036	0.030195	0.7704	0.60409	0.22345	0.49913	0.52865	0.14805	0.13449	0.29855	0.23152	0.24802	0.26818	0.039389	0.080084	0.40152	0.32155	0.57504	0.57071	0.36624	0.21103	0.21726	0.50643	0.444	0.1063	0.42091	0.059834	0.027097	0.18338	0.28007	0.14688	0.057891	0.19682	0.07885	0.033382	0.23966	0.23131
Meth__cg07745434__CHST13	0.61762	0.061641	0.10792	0.52033	0.39105	0.27412	0.37732	0.51683	0.044276	0.095907	0.64467	0.52456	0.048255	0.10178	0.12197	0.10766	0.079666	0.79375	0.62273	0.40292	0.2175	0.2507	0.66388	0.35889	0.061169	0.73884	0.12396	0.12384	0.13208	0.088059	0.11629	0.084342	0.55346	0.079254	0.36736	0.43205	0.44941
Meth__cg01144286__C20orf103	0.94592	0.017469	0.90128	0.69866	0.36999	0.87026	0.88124	0.96033	0.49147	0.09635	0.78365	0.1988	0.40598	0.76834	0.042086	0.068191	0.71761	0.2887	0.50322	0.95067	0.08039	0.1356	0.83592	0.68519	0.032322	0.68069	0.034202	0.049802	0.062162	0.053932	0.75943	0.036593	0.56871	0.041915	0.4236	0.74789	0.84866
Meth__cg17488985__NT5E	0.032162	0.024062	0.046469	0.082652	0.028141	0.023729	0.90869	0.023433	0.021274	0.079537	0.90366	0.048222	0.064908	0.44075	0.017447	0.087238	0.018165	0.93467	0.681	0.062417	0.028944	0.13267	0.039175	0.36068	0.031348	0.91864	0.04932	0.0212	0.027946	0.023828	0.15364	0.032118	0.60989	0.096616	0.021413	0.61066	0.90996
Meth__cg12315311__UNQ3033	0.30843	0.057364	0.81082	0.25577	0.34328	0.17965	0.10387	0.096205	0.041389	0.34729	0.29326	0.33085	0.037632	0.13988	0.066726	0.095517	0.058333	0.39869	0.4246	0.10184	0.093634	0.53968	0.099672	0.091027	0.068369	0.31528	0.12292	0.074312	0.050023	0.11925	0.050161	0.043395	0.098762	0.2141	0.78133	0.088015	0.33322
Meth__cg07113600__KLF12	0.043766	0.042694	0.061267	0.03907	0.033096	0.033438	0.038407	0.03042	0.051578	0.053299	0.057156	0.046677	0.054346	0.049115	0.060873	0.096342	0.063065	0.068184	0.052799	0.04778	0.054691	0.032323	0.11875	0.054296	0.072688	0.094291	0.059781	0.043689	0.033169	0.050744	0.046809	0.037589	0.10059	0.075202	0.038605	0.51734	0.72377
Meth__cg08244522__THBD	0.043397	0.25408	0.95457	0.067014	0.048239	0.80814	0.054036	0.75013	0.21075	0.036973	0.53478	0.96194	0.17277	0.86825	0.051634	0.10769	0.039247	0.44696	0.44549	0.035256	0.29707	0.039103	0.073936	0.042394	0.065079	0.052772	0.158	0.16635	0.038178	0.56571	0.15027	0.037327	0.67591	0.056253	0.050049	0.038457	0.040733
Meth__cg21908259__FKBP11	0.056052	0.93424	0.97112	0.082507	0.785	0.97115	0.049553	0.98345	0.98306	0.6772	0.092084	0.062123	0.97469	0.95902	0.048193	0.75609	0.043936	0.055737	0.064766	0.046264	0.97764	0.083364	0.95431	0.044301	0.080635	0.10646	0.50497	0.052578	0.058446	0.14368	0.98425	0.96863	0.69755	0.94251	0.78646	0.80961	0.97598
Meth__cg01765461__TNFRSF11A	0.076337	0.051308	0.08578	0.059468	0.029116	0.049245	0.058169	0.082374	0.040906	0.11634	0.093657	0.036874	0.042672	0.045711	0.041319	0.086271	0.16674	0.031788	0.05982	0.056005	0.0538	0.054746	0.06859	0.043332	0.11777	0.33813	0.080348	0.032841	0.033449	0.027829	0.026985	0.026555	0.041433	0.082393	0.041015	0.037244	0.04021
Meth__cg20541456__CYFIP2	0.11863	0.034644	0.70486	0.11687	0.097595	0.094144	0.75153	0.75701	0.10671	0.34798	0.10604	0.18896	0.061352	0.2003	0.40056	0.13636	0.062481	0.71476	0.65238	0.87506	0.10063	0.1635	0.1442	0.57651	0.45663	0.41935	0.080316	0.060966	0.25333	0.12835	0.052094	0.13829	0.062846	0.29341	0.098354	0.6381	0.58905
Meth__cg22328890__SLC7A6	0.035997	0.033825	0.030203	0.030619	0.022556	0.026558	0.030057	0.018466	0.026023	0.029986	0.031367	0.01892	0.028125	0.026778	0.024609	0.033429	0.029804	0.018461	0.029933	0.041656	0.025717	0.015912	0.064935	0.028857	0.042714	0.04908	0.049392	0.023247	0.0183	0.020371	0.022262	0.022599	0.025143	0.23761	0.050611	0.02672	0.026665
Meth__cg23927367__ACAD8	0.061598	0.030803	0.14298	0.070396	0.037809	0.039697	0.076247	0.18158	0.037135	0.046276	0.063709	0.071013	0.048398	0.045144	0.066589	0.079336	0.07184	0.056205	0.059705	0.068292	0.050962	0.039274	0.19556	0.049323	0.096643	0.080702	0.070903	0.052531	0.047208	0.054012	0.042658	0.03533	0.041094	0.049581	0.048198	0.060556	0.054188
Meth__cg02420102__MGC33948	0.082726	0.042528	0.048022	0.055973	0.055639	0.04901	0.081363	0.046265	0.045055	0.060144	0.046593	0.047309	0.053201	0.050068	0.062323	0.10846	0.044885	0.0665	0.085992	0.080321	0.050628	0.055904	0.088756	0.058132	0.15776	0.10211	0.080685	0.042467	0.057438	0.067436	0.063191	0.04439	0.070688	0.065749	0.056289	0.07585	0.073504
Meth__cg00864867__PAWR	0.041413	0.042636	0.063648	0.037549	0.032142	0.049639	0.050704	0.030603	0.035614	0.042899	0.048838	0.03861	0.045423	0.036471	0.032227	0.069091	0.040219	0.03377	0.038127	0.041813	0.041524	0.77209	0.032499	0.043606	0.064199	0.061339	0.088241	0.041133	0.041648	0.035753	0.038018	0.029142	0.03185	0.060448	0.043698	0.052923	0.051679
Meth__cg26366091__CHI3L2	0.11997	0.1181	0.27539	0.82538	0.85301	0.58066	0.6766	0.66206	0.15017	0.78447	0.15538	0.092481	0.13057	0.10375	0.029111	0.10985	0.15361	0.86075	0.87699	0.8948	0.32774	0.69396	0.8636	0.48284	0.6345	0.77473	0.15469	0.1068	0.1046	0.11267	0.82439	0.076892	0.31266	0.21918	0.73033	0.71054	0.74038
U133A__IGF2BP2	5.0062	4.5534	6.7785	4.8	4.3562	8.3006	4.1691	7.2592	4.7481	4.6949	6.5841	7.525	4.5955	5.6289	7.2659	7.8875	6.6469	5.3637	4.7528	4.5492	6.7268	4.5693	7.693	4.58	4.6515	4.5057	4.383	6.4305	7.5201	7.0731	7.1142	5.7935	5.3714	5.2241	6.4819	4.4216	5.3226
Meth__cg09186006__SLC16A12	0.66363	0.45468	0.97042	0.075462	0.54902	0.63919	0.63966	0.52435	0.02987	0.20278	0.95672	0.90089	0.42658	0.32447	0.045976	0.061936	0.79854	0.96417	0.80696	0.53036	0.56337	0.59239	0.92166	0.95308	0.078819	0.89299	0.10133	0.041294	0.03844	0.28018	0.035856	0.030414	0.96955	0.92892	0.053004	0.044256	0.47152
U133A__RPS11	8.733	5.8508	7.0788	7.4744	7.2067	7.6569	6.6613	7.6723	6.1	7.294	7.0191	6.6921	6.7869	6.3032	7.2814	5.7429	8.4126	9.6242	7.3204	7.1407	7.695	7.8463	8.7658	7.2222	7.9554	7.207	10.1389	6.8246	6.6546	6.9884	7.0745	6.1506	6.37	6.8314	5.6956	7.144	5.9172
U133A__TNNT1	8.2819	4.9891	6.4262	4.9956	8.3311	7.8062	8.8016	8.3106	4.9018	7.2426	7.0991	5.7277	5.7509	7.0071	7.2158	6.2792	8.2758	7.1092	6.2331	9.388	7.8218	8.5365	7.2242	6.7944	6.3568	7.4262	4.9607	7.6684	6.2444	5.7386	6.0627	4.8809	8.7274	6.5307	7.3264	7.9068	8.7371
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.06645	0.085049	0.092013	0.060132	0.090004	0.098036	0.090602	0.06975	0.09951	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.099868	0.098097	0.11332	0.07521	0.090355	0.095944	0.11	0.11141	0.094241	0.099482	0.098977	0.067572	0.09597	0.062517	0.072701	0.085361	0.083883	0.096304
Meth__cg04536922__FAM13A1	0.10051	0.067725	0.81703	0.37995	0.29121	0.061286	0.31308	0.085555	0.12965	0.15213	0.062235	0.064948	0.12451	0.085069	0.069641	0.15274	0.092938	0.34031	0.15221	0.14144	0.081577	0.068902	0.13272	0.09634	0.29346	0.5358	0.14723	0.041696	0.075864	0.079231	0.14717	0.092333	0.12459	0.29459	0.44957	0.68221	0.82532
Meth__cg10154926__HAP1	0.05149	0.022167	0.05716	0.043959	0.027332	0.030192	0.054171	0.053109	0.033079	0.032846	0.45826	0.034084	0.041771	0.027348	0.031097	0.092373	0.036235	0.042499	0.031057	0.030677	0.053372	0.034156	0.82013	0.037825	0.067887	0.12692	0.040177	0.034835	0.022574	0.033112	0.038671	0.030047	0.034782	0.032381	0.044504	0.035863	0.0367
Meth__cg05065037__ZCCHC6	0.038065	0.059493	0.082535	0.092427	0.044201	0.037826	0.046423	0.029003	0.061843	0.073099	0.042621	0.064211	0.077499	0.037824	0.035018	0.073469	0.42923	0.082445	0.066137	0.10375	0.061966	0.046051	0.58459	0.060352	0.087759	0.15233	0.073492	0.041563	0.033935	0.054279	0.049264	0.043447	0.12036	0.07155	0.091033	0.059193	0.56988
U133A__ANXA1	8.3863	5.1813	8.546	6.8058	4.8279	10.1509	4.9132	10.2727	4.9733	4.6701	10.5859	11.8721	5.3504	11.3303	10.7389	11.4584	11.0326	4.9591	4.9942	5.0231	10.6713	6.8432	11.1804	5.5085	9.4097	5.0185	5.8809	10.9965	10.7391	9.9079	9.1288	10.0579	9.263	4.6556	4.9519	4.8945	4.9117
Meth__cg21680178__GPATC3	0.15601	0.092107	0.11547	0.12098	0.090858	0.080269	0.11461	0.06246	0.090757	0.12173	0.11899	0.20898	0.12796	0.11897	0.096213	0.13613	0.063925	0.080854	0.12552	0.098429	0.10273	0.096644	0.12814	0.1224	0.11898	0.11907	0.1035	0.08152	0.10038	0.11248	0.064523	0.08174	0.052427	0.22876	0.13995	0.53229	0.52623
Meth__cg03003060__GPM6B	0.5868	0.018838	0.95457	0.33864	0.038738	0.91046	0.2267	0.045776	0.077176	0.12991	0.043402	0.027289	0.13116	0.025137	0.041372	0.36786	0.028434	0.080886	0.0421	0.56161	0.10849	0.49612	0.90994	0.49564	0.051961	0.49176	0.16062	0.026645	0.019885	0.076403	0.036059	0.029793	0.47545	0.048136	0.02584	0.18823	0.02367
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.94094	0.050841	0.51928	0.035478	0.56395	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.037398	0.13781	0.046866	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.032434	0.029888	0.21323	0.089823	0.04838	0.50705	0.62672
Meth__cg18950617__HMHA1	0.027136	0.023669	0.97508	0.19806	0.021698	0.97778	0.10911	0.18667	0.039775	0.023487	0.01401	0.40155	0.029808	0.9332	0.019283	0.078187	0.015118	0.94762	0.91528	0.035284	0.97412	0.04075	0.024521	0.3227	0.037309	0.61709	0.071429	0.13463	0.34988	0.089225	0.4328	0.051238	0.75464	0.091697	0.031553	0.035547	0.018526
Meth__cg08990057__PLS3	0.49928	0.060732	0.046941	0.057545	0.17583	0.037754	0.058344	0.045326	0.30468	0.22982	0.055783	0.053807	0.23015	0.27003	0.32702	0.11391	0.046781	0.56654	0.93687	0.3581	0.1764	0.46865	0.1231	0.067016	0.26309	0.44224	0.091993	0.044103	0.055	0.23935	0.062543	0.039639	0.17863	0.20668	0.83413	0.35855	0.038831
Meth__cg03959219__TSPYL4	0.084163	0.063144	0.096494	0.062432	0.054619	0.056932	0.067293	0.059897	0.057461	0.066477	0.074981	0.061282	0.064876	0.05347	0.053472	0.11391	0.056001	0.11536	0.067518	0.054266	0.068496	0.058678	0.06416	0.073916	0.11862	0.10283	0.10039	0.05494	0.06178	0.047397	0.047934	0.058459	0.057052	0.14143	0.061551	0.074631	0.0652
Meth__cg03138091__OSMR	0.12368	0.0239	0.02834	0.80902	0.71173	0.022933	0.13974	0.017902	0.1356	0.22471	0.024757	0.017783	0.30665	0.041097	0.022246	0.040872	0.02067	0.28454	0.24858	0.8673	0.028537	0.50926	0.084037	0.46033	0.04612	0.53343	0.10511	0.024653	0.019998	0.021626	0.68153	0.022935	0.20007	0.053609	0.045693	0.10989	0.54668
Meth__cg20839149__SH2D2A	0.096749	0.056931	0.14129	0.30143	0.51643	0.70924	0.29303	0.13897	0.076653	0.10487	0.49311	0.42082	0.088864	0.33205	0.73804	0.093495	0.094381	0.62748	0.63744	0.85401	0.15071	0.44692	0.42154	0.62426	0.04162	0.32457	0.17495	0.12274	0.052655	0.12959	0.43072	0.046703	0.43073	0.31379	0.4742	0.36011	0.4825
Meth__cg18644543__HMHA1	0.039363	0.29096	0.96673	0.16589	0.028711	0.92001	0.073734	0.082018	0.047917	0.051529	0.051523	0.26737	0.046441	0.90524	0.055734	0.050353	0.032903	0.91589	0.90362	0.050078	0.95382	0.039274	0.060338	0.068311	0.067152	0.34415	0.087646	0.12564	0.15813	0.17598	0.1955	0.11597	0.79568	0.058307	0.050158	0.042628	0.037687
Meth__cg19166347__SFRP4	0.60755	0.041211	0.78574	0.56689	0.47213	0.17801	0.77285	0.78857	0.63566	0.1341	0.7796	0.24693	0.49989	0.70286	0.65009	0.076777	0.88231	0.63904	0.29232	0.077763	0.1519	0.11079	0.47004	0.17987	0.081405	0.40817	0.052263	0.14352	0.072759	0.079299	0.14342	0.035732	0.19558	0.12112	0.62091	0.19488	0.36669
U133A__ASNS	5.7555	6.9915	8.9025	8.6184	7.1894	8.7816	8.0217	7.2217	8.7944	7.2405	7.4364	7.3351	7.0562	7.619	7.5599	9.0102	8.0987	7.5216	7.197	7.7174	7.4411	6.7424	9.2835	6.6397	8.0286	6.3197	7.3892	8.7993	8.3637	7.3568	10.555	9.2583	11.7898	6.9057	7.4767	6.5745	7.3136
Meth__cg19211800__MARCKS	0.92169	0.023108	0.033746	0.021273	0.044901	0.023662	0.045857	0.021137	0.020396	0.025504	0.028182	0.027813	0.63037	0.018898	0.017266	0.039578	0.019155	0.20304	0.027301	0.021085	0.026539	0.038407	0.035891	0.02432	0.049434	0.44434	0.031803	0.022824	0.025836	0.027132	0.016393	0.023342	0.018488	0.91662	0.41844	0.030478	0.027164
Meth__cg15547534__MGC22793	0.057866	0.039319	0.31873	0.040413	0.20542	0.10063	0.069442	0.067645	0.092118	0.081764	0.21177	0.10609	0.12	0.04929	0.10574	0.092042	0.25308	0.061672	0.081693	0.51516	0.076806	0.066831	0.12808	0.096682	0.10349	0.12754	0.11414	0.036279	0.051497	0.027268	0.20306	0.037239	0.048105	0.089606	0.043247	0.052554	0.050973
Meth__cg03309050__ZNF688	0.044148	0.044872	0.10898	0.052165	0.039392	0.038417	0.039677	0.036455	0.037376	0.049486	0.063588	0.044355	0.047905	0.041542	0.05354	0.14222	0.048259	0.043643	0.044594	0.039616	0.046021	0.038824	0.17656	0.041396	0.085876	0.10768	0.073175	0.044202	0.039162	0.042419	0.054515	0.034293	0.034693	0.03935	0.04806	0.042189	0.042724
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.041668	0.76753	0.045433	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg23704082__TRIM59	0.03677	0.034606	0.11046	0.033956	0.034924	0.95368	0.047414	0.023019	0.47494	0.032057	0.93783	0.028124	0.36139	0.030287	0.083179	0.056632	0.44469	0.042553	0.041526	0.10599	0.044601	0.034745	0.56121	0.030175	0.074288	0.07499	0.067824	0.036943	0.033502	0.10479	0.030002	0.029225	0.037115	0.037455	0.042049	0.042709	0.044124
Meth__cg00202702__MGC13040	0.034315	0.020151	0.40332	0.21435	0.030206	0.24888	0.89574	0.017226	0.027409	0.034114	0.032083	0.043251	0.0365	0.032009	0.033378	0.093387	0.02196	0.0317	0.0402	0.43247	0.031321	0.037584	0.43246	0.89851	0.074548	0.10726	0.048595	0.028018	0.022101	0.026554	0.055266	0.023592	0.25191	0.10579	0.038096	0.089027	0.87905
Meth__cg10501128__FLT1	0.037101	0.042476	0.18557	0.036963	0.024731	0.51835	0.045839	0.052079	0.029389	0.04267	0.052557	0.05421	0.036706	0.03894	0.040067	0.053319	0.066478	0.15764	0.065036	0.055767	0.042103	0.024061	0.34103	0.045334	0.045991	0.39395	0.12072	0.035057	0.034379	0.038808	0.034336	0.039323	0.050913	0.11551	0.034605	0.05702	0.061115
U133A__FAM13A	5.5919	6.9892	4.9481	7.6893	5.5958	5.3985	4.5903	6.2788	5.246	5.0623	6.1014	6.8109	8.0058	6.729	6.7055	7.4699	5.3064	4.8071	5.3929	5.6785	6.456	7.1306	6.1506	6.2633	6.3947	5.3087	6.3985	6.1293	5.6016	6.5196	8.7635	8.3223	6.7885	4.9463	6.9207	7.1884	4.9342
Meth__cg09225321__OTOP2	0.30862	0.053798	0.48649	0.59171	0.44799	0.44358	0.22932	0.53605	0.064515	0.13145	0.55608	0.32365	0.058837	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.16091	0.202	0.054023	0.065204	0.056261	0.26191	0.092656	0.15696	0.11455	0.29054	0.35696	0.42666
Meth__cg14844130__VPREB1	0.29641	0.048397	0.3718	0.53914	0.41014	0.051145	0.13786	0.19669	0.27951	0.18341	0.086059	0.32712	0.18069	0.12585	0.25547	0.078659	0.03415	0.38864	0.30154	0.8197	0.071214	0.80661	0.11526	0.11143	0.064155	0.12614	0.11881	0.036022	0.071231	0.057661	0.078912	0.062373	0.10701	0.094616	0.078652	0.092254	0.12378
Meth__cg23166362__PIK3CD	0.63527	0.089431	0.073253	0.058593	0.047184	0.041107	0.20651	0.053641	0.029315	0.057391	0.37681	0.11565	0.052819	0.062865	0.040568	0.10422	0.24144	0.22096	0.054146	0.3839	0.046975	0.77444	0.84411	0.063739	0.12021	0.88705	0.27063	0.041273	0.1387	0.073047	0.039101	0.036745	0.94155	0.24956	0.046083	0.046484	0.10033
Meth__cg24446548__TWIST1	0.065255	0.05012	0.97804	0.069019	0.073322	0.75849	0.66801	0.040246	0.076158	0.13781	0.85097	0.47707	0.079003	0.080742	0.055037	0.13807	0.21764	0.82029	0.42144	0.41448	0.069335	0.05801	0.92104	0.075447	0.15541	0.92025	0.058236	0.048843	0.043547	0.073613	0.063483	0.052555	0.97598	0.64886	0.53114	0.1311	0.13866
Meth__cg06533629__KLF14	0.17621	0.039532	0.26272	0.85673	0.3659	0.06564	0.72954	0.080183	0.044645	0.27901	0.44705	0.14286	0.046181	0.056756	0.038662	0.12338	0.86282	0.79819	0.92009	0.58864	0.052437	0.19699	0.89187	0.092991	0.21251	0.87637	0.083275	0.081576	0.047524	0.87794	0.055787	0.58647	0.53444	0.77791	0.41898	0.63692	0.71604
Meth__cg22689690__ADCY6	0.05585	0.10609	0.064279	0.06373	0.096844	0.10627	0.072749	0.070374	0.075864	0.065784	0.053691	0.14167	0.087842	0.12588	0.11604	0.11921	0.11432	0.076814	0.084342	0.081936	0.33008	0.052069	0.10041	0.055187	0.077779	0.070962	0.087245	0.097392	0.065114	0.10458	0.45008	0.045364	0.058371	0.084588	0.062858	0.057405	0.086176
