Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg21808053__DIRAS3	0.25428	0.028376	0.11692	0.66978	0.15733	0.47488	0.15558	0.2733	0.38916	0.3293	0.52381	0.36224	0.10959	0.21326	0.36844	0.086288	0.68999	0.083697	0.042606	0.07919	0.16006	0.44465	0.283	0.22977	0.10821	0.059759	0.16906	0.054756	0.2821	0.25525	0.19908	0.3321	0.075532	0.10059	0.20857	0.077445	0.42074	0.061839
Meth__cg10468369__DDX19B	0.036243	0.036599	0.039977	0.027903	0.026789	0.039084	0.044229	0.036742	0.029917	0.035603	0.035201	0.047193	0.092461	0.53254	0.031266	0.03549	0.034607	0.10231	0.040268	0.030507	0.031807	0.047953	0.075585	0.21183	0.031585	0.070864	0.060775	0.099273	0.034386	0.027048	0.097572	0.16669	0.36449	0.06906	0.041441	0.029329	0.059619	0.068186
Meth__cg15920202__FLJ13910	0.0275	0.027766	0.031459	0.030806	0.028465	0.027559	0.078645	0.034098	0.27653	0.030138	0.62891	0.024955	0.026604	0.013431	0.19962	0.028955	0.02648	0.047244	0.028905	0.020804	0.025018	0.021098	0.026594	0.048846	0.023841	0.041906	0.052743	0.041043	0.026265	0.019897	0.0283	0.01961	0.016393	0.083368	0.66744	0.030916	0.081332	0.03114
Meth__cg08269321__RPRML	0.58589	0.056206	0.90524	0.10966	0.05242	0.56523	0.57507	0.060842	0.043829	0.046123	0.32488	0.070974	0.3322	0.13217	0.067182	0.064859	0.056762	0.098978	0.050346	0.85891	0.65103	0.06961	0.30685	0.77227	0.062093	0.063319	0.86026	0.083591	0.056025	0.10834	0.050782	0.074564	0.70621	0.74076	0.057258	0.10661	0.4574	0.076998
Meth__cg12969595__TMEM98	0.035132	0.048	0.94105	0.69973	0.43562	0.94267	0.37056	0.41377	0.041691	0.039802	0.074125	0.28671	0.75978	0.068583	0.081098	0.15765	0.11415	0.081956	0.027611	0.94448	0.9423	0.12143	0.18493	0.89988	0.048468	0.099245	0.57595	0.084973	0.044475	0.038337	0.046487	0.13246	0.93356	0.062316	0.081368	0.15558	0.073276	0.27264
Meth__cg00029931__RPL36A	0.41392	0.020212	0.062128	0.051579	0.13181	0.014259	0.033011	0.34552	0.25458	0.50842	0.025381	0.081306	0.04642	0.038038	0.2078	0.37225	0.38732	0.045374	0.03913	0.026915	0.02261	0.27703	0.31503	0.06996	0.048138	0.24728	0.2967	0.049971	0.027301	0.031229	0.025173	0.040365	0.084803	0.057604	0.54237	0.089534	0.34418	0.022381
Meth__cg02998425__ADAM21	0.91957	0.022214	0.76409	0.87992	0.61775	0.060832	0.59729	0.96052	0.88027	0.34254	0.65188	0.48407	0.28164	0.037316	0.54179	0.43903	0.74457	0.072522	0.041828	0.14546	0.33397	0.03813	0.94117	0.0625	0.22864	0.034629	0.2955	0.058077	0.14016	0.24169	0.031694	0.77112	0.36878	0.023889	0.51482	0.55082	0.61029	0.31261
Meth__cg13674559__WDR44	0.51432	0.023963	0.023572	0.027051	0.35631	0.055511	0.030432	0.36613	0.51763	0.50548	0.032352	0.020906	0.18508	0.022966	0.47988	0.32993	0.48775	0.18595	0.025499	0.023177	0.029108	0.053325	0.43901	0.062663	0.029145	0.51944	0.34153	0.043573	0.48199	0.030634	0.53949	0.021575	0.26867	0.044419	0.37403	0.40187	0.4548	0.033365
Meth__cg05523085__MYO5A	0.037195	0.037682	0.89191	0.048347	0.04138	0.5795	0.39371	0.07913	0.038038	0.031284	0.085078	0.048622	0.74325	0.03121	0.056318	0.098435	0.053528	0.093015	0.062918	0.088469	0.033305	0.10763	0.050609	0.60108	0.22719	0.05668	0.17868	0.061788	0.16878	0.036228	0.028084	0.22287	0.26213	0.14492	0.044942	0.086631	0.11065	0.32246
Meth__cg17688525__L3MBTL4	0.033335	0.023344	0.98535	0.97819	0.097095	0.97544	0.97884	0.030222	0.019732	0.026168	0.02715	0.26105	0.93282	0.36319	0.43944	0.019772	0.064812	0.089705	0.1605	0.95616	0.96272	0.26747	0.028125	0.96234	0.90432	0.056613	0.9542	0.83548	0.045274	0.031255	0.14933	0.02866	0.98446	0.49391	0.9819	0.72474	0.96153	0.52759
Meth__cg04474832__ABHD14A	0.068445	0.080941	0.16949	0.11527	0.038479	0.58031	0.073987	0.25902	0.06648	0.055791	0.1	0.39732	0.22071	0.031895	0.071402	0.10309	0.074044	0.12749	0.053764	0.22242	0.25058	0.65164	0.069739	0.53585	0.18975	0.21403	0.079615	0.089812	0.058591	0.087296	0.079449	0.3181	0.045114	0.05642	0.07399	0.066024	0.14409	0.11342
Meth__cg14841098__SLC9A7	0.6388	0.12187	0.08848	0.098827	0.45845	0.058097	0.081286	0.11451	0.64649	0.086706	0.10321	0.58164	0.57873	0.061443	0.5928	0.70702	0.052628	0.59452	0.043426	0.033099	0.1055	0.51553	0.58133	0.19717	0.089328	0.53682	0.57443	0.50813	0.66336	0.048758	0.6539	0.046449	0.048832	0.13653	0.5705	0.48701	0.61728	0.071567
Meth__cg07851243__MXRA7	0.027926	0.021083	0.040951	0.034641	0.022028	0.030076	0.035053	0.031401	0.030216	0.030627	0.026835	0.043892	0.092492	0.020814	0.028602	0.026197	0.019205	0.03579	0.028051	0.044919	0.034079	0.02729	0.033981	0.046394	0.038709	0.054274	0.076028	0.042261	0.022026	0.059022	0.02872	0.066454	0.26745	0.059594	0.028107	0.044376	0.06408	0.045249
Meth__cg27279652__ITPR2	0.049027	0.065964	0.15044	0.090572	0.043124	0.51022	0.058958	0.060128	0.1831	0.036427	0.065351	0.02558	0.29924	0.027685	0.17247	0.17278	0.045424	0.13092	0.036585	0.037843	0.05416	0.053377	0.055662	0.0757	0.11388	0.063533	0.15701	0.11	0.03493	0.070939	0.072257	0.19518	0.36079	0.060323	0.034792	0.24915	0.086907	0.14887
Meth__cg21086464__PAK1	0.030808	0.084843	0.051602	0.057187	0.041104	0.37997	0.075202	0.0386	0.042927	0.05736	0.040229	0.030777	0.097533	0.039372	0.041089	0.041886	0.040997	0.14538	0.036413	0.34606	0.042294	0.050289	0.037648	0.056405	0.057826	0.16211	0.49119	0.13978	0.047488	0.029272	0.047228	0.076052	0.024024	0.10184	0.050422	0.066591	0.17912	0.062529
Meth__cg13353683__PTRF	0.053574	0.045889	0.067727	0.61331	0.17539	0.042082	0.088897	0.06345	0.058739	0.078962	0.090078	0.049074	0.65513	0.075033	0.04767	0.71422	0.03826	0.17426	0.048335	0.097944	0.081154	0.058035	0.50634	0.13322	0.15064	0.088593	0.70154	0.1418	0.047622	0.043531	0.050191	0.10722	0.90249	0.046598	0.079132	0.41154	0.16416	0.74173
Meth__cg21351994__EMX1	0.064597	0.19839	0.090284	0.06795	0.056574	0.051397	0.91365	0.17361	0.047226	0.063208	0.18415	0.19494	0.17047	0.20477	0.053278	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.17916	0.70677	0.91217	0.083695	0.12925	0.53046	0.19998	0.055725	0.089417	0.083326	0.052291	0.046601	0.098868	0.061853	0.055796	0.68687	0.074593
Meth__cg02953306__CHRNA2	0.24721	0.051304	0.71115	0.64863	0.33003	0.10299	0.6062	0.77982	0.42525	0.5691	0.66408	0.72615	0.53678	0.11582	0.31868	0.63711	0.31389	0.25777	0.034456	0.1395	0.1513	0.095932	0.22275	0.1121	0.43819	0.079865	0.35836	0.13932	0.045877	0.55479	0.061818	0.49603	0.49475	0.14808	0.75151	0.074565	0.18092	0.11222
Meth__cg27519236__KIFC3	0.10299	0.91867	0.88716	0.71866	0.098568	0.032391	0.5963	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.53276	0.06246	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.049547	0.059077	0.10197	0.85888	0.084071	0.84109	0.43408	0.028421	0.02837	0.033542	0.9424	0.94481	0.83829	0.39809	0.92052	0.87397	0.89771
Meth__cg03883348__KLC3	0.043523	0.042558	0.30754	0.75109	0.12148	0.72197	0.20696	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.069762	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.24171	0.046688	0.50006	0.49828	0.29818	0.10397	0.063822	0.073966	0.46028	0.12888	0.15675	0.057385	0.041302	0.042099	0.2309	0.098221	0.10165
Meth__cg03072378__DLX4	0.033566	0.021732	0.14556	0.43746	0.032492	0.53204	0.16315	0.025965	0.031801	0.023515	0.090525	0.10392	0.065397	0.0182	0.034549	0.050918	0.026869	0.057983	0.022171	0.027632	0.076675	0.030747	0.042898	0.17919	0.29263	0.056736	0.44433	0.066465	0.026927	0.039264	0.042813	0.026038	0.16914	0.034639	0.038081	0.053852	0.052725	0.13477
Meth__cg01139966__GOLPH3L	0.049006	0.045782	0.056873	0.081815	0.033808	0.04945	0.053528	0.025857	0.038765	0.048907	0.079215	0.09336	0.082601	0.033249	0.043048	0.057823	0.054949	0.19809	0.57165	0.031517	0.044926	0.049502	0.038112	0.14081	0.082718	0.12759	0.22085	0.062899	0.039365	0.073532	0.087817	0.068247	0.069502	0.16559	0.044485	0.05326	0.072786	0.050784
Meth__cg22001782__BCL9	0.089271	0.066541	0.10013	0.15414	0.076381	0.25227	0.13087	0.23409	0.69957	0.17443	0.1252	0.42909	0.24009	0.057886	0.6509	0.18924	0.088453	0.13588	0.1508	0.2338	0.33989	0.14518	0.060399	0.1525	0.1168	0.16105	0.25536	0.15393	0.87959	0.098447	0.15753	0.061621	0.079578	0.22411	0.25831	0.22989	0.16616	0.22262
Meth__cg03411288__C10orf47	0.050263	0.043573	0.056483	0.071078	0.033476	0.042411	0.072645	0.056307	0.033886	0.049407	0.05947	0.039785	0.060842	0.042644	0.046115	0.044316	0.038659	0.097715	0.30261	0.041518	0.064541	0.067705	0.095092	0.1339	0.066302	0.23637	0.88056	0.060586	0.042257	0.031401	0.036358	0.043594	0.23303	0.1056	0.040758	0.051308	0.073631	0.042608
Meth__cg14951292__HMOX2	0.076695	0.050266	0.82708	0.60329	0.034155	0.6606	0.040776	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.26354	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.66715	0.03782	0.81729	0.78936	0.27735	0.076686	0.047243	0.29313	0.52981	0.11927	0.59146	0.068838	0.072353	0.033655	0.099825	0.14272	0.035873
Meth__cg21572316__ABCA1	0.27305	0.62417	0.87096	0.46368	0.17036	0.11732	0.080844	0.29128	0.054496	0.06	0.077011	0.1437	0.86047	0.41201	0.061206	0.88624	0.051381	0.1188	0.046033	0.95914	0.93848	0.085225	0.048795	0.34009	0.37909	0.080065	0.79213	0.26082	0.24139	0.04559	0.12978	0.19085	0.9353	0.10162	0.074584	0.080071	0.56492	0.58982
Meth__cg16898420__PRG-3	0.061734	0.053515	0.77489	0.072678	0.037593	0.44429	0.072253	0.11345	0.04134	0.05277	0.073205	0.12747	0.32203	0.051031	0.04185	0.059145	0.14331	0.1039	0.042557	0.15318	0.071773	0.16536	0.038138	0.66494	0.44728	0.083954	0.071713	0.072538	0.041174	0.072585	0.22872	0.032883	0.058699	0.068023	0.052491	0.044285	0.10685	0.050181
Meth__cg18236079__HS3ST3A1	0.94843	0.073629	0.93516	0.90971	0.82601	0.84876	0.19731	0.96818	0.90567	0.08753	0.95732	0.4757	0.84987	0.92601	0.88027	0.61015	0.059594	0.073691	0.031005	0.054587	0.37981	0.033795	0.91083	0.74306	0.061645	0.077132	0.52272	0.13333	0.61643	0.055402	0.047339	0.52972	0.30225	0.6918	0.070319	0.68931	0.85591	0.93073
Meth__cg22380033__GRB14	0.035862	0.039576	0.080242	0.064622	0.045235	0.55146	0.070526	0.048252	0.032063	0.046243	0.058667	0.032585	0.086236	0.053373	0.040561	0.042389	0.039047	0.10392	0.037513	0.048543	0.038125	0.047288	0.027328	0.22992	0.074756	0.076955	0.11182	0.099114	0.034956	0.023038	0.060208	0.072415	0.081373	0.088884	0.062662	0.045703	0.076672	0.051753
Meth__cg14541939__NDUFA1	0.58069	0.044255	0.065848	0.042752	0.36834	0.039396	0.05624	0.4453	0.2569	0.53122	0.04755	0.02284	0.065808	0.031963	0.27728	0.37229	0.55841	0.098003	0.036232	0.055681	0.047549	0.046492	0.49815	0.14131	0.044457	0.16491	0.39787	0.055993	0.53043	0.034854	0.17869	0.040171	0.29021	0.067666	0.57756	0.45053	0.6085	0.048838
Meth__cg26832142__PDE4B	0.039839	0.030698	0.91361	0.36816	0.2389	0.68915	0.89389	0.31579	0.025867	0.14514	0.7837	0.29854	0.81112	0.027118	0.026565	0.57034	0.066057	0.03924	0.039552	0.40735	0.38396	0.04727	0.67122	0.7346	0.59466	0.054698	0.35789	0.10481	0.062459	0.48475	0.14725	0.73007	0.57489	0.11086	0.049226	0.46234	0.384	0.16418
Meth__cg19464016__PRDM1	0.36448	0.060765	0.46159	0.32931	0.044206	0.13514	0.12541	0.034416	0.068026	0.053212	0.048875	0.10397	0.45115	0.049611	0.045351	0.062726	0.046544	0.082879	0.050927	0.19687	0.28155	0.045439	0.049851	0.12668	0.042677	0.23358	0.34463	0.056011	0.042178	0.031229	0.051258	0.43567	0.54211	0.11647	0.046378	0.062541	0.070268	0.073556
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.036558	0.94071	0.05533	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.026496	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037749	0.053788	0.037748	0.056607	0.078031	0.041227
Meth__cg20644981__RPS3A	0.34939	0.15964	0.39718	0.72691	0.27992	0.26609	0.20711	0.050103	0.037587	0.49235	0.043923	0.083991	0.36622	0.84327	0.047957	0.08368	0.099724	0.048246	0.79464	0.48032	0.12352	0.038454	0.44394	0.3671	0.26589	0.11838	0.12113	0.12904	0.037898	0.02727	0.091448	0.67992	0.30003	0.3487	0.057646	0.52529	0.3002	0.67013
Meth__cg22855405__TINAGL1	0.076822	0.076481	0.081927	0.85244	0.7877	0.74004	0.75487	0.056564	0.052062	0.83638	0.064889	0.084985	0.099241	0.87918	0.061572	0.080228	0.072997	0.085776	0.70091	0.85451	0.87051	0.45876	0.095048	0.18456	0.53974	0.14464	0.76617	0.10585	0.27445	0.051403	0.39931	0.50886	0.84431	0.17354	0.12108	0.79107	0.69776	0.74464
Meth__cg00720137__DYNLRB2	0.025833	0.011606	0.019363	0.017099	0.010657	0.97684	0.019254	0.92854	0.078261	0.022665	0.80475	0.97664	0.034758	0.01172	0.058313	0.021067	0.48787	0.0711	0.05748	0.012682	0.020849	0.037023	0.012074	0.7536	0.021931	0.015696	0.028676	0.042629	0.46936	0.017417	0.024311	0.016514	0.012827	0.036759	0.01792	0.023206	0.039508	0.021206
Meth__cg02713563__TRAPPC6A	0.084003	0.15305	0.40898	0.10359	0.1126	0.075886	0.088276	0.047976	0.089174	0.070006	0.21692	0.11783	0.19347	0.055784	0.069863	0.14749	0.066619	0.073338	0.09605	0.12704	0.079681	0.11294	0.13731	0.49917	0.3866	0.10152	0.12049	0.16395	0.06395	0.094645	0.36525	0.19439	0.090389	0.22484	0.071342	0.10675	0.63211	0.10166
Meth__cg07909527__NUBP2	0.017979	0.012598	0.038057	0.018758	0.0092064	0.019555	0.019927	0.014358	0.012313	0.017128	0.025056	0.020367	0.041776	0.017407	0.017406	0.019766	0.01738	0.041485	0.019532	0.022189	0.03582	0.019428	0.015087	0.2129	0.020441	0.021735	0.063476	0.033967	0.016061	0.022002	0.02259	0.022461	0.017722	0.043062	0.021619	0.016885	0.036051	0.017728
Meth__cg07651242__ADCY1	0.071494	0.08941	0.97928	0.40738	0.16881	0.95759	0.63859	0.71682	0.046992	0.051525	0.96158	0.69387	0.93759	0.34449	0.042351	0.13278	0.13112	0.25071	0.036514	0.10393	0.083799	0.37022	0.10444	0.91898	0.74701	0.2085	0.94621	0.080799	0.045217	0.091909	0.19706	0.72913	0.74066	0.075451	0.050236	0.085967	0.69199	0.058507
Meth__cg11953868__WFDC10A	0.059146	0.038551	0.050684	0.38006	0.035308	0.043733	0.052412	0.16878	0.22023	0.069179	0.094522	0.04771	0.079077	0.035736	0.13089	0.051404	0.032378	0.059715	0.023739	0.038951	0.053248	0.074504	0.027934	0.059852	0.050521	0.041631	0.11639	0.03257	0.046575	0.043033	0.048838	0.046444	0.039638	0.042865	0.057131	0.038178	0.072843	0.028133
Meth__cg25748127__POLR2L	0.033415	0.035515	0.048162	0.054679	0.030662	0.035839	0.054968	0.056531	0.024752	0.040452	0.042639	0.022781	0.070192	0.030701	0.037568	0.033845	0.039432	0.076531	0.039565	0.028256	0.041284	0.038799	0.057106	0.044732	0.052722	0.08371	0.069479	0.066019	0.031534	0.030835	0.027735	0.86948	0.034561	0.065315	0.034167	0.056671	0.15545	0.053275
Meth__cg23920441__ATP1A3	0.051027	0.077691	0.90826	0.88644	0.21449	0.58793	0.60129	0.11417	0.050136	0.20481	0.36364	0.64882	0.90969	0.3413	0.042209	0.16581	0.095707	0.098293	0.071692	0.43602	0.64952	0.6611	0.34439	0.21376	0.71122	0.072243	0.8224	0.079927	0.046289	0.45407	0.11883	0.1622	0.68255	0.23913	0.55672	0.48828	0.14133	0.2899
Meth__cg04720330__PHLDA2	0.059563	0.050211	0.053692	0.070339	0.059249	0.94748	0.053122	0.051724	0.93918	0.097542	0.88129	0.06365	0.07347	0.051011	0.73722	0.072757	0.042859	0.13872	0.041932	0.063861	0.055525	0.20249	0.052173	0.15788	0.072443	0.075823	0.11732	0.12463	0.95785	0.036273	0.042599	0.063843	0.037702	0.1339	0.068706	0.050222	0.10108	0.057504
Meth__cg11692477__SLC40A1	0.048483	0.040327	0.9556	0.053757	0.03849	0.9403	0.051911	0.072823	0.040494	0.040856	0.043068	0.14705	0.40328	0.039903	0.048257	0.22003	0.043313	0.09976	0.050448	0.95555	0.94346	0.05241	0.03272	0.44822	0.044886	0.14782	0.073284	0.10008	0.049784	0.043412	0.069418	0.055221	0.56936	0.062391	0.05364	0.041971	0.087947	0.045313
Meth__cg14500718__TMEM79	0.024168	0.025309	0.3327	0.25191	0.031167	0.83653	0.12149	0.27012	0.051766	0.031673	0.024602	0.12423	0.074283	0.1862	0.052126	0.15513	0.42654	0.098695	0.017484	0.067961	0.046543	0.83811	0.44691	0.51764	0.27512	0.035847	0.045958	0.045466	0.022665	0.030914	0.036151	0.47359	0.36208	0.051384	0.23463	0.034298	0.27776	0.021574
Meth__cg05961595__APEX2	0.55506	0.017989	0.036722	0.028176	0.046012	0.019844	0.040356	0.03738	0.3522	0.47855	0.02228	0.54858	0.3512	0.40911	0.33913	0.54123	0.021027	0.48134	0.021641	0.015258	0.027977	0.23612	0.48641	0.073985	0.43602	0.17093	0.47527	0.064874	0.52629	0.019797	0.28883	0.029399	0.024455	0.062781	0.5053	0.16835	0.51134	0.023188
Meth__cg16425577__DENND3	0.037901	0.058226	0.92026	0.72088	0.12565	0.56631	0.30437	0.68306	0.080079	0.21807	0.53646	0.23066	0.803	0.071253	0.10007	0.22239	0.046964	0.21917	0.58773	0.57717	0.20499	0.56632	0.4894	0.066331	0.82949	0.057502	0.67896	0.15435	0.028521	0.0283	0.27447	0.55438	0.80881	0.092041	0.074105	0.71967	0.16229	0.78143
Meth__cg01868782__HEY2	0.061461	0.067911	0.45018	0.050385	0.066153	0.23514	0.093441	0.035573	0.066027	0.077489	0.1213	0.14568	0.58605	0.17112	0.062263	0.079465	0.11059	0.10354	0.039071	0.39658	0.26346	0.056517	0.13684	0.6989	0.059905	0.10419	0.53751	0.12394	0.051003	0.044634	0.11957	0.18468	0.079031	0.12257	0.060783	0.063942	0.13792	0.060221
Meth__cg19439331__CXXC6	0.060526	0.044109	0.039611	0.17056	0.038837	0.035538	0.060549	0.033045	0.03544	0.052376	0.0463	0.029261	0.093309	0.0578	0.036776	0.49513	0.034318	0.075938	0.029527	0.038891	0.047928	0.050396	0.039464	0.7814	0.054497	0.10412	0.22645	0.074185	0.0343	0.033641	0.039791	0.023538	0.21595	0.083065	0.041269	0.095941	0.069406	0.044586
Meth__cg22820108__NCOR2	0.058631	0.067804	0.10443	0.097867	0.071543	0.062945	0.050063	0.044538	0.051659	0.27905	0.058476	0.036053	0.10413	0.062988	0.058698	0.063665	0.061144	0.1087	0.056671	0.11794	0.23144	0.065391	0.44017	0.082229	0.085665	0.14978	0.093722	0.088181	0.060286	0.058036	0.052251	0.14012	0.052308	0.068835	0.068731	0.061903	0.12576	0.069994
Meth__cg19752722__ERBB2	0.026387	0.012366	0.04207	0.018459	0.035267	0.034889	0.032465	0.42349	0.056244	0.060406	0.94632	0.089398	0.040471	0.019309	0.035948	0.028517	0.021313	0.076536	0.035561	0.033516	0.044015	0.039022	0.017231	0.044132	0.022771	0.03161	0.050139	0.037507	0.024628	0.022478	0.03534	0.043619	0.025126	0.049216	0.017396	0.028319	0.023307	0.031288
Meth__cg11277230__MGC26744	0.26114	0.87228	0.9486	0.724	0.44921	0.68993	0.15424	0.12324	0.20167	0.41208	0.052779	0.67502	0.6227	0.93994	0.133	0.88569	0.2039	0.14364	0.33313	0.26994	0.24613	0.089598	0.22446	0.39044	0.14943	0.082826	0.59769	0.51522	0.073186	0.0789	0.42838	0.90462	0.11493	0.23082	0.083188	0.58223	0.14881	0.71841
Meth__cg23906291__ERBB2	0.03468	0.018702	0.037472	0.028003	0.02863	0.027505	0.040856	0.045341	0.038607	0.051587	0.99014	0.079151	0.026251	0.018226	0.04573	0.032879	0.032475	0.065925	0.034052	0.042821	0.053325	0.029872	0.028113	0.032853	0.024005	0.06176	0.040657	0.047794	0.04319	0.030764	0.033662	0.039313	0.039586	0.079011	0.024538	0.05086	0.035846	0.037458
Meth__cg01429391__MYH7	0.90615	0.042018	0.87377	0.92595	0.82942	0.098121	0.71005	0.96181	0.8513	0.34268	0.54614	0.49982	0.67129	0.084423	0.48602	0.4831	0.90027	0.086409	0.043077	0.81125	0.79407	0.10386	0.90933	0.095178	0.28337	0.049523	0.10853	0.045524	0.051614	0.051043	0.046768	0.83969	0.16497	0.18444	0.88966	0.36538	0.29036	0.52142
Meth__cg23696886__PDLIM2	0.051966	0.039249	0.0625	0.26107	0.13832	0.9735	0.5155	0.032557	0.034522	0.055546	0.095347	0.097972	0.051388	0.6537	0.040503	0.91312	0.6115	0.17653	0.87224	0.040884	0.10372	0.93888	0.31686	0.051358	0.099373	0.12903	0.64662	0.094395	0.97512	0.025989	0.90989	0.093341	0.6598	0.068155	0.21469	0.2086	0.85943	0.32796
Meth__cg21850254__ZNF570	0.063072	0.051688	0.10148	0.061619	0.057016	0.059767	0.30679	0.57295	0.042644	0.064563	0.055994	0.078957	0.54068	0.046258	0.060553	0.055582	0.041636	0.15971	0.099613	0.32416	0.3458	0.052555	0.047453	0.72905	0.076168	0.103	0.43015	0.17888	0.045399	0.13364	0.065382	0.34451	0.38207	0.074552	0.050947	0.46503	0.10839	0.71107
Meth__cg06481786__RAD52B	0.09574	0.14499	0.21827	0.1972	0.076937	0.62996	0.10011	0.27586	0.14208	0.17345	0.08555	0.11673	0.58262	0.15259	0.11643	0.12014	0.11668	0.29242	0.15351	0.10966	0.17453	0.19189	0.059609	0.68879	0.25766	0.12217	0.17664	0.29048	0.083155	0.099149	0.11959	0.16275	0.10211	0.15254	0.1307	0.12762	0.26364	0.11743
Meth__cg19596204__ISYNA1	0.040263	0.095906	0.03277	0.70213	0.024529	0.61674	0.026715	0.038893	0.019547	0.030234	0.040184	0.36161	0.26154	0.10979	0.025241	0.57001	0.023735	0.094387	0.7124	0.57359	0.040045	0.24059	0.029253	0.92274	0.036787	0.047144	0.049322	0.077532	0.025937	0.023161	0.27586	0.1374	0.017523	0.049561	0.029931	0.022287	0.32664	0.026424
Meth__cg15822346__SLC16A10	0.10073	0.085944	0.13535	0.13253	0.077282	0.59312	0.10644	0.13172	0.077612	0.085592	0.1109	0.14102	0.10512	0.068737	0.089909	0.11578	0.095341	0.12551	0.89283	0.063185	0.10625	0.09826	0.23088	0.11304	0.10033	0.11375	0.21328	0.12547	0.074995	0.078268	0.22281	0.094166	0.12153	0.101	0.089228	0.10766	0.17619	0.1004
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.041465	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.057255	0.070609	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.025616	0.70459	0.068286	0.04186	0.046727	0.064637	0.047215
Meth__cg12559031__DLX4	0.063804	0.047144	0.090403	0.073393	0.029821	0.47001	0.062107	0.046201	0.038886	0.048759	0.10037	0.028062	0.051139	0.034672	0.045365	0.041007	0.23701	0.094423	0.10007	0.033401	0.069077	0.078345	0.035906	0.089583	0.047465	0.071265	0.40484	0.069851	0.088846	0.30669	0.065146	0.036178	0.36688	0.026596	0.039656	0.039526	0.053813	0.042181
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.11433	0.06983	0.81131	0.39231	0.47236	0.36818	0.17368	0.062633	0.789	0.14385	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.080454	0.74028	0.075167	0.082762	0.15279	0.25801	0.18659
Meth__cg17484237__HAVCR2	0.63833	0.081088	0.57108	0.74405	0.52954	0.11758	0.3671	0.41091	0.55491	0.44532	0.43285	0.13247	0.18948	0.051364	0.45752	0.2191	0.57787	0.12073	0.080539	0.12313	0.16878	0.068375	0.83358	0.13044	0.10128	0.1059	0.10566	0.11076	0.056558	0.089201	0.12812	0.71769	0.13574	0.29381	0.67924	0.54764	0.27615	0.31167
Meth__cg05362669__PTPRG	0.088694	0.43801	0.12389	0.070796	0.062241	0.073416	0.073667	0.067425	0.051015	0.067355	0.090241	0.019788	0.84345	0.052729	0.067863	0.055718	0.073906	0.14014	0.085621	0.064344	0.11594	0.078774	0.064133	0.083455	0.063983	0.0974	0.12981	0.12842	0.059543	0.058416	0.048091	0.057549	0.058589	0.057885	0.062994	0.068708	0.090447	0.069304
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.01941	0.040351	0.96687	0.019474	0.022497	0.02512	0.024164	0.30071	0.042628	0.051435	0.077438	0.029324	0.029435	0.038127	0.041905	0.033453	0.04941	0.5341	0.67293	0.7798	0.080202	0.024045	0.053652	0.062072	0.92435
